time,MPI-ESM1-2-HR,CESM2-WACCM,IITM-ESM,CANESM5,CNRM-CM6-1,TAIESM1,IPSL-CM6A-LR,MIROC6,EC-EARTH3,MRI-ESM2-0,KACE-1-0-G,UKESM1-0-LL,GFDL-ESM4,CNRM-ESM2-1
2036.0,213797130000.0,211087620000.0,247432280000.0,186820310000.0,233016160000.0,180616250000.0,219279490000.0,243991250000.0,161886700000.0,199908050000.0,167790310000.0,161323610000.0,217817280000.0,230358700000.0
2037.0,211440250000.0,206893760000.0,246379300000.0,182340260000.0,227400710000.0,178153240000.0,215444320000.0,241299210000.0,155190970000.0,194311520000.0,163004020000.0,158419090000.0,217343260000.0,228354640000.0
2038.0,207602520000.0,202926470000.0,244712370000.0,179957990000.0,221675260000.0,172761550000.0,214874260000.0,237190460000.0,151030400000.0,191388100000.0,159686210000.0,152649270000.0,212202750000.0,226552480000.0
2039.0,207331480000.0,202638340000.0,244655960000.0,177486990000.0,217850890000.0,168010250000.0,213393130000.0,233017230000.0,147078680000.0,188739390000.0,155514730000.0,153748010000.0,206815330000.0,224537050000.0
2040.0,204061230000.0,197945850000.0,242069390000.0,172480920000.0,211983240000.0,164635950000.0,208006900000.0,230252350000.0,143140140000.0,185703000000.0,146716640000.0,147087260000.0,208444240000.0,222553600000.0
2041.0,202691850000.0,188289430000.0,239054420000.0,167136890000.0,208638740000.0,159772670000.0,201357310000.0,226215480000.0,137876200000.0,180240730000.0,139095540000.0,141611070000.0,205044090000.0,220432660000.0
2042.0,202967630000.0,183545760000.0,233879180000.0,162869770000.0,204651870000.0,157430050000.0,197672750000.0,224187580000.0,132710466000.0,175821780000.0,132357054000.0,137170985000.0,203361450000.0,216411820000.0
2043.0,204282050000.0,180279510000.0,232319990000.0,156553150000.0,204986370000.0,150998560000.0,196766020000.0,223903020000.0,129951670000.0,171390190000.0,130490540000.0,131042190000.0,200915220000.0,214783430000.0
2044.0,201627270000.0,175066920000.0,230487210000.0,148491570000.0,201999340000.0,146318660000.0,197118150000.0,221348890000.0,125425180000.0,168864020000.0,128349800000.0,127029240000.0,200021330000.0,214344910000.0
2045.0,199324650000.0,171783650000.0,229607870000.0,146096800000.0,201227910000.0,140166320000.0,195091220000.0,219613860000.0,123119040000.0,166768800000.0,123738750000.0,123920245000.0,197862880000.0,212922380000.0
2046.0,196245730000.0,169658800000.0,226212480000.0,141024080000.0,202068750000.0,133788580000.0,192536640000.0,220472870000.0,120469100000.0,160443430000.0,117246540000.0,120377220000.0,196550800000.0,217657560000.0
2047.0,193594950000.0,161709820000.0,221536270000.0,135544660000.0,203420320000.0,127982620000.0,190572800000.0,214252080000.0,115676594000.0,153716060000.0,112916144000.0,115145060000.0,192973770000.0,218128120000.0
2048.0,191401620000.0,153991230000.0,218485850000.0,132204870000.0,201175420000.0,126009975000.0,184217910000.0,213305870000.0,110595090000.0,150808740000.0,108741400000.0,110897185000.0,190027510000.0,217600790000.0
2049.0,191843940000.0,151906660000.0,216170300000.0,130033150000.0,199566460000.0,122496690000.0,184728420000.0,212265630000.0,108248244000.0,149213820000.0,105257710000.0,107415085000.0,190239620000.0,216338990000.0
2050.0,192859360000.0,146795360000.0,215878000000.0,129004180000.0,195934270000.0,117573900000.0,180051030000.0,209201150000.0,104337630000.0,147379200000.0,101750620000.0,104816500000.0,183858990000.0,212816610000.0
2051.0,188222720000.0,145921820000.0,214209720000.0,128298410000.0,194488430000.0,115275900000.0,178157900000.0,208278590000.0,100414040000.0,146521650000.0,98196280000.0,97673420000.0,181994210000.0,210991710000.0
2052.0,185159100000.0,144710250000.0,210747460000.0,126412550000.0,194027590000.0,110138760000.0,174341160000.0,207782660000.0,98120475000.0,144415590000.0,92819825000.0,94231930000.0,179806440000.0,210687260000.0
2053.0,184972920000.0,143383250000.0,206189150000.0,122376905000.0,193392980000.0,105015410000.0,169112350000.0,206663400000.0,95273130000.0,143115900000.0,89475730000.0,90125435000.0,177156650000.0,206808380000.0
2054.0,184516850000.0,142242170000.0,206407900000.0,118370525000.0,188653390000.0,101201620000.0,167251540000.0,207482500000.0,91809590000.0,140040950000.0,88930500000.0,87798120000.0,174673400000.0,206309560000.0
2055.0,184061150000.0,140123390000.0,202857740000.0,115065010000.0,185630020000.0,98193700000.0,164873570000.0,208620750000.0,87615320000.0,139405800000.0,85261340000.0,85663940000.0,171857260000.0,201904280000.0
2056.0,181214770000.0,137276460000.0,198981910000.0,110496145000.0,182686550000.0,93466345000.0,161966740000.0,205915030000.0,84626100000.0,136323880000.0,82311870000.0,80812620000.0,169624080000.0,200864220000.0
2057.0,179776060000.0,135429100000.0,197693620000.0,108631290000.0,179192040000.0,89327340000.0,156198780000.0,205417020000.0,82181470000.0,132787390000.0,80970400000.0,77699236000.0,164980050000.0,202275390000.0
2058.0,180321170000.0,137138430000.0,197597740000.0,106090620000.0,178500030000.0,84897060000.0,152518400000.0,204986090000.0,79235310000.0,129937020000.0,79005130000.0,73586460000.0,162563850000.0,204219630000.0
2059.0,178515070000.0,136047820000.0,196007850000.0,103545905000.0,175773190000.0,79790190000.0,148356300000.0,204711220000.0,78138155000.0,127495770000.0,78041790000.0,71408980000.0,159447940000.0,203748870000.0
2060.0,173157940000.0,134446070000.0,196215640000.0,99758720000.0,174977740000.0,76363400000.0,146377420000.0,200357840000.0,76198535000.0,125365140000.0,75179140000.0,68327887000.0,159466800000.0,202311320000.0
2061.0,171029220000.0,134414480000.0,194350040000.0,97625720000.0,173058670000.0,75035860000.0,145134300000.0,197149300000.0,74130285000.0,122673740000.0,73039910000.0,65279308000.0,157281630000.0,201571880000.0
2062.0,168089080000.0,132366836000.0,193315200000.0,93753470000.0,171767350000.0,71330365000.0,142770320000.0,195334860000.0,72221740000.0,119318520000.0,71562520000.0,61856450000.0,155652420000.0,203101320000.0
2063.0,166764540000.0,131181180000.0,189542020000.0,90666810000.0,169123200000.0,68013388000.0,139788730000.0,194762980000.0,70764430000.0,118177760000.0,68031033000.0,59317250000.0,154723910000.0,200305130000.0
2064.0,164184460000.0,130309210000.0,187187900000.0,86658154000.0,170570960000.0,66355286000.0,135415310000.0,191515430000.0,68367925000.0,117640910000.0,66123882000.0,56226234000.0,154076280000.0,196003020000.0
2065.0,162466730000.0,128594050000.0,184619420000.0,83145330000.0,167775810000.0,64694858000.0,135849200000.0,189624300000.0,67456780000.0,117023590000.0,64596480000.0,52636512000.0,151951070000.0,194486570000.0
2066.0,160720260000.0,125085295000.0,181579220000.0,81035485000.0,164706320000.0,63183780000.0,132249460000.0,186493080000.0,66209243000.0,117166570000.0,62631854000.0,50537734000.0,148816690000.0,192199250000.0
2067.0,159896160000.0,124015680000.0,180557510000.0,78204400000.0,161241870000.0,61382430000.0,130710560000.0,185653940000.0,64156324000.0,115512700000.0,62024670000.0,48173232000.0,146307500000.0,191076810000.0
2068.0,156220920000.0,121674875000.0,176973860000.0,75443620000.0,157347200000.0,60617523000.0,129912000000.0,181971800000.0,61219037000.0,113237430000.0,59494105000.0,45949354000.0,143311110000.0,188445030000.0
2069.0,154395230000.0,120105484000.0,176716140000.0,72747080000.0,152166510000.0,59381590000.0,128122410000.0,180099840000.0,58484425000.0,111259020000.0,58446385000.0,44061815000.0,141707850000.0,187409060000.0
2070.0,151928050000.0,119312940000.0,176633860000.0,69838995000.0,152183110000.0,56462156000.0,124565950000.0,179561460000.0,55639790000.0,108419740000.0,56999154000.0,42617192000.0,139692200000.0,186310750000.0
2071.0,150534010000.0,121806110000.0,174496320000.0,66306120000.0,149765360000.0,54863073000.0,120307155000.0,178539170000.0,53951280000.0,108862340000.0,55043756000.0,40870540000.0,138057920000.0,186922470000.0
2072.0,148585070000.0,120314280000.0,172426560000.0,64244683000.0,147264730000.0,52627720000.0,116546100000.0,176991980000.0,51814773000.0,106671420000.0,53648724000.0,38235960000.0,138600200000.0,183473160000.0
2073.0,148555990000.0,119760480000.0,170457070000.0,62557553000.0,145567060000.0,50729935000.0,113117070000.0,173692830000.0,50657595000.0,106111420000.0,52389753000.0,37186000000.0,136792970000.0,180513160000.0
2074.0,147399570000.0,116807910000.0,167808070000.0,60622426000.0,143873460000.0,49262367000.0,110917880000.0,171426270000.0,48651702000.0,105332744000.0,50370370000.0,35208720000.0,132876670000.0,178713430000.0
2075.0,147047190000.0,115233710000.0,163984830000.0,57499880000.0,141988760000.0,47745466000.0,110238610000.0,169389520000.0,46055506000.0,103477470000.0,49101365000.0,33223567000.0,131893150000.0,177349030000.0
2076.0,145037950000.0,113522730000.0,162072850000.0,55494050000.0,141562970000.0,45464460000.0,107606250000.0,168081770000.0,44247007000.0,102846230000.0,46919300000.0,30897514000.0,130788800000.0,176089760000.0
2077.0,142523650000.0,112266870000.0,159201740000.0,53977915000.0,136510270000.0,43541270000.0,104880230000.0,168651300000.0,42200576000.0,101518975000.0,45357494000.0,29100240000.0,128578000000.0,176129110000.0
2078.0,141001490000.0,109358810000.0,157053800000.0,52242084000.0,136277836000.0,42077626000.0,103977230000.0,163843100000.0,41037950000.0,101577320000.0,44415468000.0,27383122000.0,129823410000.0,174378660000.0
2079.0,137402660000.0,112434880000.0,154880920000.0,50034622000.0,135365890000.0,39897860000.0,103044100000.0,159902860000.0,39267557000.0,100004460000.0,43337785000.0,25487962000.0,128067980000.0,172718980000.0
2080.0,134385050000.0,111014400000.0,151549330000.0,48861905000.0,135349240000.0,38415750000.0,102933900000.0,159406260000.0,38060970000.0,99758916000.0,42062360000.0,23414036000.0,127288830000.0,172178400000.0
2081.0,132683350000.0,109746300000.0,151538170000.0,47188980000.0,133480830000.0,36382640000.0,102758790000.0,156501460000.0,37037756000.0,98287190000.0,39622152000.0,21777273000.0,127862460000.0,169450860000.0
2082.0,133348270000.0,112444690000.0,151335470000.0,46351140000.0,132811340000.0,34909266000.0,99879805000.0,154976350000.0,35339890000.0,97273530000.0,39183950000.0,19650767000.0,124606510000.0,170163810000.0
2083.0,131750590000.0,109030560000.0,150937170000.0,44017406000.0,129509880000.0,33871337000.0,98511150000.0,151252090000.0,34340014000.0,96415590000.0,38869127000.0,18577422000.0,121934340000.0,170194170000.0
2084.0,130048430000.0,108663330000.0,149637450000.0,42261350000.0,126843350000.0,32896481000.0,96867960000.0,150202190000.0,33231206000.0,98005820000.0,38225140000.0,17312390000.0,119962984000.0,167852850000.0
2085.0,128381710000.0,108599340000.0,147726930000.0,41402687000.0,122659410000.0,31680350000.0,96029024000.0,149377760000.0,31873114000.0,98165540000.0,37931080000.0,16587364000.0,119085500000.0,168452830000.0
2086.0,126660220000.0,108235465000.0,146212780000.0,39477510000.0,121955240000.0,30339537000.0,93851110000.0,146515970000.0,30743896000.0,97280860000.0,36177520000.0,15417668000.0,118176145000.0,170778540000.0
2087.0,125018710000.0,105989170000.0,144881830000.0,38022496000.0,121078900000.0,28824164000.0,91567090000.0,144012920000.0,30248140000.0,97183140000.0,34688602000.0,14309945000.0,116099340000.0,167241240000.0
2088.0,122803950000.0,105515460000.0,143210660000.0,36073960000.0,119453884000.0,27756644000.0,89917790000.0,140618800000.0,29367267000.0,95332745000.0,32673300000.0,13491285000.0,115713740000.0,163889070000.0
2089.0,123544895000.0,105370430000.0,141434360000.0,35118990000.0,117548030000.0,26194467000.0,88335420000.0,140721420000.0,28088324000.0,94219990000.0,31470793000.0,12588128000.0,116986140000.0,160563610000.0
2090.0,121873280000.0,103244820000.0,139064670000.0,34035780000.0,116343770000.0,25498622000.0,86723920000.0,137970370000.0,27269822000.0,92161050000.0,30501237000.0,11525962000.0,115524340000.0,159084280000.0
2091.0,121899524000.0,102626280000.0,135660675000.0,31678177000.0,116509020000.0,23831972000.0,84404740000.0,136709710000.0,26189175000.0,91533770000.0,29526460000.0,10951841000.0,112977584000.0,155806580000.0
2092.0,120139390000.0,100782916000.0,134140576000.0,30392556000.0,114722450000.0,22469304000.0,82084250000.0,138466360000.0,25094099000.0,91379800000.0,28813033000.0,10103238000.0,112038890000.0,153695580000.0
2093.0,118036760000.0,99966570000.0,132436300000.0,29924954000.0,111429510000.0,21938358000.0,80397680000.0,136099410000.0,24441768000.0,90731120000.0,28393690000.0,9359157000.0,112267140000.0,151648200000.0
2094.0,117936390000.0,98694726000.0,130081070000.0,28704324000.0,110248346000.0,20884496000.0,78105110000.0,134865860000.0,23454667000.0,88765240000.0,27793662000.0,8716090000.0,111982190000.0,150804250000.0
2095.0,116600414000.0,96031924000.0,128535190000.0,28257593000.0,109022790000.0,19517684000.0,77512320000.0,131687490000.0,22775770000.0,87104520000.0,26837672000.0,8135284000.0,109381860000.0,150668920000.0
2096.0,114318730000.0,97931070000.0,127160160000.0,27169540000.0,108130090000.0,18877750000.0,76075830000.0,130291294000.0,22186842000.0,86712430000.0,25549994000.0,7598208500.0,108601990000.0,150851030000.0
2097.0,112425615000.0,98665400000.0,124351180000.0,25799057000.0,107036170000.0,17726444000.0,75841446000.0,127873790000.0,21147095000.0,87758710000.0,24667347000.0,6765771300.0,108081870000.0,149006840000.0
2098.0,111304510000.0,96613350000.0,125080870000.0,25188764000.0,105605580000.0,16598980000.0,75045480000.0,126069140000.0,20339160000.0,87315190000.0,23678958000.0,6181515000.0,106894560000.0,145766070000.0
2099.0,110133764000.0,95843660000.0,123137640000.0,24562098000.0,103491010000.0,16093281000.0,73723500000.0,121440150000.0,19415720000.0,87327650000.0,23117170000.0,5659915000.0,107541700000.0,144779000000.0
2100.0,108196790000.0,94055790000.0,120152154000.0,23310535000.0,102099320000.0,15030858000.0,71929940000.0,120296480000.0,18185282000.0,86742590000.0,22991421000.0,5288317400.0,105693410000.0,142990440000.0
