time,IPSL-CM6A-LR,TAIESM1,IITM-ESM,CESM2-WACCM,MPI-ESM1-2-HR,GFDL-ESM4,UKESM1-0-LL,KACE-1-0-G,MRI-ESM2-0
2063.0,106043730000.0,81542260000.0,167673940000.0,126549066000.0,197028860000.0,131114080000.0,44973195000.0,56944270000.0,111783756000.0
2064.0,106717544000.0,78902380000.0,165425630000.0,125102970000.0,195055800000.0,130022250000.0,41809900000.0,54922985000.0,110915960000.0
2065.0,105692610000.0,77594330000.0,162681830000.0,122292200000.0,192478970000.0,126992010000.0,40012660000.0,52696596000.0,109174150000.0
2066.0,104022590000.0,74619370000.0,159390700000.0,118276430000.0,190501680000.0,124561040000.0,37651345000.0,50417713000.0,105371290000.0
2067.0,101295160000.0,72010260000.0,156679910000.0,116225880000.0,186887770000.0,120403380000.0,35373412000.0,48310125000.0,102814300000.0
2068.0,98871520000.0,71165850000.0,154405260000.0,115057705000.0,183009700000.0,119043340000.0,33153862000.0,47146420000.0,99602780000.0
2069.0,95925230000.0,67257130000.0,151509710000.0,111662240000.0,180667680000.0,117486264000.0,31365943000.0,44406580000.0,99294140000.0
2070.0,93801400000.0,65102393000.0,152037930000.0,108778300000.0,177640440000.0,115691610000.0,29285986000.0,42717245000.0,96177870000.0
2071.0,92323365000.0,63334187000.0,151497720000.0,107029670000.0,173430690000.0,114109940000.0,26885919000.0,40291672000.0,93822470000.0
2072.0,89848816000.0,60346515000.0,149019120000.0,104778160000.0,170678680000.0,112108340000.0,24697151000.0,38177276000.0,90857150000.0
2073.0,86891490000.0,56815333000.0,147732660000.0,101310190000.0,167995310000.0,111184250000.0,21920086000.0,36373890000.0,90062560000.0
2074.0,83294670000.0,54597630000.0,147391170000.0,98523550000.0,166207930000.0,108309710000.0,20424663000.0,35083940000.0,87222930000.0
2075.0,79747250000.0,52480180000.0,146569700000.0,98561120000.0,162453680000.0,106687775000.0,18370966000.0,34163270000.0,87001350000.0
2076.0,76291850000.0,49594065000.0,143796880000.0,96699000000.0,157464260000.0,104165384000.0,16967736000.0,32988916000.0,84510480000.0
2077.0,72633336000.0,47524004000.0,141162500000.0,97672060000.0,155638380000.0,102823060000.0,15774122000.0,32020877000.0,82913820000.0
2078.0,69351610000.0,45345833000.0,139536420000.0,97931730000.0,149415940000.0,102291260000.0,14405102000.0,29990236000.0,81519395000.0
2079.0,67166667000.0,43413630000.0,139374410000.0,95964070000.0,145362030000.0,100457740000.0,13315945000.0,27358740000.0,79239230000.0
2080.0,64302273000.0,42268660000.0,139202050000.0,91067620000.0,143778350000.0,98352340000.0,12001265000.0,25831254000.0,79028890000.0
2081.0,61130105000.0,39649100000.0,137183670000.0,90869735000.0,141949500000.0,97053060000.0,10940338000.0,24572316000.0,77306135000.0
2082.0,58440220000.0,37523430000.0,135046775000.0,89805800000.0,139233350000.0,94683520000.0,9915120000.0,23186784000.0,74992140000.0
2083.0,56163164000.0,35139590000.0,133251770000.0,89722315000.0,136933474000.0,94069680000.0,8756536000.0,22410897000.0,73530335000.0
2084.0,53597938000.0,32801898000.0,130969060000.0,87879290000.0,135371580000.0,92614300000.0,7663102000.0,21323410000.0,72524420000.0
2085.0,51371750000.0,30724502000.0,127161850000.0,89009420000.0,132578650000.0,89954830000.0,6762519000.0,21015490000.0,71865450000.0
2086.0,48772140000.0,29316817000.0,125077740000.0,89828110000.0,130063600000.0,86616870000.0,6129014300.0,20103027000.0,71340190000.0
2087.0,46595437000.0,28294613000.0,122860230000.0,85991580000.0,129288770000.0,84637710000.0,5236902400.0,18968326000.0,69425830000.0
2088.0,43116167000.0,26754830000.0,121202210000.0,84865480000.0,125978760000.0,82431205000.0,4492208600.0,18582067000.0,69155226000.0
2089.0,42203610000.0,24867842000.0,119173630000.0,84388495000.0,121157750000.0,81165450000.0,3985526500.0,17521226000.0,67943223000.0
2090.0,40588080000.0,22981800000.0,118678690000.0,82664505000.0,118828016000.0,79347655000.0,3465543700.0,16444649000.0,68236250000.0
2091.0,39242543000.0,21340140000.0,116857970000.0,81483640000.0,116454000000.0,78015390000.0,3019940400.0,15584208000.0,66718260000.0
2092.0,38175908000.0,19800402000.0,114707640000.0,79970435000.0,113254100000.0,77357646000.0,2635703000.0,14787415000.0,65762333000.0
2093.0,36589100000.0,18857634000.0,111134800000.0,78814994000.0,111665280000.0,74526670000.0,2252675800.0,14090945000.0,64295465000.0
2094.0,34722337000.0,17756730000.0,110353285000.0,77839470000.0,108814830000.0,72104530000.0,1957159000.0,13564177000.0,63020413000.0
2095.0,33377956000.0,16830228000.0,108814350000.0,75238760000.0,105860686000.0,70127256000.0,1659731700.0,13210684000.0,61436207000.0
2096.0,31488100000.0,15577263000.0,106926410000.0,73373930000.0,105193250000.0,69321015000.0,1402341400.0,12804143000.0,59936027000.0
2097.0,29341501000.0,14615225000.0,104439640000.0,71206580000.0,103780000000.0,67448810000.0,1122323500.0,12356248000.0,58796320000.0
2098.0,27887948000.0,13625358000.0,102668710000.0,72586440000.0,101897170000.0,66996654000.0,911581700.0,12099808000.0,58266116000.0
2099.0,26453737000.0,12479590000.0,101100920000.0,69396050000.0,99225430000.0,67472294000.0,693754800.0,11547227000.0,57277174000.0
2100.0,25093229000.0,11376229000.0,99840870000.0,67383853000.0,95642510000.0,65818870000.0,580823360.0,10934274000.0,56667840000.0
