time,GFDL-ESM4,CNRM-ESM2-1,UKESM1-0-LL,MIROC6,KACE-1-0-G,EC-EARTH3,MRI-ESM2-0,CNRM-CM6-1,TAIESM1,IPSL-CM6A-LR,MPI-ESM1-2-HR,CANESM5,CESM2-WACCM
2041.0,207411900000.0,238821750000.0,147961860000.0,236286460000.0,147359600000.0,152794270000.0,188217260000.0,251556040000.0,184402150000.0,226198240000.0,204321230000.0,175610800000.0,224762300000.0
2042.0,201143440000.0,238931500000.0,141422230000.0,231124470000.0,142067920000.0,145553490000.0,182814330000.0,249298260000.0,180326270000.0,220599500000.0,204458100000.0,170722340000.0,218038960000.0
2043.0,199234810000.0,233110630000.0,136064600000.0,230161250000.0,136222360000.0,140719470000.0,177231680000.0,244851300000.0,177051100000.0,214188360000.0,201644380000.0,164371730000.0,214808920000.0
2044.0,196795860000.0,231531360000.0,130946780000.0,220998200000.0,131498220000.0,134576325000.0,172545280000.0,238762030000.0,172371360000.0,208813080000.0,200455420000.0,160921190000.0,209417300000.0
2045.0,194291150000.0,227936530000.0,126382940000.0,218616480000.0,127161025000.0,131225035000.0,169732960000.0,237443020000.0,169138200000.0,205060400000.0,195347640000.0,157928470000.0,204147620000.0
2046.0,192444040000.0,225424830000.0,123365745000.0,214068900000.0,123015400000.0,128387970000.0,168959340000.0,233711830000.0,161269420000.0,198144310000.0,194637970000.0,154373650000.0,199500020000.0
2047.0,184217960000.0,224282900000.0,117390350000.0,216545050000.0,118325670000.0,122308100000.0,163474060000.0,229753960000.0,160453980000.0,191809500000.0,189243570000.0,148080310000.0,192505540000.0
2048.0,182294250000.0,220542100000.0,111320260000.0,212889500000.0,111785705000.0,118386065000.0,160288820000.0,232666940000.0,156651440000.0,183771040000.0,184910330000.0,143547450000.0,184295590000.0
2049.0,178117890000.0,216497550000.0,103526500000.0,213533560000.0,106622270000.0,113583686000.0,156834960000.0,228958550000.0,146788560000.0,177714150000.0,181808860000.0,138779890000.0,178089480000.0
2050.0,174856570000.0,215448260000.0,99168500000.0,210540350000.0,98179736000.0,106622870000.0,150553280000.0,226751790000.0,142352330000.0,172838100000.0,180934080000.0,130751600000.0,174212960000.0
2051.0,172952520000.0,214481170000.0,93518810000.0,207405300000.0,95047860000.0,101470480000.0,146656530000.0,228543330000.0,137220980000.0,166842370000.0,175953840000.0,123170370000.0,170288560000.0
2052.0,172684440000.0,212738800000.0,88926536000.0,201197080000.0,90339070000.0,97617610000.0,144304780000.0,219547480000.0,134951576000.0,163972630000.0,175235450000.0,119463720000.0,166496120000.0
2053.0,170407360000.0,212945040000.0,83690740000.0,198173870000.0,86394570000.0,93919600000.0,142218360000.0,217323230000.0,129871250000.0,164141610000.0,175557570000.0,116752310000.0,161241460000.0
2054.0,168401010000.0,210395680000.0,78642000000.0,191133930000.0,81670070000.0,91905745000.0,138939000000.0,217096550000.0,127298650000.0,160650200000.0,172450510000.0,114267130000.0,159575500000.0
2055.0,162961900000.0,206366970000.0,75375804000.0,183345400000.0,79002540000.0,87588405000.0,133025190000.0,209305880000.0,121175410000.0,154886860000.0,169108400000.0,108457270000.0,159996380000.0
2056.0,159701470000.0,202074820000.0,71780720000.0,178831230000.0,75434480000.0,83499246000.0,129023330000.0,203206540000.0,116762190000.0,152992430000.0,167096660000.0,108754040000.0,160334790000.0
2057.0,154517260000.0,199600060000.0,67913670000.0,173854340000.0,71512170000.0,78636100000.0,127253700000.0,203274760000.0,113496890000.0,149595140000.0,163712480000.0,102823580000.0,156518560000.0
2058.0,151460760000.0,198555910000.0,62293130000.0,167139850000.0,68084080000.0,73805320000.0,124328390000.0,196767150000.0,107592890000.0,145372760000.0,160093860000.0,97166620000.0,154262600000.0
2059.0,148858750000.0,192233960000.0,57780253000.0,163995800000.0,65964510000.0,71930910000.0,121063880000.0,190950380000.0,103063790000.0,141143080000.0,155498920000.0,92565820000.0,148430960000.0
2060.0,145338530000.0,189721900000.0,53724844000.0,163034280000.0,63032766000.0,68544307000.0,119470400000.0,190444680000.0,99235504000.0,136927660000.0,150501330000.0,88527110000.0,147486650000.0
2061.0,142048970000.0,187698900000.0,50350690000.0,160485050000.0,59605240000.0,65497706000.0,115060690000.0,185881000000.0,97599380000.0,132266650000.0,145448670000.0,84029220000.0,145356750000.0
2062.0,138237030000.0,183389010000.0,46512697000.0,155691090000.0,55490430000.0,61755790000.0,111485740000.0,178921230000.0,95013300000.0,129903804000.0,144639840000.0,79322870000.0,144058940000.0
2063.0,133467210000.0,179442750000.0,43559375000.0,154146950000.0,52700300000.0,58217415000.0,107561845000.0,174303600000.0,92465320000.0,128558550000.0,142219030000.0,75710600000.0,139304730000.0
2064.0,128240240000.0,178121590000.0,41340290000.0,149302050000.0,49097527000.0,56510566000.0,103869825000.0,171982160000.0,90074610000.0,125796220000.0,139235100000.0,71483590000.0,136082450000.0
2065.0,124265840000.0,174916450000.0,38960562000.0,146605470000.0,46555218000.0,53847930000.0,101964734000.0,166114820000.0,85955790000.0,120483890000.0,135097840000.0,68900045000.0,131972596000.0
2066.0,120561110000.0,173437600000.0,36004990000.0,144761340000.0,44860910000.0,50026308000.0,100298140000.0,162781460000.0,82664560000.0,118285165000.0,131614080000.0,66043560000.0,127474336000.0
2067.0,117978830000.0,171479600000.0,33087790000.0,143148380000.0,42557026000.0,48502180000.0,96305570000.0,156636070000.0,79135290000.0,117304560000.0,132343670000.0,62036900000.0,123388080000.0
2068.0,113583430000.0,166019970000.0,30846448000.0,144221910000.0,40387535000.0,45975204000.0,94124580000.0,153099220000.0,74595025000.0,112806200000.0,130335980000.0,58812117000.0,121410510000.0
2069.0,109900540000.0,168825900000.0,28596324000.0,138207940000.0,39011647000.0,42780990000.0,91644805000.0,151825140000.0,70283530000.0,109306420000.0,127607750000.0,54805262000.0,120162700000.0
2070.0,107768185000.0,163242430000.0,25427569000.0,134297810000.0,37085733000.0,40234330000.0,90129080000.0,148212220000.0,67263087000.0,106681240000.0,125336410000.0,52482425000.0,116309430000.0
2071.0,105878560000.0,158345070000.0,23293264000.0,131749990000.0,34571390000.0,38141600000.0,87782965000.0,143649640000.0,63728206000.0,101838190000.0,121463490000.0,49711060000.0,114274296000.0
2072.0,102474380000.0,153986600000.0,21336543000.0,125966400000.0,31950944000.0,35793200000.0,83837220000.0,140867140000.0,59699982000.0,98719560000.0,117192220000.0,46369153000.0,109124670000.0
2073.0,99510130000.0,153263500000.0,19121250000.0,120955240000.0,29971250000.0,33876652000.0,83097230000.0,136129160000.0,57354710000.0,94429430000.0,114886270000.0,44551487000.0,106959760000.0
2074.0,96535000000.0,150488450000.0,17431865000.0,116665900000.0,27662254000.0,31841999000.0,80223584000.0,132532960000.0,54339210000.0,91662310000.0,111845270000.0,42490438000.0,103876150000.0
2075.0,93340566000.0,146549740000.0,15685874000.0,113344815000.0,26477134000.0,30297820000.0,77705355000.0,129589985000.0,51719238000.0,88398740000.0,107924290000.0,40061450000.0,100556310000.0
2076.0,90048020000.0,142649920000.0,14307561000.0,110163690000.0,24870187000.0,28370192000.0,74525930000.0,127263290000.0,49760555000.0,85479440000.0,106013020000.0,38171767000.0,98143510000.0
2077.0,86137870000.0,138786600000.0,13030972000.0,106361420000.0,23633304000.0,26829357000.0,71835075000.0,122473670000.0,46560846000.0,82533600000.0,101740675000.0,35580113000.0,96343670000.0
2078.0,82052730000.0,135883104000.0,11699856000.0,103196440000.0,22655883000.0,24764836000.0,69433710000.0,118103245000.0,44043070000.0,80236370000.0,99814080000.0,33745430000.0,91560460000.0
2079.0,80101570000.0,130416130000.0,10656971000.0,100673724000.0,21772069000.0,22978034000.0,67702690000.0,115322020000.0,42279535000.0,76378060000.0,97169285000.0,30864040000.0,88726240000.0
2080.0,79013690000.0,125784110000.0,9465447000.0,96379355000.0,20195178000.0,21348980000.0,65516390000.0,112433775000.0,40025367000.0,73251060000.0,93490070000.0,28641747000.0,87637840000.0
2081.0,76757480000.0,120154940000.0,8333658600.0,94059364000.0,18641508000.0,19802092000.0,63296530000.0,108885390000.0,37719667000.0,70064500000.0,89314990000.0,26466335000.0,83668890000.0
2082.0,74411860000.0,116054070000.0,7321832400.0,89405270000.0,17600360000.0,17956240000.0,60004553000.0,101565070000.0,35773817000.0,66335690000.0,87931445000.0,24798320000.0,81271734000.0
2083.0,72401120000.0,114134580000.0,6355787300.0,85894700000.0,16341231000.0,16567231000.0,58036777000.0,98890250000.0,33007045000.0,61495525000.0,86832456000.0,23011594000.0,78597280000.0
2084.0,70073570000.0,110424080000.0,5458173400.0,83692910000.0,15234443000.0,15144714000.0,56888996000.0,94279770000.0,31338533000.0,57908600000.0,83933590000.0,21745064000.0,75504930000.0
2085.0,67821700000.0,106440960000.0,4699869000.0,80490640000.0,14390480000.0,13920963000.0,54527220000.0,91129990000.0,30247471000.0,53960106000.0,80627330000.0,19573424000.0,72950170000.0
2086.0,66447073000.0,102146100000.0,3892089000.0,77173610000.0,13281831000.0,12963352000.0,52928740000.0,87528970000.0,28601467000.0,50504577000.0,78285240000.0,18360467000.0,68791255000.0
2087.0,64703680000.0,99187480000.0,3357924000.0,74567020000.0,12473721000.0,11603549000.0,51172790000.0,85446250000.0,27375114000.0,47259533000.0,75218420000.0,16998169000.0,65494073000.0
2088.0,61685744000.0,95865020000.0,2852230000.0,72402625000.0,11846959000.0,10692511000.0,50144950000.0,80830640000.0,25869902000.0,44371775000.0,71121870000.0,15234535000.0,61700710000.0
2089.0,59365634000.0,91885850000.0,2370921200.0,70051200000.0,10948338000.0,9304931000.0,48493777000.0,78088100000.0,25051890000.0,41608897000.0,69019330000.0,13819635000.0,59904094000.0
2090.0,55844745000.0,88240620000.0,1914557000.0,67458520000.0,10246983000.0,8079459300.0,47472665000.0,75436860000.0,24020980000.0,37982790000.0,65138630000.0,12899839000.0,57114526000.0
2091.0,53496127000.0,85649540000.0,1590195500.0,64220795000.0,9830806000.0,7054076400.0,46608732000.0,71237845000.0,22807579000.0,35376180000.0,63282467000.0,11379425000.0,53877584000.0
2092.0,51085824000.0,81467310000.0,1265559700.0,61355106000.0,9226957000.0,6154098700.0,45575893000.0,66995794000.0,21111763000.0,32921127000.0,60435526000.0,9827950000.0,51703222000.0
2093.0,49203980000.0,78222066000.0,969322900.0,59947532000.0,8421741600.0,5419990000.0,44826943000.0,64448330000.0,18972045000.0,31141214000.0,58541584000.0,9076175000.0,51791163000.0
2094.0,47006520000.0,73186510000.0,677776640.0,58340630000.0,7370325500.0,4989696000.0,43230810000.0,61535605000.0,18053159000.0,29304594000.0,57929572000.0,8348455000.0,49857593000.0
2095.0,45306876000.0,69795774000.0,410709570.0,55481830000.0,6384796700.0,4377605000.0,41520520000.0,56747913000.0,16112471000.0,27383366000.0,56633602000.0,7339648500.0,48984700000.0
2096.0,43789700000.0,66775260000.0,249567740.0,53634175000.0,5705491000.0,3900638200.0,40265950000.0,53796160000.0,14702771000.0,24917880000.0,53179048000.0,6584479000.0,47687550000.0
2097.0,42249280000.0,63191800000.0,167167070.0,50583224000.0,5085008400.0,3511778600.0,39741907000.0,50134966000.0,12878221000.0,22905469000.0,50518820000.0,5896301000.0,45600743000.0
2098.0,40758608000.0,60726260000.0,95927350.0,48904884000.0,4453022000.0,2915141600.0,37948228000.0,48082473000.0,11963836000.0,21028037000.0,48313100000.0,5116492300.0,43005665000.0
2099.0,39144360000.0,59414800000.0,52179296.0,47058657000.0,4098758100.0,2393639400.0,36981772000.0,44863550000.0,10790144000.0,18773705000.0,45475410000.0,4586463700.0,42061447000.0
2100.0,37550610000.0,56589713000.0,32574820.0,44815606000.0,3638670800.0,1942878300.0,35848980000.0,42003337000.0,9473582000.0,17695355000.0,43827167000.0,4024720100.0,39982660000.0
