time,FGOALS-F3-L,NORESM2-MM,EC-EARTH3-VEG,ACCESS-CM2,INM-CM5-0,CESM2,TAIESM1,MPI-ESM1-2-HR,CAMS-CSM1-0,BCC-CSM2-MR,GFDL-ESM4,CMCC-CM2-SR5,ACCESS-ESM1-5,MRI-ESM2-0,IPSL-CM6A-LR,EC-EARTH3,CANESM5,CESM2-WACCM,INM-CM4-8
2026.0,2946469200000.0,2892589700000.0,3006491000000.0,2870502500000.0,2922367000000.0,2909669400000.0,2895735000000.0,2898262000000.0,3001050500000.0,2932457900000.0,2944351600000.0,2991874000000.0,2873385500000.0,2870429000000.0,2972711000000.0,2911373600000.0,2747089800000.0,2865969000000.0,2912568700000.0
2027.0,2914386400000.0,2855276000000.0,2961427000000.0,2833945500000.0,2886431100000.0,2868317000000.0,2880706700000.0,2862075000000.0,2972756000000.0,2909880500000.0,2923980000000.0,2976079400000.0,2824606300000.0,2825434200000.0,2943459800000.0,2886667300000.0,2693711300000.0,2845512800000.0,2884346000000.0
2028.0,2904684000000.0,2821503600000.0,2948548800000.0,2824308800000.0,2849170800000.0,2831126000000.0,2855183800000.0,2830911100000.0,2948550600000.0,2886265500000.0,2899809700000.0,2931501600000.0,2774203000000.0,2788881900000.0,2927330600000.0,2853834900000.0,2644343300000.0,2803477000000.0,2857367500000.0
2029.0,2885591000000.0,2790685700000.0,2911015000000.0,2770125200000.0,2815959200000.0,2789585000000.0,2823627700000.0,2789896000000.0,2920365400000.0,2881653800000.0,2884810600000.0,2896372200000.0,2734091400000.0,2742169600000.0,2901069000000.0,2813674400000.0,2578251800000.0,2775384300000.0,2813390700000.0
2030.0,2829946700000.0,2760464000000.0,2886977000000.0,2730595000000.0,2764266300000.0,2746938600000.0,2779456500000.0,2767233700000.0,2887316700000.0,2850242000000.0,2844156200000.0,2871166800000.0,2711515800000.0,2706855400000.0,2876050200000.0,2746721200000.0,2517143400000.0,2734881500000.0,2778478100000.0
2031.0,2804878000000.0,2717584700000.0,2841300700000.0,2687178000000.0,2701940500000.0,2701794700000.0,2734947000000.0,2764827800000.0,2876081000000.0,2832342700000.0,2826033400000.0,2848935000000.0,2667198000000.0,2676927500000.0,2858855400000.0,2702894400000.0,2449629200000.0,2714367200000.0,2746789000000.0
2032.0,2785900000000.0,2690045200000.0,2820584500000.0,2640567300000.0,2648257300000.0,2665546000000.0,2682685800000.0,2724572000000.0,2856039200000.0,2819454100000.0,2792494500000.0,2825866400000.0,2622834600000.0,2644175000000.0,2830194000000.0,2673460400000.0,2393653400000.0,2683234700000.0,2720031800000.0
2033.0,2766588600000.0,2650178800000.0,2788344000000.0,2602808400000.0,2602112600000.0,2622723000000.0,2636864000000.0,2693570500000.0,2814092200000.0,2797438200000.0,2758278000000.0,2804553000000.0,2570149000000.0,2598496000000.0,2785446000000.0,2644864400000.0,2334476000000.0,2642949000000.0,2700633200000.0
2034.0,2724883900000.0,2613923800000.0,2762183500000.0,2577658500000.0,2569456300000.0,2571318900000.0,2599170900000.0,2649267000000.0,2778449000000.0,2765069200000.0,2729238300000.0,2768243300000.0,2518935700000.0,2558002200000.0,2736873800000.0,2597849400000.0,2275786000000.0,2619710000000.0,2656008400000.0
2035.0,2678416200000.0,2589537900000.0,2734172000000.0,2541920500000.0,2544798800000.0,2533089300000.0,2574183000000.0,2641777100000.0,2765268200000.0,2741832300000.0,2687650200000.0,2724013800000.0,2464606300000.0,2515816200000.0,2695525600000.0,2547323000000.0,2206930600000.0,2591774200000.0,2646052700000.0
2036.0,2624395100000.0,2557165200000.0,2706523600000.0,2499759300000.0,2498440700000.0,2480872000000.0,2520719800000.0,2622647000000.0,2740485600000.0,2699164000000.0,2648932000000.0,2685482000000.0,2422437800000.0,2469937500000.0,2661521800000.0,2484699400000.0,2160117800000.0,2560272600000.0,2617645000000.0
2037.0,2571780500000.0,2504453300000.0,2684259700000.0,2461367300000.0,2446380500000.0,2421577500000.0,2459639700000.0,2591559000000.0,2731232000000.0,2677552400000.0,2616764700000.0,2633261600000.0,2382484700000.0,2426756100000.0,2636945600000.0,2439863900000.0,2088808900000.0,2530986200000.0,2577512500000.0
2038.0,2533896700000.0,2464586100000.0,2652723700000.0,2416058600000.0,2399115700000.0,2377636600000.0,2401090100000.0,2551281600000.0,2703421300000.0,2648803400000.0,2592068000000.0,2584545300000.0,2327935700000.0,2376186200000.0,2614852300000.0,2391704000000.0,2027627500000.0,2492180700000.0,2552962000000.0
2039.0,2511388300000.0,2430300000000.0,2629303300000.0,2372363400000.0,2364666800000.0,2336758400000.0,2348615200000.0,2536476800000.0,2666866700000.0,2614627100000.0,2549862400000.0,2551433700000.0,2295270500000.0,2309689000000.0,2569870000000.0,2334516600000.0,1955594500000.0,2444431700000.0,2512105000000.0
2040.0,2483054000000.0,2382965800000.0,2570287300000.0,2333655400000.0,2322973600000.0,2292481000000.0,2296268000000.0,2499487000000.0,2658933100000.0,2572081700000.0,2521019200000.0,2499509500000.0,2246920600000.0,2270533000000.0,2530162000000.0,2272029000000.0,1911297400000.0,2394497000000.0,2481060000000.0
2041.0,2449802000000.0,2355547600000.0,2522086600000.0,2299498600000.0,2281763800000.0,2244803000000.0,2253230000000.0,2451993300000.0,2636511000000.0,2545495800000.0,2491119800000.0,2468436500000.0,2197899200000.0,2225496000000.0,2483299800000.0,2233071300000.0,1850758300000.0,2337243400000.0,2445860000000.0
2042.0,2425637300000.0,2321006700000.0,2481453000000.0,2256973000000.0,2242859000000.0,2200912300000.0,2222279600000.0,2429294000000.0,2607181000000.0,2494073700000.0,2454657000000.0,2425798500000.0,2149759700000.0,2195028300000.0,2443999200000.0,2188573700000.0,1790388200000.0,2305766000000.0,2402712600000.0
2043.0,2378423300000.0,2276651700000.0,2448870000000.0,2206996600000.0,2207936000000.0,2162494400000.0,2171587700000.0,2398449300000.0,2569240800000.0,2453345000000.0,2427400200000.0,2411941300000.0,2091099400000.0,2143476800000.0,2399550300000.0,2122038900000.0,1726460500000.0,2257579700000.0,2364620100000.0
2044.0,2327055400000.0,2233945000000.0,2432310000000.0,2165707100000.0,2161057200000.0,2112068300000.0,2116062200000.0,2368118200000.0,2550637300000.0,2409294000000.0,2394174800000.0,2384238500000.0,2040643300000.0,2098951600000.0,2318703500000.0,2069741400000.0,1659938400000.0,2209038700000.0,2325271000000.0
2045.0,2273849000000.0,2196113200000.0,2407178200000.0,2119148100000.0,2123848000000.0,2066545800000.0,2068856300000.0,2342275000000.0,2512506300000.0,2370833500000.0,2369771300000.0,2349077600000.0,1993593800000.0,2051467800000.0,2248314200000.0,2012540700000.0,1614171300000.0,2166752500000.0,2290818700000.0
2046.0,2227890600000.0,2155483000000.0,2351838300000.0,2079786000000.0,2103405000000.0,2020108900000.0,2018056500000.0,2314246800000.0,2472252000000.0,2322773000000.0,2324424000000.0,2308364000000.0,1945186700000.0,2004204500000.0,2195851700000.0,1955106000000.0,1561941900000.0,2131191500000.0,2264704500000.0
2047.0,2188306700000.0,2109667500000.0,2310804900000.0,2004559600000.0,2067930000000.0,1985491600000.0,1964266400000.0,2289478400000.0,2445708000000.0,2268849800000.0,2290428700000.0,2263756600000.0,1913244000000.0,1954748800000.0,2135847000000.0,1910371300000.0,1499352400000.0,2074189200000.0,2220317200000.0
2048.0,2134843900000.0,2069766500000.0,2266458800000.0,1961856500000.0,2033381500000.0,1938991600000.0,1904331000000.0,2248251800000.0,2410666300000.0,2217385400000.0,2259727200000.0,2214615300000.0,1851594100000.0,1914242300000.0,2077712700000.0,1869272700000.0,1439844500000.0,2037623400000.0,2186326200000.0
2049.0,2102156700000.0,2031595000000.0,2212424300000.0,1922726900000.0,1997173700000.0,1879448100000.0,1853105100000.0,2209066500000.0,2369220800000.0,2168403400000.0,2237886600000.0,2163387700000.0,1798983800000.0,1865747300000.0,2006764700000.0,1814094300000.0,1376627000000.0,1997860200000.0,2155044000000.0
2050.0,2062381900000.0,1988014600000.0,2159049800000.0,1869504200000.0,1956123800000.0,1836562500000.0,1808666700000.0,2177628800000.0,2345075200000.0,2127653900000.0,2196043300000.0,2126240800000.0,1761635300000.0,1824968700000.0,1935573300000.0,1763739700000.0,1325054000000.0,1957246400000.0,2115950200000.0
2051.0,2011471700000.0,1939843000000.0,2091956800000.0,1819303000000.0,1916765300000.0,1786483300000.0,1759333000000.0,2135450000000.0,2299762600000.0,2085903500000.0,2155878800000.0,2081831900000.0,1719735000000.0,1783688500000.0,1867926300000.0,1723056000000.0,1282410400000.0,1920560300000.0,2084435300000.0
2052.0,1949874300000.0,1897114000000.0,2045994100000.0,1769869300000.0,1857809500000.0,1729721000000.0,1705998000000.0,2089937900000.0,2258336000000.0,2032508200000.0,2105434800000.0,2025774800000.0,1680327400000.0,1744891700000.0,1815344800000.0,1682037700000.0,1228751900000.0,1861509800000.0,2050239400000.0
2053.0,1912843000000.0,1876642100000.0,1992890400000.0,1737184800000.0,1831171800000.0,1685439500000.0,1660535600000.0,2048744200000.0,2224622000000.0,1978837600000.0,2062604300000.0,1974131800000.0,1639316000000.0,1697934500000.0,1752698300000.0,1651653500000.0,1177724900000.0,1808321700000.0,2020322800000.0
2054.0,1890325100000.0,1839491300000.0,1937513300000.0,1700503100000.0,1797406900000.0,1641190300000.0,1603509600000.0,1998313400000.0,2189125600000.0,1927420000000.0,2032075300000.0,1919405500000.0,1598055800000.0,1672210000000.0,1691038800000.0,1613796600000.0,1126274600000.0,1780601000000.0,1981364800000.0
2055.0,1838672000000.0,1798881500000.0,1901006000000.0,1648849700000.0,1759912700000.0,1598826600000.0,1565021700000.0,1966924200000.0,2147230000000.0,1875905500000.0,2004202800000.0,1866003900000.0,1559270500000.0,1628675200000.0,1639555500000.0,1563114700000.0,1076529200000.0,1726109000000.0,1942796900000.0
2056.0,1813352000000.0,1745396600000.0,1845678000000.0,1599582800000.0,1724891900000.0,1555475900000.0,1528277600000.0,1918473300000.0,2109582900000.0,1814232300000.0,1967175200000.0,1824476500000.0,1527501600000.0,1590488000000.0,1585273500000.0,1515999300000.0,1027027300000.0,1677557800000.0,1910769300000.0
2057.0,1763156200000.0,1701803700000.0,1794111800000.0,1568810700000.0,1689633200000.0,1513230700000.0,1472501100000.0,1878429000000.0,2071913300000.0,1763708200000.0,1929035100000.0,1767682200000.0,1486024900000.0,1553741300000.0,1534359500000.0,1482442000000.0,982834740000.0,1647687500000.0,1875609300000.0
2058.0,1724540800000.0,1665750100000.0,1752004600000.0,1520904200000.0,1658652600000.0,1461280200000.0,1420241900000.0,1851407600000.0,2020519400000.0,1702346400000.0,1893582900000.0,1715939200000.0,1447030000000.0,1514604300000.0,1487294600000.0,1444663500000.0,939345100000.0,1610268100000.0,1833523000000.0
