time,CESM2,GFDL-ESM4,ACCESS-ESM1-5,CESM2-WACCM,INM-CM5-0,NORESM2-MM,TAIESM1,IPSL-CM6A-LR,ACCESS-CM2,CMCC-CM2-SR5,CAMS-CSM1-0,INM-CM4-8,EC-EARTH3-VEG,EC-EARTH3,BCC-CSM2-MR,FGOALS-F3-L,MPI-ESM1-2-HR,MRI-ESM2-0,CANESM5
2086.0,1963966700000.0,2255214600000.0,2259459800000.0,1962191400000.0,1843452400000.0,2401755700000.0,1148887900000.0,1804854600000.0,1499995600000.0,1208676500000.0,1950035300000.0,1794976800000.0,1391483800000.0,1013049070000.0,1892183300000.0,1500487000000.0,2245842000000.0,1766913200000.0,456996500000.0
2087.0,1930201400000.0,2240900000000.0,2228765600000.0,1934215700000.0,1820954000000.0,2373929000000.0,1123244600000.0,1776360000000.0,1460462000000.0,1167441000000.0,1925431700000.0,1775894100000.0,1343810400000.0,966540900000.0,1863609200000.0,1458955600000.0,2228680000000.0,1748120400000.0,423180040000.0
2088.0,1897462100000.0,2219070500000.0,2194144400000.0,1897844800000.0,1795203800000.0,2345384800000.0,1097990300000.0,1744442200000.0,1424036700000.0,1132307400000.0,1897556300000.0,1756379500000.0,1296258700000.0,918210400000.0,1845874700000.0,1419125600000.0,2209902800000.0,1727210500000.0,390896880000.0
2089.0,1868151900000.0,2199280000000.0,2144528800000.0,1870542300000.0,1772363600000.0,2313978000000.0,1074309040000.0,1718313200000.0,1395011100000.0,1092381440000.0,1882403800000.0,1733475300000.0,1247153200000.0,883066860000.0,1831036000000.0,1380537100000.0,2188388600000.0,1701345100000.0,357552500000.0
2090.0,1835579100000.0,2181301700000.0,2111423400000.0,1836980400000.0,1748146700000.0,2279252200000.0,1050710500000.0,1692494600000.0,1357634700000.0,1051481870000.0,1864051000000.0,1707113200000.0,1208013200000.0,845258000000.0,1819143400000.0,1348941000000.0,2173431800000.0,1679268800000.0,326401330000.0
2091.0,1802768000000.0,2161675200000.0,2096922800000.0,1801339900000.0,1718901300000.0,2236049300000.0,1027827600000.0,1659273700000.0,1317724600000.0,1014921560000.0,1849575700000.0,1683345400000.0,1162621600000.0,801562030000.0,1795037700000.0,1315360200000.0,2154388100000.0,1657011300000.0,297643380000.0
2092.0,1759528500000.0,2137550400000.0,2068074700000.0,1762532000000.0,1700163500000.0,2201035000000.0,1006968000000.0,1620560600000.0,1285672800000.0,978973000000.0,1834743800000.0,1660093700000.0,1117801500000.0,759360800000.0,1766905900000.0,1283258400000.0,2136572800000.0,1633899200000.0,271944250000.0
2093.0,1727395000000.0,2105086200000.0,2033217400000.0,1723901700000.0,1680920300000.0,2174388500000.0,984481300000.0,1581455400000.0,1256461000000.0,946358900000.0,1823049100000.0,1640262500000.0,1077195400000.0,724286440000.0,1750235700000.0,1249187700000.0,2121971300000.0,1609859600000.0,246582940000.0
2094.0,1701958300000.0,2075320900000.0,2002056900000.0,1687559300000.0,1655814200000.0,2147000500000.0,963352700000.0,1551402000000.0,1223543600000.0,908562700000.0,1800855700000.0,1613627300000.0,1034701200000.0,689979000000.0,1717838700000.0,1221331300000.0,2107595600000.0,1598797400000.0,222546200000.0
2095.0,1672729200000.0,2049769700000.0,1961653800000.0,1657588000000.0,1630148600000.0,2114799400000.0,946493460000.0,1517694900000.0,1186862600000.0,873450600000.0,1782238500000.0,1583724800000.0,989470400000.0,655017400000.0,1692728800000.0,1192786000000.0,2092000700000.0,1578151300000.0,197273670000.0
2096.0,1647658500000.0,2025482200000.0,1920291000000.0,1622678600000.0,1601540000000.0,2090578600000.0,923023100000.0,1480462300000.0,1149279700000.0,836579000000.0,1765879400000.0,1562688000000.0,945075650000.0,614757700000.0,1678366600000.0,1157413000000.0,2075312400000.0,1565063000000.0,176163570000.0
2097.0,1620223900000.0,1998428000000.0,1882346700000.0,1585599500000.0,1577091300000.0,2059508500000.0,899843560000.0,1443027100000.0,1112740300000.0,796650640000.0,1745788200000.0,1541555100000.0,905315100000.0,576934300000.0,1661143100000.0,1132465900000.0,2060588300000.0,1547240600000.0,155541100000.0
2098.0,1592156700000.0,1967862400000.0,1836720300000.0,1540913400000.0,1553408200000.0,2028063000000.0,878114600000.0,1413532700000.0,1083600400000.0,750677600000.0,1722012300000.0,1518851300000.0,862066900000.0,544175000000.0,1633657000000.0,1105527700000.0,2046016700000.0,1524603400000.0,135230990000.0
2099.0,1568070400000.0,1941756200000.0,1805164500000.0,1498691400000.0,1529907000000.0,1997529800000.0,859532400000.0,1380524000000.0,1043666500000.0,711945500000.0,1694675500000.0,1497832000000.0,817995900000.0,511652460000.0,1617083600000.0,1078139200000.0,2028247700000.0,1504434200000.0,115110510000.0
2100.0,1537734600000.0,1916945700000.0,1762595000000.0,1461570000000.0,1506643500000.0,1967318600000.0,835904700000.0,1344523000000.0,1010396100000.0,673073700000.0,1669177500000.0,1472849200000.0,769263000000.0,479426380000.0,1598858100000.0,1049719900000.0,2011014200000.0,1488629900000.0,98011460000.0
