time,IPSL-CM6A-LR,UKESM1-0-LL,CESM2-WACCM,MPI-ESM1-2-HR,TAIESM1,MRI-ESM2-0,IITM-ESM,GFDL-ESM4,KACE-1-0-G
2022.0,104228320000.0,104113610000.0,104256580000.0,104183300000.0,104186720000.0,104310940000.0,104313225000.0,104223720000.0,104561490000.0
2023.0,104154420000.0,104073904000.0,104178150000.0,104279430000.0,104184520000.0,104285274000.0,104266820000.0,104242630000.0,104404700000.0
2024.0,104137180000.0,104069470000.0,104134370000.0,104129765000.0,104078630000.0,104210430000.0,104186010000.0,104279120000.0,104245764000.0
2025.0,104095056000.0,104157100000.0,104093100000.0,104103080000.0,104049050000.0,104171180000.0,104228725000.0,104231090000.0,104178130000.0
2026.0,104073190000.0,104007870000.0,104095710000.0,104139830000.0,104025055000.0,104310580000.0,104273420000.0,104114570000.0,104123660000.0
2027.0,103988800000.0,104071360000.0,104038510000.0,104078970000.0,103922926000.0,104303800000.0,104201675000.0,104150110000.0,104109750000.0
2028.0,103956310000.0,103884960000.0,103992480000.0,104030330000.0,103855240000.0,104092910000.0,104096050000.0,104087570000.0,104000030000.0
2029.0,104069450000.0,103884090000.0,103952500000.0,103960260000.0,103792026000.0,104574220000.0,104053760000.0,104052000000.0,104085360000.0
2030.0,103921754000.0,103816765000.0,103901260000.0,103924285000.0,103770310000.0,104337375000.0,104049260000.0,103978710000.0,104106435000.0
2031.0,103881430000.0,103739040000.0,103827350000.0,103842120000.0,103653000000.0,104113046000.0,103985000000.0,103905160000.0,103969080000.0
2032.0,103824065000.0,103724820000.0,103878420000.0,103837450000.0,103643150000.0,104028510000.0,103951790000.0,103860430000.0,103976750000.0
2033.0,103812686000.0,103642670000.0,103812240000.0,103807520000.0,103575830000.0,103949080000.0,103986410000.0,103842710000.0,104007080000.0
2034.0,103702946000.0,103572030000.0,103769645000.0,103773720000.0,103501840000.0,103948420000.0,103881196000.0,103929280000.0,104397680000.0
2035.0,103794420000.0,103525786000.0,103936710000.0,103710620000.0,103412490000.0,103849600000.0,103816270000.0,103786550000.0,103881335000.0
2036.0,103601300000.0,103451130000.0,103754150000.0,104091430000.0,103302400000.0,103783200000.0,103894550000.0,103832764000.0,104115940000.0
2037.0,103514070000.0,103388280000.0,103686320000.0,103788760000.0,103255196000.0,103704850000.0,104058790000.0,103876444000.0,103912870000.0
2038.0,103413490000.0,103298160000.0,103675380000.0,103690670000.0,103145980000.0,103629910000.0,103723820000.0,103759740000.0,103656930000.0
2039.0,103352020000.0,103189864000.0,103655980000.0,103609890000.0,103015916000.0,103565460000.0,103668080000.0,103664550000.0,103640070000.0
2040.0,103272590000.0,103115660000.0,103581020000.0,103607740000.0,102840830000.0,103512080000.0,103599270000.0,103635984000.0,103469070000.0
2041.0,103545430000.0,103011385000.0,103519180000.0,103507530000.0,102680480000.0,103478900000.0,103589640000.0,103594074000.0,103483015000.0
2042.0,103260530000.0,102882540000.0,103567470000.0,103641420000.0,102577720000.0,103414510000.0,103511700000.0,103600280000.0,103302470000.0
2043.0,103156466000.0,102747300000.0,103453024000.0,103456940000.0,102360940000.0,103656230000.0,103497695000.0,103453210000.0,103237270000.0
2044.0,103022550000.0,102569790000.0,103394630000.0,103342840000.0,102126410000.0,103448625000.0,103400130000.0,103375950000.0,103095484000.0
2045.0,102934060000.0,102419775000.0,103396336000.0,103389730000.0,101922365000.0,103264650000.0,103339210000.0,103710090000.0,102987040000.0
2046.0,102883490000.0,102255800000.0,103238730000.0,103746700000.0,101602200000.0,103211960000.0,103312564000.0,103400850000.0,102881034000.0
2047.0,102868120000.0,102086890000.0,103229970000.0,103430720000.0,101295040000.0,103142860000.0,103244595000.0,103387980000.0,102947180000.0
2048.0,102763670000.0,101949340000.0,103141590000.0,103276380000.0,101052424000.0,102974340000.0,103111470000.0,103313375000.0,102650890000.0
2049.0,102665000000.0,101731385000.0,103070370000.0,103150240000.0,100809690000.0,103057285000.0,103046180000.0,103183710000.0,102543970000.0
2050.0,102574060000.0,101501180000.0,102936720000.0,103034490000.0,100417230000.0,102879940000.0,102961865000.0,103414374000.0,102412894000.0
2051.0,102600900000.0,101182010000.0,102894320000.0,103040890000.0,100111850000.0,102803080000.0,102866470000.0,103307920000.0,102247360000.0
2052.0,102464360000.0,100900780000.0,102768080000.0,103213850000.0,99718880000.0,102876450000.0,102777600000.0,103023150000.0,102045960000.0
2053.0,102287190000.0,100629800000.0,102600114000.0,102940020000.0,99339715000.0,103038470000.0,102693580000.0,102948454000.0,101842076000.0
2054.0,102115690000.0,100374320000.0,102536990000.0,102791410000.0,98993136000.0,102624880000.0,102567210000.0,103036240000.0,102053960000.0
2055.0,102064150000.0,100110066000.0,102523200000.0,102713410000.0,98591920000.0,102579134000.0,102482690000.0,102880210000.0,101640405000.0
2056.0,101919260000.0,99789185000.0,102340780000.0,102690960000.0,98176670000.0,102439500000.0,102341050000.0,102718415000.0,101345590000.0
2057.0,101955260000.0,99518775000.0,102150440000.0,102562530000.0,97758110000.0,102344720000.0,102157080000.0,102646190000.0,101215600000.0
2058.0,101711530000.0,99128020000.0,101990310000.0,102486520000.0,97164830000.0,102100260000.0,102063130000.0,102801785000.0,101064210000.0
2059.0,101574750000.0,98789786000.0,101806100000.0,102379220000.0,96804635000.0,101967190000.0,101901074000.0,102543540000.0,100768880000.0
2060.0,101440190000.0,98385035000.0,101573530000.0,102326630000.0,96176100000.0,101840950000.0,101849660000.0,102698190000.0,100490300000.0
2061.0,101263650000.0,98002250000.0,101411690000.0,102271530000.0,95571550000.0,101768980000.0,101681700000.0,102708600000.0,100222140000.0
2062.0,101135204000.0,97631460000.0,101164655000.0,102093270000.0,95010580000.0,101527585000.0,101531940000.0,102565400000.0,100052400000.0
2063.0,100884060000.0,97363210000.0,100983960000.0,102043820000.0,94428635000.0,101540610000.0,101389200000.0,102246646000.0,99645790000.0
2064.0,100733940000.0,96971410000.0,100827340000.0,102238820000.0,93795320000.0,101351130000.0,101224330000.0,102138220000.0,99256430000.0
2065.0,100541380000.0,96607986000.0,100712250000.0,101847610000.0,93298975000.0,101751050000.0,101163000000.0,102167840000.0,98969230000.0
2066.0,100472005000.0,96171480000.0,100571550000.0,101741810000.0,92774375000.0,101420070000.0,100874640000.0,102309060000.0,98681850000.0
2067.0,100540735000.0,95929000000.0,100626610000.0,101761520000.0,92126675000.0,102191970000.0,100708720000.0,101986430000.0,98289600000.0
2068.0,100356240000.0,95415660000.0,100193010000.0,101578646000.0,91735015000.0,101983330000.0,100527820000.0,101871020000.0,97966890000.0
2069.0,100618200000.0,95034245000.0,100011835000.0,101819880000.0,91185226000.0,101352325000.0,100353170000.0,101697380000.0,97594770000.0
2070.0,99985160000.0,94539860000.0,99707290000.0,101421520000.0,90632660000.0,100984000000.0,100207910000.0,101621400000.0,97181200000.0
2071.0,99733180000.0,94033625000.0,99521405000.0,101356920000.0,89962470000.0,100883096000.0,100016530000.0,101514640000.0,96757220000.0
2072.0,99461010000.0,93544030000.0,99361600000.0,101271630000.0,89017885000.0,100676590000.0,99905370000.0,101446210000.0,96838140000.0
2073.0,99284795000.0,93260780000.0,99174810000.0,101359900000.0,88284905000.0,100500000000.0,99631710000.0,101351110000.0,96252480000.0
2074.0,99192590000.0,92751810000.0,98869710000.0,101419590000.0,87597340000.0,100788650000.0,99511110000.0,101102020000.0,95881310000.0
2075.0,98953660000.0,92315890000.0,98565770000.0,101131985000.0,86860680000.0,100307930000.0,99272760000.0,100997915000.0,95513610000.0
2076.0,98779400000.0,91816080000.0,98331840000.0,101001760000.0,86093726000.0,100318085000.0,99033740000.0,100918900000.0,95030740000.0
2077.0,98434000000.0,91312170000.0,98000660000.0,100925520000.0,85536590000.0,99967540000.0,98928710000.0,100708570000.0,94757760000.0
2078.0,98440130000.0,90722890000.0,97835975000.0,100896410000.0,84920510000.0,99693670000.0,98687330000.0,100921524000.0,94293066000.0
2079.0,98010595000.0,90320410000.0,97549080000.0,100990270000.0,84199070000.0,99507080000.0,98495490000.0,100519895000.0,93990855000.0
2080.0,97796730000.0,89666420000.0,97370510000.0,101014860000.0,83387875000.0,99246880000.0,98276190000.0,100480060000.0,93720500000.0
2081.0,97546350000.0,89089835000.0,96997450000.0,100519340000.0,82741390000.0,99042380000.0,97979960000.0,100264760000.0,93316020000.0
2082.0,97552744000.0,88538200000.0,96474000000.0,100420895000.0,81896520000.0,99004465000.0,97752830000.0,100389350000.0,92899060000.0
2083.0,97192520000.0,88010490000.0,96225960000.0,100365250000.0,81114080000.0,99700570000.0,97462755000.0,100155230000.0,92456880000.0
2084.0,96946550000.0,87458850000.0,95917560000.0,100219490000.0,79942120000.0,98831606000.0,97242235000.0,100083090000.0,92064390000.0
2085.0,96676940000.0,86943270000.0,95564440000.0,100136200000.0,78946820000.0,98352670000.0,96946815000.0,99859956000.0,91587530000.0
2086.0,96491300000.0,86265760000.0,95217550000.0,100104110000.0,77855940000.0,98513300000.0,96693130000.0,99901440000.0,91059520000.0
2087.0,96411574000.0,85762910000.0,94986100000.0,99973470000.0,77113246000.0,97955430000.0,96397500000.0,99597680000.0,90680520000.0
2088.0,96133370000.0,85068410000.0,94919690000.0,99814790000.0,76210450000.0,97722120000.0,96087474000.0,99349500000.0,90479500000.0
2089.0,95740600000.0,84527670000.0,94351470000.0,99650160000.0,75594610000.0,97451580000.0,95779860000.0,99284976000.0,89911206000.0
2090.0,95615900000.0,83903670000.0,93940710000.0,99840690000.0,74831634000.0,99554830000.0,95624550000.0,99285450000.0,89400710000.0
2091.0,95403830000.0,82661700000.0,93573670000.0,99414270000.0,74142220000.0,97168890000.0,95333840000.0,99014270000.0,88937280000.0
2092.0,95011680000.0,81972216000.0,93394300000.0,99192250000.0,73418236000.0,96922310000.0,95070100000.0,98780510000.0,88440210000.0
2093.0,94819656000.0,81266530000.0,92907200000.0,99151225000.0,72717880000.0,96945630000.0,94835440000.0,98713240000.0,88096350000.0
2094.0,94722490000.0,80780240000.0,92400180000.0,99016475000.0,71926200000.0,96747210000.0,94579490000.0,98509560000.0,87592985000.0
2095.0,94324480000.0,80156400000.0,92196260000.0,98833760000.0,71163445000.0,96429340000.0,94240326000.0,98434260000.0,87051936000.0
2096.0,93927090000.0,79562965000.0,91649470000.0,98680300000.0,70509855000.0,97293540000.0,93894480000.0,98137840000.0,86419850000.0
2097.0,93551430000.0,78831845000.0,91396060000.0,98754430000.0,69792160000.0,96186350000.0,93584700000.0,97868670000.0,85651415000.0
2098.0,93254900000.0,78266700000.0,91035190000.0,98412580000.0,69083140000.0,95875910000.0,93340680000.0,97852750000.0,84974220000.0
2099.0,92851320000.0,77676250000.0,90545110000.0,98322104000.0,68164727000.0,97462920000.0,93194960000.0,97700950000.0,84437200000.0
2100.0,92441590000.0,77143820000.0,90312300000.0,98855310000.0,67651826000.0,96024160000.0,92815170000.0,97608470000.0,84387900000.0
