time,GFDL-CM3,GISS-E2-R,CCSM4,CSIRO-MK3-6-0,IPSL-CM5A-LR,GFDL-ESM2G,NORESM1-M,CESM1-CAM5
2021.0,26745674000000.0,26839520000000.0,26781306000000.0,26750600000000.0,26750960000000.0,26787392000000.0,26747825000000.0,26695970000000.0
2022.0,26712664000000.0,26826183000000.0,26755610000000.0,26731008000000.0,26727273000000.0,26784897000000.0,26741827000000.0,26560636000000.0
2023.0,26629284000000.0,26759412000000.0,26771578000000.0,26676176000000.0,26625236000000.0,26707839000000.0,26624865000000.0,26463173000000.0
2024.0,26596201000000.0,26707155000000.0,26674340000000.0,26677707000000.0,26586779000000.0,26646500000000.0,26599785000000.0,26305702000000.0
2025.0,26552381000000.0,26671920000000.0,26635785000000.0,26610841000000.0,26509014000000.0,26532870000000.0,26536470000000.0,26123107000000.0
2026.0,26453744000000.0,26689313000000.0,26475135000000.0,26570691000000.0,26526597000000.0,26504380000000.0,26478708000000.0,25963843000000.0
2027.0,26339975000000.0,26655343000000.0,26455552000000.0,26498547000000.0,26531819000000.0,26430275000000.0,26434834000000.0,25889887000000.0
2028.0,26223936000000.0,26638467000000.0,26409473000000.0,26421515000000.0,26536866000000.0,26393688000000.0,26321143000000.0,25747991000000.0
2029.0,26165430000000.0,26566277000000.0,26315562000000.0,26443206000000.0,26527534000000.0,26363084000000.0,26245417000000.0,25604322000000.0
2030.0,26091730000000.0,26587102000000.0,26266068000000.0,26447226000000.0,26463173000000.0,26377290000000.0,26154640000000.0,25472663000000.0
2031.0,26024990000000.0,26530248000000.0,26272263000000.0,26402393000000.0,26482780000000.0,26353592000000.0,26150342000000.0,25307900000000.0
2032.0,25951107000000.0,26498562000000.0,26228292000000.0,26402284000000.0,26446915000000.0,26252388000000.0,26133582000000.0,25223785000000.0
2033.0,25874934000000.0,26445043000000.0,26166325000000.0,26322454000000.0,26329003000000.0,26234742000000.0,26086537000000.0,25121037000000.0
2034.0,25740135000000.0,26415987000000.0,26155065000000.0,26240352000000.0,26294685000000.0,26209656000000.0,26076353000000.0,25020355000000.0
2035.0,25657170000000.0,26401156000000.0,26082321000000.0,26180193000000.0,26137190000000.0,26177280000000.0,26005276000000.0,24890160000000.0
2036.0,25532475000000.0,26363292000000.0,26033995000000.0,26173975000000.0,26082220000000.0,26113028000000.0,25942570000000.0,24814643000000.0
2037.0,25415112000000.0,26308103000000.0,25941030000000.0,26142765000000.0,26002581000000.0,26058934000000.0,25827991000000.0,24632013000000.0
2038.0,25365188000000.0,26274316000000.0,25924328000000.0,26088020000000.0,26015682000000.0,26010842000000.0,25726166000000.0,24522374000000.0
2039.0,25196241000000.0,26245828000000.0,25807372000000.0,25986914000000.0,25933218000000.0,25965313000000.0,25724767000000.0,24360901000000.0
2040.0,25133620000000.0,26152865000000.0,25735715000000.0,25885168000000.0,25879164000000.0,25968773000000.0,25686962000000.0,24194887000000.0
2041.0,25048090000000.0,26129920000000.0,25712755000000.0,25848787000000.0,25863538000000.0,25903852000000.0,25564585000000.0,24077037000000.0
2042.0,25000410000000.0,26135652000000.0,25600264000000.0,25809534000000.0,25843840000000.0,25840904000000.0,25492288000000.0,23923300000000.0
2043.0,24933762000000.0,26163114000000.0,25563262000000.0,25802521000000.0,25812508000000.0,25818231000000.0,25404495000000.0,23732314000000.0
2044.0,24859560000000.0,26165656000000.0,25486193000000.0,25685630000000.0,25787726000000.0,25774474000000.0,25325690000000.0,23674793000000.0
2045.0,24827967000000.0,26159908000000.0,25359112000000.0,25621588000000.0,25729402000000.0,25673100000000.0,25312493000000.0,23572955000000.0
2046.0,24721687000000.0,26130577000000.0,25277856000000.0,25529646000000.0,25674604000000.0,25705637000000.0,25200138000000.0,23399273000000.0
2047.0,24679083000000.0,26115066000000.0,25267261000000.0,25480055000000.0,25583694000000.0,25704041000000.0,25124298000000.0,23187646000000.0
2048.0,24607480000000.0,26083435000000.0,25249813000000.0,25445265000000.0,25486684000000.0,25647825000000.0,24964556000000.0,22942388000000.0
2049.0,24501367000000.0,25956872000000.0,25171935000000.0,25427138000000.0,25415983000000.0,25601409000000.0,24977978000000.0,22868824000000.0
2050.0,24434182000000.0,25927237000000.0,25117977000000.0,25355490000000.0,25334100000000.0,25582377000000.0,24947294000000.0,22717475000000.0
2051.0,24359652000000.0,25897212000000.0,25042770000000.0,25369002000000.0,25309508000000.0,25491833000000.0,24946530000000.0,22476067000000.0
2052.0,24285010000000.0,25877935000000.0,24962862000000.0,25292460000000.0,25281295000000.0,25452568000000.0,24865153000000.0,22255050000000.0
2053.0,24158170000000.0,25904242000000.0,24824480000000.0,25210072000000.0,25220100000000.0,25387682000000.0,24804166000000.0,22033258000000.0
2054.0,24074443000000.0,25886368000000.0,24700546000000.0,25146937000000.0,25121482000000.0,25351818000000.0,24776440000000.0,21925443000000.0
2055.0,23962631000000.0,25896717000000.0,24618155000000.0,25008498000000.0,25064900000000.0,25270688000000.0,24717931000000.0,21765340000000.0
2056.0,23871020000000.0,25892097000000.0,24526363000000.0,24969530000000.0,24998654000000.0,25206289000000.0,24654767000000.0,21560906000000.0
2057.0,23752297000000.0,25885143000000.0,24514730000000.0,24949240000000.0,25002250000000.0,25173530000000.0,24482159000000.0,21342051000000.0
2058.0,23664634000000.0,25863135000000.0,24436690000000.0,24909510000000.0,24969147000000.0,25043596000000.0,24421492000000.0,21301433000000.0
2059.0,23498454000000.0,25836988000000.0,24325103000000.0,24837362000000.0,24851836000000.0,24960920000000.0,24313711000000.0,21105824000000.0
2060.0,23370578000000.0,25792210000000.0,24238656000000.0,24832590000000.0,24727224000000.0,24921466000000.0,24186215000000.0,20892971000000.0
2061.0,23295886000000.0,25766144000000.0,24138433000000.0,24778570000000.0,24677790000000.0,24853543000000.0,24131603000000.0,20654324000000.0
2062.0,23163098000000.0,25675580000000.0,23993470000000.0,24742082000000.0,24684427000000.0,24730323000000.0,24080055000000.0,20426663000000.0
2063.0,23044863000000.0,25559482000000.0,23931530000000.0,24694105000000.0,24578953000000.0,24602988000000.0,23906887000000.0,20225090000000.0
2064.0,22906747000000.0,25548330000000.0,23809464000000.0,24645254000000.0,24388101000000.0,24591146000000.0,23784183000000.0,19945314000000.0
2065.0,22707390000000.0,25540583000000.0,23666792000000.0,24608840000000.0,24289066000000.0,24500922000000.0,23662504000000.0,19714220000000.0
2066.0,22644600000000.0,25555650000000.0,23536828000000.0,24480003000000.0,24196371000000.0,24410340000000.0,23549310000000.0,19435077000000.0
2067.0,22533630000000.0,25558507000000.0,23469110000000.0,24357525000000.0,24029595000000.0,24381193000000.0,23398414000000.0,19161260000000.0
2068.0,22380898000000.0,25515728000000.0,23374420000000.0,24341096000000.0,23971762000000.0,24356581000000.0,23262495000000.0,18889803000000.0
2069.0,22288678000000.0,25403272000000.0,23271130000000.0,24328045000000.0,23816204000000.0,24248148000000.0,23194604000000.0,18630746000000.0
2070.0,22199850000000.0,25272416000000.0,23185440000000.0,24259290000000.0,23738058000000.0,24176516000000.0,23192830000000.0,18346536000000.0
2071.0,22086584000000.0,25191183000000.0,23114088000000.0,24223163000000.0,23753558000000.0,24057180000000.0,22978484000000.0,18119754000000.0
2072.0,21952452000000.0,25242076000000.0,23038718000000.0,24180416000000.0,23611572000000.0,24002674000000.0,22889881000000.0,17899727000000.0
2073.0,21794375000000.0,25213748000000.0,22961206000000.0,24114262000000.0,23439008000000.0,23899018000000.0,22891102000000.0,17795283000000.0
2074.0,21595928000000.0,25177550000000.0,22898889000000.0,24096770000000.0,23373334000000.0,23772097000000.0,22773607000000.0,17595021000000.0
2075.0,21436113000000.0,25077765000000.0,22770316000000.0,23979354000000.0,23260301000000.0,23676047000000.0,22690190000000.0,17331336000000.0
2076.0,21340468000000.0,25040574000000.0,22721176000000.0,23912272000000.0,23189797000000.0,23565114000000.0,22541860000000.0,17131519000000.0
2077.0,21199917000000.0,24907230000000.0,22535318000000.0,23905478000000.0,23149052000000.0,23552580000000.0,22430777000000.0,16966441000000.0
2078.0,21045172000000.0,24781856000000.0,22376375000000.0,23786752000000.0,23096099000000.0,23537340000000.0,22262690000000.0,16741301000000.0
2079.0,20891403000000.0,24703240000000.0,22263140000000.0,23678314000000.0,22915030000000.0,23489147000000.0,22264650000000.0,16487195000000.0
2080.0,20840800000000.0,24682607000000.0,22154282000000.0,23654190000000.0,22799821000000.0,23483547000000.0,22076654000000.0,16228751000000.0
2081.0,20692343000000.0,24646634000000.0,22091296000000.0,23537740000000.0,22795870000000.0,23457570000000.0,21895550000000.0,16066485000000.0
2082.0,20546146000000.0,24518926000000.0,21950630000000.0,23435376000000.0,22672625000000.0,23406985000000.0,21697140000000.0,15948878000000.0
2083.0,20393608000000.0,24530215000000.0,21832743000000.0,23378285000000.0,22596274000000.0,23369093000000.0,21511030000000.0,15739959000000.0
2084.0,20207353000000.0,24481207000000.0,21697204000000.0,23338995000000.0,22513155000000.0,23339238000000.0,21332283000000.0,15491838000000.0
2085.0,19994850000000.0,24471797000000.0,21491704000000.0,23271448000000.0,22417743000000.0,23215120000000.0,21222073000000.0,15268940000000.0
2086.0,19862708000000.0,24410472000000.0,21416294000000.0,23199826000000.0,22285138000000.0,23179899000000.0,21083386000000.0,15011409000000.0
2087.0,19711630000000.0,24381690000000.0,21344196000000.0,23137370000000.0,22179087000000.0,23089008000000.0,21050927000000.0,14745772000000.0
2088.0,19604130000000.0,24282508000000.0,21290440000000.0,23100383000000.0,22091560000000.0,23047717000000.0,20990227000000.0,14513904000000.0
2089.0,19426200000000.0,24287686000000.0,21207122000000.0,22995240000000.0,22056454000000.0,22993103000000.0,20869445000000.0,14256187000000.0
2090.0,19315005000000.0,24212798000000.0,21105958000000.0,22891911000000.0,21973342000000.0,22952960000000.0,20770823000000.0,14081029000000.0
2091.0,19149206000000.0,24092525000000.0,21006616000000.0,22782906000000.0,21919265000000.0,22871808000000.0,20638170000000.0,13816455000000.0
2092.0,18974226000000.0,23961532000000.0,20904843000000.0,22702780000000.0,21861384000000.0,22782625000000.0,20497887000000.0,13617366000000.0
2093.0,18831473000000.0,23894442000000.0,20765685000000.0,22617212000000.0,21818916000000.0,22725712000000.0,20419750000000.0,13488494000000.0
2094.0,18669795000000.0,23778357000000.0,20632725000000.0,22500620000000.0,21665400000000.0,22674212000000.0,20306450000000.0,13282324000000.0
2095.0,18574916000000.0,23720876000000.0,20507217000000.0,22470132000000.0,21655960000000.0,22626867000000.0,20212620000000.0,13088139000000.0
2096.0,18463532000000.0,23682326000000.0,20393576000000.0,22386957000000.0,21586919000000.0,22583605000000.0,20049725000000.0,12905782000000.0
2097.0,18313453000000.0,23682026000000.0,20269148000000.0,22266534000000.0,21599420000000.0,22526835000000.0,19844596000000.0,12677727000000.0
2098.0,18164482000000.0,23618877000000.0,20204256000000.0,22080007000000.0,21475790000000.0,22441638000000.0,19664880000000.0,12460475000000.0
2099.0,18040803000000.0,23582510000000.0,20105500000000.0,22025375000000.0,21383558000000.0,22329118000000.0,19570243000000.0,12245135000000.0
2100.0,17912807000000.0,23536758000000.0,20009881000000.0,21925057000000.0,21330456000000.0,22266459000000.0,19467342000000.0,11988172000000.0
