time,GFDL-CM3,GISS-E2-R,CANESM2,CCSM4,CSIRO-MK3-6-0,IPSL-CM5A-LR,MPI-ESM-LR,NORESM1-M,GFDL-ESM2G,CNRM-CM5
2013.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0,26870853000000.0
2014.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0,26930728000000.0
2015.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0,26891400000000.0
2016.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0,26801055000000.0
2017.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0,26791224000000.0
2018.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0,26773000000000.0
2019.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0,26781644000000.0
2020.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0,26798316000000.0
2021.0,26647900000000.0,26768694000000.0,26707140000000.0,26813380000000.0,26777527000000.0,26715437000000.0,26765190000000.0,26695139000000.0,26750405000000.0,26736121000000.0
2022.0,26581051000000.0,26726336000000.0,26666588000000.0,26685517000000.0,26712262000000.0,26735968000000.0,26706110000000.0,26642844000000.0,26676803000000.0,26704758000000.0
2023.0,26471045000000.0,26738873000000.0,26617408000000.0,26610537000000.0,26689623000000.0,26707371000000.0,26623292000000.0,26614813000000.0,26661687000000.0,26669893000000.0
2024.0,26459232000000.0,26700214000000.0,26517010000000.0,26613295000000.0,26678678000000.0,26739504000000.0,26630366000000.0,26485530000000.0,26635665000000.0,26619696000000.0
2025.0,26392056000000.0,26641118000000.0,26453232000000.0,26551080000000.0,26663960000000.0,26617953000000.0,26623867000000.0,26458982000000.0,26610225000000.0,26615610000000.0
2026.0,26339959000000.0,26532968000000.0,26409990000000.0,26479333000000.0,26606236000000.0,26583845000000.0,26572466000000.0,26403391000000.0,26543487000000.0,26447234000000.0
2027.0,26299177000000.0,26508119000000.0,26224703000000.0,26463162000000.0,26533008000000.0,26472677000000.0,26494294000000.0,26310183000000.0,26506743000000.0,26411568000000.0
2028.0,26216930000000.0,26382355000000.0,26156892000000.0,26509178000000.0,26510564000000.0,26356710000000.0,26473014000000.0,26334904000000.0,26490605000000.0,26431400000000.0
2029.0,26165820000000.0,26337922000000.0,26155116000000.0,26480008000000.0,26486512000000.0,26305477000000.0,26439003000000.0,26307070000000.0,26457780000000.0,26318980000000.0
2030.0,26087468000000.0,26219335000000.0,26119183000000.0,26452194000000.0,26513040000000.0,26174472000000.0,26298454000000.0,26242982000000.0,26423314000000.0,26152152000000.0
2031.0,26019602000000.0,26188207000000.0,26078368000000.0,26342697000000.0,26465840000000.0,26188380000000.0,26275640000000.0,26154006000000.0,26379777000000.0,26074656000000.0
2032.0,25943033000000.0,26212037000000.0,25986995000000.0,26341670000000.0,26460092000000.0,26121790000000.0,26200225000000.0,26155321000000.0,26284915000000.0,26043428000000.0
2033.0,25867344000000.0,26201328000000.0,25960130000000.0,26301553000000.0,26409253000000.0,26013302000000.0,26106359000000.0,26099937000000.0,26215090000000.0,25989753000000.0
2034.0,25805023000000.0,26113915000000.0,25902876000000.0,26274209000000.0,26329146000000.0,25894412000000.0,26003108000000.0,26120714000000.0,26124034000000.0,25928462000000.0
2035.0,25663344000000.0,26099992000000.0,25805399000000.0,26127670000000.0,26300813000000.0,25730788000000.0,25997894000000.0,26044927000000.0,26128980000000.0,25829200000000.0
2036.0,25613050000000.0,26014887000000.0,25753720000000.0,26050688000000.0,26262278000000.0,25626390000000.0,25950304000000.0,26040833000000.0,26057233000000.0,25763080000000.0
2037.0,25516650000000.0,25998408000000.0,25629204000000.0,25991611000000.0,26238849000000.0,25608006000000.0,25935164000000.0,25985766000000.0,25987929000000.0,25729270000000.0
2038.0,25433676000000.0,25958076000000.0,25534858000000.0,25924406000000.0,26196937000000.0,25566768000000.0,25866862000000.0,25929498000000.0,25948246000000.0,25722995000000.0
2039.0,25372846000000.0,25943628000000.0,25469917000000.0,25837600000000.0,26176593000000.0,25458029000000.0,25802423000000.0,25889300000000.0,25916808000000.0,25609346000000.0
2040.0,25292637000000.0,25822302000000.0,25397670000000.0,25790893000000.0,26142170000000.0,25414141000000.0,25734402000000.0,25811397000000.0,25910877000000.0,25472998000000.0
2041.0,25137122000000.0,25775090000000.0,25308610000000.0,25766222000000.0,26089810000000.0,25347611000000.0,25660624000000.0,25728950000000.0,25850855000000.0,25421062000000.0
2042.0,25058221000000.0,25711738000000.0,25202965000000.0,25721418000000.0,25972894000000.0,25173870000000.0,25594593000000.0,25664970000000.0,25743650000000.0,25295164000000.0
2043.0,24986465000000.0,25727898000000.0,25150882000000.0,25604733000000.0,26020292000000.0,25039978000000.0,25549480000000.0,25610672000000.0,25705543000000.0,25239449000000.0
2044.0,24905492000000.0,25584237000000.0,25181080000000.0,25576304000000.0,26024306000000.0,24823830000000.0,25550950000000.0,25533190000000.0,25711760000000.0,25162603000000.0
2045.0,24820295000000.0,25577315000000.0,25078811000000.0,25584590000000.0,25956860000000.0,24691712000000.0,25513343000000.0,25474621000000.0,25618509000000.0,25088490000000.0
2046.0,24765511000000.0,25497461000000.0,25014343000000.0,25512953000000.0,25930685000000.0,24551673000000.0,25442944000000.0,25380497000000.0,25532889000000.0,24975130000000.0
2047.0,24661195000000.0,25419756000000.0,24946307000000.0,25394084000000.0,25794252000000.0,24514612000000.0,25411218000000.0,25230817000000.0,25428733000000.0,24870540000000.0
2048.0,24527590000000.0,25284955000000.0,24825496000000.0,25356564000000.0,25612550000000.0,24427300000000.0,25321634000000.0,25195488000000.0,25344155000000.0,24832159000000.0
2049.0,24466992000000.0,25231300000000.0,24762420000000.0,25255470000000.0,25550737000000.0,24302563000000.0,25274704000000.0,25132274000000.0,25268436000000.0,24771824000000.0
2050.0,24411344000000.0,25115025000000.0,24704264000000.0,25246548000000.0,25532735000000.0,24088664000000.0,25211422000000.0,25051468000000.0,25238752000000.0,24678509000000.0
2051.0,24371085000000.0,24950010000000.0,24594853000000.0,25190300000000.0,25443818000000.0,23922397000000.0,25139582000000.0,25003838000000.0,25184730000000.0,24662602000000.0
2052.0,24277960000000.0,24872950000000.0,24524785000000.0,25170394000000.0,25414957000000.0,23846703000000.0,25070678000000.0,24920476000000.0,25116962000000.0,24568694000000.0
2053.0,24182312000000.0,24788542000000.0,24409633000000.0,25054723000000.0,25393252000000.0,23756114000000.0,25017100000000.0,24849305000000.0,25068543000000.0,24445547000000.0
2054.0,24079710000000.0,24745148000000.0,24252122000000.0,24989823000000.0,25326095000000.0,23685956000000.0,24950290000000.0,24726542000000.0,24992471000000.0,24321433000000.0
2055.0,23941777000000.0,24644745000000.0,24202070000000.0,24875113000000.0,25286228000000.0,23535685000000.0,24871113000000.0,24688970000000.0,24972775000000.0,24251067000000.0
2056.0,23736743000000.0,24554080000000.0,24129613000000.0,24820706000000.0,25199389000000.0,23386372000000.0,24797015000000.0,24657338000000.0,24932688000000.0,24146891000000.0
2057.0,23624233000000.0,24461227000000.0,24041540000000.0,24677557000000.0,25094710000000.0,23233791000000.0,24708500000000.0,24584993000000.0,24829684000000.0,24110986000000.0
2058.0,23390795000000.0,24398136000000.0,23955096000000.0,24656212000000.0,25112873000000.0,23125740000000.0,24629935000000.0,24497975000000.0,24793263000000.0,24032164000000.0
2059.0,23246300000000.0,24340645000000.0,23848972000000.0,24573350000000.0,25007493000000.0,23038005000000.0,24510328000000.0,24367812000000.0,24772490000000.0,23920370000000.0
2060.0,23143085000000.0,24303142000000.0,23785476000000.0,24459203000000.0,24910150000000.0,22861983000000.0,24435338000000.0,24318770000000.0,24711856000000.0,23814373000000.0
2061.0,23011827000000.0,24308997000000.0,23645670000000.0,24398166000000.0,24841124000000.0,22703797000000.0,24340133000000.0,24135395000000.0,24660680000000.0,23745528000000.0
2062.0,22909196000000.0,24271758000000.0,23627227000000.0,24286220000000.0,24830187000000.0,22655850000000.0,24250042000000.0,24089910000000.0,24629754000000.0,23602368000000.0
2063.0,22787081000000.0,24121352000000.0,23556606000000.0,24290928000000.0,24835728000000.0,22616050000000.0,24153790000000.0,24007750000000.0,24615242000000.0,23483420000000.0
2064.0,22692835000000.0,24011765000000.0,23536350000000.0,24213786000000.0,24796052000000.0,22539928000000.0,24083420000000.0,23891072000000.0,24577023000000.0,23394886000000.0
2065.0,22614990000000.0,23946318000000.0,23494662000000.0,24159566000000.0,24674044000000.0,22401123000000.0,23960675000000.0,23825290000000.0,24530670000000.0,23262464000000.0
2066.0,22474142000000.0,23932464000000.0,23425714000000.0,24119647000000.0,24594168000000.0,22364964000000.0,23974310000000.0,23688773000000.0,24456090000000.0,23173974000000.0
2067.0,22366376000000.0,23884854000000.0,23350892000000.0,24121675000000.0,24559718000000.0,22310690000000.0,23917030000000.0,23582881000000.0,24393636000000.0,23079674000000.0
2068.0,22221792000000.0,23846344000000.0,23355183000000.0,24055080000000.0,24476423000000.0,22284358000000.0,23818957000000.0,23505716000000.0,24314676000000.0,23013819000000.0
2069.0,22097837000000.0,23733640000000.0,23234683000000.0,24066059000000.0,24413050000000.0,22092087000000.0,23696033000000.0,23397280000000.0,24276357000000.0,22985702000000.0
2070.0,21963297000000.0,23702607000000.0,23163190000000.0,23966087000000.0,24382318000000.0,21961332000000.0,23665224000000.0,23309954000000.0,24225117000000.0,22945437000000.0
2071.0,21836033000000.0,23632435000000.0,23074343000000.0,23888017000000.0,24380032000000.0,21842362000000.0,23565180000000.0,23269281000000.0,24202204000000.0,22857956000000.0
2072.0,21695675000000.0,23589923000000.0,22990239000000.0,23785070000000.0,24393692000000.0,21727980000000.0,23482488000000.0,23150910000000.0,24119125000000.0,22817079000000.0
2073.0,21485329000000.0,23449016000000.0,22848079000000.0,23697855000000.0,24355325000000.0,21618565000000.0,23435684000000.0,23081079000000.0,23991450000000.0,22782805000000.0
2074.0,21448228000000.0,23379302000000.0,22732473000000.0,23660381000000.0,24280020000000.0,21531080000000.0,23338433000000.0,22968705000000.0,23993151000000.0,22684308000000.0
2075.0,21309472000000.0,23286522000000.0,22698026000000.0,23546558000000.0,24169316000000.0,21353344000000.0,23227785000000.0,22852546000000.0,23907971000000.0,22598105000000.0
2076.0,21183640000000.0,23265588000000.0,22665720000000.0,23484330000000.0,24062580000000.0,21195326000000.0,23149247000000.0,22747067000000.0,23854498000000.0,22541442000000.0
2077.0,21037720000000.0,23232017000000.0,22630208000000.0,23376420000000.0,24065343000000.0,21096844000000.0,23077488000000.0,22664127000000.0,23791973000000.0,22422323000000.0
2078.0,20887173000000.0,23149956000000.0,22572880000000.0,23354063000000.0,23968526000000.0,20923321000000.0,22920049000000.0,22576798000000.0,23698212000000.0,22304970000000.0
2079.0,20817862000000.0,23098896000000.0,22525790000000.0,23291390000000.0,23843664000000.0,20882960000000.0,22814346000000.0,22486335000000.0,23639546000000.0,22191983000000.0
2080.0,20740433000000.0,22992500000000.0,22430477000000.0,23208485000000.0,23776733000000.0,20741775000000.0,22800300000000.0,22432610000000.0,23625541000000.0,22209480000000.0
2081.0,20672842000000.0,22889758000000.0,22359723000000.0,23150730000000.0,23757425000000.0,20551393000000.0,22708853000000.0,22370980000000.0,23566299000000.0,22147846000000.0
2082.0,20530355000000.0,22780037000000.0,22281586000000.0,23047954000000.0,23747240000000.0,20446555000000.0,22575869000000.0,22280913000000.0,23497347000000.0,21982647000000.0
2083.0,20368583000000.0,22594217000000.0,22233823000000.0,22999219000000.0,23710291000000.0,20322615000000.0,22505333000000.0,22155511000000.0,23442034000000.0,21911684000000.0
2084.0,20217854000000.0,22599277000000.0,22145720000000.0,22916196000000.0,23648973000000.0,20169078000000.0,22393393000000.0,22054590000000.0,23428233000000.0,21702640000000.0
2085.0,20110547000000.0,22559270000000.0,22068284000000.0,22771394000000.0,23585035000000.0,20063230000000.0,22288808000000.0,21973212000000.0,23346765000000.0,21519309000000.0
2086.0,19987605000000.0,22518826000000.0,21940163000000.0,22663976000000.0,23451528000000.0,19881758000000.0,22222486000000.0,21892940000000.0,23250568000000.0,21454398000000.0
2087.0,19841004000000.0,22494348000000.0,21786040000000.0,22503427000000.0,23366767000000.0,19755048000000.0,22133437000000.0,21771512000000.0,23246708000000.0,21377604000000.0
2088.0,19707095000000.0,22489864000000.0,21633622000000.0,22388947000000.0,23301078000000.0,19628145000000.0,22102910000000.0,21678946000000.0,23239443000000.0,21248168000000.0
2089.0,19537542000000.0,22446730000000.0,21485108000000.0,22240838000000.0,23225320000000.0,19476802000000.0,21985841000000.0,21534815000000.0,23207086000000.0,21190249000000.0
2090.0,19427068000000.0,22412792000000.0,21415400000000.0,22149908000000.0,23153300000000.0,19358284000000.0,21910874000000.0,21395030000000.0,23172276000000.0,21038110000000.0
2091.0,19297127000000.0,22365996000000.0,21386557000000.0,22023361000000.0,23057865000000.0,19297938000000.0,21854926000000.0,21315302000000.0,23104590000000.0,20891880000000.0
2092.0,19228580000000.0,22329560000000.0,21304220000000.0,21974970000000.0,23014452000000.0,19133240000000.0,21748748000000.0,21202066000000.0,23023789000000.0,20722143000000.0
2093.0,19135424000000.0,22295643000000.0,21274097000000.0,21821334000000.0,22953127000000.0,19025004000000.0,21638343000000.0,21079307000000.0,23011290000000.0,20714367000000.0
2094.0,19001090000000.0,22254970000000.0,21130832000000.0,21686960000000.0,22917715000000.0,18940183000000.0,21603614000000.0,21013551000000.0,22930755000000.0,20589849000000.0
2095.0,18893561000000.0,22163537000000.0,20985504000000.0,21655750000000.0,22816473000000.0,18827304000000.0,21470967000000.0,20951603000000.0,22838136000000.0,20516407000000.0
2096.0,18740730000000.0,22066451000000.0,20901704000000.0,21578977000000.0,22770310000000.0,18796759000000.0,21376761000000.0,20849615000000.0,22761200000000.0,20485878000000.0
2097.0,18608009000000.0,21980665000000.0,20821498000000.0,21563804000000.0,22757687000000.0,18710157000000.0,21303166000000.0,20741718000000.0,22720316000000.0,20408240000000.0
2098.0,18450936000000.0,21916560000000.0,20784165000000.0,21477083000000.0,22732534000000.0,18620728000000.0,21230655000000.0,20652975000000.0,22614340000000.0,20361003000000.0
2099.0,18336807000000.0,21870756000000.0,20630076000000.0,21297313000000.0,22609809000000.0,18648863000000.0,21159012000000.0,20562353000000.0,22609260000000.0,20287674000000.0
2100.0,18218022000000.0,21837176000000.0,20493516000000.0,21317850000000.0,22542117000000.0,18509862000000.0,21102310000000.0,20467398000000.0,22568298000000.0,20240618000000.0
