time,MRI-ESM2-0,UKESM1-0-LL,IPSL-CM6A-LR,GFDL-ESM4,MPI-ESM1-2-HR
2035.0,1201372000.0,1196690700.0,1383190000.0,1575751800.0,1643409000.0
2036.0,1136630500.0,1109372400.0,1311177200.0,1560909700.0,1560334300.0
2037.0,1052622000.0,1051699460.0,1249118100.0,1517879700.0,1655664900.0
2038.0,992624960.0,990602800.0,1219592200.0,1480161800.0,1512557200.0
2039.0,923457860.0,948603600.0,1154743400.0,1452009200.0,1470065000.0
2040.0,876613100.0,877679940.0,1111339000.0,1454283600.0,1497521400.0
2041.0,841945900.0,806834700.0,1066533300.0,1401210000.0,1414149200.0
2042.0,794919040.0,748188800.0,1014232900.0,1379329300.0,1365470300.0
2043.0,759182140.0,680686900.0,994511040.0,1406652800.0,1350109600.0
2044.0,743930300.0,617959300.0,915729100.0,1338720000.0,1324125800.0
2045.0,691271500.0,559765200.0,854209540.0,1306922400.0,1286719000.0
2046.0,667539000.0,511671680.0,778766000.0,1281256600.0,1277801900.0
2047.0,619522300.0,473739700.0,727761100.0,1238840600.0,1253670300.0
2048.0,599717760.0,434691400.0,687386700.0,1216339300.0,1223778300.0
2049.0,571989200.0,416093980.0,645370500.0,1185229800.0,1187778700.0
2050.0,537977600.0,366535870.0,613484500.0,1162275200.0,1167121900.0
2051.0,511010750.0,318602460.0,581081860.0,1137750300.0,1139914600.0
2052.0,489025700.0,273367800.0,549184830.0,1102337700.0,1100525800.0
2053.0,478110900.0,258058100.0,511339260.0,1094855300.0,1040709100.0
2054.0,458758600.0,208725600.0,478272540.0,1057010800.0,992745300.0
2055.0,429159840.0,179819020.0,445686720.0,1023884200.0,951102140.0
2056.0,408883400.0,157811760.0,416728700.0,990314200.0,953227000.0
2057.0,389854180.0,141459250.0,381313470.0,961970370.0,913332600.0
2058.0,396002400.0,127832250.0,354230700.0,924577800.0,878887940.0
2059.0,364990300.0,117117736.0,329169540.0,893195650.0,848126900.0
2060.0,356703940.0,100233180.0,292631000.0,854340800.0,835759500.0
2061.0,347589600.0,85870660.0,268862880.0,853345600.0,815398850.0
2062.0,335241920.0,71592010.0,248118220.0,820880500.0,796627650.0
2063.0,322663420.0,66058420.0,223428560.0,768236900.0,751523300.0
2064.0,311219170.0,52615250.0,201463920.0,747834500.0,719942200.0
2065.0,298560860.0,48804596.0,187356560.0,719070400.0,687538000.0
2066.0,285022620.0,43409170.0,170955490.0,675871940.0,645334340.0
2067.0,276803940.0,38996396.0,160336140.0,648967400.0,604507500.0
2068.0,262809040.0,36948300.0,152677660.0,605362100.0,582433300.0
2069.0,255984480.0,33986736.0,132730616.0,577390400.0,570532500.0
2070.0,250183100.0,31856542.0,116922904.0,541961660.0,547363100.0
2071.0,241763900.0,31274074.0,111011400.0,524216500.0,516026560.0
2072.0,232747090.0,27871520.0,101985780.0,501660220.0,494496420.0
2073.0,228650160.0,25735542.0,84288000.0,479743550.0,466531870.0
2074.0,213076020.0,23069680.0,73874216.0,446273950.0,446159040.0
2075.0,206078240.0,20928692.0,67263670.0,420906600.0,414054900.0
2076.0,196513020.0,19626518.0,65860524.0,400890620.0,391044350.0
2077.0,193027740.0,16024574.0,62661572.0,380369200.0,376385120.0
2078.0,186744140.0,15789109.0,58333796.0,362356100.0,357581250.0
2079.0,182331340.0,14466440.0,55380500.0,337941020.0,349503900.0
2080.0,187856940.0,11778297.0,49613130.0,324765980.0,332943040.0
2081.0,174531900.0,11717186.0,44898812.0,308170050.0,342523460.0
2082.0,159905380.0,11347880.0,39016930.0,290824670.0,316122500.0
2083.0,150568780.0,10211337.0,37664900.0,283254460.0,303232500.0
2084.0,138554740.0,9267730.0,34681096.0,273265280.0,290537570.0
2085.0,132843920.0,8882007.0,31787210.0,254583780.0,263770940.0
2086.0,123142776.0,8739361.0,29794676.0,245235550.0,249124830.0
2087.0,117555360.0,7571445.0,29252460.0,231786540.0,236256910.0
2088.0,111785910.0,7171266.0,27330440.0,221730750.0,219200620.0
2089.0,109787090.0,6200484.5,23921686.0,212666190.0,201469200.0
2090.0,105871070.0,5585676.0,22783120.0,195348960.0,186617230.0
2091.0,93404856.0,4905797.0,19825180.0,186522270.0,179269090.0
2092.0,91491520.0,4614998.0,18860030.0,180521460.0,165218480.0
2093.0,88183090.0,4092648.5,16139326.0,189493600.0,149000660.0
2094.0,87292780.0,4029114.5,14527001.0,175546130.0,139259060.0
2095.0,78796300.0,3968478.5,13392466.0,165367570.0,124882630.0
2096.0,73268420.0,3955799.2,11316470.0,158113710.0,112378376.0
2097.0,72385470.0,3848553.8,10940864.0,145107250.0,96770060.0
2098.0,65513132.0,3508605.8,10329372.0,142504380.0,93930400.0
2099.0,64481840.0,3496893.2,10132660.0,134045210.0,88937450.0
2100.0,60168400.0,3162236.2,9361781.0,129933890.0,76849610.0
