time,CNRM-CM5,GISS-E2-R,GFDL-CM3,CESM1-CAM5,GFDL-ESM2G,CCSM4,MPI-ESM-LR,NORESM1-M,CANESM2,CSIRO-MK3-6-0,IPSL-CM5A-LR
2076.0,36911390000.0,36850210000.0,24150856000.0,29552245000.0,37749318000.0,37056483000.0,35879903000.0,32505391000.0,35080460000.0,35834573000.0,30406461000.0
2077.0,36973590000.0,36552470000.0,23717890000.0,29300726000.0,37640040000.0,37048934000.0,35722973000.0,32301715000.0,34929136000.0,35697013000.0,30209896000.0
2078.0,36736990000.0,36335927000.0,23273886000.0,28995625000.0,37930066000.0,36952105000.0,35600500000.0,32069448000.0,34758337000.0,35538768000.0,29938903000.0
2079.0,36540010000.0,36168507000.0,22872982000.0,28842478000.0,37547147000.0,36814414000.0,35466210000.0,31807244000.0,34583925000.0,35464286000.0,29664940000.0
2080.0,36466393000.0,36194120000.0,22534576000.0,28485485000.0,37376266000.0,36695347000.0,35301126000.0,31512814000.0,34365706000.0,35313470000.0,29378050000.0
2081.0,36433230000.0,36007735000.0,22236285000.0,28170480000.0,37265793000.0,36650697000.0,35170500000.0,31219833000.0,34147697000.0,35124236000.0,29111663000.0
2082.0,36276195000.0,35822797000.0,21877592000.0,27876856000.0,37402493000.0,36493615000.0,35160023000.0,30925054000.0,33997361000.0,34981065000.0,28787636000.0
2083.0,36134662000.0,35857330000.0,21523993000.0,27677434000.0,37124670000.0,36400214000.0,34999185000.0,30668683000.0,33801406000.0,34840048000.0,29086843000.0
2084.0,36055777000.0,35793015000.0,21199348000.0,27376306000.0,36986600000.0,36262474000.0,34789400000.0,30412530000.0,33580233000.0,34642980000.0,28435247000.0
2085.0,35954938000.0,35668763000.0,20806945000.0,27171412000.0,36970172000.0,36137200000.0,34750427000.0,30349769000.0,33348653000.0,34535064000.0,28113037000.0
2086.0,36095570000.0,35535330000.0,20315568000.0,26930317000.0,36854747000.0,36051145000.0,34486006000.0,29971034000.0,33215869000.0,34426310000.0,27780256000.0
2087.0,35785310000.0,35439202000.0,19927783000.0,26698019000.0,36811887000.0,35916900000.0,34286620000.0,29714293000.0,32981438000.0,34344657000.0,27714863000.0
2088.0,35686314000.0,35402170000.0,19586042000.0,26391010000.0,37100450000.0,35821080000.0,34180303000.0,29441490000.0,32729543000.0,34122058000.0,27407358000.0
2089.0,35494020000.0,35312636000.0,19157303000.0,26025103000.0,36864532000.0,35813910000.0,34149880000.0,29278660000.0,32508623000.0,34085235000.0,27212673000.0
2090.0,35534320000.0,35192330000.0,18808949000.0,25605814000.0,36681700000.0,35584290000.0,33931354000.0,28946977000.0,32256481000.0,33917848000.0,26927421000.0
2091.0,35334402000.0,35069395000.0,18432274000.0,25298903000.0,36575986000.0,35449074000.0,33779374000.0,28576379000.0,32072410000.0,33678410000.0,26823588000.0
2092.0,35125610000.0,34968347000.0,18078890000.0,24991605000.0,36475572000.0,35570630000.0,33672462000.0,28302580000.0,31829967000.0,33802744000.0,26458333000.0
2093.0,35025527000.0,34902163000.0,17791914000.0,24620708000.0,36325704000.0,35366930000.0,33444602000.0,28048250000.0,31587353000.0,33519976000.0,26312788000.0
2094.0,34913410000.0,34710130000.0,17698212000.0,24347535000.0,36197536000.0,35145680000.0,33319821000.0,27779252000.0,31450026000.0,33304290000.0,25991720000.0
2095.0,34727555000.0,34566730000.0,17276322000.0,24144812000.0,36096950000.0,35012930000.0,33152090000.0,27496059000.0,31234095000.0,33155418000.0,25731279000.0
2096.0,34633265000.0,34445210000.0,17021436000.0,23792564000.0,36030837000.0,34911020000.0,33037986000.0,27300422000.0,31021976000.0,33030859000.0,25391237000.0
2097.0,34533425000.0,34331136000.0,16643436000.0,23470416000.0,35950473000.0,34767190000.0,32924121000.0,27033297000.0,30817735000.0,32890354000.0,25306784000.0
2098.0,34366820000.0,34313185000.0,16354768000.0,23163234000.0,35851194000.0,34651927000.0,32859400000.0,26781040000.0,30577359000.0,33167872000.0,25037720000.0
2099.0,34476343000.0,34242738000.0,16061200000.0,22850275000.0,35745653000.0,34547335000.0,32689195000.0,26564964000.0,30362833000.0,32616108000.0,24774013000.0
2100.0,34173290000.0,34144242000.0,15657612000.0,22557778000.0,35621085000.0,34364940000.0,32549663000.0,26306392000.0,30171116000.0,32410296000.0,24608970000.0
