time,MRI-ESM2-0,CESM2-WACCM,IPSL-CM6A-LR,ACCESS-ESM1-5,ACCESS-CM2,CANESM5
2061.0,613457000.0,493253150.0,477076260.0,564372000.0,486902880.0,418453250.0
2062.0,593701060.0,478469800.0,463166050.0,530175650.0,473870900.0,398842430.0
2063.0,579691700.0,460506900.0,448964580.0,514886370.0,457898370.0,377239040.0
2064.0,570523600.0,443839420.0,436445900.0,503284030.0,446264450.0,363737800.0
2065.0,552251200.0,431268930.0,426721340.0,487519360.0,425678500.0,345861380.0
2066.0,539639900.0,445046820.0,414457500.0,482619460.0,412471940.0,335181760.0
2067.0,530957200.0,420174460.0,403517630.0,471891600.0,399287800.0,316647460.0
2068.0,521184900.0,402342720.0,388391000.0,459060300.0,386415970.0,300287300.0
2069.0,513925950.0,392033540.0,378848200.0,446957380.0,373148800.0,286253730.0
2070.0,503849000.0,376204830.0,366856600.0,437542850.0,357648030.0,275376600.0
2071.0,495564300.0,364549060.0,351683500.0,429923200.0,343510200.0,264941010.0
2072.0,486260380.0,355629150.0,339092160.0,421225660.0,324867680.0,251410080.0
2073.0,476032420.0,345207420.0,331858370.0,411247800.0,313300450.0,241900690.0
2074.0,469732540.0,333052260.0,321254750.0,407028700.0,302758850.0,233415360.0
2075.0,461564580.0,326637920.0,316269760.0,401409150.0,290274560.0,218351180.0
2076.0,451619970.0,315444830.0,306123800.0,391699550.0,287241730.0,206387970.0
2077.0,448219360.0,309666720.0,297266020.0,388883780.0,271295780.0,193507420.0
2078.0,436631900.0,303834460.0,287216350.0,383613820.0,261105730.0,186848000.0
2079.0,429525250.0,295226200.0,278621900.0,374603000.0,252001540.0,180343180.0
2080.0,422107260.0,283481540.0,271377120.0,368501400.0,242836940.0,167810800.0
2081.0,411223840.0,278764450.0,262768290.0,362225630.0,230696820.0,161834260.0
2082.0,405910200.0,273865730.0,271066500.0,358943800.0,225457650.0,150593380.0
2083.0,396080350.0,264651310.0,250119420.0,354088400.0,216057440.0,147291020.0
2084.0,388764930.0,251260880.0,240336060.0,345583800.0,203919310.0,138229820.0
2085.0,382563300.0,243558880.0,226524240.0,339539500.0,200208800.0,135272640.0
2086.0,375280160.0,231711420.0,215746050.0,331705820.0,193222200.0,133007260.0
2087.0,368319330.0,221373120.0,209755120.0,323908860.0,182042610.0,131528940.0
2088.0,361285760.0,215702240.0,203154240.0,319343700.0,177685740.0,129525690.0
2089.0,353827260.0,207626110.0,195385890.0,309343400.0,172787090.0,125668616.0
2090.0,346304350.0,201643140.0,190417840.0,305036740.0,163273460.0,121829610.0
2091.0,336923780.0,195143600.0,185915620.0,300431740.0,159509000.0,119597480.0
2092.0,331110430.0,188435310.0,177672300.0,289437280.0,154614200.0,116651940.0
2093.0,331433920.0,177131470.0,174101650.0,282058020.0,148673740.0,108611120.0
2094.0,325085340.0,171433460.0,168777710.0,269210700.0,141350030.0,106611640.0
2095.0,319223870.0,167268020.0,161363800.0,257939920.0,138429950.0,100829740.0
2096.0,310384540.0,158992400.0,153936160.0,247161570.0,137049950.0,98041240.0
2097.0,301740600.0,149878350.0,151179760.0,241415200.0,132698616.0,95855120.0
2098.0,295292200.0,145434980.0,149569200.0,233432050.0,127507880.0,93195830.0
2099.0,285446050.0,138213890.0,144203550.0,226360370.0,123582330.0,90491210.0
2100.0,276874600.0,129021460.0,143127500.0,218907310.0,115133950.0,89236170.0
2101.0,265522820.0,122262040.0,140191360.0,207356930.0,112465760.0,86665670.0
2102.0,256378380.0,120546730.0,137595950.0,210252210.0,109968220.0,84886616.0
2103.0,248658800.0,117033176.0,128651770.0,198809200.0,107919270.0,83739940.0
2104.0,237999520.0,105981096.0,122509030.0,192795020.0,105773850.0,79798264.0
2105.0,226168380.0,102973336.0,120833144.0,180112180.0,103087700.0,72733016.0
2106.0,219374980.0,98761190.0,118443110.0,175819360.0,95495470.0,69076110.0
2107.0,202080380.0,93694080.0,116382890.0,170088460.0,92221210.0,61180490.0
2108.0,193456800.0,89665380.0,112637880.0,166302510.0,85417096.0,59137244.0
2109.0,185667800.0,86567130.0,110829096.0,159566640.0,82444590.0,56210320.0
2110.0,175369060.0,82464584.0,110107390.0,154183000.0,79284610.0,55267056.0
2111.0,169849500.0,80605060.0,101446880.0,151243200.0,74474530.0,52986924.0
2112.0,163421360.0,79765330.0,98804920.0,141077660.0,73129576.0,43359744.0
2113.0,154438560.0,72059360.0,93767340.0,138228300.0,72072430.0,41278896.0
2114.0,149452560.0,69519970.0,90065890.0,135424370.0,70803530.0,40784030.0
2115.0,140550430.0,61923156.0,86652830.0,134056190.0,68527970.0,39721850.0
2116.0,136558980.0,60676372.0,84092940.0,126777860.0,55887524.0,37951200.0
2117.0,131981704.0,60174444.0,82351200.0,123436470.0,54344436.0,36637250.0
2118.0,126524056.0,59210972.0,79685830.0,122683700.0,53316776.0,26990874.0
2119.0,119729880.0,56504250.0,79632540.0,113741690.0,52745348.0,26438752.0
2120.0,118568100.0,55986024.0,77056060.0,112065896.0,44142924.0,26172156.0
2121.0,117090690.0,47362210.0,73820160.0,107099600.0,43569590.0,25249848.0
2122.0,116212080.0,45895710.0,68078216.0,104702480.0,42533790.0,24783906.0
2123.0,113919580.0,45620812.0,59514868.0,103002860.0,41757420.0,24246630.0
2124.0,113414890.0,45241500.0,58004852.0,100896216.0,40781944.0,17511938.0
2125.0,111144710.0,44861260.0,56554136.0,98514700.0,40381224.0,16968726.0
2126.0,102249580.0,44033930.0,55136268.0,96346110.0,40143896.0,16371781.0
2127.0,101071630.0,42705068.0,53921150.0,94127576.0,39540130.0,15628912.0
2128.0,98823784.0,42206810.0,53122444.0,92706744.0,39361590.0,15253214.0
2129.0,97479440.0,41903116.0,43898620.0,91424890.0,38829268.0,15257822.0
2130.0,95401090.0,41190692.0,43185884.0,89728104.0,37920600.0,15069551.0
2131.0,94004350.0,40518908.0,42143630.0,83126870.0,37875870.0,14741538.0
2132.0,93269200.0,39553492.0,41061676.0,80890750.0,28906094.0,14576386.0
2133.0,92743224.0,39112172.0,40045310.0,79217300.0,28121166.0,13791321.0
2134.0,91756136.0,38355744.0,39789176.0,77807176.0,26369342.0,13566874.0
2135.0,88718136.0,29408912.0,38407404.0,77406750.0,26178370.0,13293443.0
2136.0,88013750.0,28255840.0,37477410.0,75540720.0,25654702.0,13094077.0
2137.0,87372640.0,27689250.0,28901426.0,66213620.0,25130226.0,8211203.5
2138.0,86315176.0,26663372.0,28413714.0,65412044.0,24412178.0,7986409.0
2139.0,85880056.0,26109606.0,27213950.0,65182290.0,24378990.0,7831137.5
2140.0,84430100.0,25788656.0,26120942.0,63023940.0,23427900.0,7689337.5
2141.0,83325070.0,24663404.0,25913694.0,62576876.0,22827676.0,7671638.0
2142.0,82045330.0,24371586.0,25568010.0,61810544.0,22668874.0,7133284.5
2143.0,81458580.0,24041026.0,25286560.0,59960896.0,15986452.0,7123054.5
2144.0,79899224.0,23847524.0,25054470.0,58967020.0,15626291.0,6839288.5
2145.0,78434480.0,17169938.0,24311274.0,58828016.0,15105968.0,6834167.5
2146.0,77926240.0,16867162.0,23922482.0,50737436.0,15076675.0,6828564.5
2147.0,71233496.0,16607115.0,23623462.0,50696796.0,14952039.0,6524953.0
2148.0,70542056.0,16066013.0,23611906.0,50122156.0,14825310.0,6362315.0
2149.0,70086870.0,15447428.0,23541156.0,50045852.0,14580779.0,6345218.0
2150.0,68557310.0,15122846.0,23365000.0,49656080.0,14314144.0,6322670.5
2151.0,60312250.0,14882213.0,16014395.0,49576620.0,14166858.0,4461851.0
2152.0,59916388.0,14835088.0,15702667.0,49081380.0,13640133.0,4374261.5
2153.0,59370260.0,14552854.0,15607983.0,48327772.0,13631475.0,4332406.5
2154.0,58791332.0,13871679.0,15272334.0,47439516.0,13382596.0,4204010.5
2155.0,57817410.0,13645156.0,14952436.0,46696480.0,13108908.0,4005184.8
2156.0,56586428.0,13152275.0,14880782.0,45104900.0,12887214.0,3847690.5
2157.0,55110864.0,13068382.0,14717237.0,44588524.0,8144581.5,3845235.8
2158.0,53712936.0,12984750.0,14665549.0,44153070.0,7776061.5,3787177.0
2159.0,52985364.0,12796398.0,14661523.0,43848670.0,7780745.5,3789367.2
2160.0,52288024.0,12791187.0,14284005.0,43171524.0,7456682.5,3787284.8
2161.0,51624110.0,12634924.0,14289852.0,42956692.0,7259898.0,3632583.8
2162.0,50804820.0,7696731.5,14267658.0,42789610.0,6650579.5,3416328.5
2163.0,43070196.0,7693776.0,14262963.0,42428964.0,6650781.0,3414957.2
2164.0,42525340.0,7696170.0,14082769.0,41885810.0,6643937.5,3404654.2
2165.0,41600852.0,7683003.5,14088703.0,41566204.0,6634866.5,2292706.8
2166.0,41315800.0,7673321.5,14093407.0,40934404.0,6344937.5,2262219.2
2167.0,41116308.0,7498134.5,13822464.0,41137944.0,6343365.0,2069544.2
2168.0,39929212.0,7369807.5,13066061.0,40837724.0,6344812.0,2066040.1
2169.0,39872204.0,6998187.0,12847344.0,39854420.0,6349121.0,1952951.6
2170.0,39755050.0,6986455.5,12745592.0,38194700.0,6331853.0,1913332.5
2171.0,39179416.0,6824138.5,12732842.0,29005286.0,6216797.5,1898569.0
2172.0,38476656.0,6960313.0,12700040.0,28739908.0,4470770.0,1896596.4
2173.0,37950736.0,6675742.5,12707279.0,27646980.0,4473398.0,1895829.0
2174.0,37623308.0,6663150.5,12698297.0,27387618.0,4471083.5,1795898.9
2175.0,29247624.0,6663847.0,12687723.0,27216708.0,4185344.8,1777626.2
2176.0,29118550.0,6363301.0,12638399.0,26660884.0,4056806.2,1771392.6
2177.0,29127410.0,6358531.0,7901735.5,26605726.0,4061177.5,1601936.5
2178.0,29042200.0,6347796.0,7906476.5,26071830.0,4014648.0,1599633.1
2179.0,29009660.0,6226682.5,7895013.5,25590988.0,4063081.2,1597834.6
2180.0,28398048.0,6219745.0,7853147.5,25517716.0,3866803.5,1595373.9
2181.0,27903512.0,6211358.5,7846550.0,25551062.0,3856972.0,1590614.0
2182.0,27656154.0,6205975.5,7835604.0,25134950.0,3857488.2,1588416.6
2183.0,27206120.0,4213068.0,7516036.0,24954032.0,3853721.0,1254073.9
2184.0,27179312.0,4208380.0,7516929.0,24931842.0,3797366.0,1213846.6
2185.0,27159106.0,4199542.0,7517854.0,24894100.0,3795909.0,1141323.2
2186.0,26986040.0,4048860.5,7156160.0,24588658.0,3796545.8,1077802.4
2187.0,26792634.0,3849734.2,6980262.5,17949090.0,3901107.8,1075313.5
2188.0,26556478.0,3857455.0,6981979.0,17945734.0,3806482.5,1070391.0
2189.0,26419866.0,3801897.5,6980545.0,17839592.0,3798363.8,1051983.1
2190.0,26169978.0,3810471.0,6958662.0,17502656.0,3790957.0,936166.1
2191.0,26166774.0,3811350.5,6944379.5,17394150.0,3785328.8,839600.25
2192.0,26115822.0,3665778.0,6941912.0,17259634.0,3427331.8,809380.6
2193.0,26114396.0,3658390.0,6769548.5,17157850.0,3431731.8,808903.6
2194.0,25968068.0,3654782.2,6780443.5,16937688.0,3428574.0,808008.06
2195.0,25992180.0,3446675.2,6772425.5,16121356.0,3419933.2,807279.8
2196.0,25874038.0,3446625.5,6465922.0,16037138.0,3418568.0,805996.7
2197.0,25100600.0,3440574.2,6458605.0,15671267.0,3414993.0,747419.6
2198.0,25015692.0,3439037.8,6324641.0,15291525.0,3411021.2,745635.4
2199.0,24722104.0,3433113.8,6314322.0,15010883.0,3406426.2,746020.44
2200.0,24722796.0,3432729.0,6195486.5,14781598.0,3406610.8,744313.4
2201.0,25040796.0,3425735.8,6199319.0,14749859.0,3402953.2,743320.44
2202.0,24109696.0,3288088.0,6193570.5,14712992.0,2412600.5,741602.5
2203.0,23927104.0,2309706.0,6191728.0,14470227.0,2410176.2,741395.75
2204.0,23934112.0,2307583.8,6179549.5,14292800.0,2388179.0,740850.9
2205.0,23753094.0,2308905.0,5969130.5,14815109.0,2207125.0,740912.2
2206.0,23754998.0,2305403.2,5975808.0,13901807.0,2212721.8,741282.9
2207.0,23571294.0,2306703.5,4218017.5,13827618.0,2171766.0,741519.25
2208.0,23538494.0,2301149.5,4212052.5,13459333.0,1858251.6,742372.0
2209.0,23482464.0,2300669.2,4209568.0,13460856.0,1826690.6,741852.75
2210.0,23464226.0,2269659.5,4013287.8,13380608.0,1848056.1,741121.8
2211.0,23438912.0,2271251.0,4022534.2,13190370.0,1811918.1,740041.1
2212.0,23186478.0,2273401.5,4019935.5,13184054.0,1813007.6,738497.3
2213.0,23193566.0,2269605.5,4024589.8,13190316.0,1816631.2,737420.8
2214.0,23189070.0,2270866.0,4022998.5,13190047.0,1813150.5,737191.44
2215.0,23416312.0,2266191.2,3878723.5,13247158.0,1680352.2,736010.3
2216.0,23194076.0,2154775.5,3878295.0,13111224.0,1676662.8,734902.75
2217.0,23163596.0,2101416.0,3869874.0,13439636.0,1668587.0,734806.75
2218.0,23124740.0,2099409.0,3866747.5,13169344.0,1669853.6,735511.06
2219.0,22826994.0,1908960.4,3863517.8,13113074.0,1667470.2,735289.9
2220.0,16237662.0,1907929.9,3859808.8,13113443.0,1665458.4,735592.25
2221.0,16189543.0,1901379.4,3862246.8,13102507.0,1663596.6,735804.06
2222.0,16162525.0,1897128.8,3863535.2,13099917.0,1553780.6,735455.25
2223.0,15807195.0,1801611.8,3855984.2,13097497.0,1513601.5,735552.2
2224.0,14949271.0,1804252.0,3856714.2,13098910.0,1511790.9,735518.9
2225.0,14886216.0,1801351.0,3845167.2,13071918.0,1510094.6,733016.75
2226.0,14878980.0,1798411.5,3840160.8,8309863.5,1505254.9,732038.8
2227.0,14947401.0,1747698.5,3837828.2,8301656.0,1507087.8,732808.6
2228.0,14877084.0,1748001.5,3834558.0,8301029.0,1504891.4,732660.6
2229.0,14747818.0,1746868.9,3778507.2,8263051.5,1504048.9,728109.4
2230.0,14520192.0,1746895.1,3776775.0,8253070.5,1498068.5,728587.56
2231.0,14446118.0,1613122.1,3559964.5,8073079.5,1499244.8,725765.9
2232.0,14063852.0,1611935.6,3412059.8,8012430.5,1499983.1,725579.4
2233.0,14016149.0,1610693.9,3415727.0,8046661.5,1495962.6,707001.6
2234.0,14019214.0,1608265.4,3410342.0,8012994.0,1161406.1,706546.2
2235.0,14012240.0,1603276.0,3403903.2,8045209.5,1165151.4,702270.56
2236.0,14009152.0,1602765.6,3401544.5,7864289.5,1164156.2,702182.56
2237.0,14002707.0,1599996.0,3409215.2,7697688.5,1094700.9,701089.2
2238.0,13849235.0,1559943.2,3400269.2,7529486.5,1091146.6,701645.8
2239.0,13785660.0,1559680.9,3405467.2,7166871.5,1087233.1,702057.94
2240.0,13777903.0,1554787.5,3403603.5,7162977.0,1046636.1,702504.5
2241.0,13877956.0,1534636.0,3397833.8,7162504.0,1047444.1,700943.0
2242.0,13846884.0,1532598.0,2420535.5,7154327.0,1047509.44,700783.0
2243.0,13796240.0,1532418.5,2416782.8,7000317.5,1047387.6,700396.6
2244.0,13552492.0,1184056.4,2285651.2,6991633.5,997059.9,699202.9
2245.0,13549741.0,1132476.8,2254356.5,6986933.0,1500892.4,697940.0
2246.0,13541356.0,1050177.9,2259500.8,6981342.5,1050069.2,697939.6
2247.0,13885777.0,1017016.44,2075933.1,6971461.0,997726.44,697319.44
2248.0,13556765.0,998792.8,3406333.8,6665597.5,947401.7,698372.9
2249.0,13520708.0,997666.06,2267258.8,6390655.0,947688.75,698766.06
2250.0,13492559.0,996275.9,2074133.4,6387626.5,997904.75,698209.3
2251.0,13493079.0,994071.2,2075609.4,6390539.5,948686.2,696775.94
2252.0,13490925.0,992400.0,2069100.0,6394161.5,948294.1,694806.5
2253.0,13950867.0,991537.9,2070857.1,6385309.0,945813.75,692940.1
2254.0,13565182.0,991390.1,2069199.0,6371571.5,945758.6,689669.6
2255.0,13873872.0,989551.4,3367408.5,6376093.5,944973.3,688071.6
2256.0,13808806.0,924603.25,2071446.9,6372378.0,945166.3,690228.4
2257.0,13779996.0,812851.94,2066631.4,6541123.0,944422.56,687429.75
2258.0,13508041.0,828243.0,2066268.6,6384566.0,942781.9,686774.3
2259.0,13923756.0,925372.75,2052274.2,6365661.0,943662.56,687208.9
2260.0,13751929.0,925583.56,2052229.2,6363322.0,831453.5,688242.0
2261.0,13505367.0,812910.25,2047947.2,6372211.5,831399.5,691393.75
2262.0,13779228.0,942547.6,1991084.5,6246398.5,943385.44,692247.56
2263.0,13779534.0,925483.56,1983183.9,6245636.5,943813.4,690449.4
2264.0,13760456.0,942060.6,1967696.8,6251162.0,829053.1,691375.7
2265.0,14043411.0,942674.25,1940062.2,6252590.5,828687.8,690574.56
2266.0,13749539.0,941877.9,1927513.9,6250504.0,827384.9,690549.7
2267.0,13493002.0,942280.8,1924887.6,6242834.5,828849.0,691341.7
2268.0,13603410.0,925865.0,1932342.9,6236174.5,827468.2,691191.4
2269.0,13499382.0,812339.0,1930607.2,4496702.5,826963.5,689079.94
2270.0,14237265.0,811880.8,1930142.4,4497485.5,825943.5,686044.3
2271.0,13544893.0,810941.6,1814302.4,4497296.5,827001.06,685631.0
2272.0,13494245.0,810344.44,1815738.1,4367292.5,939905.6,687664.3
2273.0,13509110.0,922232.7,1815413.2,4368473.5,940005.25,681411.6
2274.0,13481312.0,809160.4,1817040.8,4283458.0,990315.1,681539.75
2275.0,13483687.0,751134.7,1856138.2,4234415.0,828607.4,681042.9
2276.0,13469488.0,920951.7,1818181.2,4228817.0,940716.3,680905.75
2277.0,13460941.0,751076.94,1968246.9,4231350.0,827459.6,681248.1
2278.0,13463524.0,750619.0,1822937.9,4233494.5,825092.06,680813.8
2279.0,13467817.0,920544.7,1817857.8,4231741.5,1088675.8,680474.25
2280.0,13468796.0,921192.0,1814346.8,4230916.0,824861.6,680187.7
2281.0,13456322.0,750394.4,1813581.5,4227587.0,821925.06,679836.7
2282.0,13459090.0,750192.2,1815808.4,4226149.0,805742.7,677351.5
2283.0,8723769.0,750013.6,1813805.1,4223996.0,805444.56,677357.6
2284.0,8271808.5,749442.1,1812105.9,4271263.0,804744.06,678278.1
2285.0,8073995.0,750287.44,1813142.8,4217576.0,803557.06,677964.0
2286.0,8027130.0,750264.6,1776683.4,4218370.5,802226.1,676483.56
2287.0,8022748.0,748383.2,1778620.0,4023513.8,801383.5,676212.56
2288.0,8097105.0,748294.3,1778811.1,4024630.5,801456.6,676148.94
2289.0,8067769.5,748648.75,1776523.1,4078007.5,801238.3,675423.6
2290.0,8071488.0,748653.4,1775265.2,4023941.2,800215.0,676249.25
2291.0,8072996.5,749189.1,1770572.6,4021892.8,817679.3,676963.6
2292.0,8045739.0,749047.9,1765242.2,3873136.8,816094.56,677192.5
2293.0,8038193.5,749445.25,1751302.8,3870342.0,798425.6,678269.56
2294.0,7926078.0,749271.9,1751736.6,3874598.0,796702.4,677604.7
2295.0,7869259.5,749594.9,1767701.9,3872836.0,737600.2,676115.06
2296.0,7863416.5,749069.25,1753065.2,3868566.8,737575.9,677698.3
2297.0,7868811.0,749089.0,1657482.9,3862088.8,738360.0,676309.75
2298.0,12759024.0,748543.25,1522115.6,3861349.5,738210.2,675335.25
2299.0,7907825.5,748496.44,1520839.0,3912027.0,737774.94,675570.3
2300.0,7880661.0,748230.6,1519152.0,3866253.0,738437.75,675535.8
