time,EC-EARTH3-VEG,EC-EARTH3,CAMS-CSM1-0,BCC-CSM2-MR,INM-CM4-8,FGOALS-F3-L,CESM2,MRI-ESM2-0,CMCC-CM2-SR5,MPI-ESM1-2-HR,CESM2-WACCM,GFDL-ESM4,NORESM2-MM,INM-CM5-0
2030.0,969219900.0,887190000.0,957527550.0,976176450.0,970681900.0,927235650.0,930613600.0,883097660.0,935660740.0,967491000.0,993816600.0,851020350.0,956649100.0,940075260.0
2031.0,951871000.0,861073200.0,937353100.0,1036217000.0,968121660.0,927083800.0,918581100.0,859546400.0,931238340.0,954776640.0,965467700.0,826914500.0,950022400.0,920354800.0
2032.0,935462400.0,844057900.0,921354700.0,962495360.0,996220200.0,906077200.0,887483650.0,839897150.0,895697660.0,928970050.0,955655400.0,795288300.0,917249800.0,904904000.0
2033.0,961021250.0,826612860.0,913137300.0,936261400.0,948512000.0,888296640.0,856577700.0,807052500.0,876282050.0,912561600.0,944060300.0,766298800.0,905718600.0,885618800.0
2034.0,927378370.0,807916500.0,925205500.0,921984830.0,922238800.0,866762900.0,831653500.0,790208800.0,861093440.0,874951300.0,941851100.0,743864770.0,894156900.0,853624200.0
2035.0,914664200.0,792280300.0,927612200.0,895483200.0,914538750.0,837024000.0,835336500.0,774641500.0,855514050.0,850503100.0,913652860.0,743350300.0,874511400.0,833736900.0
2036.0,900789900.0,778222500.0,886717800.0,868522050.0,889960900.0,807854700.0,801315200.0,759346400.0,827215900.0,832153600.0,901181630.0,706281300.0,863450100.0,816834600.0
2037.0,885777200.0,743682050.0,859257800.0,844394240.0,873568060.0,793434940.0,771553100.0,737211970.0,809502500.0,804995650.0,891924100.0,688991700.0,846168800.0,792792400.0
2038.0,855321900.0,733656800.0,843954500.0,836254400.0,869849100.0,798757440.0,744565950.0,698527700.0,796918400.0,789991500.0,870796600.0,672899460.0,848464450.0,774947900.0
2039.0,833748300.0,717407500.0,828231700.0,813834700.0,853471400.0,766575740.0,714753600.0,677548350.0,768166800.0,775805300.0,845902500.0,647595970.0,816859700.0,758912200.0
2040.0,821233000.0,702716400.0,811761100.0,796350200.0,841369000.0,745363600.0,694133060.0,650832060.0,748764740.0,755709760.0,835402940.0,616970560.0,789803970.0,771060030.0
2041.0,817139700.0,684911400.0,804848500.0,781378500.0,817977300.0,726126700.0,676409300.0,627273000.0,732666600.0,748418500.0,824895550.0,598945000.0,761383200.0,736666240.0
2042.0,853179000.0,677173700.0,787773800.0,773022100.0,786339800.0,705106940.0,660330900.0,605832700.0,716639940.0,719522940.0,804100350.0,587210940.0,734587600.0,714608400.0
2043.0,792653000.0,664637700.0,775230000.0,751350140.0,777300540.0,694359940.0,638399700.0,614720900.0,693544400.0,713222140.0,790452700.0,567629500.0,732797200.0,703535360.0
2044.0,802961700.0,653437200.0,759178240.0,738875970.0,756281600.0,682603000.0,621188300.0,582839900.0,689953860.0,683510140.0,773257200.0,555265300.0,709290000.0,705441700.0
2045.0,797755100.0,633901600.0,751872200.0,722003300.0,734455100.0,659709300.0,596137700.0,564182000.0,667815230.0,667572800.0,754882560.0,541848060.0,698096830.0,693072100.0
2046.0,770138750.0,609370000.0,729854300.0,702616450.0,718129900.0,648273540.0,602810300.0,549384300.0,635544800.0,647711740.0,739782300.0,537382100.0,673591300.0,662774600.0
2047.0,760107650.0,599012860.0,722449100.0,683306500.0,701064600.0,635937200.0,569562000.0,531589200.0,605881400.0,635461100.0,719747100.0,538353860.0,661321500.0,647605000.0
2048.0,745242050.0,590573630.0,709589200.0,700013250.0,687071940.0,615646000.0,556773100.0,519725660.0,596668400.0,614074400.0,695723460.0,521946180.0,645772900.0,632001860.0
2049.0,738810200.0,581298370.0,695782300.0,667475000.0,656720400.0,623903360.0,539104900.0,499389900.0,577081500.0,596273100.0,674754370.0,509103780.0,625719040.0,623307600.0
2050.0,733737600.0,568964500.0,686391040.0,648737500.0,642039600.0,605743550.0,520709200.0,488512350.0,570961800.0,591930300.0,684491600.0,495737540.0,607136600.0,598929660.0
2051.0,726934900.0,566773440.0,670287040.0,636154900.0,620873400.0,599782800.0,507535970.0,484007780.0,544586900.0,562537200.0,646388160.0,484064060.0,586663800.0,581133500.0
2052.0,716904770.0,549555100.0,654664770.0,641977100.0,610456600.0,579816200.0,533655000.0,470942400.0,525710600.0,550629250.0,625260300.0,486840900.0,571332160.0,563576100.0
2053.0,697312700.0,535429440.0,642222100.0,612524540.0,602702400.0,568980900.0,507304800.0,483422660.0,504220400.0,532937060.0,607230100.0,475349630.0,561016260.0,550146750.0
2054.0,689352800.0,545222300.0,630699000.0,600220500.0,586560260.0,557485000.0,488997150.0,452767740.0,488913470.0,525342940.0,585683650.0,459708160.0,554526340.0,538708300.0
2055.0,677084350.0,525874340.0,619451140.0,616240100.0,583500500.0,544828540.0,476362900.0,444261540.0,474451740.0,508495230.0,572653000.0,446937150.0,539436600.0,527091800.0
2056.0,665103400.0,517437600.0,605306200.0,586594800.0,573444030.0,552218300.0,469957920.0,432537600.0,456863740.0,498923140.0,560393660.0,442893760.0,526142300.0,529310600.0
2057.0,658590500.0,507102080.0,588163840.0,577225340.0,552028860.0,525786900.0,458987900.0,422350850.0,440275740.0,485363360.0,541192200.0,436136480.0,519082430.0,510417570.0
2058.0,652063000.0,496821120.0,569290750.0,566898400.0,543665100.0,520326620.0,448179200.0,409723800.0,430692400.0,475605220.0,519505500.0,429873700.0,508088580.0,521933400.0
2059.0,637761150.0,488036300.0,549862500.0,561422850.0,524278000.0,507221440.0,440097540.0,398678620.0,411871300.0,467665630.0,497141630.0,420625630.0,510069250.0,501846500.0
2060.0,623141600.0,588564300.0,530524220.0,556992960.0,513380160.0,499877470.0,431866750.0,389901540.0,398990370.0,461624500.0,484669060.0,415950270.0,495250700.0,494483740.0
2061.0,612444160.0,538954900.0,518473470.0,562650240.0,501264800.0,495985060.0,425791260.0,396034340.0,389825660.0,451931330.0,476448670.0,411037820.0,490881060.0,481892960.0
2062.0,595380500.0,491354660.0,508244060.0,540336800.0,489876060.0,480659900.0,416000700.0,388510300.0,385396060.0,440879400.0,467367040.0,403405150.0,486145540.0,596988860.0
2063.0,583880600.0,472835550.0,485629220.0,533177250.0,482246050.0,478287870.0,410778530.0,381209920.0,369545920.0,433209570.0,464390340.0,399230100.0,471989700.0,476559580.0
2064.0,570934850.0,469910900.0,475928900.0,566321660.0,472063870.0,470684300.0,398739330.0,375788580.0,365088000.0,435384960.0,451263100.0,391226000.0,462021280.0,468747140.0
2065.0,560351740.0,461758800.0,498315400.0,520157540.0,462917700.0,465231940.0,406659040.0,368769280.0,360047070.0,423258980.0,445672540.0,407720200.0,451092260.0,461063680.0
2066.0,561804200.0,446557200.0,505536900.0,512575070.0,452391330.0,484805950.0,391675100.0,362222100.0,344286000.0,413401570.0,448917380.0,390337060.0,442379260.0,459024300.0
2067.0,542473100.0,450995680.0,469075600.0,508431100.0,448806200.0,455646140.0,389120670.0,357144900.0,324762370.0,533695040.0,426442460.0,436605980.0,432543550.0,453720770.0
2068.0,525284100.0,439978500.0,606336300.0,617540860.0,457645300.0,449044000.0,381847400.0,351097300.0,314684700.0,416997280.0,420954600.0,388163870.0,427235650.0,446260030.0
2069.0,507714800.0,431793060.0,525654940.0,505726880.0,439697950.0,441167420.0,376947000.0,340461380.0,309497950.0,397909220.0,408806880.0,378108860.0,422126720.0,437390050.0
2070.0,501288400.0,424614800.0,494790240.0,498304320.0,433084580.0,438400030.0,370838940.0,370490940.0,299906900.0,396793500.0,398549900.0,373905630.0,414018270.0,433339940.0
2071.0,495116580.0,417659400.0,452612400.0,494107800.0,424328860.0,429791100.0,366097300.0,352963260.0,291243700.0,382377100.0,396416770.0,374644400.0,406749760.0,428075500.0
2072.0,487445660.0,413110270.0,442471680.0,487372930.0,419118180.0,432993020.0,357967800.0,340581280.0,280414300.0,387682980.0,383497730.0,369495040.0,397616320.0,422801920.0
2073.0,474221060.0,409835780.0,467292960.0,478272700.0,410831200.0,427775600.0,348793950.0,328093250.0,273140770.0,375162200.0,373728600.0,362747170.0,393360300.0,426316540.0
2074.0,463293280.0,444024000.0,431248260.0,475842700.0,405725920.0,417102500.0,339842050.0,330036260.0,263713010.0,369701440.0,365655650.0,358233280.0,387996300.0,446809000.0
2075.0,499248500.0,405316740.0,428211460.0,469958700.0,403374080.0,417962050.0,335859040.0,321065900.0,258971330.0,372071940.0,366704770.0,353099800.0,383055970.0,419379260.0
2076.0,450998940.0,394036860.0,419321500.0,465626980.0,403943200.0,407858050.0,324477700.0,322725700.0,245393100.0,360944320.0,357140200.0,347732700.0,378935000.0,409015230.0
2077.0,442086600.0,390780670.0,443195040.0,461246140.0,391410780.0,399634460.0,314914660.0,317253950.0,239042670.0,356488400.0,348254180.0,342192580.0,382505760.0,408398660.0
2078.0,430734850.0,380980770.0,412723330.0,454420380.0,386787870.0,393980960.0,309422460.0,306305250.0,231037390.0,742831100.0,339117570.0,335926530.0,368288000.0,403771420.0
2079.0,423682530.0,375867000.0,407029570.0,452247420.0,380061730.0,390039100.0,301196640.0,301680030.0,224477310.0,392494800.0,342384670.0,330678000.0,361838880.0,399104700.0
2080.0,409217200.0,368366180.0,484971970.0,447130080.0,373497900.0,386431970.0,296062560.0,304186460.0,221779710.0,370741470.0,341349300.0,328390370.0,349322750.0,396945500.0
2081.0,412546400.0,365200580.0,414007460.0,445744200.0,365273900.0,380661730.0,291978700.0,297619230.0,242876400.0,350537060.0,332863000.0,324921540.0,340899500.0,392226430.0
2082.0,399585920.0,393426340.0,400925950.0,439595900.0,360430820.0,394753280.0,280357730.0,296114780.0,222174690.0,346126340.0,326764100.0,317496400.0,330178200.0,386968350.0
2083.0,387296260.0,358470400.0,403806980.0,429394200.0,363705180.0,407793600.0,270307600.0,290982240.0,217284060.0,340688260.0,316599000.0,313019650.0,321136930.0,390392960.0
2084.0,386998700.0,351502820.0,417442340.0,423172220.0,345030340.0,370955870.0,271193340.0,287463070.0,206752340.0,372546530.0,307312480.0,306996740.0,312219040.0,379778460.0
2085.0,382321340.0,369669400.0,430857800.0,418362800.0,351986660.0,368024480.0,258916700.0,282220350.0,202509310.0,340381500.0,299221100.0,298957400.0,311890880.0,374971970.0
2086.0,372266720.0,361267780.0,416005120.0,411373920.0,350614750.0,364748200.0,253213870.0,276070460.0,192756100.0,332091780.0,294658940.0,294878560.0,300442300.0,369782940.0
2087.0,366159170.0,346348200.0,427620200.0,412715140.0,347057730.0,359040770.0,251126770.0,318790530.0,188994830.0,345521800.0,285812100.0,290267330.0,289745440.0,362282900.0
2088.0,362151070.0,334618700.0,400997860.0,396476930.0,336389900.0,353542940.0,246325300.0,274983550.0,184510830.0,349405540.0,283400930.0,285224830.0,285980260.0,354608400.0
2089.0,352883400.0,328924130.0,413849020.0,387904600.0,327338140.0,344589220.0,237096110.0,271417000.0,180112910.0,339810050.0,278437730.0,278091460.0,273711600.0,347921000.0
2090.0,346078700.0,328207360.0,404699170.0,372710750.0,321464900.0,341902270.0,231761090.0,267271330.0,180050000.0,338772030.0,276515140.0,269070460.0,273334800.0,368618000.0
2091.0,340914200.0,323469440.0,396696500.0,361407360.0,343741760.0,337203420.0,227549060.0,267694700.0,174654140.0,321951780.0,270764800.0,260743660.0,258207870.0,344049820.0
2092.0,328936930.0,316754200.0,393369700.0,357683940.0,316833060.0,334063260.0,219728430.0,261015780.0,172641970.0,325964220.0,264618850.0,253009620.0,252257100.0,335332860.0
2093.0,323675680.0,308997630.0,398263600.0,350516350.0,307945630.0,328759940.0,214899490.0,261516600.0,167841060.0,320940260.0,257471180.0,251854050.0,245623680.0,333941220.0
2094.0,310582820.0,301895900.0,421822720.0,342992320.0,303248260.0,323850200.0,211609070.0,256957460.0,161039820.0,357727870.0,257682450.0,247915730.0,237154620.0,332456700.0
2095.0,313156860.0,294103700.0,407831500.0,338054300.0,300445730.0,315970100.0,208296930.0,259420690.0,155469100.0,321618600.0,251816480.0,261237600.0,232714050.0,325052500.0
2096.0,301044540.0,288170430.0,397461440.0,331133280.0,292159870.0,311591500.0,205966670.0,250587940.0,152032880.0,376729730.0,260115700.0,245074460.0,257708270.0,324315140.0
2097.0,291656800.0,283316800.0,391434270.0,319994750.0,288033250.0,308106200.0,202127040.0,247810740.0,149016910.0,326492380.0,248710900.0,245019820.0,234783310.0,325496350.0
2098.0,286533730.0,276064220.0,391539200.0,312754780.0,282610370.0,302528160.0,210706800.0,247201420.0,146604480.0,344322660.0,244167250.0,236330770.0,218466640.0,309349800.0
2099.0,275195740.0,267826240.0,408148380.0,307758240.0,343576740.0,300103000.0,196915100.0,245137760.0,144197310.0,360264800.0,239196540.0,235886600.0,207654740.0,316750140.0
2100.0,263643400.0,274899300.0,409665820.0,304213220.0,312722100.0,290467680.0,194712000.0,251276300.0,141311710.0,341756300.0,242942110.0,232834700.0,206227660.0,302230750.0
