time,MRI-ESM2-0,EC-EARTH3-VEG,EC-EARTH3,MPI-ESM1-2-HR,CESM2-WACCM,INM-CM4-8,NORESM2-MM,FGOALS-F3-L,INM-CM5-0,CESM2,CAMS-CSM1-0,BCC-CSM2-MR,GFDL-ESM4
2034.0,599446850000.0,689519850000.0,658065300000.0,713555100000.0,585309550000.0,632857760000.0,635407300000.0,643099800000.0,672500100000.0,584462300000.0,747913100000.0,602010800000.0,677288000000.0
2035.0,581985800000.0,685346260000.0,647425000000.0,702068160000.0,580453140000.0,625476570000.0,625944400000.0,630295500000.0,657372200000.0,555645140000.0,731010700000.0,585393000000.0,656694000000.0
2036.0,557423070000.0,672302800000.0,644870400000.0,684334250000.0,571685900000.0,608525300000.0,610226400000.0,608652400000.0,642623500000.0,542106780000.0,731275130000.0,563998600000.0,645522400000.0
2037.0,545631860000.0,655212600000.0,638989900000.0,666149100000.0,555153100000.0,587193650000.0,596339300000.0,599939350000.0,627819500000.0,524432570000.0,733135630000.0,556403600000.0,622896900000.0
2038.0,528284480000.0,638290900000.0,622516200000.0,653375600000.0,528760270000.0,567931000000.0,573026400000.0,586615950000.0,613033300000.0,496801380000.0,729375400000.0,536433800000.0,603474600000.0
2039.0,520814230000.0,635788200000.0,616130800000.0,650131700000.0,508786000000.0,555399500000.0,558986400000.0,563688830000.0,594222840000.0,486916330000.0,727380400000.0,529744430000.0,596233950000.0
2040.0,505441450000.0,622798200000.0,594775240000.0,626957600000.0,494402540000.0,542069560000.0,544338400000.0,536536780000.0,582388400000.0,476730230000.0,736463700000.0,512741400000.0,584872400000.0
2041.0,484887560000.0,613640960000.0,574956200000.0,617513800000.0,479082600000.0,531816450000.0,531585860000.0,531132700000.0,570030400000.0,465319170000.0,735529340000.0,501720550000.0,572940750000.0
2042.0,462246020000.0,601595700000.0,561430000000.0,596632140000.0,461573060000.0,524195600000.0,514464480000.0,510396560000.0,562635000000.0,451211030000.0,729672200000.0,488084900000.0,560781500000.0
2043.0,452340800000.0,580116940000.0,545404620000.0,587214600000.0,445549020000.0,507236840000.0,500837120000.0,502699950000.0,561664900000.0,436478150000.0,713467560000.0,473545200000.0,545240060000.0
2044.0,441433100000.0,566190740000.0,526596280000.0,565056240000.0,432073300000.0,500588300000.0,481540200000.0,480909660000.0,551128500000.0,423148650000.0,708884040000.0,456404960000.0,539795100000.0
2045.0,429225770000.0,553019240000.0,513695000000.0,558340700000.0,410981170000.0,493729100000.0,469438630000.0,456475500000.0,535999120000.0,407405630000.0,718827950000.0,449938060000.0,528194100000.0
2046.0,419604230000.0,540715350000.0,483814800000.0,548656350000.0,400963370000.0,477823660000.0,457471700000.0,433345270000.0,520863380000.0,393615930000.0,714909200000.0,441815860000.0,506406600000.0
2047.0,410550270000.0,524643900000.0,466891200000.0,536177150000.0,385593180000.0,467655030000.0,442979350000.0,416520370000.0,512624100000.0,383682250000.0,713223440000.0,424592830000.0,493577760000.0
2048.0,398944470000.0,506653700000.0,451849750000.0,523035380000.0,375692100000.0,450087000000.0,427914360000.0,400900850000.0,500653560000.0,376723960000.0,698254030000.0,416932430000.0,481797600000.0
2049.0,385840320000.0,489178170000.0,439444570000.0,503031500000.0,360654900000.0,445863800000.0,422184060000.0,391849970000.0,491418580000.0,364146160000.0,693208000000.0,405168850000.0,471814100000.0
2050.0,370614170000.0,478354930000.0,426583620000.0,492516280000.0,345439370000.0,436428180000.0,416389760000.0,367457000000.0,471420140000.0,350779050000.0,684638540000.0,397740870000.0,461124630000.0
2051.0,353829130000.0,464964780000.0,421570280000.0,479647400000.0,335265960000.0,424917270000.0,400827350000.0,351526940000.0,459712600000.0,328646720000.0,665036850000.0,381966400000.0,453648400000.0
2052.0,341417620000.0,460475400000.0,407581920000.0,466125320000.0,317901540000.0,413896870000.0,383736380000.0,333434400000.0,449947660000.0,314517720000.0,655621800000.0,371438520000.0,443511470000.0
2053.0,329206430000.0,443749760000.0,383269400000.0,456376600000.0,311171940000.0,406799700000.0,360546470000.0,316429070000.0,439410720000.0,303582540000.0,644906800000.0,353478300000.0,441693700000.0
2054.0,320222500000.0,423699120000.0,368868030000.0,441164800000.0,302899400000.0,391362250000.0,344137860000.0,318518000000.0,420698900000.0,291727000000.0,637956300000.0,338958650000.0,425961850000.0
2055.0,309713140000.0,405908420000.0,358703600000.0,427443900000.0,294202770000.0,383005850000.0,331405820000.0,305338780000.0,405831300000.0,277772470000.0,622607800000.0,322262040000.0,412255350000.0
2056.0,303247600000.0,389412160000.0,342155260000.0,418924170000.0,281841270000.0,368667720000.0,315102000000.0,297346300000.0,399255630000.0,268162990000.0,615975700000.0,306689380000.0,406151660000.0
2057.0,290397320000.0,379198570000.0,326505000000.0,406138950000.0,269932600000.0,356417900000.0,294747280000.0,286730400000.0,399294800000.0,259170240000.0,615884700000.0,289528970000.0,396806550000.0
2058.0,276129580000.0,361268940000.0,304322100000.0,392322680000.0,258048260000.0,347114960000.0,281943300000.0,277170000000.0,383240100000.0,250213170000.0,599874400000.0,274050610000.0,388189720000.0
2059.0,266052420000.0,346101380000.0,283905920000.0,370022970000.0,245149370000.0,336079130000.0,271835300000.0,266899280000.0,373783800000.0,239123960000.0,588433000000.0,258255750000.0,375868260000.0
2060.0,259115340000.0,318967940000.0,273900060000.0,361402800000.0,231850460000.0,323289940000.0,258796600000.0,258265630000.0,366455750000.0,230989450000.0,573173140000.0,243394330000.0,366815580000.0
2061.0,254070770000.0,300932500000.0,254671930000.0,356732240000.0,220062250000.0,312398740000.0,248690540000.0,249281510000.0,362155640000.0,225125190000.0,564335700000.0,228659380000.0,350348380000.0
2062.0,247411050000.0,287577100000.0,241100500000.0,343406840000.0,208501460000.0,303139400000.0,237704150000.0,238973800000.0,354380870000.0,217277330000.0,542674780000.0,214207150000.0,340035170000.0
2063.0,238932500000.0,274026790000.0,227816870000.0,332509100000.0,194228400000.0,290016000000.0,228247850000.0,230371070000.0,338535150000.0,210797970000.0,529819440000.0,200303970000.0,330466460000.0
2064.0,233057620000.0,264693370000.0,214331650000.0,323641740000.0,182956240000.0,277723500000.0,218684060000.0,220206240000.0,330001650000.0,201818720000.0,520496150000.0,193703220000.0,318566960000.0
2065.0,224526020000.0,252497170000.0,200154330000.0,312953140000.0,171448040000.0,267192900000.0,201709340000.0,211049680000.0,324442950000.0,188368580000.0,500286780000.0,182305050000.0,304364320000.0
2066.0,215325740000.0,239439900000.0,190020500000.0,303924300000.0,162211840000.0,261153870000.0,188845400000.0,201840400000.0,325384600000.0,176795350000.0,482353480000.0,169908570000.0,292919640000.0
2067.0,208653750000.0,223829490000.0,173355060000.0,295111300000.0,152193710000.0,245746380000.0,177667770000.0,191025040000.0,308750420000.0,167863100000.0,477004960000.0,159796690000.0,286172380000.0
2068.0,202579440000.0,207278930000.0,161057200000.0,278351450000.0,140921860000.0,236010860000.0,168246870000.0,184989730000.0,295026750000.0,159722050000.0,462784460000.0,149115520000.0,278109720000.0
2069.0,195562910000.0,201905050000.0,151719660000.0,271302980000.0,132570170000.0,224431870000.0,159026200000.0,172330300000.0,284355900000.0,149281880000.0,456747750000.0,136095770000.0,269516100000.0
2070.0,186826850000.0,191872200000.0,138784690000.0,263639610000.0,121598435000.0,211681900000.0,150007120000.0,164184160000.0,275876540000.0,137723070000.0,451874000000.0,127111820000.0,259998040000.0
2071.0,179296370000.0,185467160000.0,129978620000.0,255550930000.0,111598060000.0,204332340000.0,142674460000.0,155506520000.0,270602160000.0,127941950000.0,442009000000.0,117351020000.0,251492700000.0
2072.0,169645200000.0,174445430000.0,123020526000.0,248863830000.0,102117286000.0,197510450000.0,133236744000.0,145832130000.0,260353720000.0,121795445000.0,424510030000.0,110866920000.0,247112200000.0
2073.0,162101300000.0,161840090000.0,119227520000.0,237672640000.0,93660750000.0,190778830000.0,124760015000.0,138122790000.0,251037420000.0,113690800000.0,411399300000.0,105633820000.0,234796240000.0
2074.0,155038910000.0,149994470000.0,112670925000.0,229900520000.0,82024570000.0,185844650000.0,117534870000.0,129228130000.0,250104800000.0,104771944000.0,402531900000.0,99483840000.0,224865030000.0
2075.0,145585680000.0,139676190000.0,105339070000.0,217427000000.0,71667630000.0,178749690000.0,109623560000.0,122030785000.0,241055200000.0,97673404000.0,397483800000.0,94461390000.0,209911050000.0
2076.0,141386940000.0,131180945000.0,98417320000.0,206264710000.0,65746320000.0,170644850000.0,101791640000.0,113621000000.0,234484700000.0,90895460000.0,387082450000.0,86453460000.0,205304170000.0
2077.0,132801800000.0,120646190000.0,91986480000.0,198920290000.0,59541004000.0,163200680000.0,96490590000.0,107507910000.0,230094260000.0,85040734000.0,380729920000.0,78441054000.0,199676260000.0
2078.0,125712710000.0,114500790000.0,83306185000.0,189091560000.0,52620968000.0,157610430000.0,92133425000.0,101213815000.0,222206430000.0,78070390000.0,365680850000.0,71800260000.0,192729120000.0
2079.0,120492890000.0,107263610000.0,74407270000.0,181034200000.0,48420897000.0,150958870000.0,88217666000.0,92424765000.0,214382350000.0,71979210000.0,353968800000.0,64889830000.0,182832070000.0
2080.0,114015080000.0,97098550000.0,68846530000.0,170683560000.0,44706770000.0,142324560000.0,80457015000.0,84168610000.0,208667330000.0,66010840000.0,347246600000.0,59424900000.0,177585620000.0
2081.0,105954116000.0,88756560000.0,63293440000.0,161162600000.0,41209840000.0,137444790000.0,74679020000.0,76508160000.0,197819990000.0,61256510000.0,338099600000.0,54788480000.0,169328980000.0
2082.0,98823060000.0,82666170000.0,57733180000.0,152414360000.0,37716540000.0,134345695000.0,68955520000.0,71869920000.0,185851280000.0,55668950000.0,319030000000.0,49004007000.0,160114480000.0
2083.0,92170100000.0,76787980000.0,51504260000.0,144227500000.0,34006737000.0,126877520000.0,62795174000.0,65415574000.0,179046920000.0,52368036000.0,307112180000.0,44678377000.0,152530300000.0
2084.0,86889970000.0,69373860000.0,47735830000.0,137060840000.0,29637660000.0,117673640000.0,57160460000.0,60685718000.0,172294200000.0,49160810000.0,294401250000.0,40619330000.0,146244110000.0
2085.0,81514996000.0,61798072000.0,45685230000.0,128832510000.0,25219326000.0,113562590000.0,53738226000.0,55686373000.0,165180870000.0,43497742000.0,285458530000.0,37582307000.0,138542530000.0
2086.0,75707370000.0,54876280000.0,41997370000.0,123148200000.0,22624390000.0,107473650000.0,49361480000.0,52144054000.0,156452860000.0,39079457000.0,273290020000.0,34541343000.0,132863500000.0
2087.0,69532800000.0,48041830000.0,38319632000.0,115185370000.0,20197160000.0,103037490000.0,45455946000.0,47875695000.0,149981020000.0,35024700000.0,262647960000.0,30476945000.0,126347624000.0
2088.0,65051865000.0,42136390000.0,34270278000.0,109332324000.0,17980733000.0,97006450000.0,42783756000.0,43607822000.0,144083160000.0,32473809000.0,254066920000.0,28249640000.0,123055964000.0
2089.0,61389402000.0,36656447000.0,31123964000.0,101147910000.0,15964643000.0,91714810000.0,38258577000.0,40356500000.0,138392400000.0,29859279000.0,244716190000.0,26547384000.0,116732396000.0
2090.0,58686267000.0,33647118000.0,28897714000.0,94334665000.0,14898733000.0,87270600000.0,33474793000.0,35344093000.0,131484836000.0,26690443000.0,236292390000.0,24876870000.0,110079380000.0
2091.0,53656660000.0,31542634000.0,26233010000.0,88216035000.0,13306877000.0,80786760000.0,30990617000.0,32795210000.0,126243000000.0,24308687000.0,226754310000.0,22559160000.0,103629720000.0
2092.0,50949403000.0,29033810000.0,24172229000.0,82503565000.0,12062328000.0,76096860000.0,29925638000.0,31950610000.0,123032584000.0,21991442000.0,218393670000.0,20699808000.0,99054740000.0
2093.0,46805460000.0,26220840000.0,22364168000.0,79268856000.0,10596194000.0,70906420000.0,27066466000.0,29648644000.0,117666595000.0,19909192000.0,203943540000.0,18916210000.0,94397550000.0
2094.0,43334447000.0,23522836000.0,19474475000.0,72839240000.0,9502447000.0,67249648000.0,25008878000.0,27876692000.0,112825070000.0,18338755000.0,199361870000.0,17398544000.0,87530690000.0
2095.0,40515523000.0,20960307000.0,17177086000.0,67765113000.0,8343407600.0,62528565000.0,21980344000.0,25677062000.0,107332880000.0,16549371000.0,197247220000.0,16030910000.0,82372985000.0
2096.0,38306456000.0,18728868000.0,15883629000.0,63421854000.0,7035224000.0,59145708000.0,20375906000.0,24090003000.0,102417920000.0,14836622000.0,188648200000.0,14353221000.0,78336030000.0
2097.0,35166392000.0,16561349000.0,14278828000.0,59083526000.0,6398907000.0,55784096000.0,18741620000.0,22927045000.0,97868370000.0,13222906000.0,179119330000.0,13567038000.0,75668914000.0
2098.0,33324665000.0,14865797000.0,12089325000.0,55595000000.0,5901595600.0,52670720000.0,17620930000.0,21237567000.0,94427250000.0,11943643000.0,170594340000.0,12592930000.0,71755280000.0
2099.0,30992267000.0,13553234000.0,11203637000.0,52348380000.0,5507968500.0,50419480000.0,15506545000.0,19679269000.0,89736100000.0,10617690000.0,163537810000.0,11369815000.0,68322025000.0
2100.0,28559106000.0,12203219000.0,10197863000.0,49682280000.0,5092150000.0,48447164000.0,13656444000.0,18587814000.0,88343560000.0,9693166000.0,161461650000.0,10141317000.0,65272234000.0
