time,MPI-ESM-LR,IPSL-CM5A-LR,CNRM-CM5,GFDL-CM3,GISS-E2-R,NORESM1-M,CCSM4,CSIRO-MK3-6-0,CANESM2,GFDL-ESM2G
2028.0,2158208800.0,2062740500.0,2115213700.0,1982785300.0,2181841700.0,2024565400.0,2127765000.0,2127685100.0,2046842100.0,2161005800.0
2029.0,2136949500.0,2023468300.0,2115733500.0,1939329800.0,2120620500.0,1960245100.0,2052736100.0,2152556800.0,1975327100.0,2090925700.0
2030.0,2171768000.0,1981503000.0,2093613000.0,1896820500.0,2091008100.0,1945215700.0,2039805300.0,2082039600.0,1936960400.0,2053871200.0
2031.0,2231635700.0,1931482900.0,2086126200.0,1842511100.0,2058559700.0,1877103200.0,1971652400.0,2075546200.0,1899258800.0,2027128700.0
2032.0,2162674000.0,1892187500.0,2208270800.0,1794540200.0,2037500800.0,1804858000.0,1937735000.0,2100652900.0,1848314900.0,2047198700.0
2033.0,2161233700.0,1872056600.0,2060438500.0,1750364500.0,2024847700.0,1759811200.0,1926755500.0,2027727500.0,1803137700.0,1981857700.0
2034.0,2037866000.0,1809647900.0,2028031700.0,1694489700.0,1973649200.0,1713912700.0,1875629300.0,1984057500.0,1760823900.0,1938458800.0
2035.0,2019334500.0,1790496600.0,1976837100.0,1641554200.0,1914427300.0,1662650200.0,1848702100.0,1950252300.0,1710419000.0,1928271900.0
2036.0,1951039100.0,1723168800.0,1927268100.0,1578877600.0,1877526500.0,1627452300.0,1792436500.0,2004377900.0,1658615800.0,1914163800.0
2037.0,1950436900.0,1689814800.0,1892268900.0,1540961500.0,1845501300.0,1561396600.0,1783596700.0,1878111000.0,1612616400.0,1877492900.0
2038.0,1886137900.0,1632481300.0,1858674800.0,1478125400.0,1831717000.0,1514867300.0,1736675000.0,1852330100.0,1578729900.0,1844746900.0
2039.0,1823478000.0,1588802300.0,1875174900.0,1409748100.0,1804759300.0,1469998000.0,1711984900.0,1854247600.0,1518532200.0,1851914600.0
2040.0,1801176300.0,1537569300.0,1826807400.0,1350903400.0,1738268000.0,1411202000.0,1680686800.0,1796657200.0,1483423100.0,1824223400.0
2041.0,1776290800.0,1488956500.0,1784127700.0,1285352200.0,1740183400.0,1358925700.0,1614567800.0,1765440900.0,1416303200.0,1739938200.0
2042.0,1765496600.0,1425079200.0,1784414300.0,1226682000.0,1695612500.0,1294085600.0,1547841500.0,1730183300.0,1359589400.0,1700165600.0
2043.0,1717841000.0,1372550800.0,1709283800.0,1170154900.0,1634567300.0,1235929000.0,1503360800.0,1710017000.0,1303032600.0,1666120600.0
2044.0,1641685600.0,1315410700.0,1709491200.0,1106931700.0,1586802300.0,1187493000.0,1465658900.0,1645511700.0,1243887500.0,1674825600.0
2045.0,1648624600.0,1252031200.0,1650966100.0,1044775400.0,1536179000.0,1141373600.0,1410564100.0,1663107700.0,1196798700.0,1573101000.0
2046.0,1565810200.0,1185551400.0,1622243200.0,988503800.0,1500919200.0,1072448400.0,1350230800.0,1616774100.0,1130010000.0,1530386800.0
2047.0,1543633300.0,1143394000.0,1564129800.0,927873340.0,1468817900.0,1027898240.0,1307009200.0,1540847000.0,1066304640.0,1506506400.0
2048.0,1476413800.0,1137070600.0,1525450400.0,870517500.0,1435113100.0,992274000.0,1237793700.0,1500659700.0,1002180100.0,1440218200.0
2049.0,1427722100.0,1044858050.0,1495885200.0,809399550.0,1370320900.0,945041660.0,1199979300.0,1492170600.0,944004500.0,1412314000.0
2050.0,1387666400.0,992047170.0,1432542800.0,766674200.0,1337540500.0,903896450.0,1153877400.0,1430200200.0,891755460.0,1374127600.0
2051.0,1381534300.0,934757300.0,1391015200.0,704567200.0,1320104700.0,876738500.0,1104410000.0,1388093800.0,843377340.0,1345438600.0
2052.0,1343652700.0,886469300.0,1359899100.0,654063300.0,1252580400.0,842767170.0,1062104300.0,1362479700.0,798756600.0,1317425500.0
2053.0,1289733100.0,835971900.0,1351806800.0,615281340.0,1186320900.0,799574340.0,1007858750.0,1319415200.0,759842700.0,1270702700.0
2054.0,1261941800.0,786257900.0,1285224100.0,574372540.0,1141876700.0,771871360.0,969901200.0,1268939100.0,718794940.0,1248373000.0
2055.0,1222503700.0,750224400.0,1235293000.0,534772480.0,1094499500.0,745762100.0,943864000.0,1215715200.0,676195700.0,1200086700.0
2056.0,1171021800.0,699403100.0,1202129200.0,494240700.0,1077050600.0,712388030.0,877508600.0,1190405600.0,639504500.0,1162752100.0
2057.0,1149712900.0,658781060.0,1152309600.0,459696200.0,1047676800.0,678120800.0,832771500.0,1152153100.0,608510500.0,1108855000.0
2058.0,1155019100.0,624003460.0,1124332800.0,422440900.0,1022000450.0,653121800.0,791040830.0,1105681400.0,576445900.0,1080429600.0
2059.0,1081360100.0,591521340.0,1112251100.0,398468540.0,974804860.0,619364350.0,752392060.0,1064688000.0,540634700.0,1053479940.0
2060.0,1024222850.0,561558500.0,1052631800.0,363537540.0,929675970.0,597525700.0,716365440.0,1023434560.0,513865300.0,1026759600.0
2061.0,1009067100.0,534234720.0,1006908900.0,341066050.0,902145300.0,581451400.0,679571260.0,989942200.0,486027360.0,991730500.0
2062.0,964415800.0,508561660.0,983804350.0,313242400.0,868341200.0,547319400.0,649494000.0,957981900.0,448426600.0,961687000.0
2063.0,923398100.0,480427520.0,917649500.0,281656030.0,821178600.0,522139870.0,619814340.0,920856260.0,423142270.0,928362200.0
2064.0,898127550.0,461305060.0,875555400.0,253045040.0,816318200.0,493996580.0,592376060.0,877876200.0,400825300.0,904830850.0
2065.0,871184800.0,435761920.0,830351800.0,229584510.0,780903040.0,473027460.0,560956860.0,838395460.0,369753660.0,871016400.0
2066.0,844107700.0,415080830.0,787125100.0,212988700.0,745584200.0,445714240.0,529398000.0,784664300.0,345561630.0,867166900.0
2067.0,825245500.0,388855550.0,748973630.0,200449140.0,720239900.0,412825280.0,510517600.0,758326300.0,332116160.0,811143500.0
2068.0,792238800.0,360068160.0,719895550.0,183619280.0,713680000.0,393438720.0,498605440.0,716639740.0,306172000.0,780615500.0
2069.0,765234300.0,339793470.0,686592800.0,173423780.0,721306300.0,367114200.0,459735700.0,679027700.0,293636220.0,749366400.0
2070.0,745276740.0,316511900.0,652631230.0,162451550.0,669773440.0,351537540.0,440359740.0,653003200.0,277967740.0,715291260.0
2071.0,717401340.0,298094530.0,619530560.0,152431870.0,646370050.0,337014620.0,408824480.0,626970100.0,260508210.0,688460200.0
2072.0,695254100.0,279535520.0,627775360.0,142578060.0,643848960.0,317999230.0,383980770.0,596768830.0,247543700.0,667026100.0
2073.0,671138050.0,269412500.0,574186400.0,135005380.0,619174460.0,303644100.0,368495070.0,576644100.0,237060100.0,646595650.0
2074.0,647140740.0,249848450.0,548588350.0,128303670.0,613505400.0,283655140.0,347211520.0,553859300.0,220065010.0,620984640.0
2075.0,625524100.0,238915460.0,519310500.0,122707600.0,596313150.0,268937440.0,327278460.0,526374750.0,205171680.0,601268100.0
2076.0,604820600.0,224051040.0,496649120.0,117626140.0,585144800.0,251962600.0,309523620.0,493449600.0,195693460.0,574614140.0
2077.0,575252400.0,209329900.0,457169280.0,112545370.0,565988860.0,235065230.0,289802900.0,457482140.0,186199500.0,560983400.0
2078.0,554827500.0,194129660.0,437153470.0,109197620.0,568876000.0,221376380.0,270035400.0,434735000.0,179419400.0,538098940.0
2079.0,525617280.0,180362160.0,414668200.0,105410020.0,520183780.0,212975260.0,255749520.0,412156830.0,173949730.0,523246560.0
2080.0,497973150.0,172348030.0,384632030.0,102524216.0,518119100.0,204082000.0,244209070.0,386404480.0,167015680.0,502934720.0
2081.0,480041280.0,165524500.0,361407700.0,97539730.0,489216540.0,193499340.0,231989890.0,367047600.0,161013230.0,484878270.0
2082.0,460125340.0,157137920.0,342311900.0,94497220.0,477445300.0,181649650.0,220717340.0,351398850.0,152947540.0,455368600.0
2083.0,441178000.0,149662910.0,321004400.0,92590800.0,472343070.0,173842190.0,210599140.0,335685220.0,148080110.0,434669020.0
2084.0,422007970.0,142716320.0,311406720.0,90721290.0,460626500.0,170610430.0,200523310.0,308116740.0,144199470.0,417121300.0
2085.0,404067740.0,136228220.0,278765250.0,87124370.0,447813950.0,161365920.0,188955340.0,294848770.0,138256860.0,392829100.0
2086.0,380001630.0,130412400.0,267800800.0,83831816.0,437912900.0,156687760.0,182112750.0,277320740.0,134597780.0,379315970.0
2087.0,365551300.0,124331384.0,253939700.0,81268610.0,429435170.0,151331860.0,175731700.0,262594000.0,128783950.0,374128900.0
2088.0,346405380.0,118398696.0,241059980.0,79136650.0,420283740.0,146433280.0,168430000.0,247735040.0,124594380.0,350187680.0
2089.0,333091600.0,112854090.0,236622910.0,77364184.0,404552830.0,141455800.0,163289780.0,235746500.0,120354590.0,327676130.0
2090.0,315299040.0,108959944.0,220176180.0,73997096.0,391478660.0,135195200.0,157275040.0,223804300.0,116371880.0,317504670.0
2091.0,295322780.0,106207900.0,206769740.0,73141560.0,381112060.0,129588100.0,151803460.0,216157980.0,111960110.0,305258240.0
2092.0,273537950.0,101105090.0,194950900.0,69720160.0,368293760.0,123488616.0,146510620.0,202251400.0,108636790.0,298519940.0
2093.0,258302290.0,98819780.0,185385090.0,68565940.0,356098140.0,121146296.0,140317940.0,193900290.0,105144050.0,280226020.0
2094.0,247642100.0,95429990.0,179176910.0,66474188.0,347313760.0,115455816.0,135760340.0,187513070.0,102143620.0,265244080.0
2095.0,235997710.0,91931010.0,177214340.0,63793588.0,342301630.0,112009624.0,131456480.0,177875260.0,98755030.0,254740900.0
2096.0,219429140.0,90498504.0,167618100.0,61863940.0,329814000.0,108972910.0,127713060.0,172365760.0,95854184.0,244146460.0
2097.0,208353200.0,86700250.0,160391200.0,60696476.0,334089340.0,105734220.0,123196880.0,167915890.0,92816790.0,234336800.0
2098.0,198694260.0,84013570.0,155087460.0,59365936.0,320867600.0,102277360.0,119201990.0,160016420.0,91067430.0,224678830.0
2099.0,190732580.0,82275020.0,147897600.0,55691532.0,325714530.0,99872330.0,115650936.0,154884530.0,88820900.0,215699040.0
2100.0,182431630.0,80368470.0,143184030.0,53864150.0,301030660.0,98620180.0,111306830.0,148262750.0,86793890.0,208265660.0
