time,IPSL-CM5A-LR,CNRM-CM5,GFDL-CM3,GISS-E2-R,MPI-ESM-LR,CSIRO-MK3-6-0,CCSM4,GFDL-ESM2G,CANESM2,CESM1-CAM5,NORESM1-M
2016.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0,2337163800.0
2017.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0,2293793800.0
2018.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0,2331189000.0
2019.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0,2288971300.0
2020.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0,2312613600.0
2021.0,2251041000.0,2253102300.0,2228233200.0,2248158200.0,2255391500.0,2264454000.0,2259362000.0,2279408000.0,2267288000.0,2247446000.0,2260048400.0
2022.0,2233264600.0,2278425600.0,2183453700.0,2286680800.0,2194789600.0,2251146500.0,2274252300.0,2294903000.0,2213265400.0,2252877600.0,2260209700.0
2023.0,2188582400.0,2260983600.0,2155339800.0,2281430000.0,2201640200.0,2222439000.0,2226602500.0,2255730400.0,2206480000.0,2406901500.0,2205302500.0
2024.0,2150849000.0,2262755800.0,2117116300.0,2252124700.0,2174633000.0,2183340000.0,2262287000.0,2191875600.0,2170114600.0,2197705200.0,2182298400.0
2025.0,2140988200.0,2243570700.0,2059464400.0,2196882000.0,2201794000.0,2164367000.0,2206896000.0,2236442600.0,2148244700.0,2181688300.0,2140657500.0
2026.0,2155330800.0,2345253600.0,2026330000.0,2160825600.0,2124065800.0,2147584300.0,2238839600.0,2166016000.0,2128489600.0,2131379600.0,2131042300.0
2027.0,2089349800.0,2184673300.0,2002887300.0,2144163100.0,2094798000.0,2133227600.0,2192430300.0,2162034000.0,2076769700.0,2091820900.0,2112836100.0
2028.0,2050270500.0,2137173400.0,1933290600.0,2124837200.0,2124278500.0,2088504800.0,2237585200.0,2121172400.0,2060086700.0,2241467100.0,2150343400.0
2029.0,2019000200.0,2108574500.0,1880878700.0,2141575300.0,2017733500.0,2049342200.0,2161185800.0,2118642600.0,2028293800.0,2109752800.0,2070417800.0
2030.0,1990434000.0,2142149900.0,1829118500.0,2085064000.0,1985112600.0,2009330600.0,2131493900.0,2082125700.0,1988812500.0,2038685700.0,2038328300.0
2031.0,1959330700.0,2091737500.0,1767870200.0,2179135700.0,1962352600.0,1975200900.0,2104842000.0,2058688500.0,1946310900.0,1982320900.0,2044158000.0
2032.0,1933321100.0,2029054200.0,1720250200.0,2089258900.0,1933598300.0,1975695100.0,2075222000.0,2027935600.0,1917945700.0,1955030400.0,1934637600.0
2033.0,1916017200.0,2050459400.0,1652258600.0,2027988600.0,1903491700.0,1917420500.0,2055533200.0,1960586600.0,1898276900.0,1902147800.0,1902337000.0
2034.0,1872245500.0,2004855300.0,1588493000.0,1978895100.0,1886512100.0,1926708200.0,2019803500.0,1982011900.0,1864160500.0,1874660700.0,1858351400.0
2035.0,1831473900.0,1983391900.0,1551343000.0,1924546800.0,1827123200.0,1860080500.0,2016920300.0,1980802300.0,1837384300.0,1834705200.0,1863952000.0
2036.0,1808347900.0,1988802600.0,1519848800.0,1906462700.0,1794199800.0,1826002600.0,2029666000.0,1992815900.0,1787717600.0,1787996800.0,1814439200.0
2037.0,1786444900.0,1958096300.0,1452112400.0,1887030500.0,1788427100.0,1772242300.0,1990334200.0,2009179800.0,1752616100.0,1770848100.0,1761251700.0
2038.0,1763281700.0,1907799400.0,1396558500.0,1905960300.0,1743600800.0,1900277800.0,1946846000.0,1911712100.0,1715500400.0,1764645200.0,1719358100.0
2039.0,1697661600.0,1862386300.0,1342897300.0,1881881100.0,1721993900.0,1743143400.0,1962318200.0,1911854100.0,1704422000.0,1754168000.0,1685242900.0
2040.0,1642652500.0,1827377000.0,1272613500.0,1876401500.0,1662760600.0,1743869000.0,1875875600.0,1868941800.0,1630368600.0,1686054900.0,1710244900.0
2041.0,1585635800.0,1774212000.0,1210007300.0,1806989400.0,1649912800.0,1707320600.0,1861916900.0,1806592000.0,1616250400.0,1707854200.0,1625561600.0
2042.0,1557158700.0,1769055500.0,1154853200.0,1880511000.0,1597414000.0,1663361000.0,1818851700.0,1844578800.0,1571320600.0,1615474000.0,1593337700.0
2043.0,1521694100.0,1740991600.0,1097705600.0,1814533400.0,1564846100.0,1628568000.0,1777881500.0,1772970500.0,1549397000.0,1591185900.0,1558140300.0
2044.0,1505111400.0,1707816300.0,1065906940.0,1794714900.0,1513205000.0,1577731800.0,1803577000.0,1751073300.0,1522372500.0,1578452500.0,1556074100.0
2045.0,1456524300.0,1674371300.0,1013562700.0,1721382900.0,1494670600.0,1552196500.0,1734387700.0,1710760700.0,1450501500.0,1538794000.0,1549125600.0
2046.0,1427177000.0,1643491200.0,949115900.0,1705300700.0,1439664300.0,1510067000.0,1697637100.0,1707537000.0,1486616700.0,1471062300.0,1459905400.0
2047.0,1361407900.0,1598302500.0,883954370.0,1799972200.0,1402442500.0,1466747800.0,1682837900.0,1646082400.0,1375482000.0,1437934800.0,1443245600.0
2048.0,1320961900.0,1580049200.0,825770900.0,1677263200.0,1363153700.0,1428758700.0,1660395500.0,1618201300.0,1375775900.0,1435739600.0,1433908200.0
2049.0,1283800000.0,1658689800.0,780567800.0,1809874400.0,1329413500.0,1427268400.0,1604511000.0,1646065200.0,1299630000.0,1377359600.0,1396247400.0
2050.0,1238397200.0,1605321600.0,745488260.0,1681491300.0,1320911400.0,1382487300.0,1652660400.0,1605576700.0,1279713500.0,1370533400.0,1355061900.0
2051.0,1189699300.0,1524033300.0,704691900.0,1804978700.0,1285505200.0,1347647500.0,1591003600.0,1553667500.0,1219215400.0,1326257400.0,1324459500.0
2052.0,1158791700.0,1515651700.0,676731100.0,1699801100.0,1240147300.0,1313492100.0,1533093500.0,1786681700.0,1187469300.0,1292014000.0,1283636200.0
2053.0,1188840400.0,1425660700.0,644164030.0,1623486600.0,1269069300.0,1301357700.0,1523361900.0,1876040200.0,1197098000.0,1264287700.0,1249947100.0
2054.0,1141185000.0,1402340900.0,595849900.0,1584759400.0,1187558700.0,1274869900.0,1530656100.0,1715578000.0,1142324100.0,1213241700.0,1211640600.0
2055.0,1252981500.0,1362053100.0,572852100.0,1718145700.0,1210974800.0,1222088800.0,1476602100.0,1904973400.0,1119691900.0,1182488400.0,1221926300.0
2056.0,1066678800.0,1388512300.0,552910900.0,1803724300.0,1133823100.0,1234972300.0,1443766000.0,1793148500.0,1086561200.0,1168237300.0,1178429400.0
2057.0,1033006000.0,1325736800.0,526969440.0,1758353000.0,1233935200.0,1193788900.0,1431059200.0,1838428800.0,1053325700.0,1133183600.0,1158329700.0
2058.0,997093900.0,1389485000.0,508314020.0,1646272600.0,1140567200.0,1186923900.0,1442652900.0,1697977100.0,1026254600.0,1126068600.0,1160925600.0
2059.0,990795100.0,1271204100.0,487318370.0,1584514700.0,1139639400.0,1202094700.0,1573352000.0,1626478800.0,1024640400.0,1078369500.0,1072482100.0
2060.0,969209800.0,1254291300.0,472891000.0,1542468000.0,1172131300.0,1162459000.0,1445357800.0,1564743000.0,959819140.0,1052114940.0,1081067900.0
2061.0,932214660.0,1213151600.0,456135740.0,1634218200.0,1062125500.0,1091674800.0,1376642400.0,1549611300.0,931019900.0,1037004740.0,1029642500.0
2062.0,932259140.0,1236804900.0,431634850.0,1481141100.0,1046011300.0,1056723100.0,1417670100.0,1549384000.0,889546600.0,991536300.0,999480450.0
2063.0,928759700.0,1291997300.0,418656000.0,1473206400.0,1027853760.0,1042919900.0,1420398600.0,1522344800.0,861241100.0,1011183300.0,1048536500.0
2064.0,884727360.0,1242756700.0,400454980.0,1440575600.0,994442400.0,1075812100.0,1320495400.0,1504917600.0,857360500.0,942416000.0,961271800.0
2065.0,863103700.0,1191280800.0,388392450.0,1410239700.0,1049718460.0,995832100.0,1282916200.0,1572502000.0,855170000.0,954772540.0,986036540.0
2066.0,879855300.0,1141104600.0,369654300.0,1414424300.0,1042460400.0,997037760.0,1250043300.0,1542415400.0,801179900.0,906232300.0,979313500.0
2067.0,823176260.0,1099592700.0,356387900.0,1369686400.0,959090750.0,1019109800.0,1381596500.0,1442740100.0,791974500.0,887083000.0,921527550.0
2068.0,787461000.0,1149543400.0,342913250.0,1336329900.0,1005093400.0,932845950.0,1403174800.0,1646640300.0,776950400.0,885552400.0,899924300.0
2069.0,798870660.0,1089255300.0,329345540.0,1396440600.0,994148160.0,978558500.0,1242758300.0,1516670500.0,794886800.0,1032237060.0,880262850.0
2070.0,758782340.0,1072820030.0,315248000.0,1362322800.0,952918300.0,962326800.0,1275860200.0,1430821400.0,738004000.0,822524600.0,881712300.0
2071.0,738579260.0,1070185540.0,306685120.0,1537795600.0,979866600.0,931661000.0,1266865900.0,1485553900.0,747668300.0,810050050.0,853540540.0
2072.0,732018700.0,1061692740.0,297274140.0,1320157300.0,955982700.0,928040500.0,1266547000.0,1425503100.0,823708740.0,852116160.0,966676400.0
2073.0,719658560.0,1062297800.0,283694400.0,1487821300.0,1157716100.0,980585860.0,1186778200.0,1406691600.0,842255900.0,803574800.0,873058600.0
2074.0,724640260.0,1008879550.0,280078750.0,1385386500.0,968933060.0,894340400.0,1164638100.0,1389544300.0,713831800.0,764569800.0,819749570.0
2075.0,738329700.0,981176600.0,270006820.0,1278849700.0,929052600.0,946482050.0,1197381000.0,1339938400.0,707892160.0,765417540.0,808970900.0
2076.0,733251800.0,978885760.0,260841980.0,1252871200.0,924377700.0,861139800.0,1139453700.0,1413011200.0,712327300.0,754535360.0,807843400.0
2077.0,693763000.0,955746050.0,263520800.0,1240483300.0,994499600.0,832892300.0,1222168700.0,1340068100.0,692362000.0,747748860.0,787664060.0
2078.0,744028200.0,947913540.0,256081600.0,1426628200.0,935453100.0,926418240.0,1241556500.0,1321723900.0,675553540.0,734113540.0,775789000.0
2079.0,677651140.0,938181500.0,247852880.0,1428027500.0,948570240.0,823970700.0,1145938200.0,1336000800.0,714364500.0,727049700.0,786562240.0
2080.0,674430600.0,912662100.0,239911170.0,1325655700.0,997389440.0,793760800.0,1161778200.0,1316979700.0,677048000.0,851588800.0,779432000.0
2081.0,653503360.0,975078660.0,241525600.0,1289616600.0,876973100.0,819350700.0,1121650000.0,1360648600.0,664400260.0,698101760.0,814362400.0
2082.0,642383800.0,931036000.0,232779170.0,1249231100.0,906747140.0,831741250.0,1105759200.0,1384917800.0,640726700.0,738632900.0,738551230.0
2083.0,659913340.0,935785700.0,227486720.0,1234762500.0,990964300.0,805556200.0,1061103000.0,1302660000.0,636647500.0,706485700.0,738693570.0
2084.0,630834200.0,989130400.0,228650530.0,1373549700.0,853719700.0,788156350.0,1106971800.0,1395827500.0,615118140.0,672355260.0,715901300.0
2085.0,613919800.0,859386200.0,241515630.0,1281586400.0,872090700.0,791935900.0,1141700600.0,1864216800.0,619138050.0,745392700.0,703482240.0
2086.0,607738800.0,985548860.0,228179420.0,1302732900.0,848147140.0,815542140.0,1342117100.0,1383469800.0,614831200.0,717671700.0,695666600.0
2087.0,605453200.0,981455800.0,217624880.0,1570958600.0,818616800.0,820126460.0,1176051100.0,1354978000.0,593510140.0,672384200.0,685548500.0
2088.0,692366850.0,919299900.0,215107330.0,1359939600.0,965922560.0,854507600.0,1242775400.0,1312477800.0,574993400.0,727803400.0,712797000.0
2089.0,688595400.0,850310660.0,208329020.0,1213879700.0,884523970.0,740447500.0,1322566000.0,1289371100.0,588378050.0,698894460.0,713389250.0
2090.0,1112590600.0,819809100.0,206069550.0,1212544000.0,853213630.0,753975200.0,1201967400.0,1255573900.0,564929100.0,654680600.0,681917060.0
2091.0,840565100.0,866963460.0,202734740.0,1694266200.0,824567300.0,714452160.0,1207439200.0,1294099800.0,570637100.0,621955650.0,771912960.0
2092.0,681354940.0,839488640.0,200843230.0,1433828100.0,791510600.0,739058050.0,1110330400.0,1265919500.0,570022400.0,603363800.0,678917950.0
2093.0,592989200.0,883522100.0,198442720.0,1281349400.0,812550140.0,889905000.0,1115993700.0,1379148300.0,559376400.0,592866600.0,663224640.0
2094.0,572159300.0,827011140.0,196439780.0,1338707300.0,774322000.0,744929150.0,1229378000.0,1529842800.0,542357100.0,660915500.0,643080500.0
2095.0,572497600.0,810704000.0,193715060.0,1244875100.0,777081150.0,685931460.0,1133338900.0,1392198000.0,530883650.0,630583940.0,647408800.0
2096.0,588639170.0,858144830.0,193898340.0,1229146500.0,794430400.0,853737900.0,1112019000.0,1381772200.0,540630660.0,584130300.0,630668350.0
2097.0,558068700.0,930908400.0,193340860.0,1214262000.0,777989200.0,715765000.0,1217641100.0,1549525000.0,526410600.0,583880300.0,642936200.0
2098.0,562836700.0,946376500.0,191009380.0,1243958700.0,962003700.0,669193860.0,1143943400.0,1434903900.0,514776500.0,567724800.0,662461500.0
2099.0,634386300.0,880199550.0,187597150.0,1161302000.0,832691140.0,663983800.0,1193489500.0,1467456600.0,525723620.0,664148700.0,674137200.0
2100.0,567702500.0,1001026200.0,185449630.0,1132124700.0,853636600.0,675279360.0,1061425540.0,1364562300.0,504964450.0,684882200.0,617307800.0
