time,NORESM1-M,CESM1-CAM5,GFDL-ESM2G,CCSM4,CSIRO-MK3-6-0,GISS-E2-R,GFDL-CM3,IPSL-CM5A-LR
2035.0,1852694700.0,1854828400.0,2116640800.0,1922230500.0,1996901600.0,2015265500.0,1646448500.0,1827685600.0
2036.0,1812606800.0,1847727200.0,2043084200.0,1924229600.0,2016219600.0,1925198100.0,1595930000.0,1824419000.0
2037.0,1769810200.0,1810211800.0,2022495700.0,1859350000.0,1971033200.0,1920080400.0,1539247500.0,1756714100.0
2038.0,1765491000.0,1749828200.0,1967441800.0,1829444600.0,1940410800.0,1902200000.0,1519795700.0,1709544300.0
2039.0,1710491400.0,1708019600.0,1943227800.0,1797152400.0,1882982900.0,1846460200.0,1449162400.0,1665798500.0
2040.0,1703181200.0,1675412000.0,1987916200.0,1756210200.0,1869598600.0,1843838300.0,1399483500.0,1615364200.0
2041.0,1644248400.0,1637073000.0,1951498500.0,1722167900.0,1934691800.0,1839932500.0,1340449700.0,1576818400.0
2042.0,1603576200.0,1639543900.0,2008140400.0,1693343100.0,1848200400.0,1788662500.0,1278466200.0,1529353500.0
2043.0,1582369900.0,1587524500.0,1875583200.0,1718030000.0,1818517600.0,1768958300.0,1223818200.0,1482757400.0
2044.0,1530884600.0,1518172200.0,1886197400.0,1629377500.0,1770775800.0,1745096400.0,1179586600.0,1474156200.0
2045.0,1495267700.0,1464274400.0,1858745600.0,1589181700.0,1749310200.0,1741403900.0,1128655700.0,1407146000.0
2046.0,1457014000.0,1427506600.0,1809152900.0,1605845200.0,1713983700.0,1673320300.0,1079119700.0,1367892600.0
2047.0,1533361900.0,1393763500.0,1765250000.0,1538303900.0,1675175200.0,1647749600.0,1035876860.0,1304209700.0
2048.0,1438528600.0,1345896100.0,1746884100.0,1486874500.0,1653655900.0,1611293300.0,992944600.0,1263714700.0
2049.0,1368027100.0,1320145400.0,1721741400.0,1448852400.0,1609102600.0,1587648600.0,936877630.0,1203941900.0
2050.0,1373924100.0,1328832500.0,1678036700.0,1438271500.0,1562970500.0,1570573600.0,889632600.0,1167072900.0
2051.0,1305828500.0,1267300600.0,1637863700.0,1413202800.0,1548457500.0,1526844500.0,840548400.0,1119965300.0
2052.0,1264158600.0,1230290200.0,1607399300.0,1361587100.0,1499233200.0,1552751400.0,802322750.0,1071642900.0
2053.0,1234546300.0,1185956100.0,1592804500.0,1332243600.0,1475831300.0,1475082500.0,766299700.0,1027789900.0
2054.0,1229631600.0,1177155500.0,1558980100.0,1331754900.0,1448092900.0,1436127400.0,719705860.0,985782800.0
2055.0,1190202100.0,1128835500.0,1624563500.0,1298254100.0,1432877200.0,1439110400.0,676355300.0,956167740.0
2056.0,1138094100.0,1113732500.0,1566047400.0,1275756700.0,1424292000.0,1399844700.0,647264900.0,903139300.0
2057.0,1104242200.0,1133107000.0,1479039500.0,1263114500.0,1375507200.0,1388424400.0,612554200.0,865161700.0
2058.0,1087230000.0,1040288700.0,1454337400.0,1203014800.0,1318572200.0,1419327000.0,584490300.0,824032640.0
2059.0,1038990500.0,1013949250.0,1418946000.0,1166406700.0,1278252500.0,1321659500.0,553007170.0,799595140.0
2060.0,1028396350.0,969644500.0,1378826800.0,1122875500.0,1248588500.0,1260246100.0,530121180.0,765003970.0
2061.0,1009198900.0,925411000.0,1359772000.0,1107321500.0,1247237200.0,1244674200.0,506513200.0,742600100.0
2062.0,962588400.0,952685800.0,1331272800.0,1092668500.0,1194181100.0,1207595900.0,488807200.0,711441150.0
2063.0,914386400.0,872004800.0,1284397300.0,1068077630.0,1186594700.0,1207921800.0,463533700.0,683906500.0
2064.0,885721660.0,845364350.0,1283705200.0,1031358700.0,1175950100.0,1167836400.0,443016320.0,690339800.0
2065.0,853307900.0,812653800.0,1277406800.0,1001296830.0,1149166600.0,1169338800.0,428259870.0,633519040.0
2066.0,820374400.0,797775200.0,1242301600.0,969251100.0,1091354400.0,1134667800.0,413568770.0,621437700.0
2067.0,788225400.0,766109700.0,1203123100.0,957456100.0,1072282400.0,1110877300.0,397075230.0,588923260.0
2068.0,769281540.0,739316540.0,1168105500.0,929841150.0,1036498750.0,1104967600.0,381692930.0,561167400.0
2069.0,741737340.0,713548740.0,1143305100.0,890277400.0,1023594800.0,1053307800.0,356018700.0,532684400.0
2070.0,716105340.0,690561150.0,1107631100.0,871615700.0,1004377300.0,1063881500.0,338739500.0,503876670.0
2071.0,697622340.0,663274430.0,1121816200.0,867805200.0,964889900.0,1023264960.0,322189950.0,481004700.0
2072.0,667592260.0,643829250.0,1052353600.0,833409860.0,948865200.0,1001140740.0,305740400.0,461370750.0
2073.0,643923140.0,621031100.0,1023249200.0,831238850.0,940475300.0,997388160.0,284150800.0,452888160.0
2074.0,618309060.0,599991550.0,1000203000.0,808175170.0,899211460.0,965802900.0,272847420.0,479506000.0
2075.0,593509570.0,591950800.0,973748600.0,768757600.0,894810750.0,1008733250.0,260324690.0,426480740.0
2076.0,574082200.0,563849100.0,946597570.0,754276900.0,875903400.0,928835500.0,250470940.0,404787700.0
2077.0,559323260.0,540446400.0,945962600.0,723693700.0,843725950.0,912095800.0,235068500.0,401813600.0
2078.0,536424350.0,521203400.0,927911000.0,701444100.0,814097500.0,895950400.0,225658610.0,378904130.0
2079.0,527018780.0,499674940.0,894376800.0,683643200.0,798835260.0,878762750.0,213607420.0,365823360.0
2080.0,503308220.0,472076100.0,861333100.0,665399800.0,788599600.0,884862660.0,205418200.0,355663000.0
2081.0,529422940.0,450005060.0,858763650.0,641709500.0,765959400.0,841973900.0,196249360.0,348233200.0
2082.0,480765400.0,427935140.0,836652500.0,628910000.0,739336900.0,830967800.0,186922910.0,339057150.0
2083.0,459470370.0,415022400.0,811236400.0,614867200.0,728860860.0,819236500.0,180202510.0,325880860.0
2084.0,457073120.0,400105180.0,783940500.0,600068100.0,704171000.0,797880200.0,174146080.0,316947550.0
2085.0,436045860.0,377094100.0,795428500.0,579008960.0,685234200.0,783863100.0,165786500.0,306835040.0
2086.0,413301100.0,358227460.0,765303040.0,562441660.0,657906560.0,764704300.0,159204660.0,300191580.0
2087.0,385761660.0,348543600.0,722628800.0,559461100.0,646787400.0,780157700.0,151033540.0,290944480.0
2088.0,389816200.0,333680770.0,738844300.0,527775680.0,629372740.0,747285000.0,144646580.0,285011620.0
2089.0,364906200.0,324465150.0,712323000.0,517392320.0,627972860.0,720390460.0,141238000.0,276023650.0
2090.0,348267170.0,305832320.0,686168200.0,492123680.0,623115500.0,696002200.0,135749950.0,262700660.0
2091.0,336787940.0,289309120.0,695194200.0,476473600.0,580781060.0,694599740.0,129773280.0,254939600.0
2092.0,326068320.0,274856350.0,640317060.0,479686560.0,578637950.0,671211840.0,126378320.0,241778660.0
2093.0,314855700.0,261161780.0,646498300.0,455430940.0,547382460.0,657170370.0,122104760.0,234189980.0
2094.0,304866000.0,252740000.0,718697400.0,438667400.0,541074000.0,638861100.0,117812376.0,229471980.0
2095.0,290139360.0,237073420.0,635131600.0,426546780.0,515676700.0,631960900.0,114077350.0,222385180.0
2096.0,281502180.0,227185220.0,619140700.0,417677440.0,492313380.0,620453200.0,110757304.0,220264880.0
2097.0,273215420.0,219072900.0,610824770.0,403016540.0,474336540.0,610096500.0,109566790.0,208876500.0
2098.0,261610780.0,213204820.0,568216960.0,393213060.0,453677760.0,602840260.0,105771240.0,208912100.0
2099.0,253102580.0,205726350.0,594087550.0,382739520.0,457959970.0,603157760.0,103778536.0,197352720.0
2100.0,244809330.0,201002640.0,550616400.0,367418880.0,419885470.0,612064600.0,101248664.0,193343470.0
