time,FGOALS-F3-L,BCC-CSM2-MR,MPI-ESM1-2-HR,EC-EARTH3,MRI-ESM2-0,INM-CM5-0,INM-CM4-8,CMCC-CM2-SR5,EC-EARTH3-VEG,GFDL-ESM4,CAMS-CSM1-0,CESM2-WACCM,CESM2,NORESM2-MM
2055.0,7663839700.0,8401670700.0,8720790000.0,8567501000.0,7441782000.0,9565859000.0,9560268000.0,8736835000.0,9270717000.0,8833400000.0,10091395000.0,7983755000.0,8429960700.0,7977295400.0
2056.0,7530937300.0,8131969500.0,8611289000.0,8430457300.0,7260874000.0,9442326000.0,9445776000.0,8507723300.0,9139577000.0,8704826000.0,9943942000.0,7778143700.0,8251890700.0,7762404400.0
2057.0,7334726700.0,8003279000.0,8560352000.0,8290929000.0,7161944000.0,9321114000.0,9401572000.0,8342116400.0,8975429000.0,8560164400.0,9861924000.0,7596274700.0,8117136400.0,7560528400.0
2058.0,7323753000.0,7791628000.0,8412374500.0,8114719000.0,7104925700.0,9221069000.0,9327732000.0,8122426000.0,8821633000.0,8447808000.0,9668248000.0,7418957000.0,7963164700.0,7385920500.0
2059.0,7069632000.0,7955780000.0,8311831000.0,7995797000.0,6893476400.0,9157405000.0,9244379000.0,8045613000.0,8684369000.0,8352987000.0,9746361000.0,7205622000.0,7785174500.0,7243683000.0
2060.0,6990219000.0,7593286700.0,8186465000.0,7845422600.0,6754576400.0,9071788000.0,9134815000.0,7913509000.0,8506669000.0,8228335000.0,9434696000.0,7076898300.0,7652391400.0,7070760400.0
2061.0,6826546700.0,7482833400.0,8059119600.0,7703506000.0,6570722000.0,8978594000.0,9192755000.0,7745749000.0,8363969000.0,8124204500.0,9250730000.0,6868969500.0,7508630000.0,7022399500.0
2062.0,6795440600.0,7330013000.0,7925357000.0,7567088000.0,6426650600.0,8900304000.0,8978157000.0,7528279000.0,8235299000.0,7978014700.0,9085049000.0,6729907000.0,7342904000.0,6810786300.0
2063.0,6622779400.0,7187945000.0,7848202000.0,7435560000.0,6309804000.0,8783481000.0,8870305000.0,7355204000.0,8107874000.0,7853055000.0,8918793000.0,6537654000.0,7180716500.0,6658089500.0
2064.0,6476462600.0,7089063400.0,7711380000.0,7310740000.0,6225005000.0,8689445000.0,8766899000.0,7171973000.0,7950369000.0,7707318300.0,8767487000.0,6404242000.0,6982904300.0,6509441500.0
2065.0,6348635600.0,7426961000.0,7769962000.0,7152973300.0,6055240000.0,8628301000.0,8682969000.0,7021912600.0,7782767600.0,7576707000.0,8689903000.0,6227019300.0,6839557600.0,6453314000.0
2066.0,6250258000.0,7161320400.0,7933448700.0,7011106300.0,5910209500.0,8500297000.0,8561458700.0,6865378000.0,7707424300.0,7453903400.0,8804863000.0,6138548700.0,6692832000.0,6318464000.0
2067.0,6250705400.0,7021062000.0,7552913400.0,6924186000.0,5839387600.0,8408148500.0,8469577000.0,6736895000.0,7594912000.0,7362489300.0,8400118300.0,6074838500.0,6599535600.0,6328875000.0
2068.0,6113835500.0,7125869000.0,7433310700.0,6767050000.0,5676076000.0,8334529000.0,8366900000.0,6632589000.0,7532460500.0,7235417600.0,8232430600.0,5902130700.0,6412583000.0,6282711000.0
2069.0,5962036000.0,6782821000.0,7299911000.0,6610048000.0,5585399000.0,8238995000.0,8316152300.0,6587217000.0,7322061000.0,7143113000.0,8116922000.0,5892247600.0,6252157000.0,6166677000.0
2070.0,5887909000.0,6611150300.0,7217872400.0,6493585400.0,5440924700.0,8264028000.0,8222694000.0,6375540700.0,7231644700.0,6999907300.0,8014318000.0,5699024400.0,6114006000.0,6047406000.0
2071.0,5767146000.0,6668025300.0,7090189300.0,6400637400.0,5351643600.0,8210425300.0,8173248500.0,6224377000.0,7108875300.0,6889908700.0,7856118000.0,5603673600.0,5990546000.0,5947544000.0
2072.0,5679396400.0,6432279000.0,7017016000.0,6346507000.0,5229993000.0,8081483000.0,8071297000.0,6076081700.0,7005097000.0,6769153000.0,7755100000.0,5802804700.0,5925104000.0,5862020000.0
2073.0,5895960600.0,6348904400.0,6892023300.0,6193431600.0,5117625000.0,7996881000.0,8043867600.0,5963549000.0,6860637700.0,6645055500.0,7716160500.0,5482622000.0,5841125400.0,5750871600.0
2074.0,5628713000.0,6265547000.0,6778631700.0,6065796000.0,5041759000.0,7899892700.0,7993382000.0,5835874000.0,6671549000.0,6520595500.0,7483504000.0,5362261500.0,5708331000.0,5655108600.0
2075.0,5502417000.0,6198271500.0,6694265300.0,5975427000.0,4936602000.0,7815689000.0,7899091000.0,5801060000.0,6554453000.0,6431634400.0,7407085000.0,5365242400.0,5577966000.0,5558958600.0
2076.0,5606861300.0,6070593500.0,6587878000.0,5852168700.0,4851201000.0,7761106400.0,7777256000.0,5599772700.0,6411181600.0,6316474400.0,7234094600.0,5213514000.0,5450294000.0,5520210000.0
2077.0,5420385300.0,5996296000.0,6468394000.0,5745232000.0,4753200600.0,7673534500.0,7731463700.0,5473450500.0,6279021000.0,6188439000.0,7102316000.0,5286283300.0,5392504000.0,5472919600.0
2078.0,5449154600.0,5895028700.0,6331236000.0,5619233000.0,4628194000.0,7838567400.0,7644543000.0,5365992000.0,6237889500.0,6060867600.0,6986910700.0,5084125700.0,5349654500.0,5455499000.0
2079.0,5312849000.0,5822721000.0,6235099000.0,5508260000.0,4554609700.0,7638737000.0,7553973000.0,5281750000.0,6075585500.0,5952989000.0,6924248600.0,5019072000.0,5207367000.0,5298514000.0
2080.0,5205559000.0,5729644000.0,6123936000.0,5408239000.0,4511557000.0,7547564500.0,7503009300.0,5154187000.0,5946178600.0,5864173600.0,6857250000.0,4912771600.0,5092139500.0,5287876000.0
2081.0,5280776700.0,5640495000.0,6021273000.0,5291328000.0,4430824400.0,7451460000.0,7413909000.0,5044844500.0,5816748000.0,5755721700.0,6735929300.0,4823350300.0,5028675600.0,5170151400.0
2082.0,5073245700.0,5666918400.0,5925730000.0,5169654000.0,4350055400.0,7443225600.0,7377769000.0,4936829000.0,5693754400.0,5640975400.0,6680166400.0,4768682000.0,5004334600.0,5141398000.0
2083.0,4999354400.0,5503812000.0,5814589000.0,5042737700.0,4280695800.0,7443348000.0,7304493000.0,4861160000.0,5562528000.0,5516247000.0,6601435600.0,4683593000.0,4898149400.0,5038071300.0
2084.0,4988581400.0,5406416000.0,5715194000.0,4946939400.0,4277733000.0,7304296400.0,7209519000.0,4749011000.0,5461080600.0,5384278500.0,6606222300.0,4624592000.0,4858239500.0,4975785000.0
2085.0,4892785700.0,5325145000.0,5615412000.0,4835307500.0,4216664600.0,7241302500.0,7152001500.0,4660043000.0,5341096400.0,5261820400.0,6482729500.0,4606258000.0,5121081300.0,4923546000.0
2086.0,4848404000.0,5243745300.0,5525548000.0,4739051500.0,4148446200.0,7172266000.0,7093509600.0,4718518300.0,5268233700.0,5167017000.0,6507836000.0,4501401000.0,4759583000.0,4848809500.0
2087.0,4925923300.0,5199715300.0,5469263000.0,4670121500.0,4073071400.0,7161579000.0,7066772500.0,4617257500.0,5154916400.0,5044453000.0,6368490500.0,4479296500.0,4710478000.0,4782857700.0
2088.0,4795047400.0,5099494000.0,5418676000.0,4548476000.0,4057240300.0,7070018000.0,7046071300.0,4474850000.0,5030244000.0,5019774000.0,6254963000.0,4424572000.0,4685902300.0,4702018000.0
2089.0,4687817000.0,5067758000.0,5317001000.0,4470285000.0,3995507200.0,7010460000.0,6969924000.0,4374266000.0,4965680600.0,4944801000.0,6776734000.0,4407497000.0,4581586400.0,4657807400.0
2090.0,4617184000.0,4985786400.0,5246531000.0,4392763000.0,3946128600.0,7040950000.0,6890833000.0,4311423500.0,4868176400.0,4879117300.0,6487684600.0,4311369000.0,4506981400.0,4622487000.0
2091.0,4558892000.0,4933237000.0,5170477000.0,4412569600.0,3891575800.0,6914237000.0,6832314000.0,4263080400.0,4761560000.0,4757536300.0,6676177400.0,4333337600.0,4465570300.0,4567987700.0
2092.0,4498290700.0,4851011000.0,5082237400.0,4260269600.0,3874547500.0,6904668700.0,6774977500.0,4171153000.0,4669853700.0,4702255000.0,6284806000.0,4203884000.0,4425909000.0,4500401000.0
2093.0,4475971000.0,4791504000.0,5042199600.0,4191284200.0,3883846700.0,6829306000.0,6752253400.0,4114478800.0,4651354600.0,4672291300.0,6408685000.0,4610492000.0,4363678000.0,4442420700.0
2094.0,4398117000.0,4734495000.0,4954665000.0,4160483300.0,3758649600.0,6783381500.0,6679834600.0,4058875100.0,4559634400.0,4598035500.0,6234507000.0,4215796500.0,4324684000.0,4396857300.0
2095.0,4359505000.0,4729070600.0,4870436000.0,4073780200.0,3717974300.0,6724938000.0,6656995300.0,3994384100.0,4477597700.0,4566428000.0,6224782300.0,4097465000.0,4369133600.0,4337981400.0
2096.0,4275796200.0,4621533700.0,4816429000.0,4031354400.0,3674151200.0,6826813400.0,6567978000.0,3937815300.0,4415805000.0,4476026000.0,6136749600.0,4206962400.0,4228737300.0,4313033000.0
2097.0,4207120600.0,4764569600.0,4758079000.0,4047452000.0,3656634600.0,6698865700.0,6518354400.0,3879454000.0,4324403700.0,4647024600.0,6105201700.0,4042634200.0,4201186600.0,4305390600.0
2098.0,4193143600.0,4596460500.0,4750240300.0,3920673000.0,3676872700.0,6649230300.0,6478694400.0,3827511300.0,4269628000.0,4471901000.0,6055012000.0,3985954600.0,4177307100.0,4281863000.0
2099.0,4399262000.0,4707403000.0,4674715600.0,3878951200.0,3634317300.0,6620477400.0,6522852000.0,3770523400.0,4215965700.0,4379980300.0,6021435400.0,3939410000.0,4110442200.0,4254201900.0
2100.0,4309346000.0,4546273300.0,4668816000.0,3861118700.0,3600057600.0,6540985000.0,6471829000.0,3706875400.0,4124793000.0,4321468000.0,6076063000.0,3898555100.0,4070092000.0,4433287000.0
