time,CESM2-WACCM,MRI-ESM2-0,ACCESS-ESM1-5,IPSL-CM6A-LR,CANESM5,ACCESS-CM2
2265.0,2272205500000.0,3179211700000.0,1950914800000.0,2040148400000.0,175050740000.0,942860200000.0
2266.0,2262406500000.0,3188611000000.0,1944078000000.0,2034388600000.0,174630140000.0,940126440000.0
2267.0,2259302200000.0,3196214000000.0,1939112900000.0,2031345000000.0,173921340000.0,930788000000.0
2268.0,2256381100000.0,3202610000000.0,1933362500000.0,2033940000000.0,173243970000.0,923206000000.0
2269.0,2257943300000.0,3203983000000.0,1931317700000.0,2030068700000.0,172420970000.0,920465500000.0
2270.0,2258989700000.0,3203288500000.0,1928559200000.0,2024933800000.0,172076840000.0,918544840000.0
2271.0,2255206000000.0,3205192500000.0,1924348500000.0,2021019700000.0,171663250000.0,917559250000.0
2272.0,2252918800000.0,3207723000000.0,1923195200000.0,2023018500000.0,171196070000.0,918956930000.0
2273.0,2247373000000.0,3216235800000.0,1918011000000.0,2026337700000.0,170773860000.0,913249000000.0
2274.0,2240666400000.0,3218942700000.0,1919712900000.0,2021627700000.0,170253350000.0,913723100000.0
2275.0,2240485800000.0,3228299000000.0,1912304000000.0,2020474400000.0,170173740000.0,913443000000.0
2276.0,2240531100000.0,3232987600000.0,1903374400000.0,2020382500000.0,170258120000.0,910111900000.0
2277.0,2240522700000.0,3242945400000.0,1900758400000.0,2018134600000.0,169881170000.0,909238860000.0
2278.0,2234841300000.0,3248853600000.0,1897675500000.0,2016953200000.0,169532260000.0,908791700000.0
2279.0,2232148600000.0,3255665400000.0,1894909900000.0,2012551200000.0,168677640000.0,903774600000.0
2280.0,2231671700000.0,3270576000000.0,1889881200000.0,2005862400000.0,168374470000.0,903050360000.0
2281.0,2228673000000.0,3269701400000.0,1888437300000.0,2000355900000.0,167552300000.0,901039060000.0
2282.0,2216777000000.0,3276960400000.0,1889566700000.0,1999986000000.0,167204590000.0,897996300000.0
2283.0,2214780500000.0,3286214000000.0,1889411400000.0,1999569200000.0,166586500000.0,898794800000.0
2284.0,2216180600000.0,3289203000000.0,1889143800000.0,1997604800000.0,166203770000.0,898906600000.0
2285.0,2214130000000.0,3300487900000.0,1882791100000.0,1994745300000.0,165416400000.0,898139400000.0
2286.0,2206771400000.0,3309100300000.0,1883581300000.0,1992148300000.0,165551920000.0,896221640000.0
2287.0,2199877300000.0,3313680500000.0,1882399700000.0,1993514200000.0,164823380000.0,896111940000.0
2288.0,2196080800000.0,3324073000000.0,1882581600000.0,1994469500000.0,164751200000.0,895234400000.0
2289.0,2195065800000.0,3334077200000.0,1884001700000.0,1994169900000.0,164193530000.0,889873040000.0
2290.0,2195163400000.0,3342148600000.0,1879016000000.0,1991750600000.0,163737030000.0,888182300000.0
2291.0,2187687400000.0,3352299800000.0,1869559100000.0,1988637000000.0,162908860000.0,885385460000.0
2292.0,2181552800000.0,3361314400000.0,1865075800000.0,1989649500000.0,161993930000.0,886093000000.0
2293.0,2183067700000.0,3370943000000.0,1865743600000.0,1983513600000.0,161276790000.0,886214750000.0
2294.0,2182816600000.0,3384778700000.0,1864937600000.0,1979702200000.0,160623380000.0,883959600000.0
2295.0,2183318500000.0,3392692800000.0,1860350100000.0,1979860100000.0,161078480000.0,883223500000.0
2296.0,2180208900000.0,3403267200000.0,1858536500000.0,1980493600000.0,161268400000.0,880858900000.0
2297.0,2179441100000.0,3419027500000.0,1847577700000.0,1978595800000.0,161355320000.0,879024300000.0
2298.0,2182850000000.0,3430839000000.0,1838004800000.0,1969846000000.0,161208200000.0,874229900000.0
2299.0,2182361300000.0,3436982300000.0,1825308300000.0,1970237600000.0,160785800000.0,873686000000.0
2300.0,2174513400000.0,3448998500000.0,1822568900000.0,1966481100000.0,160141600000.0,876231850000.0
