time,ACCESS-ESM1-5,IPSL-CM6A-LR,ACCESS-CM2,CANESM5,MRI-ESM2-0,CESM2-WACCM
2050.0,6659675000000.0,6283651400000.0,6394693600000.0,3936541700000.0,5178839000000.0,6711067000000.0
2051.0,6612811000000.0,6205750000000.0,6334124700000.0,3797106800000.0,5095410000000.0,6663667000000.0
2052.0,6555812500000.0,6138468000000.0,6266412300000.0,3653702800000.0,4991118000000.0,6616923500000.0
2053.0,6461213600000.0,6067585500000.0,6197192000000.0,3508922200000.0,4869556000000.0,6589447000000.0
2054.0,6415026000000.0,5998024000000.0,6085351600000.0,3377002400000.0,4782023000000.0,6538130000000.0
2055.0,6352207300000.0,5940342000000.0,5990500500000.0,3238476600000.0,4672426300000.0,6485908000000.0
2056.0,6285210700000.0,5862037000000.0,5906913300000.0,3105333700000.0,4567109000000.0,6440728000000.0
2057.0,6245205000000.0,5793599500000.0,5832596000000.0,2972237700000.0,4491597300000.0,6410448400000.0
2058.0,6198878300000.0,5715925700000.0,5763450000000.0,2831587500000.0,4393190000000.0,6354590000000.0
2059.0,6158528000000.0,5635176000000.0,5690506000000.0,2704084300000.0,4314857000000.0,6303406000000.0
2060.0,6121665300000.0,5564608000000.0,5606234700000.0,2576218600000.0,4210608300000.0,6211039000000.0
2061.0,6071867000000.0,5491792500000.0,5521956000000.0,2442767000000.0,4107331200000.0,6138405300000.0
2062.0,6033748500000.0,5410567000000.0,5423140700000.0,2317838200000.0,4005504000000.0,6065174000000.0
2063.0,5997857300000.0,5318780600000.0,5338182500000.0,2191756600000.0,3905277000000.0,6002944500000.0
2064.0,5946773300000.0,5239421300000.0,5246821000000.0,2063589300000.0,3813056400000.0,5945748400000.0
2065.0,5888171600000.0,5162703000000.0,5147745000000.0,1938016600000.0,3720095200000.0,5877988300000.0
2066.0,5840687300000.0,5099030600000.0,5022537000000.0,1815631800000.0,3637501200000.0,5776296400000.0
2067.0,5750120000000.0,4999725700000.0,4882952000000.0,1705569300000.0,3549587000000.0,5694318000000.0
2068.0,5699729400000.0,4909015500000.0,4729698000000.0,1590051600000.0,3456373600000.0,5612268000000.0
2069.0,5622072300000.0,4815351400000.0,4563204000000.0,1485344600000.0,3369820200000.0,5541367000000.0
2070.0,5548694000000.0,4704336600000.0,4383050300000.0,1382438500000.0,3282911000000.0,5481087600000.0
2071.0,5469977000000.0,4608517700000.0,4206321200000.0,1286247800000.0,3193051800000.0,5399910500000.0
2072.0,5389720000000.0,4505237700000.0,4036713800000.0,1198607000000.0,3101256000000.0,5305504000000.0
2073.0,5303736700000.0,4396420000000.0,3861320600000.0,1119192100000.0,3022746600000.0,5221836700000.0
2074.0,5224831400000.0,4314362500000.0,3680885800000.0,1041729900000.0,2951510800000.0,5129314500000.0
2075.0,5134517500000.0,4202723000000.0,3486755600000.0,969026440000.0,2865923000000.0,5021428600000.0
2076.0,5038682400000.0,4094447000000.0,3297596100000.0,903236600000.0,2782535400000.0,4937142500000.0
2077.0,4934301000000.0,4011947200000.0,3099687600000.0,838565400000.0,2693323300000.0,4824651000000.0
2078.0,4834355300000.0,3932435300000.0,2963643000000.0,777011500000.0,2618072200000.0,4705169700000.0
2079.0,4736140000000.0,3832527200000.0,2826961700000.0,721228300000.0,2526180500000.0,4600135400000.0
2080.0,4607425000000.0,3754137000000.0,2689853600000.0,666759270000.0,2450909600000.0,4509151500000.0
2081.0,4489298300000.0,3633343400000.0,2562643500000.0,615538360000.0,2366083700000.0,4394928300000.0
2082.0,4358101500000.0,3525569200000.0,2408386100000.0,568462200000.0,2280272000000.0,4289134300000.0
2083.0,4247479600000.0,3410452300000.0,2249616300000.0,526284260000.0,2194558600000.0,4160015000000.0
2084.0,4161996800000.0,3321761600000.0,2126839500000.0,485032700000.0,2127063200000.0,4003469700000.0
2085.0,4044991000000.0,3226899000000.0,1952564100000.0,446917080000.0,2055950300000.0,3855473200000.0
2086.0,3941724800000.0,3115596600000.0,1779135200000.0,413954400000.0,1982761900000.0,3728567000000.0
2087.0,3810853000000.0,3003034000000.0,1629002900000.0,382906300000.0,1919583900000.0,3605338300000.0
2088.0,3691321200000.0,2894900800000.0,1504467600000.0,353154630000.0,1847911900000.0,3461681800000.0
2089.0,3551118200000.0,2786854200000.0,1371846600000.0,323690530000.0,1761442300000.0,3344960800000.0
2090.0,3430445500000.0,2688322400000.0,1220938300000.0,298587720000.0,1692474300000.0,3216292400000.0
2091.0,3322385800000.0,2585429800000.0,1096597400000.0,273676300000.0,1621327500000.0,3089257700000.0
2092.0,3208733000000.0,2491702600000.0,978678900000.0,248945500000.0,1556592500000.0,2965858400000.0
2093.0,3076793000000.0,2398946000000.0,874141600000.0,225804700000.0,1488350700000.0,2829743600000.0
2094.0,2952424300000.0,2303697600000.0,793024500000.0,203542870000.0,1426896500000.0,2662397400000.0
2095.0,2837792200000.0,2217883000000.0,704674600000.0,183393030000.0,1367878900000.0,2534097300000.0
2096.0,2726041700000.0,2130384300000.0,619438150000.0,164195120000.0,1305310400000.0,2404131000000.0
2097.0,2589232700000.0,2054791500000.0,538381160000.0,145612340000.0,1249168000000.0,2299832300000.0
2098.0,2460773000000.0,1983315000000.0,466725440000.0,128769570000.0,1188551900000.0,2179244200000.0
2099.0,2338965200000.0,1911444100000.0,403461900000.0,113403126000.0,1139133800000.0,2086506200000.0
2100.0,2230290000000.0,1844233400000.0,347170670000.0,99119940000.0,1089997960000.0,1976295200000.0
2101.0,2134908600000.0,1780880000000.0,296174350000.0,84896530000.0,1038592640000.0,1832779900000.0
2102.0,2043510400000.0,1718990000000.0,249334450000.0,71965350000.0,994365600000.0,1716048200000.0
2103.0,1949168800000.0,1665380900000.0,208039950000.0,60518253000.0,953995170000.0,1601259000000.0
2104.0,1876755100000.0,1611495000000.0,170783200000.0,51440284000.0,907642100000.0,1510853600000.0
2105.0,1794904000000.0,1558005000000.0,139386080000.0,43442420000.0,857963100000.0,1398441500000.0
2106.0,1698768600000.0,1507274900000.0,112677585000.0,36794380000.0,813913500000.0,1306714200000.0
2107.0,1591764800000.0,1452024900000.0,88729550000.0,31359750000.0,764643300000.0,1225915900000.0
2108.0,1494002200000.0,1401004000000.0,68962480000.0,26737160000.0,721309470000.0,1151939200000.0
2109.0,1400905100000.0,1359696500000.0,52895244000.0,22461706000.0,676798140000.0,1058728900000.0
2110.0,1309265500000.0,1312813600000.0,39542530000.0,18559576000.0,636226900000.0,963956100000.0
2111.0,1232804400000.0,1275118200000.0,28718486000.0,14945336000.0,596820950000.0,893787400000.0
2112.0,1149249100000.0,1235486500000.0,19763490000.0,11822930000.0,564042140000.0,812603900000.0
2113.0,1076366500000.0,1199512000000.0,12254627000.0,9106850000.0,534299700000.0,738870560000.0
2114.0,1002539300000.0,1161137100000.0,6772939000.0,6963382300.0,502726560000.0,668112060000.0
2115.0,932204800000.0,1123595600000.0,3884630000.0,5370115600.0,472797450000.0,609126400000.0
2116.0,858523400000.0,1084209900000.0,2027555600.0,4279018800.0,436685640000.0,555435750000.0
2117.0,794384330000.0,1044923700000.0,572773500.0,3584166400.0,406417340000.0,511082140000.0
2118.0,731751900000.0,1008050300000.0,90053950.0,2919754000.0,379144500000.0,477905400000.0
2119.0,676580750000.0,971898300000.0,63871650.0,2298506200.0,349328150000.0,437073600000.0
2120.0,619581300000.0,934261360000.0,40717390.0,1763358100.0,321348570000.0,400439050000.0
2121.0,563683100000.0,900259450000.0,18544216.0,1290151700.0,298450940000.0,358198150000.0
2122.0,510329400000.0,868663950000.0,6753888.5,837371000.0,270535500000.0,324918000000.0
2123.0,460726400000.0,834281800000.0,2008531.4,479437220.0,245340240000.0,292436400000.0
2124.0,413230630000.0,800309640000.0,1029381.0,250116130.0,217442200000.0,261664830000.0
2125.0,367636740000.0,767543800000.0,867085.2,195210350.0,194277620000.0,234007970000.0
2126.0,326688830000.0,738080850000.0,694104.75,179569120.0,174392840000.0,209935320000.0
2127.0,288196460000.0,709793100000.0,650199.6,163312560.0,156170320000.0,189934110000.0
2128.0,255722680000.0,681368100000.0,649237.56,145219780.0,139538780000.0,171498730000.0
2129.0,221558360000.0,654688800000.0,649160.06,132821040.0,123466290000.0,152856040000.0
2130.0,192897780000.0,627825900000.0,648702.9,124007430.0,109051404000.0,138407250000.0
2131.0,168238780000.0,603248260000.0,639095.94,116568536.0,98104290000.0,127361110000.0
2132.0,145565610000.0,579290900000.0,626565.1,110151480.0,89158670000.0,117170430000.0
2133.0,125840720000.0,554747760000.0,608913.94,101530830.0,80886964000.0,106779960000.0
2134.0,107303920000.0,530985060000.0,595908.4,93642110.0,73136150000.0,98066160000.0
2135.0,89614980000.0,509997480000.0,597755.25,88313110.0,65302590000.0,88373420000.0
2136.0,76116935000.0,489708300000.0,595509.9,82973256.0,58940520000.0,79298085000.0
2137.0,63691993000.0,469025130000.0,592978.75,75088680.0,53252080000.0,72153730000.0
2138.0,53582450000.0,450710960000.0,604546.06,71074720.0,47283250000.0,64399570000.0
2139.0,44002850000.0,433451730000.0,599644.9,64003620.0,42502373000.0,57886642000.0
2140.0,36403480000.0,417590970000.0,607705.7,61533824.0,37541597000.0,51444023000.0
2141.0,30009168000.0,401449100000.0,626810.4,58001212.0,33315050000.0,45868560000.0
2142.0,24670304000.0,385733100000.0,612785.44,50645572.0,29452276000.0,40743117000.0
2143.0,20651268000.0,369966220000.0,604193.7,44875880.0,26588703000.0,35834210000.0
2144.0,16750252000.0,354841500000.0,597736.4,41117012.0,23582810000.0,31727862000.0
2145.0,13114116000.0,340891000000.0,597398.9,36266220.0,20740874000.0,27365663000.0
2146.0,9974016000.0,327228700000.0,584023.3,33227028.0,18394245000.0,23245707000.0
2147.0,7702665700.0,312369870000.0,591260.3,29902642.0,16084516000.0,19451520000.0
2148.0,6497304600.0,298827350000.0,594881.7,26404772.0,13845426000.0,15913395000.0
2149.0,5493014500.0,287746060000.0,587490.56,22846140.0,12047250000.0,12883319000.0
2150.0,4514604500.0,276191440000.0,587925.6,18958884.0,10060318000.0,10645460000.0
2151.0,3629642200.0,266114000000.0,595983.2,16535780.0,8323437600.0,8620442000.0
2152.0,2823789300.0,255700630000.0,586046.2,14070189.0,6990451700.0,6837882000.0
2153.0,2102259100.0,246509190000.0,583680.9,11172745.0,6200555000.0,5424074000.0
2154.0,1456800000.0,236575260000.0,582964.7,9140302.0,5531308500.0,4271074600.0
2155.0,876967300.0,227287520000.0,580663.94,7908370.5,4887502000.0,3490262800.0
2156.0,392362620.0,217749390000.0,576475.44,7587427.0,4235227600.0,2800263400.0
2157.0,75606520.0,208525590000.0,579986.0,6968276.0,3646728200.0,2154001000.0
2158.0,9293035.0,200667430000.0,578227.6,6622413.0,3084110000.0,1588765800.0
2159.0,7224479.0,193853280000.0,584881.2,6242945.5,2585670700.0,1096916200.0
2160.0,5130668.5,187344100000.0,590172.5,5896271.5,2093715000.0,670395000.0
2161.0,3227735.2,180526890000.0,582260.25,5420037.0,1656462000.0,351020160.0
2162.0,2334048.8,173791990000.0,571845.0,4988951.0,1231848000.0,100650200.0
2163.0,1635875.9,167795740000.0,566348.75,4580935.0,845842900.0,2170503.5
2164.0,1522303.4,161641600000.0,567931.25,4196106.0,522509380.0,1840033.0
2165.0,1432460.9,155704740000.0,564291.06,3862681.8,267759840.0,1528442.2
2166.0,1301217.2,150223040000.0,584262.4,3411574.5,120200610.0,1280053.4
2167.0,1179664.4,144641000000.0,567344.4,2983020.8,98479864.0,1097079.8
2168.0,1108590.8,139890260000.0,576467.8,2531816.8,93212210.0,967317.56
2169.0,984184.44,135329595000.0,586262.5,2121815.5,90908440.0,844766.0
2170.0,906916.56,130404010000.0,572094.6,1587562.1,89885600.0,713828.25
2171.0,847621.06,125569300000.0,567747.0,1178655.5,87208410.0,681242.5
2172.0,853862.44,121290080000.0,571370.06,778387.94,83617730.0,645939.3
2173.0,844536.44,116979690000.0,564358.5,760835.9,79745030.0,619074.7
2174.0,847064.75,112731190000.0,544954.75,760253.2,77573680.0,580559.5
2175.0,867492.44,109185290000.0,549203.94,738843.1,74977960.0,578188.7
2176.0,898823.2,104864460000.0,571536.06,715642.2,72840830.0,586393.44
2177.0,930720.56,101239160000.0,565532.7,696714.56,69088390.0,582841.3
2178.0,937196.4,97135845000.0,570111.94,713694.44,65356630.0,583751.75
2179.0,920208.44,93482820000.0,560074.7,699785.0,61217670.0,577825.9
2180.0,884312.6,89561570000.0,565249.0,706703.5,60763750.0,586621.56
2181.0,885584.9,86459860000.0,557821.56,697964.75,57318110.0,572338.06
2182.0,881596.9,83065840000.0,564312.0,697883.1,53265260.0,572769.75
2183.0,867391.0,80080100000.0,574135.06,707076.9,49315400.0,576148.2
2184.0,889909.06,77021760000.0,574218.75,703320.2,46141410.0,582664.8
2185.0,849643.1,74441000000.0,557612.06,705947.75,44099532.0,570587.94
2186.0,813618.06,72214950000.0,562131.9,711327.2,38946200.0,584539.3
2187.0,838273.4,69872755000.0,555179.2,704641.4,34536784.0,580007.56
2188.0,841547.6,67359724000.0,562779.25,701723.3,31805400.0,582630.0
2189.0,838598.6,64742085000.0,568105.1,695701.75,28878288.0,581849.8
2190.0,838504.94,62106400000.0,560556.0,694408.94,26560412.0,571016.6
2191.0,857647.7,59675630000.0,553777.0,696893.75,23683220.0,561298.44
2192.0,836654.6,57482160000.0,566432.4,704102.6,21515652.0,569146.4
2193.0,839746.9,55399092000.0,566434.94,703225.8,18512568.0,577971.25
2194.0,831343.6,53657616000.0,566849.25,691141.8,17205660.0,578284.3
2195.0,832911.94,51871280000.0,569079.75,669582.6,13669626.0,561154.5
2196.0,851467.8,50039718000.0,562214.1,681852.0,11792520.0,563036.9
2197.0,856518.75,48444068000.0,542927.6,700271.56,10538431.0,573745.5
2198.0,843655.9,46720614000.0,537542.6,702676.9,9944437.0,574319.1
2199.0,854314.75,45015486000.0,560678.44,687544.75,8729169.0,571310.6
2200.0,842426.3,43445543000.0,557511.0,684989.6,7286742.5,567490.44
2201.0,871264.6,41953313000.0,559713.06,688040.6,6279159.0,550009.06
2202.0,849762.56,40525062000.0,551137.44,679538.25,5599970.5,546627.0
2203.0,843210.06,39064494000.0,541260.2,672619.9,4814453.5,532095.1
2204.0,835239.6,37808083000.0,519276.4,668244.9,4165596.2,523375.75
2205.0,858902.3,36833567000.0,523491.06,669555.56,3894884.0,545828.2
2206.0,834981.6,35652080000.0,522229.3,668049.0,3768004.5,536600.56
2207.0,825929.7,34435570000.0,517418.97,673781.0,3659495.2,549786.94
2208.0,832189.0,33448196000.0,507802.03,674712.25,3331017.5,557334.5
2209.0,833200.3,32509653000.0,507305.7,685103.1,3107571.0,560610.5
2210.0,850408.9,31219505000.0,522560.75,689885.56,3022652.8,560374.4
2211.0,827168.9,30114419000.0,529587.8,675500.94,2733292.8,548721.0
2212.0,843113.06,29315162000.0,518558.03,678627.94,2564570.0,542713.9
2213.0,848933.4,28402475000.0,513256.88,689144.5,2426511.0,545891.44
2214.0,848711.0,27658120000.0,508388.97,683263.2,2275832.5,519924.2
2215.0,857392.2,26837189000.0,506793.03,663758.06,2210142.0,530357.1
2216.0,838628.06,26092067000.0,507940.6,654525.75,2107323.5,525660.4
2217.0,846902.1,25442445000.0,515500.2,654936.9,1945620.0,491588.62
2218.0,859097.94,24835033000.0,516001.44,653010.75,1710009.1,480830.8
2219.0,885702.2,23993684000.0,520454.94,657426.0,1662601.6,482937.88
2220.0,883929.8,23555095000.0,517471.3,635981.6,1553709.5,484273.03
2221.0,884959.1,22815508000.0,520687.9,637628.4,1442120.2,481805.3
2222.0,879811.56,22358585000.0,518468.66,623841.2,1317723.2,483503.56
2223.0,836242.06,21811503000.0,499849.53,618987.6,1246676.0,481326.47
2224.0,827049.6,21273950000.0,485358.62,619863.9,1212624.2,477554.0
2225.0,809079.0,20652012000.0,481229.25,623055.7,1173250.2,482474.84
2226.0,806509.06,20002560000.0,483707.2,624160.9,1119957.2,485705.25
2227.0,840231.06,19448912000.0,484926.1,594848.7,1072145.1,482406.94
2228.0,846026.94,19087100000.0,482746.22,590819.06,1072054.4,473829.88
2229.0,849156.94,18667921000.0,482040.62,592539.06,1067125.1,476019.12
2230.0,851772.7,18503746000.0,475628.88,587604.06,1064759.9,478769.94
2231.0,832281.2,18029070000.0,481042.1,589458.6,1061100.6,478902.7
2232.0,834803.3,17643332000.0,476542.25,592146.0,1028136.44,478417.12
2233.0,819263.7,17254060000.0,481706.5,588132.7,1024428.3,480138.22
2234.0,830051.7,16719565000.0,478934.0,593664.1,992927.3,475230.22
2235.0,832658.56,16291125000.0,475170.06,593672.4,954611.5,472315.03
2236.0,838007.25,15902360000.0,471050.34,594203.3,944400.56,480975.7
2237.0,818121.06,15611349000.0,472823.72,591061.9,936665.1,475520.97
2238.0,822071.7,15306154000.0,471770.12,595087.8,917050.25,477211.78
2239.0,831131.9,15077575000.0,474662.47,592547.8,878536.56,478395.78
2240.0,845999.5,14719074000.0,476642.25,597539.1,853972.94,475967.9
2241.0,843829.56,14405920000.0,470942.6,593911.7,828740.1,475402.5
2242.0,851712.06,14156207000.0,470134.4,589247.25,828164.06,469938.16
2243.0,821583.6,13930701000.0,473551.12,595358.25,809960.1,477238.38
2244.0,830017.56,13734110000.0,477432.66,591492.4,806085.06,477304.3
2245.0,821072.75,13533309000.0,474576.4,590072.4,797386.94,477392.38
2246.0,819613.6,13441442000.0,469847.53,589186.5,767157.5,476632.4
2247.0,850614.06,13193341000.0,471571.56,591321.6,784880.0,480673.62
2248.0,841095.3,12901411000.0,475365.5,593755.2,811964.5,468448.62
2249.0,842849.4,12704494000.0,474962.84,589924.6,791625.2,482802.88
2250.0,840530.7,12562428000.0,478465.4,585118.7,808653.7,479592.66
2251.0,839743.44,12346700000.0,475147.97,583299.8,821899.56,474661.47
2252.0,837203.8,12253637000.0,474824.03,587281.1,809169.6,485312.66
2253.0,838257.75,12131277000.0,469072.56,580553.75,800198.0,478041.84
2254.0,837361.56,12016896000.0,469284.5,585933.6,815698.6,475206.4
2255.0,822839.8,11859921000.0,471653.6,580668.0,820200.7,480101.6
2256.0,821066.9,11732163000.0,473532.4,583061.94,812859.5,474980.94
2257.0,819261.2,11647764000.0,470660.25,589147.4,799700.2,476820.12
2258.0,816819.4,11587357000.0,473876.88,587305.75,808904.8,478949.78
2259.0,823488.75,11467926000.0,466884.7,582002.0,812722.8,474170.0
2260.0,816784.5,11363107000.0,473403.9,580982.1,833853.1,471661.06
2261.0,798971.4,11353093000.0,468605.53,583286.3,822230.9,476975.44
2262.0,802553.56,11224696000.0,471899.84,578163.3,830041.0,473427.1
2263.0,785743.8,11032659000.0,474792.16,571595.75,826140.0,476580.56
2264.0,808496.8,10912818000.0,472152.97,573651.9,819367.8,471422.1
2265.0,809656.0,10763500000.0,474701.7,571457.4,819546.1,482443.6
2266.0,788298.0,10617301000.0,474047.03,576905.94,825791.44,475879.38
2267.0,794308.6,10415924000.0,469941.0,577997.2,823180.1,470555.38
2268.0,812851.6,10279913000.0,470412.16,576705.1,824829.44,477666.84
2269.0,813689.8,10152942000.0,475292.53,570889.56,821399.8,473336.47
2270.0,818646.9,10068442000.0,472180.5,570334.06,817457.9,471005.8
2271.0,799997.44,10021163000.0,480105.75,580122.25,805161.06,477055.44
2272.0,816705.0,9868842000.0,479168.25,581332.0,802846.8,474606.56
2273.0,827861.5,9712964000.0,478532.16,583989.06,819159.9,476821.7
2274.0,821968.06,9510604000.0,471361.25,578129.0,820054.44,471116.7
2275.0,822953.75,9385183000.0,470736.75,579246.9,809786.5,478063.53
2276.0,825953.9,9301087000.0,474184.25,578602.25,815918.06,473726.97
2277.0,846920.25,9130788000.0,478520.0,586456.7,809682.4,470754.3
2278.0,831593.1,8948062000.0,476254.06,593364.9,792788.75,474321.22
2279.0,832815.25,8842823000.0,475324.78,582505.2,792611.4,474711.03
2280.0,870629.1,8727738000.0,477709.5,578126.56,799994.56,475490.56
2281.0,860749.06,8707790000.0,474494.4,585934.6,793991.25,470277.2
2282.0,838920.1,8727828000.0,479779.9,587150.44,817966.3,478600.8
2283.0,846734.75,8705213000.0,476312.6,586457.1,825767.56,476053.34
2284.0,821287.8,8561618000.0,479646.8,582008.2,808283.1,475023.66
2285.0,829077.5,8524481500.0,475177.38,585448.5,822077.2,474683.7
2286.0,830201.25,8442758000.0,475712.88,588242.4,828092.75,470876.4
2287.0,828850.44,8338770000.0,476117.0,580017.4,818035.56,473411.1
2288.0,834994.6,8266433500.0,477617.03,577983.5,809495.7,472893.9
2289.0,839509.7,8240552000.0,477109.78,561306.25,778720.44,475436.06
2290.0,832515.6,8217865000.0,478710.6,571638.4,789367.94,466957.9
2291.0,820776.94,8164751400.0,469817.06,576870.0,793971.75,471777.66
2292.0,815873.06,8115056600.0,477295.22,574835.75,777892.75,471524.94
2293.0,793955.94,7975636000.0,476951.47,569484.56,770605.06,466888.66
2294.0,791341.44,7971286000.0,473698.88,578308.6,781902.9,469309.97
2295.0,799580.06,7865712600.0,475223.3,576446.1,764595.7,477238.44
2296.0,813833.94,7772691500.0,482455.12,570469.7,771807.44,476442.5
2297.0,803009.5,7704585000.0,480084.72,576464.4,778520.44,474248.6
2298.0,793987.6,7630856000.0,480349.88,570923.9,793268.44,457246.75
2299.0,814375.9,7535035400.0,472639.94,563715.94,807456.5,467967.8
2300.0,812786.94,7547182600.0,478339.66,571160.06,782028.56,469700.38
