time,CMCC-CM2-SR5,EC-EARTH3,INM-CM5-0,INM-CM4-8,FGOALS-F3-L,BCC-CSM2-MR,EC-EARTH3-VEG,MRI-ESM2-0,CESM2,MPI-ESM1-2-HR,NORESM2-MM,CAMS-CSM1-0,CESM2-WACCM,GFDL-ESM4
2025.0,134176710000.0,134560350000.0,134579930000.0,134116260000.0,133993620000.0,133801870000.0,134171660000.0,133857450000.0,134173770000.0,134523910000.0,133923635000.0,134948850000.0,134659400000.0,134584435000.0
2026.0,134126480000.0,134502010000.0,134452630000.0,134169500000.0,133868855000.0,134094280000.0,134244920000.0,134252020000.0,134011030000.0,134472245000.0,133739250000.0,135249230000.0,134150095000.0,134017745000.0
2027.0,133799000000.0,133751970000.0,134752756000.0,133759730000.0,133550830000.0,133992680000.0,133722910000.0,133972960000.0,133930130000.0,134288120000.0,134501106000.0,134372780000.0,134399330000.0,133754070000.0
2028.0,133762290000.0,133518280000.0,134044990000.0,133747870000.0,133690500000.0,133823020000.0,133575830000.0,134253404000.0,133884250000.0,133934820000.0,133746840000.0,134462734000.0,133808580000.0,133692950000.0
2029.0,133793400000.0,133528674000.0,133916030000.0,133588340000.0,133510960000.0,133292570000.0,133437670000.0,134082920000.0,133726500000.0,133678260000.0,133909770000.0,134146515000.0,133807900000.0,133599630000.0
2030.0,133596230000.0,133369150000.0,133894005000.0,133500600000.0,133370370000.0,133307160000.0,133287900000.0,133903260000.0,133888320000.0,133868300000.0,133597676000.0,133975000000.0,133673890000.0,133421105000.0
2031.0,133514950000.0,133391800000.0,134053970000.0,133473040000.0,133465730000.0,132982440000.0,133355920000.0,133682905000.0,133554780000.0,133581740000.0,133511635000.0,133859700000.0,133462540000.0,133765456000.0
2032.0,133711010000.0,133418940000.0,133622320000.0,133269490000.0,133223514000.0,132876060000.0,133590835000.0,133639920000.0,133284766000.0,133626140000.0,133237430000.0,133739870000.0,133258160000.0,133070290000.0
2033.0,133850760000.0,133074180000.0,133808120000.0,133296830000.0,132977190000.0,132814300000.0,133340950000.0,133387270000.0,133074130000.0,133441020000.0,133966540000.0,133829394000.0,133090070000.0,133138730000.0
2034.0,133397070000.0,133169410000.0,133416560000.0,133490170000.0,132992360000.0,132626550000.0,133076910000.0,133167670000.0,133053860000.0,133526990000.0,133382910000.0,133949080000.0,132984990000.0,133064020000.0
2035.0,133172120000.0,133601790000.0,133337220000.0,133024430000.0,132594110000.0,132512150000.0,132996104000.0,133009040000.0,132981360000.0,133157675000.0,133067070000.0,134018930000.0,132899660000.0,132818980000.0
2036.0,132942040000.0,132839360000.0,133311906000.0,133287730000.0,132618890000.0,132774535000.0,132820930000.0,133091950000.0,132896390000.0,133121770000.0,132949480000.0,133386040000.0,132769650000.0,132644730000.0
2037.0,132674750000.0,132856480000.0,133250350000.0,132974486000.0,132225010000.0,132180710000.0,132719256000.0,133082330000.0,132855820000.0,133333140000.0,132914690000.0,133994650000.0,132684060000.0,132897840000.0
2038.0,132745950000.0,132526330000.0,133113900000.0,132749754000.0,132161130000.0,131886530000.0,132468980000.0,132895980000.0,132781350000.0,133421195000.0,132776990000.0,134339380000.0,132347216000.0,132436710000.0
2039.0,133028920000.0,132466770000.0,133663690000.0,132523794000.0,131995206000.0,131727270000.0,132546060000.0,132835180000.0,132634650000.0,133012740000.0,132951510000.0,134365900000.0,132389130000.0,132610750000.0
2040.0,132732740000.0,132274670000.0,133100510000.0,132561510000.0,131938820000.0,131892400000.0,132219630000.0,132715670000.0,132548130000.0,132834360000.0,132362445000.0,134230440000.0,132078190000.0,132454690000.0
2041.0,132314320000.0,132027830000.0,133588590000.0,132611320000.0,131796610000.0,131383620000.0,132089135000.0,132513686000.0,132399464000.0,132908390000.0,132337254000.0,133353540000.0,131893040000.0,132203580000.0
2042.0,132999280000.0,132109750000.0,133011005000.0,132309530000.0,131725180000.0,131291250000.0,131934620000.0,132548444000.0,132297340000.0,132849420000.0,132173940000.0,133242040000.0,131697476000.0,132188340000.0
2043.0,132202980000.0,131971450000.0,132972690000.0,132751696000.0,131539650000.0,131001680000.0,132217370000.0,132352310000.0,132107900000.0,132393910000.0,132182280000.0,132928910000.0,131520640000.0,131764855000.0
2044.0,131977930000.0,131657610000.0,133008376000.0,132105620000.0,131424140000.0,130706670000.0,132278420000.0,132121210000.0,132116726000.0,132666106000.0,132129554000.0,135708975000.0,131491640000.0,132059650000.0
2045.0,131779854000.0,131506320000.0,132930740000.0,131954810000.0,131358410000.0,130396100000.0,132372775000.0,132059365000.0,131862190000.0,132083016000.0,132456440000.0,133686166000.0,131194225000.0,131889930000.0
2046.0,131573250000.0,131288890000.0,133133290000.0,131877260000.0,131525026000.0,130282420000.0,131709846000.0,131948760000.0,131722950000.0,132039780000.0,132241146000.0,132785800000.0,131014950000.0,132038670000.0
2047.0,131270470000.0,131197390000.0,132779370000.0,131564200000.0,131139270000.0,130136760000.0,131658830000.0,131728474000.0,131609120000.0,131831780000.0,131807840000.0,132777470000.0,130588370000.0,131872645000.0
2048.0,131214270000.0,130924560000.0,132894335000.0,131751440000.0,131097895000.0,129722800000.0,131282985000.0,131506000000.0,131491070000.0,131889594000.0,131397670000.0,132435650000.0,130452910000.0,131389440000.0
2049.0,130958020000.0,130791050000.0,132737630000.0,131530410000.0,130700460000.0,129276390000.0,131095800000.0,131444910000.0,131193130000.0,131640760000.0,131403010000.0,132630960000.0,130128360000.0,131271910000.0
2050.0,130824634000.0,130568960000.0,132921385000.0,131205500000.0,130508140000.0,128957830000.0,130890340000.0,131217350000.0,131042090000.0,131483210000.0,131371560000.0,132624925000.0,129810014000.0,131010580000.0
2051.0,130828280000.0,130005100000.0,133028580000.0,131588104000.0,130248800000.0,128794970000.0,130666970000.0,130931745000.0,130757110000.0,131082600000.0,131124240000.0,132304270000.0,129467530000.0,130674790000.0
2052.0,130654170000.0,129879925000.0,132775020000.0,131662350000.0,129960750000.0,128804585000.0,130705780000.0,130812000000.0,130496140000.0,131030745000.0,130802920000.0,133207060000.0,129280080000.0,130442080000.0
2053.0,130222850000.0,129657954000.0,132456020000.0,130866160000.0,129789910000.0,128436780000.0,130239170000.0,130556430000.0,130116010000.0,130830910000.0,130675420000.0,132212890000.0,128887280000.0,130871560000.0
2054.0,129904440000.0,129557390000.0,132797270000.0,131032424000.0,129726110000.0,127752780000.0,129932350000.0,130311790000.0,130003870000.0,130757140000.0,130792060000.0,132457970000.0,128512066000.0,130678420000.0
2055.0,129574030000.0,129348060000.0,132397660000.0,130251630000.0,129411840000.0,127635150000.0,129836030000.0,130230600000.0,129778565000.0,130757460000.0,130401570000.0,131961720000.0,128212620000.0,130387450000.0
2056.0,129251870000.0,129010250000.0,132404806000.0,130260976000.0,129401490000.0,127346550000.0,129646770000.0,130102560000.0,129512440000.0,130335736000.0,130452700000.0,132447175000.0,127924970000.0,130305590000.0
2057.0,129234360000.0,128796530000.0,132330440000.0,130526405000.0,129106440000.0,127306195000.0,129521190000.0,129838560000.0,129271050000.0,130135600000.0,130380370000.0,133610780000.0,127471895000.0,130141810000.0
2058.0,129264090000.0,128420580000.0,132254570000.0,130365310000.0,128742770000.0,126566924000.0,129361140000.0,129846970000.0,128935035000.0,130032020000.0,130083500000.0,132005910000.0,127027070000.0,129891330000.0
2059.0,128752060000.0,128202510000.0,132250345000.0,130174160000.0,128503090000.0,126243310000.0,129038160000.0,129418630000.0,128759680000.0,129926620000.0,130264440000.0,133008460000.0,126622340000.0,129545220000.0
2060.0,128353985000.0,128158200000.0,132242645000.0,129998650000.0,128284750000.0,125891560000.0,129083920000.0,129152010000.0,128294480000.0,129737100000.0,129905754000.0,132016824000.0,126343660000.0,129543090000.0
2061.0,128321490000.0,127638550000.0,132051320000.0,129607720000.0,128182870000.0,125591900000.0,128734150000.0,128994930000.0,127854756000.0,129472480000.0,129639140000.0,131975455000.0,126043980000.0,129333084000.0
2062.0,127954180000.0,127126500000.0,132231050000.0,129873940000.0,127762520000.0,125036500000.0,128499810000.0,128711520000.0,127287570000.0,129035910000.0,129619680000.0,131397150000.0,125641240000.0,129742070000.0
2063.0,127492950000.0,126585210000.0,131860710000.0,129442420000.0,127666954000.0,124314560000.0,128127060000.0,128480860000.0,126897370000.0,129193500000.0,129295280000.0,131023210000.0,124737490000.0,129135485000.0
2064.0,127256120000.0,126283220000.0,131815105000.0,129266040000.0,127190640000.0,124081660000.0,127661310000.0,128169980000.0,126571184000.0,129016136000.0,128765990000.0,130884670000.0,124174615000.0,128935980000.0
2065.0,127010760000.0,125871740000.0,132269190000.0,129117510000.0,126654145000.0,123772190000.0,127179320000.0,128193266000.0,126044830000.0,128722460000.0,128665470000.0,130687280000.0,123670480000.0,128654720000.0
2066.0,126653210000.0,125695910000.0,131799220000.0,128868500000.0,126296040000.0,123316710000.0,126960620000.0,127963310000.0,125931150000.0,128402140000.0,128573480000.0,130462850000.0,123235130000.0,128420260000.0
2067.0,126487700000.0,125557820000.0,131624610000.0,129034760000.0,125897630000.0,122974320000.0,126381210000.0,127646410000.0,125514000000.0,128194890000.0,128319046000.0,130238840000.0,122644210000.0,128268860000.0
2068.0,126056990000.0,125121960000.0,131691135000.0,128517734000.0,125590430000.0,122563930000.0,126108560000.0,127386250000.0,125062340000.0,128178980000.0,128222920000.0,130180000000.0,122158870000.0,128030384000.0
2069.0,125848930000.0,124376820000.0,131765920000.0,128453935000.0,125353210000.0,122025230000.0,126105485000.0,126928680000.0,124589840000.0,128011710000.0,127912130000.0,130182710000.0,121587580000.0,127616246000.0
2070.0,125903680000.0,124183410000.0,131322060000.0,128670130000.0,125098660000.0,121750790000.0,125475450000.0,126615210000.0,124182725000.0,127830710000.0,127686850000.0,129959720000.0,120970370000.0,127312470000.0
2071.0,125299150000.0,123653780000.0,131104930000.0,128319910000.0,124854485000.0,121544250000.0,124874236000.0,126152740000.0,123585820000.0,127418515000.0,127442160000.0,129773160000.0,120556904000.0,127219710000.0
2072.0,125103710000.0,123064570000.0,131020464000.0,128067200000.0,124352360000.0,121108324000.0,124599510000.0,126031790000.0,123115980000.0,126987354000.0,127028170000.0,129869330000.0,119770055000.0,127171760000.0
2073.0,124863370000.0,122704170000.0,130862380000.0,127772300000.0,124024660000.0,120772430000.0,124308400000.0,125552800000.0,122650020000.0,126762740000.0,126990210000.0,129690240000.0,118923080000.0,126862780000.0
2074.0,124519090000.0,122413530000.0,130780720000.0,127497510000.0,123692950000.0,120352350000.0,123700870000.0,125233490000.0,122117650000.0,126557250000.0,126837826000.0,129308156000.0,118308856000.0,126743780000.0
2075.0,124609140000.0,122039345000.0,130715650000.0,127228690000.0,123564335000.0,119860580000.0,123377310000.0,124797350000.0,121505410000.0,126470775000.0,126744440000.0,129185190000.0,117655770000.0,126578930000.0
2076.0,124190090000.0,121399250000.0,130653570000.0,126808270000.0,123139980000.0,119656900000.0,122925425000.0,124344060000.0,121127860000.0,126317150000.0,126283686000.0,129287540000.0,116942316000.0,126148520000.0
2077.0,123844310000.0,120946720000.0,130569390000.0,126735920000.0,122711490000.0,118841450000.0,122588870000.0,124236450000.0,120555850000.0,125986820000.0,126949820000.0,128716050000.0,116191390000.0,126052630000.0
2078.0,124248950000.0,120649650000.0,130897854000.0,126543080000.0,122532840000.0,118496400000.0,122298750000.0,124059360000.0,119654195000.0,125995730000.0,126275940000.0,128664860000.0,115189195000.0,125640960000.0
2079.0,123639650000.0,120397685000.0,130350450000.0,126201650000.0,122458440000.0,118305770000.0,121879950000.0,123503910000.0,119088760000.0,126082590000.0,125508950000.0,129807870000.0,114677940000.0,125553705000.0
2080.0,123112776000.0,120072585000.0,130709170000.0,126358400000.0,122045210000.0,117870850000.0,121377620000.0,123145830000.0,118629786000.0,125354170000.0,125272890000.0,128591820000.0,113754860000.0,125242810000.0
2081.0,122880200000.0,119548264000.0,130134220000.0,125966700000.0,121630090000.0,117354000000.0,120975710000.0,123008770000.0,118116655000.0,125053700000.0,125096260000.0,128721625000.0,112941470000.0,124813220000.0
2082.0,122073055000.0,119004970000.0,129898275000.0,125778120000.0,121442170000.0,117189090000.0,120413710000.0,122609760000.0,117182554000.0,124741370000.0,124833540000.0,128665640000.0,111737740000.0,124642930000.0
2083.0,121708175000.0,118668100000.0,130112270000.0,125258770000.0,121070830000.0,116808920000.0,119487770000.0,122024930000.0,116393490000.0,124763320000.0,124902170000.0,128477840000.0,111157930000.0,124503230000.0
2084.0,121437580000.0,118278865000.0,129795230000.0,125109290000.0,120754160000.0,116417176000.0,118688170000.0,121597620000.0,115601600000.0,124511216000.0,124523750000.0,127945960000.0,110261030000.0,124296765000.0
2085.0,120726480000.0,117845280000.0,129591780000.0,124808880000.0,120725120000.0,115665030000.0,118374425000.0,121161330000.0,114697404000.0,124265420000.0,124280450000.0,127427420000.0,109361046000.0,124129310000.0
2086.0,120049100000.0,117280300000.0,129995830000.0,124428810000.0,120162220000.0,115312580000.0,117414960000.0,120893020000.0,113912010000.0,124305490000.0,123968330000.0,127184904000.0,108547470000.0,123903120000.0
2087.0,119732265000.0,117127930000.0,129283580000.0,124078916000.0,119905165000.0,115230870000.0,116814150000.0,120614440000.0,113035720000.0,123820910000.0,123701320000.0,127150220000.0,107536000000.0,123629216000.0
2088.0,119552710000.0,116812400000.0,129131700000.0,123552950000.0,119591700000.0,114745100000.0,116425196000.0,119948990000.0,112299550000.0,123809620000.0,123468630000.0,126991690000.0,106824490000.0,123392336000.0
2089.0,119201690000.0,116402140000.0,129208670000.0,123580810000.0,119421500000.0,114593570000.0,115943285000.0,119479780000.0,111499170000.0,123335750000.0,123467710000.0,126674846000.0,105913130000.0,123096880000.0
2090.0,118800990000.0,115991090000.0,128998570000.0,123252460000.0,119046990000.0,113604215000.0,115598434000.0,119119680000.0,110864460000.0,123196050000.0,123049640000.0,126558050000.0,104757470000.0,122905860000.0
2091.0,118512320000.0,115399030000.0,129144000000.0,123021190000.0,118595400000.0,113273315000.0,114880360000.0,118772140000.0,109952590000.0,123162110000.0,122772920000.0,126371600000.0,103913530000.0,122629610000.0
2092.0,117791100000.0,114842935000.0,128805130000.0,122956430000.0,117930254000.0,112774650000.0,114397970000.0,118484020000.0,109272400000.0,122828300000.0,122476675000.0,126736330000.0,103168470000.0,122384140000.0
2093.0,117389550000.0,114361280000.0,128796240000.0,122581470000.0,117622540000.0,112428690000.0,113592300000.0,117877140000.0,108091150000.0,122793165000.0,122235270000.0,126214420000.0,101816690000.0,122098190000.0
2094.0,116996270000.0,113645460000.0,128814690000.0,122406216000.0,117288810000.0,111803400000.0,113073720000.0,117411996000.0,107282580000.0,122256820000.0,121968520000.0,125980254000.0,101263000000.0,121855590000.0
2095.0,116559585000.0,113336640000.0,128479306000.0,122055150000.0,116880520000.0,111478810000.0,112510304000.0,116883350000.0,106456680000.0,122268650000.0,122112170000.0,125882920000.0,100146770000.0,121378380000.0
2096.0,116443200000.0,112864264000.0,128408450000.0,121736340000.0,116394440000.0,110967670000.0,111780070000.0,116565610000.0,105444780000.0,121902930000.0,121731100000.0,125878380000.0,99513800000.0,120975920000.0
2097.0,115603730000.0,112258380000.0,128120095000.0,121435540000.0,115965125000.0,110380384000.0,111315640000.0,116047405000.0,104668770000.0,121745390000.0,121493910000.0,125790446000.0,98395240000.0,120806450000.0
2098.0,115503866000.0,111512500000.0,127840210000.0,121135060000.0,115388160000.0,109809690000.0,110922195000.0,115424300000.0,103926505000.0,121370290000.0,121085220000.0,125500000000.0,97158414000.0,120634810000.0
2099.0,114691950000.0,111017570000.0,127647310000.0,120996380000.0,115288260000.0,109149530000.0,110185440000.0,114926944000.0,102944910000.0,121186255000.0,120632460000.0,125266880000.0,96464180000.0,120187290000.0
2100.0,114043210000.0,110346870000.0,127482370000.0,120529550000.0,114603750000.0,108929016000.0,109462810000.0,114127230000.0,102029610000.0,120850330000.0,120391510000.0,126152520000.0,95144590000.0,119633280000.0
