time,MRI-ESM2-0,KACE-1-0-G,CANESM5,IPSL-CM6A-LR,CNRM-ESM2-1,UKESM1-0-LL,IITM-ESM,TAIESM1,MPI-ESM1-2-HR,MIROC6,GFDL-ESM4,CESM2-WACCM,EC-EARTH3,CNRM-CM6-1
2012.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0
2013.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0
2014.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0
2015.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0
2016.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0
2017.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0
2018.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0
2019.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0
2020.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0
2021.0,84826776000.0,84744270000.0,84757000000.0,87188370000.0,86246260000.0,84672840000.0,84591820000.0,84668160000.0,84909110000.0,84818950000.0,84890100000.0,84840140000.0,84849350000.0,85163780000.0
2022.0,84631370000.0,84324210000.0,84333360000.0,85474390000.0,85311570000.0,84189670000.0,84498430000.0,84395020000.0,85421510000.0,84571390000.0,84435300000.0,84475090000.0,85423040000.0,84682400000.0
2023.0,84483056000.0,83798704000.0,84561040000.0,85348390000.0,84982610000.0,83778850000.0,84238420000.0,84119070000.0,84633630000.0,84329914000.0,83963540000.0,84110380000.0,84878060000.0,84330490000.0
2024.0,84246270000.0,83137140000.0,83976520000.0,85043690000.0,84497890000.0,83250650000.0,84299530000.0,83722445000.0,84439925000.0,83965510000.0,83798510000.0,83614384000.0,84147520000.0,84048670000.0
2025.0,83841060000.0,83030570000.0,83235400000.0,84409960000.0,84310520000.0,82804900000.0,84766420000.0,83271150000.0,84031594000.0,83566180000.0,84081520000.0,82972500000.0,83822380000.0,85343070000.0
2026.0,83522850000.0,82127760000.0,83102200000.0,83930990000.0,83973240000.0,82397150000.0,84629220000.0,82732070000.0,84260930000.0,83028220000.0,83229680000.0,82196310000.0,83232980000.0,83743650000.0
2027.0,82993120000.0,81097000000.0,82205330000.0,83945054000.0,83743330000.0,81673930000.0,83597615000.0,82149790000.0,83398210000.0,82601080000.0,82742960000.0,81808870000.0,82592030000.0,83223320000.0
2028.0,82864730000.0,80063504000.0,81649670000.0,83983830000.0,83174290000.0,81175470000.0,84295930000.0,81549800000.0,82856040000.0,82303525000.0,82735240000.0,80957160000.0,82187850000.0,82652930000.0
2029.0,82357630000.0,79162974000.0,81398840000.0,83583780000.0,82605410000.0,80216770000.0,83133180000.0,80924620000.0,82351270000.0,82258900000.0,82828460000.0,80245105000.0,81470330000.0,82185990000.0
2030.0,82051530000.0,78740955000.0,80828620000.0,83277940000.0,82296210000.0,79291425000.0,82292330000.0,80224670000.0,81958970000.0,82107250000.0,81945534000.0,79602130000.0,80716890000.0,83104055000.0
2031.0,81781870000.0,77433080000.0,79786760000.0,83963880000.0,81902520000.0,78534780000.0,82860980000.0,79612990000.0,81682730000.0,80652920000.0,81721610000.0,80171460000.0,81058820000.0,82158470000.0
2032.0,81343250000.0,76666300000.0,79060660000.0,82777850000.0,81223810000.0,78036790000.0,82241266000.0,78982890000.0,81670865000.0,79745475000.0,81195870000.0,79827560000.0,79755756000.0,81643190000.0
2033.0,80829110000.0,76288680000.0,78347980000.0,82802120000.0,80670760000.0,77709870000.0,82834130000.0,78066060000.0,80998990000.0,79265110000.0,80641750000.0,78609540000.0,79005336000.0,81358750000.0
2034.0,80367310000.0,75127290000.0,77843310000.0,81974220000.0,80181240000.0,76714550000.0,81806060000.0,77016370000.0,80555390000.0,80964846000.0,79938765000.0,77407670000.0,78379710000.0,80907620000.0
2035.0,79648910000.0,74555230000.0,77181570000.0,81349935000.0,79663700000.0,75687310000.0,86667860000.0,76176960000.0,80458210000.0,78652610000.0,79259060000.0,77098990000.0,77886930000.0,80417810000.0
2036.0,79004880000.0,73067330000.0,76552830000.0,80884320000.0,79311675000.0,74936720000.0,84766350000.0,75530715000.0,80555510000.0,78147560000.0,79041044000.0,76282950000.0,80007420000.0,80291594000.0
2037.0,78410990000.0,72038310000.0,76065776000.0,80469470000.0,78814800000.0,73393900000.0,83923370000.0,74547010000.0,80025540000.0,77606400000.0,78405900000.0,75318480000.0,77691350000.0,79607730000.0
2038.0,77537985000.0,71211260000.0,75418305000.0,79688520000.0,78142060000.0,72741260000.0,81927980000.0,73480970000.0,79970870000.0,76796500000.0,77859850000.0,74878650000.0,76562980000.0,79159580000.0
2039.0,77029880000.0,70425570000.0,75277860000.0,79063290000.0,78667104000.0,72098890000.0,81804400000.0,72477670000.0,79825790000.0,76778750000.0,77299786000.0,73830520000.0,76734930000.0,78749245000.0
2040.0,76220520000.0,69761294000.0,74732060000.0,78236050000.0,77555210000.0,71393020000.0,81185055000.0,71382040000.0,80274200000.0,75991564000.0,76459330000.0,73228020000.0,75931790000.0,78493540000.0
2041.0,75450670000.0,68832900000.0,74613146000.0,78012730000.0,79192300000.0,70869320000.0,80709360000.0,71504700000.0,78736860000.0,75729640000.0,75969820000.0,72820860000.0,75097660000.0,79322710000.0
2042.0,74840820000.0,68152422000.0,73863190000.0,77289250000.0,78328940000.0,69795810000.0,79603730000.0,69935790000.0,78216765000.0,75047670000.0,75655954000.0,72033510000.0,74585460000.0,79571460000.0
2043.0,74163460000.0,67403330000.0,73197036000.0,76153180000.0,77296370000.0,68489100000.0,78965870000.0,68826276000.0,77991310000.0,74637386000.0,74858840000.0,71357480000.0,75321975000.0,78824690000.0
2044.0,73464810000.0,66723525000.0,72644180000.0,75881210000.0,76655340000.0,67460500000.0,79577915000.0,67732800000.0,78275500000.0,74007110000.0,74351430000.0,70776005000.0,73247640000.0,77754620000.0
2045.0,72507560000.0,65936640000.0,72633320000.0,74847890000.0,77028720000.0,66778542000.0,78701340000.0,66686560000.0,77335855000.0,73146900000.0,74590440000.0,70189630000.0,72398910000.0,76888880000.0
2046.0,71744140000.0,64956027000.0,71514470000.0,73948760000.0,75778820000.0,65890060000.0,78188500000.0,65813148000.0,77963770000.0,72408875000.0,73584260000.0,69800620000.0,71831490000.0,76514780000.0
2047.0,71051330000.0,64403750000.0,70723670000.0,74312745000.0,75279600000.0,64801194000.0,79930400000.0,64945558000.0,76961415000.0,71783100000.0,73642290000.0,69080700000.0,71102740000.0,75921130000.0
2048.0,70357900000.0,63468884000.0,69867580000.0,72534850000.0,75187680000.0,63765246000.0,77864894000.0,64747004000.0,76758540000.0,70975816000.0,73001615000.0,68552258000.0,70099370000.0,75570725000.0
2049.0,69977416000.0,62634040000.0,70609690000.0,71909060000.0,74583460000.0,63135154000.0,78191600000.0,62946742000.0,76463260000.0,73803520000.0,72285676000.0,67813180000.0,69898110000.0,74996440000.0
2050.0,70306390000.0,62621495000.0,69130310000.0,72167784000.0,74181200000.0,62211270000.0,77729060000.0,62121150000.0,77150390000.0,71688724000.0,71567640000.0,67404997000.0,68733020000.0,74852840000.0
2051.0,69124680000.0,61604070000.0,68455236000.0,70786860000.0,74798105000.0,61615403000.0,77161100000.0,62062924000.0,76224460000.0,70098170000.0,71295960000.0,67974240000.0,67805377000.0,76552765000.0
2052.0,68889035000.0,60833415000.0,68058493000.0,71334855000.0,73793946000.0,60735316000.0,77501430000.0,60531483000.0,76268640000.0,69209730000.0,72762660000.0,66260660000.0,67976000000.0,75164280000.0
2053.0,68197090000.0,59924574000.0,67413082000.0,70037100000.0,73333430000.0,60196966000.0,76602425000.0,59452650000.0,75414330000.0,68861180000.0,71146170000.0,65615045000.0,66706248000.0,74296970000.0
2054.0,67600146000.0,59259050000.0,66803155000.0,69624610000.0,73533940000.0,59872727000.0,76664320000.0,58398155000.0,75428370000.0,69255300000.0,71174480000.0,65559482000.0,65888403000.0,73577720000.0
2055.0,67420103000.0,58336200000.0,66236480000.0,69431830000.0,73057670000.0,58872664000.0,75918295000.0,57614650000.0,75047170000.0,68481528000.0,69969160000.0,64694944000.0,65040458000.0,73075230000.0
2056.0,66670810000.0,58079527000.0,65596924000.0,68937780000.0,72860930000.0,59321580000.0,76169130000.0,56663187000.0,74691720000.0,67335990000.0,69542584000.0,63981126000.0,65320575000.0,72828740000.0
2057.0,66208457000.0,58314750000.0,64870707000.0,68078440000.0,72091170000.0,57379013000.0,75302800000.0,56105800000.0,74475405000.0,66700915000.0,68926250000.0,63384056000.0,64183656000.0,72306360000.0
2058.0,66091750000.0,57099067000.0,64206246000.0,67373060000.0,71663470000.0,56637390000.0,75826340000.0,55092482000.0,73844556000.0,67729904000.0,68677770000.0,62756594000.0,63338955000.0,72143225000.0
2059.0,65789070000.0,56632540000.0,63467012000.0,66705334000.0,71216900000.0,55809050000.0,74688180000.0,54153597000.0,73455840000.0,66998997000.0,67933053000.0,61906612000.0,62949286000.0,71491980000.0
2060.0,65166172000.0,55678145000.0,62854713000.0,66011810000.0,71405940000.0,55027724000.0,74464310000.0,53244953000.0,73241534000.0,65920475000.0,67514450000.0,61503300000.0,62589514000.0,71134450000.0
2061.0,64656007000.0,54827393000.0,62397616000.0,70098100000.0,70877110000.0,54181100000.0,74021626000.0,52460060000.0,72690380000.0,65562853000.0,66964922000.0,60876760000.0,62657675000.0,70832415000.0
2062.0,64828092000.0,54246253000.0,61803532000.0,65856033000.0,70674610000.0,53573990000.0,74975880000.0,51855640000.0,72433360000.0,64674150000.0,66859290000.0,60421968000.0,66943672000.0,70561950000.0
2063.0,64397440000.0,53750776000.0,61517996000.0,65463470000.0,70969780000.0,52895154000.0,73438860000.0,51031646000.0,72319000000.0,64094440000.0,67151983000.0,60353040000.0,63010697000.0,70475620000.0
2064.0,69526266000.0,52882407000.0,60709368000.0,63797314000.0,76638960000.0,52520380000.0,73057000000.0,50630246000.0,71980040000.0,64204194000.0,66168530000.0,59995890000.0,62936170000.0,69626470000.0
2065.0,64658227000.0,53167330000.0,60255998000.0,63064980000.0,72534420000.0,51731608000.0,75044090000.0,49561940000.0,71599180000.0,65899667000.0,66369286000.0,59194040000.0,60578968000.0,69660434000.0
2066.0,63311892000.0,51608474000.0,59569095000.0,62531120000.0,71881950000.0,51530777000.0,72711350000.0,49154183000.0,71196344000.0,66562875000.0,65354140000.0,58522276000.0,60453224000.0,68927580000.0
2067.0,63724855000.0,50786110000.0,59135240000.0,61726150000.0,71068475000.0,50873696000.0,72884830000.0,48220918000.0,71340400000.0,63557775000.0,65174220000.0,58776166000.0,59870683000.0,68629746000.0
2068.0,63459414000.0,50150290000.0,58593280000.0,61170600000.0,69928750000.0,50250350000.0,72136100000.0,47997400000.0,70748470000.0,62693286000.0,64979080000.0,57404555000.0,58893280000.0,68077957000.0
2069.0,61839330000.0,51607097000.0,58287050000.0,60706456000.0,69567726000.0,49401123000.0,73674310000.0,47170490000.0,70453340000.0,63010415000.0,64921526000.0,56610996000.0,58498703000.0,68870760000.0
2070.0,61364675000.0,50866690000.0,57753010000.0,59881693000.0,68959180000.0,48788443000.0,74755270000.0,46860456000.0,70137130000.0,62745480000.0,64164520000.0,55903502000.0,57870940000.0,67680514000.0
2071.0,61599230000.0,50661814000.0,57476657000.0,59160190000.0,68696920000.0,48277420000.0,72356364000.0,45846417000.0,69920690000.0,61473964000.0,63748130000.0,55786443000.0,57262387000.0,68310990000.0
2072.0,65036980000.0,48904090000.0,56601534000.0,59641266000.0,70106740000.0,47744864000.0,71191950000.0,45421548000.0,69549450000.0,60883497000.0,63529533000.0,56401720000.0,57405830000.0,67196970000.0
2073.0,65892760000.0,48554545000.0,55991100000.0,59825627000.0,68684170000.0,47519003000.0,70814090000.0,44707700000.0,69324690000.0,60149866000.0,63000715000.0,56020312000.0,56832836000.0,66544554000.0
2074.0,62284830000.0,48079890000.0,55517585000.0,58757992000.0,68358110000.0,48273860000.0,70322860000.0,43998044000.0,68857545000.0,60746437000.0,63026810000.0,56490566000.0,56195764000.0,67547726000.0
2075.0,62266730000.0,48668560000.0,55164840000.0,59398380000.0,67963580000.0,46746290000.0,70751170000.0,43443050000.0,68600254000.0,61393320000.0,63660466000.0,54897123000.0,55178166000.0,65941328000.0
2076.0,63389475000.0,47034700000.0,54588750000.0,57071325000.0,67508560000.0,46822867000.0,69746850000.0,43273260000.0,68328590000.0,60215083000.0,62736400000.0,54537930000.0,54619808000.0,65470726000.0
2077.0,62449533000.0,52703937000.0,54201827000.0,56341980000.0,67425202000.0,45823664000.0,69325530000.0,44091280000.0,68427060000.0,59471774000.0,62169620000.0,53589790000.0,54034477000.0,65493115000.0
2078.0,61151490000.0,49901003000.0,53795324000.0,55940700000.0,67437273000.0,45188820000.0,69040790000.0,42200760000.0,69733580000.0,58559058000.0,61667830000.0,53273710000.0,53459685000.0,65158150000.0
2079.0,60812490000.0,46470738000.0,53445427000.0,55260856000.0,66953720000.0,44677063000.0,69108160000.0,41495704000.0,67945710000.0,58254725000.0,61133943000.0,52833780000.0,53034648000.0,64633803000.0
2080.0,59563454000.0,46026990000.0,52959010000.0,54698940000.0,66488426000.0,43903635000.0,68959600000.0,40513753000.0,67956912000.0,57992032000.0,61174090000.0,52342075000.0,52475530000.0,64334082000.0
2081.0,59138073000.0,45110190000.0,52595544000.0,53982000000.0,66597440000.0,43735270000.0,70132890000.0,39849222000.0,67451290000.0,58361760000.0,60634305000.0,52009853000.0,53553560000.0,66032447000.0
2082.0,62111285000.0,48145500000.0,52107186000.0,53543096000.0,66870596000.0,42830980000.0,75013760000.0,39207764000.0,67426030000.0,57690616000.0,60325910000.0,52155453000.0,51858450000.0,65802617000.0
2083.0,59153980000.0,44975290000.0,51704460000.0,52820100000.0,67090670000.0,42145410000.0,70760690000.0,38439817000.0,66825834000.0,62528086000.0,59859157000.0,51876490000.0,51549536000.0,63749140000.0
2084.0,58369130000.0,44302488000.0,51230597000.0,52510100000.0,66362126000.0,41679544000.0,69010580000.0,37803016000.0,66603100000.0,58345853000.0,59534190000.0,50964165000.0,51134427000.0,63701730000.0
2085.0,57882526000.0,43691987000.0,50892770000.0,52156613000.0,65930930000.0,41164700000.0,70304040000.0,37323624000.0,66426356000.0,57225580000.0,59368542000.0,50355140000.0,52050182000.0,65837910000.0
2086.0,58052702000.0,43367764000.0,50114990000.0,53768212000.0,65250380000.0,40761352000.0,69858370000.0,36671520000.0,65823048000.0,56537973000.0,60690680000.0,49971910000.0,50169217000.0,63128860000.0
2087.0,57778336000.0,42954473000.0,49678078000.0,51319320000.0,67191017000.0,40172454000.0,68789850000.0,35849667000.0,65507934000.0,55991534000.0,59444707000.0,49864330000.0,50693693000.0,63758650000.0
2088.0,57317730000.0,42456818000.0,49749180000.0,51713010000.0,64989020000.0,39673050000.0,68374280000.0,35348000000.0,66005705000.0,56956740000.0,58913976000.0,50769478000.0,49662165000.0,64948070000.0
2089.0,56748077000.0,42081400000.0,49582588000.0,50453795000.0,64822330000.0,39121646000.0,67511824000.0,36959515000.0,65231200000.0,55548860000.0,58482860000.0,49400484000.0,48881127000.0,66719860000.0
2090.0,56442126000.0,41951793000.0,49015100000.0,49829540000.0,64526377000.0,38325285000.0,67163170000.0,34584502000.0,65018670000.0,55686800000.0,58701378000.0,48792023000.0,48713080000.0,65376907000.0
2091.0,56163220000.0,42265244000.0,48503042000.0,49504244000.0,64986604000.0,41002270000.0,66746507000.0,33853243000.0,65991483000.0,55463723000.0,58009498000.0,48386110000.0,48207880000.0,62586614000.0
2092.0,56015593000.0,41617540000.0,49469010000.0,49869560000.0,63754473000.0,41225980000.0,66341302000.0,33363153000.0,64262124000.0,58809860000.0,57704722000.0,47887933000.0,47824654000.0,66907378000.0
2093.0,55642075000.0,40861490000.0,49672868000.0,49092338000.0,63575597000.0,37426110000.0,66310365000.0,32811053000.0,64908950000.0,54893097000.0,57814634000.0,47447640000.0,47524196000.0,62709907000.0
2094.0,55726424000.0,40532095000.0,51421135000.0,48688860000.0,66057732000.0,36940440000.0,65861886000.0,32306782000.0,64168070000.0,54247000000.0,57155000000.0,46948030000.0,48071130000.0,62070452000.0
2095.0,58811090000.0,40594125000.0,48707320000.0,48350708000.0,64054550000.0,36604110000.0,65531322000.0,31975720000.0,63568785000.0,57331470000.0,56837800000.0,46764585000.0,46911670000.0,63247606000.0
2096.0,55945052000.0,40520940000.0,47781237000.0,52519600000.0,63725355000.0,36381905000.0,66154136000.0,31472873000.0,64047895000.0,56827240000.0,56800047000.0,46314180000.0,46549570000.0,61938487000.0
2097.0,63141280000.0,39971640000.0,47116620000.0,51822092000.0,63557250000.0,36033683000.0,65225466000.0,30985370000.0,64158280000.0,55871398000.0,57012703000.0,45808880000.0,46137078000.0,61147943000.0
2098.0,57619644000.0,41979224000.0,48116466000.0,51595276000.0,62991127000.0,36402540000.0,64921000000.0,30492630000.0,65574957000.0,55352254000.0,56239964000.0,45297893000.0,46212080000.0,60832825000.0
2099.0,59502200000.0,41878060000.0,47888404000.0,47926518000.0,62561743000.0,36224848000.0,64823063000.0,30162200000.0,64861400000.0,53724516000.0,56065802000.0,45573980000.0,47447417000.0,60555117000.0
2100.0,55565754000.0,39451226000.0,46579070000.0,48467770000.0,62269130000.0,35305110000.0,65654608000.0,31389719000.0,63695528000.0,53221360000.0,56267846000.0,45143840000.0,45503803000.0,60691930000.0
