time,UKESM1-0-LL,IPSL-CM6A-LR,IITM-ESM,GFDL-ESM4,MPI-ESM1-2-HR,MRI-ESM2-0,KACE-1-0-G,TAIESM1,CESM2-WACCM
2018.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0
2019.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0
2020.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0
2021.0,40475320000.0,40598364000.0,40419746000.0,40443340000.0,40437903000.0,40645670000.0,40488910000.0,40626350000.0,40625030000.0
2022.0,40378544000.0,40539095000.0,40358384000.0,40429683000.0,40375546000.0,40544195000.0,40707043000.0,40726168000.0,40635870000.0
2023.0,40391840000.0,40378507000.0,40582566000.0,40418685000.0,40397255000.0,40713204000.0,40394830000.0,40385090000.0,40478286000.0
2024.0,40792380000.0,40322646000.0,40294466000.0,40611815000.0,40745464000.0,40559720000.0,40255030000.0,40294347000.0,40374380000.0
2025.0,40363123000.0,40238300000.0,40201945000.0,40738976000.0,40682906000.0,40321470000.0,40213350000.0,40441890000.0,40895046000.0
2026.0,40341780000.0,40367366000.0,40221585000.0,40379175000.0,40378260000.0,40338880000.0,40106940000.0,40196534000.0,40399815000.0
2027.0,40530400000.0,40145433000.0,40121920000.0,40234550000.0,40487290000.0,40256710000.0,40019534000.0,40077350000.0,40204562000.0
2028.0,40153500000.0,40482930000.0,40038662000.0,40191857000.0,40359625000.0,40329530000.0,39911535000.0,39998427000.0,40322957000.0
2029.0,40194520000.0,40309990000.0,39994892000.0,40173480000.0,40169980000.0,40396276000.0,39829197000.0,39955587000.0,40086650000.0
2030.0,40159568000.0,40144820000.0,40035516000.0,40224272000.0,40093737000.0,40204358000.0,39788390000.0,40597320000.0,39933930000.0
2031.0,40036598000.0,40372740000.0,40008475000.0,40267555000.0,40244870000.0,39970574000.0,39689527000.0,39831945000.0,39790360000.0
2032.0,39968723000.0,39940088000.0,39898450000.0,40033223000.0,40071397000.0,39860195000.0,39592223000.0,39710410000.0,39719250000.0
2033.0,39831440000.0,39818960000.0,39944393000.0,40179490000.0,39992332000.0,39730258000.0,39660430000.0,39538810000.0,39673377000.0
2034.0,39790900000.0,39686110000.0,39717753000.0,39961370000.0,40939565000.0,39896980000.0,39480664000.0,39402844000.0,39590896000.0
2035.0,39637266000.0,39629492000.0,39601263000.0,39875297000.0,40171315000.0,39744370000.0,39321883000.0,39245650000.0,39544550000.0
2036.0,39523840000.0,39522394000.0,39519416000.0,40016097000.0,40179843000.0,39558287000.0,39211760000.0,39027160000.0,39438240000.0
2037.0,39425606000.0,39386350000.0,39431864000.0,40745770000.0,39998165000.0,39394943000.0,39076140000.0,38856580000.0,39464630000.0
2038.0,39236970000.0,39239100000.0,39349750000.0,39782306000.0,39878365000.0,39172300000.0,38928368000.0,38645953000.0,39239336000.0
2039.0,39059160000.0,39078750000.0,39206978000.0,39680553000.0,39779250000.0,39063486000.0,38718580000.0,38379920000.0,39103533000.0
2040.0,38912560000.0,38990918000.0,39090160000.0,39611230000.0,39747780000.0,39061640000.0,38777266000.0,38233220000.0,38999420000.0
2041.0,38737445000.0,39152275000.0,39031968000.0,39470875000.0,39778886000.0,39024816000.0,38423843000.0,37843866000.0,38891737000.0
2042.0,38531064000.0,38700737000.0,38905623000.0,39391203000.0,39731010000.0,38767320000.0,38240140000.0,37503984000.0,38865850000.0
2043.0,38361424000.0,38583628000.0,38750790000.0,39331287000.0,39574786000.0,38713217000.0,37970862000.0,37234835000.0,38793780000.0
2044.0,38138520000.0,38448337000.0,38651965000.0,39154287000.0,39424880000.0,38508163000.0,37734932000.0,36899774000.0,38890000000.0
2045.0,37902017000.0,38191985000.0,38512718000.0,39338115000.0,39316850000.0,38310765000.0,37474497000.0,36699040000.0,38698836000.0
2046.0,37713084000.0,38192333000.0,38446473000.0,39202990000.0,39555320000.0,38146770000.0,37393363000.0,36173914000.0,38422200000.0
2047.0,37490946000.0,38067120000.0,38293185000.0,39187210000.0,39280062000.0,37918040000.0,37204832000.0,35579523000.0,38573750000.0
2048.0,37340914000.0,38495457000.0,38113034000.0,38875930000.0,39165997000.0,37650300000.0,36960830000.0,35120873000.0,38180643000.0
2049.0,37057937000.0,37784682000.0,37933752000.0,38729355000.0,39321820000.0,37497016000.0,36729524000.0,34821935000.0,38001050000.0
2050.0,36726160000.0,37560470000.0,37784895000.0,38657266000.0,39073710000.0,37307195000.0,36450922000.0,34244720000.0,37794900000.0
2051.0,36227440000.0,37471502000.0,37590350000.0,38710317000.0,39095550000.0,37083020000.0,36074836000.0,33865578000.0,37599380000.0
2052.0,35851750000.0,37072986000.0,37342188000.0,38682290000.0,39015182000.0,36792873000.0,35619520000.0,33101260000.0,37375100000.0
2053.0,35493380000.0,37210260000.0,37154198000.0,38470540000.0,38760150000.0,36832825000.0,35164890000.0,32569014000.0,37303845000.0
2054.0,35106808000.0,36681840000.0,36965057000.0,38322270000.0,38810420000.0,36525916000.0,34861707000.0,31993958000.0,37010520000.0
2055.0,34726610000.0,37018860000.0,36868657000.0,38217687000.0,39196254000.0,36177710000.0,34511360000.0,31650492000.0,36939760000.0
2056.0,34492280000.0,36198003000.0,36633436000.0,37963720000.0,38631838000.0,35905100000.0,34329602000.0,31160037000.0,36653773000.0
2057.0,34027344000.0,35844387000.0,36433273000.0,38419480000.0,38769893000.0,35577115000.0,33859342000.0,30633703000.0,36434952000.0
2058.0,33622303000.0,35584690000.0,36200190000.0,37916754000.0,38555580000.0,35168436000.0,33538611000.0,29984029000.0,36229796000.0
2059.0,33185730000.0,35301250000.0,35991146000.0,37710930000.0,38375035000.0,34957808000.0,33671758000.0,29563052000.0,35921547000.0
2060.0,32695736000.0,34967040000.0,35786785000.0,38334824000.0,38715466000.0,34720014000.0,33316977000.0,28913627000.0,35603554000.0
2061.0,32232770000.0,34644595000.0,35528524000.0,38343980000.0,38273230000.0,34371070000.0,32601240000.0,28376885000.0,35779430000.0
2062.0,31834395000.0,34366300000.0,35331740000.0,37699210000.0,38133410000.0,34108574000.0,32200290000.0,27833084000.0,35166490000.0
2063.0,31531182000.0,33916803000.0,35108970000.0,37431976000.0,37966524000.0,34358096000.0,31795517000.0,27351155000.0,34905060000.0
2064.0,31074620000.0,33663166000.0,34886832000.0,37229230000.0,37982773000.0,33625868000.0,31266701000.0,26924093000.0,34700124000.0
2065.0,30532864000.0,33317622000.0,34601310000.0,37124900000.0,37784785000.0,33273086000.0,30867384000.0,26489977000.0,34286483000.0
2066.0,30005715000.0,32946921000.0,34391220000.0,36911657000.0,37689893000.0,33536946000.0,30523138000.0,25848326000.0,34140480000.0
2067.0,29530225000.0,33315275000.0,34086185000.0,36777790000.0,37573510000.0,32971344000.0,30093860000.0,25236960000.0,34225285000.0
2068.0,29064978000.0,33057804000.0,33837242000.0,36512650000.0,37495824000.0,32844935000.0,29958986000.0,24802527000.0,33648620000.0
2069.0,28701979000.0,32254851000.0,33683500000.0,36517057000.0,37417906000.0,32418005000.0,29396443000.0,24315191000.0,33325760000.0
2070.0,28107526000.0,31809323000.0,33338567000.0,36284710000.0,37269287000.0,32170643000.0,28975018000.0,23857779000.0,32880953000.0
2071.0,27565384000.0,31355085000.0,33115906000.0,36094296000.0,37039825000.0,32043565000.0,28542054000.0,23345158000.0,32536517000.0
2072.0,27075780000.0,30853171000.0,32846285000.0,36746154000.0,36914766000.0,31528310000.0,28111800000.0,22703784000.0,32387834000.0
2073.0,26688050000.0,30415077000.0,32524906000.0,35871080000.0,37180290000.0,31303960000.0,27678458000.0,22276258000.0,32219000000.0
2074.0,26191208000.0,30067155000.0,32226048000.0,35665640000.0,36725700000.0,31006839000.0,27416916000.0,21714290000.0,31836918000.0
2075.0,25750186000.0,29561879000.0,31889480000.0,35470377000.0,36516127000.0,31192285000.0,26981954000.0,21344344000.0,31466328000.0
2076.0,25251260000.0,29107850000.0,31691580000.0,35410960000.0,36549108000.0,31241038000.0,26672073000.0,20833630000.0,31224668000.0
2077.0,24658680000.0,28552706000.0,31352350000.0,35068326000.0,36447870000.0,30268525000.0,26242847000.0,20237505000.0,30842480000.0
2078.0,24065970000.0,28196280000.0,31053013000.0,35174690000.0,36331450000.0,29854415000.0,25754694000.0,19773737000.0,30531332000.0
2079.0,23510106000.0,27615906000.0,30738460000.0,34796646000.0,36124975000.0,29535793000.0,25547905000.0,19156476000.0,30234716000.0
2080.0,22975007000.0,27217277000.0,30563850000.0,34735260000.0,36287558000.0,29145287000.0,25011296000.0,18861760000.0,29836388000.0
2081.0,22385084000.0,26694150000.0,30246547000.0,34440820000.0,35946840000.0,28920906000.0,24598684000.0,18361053000.0,29602118000.0
2082.0,21754765000.0,26208852000.0,29951816000.0,34391826000.0,35897510000.0,29473835000.0,24249895000.0,17862615000.0,29199968000.0
2083.0,21375097000.0,26014147000.0,29707942000.0,34211998000.0,35594330000.0,28356310000.0,23874376000.0,17173767000.0,28939400000.0
2084.0,20881625000.0,25358338000.0,29446722000.0,34095880000.0,35966054000.0,27968970000.0,23449698000.0,16723869000.0,28815088000.0
2085.0,20308265000.0,25243662000.0,29201269000.0,33751372000.0,35797225000.0,27493042000.0,22909899000.0,16244129000.0,28268036000.0
2086.0,19784485000.0,24478579000.0,29064333000.0,35089195000.0,35821294000.0,27624516000.0,22600700000.0,15583183000.0,27822428000.0
2087.0,19621800000.0,23894910000.0,28706974000.0,33594216000.0,35556810000.0,26917388000.0,22320860000.0,15047976000.0,29983281000.0
2088.0,19017253000.0,23631358000.0,28448370000.0,33366000000.0,35383350000.0,26610557000.0,22134931000.0,14635109000.0,27291562000.0
2089.0,18595031000.0,23007672000.0,28095840000.0,33419944000.0,35124777000.0,26353020000.0,21618289000.0,14361087000.0,27019753000.0
2090.0,18058211000.0,22763900000.0,27787520000.0,33168728000.0,34918210000.0,26145743000.0,21097146000.0,14000513000.0,26568340000.0
2091.0,17531860000.0,21903047000.0,27506485000.0,33263557000.0,34711626000.0,25674002000.0,20695286000.0,13621474000.0,26531682000.0
2092.0,17077443000.0,21220862000.0,27242260000.0,32642961000.0,34623420000.0,25344221000.0,20290513000.0,13246853000.0,25919120000.0
2093.0,16623008000.0,21039395000.0,26964775000.0,32501799000.0,34457584000.0,25311779000.0,20802730000.0,12871941000.0,25548814000.0
2094.0,16008673000.0,20408396000.0,26595752000.0,32289600000.0,34403100000.0,26795782000.0,19668943000.0,12639027000.0,25145730000.0
2095.0,15621856000.0,19953326000.0,26412386000.0,32142547000.0,34042065000.0,24899380000.0,19363793000.0,12292785000.0,24909777000.0
2096.0,15173912000.0,19458961000.0,26132765000.0,31854143000.0,33877895000.0,25921219000.0,18926193000.0,12013713000.0,24412068000.0
2097.0,14609551000.0,18911179000.0,25757725000.0,31493251000.0,33724391000.0,24335892000.0,18625565000.0,11714984000.0,24269388000.0
2098.0,14217816000.0,18422708000.0,25577220000.0,31270760000.0,33562479000.0,24031540000.0,18468923000.0,11275117000.0,23744790000.0
2099.0,13856911000.0,17777981000.0,25417530000.0,30981734000.0,33536709000.0,25112828000.0,17945987000.0,11038798000.0,23426726000.0
2100.0,13439192000.0,17203126000.0,25091138000.0,30846654000.0,33429730000.0,23852288000.0,17622039000.0,10688049000.0,23141420000.0
