time,UKESM1-0-LL,IPSL-CM6A-LR,MRI-ESM2-0,GFDL-ESM4
2049.0,35939620000.0,38240866000.0,36559622000.0,39125350000.0
2050.0,35576410000.0,37951810000.0,36336685000.0,39242207000.0
2051.0,35212510000.0,37724865000.0,36142530000.0,39103447000.0
2052.0,34857226000.0,37627896000.0,35854815000.0,39218260000.0
2053.0,34654260000.0,37550907000.0,35539087000.0,39220850000.0
2054.0,34324627000.0,37260313000.0,35372225000.0,38890940000.0
2055.0,34067501000.0,37116252000.0,35176776000.0,38702360000.0
2056.0,33783122000.0,37644480000.0,34798326000.0,38579370000.0
2057.0,33387039000.0,36998713000.0,34540364000.0,38511325000.0
2058.0,33003510000.0,36699850000.0,34316366000.0,38511100000.0
2059.0,32640709000.0,36236067000.0,35106107000.0,38570766000.0
2060.0,32499704000.0,36263640000.0,34332385000.0,38247367000.0
2061.0,32119466000.0,35882885000.0,33911180000.0,38143332000.0
2062.0,31827565000.0,35684090000.0,34961340000.0,38003440000.0
2063.0,31416132000.0,35461650000.0,33521215000.0,37952418000.0
2064.0,31100443000.0,35257990000.0,33141578000.0,38342260000.0
2065.0,30668827000.0,35335460000.0,33252366000.0,38199243000.0
2066.0,30355685000.0,34750510000.0,33616196000.0,37705204000.0
2067.0,29964284000.0,35032883000.0,33269144000.0,37533286000.0
2068.0,29624730000.0,34595144000.0,32509762000.0,37431513000.0
2069.0,29088410000.0,34043290000.0,32736598000.0,37671280000.0
2070.0,28982286000.0,33753860000.0,32647498000.0,37039160000.0
2071.0,28556048000.0,33619804000.0,34389545000.0,37651220000.0
2072.0,28496978000.0,33523059000.0,32987533000.0,37192962000.0
2073.0,27952670000.0,33223655000.0,32670261000.0,36934898000.0
2074.0,27591485000.0,32850964000.0,32075293000.0,36879196000.0
2075.0,27338115000.0,32608690000.0,32215167000.0,36757760000.0
2076.0,26996337000.0,32424763000.0,31985471000.0,37167750000.0
2077.0,26655394000.0,32330349000.0,31248892000.0,36624245000.0
2078.0,26491668000.0,32037149000.0,31196260000.0,36665490000.0
2079.0,25989138000.0,31763243000.0,30768288000.0,36420370000.0
2080.0,25734087000.0,31633580000.0,30740017000.0,37416722000.0
2081.0,25379901000.0,31394517000.0,30255878000.0,36125480000.0
2082.0,25398210000.0,31265047000.0,29922576000.0,36170367000.0
2083.0,24697410000.0,31816220000.0,30592616000.0,36082663000.0
2084.0,24702165000.0,31613522000.0,29808826000.0,35913044000.0
2085.0,24189344000.0,30813456000.0,29389928000.0,35774140000.0
2086.0,23859470000.0,30570439000.0,29268324000.0,35513733000.0
2087.0,23449252000.0,30573578000.0,29326193000.0,35625670000.0
2088.0,23182130000.0,30601690000.0,29230862000.0,36093596000.0
2089.0,22869938000.0,30445134000.0,30046816000.0,36428360000.0
2090.0,22469566000.0,30762172000.0,29997343000.0,35418354000.0
2091.0,22443522000.0,30099562000.0,28818200000.0,35486556000.0
2092.0,21800921000.0,29632571000.0,28834032000.0,35090543000.0
2093.0,22102049000.0,30457561000.0,28681882000.0,34994004000.0
2094.0,21532002000.0,29176402000.0,28519160000.0,34875417000.0
2095.0,21014606000.0,29092401000.0,29312119000.0,34591050000.0
2096.0,20625635000.0,28934689000.0,28165173000.0,35078990000.0
2097.0,20305596000.0,29294457000.0,29646948000.0,34439880000.0
2098.0,19937526000.0,28530342000.0,28424677000.0,34282220000.0
2099.0,19697938000.0,29086378000.0,27629828000.0,34295716000.0
2100.0,19409928000.0,32019337000.0,27604650000.0,34342615000.0
