time,CESM2-WACCM,IPSL-CM6A-LR,CNRM-CM6-1,GFDL-ESM4,MPI-ESM1-2-HR,EC-EARTH3,IITM-ESM,CANESM5,TAIESM1,MIROC6,UKESM1-0-LL,MRI-ESM2-0,CNRM-ESM2-1,KACE-1-0-G
2010.0,1169344000.0,1169344000.0,1169344000.0,1169344000.0,1169344000.0,1169344000.0,1169344000.0,1169344000.0,1169344000.0,1169344000.0,1169344000.0,1169344000.0,1169344000.0,1169344000.0
2011.0,1148443100.0,1148443100.0,1148443100.0,1148443100.0,1148443100.0,1148443100.0,1148443100.0,1148443100.0,1148443100.0,1148443100.0,1148443100.0,1148443100.0,1148443100.0,1148443100.0
2012.0,1147433700.0,1147433700.0,1147433700.0,1147433700.0,1147433700.0,1147433700.0,1147433700.0,1147433700.0,1147433700.0,1147433700.0,1147433700.0,1147433700.0,1147433700.0,1147433700.0
2013.0,1140791900.0,1140791900.0,1140791900.0,1140791900.0,1140791900.0,1140791900.0,1140791900.0,1140791900.0,1140791900.0,1140791900.0,1140791900.0,1140791900.0,1140791900.0,1140791900.0
2014.0,1138924000.0,1138924000.0,1138924000.0,1138924000.0,1138924000.0,1138924000.0,1138924000.0,1138924000.0,1138924000.0,1138924000.0,1138924000.0,1138924000.0,1138924000.0,1138924000.0
2015.0,1131808000.0,1131808000.0,1131808000.0,1131808000.0,1131808000.0,1131808000.0,1131808000.0,1131808000.0,1131808000.0,1131808000.0,1131808000.0,1131808000.0,1131808000.0,1131808000.0
2016.0,1124786000.0,1124786000.0,1124786000.0,1124786000.0,1124786000.0,1124786000.0,1124786000.0,1124786000.0,1124786000.0,1124786000.0,1124786000.0,1124786000.0,1124786000.0,1124786000.0
2017.0,1121599200.0,1121599200.0,1121599200.0,1121599200.0,1121599200.0,1121599200.0,1121599200.0,1121599200.0,1121599200.0,1121599200.0,1121599200.0,1121599200.0,1121599200.0,1121599200.0
2018.0,1114045300.0,1114045300.0,1114045300.0,1114045300.0,1114045300.0,1114045300.0,1114045300.0,1114045300.0,1114045300.0,1114045300.0,1114045300.0,1114045300.0,1114045300.0,1114045300.0
2019.0,1104197500.0,1104197500.0,1104197500.0,1104197500.0,1104197500.0,1104197500.0,1104197500.0,1104197500.0,1104197500.0,1104197500.0,1104197500.0,1104197500.0,1104197500.0,1104197500.0
2020.0,1093194400.0,1093194400.0,1093194400.0,1093194400.0,1093194400.0,1093194400.0,1093194400.0,1093194400.0,1093194400.0,1093194400.0,1093194400.0,1093194400.0,1093194400.0,1093194400.0
2021.0,1077850800.0,1078075600.0,1082554600.0,1074038100.0,1076303200.0,1079971200.0,1085228900.0,1072369600.0,1087046900.0,1095273600.0,1068915800.0,1077967500.0,1082868700.0,1081946200.0
2022.0,1073726800.0,1070308860.0,1076763000.0,1057241540.0,1070878800.0,1079040600.0,1141460200.0,1061936800.0,1074834800.0,1076134500.0,1063413000.0,1063457100.0,1067444500.0,1064021500.0
2023.0,1052924860.0,1043176700.0,1065622600.0,1032464060.0,1048421800.0,1063302660.0,1119341400.0,1047518800.0,1056890200.0,1060175100.0,1045293950.0,1050490400.0,1053395500.0,1045823100.0
2024.0,1049913400.0,1023759100.0,1065212200.0,1015254460.0,1035357000.0,1055195500.0,1100359600.0,1026458400.0,1032996200.0,1044383700.0,1040224800.0,1027037100.0,1046618940.0,1024621100.0
2025.0,1041254700.0,1010148900.0,1037369500.0,998582850.0,1027725900.0,1040210700.0,1090601600.0,1001404100.0,1013038140.0,1028146100.0,1024445600.0,1022916400.0,1028145900.0,1000610750.0
2026.0,1023591040.0,974859140.0,1015371400.0,961053950.0,999283100.0,1002954200.0,1075335400.0,981364540.0,994567040.0,1011979200.0,998229200.0,987631300.0,1030008770.0,981915200.0
2027.0,1000167200.0,950573950.0,983647940.0,939782340.0,964714600.0,963919360.0,1057327040.0,975752260.0,967896770.0,1003267140.0,975302100.0,960434400.0,1008219000.0,940421600.0
2028.0,977827700.0,936806850.0,957917250.0,928362600.0,940177860.0,941472060.0,1044813060.0,941691460.0,939781900.0,961613600.0,949622000.0,942975100.0,985654700.0,924356030.0
2029.0,966438300.0,916757400.0,924188400.0,903693250.0,937314370.0,923893000.0,1035471000.0,922744000.0,915379500.0,928995700.0,920155970.0,934238100.0,984260100.0,907257700.0
2030.0,979692400.0,900625340.0,907128200.0,898921100.0,889829700.0,878281600.0,1026658750.0,893578100.0,882800640.0,905365700.0,965896400.0,912023700.0,960138500.0,876477100.0
2031.0,936434500.0,891925060.0,884273400.0,875165100.0,857259600.0,837435400.0,1013748000.0,864684740.0,838157440.0,914036030.0,893201900.0,878756200.0,950687300.0,841901900.0
2032.0,916747140.0,868002900.0,864363650.0,853658940.0,832421700.0,806582850.0,1005590660.0,891859200.0,815794240.0,869229760.0,864895200.0,850613570.0,945796800.0,807700030.0
2033.0,907729150.0,847644160.0,863775500.0,826631700.0,826158500.0,792675200.0,1008518200.0,833153700.0,779707600.0,829819000.0,842418500.0,823191000.0,922897100.0,779180350.0
2034.0,880473400.0,834507800.0,824089000.0,806584700.0,807473300.0,824939840.0,996862140.0,814149600.0,743794500.0,810397400.0,814999000.0,801684700.0,899302900.0,747743600.0
2035.0,853831900.0,823608400.0,815266100.0,769324400.0,789034750.0,773365800.0,991604860.0,795386400.0,696954400.0,791786100.0,786817700.0,788596540.0,882229100.0,728540300.0
2036.0,836999900.0,790840900.0,795219300.0,773630500.0,795601000.0,752310400.0,1080194400.0,770462800.0,667245600.0,766832260.0,751106370.0,761039740.0,865024640.0,686875700.0
2037.0,818430500.0,764071940.0,792209400.0,750747400.0,758266050.0,735742850.0,1030225100.0,747890200.0,644270850.0,747323460.0,735478100.0,741518100.0,845992200.0,700920200.0
2038.0,797898100.0,752350850.0,817716800.0,729261200.0,790624500.0,703256600.0,988227400.0,725562940.0,629132400.0,732779840.0,716423600.0,721127500.0,818969000.0,644859900.0
2039.0,767221100.0,728707260.0,768408200.0,709043400.0,739599040.0,662971840.0,977243100.0,712036400.0,581650560.0,708810560.0,696323300.0,733620400.0,795620000.0,613924740.0
2040.0,753445800.0,714951940.0,758896300.0,689119800.0,726386300.0,643576450.0,999331100.0,722335600.0,542532500.0,675505200.0,686071300.0,702988160.0,781669060.0,597934000.0
2041.0,741804600.0,696617900.0,731481400.0,673943800.0,717780400.0,623545660.0,964398300.0,680552770.0,523052030.0,655088900.0,659269200.0,695035260.0,774142700.0,584186700.0
2042.0,724948800.0,675442050.0,716886500.0,661970400.0,697504900.0,612002700.0,1019560200.0,663882240.0,499617340.0,631889800.0,642381400.0,670340000.0,767214340.0,562191740.0
2043.0,703019800.0,667871700.0,686694300.0,679284740.0,713054200.0,583186750.0,988662200.0,644300300.0,489809540.0,604995140.0,623412860.0,650917950.0,755728260.0,543789700.0
2044.0,686885000.0,642441540.0,679042370.0,670634900.0,679151200.0,553039940.0,957821700.0,627969860.0,467760900.0,595811000.0,603844700.0,630172300.0,739479000.0,562783700.0
2045.0,669769200.0,657399230.0,664365300.0,633376700.0,693184960.0,549624000.0,948226500.0,624278660.0,452285500.0,578750700.0,578938900.0,618991600.0,737481100.0,517664060.0
2046.0,647978500.0,615145100.0,642930200.0,620167360.0,705272060.0,530787360.0,1080557200.0,598419700.0,433044130.0,578801900.0,568854400.0,619829000.0,713877440.0,529452130.0
2047.0,630590660.0,602550140.0,624862800.0,661610800.0,663471550.0,522005060.0,1022790500.0,573057800.0,412685820.0,564998800.0,562930100.0,599752800.0,703158140.0,492262140.0
2048.0,611503300.0,590223100.0,611266560.0,628352060.0,643054340.0,514159680.0,963741300.0,560335500.0,389101900.0,545753540.0,568023800.0,582394900.0,707786940.0,498264160.0
2049.0,601189200.0,577595200.0,605909900.0,615983500.0,627209200.0,512797150.0,962353340.0,545815740.0,372043970.0,523192540.0,534205280.0,586992450.0,688111000.0,471499140.0
2050.0,582586000.0,563649150.0,617177300.0,602121660.0,609914900.0,489878000.0,957694460.0,543309630.0,359150000.0,507552350.0,510559070.0,584833860.0,677340350.0,460343260.0
2051.0,565255700.0,550673300.0,587641400.0,592177000.0,595847600.0,482462080.0,966216960.0,517243870.0,355895100.0,665929100.0,496099940.0,570730400.0,686502000.0,446345300.0
2052.0,543990400.0,537199170.0,573342100.0,587579650.0,590360400.0,474810270.0,1023994600.0,501684670.0,342266370.0,523659230.0,480868900.0,582996000.0,668670600.0,433693950.0
2053.0,526502620.0,522010050.0,556243700.0,572792900.0,586998200.0,460796830.0,993563100.0,485386460.0,333870700.0,517783520.0,464833500.0,674550200.0,662489600.0,421559460.0
2054.0,508970180.0,608247900.0,562366900.0,563179140.0,575197950.0,456633860.0,960044400.0,470129400.0,326764900.0,484670560.0,451032600.0,551349760.0,651737500.0,412291460.0
2055.0,500972130.0,510320580.0,546191360.0,557437250.0,641251000.0,448128740.0,952631550.0,455257060.0,333886180.0,470814460.0,436445280.0,543206100.0,639782660.0,401944320.0
2056.0,492321570.0,607272260.0,607690600.0,551157570.0,603970200.0,438642600.0,952395650.0,441672900.0,364750270.0,456780380.0,424290270.0,546601100.0,634078500.0,423632320.0
2057.0,496498530.0,506099040.0,566864800.0,542380100.0,563400300.0,433214050.0,961827000.0,439629820.0,347808830.0,444251400.0,413425300.0,533824830.0,635844160.0,392022340.0
2058.0,478251680.0,499811000.0,535089920.0,533287680.0,553525060.0,433721300.0,966786370.0,454471200.0,368467420.0,433682080.0,398116130.0,524518900.0,621084200.0,385506340.0
2059.0,468182620.0,483372900.0,571666800.0,526811100.0,553543740.0,424722660.0,976161400.0,421464100.0,333493300.0,422870500.0,378250880.0,514997820.0,615327550.0,379620220.0
2060.0,454517020.0,475455580.0,525581950.0,522211740.0,612387800.0,424758940.0,955984800.0,400349860.0,316142900.0,410671260.0,364835600.0,502799740.0,608506800.0,376525660.0
2061.0,448316540.0,461284000.0,548631000.0,519557100.0,571946200.0,433752670.0,951781440.0,389774660.0,310517220.0,403751170.0,373792400.0,521704700.0,621547460.0,376619100.0
2062.0,455871330.0,453765400.0,520545950.0,514418850.0,597434400.0,413660640.0,958940800.0,377545540.0,312338430.0,406540930.0,346716100.0,500618660.0,598917800.0,366861280.0
2063.0,427545730.0,445341100.0,567845600.0,560678850.0,553622850.0,415065250.0,949945500.0,367487260.0,304451420.0,397653700.0,336659000.0,488938780.0,591639360.0,361646140.0
2064.0,420101300.0,435108770.0,509504220.0,503441400.0,646555100.0,411409060.0,951607550.0,407520640.0,299235170.0,390096700.0,319279800.0,482734720.0,584429000.0,362992830.0
2065.0,412176800.0,424818270.0,499676000.0,496310300.0,548133250.0,447749250.0,1005676200.0,407365200.0,291461440.0,379147780.0,306958140.0,536928600.0,588506560.0,352236320.0
2066.0,417565920.0,420589730.0,502087550.0,496079300.0,540594400.0,406787620.0,943801200.0,377074880.0,294705250.0,373374100.0,291416130.0,479738000.0,671864450.0,350197730.0
2067.0,405383900.0,410486140.0,538814500.0,533602940.0,584773950.0,398501220.0,941615900.0,354212580.0,283027000.0,374618200.0,281738050.0,477167100.0,621776260.0,345713380.0
2068.0,421075680.0,403584420.0,490812100.0,507629400.0,840767100.0,415605150.0,937066100.0,346071870.0,274482460.0,359493760.0,272889400.0,479673570.0,579215200.0,396521100.0
2069.0,401107230.0,399609660.0,479396450.0,498865570.0,617426700.0,404920260.0,935209900.0,334281440.0,266977260.0,347811420.0,263218380.0,474023400.0,572238300.0,345767740.0
2070.0,397452200.0,401787900.0,469175740.0,492271230.0,558640400.0,400726720.0,930264260.0,340872830.0,260396800.0,335486720.0,253778990.0,464088260.0,568457150.0,370968420.0
2071.0,389799400.0,402894980.0,471206660.0,486862370.0,545871900.0,397680480.0,1036253700.0,355040100.0,254398420.0,322986980.0,273350430.0,457730400.0,579174600.0,344612000.0
2072.0,383828320.0,387785800.0,474938560.0,536372770.0,539122800.0,422140130.0,993805900.0,337724380.0,251116260.0,317306200.0,247675120.0,457932350.0,561678340.0,334118850.0
2073.0,380445630.0,383330850.0,458064600.0,489125820.0,529229920.0,390809380.0,983681600.0,320273200.0,244518380.0,328967840.0,234722180.0,448634200.0,557021900.0,333068740.0
2074.0,376611680.0,382113440.0,453894940.0,499894340.0,529583700.0,386811040.0,976389000.0,315291070.0,239542080.0,309371500.0,230121500.0,467861760.0,559787840.0,328836060.0
2075.0,372200000.0,374469950.0,458168000.0,499939600.0,523634000.0,390472000.0,954548500.0,309088580.0,235137780.0,301594270.0,224209810.0,474552540.0,550834800.0,324111040.0
2076.0,491470300.0,368077660.0,447257250.0,478031580.0,522955000.0,433993280.0,943253800.0,305525570.0,232036500.0,295182850.0,224519620.0,636926600.0,546654800.0,359950750.0
2077.0,395080480.0,365609500.0,452831680.0,473198200.0,522709280.0,412128420.0,926511200.0,300953380.0,295267300.0,286753470.0,218633730.0,453412480.0,540979650.0,323051620.0
2078.0,385113860.0,436414660.0,479445700.0,468390270.0,561894600.0,394879460.0,941843900.0,299038300.0,237482850.0,285740380.0,214838660.0,441213800.0,543753660.0,330501630.0
2079.0,366143300.0,364415000.0,437780100.0,497332260.0,518851040.0,393579330.0,973935300.0,308299600.0,260690000.0,303856640.0,216420050.0,457761180.0,535339940.0,317008540.0
2080.0,364832700.0,349915460.0,433238980.0,485353860.0,515443900.0,395867100.0,940771650.0,288356320.0,227926990.0,271553500.0,236371630.0,468341340.0,542320900.0,315516540.0
2081.0,423599100.0,346887650.0,429662340.0,472163680.0,514097120.0,443964000.0,989206400.0,304302560.0,248505090.0,259379650.0,214598300.0,437254000.0,605572860.0,315924670.0
2082.0,375919900.0,337479700.0,429013540.0,478899260.0,513707070.0,545227700.0,926334140.0,285580160.0,224758980.0,258494770.0,218061060.0,437015840.0,526958560.0,326242400.0
2083.0,363306880.0,332773470.0,425609470.0,466042880.0,509366880.0,407118660.0,1065715140.0,312205340.0,252824100.0,345899400.0,205428560.0,459024600.0,524567740.0,313426800.0
2084.0,358160400.0,328511330.0,430961820.0,464021920.0,510267520.0,402624540.0,970659650.0,300695840.0,228918000.0,284462400.0,204947840.0,436369730.0,534886180.0,323730660.0
2085.0,355617250.0,324395170.0,425599300.0,462311460.0,506690780.0,386391600.0,938942600.0,285564000.0,221476220.0,249498540.0,198157040.0,457419520.0,520541860.0,312117760.0
2086.0,366878140.0,346156260.0,535201280.0,458874900.0,504267460.0,382700060.0,931790800.0,329232260.0,221373060.0,268716640.0,197899630.0,451758850.0,516845200.0,317389900.0
2087.0,354868830.0,347303500.0,466880700.0,460580260.0,499658020.0,390281440.0,931259460.0,418665760.0,216475180.0,262354700.0,197397020.0,435309300.0,511104670.0,302649000.0
2088.0,351525060.0,340290020.0,441626780.0,460068220.0,496740960.0,388304130.0,935573500.0,316312830.0,212459470.0,267402830.0,191236800.0,446115780.0,511398000.0,301004670.0
2089.0,381062000.0,460437660.0,433682720.0,454267140.0,495272350.0,386026020.0,933067460.0,308007300.0,210896450.0,241725330.0,187346830.0,437986050.0,503895140.0,299232130.0
2090.0,351113500.0,345791680.0,415014600.0,452515460.0,498925820.0,385885570.0,928760260.0,418230100.0,209345300.0,255015000.0,369708260.0,542019140.0,500619100.0,305707500.0
2091.0,349769540.0,337176000.0,423710140.0,451775330.0,509053100.0,464429950.0,923655000.0,351707040.0,251184910.0,255296080.0,247879620.0,533387700.0,583575940.0,297239170.0
2092.0,349478180.0,326465100.0,489930620.0,449609730.0,489776420.0,407773470.0,916749950.0,307431500.0,208021060.0,246309220.0,213628720.0,532700670.0,499452830.0,297134050.0
2093.0,344081860.0,320235970.0,420365860.0,446236960.0,486338940.0,392851040.0,919218300.0,312729700.0,204790380.0,245860200.0,209450050.0,497256600.0,490565150.0,321809470.0
2094.0,402803200.0,315170780.0,436678560.0,453754100.0,483144580.0,397346560.0,974356740.0,313348300.0,200208580.0,281039940.0,211524450.0,468198000.0,574091200.0,304532740.0
2095.0,369100100.0,315766800.0,415195840.0,515156030.0,496612400.0,404950400.0,988743360.0,316116450.0,196543140.0,283121440.0,217618750.0,464546940.0,584715500.0,301945150.0
2096.0,349535650.0,315270940.0,415060960.0,738119700.0,485014850.0,406243360.0,965911800.0,311310340.0,257607330.0,256819260.0,204490640.0,456315970.0,501829300.0,306700380.0
2097.0,342664200.0,310324770.0,413525570.0,614081200.0,475809470.0,385918180.0,948554600.0,307302820.0,211852270.0,241852980.0,205252300.0,461802340.0,484296770.0,294147680.0
2098.0,344314720.0,305174720.0,418148200.0,537522370.0,475837200.0,425564930.0,936082000.0,304186660.0,197476500.0,238363230.0,199933220.0,500327600.0,484844400.0,291148450.0
2099.0,398959680.0,407268960.0,496730900.0,464979970.0,692888000.0,414502660.0,925008260.0,298930900.0,197678670.0,239062660.0,203408480.0,484889600.0,493207740.0,287417470.0
2100.0,375920770.0,323071000.0,433544320.0,446529600.0,535751600.0,418543970.0,924968450.0,298592100.0,194469120.0,265539230.0,200916530.0,468364600.0,483812580.0,287388000.0
