time,ACCESS-CM2,CESM2,MPI-ESM1-2-HR,NORESM2-MM,TAIESM1,CAMS-CSM1-0,CESM2-WACCM,IPSL-CM6A-LR,GFDL-ESM4,CMCC-CM2-SR5,EC-EARTH3,INM-CM4-8,INM-CM5-0,FGOALS-F3-L,BCC-CSM2-MR,EC-EARTH3-VEG,MRI-ESM2-0,ACCESS-ESM1-5,CANESM5
2016.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0
2017.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0
2018.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0
2019.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0
2020.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0
2021.0,134646270000.0,134453420000.0,134610060000.0,135177960000.0,135172760000.0,135138935000.0,134569660000.0,134614590000.0,134742460000.0,134624540000.0,136189960000.0,134864280000.0,134642510000.0,134958555000.0,134788555000.0,134618110000.0,134499910000.0,135060685000.0,134586310000.0
2022.0,134413510000.0,134457120000.0,134556980000.0,135390850000.0,134512060000.0,135384630000.0,134532830000.0,134938616000.0,136246985000.0,134447010000.0,134835536000.0,134833650000.0,134472590000.0,134689680000.0,134593720000.0,134677570000.0,135021535000.0,134474440000.0,134481610000.0
2023.0,134445260000.0,134338210000.0,134895870000.0,134979120000.0,134313090000.0,135467200000.0,134511660000.0,134571794000.0,134779780000.0,134989820000.0,134709700000.0,134694820000.0,134414960000.0,134353480000.0,134375160000.0,134435370000.0,134565224000.0,134327720000.0,134469500000.0
2024.0,134175760000.0,134353370000.0,134472820000.0,134460640000.0,134322840000.0,135034000000.0,134116540000.0,134646570000.0,135091356000.0,135013660000.0,134558410000.0,134501080000.0,134296674000.0,134113150000.0,134135680000.0,134386280000.0,134512250000.0,134585240000.0,134447250000.0
2025.0,134049900000.0,134546800000.0,134581020000.0,134574630000.0,133983440000.0,134346056000.0,134136670000.0,134308225000.0,134173655000.0,134552880000.0,134891405000.0,134449160000.0,134289010000.0,134121366000.0,134431120000.0,134045840000.0,134308570000.0,134169130000.0,134058164000.0
2026.0,134487260000.0,134106640000.0,134135470000.0,134346620000.0,133681865000.0,134165094000.0,133910650000.0,133837365000.0,134013320000.0,135904850000.0,134461010000.0,134381355000.0,134221275000.0,134226444000.0,133750160000.0,134004120000.0,134183340000.0,134042980000.0,134587050000.0
2027.0,133974250000.0,133760885000.0,134529335000.0,134158560000.0,133524940000.0,134188420000.0,133775720000.0,134075060000.0,134440430000.0,134298060000.0,134029600000.0,134021560000.0,134037225000.0,133826800000.0,133543620000.0,133976100000.0,133822760000.0,134051150000.0,134005424000.0
2028.0,133695170000.0,133727840000.0,133942436000.0,134075530000.0,133395410000.0,133951020000.0,133482684000.0,134022685000.0,134173426000.0,133932550000.0,133993400000.0,133817940000.0,134145220000.0,133553470000.0,133432566000.0,133722915000.0,133684520000.0,133791530000.0,133905340000.0
2029.0,133471290000.0,134416100000.0,134371640000.0,133885360000.0,133259080000.0,133756860000.0,133681880000.0,134256430000.0,133641130000.0,133911960000.0,133954360000.0,133955120000.0,133976440000.0,133235870000.0,133304345000.0,133735630000.0,134101705000.0,133849240000.0,133792260000.0
2030.0,133669760000.0,133751595000.0,133928460000.0,133798404000.0,132934430000.0,133941430000.0,134329550000.0,134098395000.0,133634180000.0,134144380000.0,134043705000.0,133784486000.0,134470480000.0,133077770000.0,133348670000.0,133569620000.0,133859400000.0,134373910000.0,134421270000.0
2031.0,133207240000.0,133900526000.0,133981635000.0,133727175000.0,132787044000.0,133851370000.0,133436820000.0,133316900000.0,133611390000.0,134215520000.0,133958164000.0,133611920000.0,133959120000.0,133647520000.0,133135120000.0,133568330000.0,133635195000.0,133498130000.0,133508006000.0
2032.0,133017650000.0,133688295000.0,133703340000.0,133966830000.0,132808970000.0,133932030000.0,133082900000.0,133333295000.0,133275220000.0,133703475000.0,133545230000.0,133693400000.0,134058164000.0,133171970000.0,132953220000.0,133381110000.0,133235380000.0,133467120000.0,133729714000.0
2033.0,132934280000.0,133439226000.0,133362926000.0,134418970000.0,132699110000.0,133986870000.0,132987494000.0,133291430000.0,133414806000.0,133174166000.0,133366550000.0,133444320000.0,135289090000.0,132792705000.0,132875970000.0,133330540000.0,133132810000.0,133699640000.0,133132230000.0
2034.0,132852840000.0,133146960000.0,133235160000.0,133598904000.0,132358850000.0,133912430000.0,132955890000.0,133760580000.0,132908800000.0,133518330000.0,133235360000.0,133360870000.0,134482660000.0,132623010000.0,132617036000.0,133115310000.0,133182734000.0,133631790000.0,132998450000.0
2035.0,133003320000.0,133122810000.0,133279300000.0,133250925000.0,132112900000.0,134122930000.0,132804580000.0,133388214000.0,133492490000.0,133274240000.0,133160305000.0,133549990000.0,134201020000.0,132650010000.0,132481180000.0,133001580000.0,133500940000.0,134064700000.0,132958130000.0
2036.0,132648420000.0,132984890000.0,133283930000.0,133498610000.0,131906490000.0,134033290000.0,132633680000.0,132893030000.0,132729560000.0,133105750000.0,132974550000.0,133263390000.0,133722820000.0,132936020000.0,132341530000.0,132865580000.0,132863640000.0,133383900000.0,132749910000.0
2037.0,132548220000.0,132808880000.0,133262570000.0,133813380000.0,131498480000.0,133475410000.0,132416230000.0,132686980000.0,132659450000.0,133927420000.0,133007245000.0,132838510000.0,134367700000.0,132301170000.0,132026400000.0,133431720000.0,132678180000.0,133729360000.0,133212684000.0
2038.0,132307290000.0,133013160000.0,133074910000.0,133088210000.0,131327670000.0,133420240000.0,132123640000.0,132786900000.0,132540555000.0,132753160000.0,132896510000.0,132701630000.0,133681250000.0,131891810000.0,131718430000.0,132887300000.0,132664270000.0,132898830000.0,132589580000.0
2039.0,131980800000.0,133032540000.0,132944830000.0,133393730000.0,131028150000.0,133204890000.0,131866290000.0,132334445000.0,132759446000.0,132506485000.0,132597604000.0,132683780000.0,133339020000.0,131523210000.0,131510100000.0,132408205000.0,132461300000.0,133094300000.0,132485620000.0
2040.0,131818830000.0,132433750000.0,133170020000.0,133181284000.0,130621720000.0,133092250000.0,131691586000.0,132320010000.0,132180660000.0,132510870000.0,132423750000.0,132481470000.0,133476830000.0,131530105000.0,131327550000.0,132249110000.0,132298700000.0,132651745000.0,132601320000.0
2041.0,131789020000.0,132268540000.0,132732840000.0,132857050000.0,130010530000.0,132875140000.0,131712750000.0,132081230000.0,132058110000.0,132322420000.0,132292346000.0,132356460000.0,133216450000.0,131240820000.0,131274050000.0,132457650000.0,132042490000.0,132485520000.0,132464730000.0
2042.0,131722130000.0,132125884000.0,132612190000.0,132534260000.0,129849430000.0,132979300000.0,131923706000.0,131774310000.0,131911310000.0,132079985000.0,132080990000.0,132451500000.0,133098275000.0,130942700000.0,131018330000.0,132106150000.0,131982246000.0,132367550000.0,132152500000.0
2043.0,131705180000.0,131912010000.0,132522205000.0,132998920000.0,129359410000.0,132647395000.0,131391780000.0,131601020000.0,131760660000.0,131873880000.0,131994124000.0,131998470000.0,133330985000.0,130794750000.0,130733530000.0,132082300000.0,132018920000.0,132990930000.0,132059726000.0
2044.0,131157520000.0,131791495000.0,132402420000.0,132319080000.0,128944040000.0,132801060000.0,131248220000.0,131357570000.0,131778314000.0,131926590000.0,131661590000.0,131786550000.0,132936590000.0,130540814000.0,130565620000.0,131788060000.0,131669795000.0,132654105000.0,132026640000.0
2045.0,130772000000.0,131694480000.0,132245910000.0,132184540000.0,128506980000.0,132431740000.0,130834420000.0,131024410000.0,131733850000.0,131632970000.0,131593680000.0,131741400000.0,132899560000.0,130037840000.0,130563150000.0,131646560000.0,131382290000.0,132089330000.0,131723710000.0
2046.0,130501330000.0,131516290000.0,132182990000.0,132437420000.0,128146560000.0,133599396000.0,130649280000.0,130683355000.0,131473630000.0,131541170000.0,131364360000.0,131440026000.0,132932900000.0,129908690000.0,130240970000.0,131291910000.0,131182125000.0,131892010000.0,131769070000.0
2047.0,130211610000.0,131562260000.0,132275670000.0,132012564000.0,127703654000.0,132890180000.0,130149040000.0,130448040000.0,131276840000.0,131229220000.0,131233920000.0,131336560000.0,132774870000.0,129633130000.0,129798950000.0,131129550000.0,130808275000.0,132016290000.0,131485650000.0
2048.0,129936840000.0,131099110000.0,132097745000.0,131926940000.0,127226360000.0,132928530000.0,129780834000.0,130309280000.0,131004450000.0,130971940000.0,130914120000.0,131766034000.0,132682285000.0,129164980000.0,129216970000.0,130859930000.0,130641150000.0,131753060000.0,131191824000.0
2049.0,129673840000.0,130666980000.0,131912390000.0,131985290000.0,126635640000.0,132438800000.0,129545224000.0,130055060000.0,131077760000.0,130822110000.0,130408055000.0,131525430000.0,132908230000.0,129033840000.0,129054310000.0,130486260000.0,130376120000.0,132082230000.0,130947970000.0
2050.0,129433650000.0,130271480000.0,131996975000.0,131713990000.0,126119846000.0,132091265000.0,129239910000.0,129626480000.0,130819200000.0,130463540000.0,129974430000.0,131197610000.0,132362970000.0,129046905000.0,128538550000.0,130349650000.0,129995465000.0,131426490000.0,130798040000.0
2051.0,129124065000.0,130081680000.0,131619740000.0,131594140000.0,125656770000.0,132014735000.0,128740360000.0,129097834000.0,130412900000.0,130273890000.0,129865780000.0,131027530000.0,132367050000.0,128563260000.0,128448545000.0,130163270000.0,129785870000.0,130945250000.0,130257320000.0
2052.0,128879720000.0,129697420000.0,131332370000.0,131329425000.0,124955296000.0,131646540000.0,128494640000.0,128751480000.0,130287346000.0,129829670000.0,129751020000.0,131136540000.0,132935344000.0,128387780000.0,128094730000.0,129883960000.0,129500406000.0,131110265000.0,130243020000.0
2053.0,128579080000.0,129415470000.0,131129065000.0,131164870000.0,123870940000.0,131803690000.0,128018850000.0,128404890000.0,130015330000.0,129745750000.0,129339834000.0,131034390000.0,132269400000.0,128069526000.0,127618490000.0,129623710000.0,129278900000.0,130747390000.0,129986945000.0
2054.0,128373060000.0,129097600000.0,130996216000.0,131036210000.0,123094335000.0,131298664000.0,127763160000.0,128268550000.0,129810440000.0,129534680000.0,129160560000.0,130711495000.0,132210100000.0,127903875000.0,127172340000.0,129260050000.0,129006730000.0,130584630000.0,129723760000.0
2055.0,127987180000.0,128552575000.0,130814580000.0,130700320000.0,122563280000.0,131550090000.0,127228250000.0,127942050000.0,129618020000.0,129070840000.0,128747640000.0,130709980000.0,132163110000.0,127593310000.0,126861920000.0,128878000000.0,128658000000.0,130387740000.0,129477290000.0
2056.0,127535374000.0,128288010000.0,130674250000.0,130466726000.0,121606140000.0,131468160000.0,126841640000.0,127426190000.0,129409390000.0,128824660000.0,128442290000.0,130265520000.0,132053500000.0,127207890000.0,126256470000.0,128740790000.0,128469460000.0,130464506000.0,129256220000.0
2057.0,126532040000.0,127991510000.0,130578890000.0,130433590000.0,120685510000.0,132208600000.0,126375800000.0,127284404000.0,129192880000.0,128444105000.0,128289505000.0,130064260000.0,131905920000.0,126855310000.0,125916860000.0,128357510000.0,128295625000.0,130151680000.0,129241280000.0
2058.0,126191570000.0,127514075000.0,130403525000.0,130569170000.0,119905460000.0,131744510000.0,125908570000.0,126435420000.0,129007560000.0,128135045000.0,127903800000.0,129930360000.0,131899590000.0,126520680000.0,125514710000.0,127874580000.0,127796920000.0,130152290000.0,128880520000.0
2059.0,125607215000.0,127016700000.0,130209610000.0,130086330000.0,119245520000.0,131310150000.0,125266550000.0,126092580000.0,128683926000.0,127699550000.0,127331350000.0,129520630000.0,131545130000.0,126053425000.0,125191530000.0,127570820000.0,127513805000.0,129578410000.0,128461920000.0
2060.0,125340960000.0,126474210000.0,130012060000.0,129954470000.0,117805430000.0,130708530000.0,124462580000.0,125489630000.0,128436765000.0,127174320000.0,126805980000.0,129515520000.0,131349710000.0,125668300000.0,124502430000.0,127213494000.0,127169160000.0,129151934000.0,128033740000.0
2061.0,124770400000.0,125640030000.0,129845620000.0,129761950000.0,116706050000.0,130799840000.0,123891250000.0,124997894000.0,128251790000.0,126850780000.0,126411620000.0,129347710000.0,131584690000.0,125308290000.0,124021100000.0,126664580000.0,126826880000.0,128787210000.0,127624450000.0
2062.0,124278096000.0,125214090000.0,129686010000.0,129478840000.0,115989050000.0,130127200000.0,123150730000.0,124525010000.0,127846960000.0,126504070000.0,125917460000.0,129081960000.0,131237610000.0,124651500000.0,123474580000.0,126397104000.0,126085734000.0,128408870000.0,127302400000.0
2063.0,123969970000.0,124615295000.0,129533840000.0,129309840000.0,114782250000.0,130276910000.0,122245800000.0,124275230000.0,127623730000.0,125982820000.0,125447690000.0,128888540000.0,131251130000.0,124447030000.0,122517890000.0,125888680000.0,125588990000.0,127711600000.0,126612150000.0
2064.0,123438880000.0,123924775000.0,129276820000.0,129202990000.0,113859330000.0,129816125000.0,121604720000.0,123524530000.0,127390150000.0,125488760000.0,124954800000.0,128706220000.0,130948670000.0,124249965000.0,121903360000.0,125584260000.0,125028516000.0,127280770000.0,125833020000.0
2065.0,123077330000.0,123161180000.0,129269105000.0,129022500000.0,112753640000.0,129846480000.0,121050915000.0,123019420000.0,126739460000.0,125216380000.0,124122710000.0,128503440000.0,130803990000.0,123590180000.0,121374384000.0,125017410000.0,124701170000.0,127036500000.0,125434890000.0
2066.0,122574040000.0,122799686000.0,129162990000.0,129441330000.0,111395900000.0,129670950000.0,120152670000.0,122781680000.0,126329180000.0,125160740000.0,123549090000.0,128254340000.0,130617660000.0,123183440000.0,120898530000.0,124688590000.0,124135520000.0,126463810000.0,125120480000.0
2067.0,122183115000.0,122238400000.0,128949130000.0,128863620000.0,110132890000.0,129935750000.0,119236840000.0,122399810000.0,125998694000.0,124716330000.0,123229090000.0,128127600000.0,130473296000.0,122751570000.0,120308300000.0,124274860000.0,123345580000.0,125798440000.0,124595780000.0
2068.0,121157440000.0,121657680000.0,128701220000.0,128218000000.0,109356090000.0,129285110000.0,118268530000.0,121232290000.0,125607340000.0,124189516000.0,122957270000.0,127987960000.0,130362350000.0,121978960000.0,119634320000.0,123506120000.0,122630600000.0,125226920000.0,123986050000.0
2069.0,120494340000.0,120859165000.0,128256900000.0,127546515000.0,108053490000.0,128853115000.0,117152580000.0,120418050000.0,125211590000.0,123924636000.0,122303960000.0,127376050000.0,130179390000.0,121363145000.0,119058920000.0,122972094000.0,122297460000.0,124579140000.0,123441260000.0
2070.0,119710680000.0,120390000000.0,127850090000.0,127572460000.0,106820624000.0,128812020000.0,116277580000.0,119848560000.0,124804465000.0,123331520000.0,121652120000.0,127158100000.0,130036330000.0,120867520000.0,118298410000.0,122296460000.0,121448150000.0,124049800000.0,122603120000.0
2071.0,119156620000.0,119504036000.0,127792320000.0,127167095000.0,105401360000.0,128622174000.0,115010510000.0,118934560000.0,124517880000.0,122838745000.0,121362370000.0,126949360000.0,130239210000.0,120116470000.0,117656580000.0,121741074000.0,120930150000.0,123360700000.0,121872700000.0
2072.0,118659695000.0,118490400000.0,127483175000.0,126953200000.0,104131895000.0,129043030000.0,114353650000.0,118455870000.0,124235506000.0,122271540000.0,120675746000.0,126640030000.0,129847080000.0,119297500000.0,116980400000.0,121046480000.0,120031610000.0,122675980000.0,121087560000.0
2073.0,117850160000.0,117222700000.0,127312160000.0,126324875000.0,102841800000.0,128673440000.0,113228400000.0,117530880000.0,123836980000.0,121893450000.0,119561020000.0,126374750000.0,130043590000.0,118685680000.0,116173580000.0,120368340000.0,119365165000.0,122363170000.0,120386500000.0
2074.0,117118890000.0,116521435000.0,127032200000.0,126183770000.0,101264480000.0,128409540000.0,111824220000.0,116467540000.0,124039130000.0,121157050000.0,118989270000.0,127105155000.0,129747280000.0,118316160000.0,115799790000.0,118964980000.0,118789415000.0,121459990000.0,119446330000.0
2075.0,116579980000.0,115432270000.0,126862850000.0,126040285000.0,99562185000.0,128224535000.0,110603040000.0,115853150000.0,123243590000.0,120741370000.0,118476850000.0,125915330000.0,129811200000.0,117696270000.0,114923940000.0,118226790000.0,118024040000.0,120892630000.0,118491440000.0
2076.0,115860685000.0,114566540000.0,126634870000.0,125596080000.0,98131490000.0,127497060000.0,109745500000.0,114887540000.0,122656930000.0,120184960000.0,117609860000.0,125408035000.0,129186420000.0,116821640000.0,114342790000.0,117523440000.0,117429750000.0,120472306000.0,117723275000.0
2077.0,114905060000.0,113735960000.0,126472890000.0,125359530000.0,96859370000.0,127290250000.0,108235550000.0,113890840000.0,122220100000.0,119563930000.0,116400460000.0,125344250000.0,128919390000.0,116045510000.0,113547700000.0,116522620000.0,116662240000.0,119874240000.0,116952310000.0
2078.0,113707000000.0,112465380000.0,125903570000.0,124955890000.0,94986125000.0,127131320000.0,107268596000.0,112947730000.0,121956065000.0,119074890000.0,115722320000.0,125523485000.0,128562010000.0,115482755000.0,112731990000.0,115841680000.0,116041930000.0,119216710000.0,116056285000.0
2079.0,112805490000.0,111093390000.0,125764460000.0,124813210000.0,92841345000.0,126878520000.0,105958064000.0,112135720000.0,121410060000.0,118555560000.0,114963500000.0,125122830000.0,128252180000.0,114308784000.0,111897180000.0,114764590000.0,115292700000.0,118736360000.0,114974390000.0
2080.0,112136580000.0,110083130000.0,125589200000.0,124393366000.0,91136600000.0,126612280000.0,104113226000.0,111058665000.0,120917810000.0,117802885000.0,113888070000.0,124269940000.0,128100114000.0,113374570000.0,111079880000.0,114231845000.0,113961976000.0,117713990000.0,113609080000.0
2081.0,111056190000.0,109249135000.0,125179220000.0,124336914000.0,89557025000.0,126534430000.0,102670770000.0,110195010000.0,120208380000.0,116844650000.0,112813260000.0,124063100000.0,127695970000.0,112758910000.0,110410530000.0,113243130000.0,113277060000.0,116994020000.0,112890960000.0
2082.0,110232110000.0,107945435000.0,124805000000.0,123712990000.0,88087210000.0,126219870000.0,101233615000.0,109302940000.0,119795020000.0,115700290000.0,111867020000.0,123681110000.0,127530074000.0,112006320000.0,109322320000.0,112002580000.0,112436510000.0,116198060000.0,111619600000.0
2083.0,109252230000.0,106588120000.0,124374030000.0,123327200000.0,86088794000.0,126330620000.0,99760740000.0,108505570000.0,119252650000.0,114895135000.0,110828980000.0,123457640000.0,127300050000.0,111151210000.0,108686960000.0,111191330000.0,111417065000.0,115583980000.0,110459660000.0
2084.0,107955920000.0,105594170000.0,123697690000.0,123073920000.0,83853650000.0,125997105000.0,98248780000.0,107296720000.0,118935770000.0,114366770000.0,109324810000.0,122912555000.0,127092160000.0,110358460000.0,107900060000.0,109942670000.0,110864835000.0,114718990000.0,109494060000.0
2085.0,106949120000.0,104524280000.0,123277890000.0,122615900000.0,82116810000.0,125853110000.0,96548940000.0,106173790000.0,118372300000.0,113444270000.0,107826350000.0,122926400000.0,126793520000.0,109635350000.0,107209834000.0,108568410000.0,110228530000.0,113847830000.0,107689690000.0
2086.0,105565770000.0,102921126000.0,122755520000.0,122725786000.0,80202900000.0,125585015000.0,94659590000.0,105151594000.0,117515190000.0,112639300000.0,106766380000.0,122207920000.0,126729330000.0,108615190000.0,106188010000.0,107312144000.0,109196190000.0,113100370000.0,106574570000.0
2087.0,104635540000.0,101367180000.0,122447680000.0,122028390000.0,78610360000.0,125006540000.0,92964150000.0,103993290000.0,117184440000.0,111863390000.0,105368020000.0,121712345000.0,126400810000.0,107763690000.0,105546140000.0,106498064000.0,108404320000.0,112503170000.0,105182320000.0
2088.0,103200190000.0,99695165000.0,121901970000.0,121576800000.0,76757730000.0,124718070000.0,91017420000.0,102911130000.0,116611640000.0,111174025000.0,104228274000.0,121181320000.0,126351180000.0,106785600000.0,104882380000.0,105593690000.0,107460500000.0,111476250000.0,104156460000.0
2089.0,102082175000.0,98501690000.0,121307760000.0,121194390000.0,75292920000.0,125388390000.0,88903790000.0,101791970000.0,115940835000.0,110307580000.0,103282600000.0,120798716000.0,125680886000.0,105919360000.0,103920860000.0,104215675000.0,106615840000.0,110698040000.0,102887840000.0
2090.0,100866030000.0,96716090000.0,120906650000.0,120636110000.0,73562210000.0,124318310000.0,87081740000.0,100715856000.0,115326900000.0,109490586000.0,101835964000.0,120287240000.0,125151445000.0,105226310000.0,103041610000.0,102925530000.0,105630350000.0,110012920000.0,101975900000.0
2091.0,99626000000.0,95026660000.0,120520140000.0,120196990000.0,71369750000.0,123882630000.0,84973790000.0,99424330000.0,114814280000.0,108554040000.0,100264436000.0,119909680000.0,124961690000.0,104006615000.0,102300960000.0,101734820000.0,104112840000.0,109011120000.0,100682640000.0
2092.0,98417740000.0,93289610000.0,120005214000.0,119666420000.0,69623730000.0,124041930000.0,82766370000.0,97909375000.0,114359300000.0,107932440000.0,98670560000.0,119452434000.0,124755290000.0,102815480000.0,101294120000.0,100404550000.0,103331570000.0,108081720000.0,99191130000.0
2093.0,97362590000.0,91001905000.0,119483050000.0,119000180000.0,67943813000.0,123855310000.0,80501645000.0,96106220000.0,113511590000.0,107035900000.0,97115570000.0,119006520000.0,124450330000.0,101941350000.0,100247950000.0,98947555000.0,102367060000.0,107368554000.0,97475854000.0
2094.0,95993430000.0,88530060000.0,119096900000.0,118540700000.0,65850376000.0,123132486000.0,77853330000.0,94423520000.0,112720134000.0,105855844000.0,95978850000.0,118200254000.0,124188510000.0,100878115000.0,99582990000.0,97529640000.0,100883770000.0,106710530000.0,96027330000.0
2095.0,94498630000.0,87187900000.0,118402890000.0,117999570000.0,63649853000.0,122949840000.0,75829690000.0,93150760000.0,111717200000.0,104428120000.0,94347790000.0,117667774000.0,123761740000.0,99628630000.0,98852020000.0,96010945000.0,99229655000.0,105700640000.0,94115040000.0
2096.0,92941810000.0,84816460000.0,117734680000.0,117673345000.0,62268727000.0,122427245000.0,73668440000.0,92058780000.0,110894416000.0,103461050000.0,92861790000.0,117006120000.0,123331230000.0,98053870000.0,97662910000.0,94994470000.0,97828086000.0,104644270000.0,92121194000.0
2097.0,91733160000.0,82361020000.0,117282860000.0,117241950000.0,60467462000.0,122238680000.0,71533625000.0,90346130000.0,110188270000.0,102399060000.0,91230760000.0,116362300000.0,122937385000.0,97137150000.0,96511164000.0,93159370000.0,96702250000.0,103248620000.0,90113130000.0
