time,GFDL-CM3,CANESM2,CCSM4,CSIRO-MK3-6-0,NORESM1-M,IPSL-CM5A-LR,CESM1-CAM5,MPI-ESM-LR,GFDL-ESM2G,GISS-E2-R,CNRM-CM5
2061.0,17331395000.0,34677035000.0,55959740000.0,41468293000.0,40236974000.0,35305677000.0,39116804000.0,40609170000.0,61692760000.0,58723140000.0,46075160000.0
2062.0,16598578000.0,33304826000.0,55907373000.0,40699360000.0,39267330000.0,34819187000.0,38270042000.0,40123937000.0,61135364000.0,57777996000.0,45072980000.0
2063.0,16224034000.0,32594810000.0,55886600000.0,39711560000.0,39050228000.0,34229530000.0,37687700000.0,39064430000.0,61073396000.0,57233550000.0,45006230000.0
2064.0,15649819000.0,31765447000.0,55162884000.0,39407450000.0,37937030000.0,33749060000.0,36603060000.0,38123434000.0,60751122000.0,56354804000.0,44463694000.0
2065.0,15272481000.0,31438766000.0,54435324000.0,38527566000.0,37390380000.0,33237674000.0,36004463000.0,38027477000.0,60777180000.0,55748186000.0,43763620000.0
2066.0,14549715000.0,30540546000.0,53116932000.0,37917720000.0,37042310000.0,32953266000.0,35070325000.0,38045557000.0,60702420000.0,55326065000.0,43032560000.0
2067.0,14129365000.0,29850233000.0,53218880000.0,37932310000.0,36402490000.0,32168088000.0,34450070000.0,37453780000.0,59040990000.0,53994877000.0,42194956000.0
2068.0,13773506000.0,29393197000.0,52828560000.0,36841030000.0,35973260000.0,30779380000.0,33814840000.0,37262030000.0,59693320000.0,53004804000.0,41765958000.0
2069.0,13418529000.0,28923757000.0,51549295000.0,36710973000.0,35628245000.0,30617252000.0,33906954000.0,37082020000.0,58755625000.0,52537774000.0,40703586000.0
2070.0,13076684000.0,28386912000.0,50933924000.0,36104430000.0,35259875000.0,30045434000.0,32678482000.0,36705354000.0,58050486000.0,52210970000.0,40264040000.0
2071.0,12948235000.0,28228446000.0,50960175000.0,35711885000.0,34852420000.0,29384820000.0,32186280000.0,36694688000.0,57986953000.0,52639617000.0,39919320000.0
2072.0,12795056000.0,28319902000.0,51051295000.0,34900242000.0,34880860000.0,29183926000.0,31803363000.0,36445102000.0,57786855000.0,52137902000.0,39797450000.0
2073.0,12482707000.0,28268108000.0,50290670000.0,35117367000.0,34517516000.0,28966939000.0,31359945000.0,37145838000.0,57529980000.0,52091860000.0,39153780000.0
2074.0,12382612000.0,27837061000.0,49558938000.0,34811695000.0,33868644000.0,28885629000.0,30846490000.0,36858090000.0,57637704000.0,51433090000.0,38679640000.0
2075.0,12165806000.0,27573826000.0,49239146000.0,34747695000.0,33290807000.0,28709212000.0,30749008000.0,36670317000.0,57339290000.0,50934470000.0,37710873000.0
2076.0,11959183000.0,27442815000.0,48365580000.0,34508243000.0,32696007000.0,28703658000.0,30566955000.0,36339820000.0,57522827000.0,49981645000.0,36984800000.0
2077.0,11957623000.0,27107404000.0,47736152000.0,33485093000.0,32404808000.0,28443300000.0,30041965000.0,36204462000.0,56766270000.0,49731764000.0,36407005000.0
2078.0,11795195000.0,26876883000.0,48112443000.0,33476580000.0,32052642000.0,28412391000.0,29908224000.0,35772432000.0,56555020000.0,49588780000.0,36077072000.0
2079.0,11617649000.0,26758115000.0,47197560000.0,32828030000.0,31827616000.0,28205631000.0,29818341000.0,35786793000.0,55883248000.0,49891580000.0,35769780000.0
2080.0,11414463000.0,26669180000.0,47323423000.0,32330310000.0,31523846000.0,28155668000.0,29907890000.0,35944124000.0,55097270000.0,49753670000.0,35075383000.0
2081.0,11437225000.0,26275270000.0,47196590000.0,31993395000.0,31615656000.0,27871980000.0,29238540000.0,35472540000.0,55066470000.0,49259155000.0,34220532000.0
2082.0,11272838000.0,26041098000.0,46452777000.0,31378940000.0,30848995000.0,27381578000.0,29298557000.0,35545723000.0,54762303000.0,48623050000.0,33967331000.0
2083.0,11056861000.0,25561543000.0,45499640000.0,30921474000.0,30289494000.0,26722587000.0,28895540000.0,35795140000.0,54525133000.0,48481410000.0,33872339000.0
2084.0,10859930000.0,25332793000.0,44512383000.0,30687246000.0,29729946000.0,26110865000.0,28558010000.0,35575992000.0,54862810000.0,48711107000.0,33844457000.0
2085.0,10885705000.0,25098435000.0,44642456000.0,30551142000.0,29271527000.0,25803071000.0,28784155000.0,35473410000.0,56352817000.0,48563982000.0,33258842000.0
2086.0,10835595000.0,24997270000.0,44753084000.0,30658267000.0,28958580000.0,25609267000.0,28407343000.0,35004560000.0,55687610000.0,48622612000.0,33195176000.0
2087.0,10758817000.0,24614765000.0,44662340000.0,30767223000.0,28681530000.0,25340463000.0,27714990000.0,34877460000.0,55688910000.0,49346347000.0,33434130000.0
2088.0,10708059000.0,23988984000.0,44382527000.0,30772530000.0,28518898000.0,25663880000.0,27591720000.0,35251745000.0,55833104000.0,48913093000.0,33364476000.0
2089.0,10620877000.0,23758946000.0,44376003000.0,30396994000.0,28495688000.0,25644910000.0,27275540000.0,34794400000.0,55562605000.0,48407024000.0,32817254000.0
2090.0,10531105000.0,23547924000.0,44129206000.0,30070231000.0,28241035000.0,26239144000.0,26904033000.0,34858058000.0,55018717000.0,48354947000.0,32442250000.0
2091.0,10394039000.0,23167670000.0,44179538000.0,29552613000.0,28412970000.0,26283299000.0,26263233000.0,34738504000.0,55045444000.0,49124930000.0,32393271000.0
2092.0,10295690000.0,22959553000.0,43958882000.0,29426588000.0,28128936000.0,26115023000.0,25632434000.0,34663380000.0,54934940000.0,49386856000.0,32394897000.0
2093.0,10257483000.0,22820870000.0,43844927000.0,29641097000.0,28051472000.0,25613482000.0,25500434000.0,34601816000.0,55277360000.0,48875557000.0,32438493000.0
2094.0,10219713000.0,22774624000.0,44076110000.0,29199024000.0,27655131000.0,25209033000.0,25322883000.0,34160597000.0,56110547000.0,49234550000.0,32325306000.0
2095.0,10187082000.0,22590056000.0,43666133000.0,28757635000.0,27556882000.0,25071784000.0,25396193000.0,34155815000.0,55694053000.0,49420227000.0,32193165000.0
2096.0,10189574000.0,22546102000.0,43658780000.0,29020445000.0,27283302000.0,25151304000.0,25063200000.0,34288384000.0,55697170000.0,48938353000.0,32206864000.0
2097.0,10134997000.0,22292345000.0,43774173000.0,28715379000.0,27269353000.0,24884005000.0,24899262000.0,34345228000.0,56401110000.0,48964424000.0,32426887000.0
2098.0,10142590000.0,22031260000.0,43558773000.0,28171604000.0,27362908000.0,24641080000.0,24677788000.0,34846390000.0,56581157000.0,48834480000.0,32731546000.0
2099.0,10002376000.0,21954642000.0,43613503000.0,27961582000.0,27220345000.0,24769475000.0,24736280000.0,34760217000.0,57121042000.0,48368673000.0,32850547000.0
2100.0,9837204000.0,21862283000.0,42987620000.0,27989981000.0,26704228000.0,24669518000.0,24863914000.0,35096682000.0,57240310000.0,48107790000.0,33077297000.0
