time,NORESM1-M,CSIRO-MK3-6-0,CCSM4,GFDL-CM3,GISS-E2-R,GFDL-ESM2G,IPSL-CM5A-LR
2018.0,107731270000.0,107731270000.0,107731270000.0,107731270000.0,107731270000.0,107731270000.0,107731270000.0
2019.0,106519994000.0,106519994000.0,106519994000.0,106519994000.0,106519994000.0,106519994000.0,106519994000.0
2020.0,105577290000.0,105577290000.0,105577290000.0,105577290000.0,105577290000.0,105577290000.0,105577290000.0
2021.0,104405524000.0,104178360000.0,104094310000.0,101876785000.0,104391350000.0,104662840000.0,104494680000.0
2022.0,101861650000.0,103216970000.0,102985560000.0,99097180000.0,102956600000.0,102015934000.0,102289820000.0
2023.0,99390005000.0,101856570000.0,101392800000.0,96389190000.0,100725550000.0,99909220000.0,100519340000.0
2024.0,96773560000.0,100304510000.0,98661330000.0,94775845000.0,100051930000.0,98743920000.0,98412460000.0
2025.0,95384260000.0,99108270000.0,96405400000.0,91189230000.0,98878824000.0,97815890000.0,96994680000.0
2026.0,93370335000.0,96971360000.0,94268580000.0,87970310000.0,97167020000.0,96830470000.0,95054930000.0
2027.0,91993860000.0,95227090000.0,93060310000.0,84628410000.0,94434540000.0,94850785000.0,92281180000.0
2028.0,89383420000.0,93091400000.0,90889050000.0,81601790000.0,92028940000.0,93883695000.0,90088520000.0
2029.0,87676625000.0,91918280000.0,89529220000.0,78848690000.0,90338935000.0,93876716000.0,88212720000.0
2030.0,84600980000.0,91687380000.0,89192070000.0,75549070000.0,88903270000.0,92809770000.0,85712350000.0
2031.0,81349350000.0,91253146000.0,87513570000.0,72860190000.0,86746640000.0,92498665000.0,83258786000.0
2032.0,78687650000.0,89623904000.0,85685710000.0,70261875000.0,85136360000.0,91525456000.0,80908665000.0
2033.0,76421130000.0,88825766000.0,84450940000.0,67703290000.0,84185010000.0,90985914000.0,77904120000.0
2034.0,73810180000.0,87245830000.0,82068270000.0,65156940000.0,82530130000.0,90324754000.0,75170510000.0
2035.0,72848480000.0,85679690000.0,80544735000.0,62191256000.0,81872040000.0,89990360000.0,72602560000.0
2036.0,70622930000.0,84954310000.0,79493956000.0,59526308000.0,79659430000.0,88697480000.0,71319080000.0
2037.0,68182245000.0,83958820000.0,77521790000.0,56887120000.0,78222670000.0,87184100000.0,68254863000.0
2038.0,67507982000.0,82208180000.0,75586550000.0,55219945000.0,76229410000.0,84703080000.0,65608720000.0
2039.0,65835893000.0,79494726000.0,73582320000.0,53141490000.0,74070940000.0,83241200000.0,63375140000.0
2040.0,64057123000.0,78630310000.0,71246000000.0,51020330000.0,72583630000.0,82282860000.0,60696690000.0
2041.0,62600385000.0,77649175000.0,69236910000.0,48486253000.0,72004290000.0,79982360000.0,57904420000.0
2042.0,60959224000.0,76423980000.0,67159687000.0,45870248000.0,70908200000.0,79339110000.0,56511070000.0
2043.0,59175916000.0,74763250000.0,65373585000.0,43794338000.0,70186630000.0,77632815000.0,54173385000.0
2044.0,57618760000.0,73319670000.0,63715738000.0,42025234000.0,69280220000.0,76524520000.0,52417430000.0
2045.0,56114820000.0,72248020000.0,62127390000.0,40010904000.0,68828110000.0,75890580000.0,50934550000.0
2046.0,55173964000.0,70748150000.0,61044940000.0,37739057000.0,67257480000.0,74743644000.0,49186210000.0
2047.0,53889053000.0,69037875000.0,59870280000.0,36420747000.0,65771864000.0,72777810000.0,46858174000.0
2048.0,53062255000.0,67937305000.0,57797714000.0,35437523000.0,64296845000.0,71498940000.0,44803985000.0
2049.0,51791270000.0,65736230000.0,55988777000.0,33581690000.0,63070900000.0,70067620000.0,42915360000.0
2050.0,51068540000.0,64125075000.0,54325187000.0,31896480000.0,61758976000.0,68183052000.0,41310740000.0
2051.0,49599824000.0,62707140000.0,53604390000.0,30541996000.0,60228588000.0,65999647000.0,39414424000.0
2052.0,48185295000.0,60453550000.0,52371943000.0,29302475000.0,59521618000.0,64349147000.0,37481775000.0
2053.0,46910770000.0,59005116000.0,51240470000.0,27951307000.0,58017730000.0,63130880000.0,35842810000.0
2054.0,46432400000.0,57722573000.0,50154136000.0,26609496000.0,56328552000.0,61301928000.0,34083121000.0
2055.0,45602350000.0,55746277000.0,49557262000.0,25298320000.0,55814300000.0,60370890000.0,32641567000.0
2056.0,43617800000.0,54850130000.0,48131110000.0,24493275000.0,54064177000.0,58829898000.0,31049770000.0
2057.0,42228350000.0,53361103000.0,47560530000.0,23546333000.0,52395233000.0,56831705000.0,29587655000.0
2058.0,41049540000.0,51344732000.0,46007330000.0,22519652000.0,51052687000.0,55990424000.0,28499913000.0
2059.0,39713083000.0,50074436000.0,44699540000.0,21594720000.0,49635470000.0,54550155000.0,27372290000.0
2060.0,38555492000.0,48810713000.0,42890084000.0,20858544000.0,47929893000.0,52730150000.0,26441472000.0
2061.0,38030620000.0,47556800000.0,41723298000.0,19898163000.0,47238197000.0,51538387000.0,25278067000.0
2062.0,36730008000.0,46576878000.0,40488330000.0,19181302000.0,45829026000.0,49800570000.0,24307243000.0
2063.0,34896850000.0,46016500000.0,39227140000.0,18223383000.0,45027656000.0,48348390000.0,23494541000.0
2064.0,33852220000.0,44941107000.0,38618296000.0,17624807000.0,43647390000.0,47465050000.0,22793204000.0
2065.0,32482701000.0,44420830000.0,37677756000.0,16974070000.0,42817688000.0,46722400000.0,21965060000.0
2066.0,31153770000.0,43164987000.0,36702240000.0,16390009000.0,41483743000.0,45803577000.0,21364752000.0
2067.0,29689508000.0,42340720000.0,35646680000.0,15871948000.0,41233846000.0,44136470000.0,20440785000.0
2068.0,28887515000.0,41045950000.0,35140230000.0,15463694000.0,40444826000.0,43347920000.0,19622707000.0
2069.0,27774247000.0,40262090000.0,34103394000.0,14593047000.0,39449186000.0,42737850000.0,18885818000.0
2070.0,26996005000.0,39645233000.0,33583782000.0,13970004000.0,38890310000.0,41432370000.0,18103022000.0
2071.0,26200381000.0,38222205000.0,32991316000.0,13465931000.0,37969740000.0,40227525000.0,17530046000.0
2072.0,24904903000.0,37528710000.0,31898601000.0,12922874000.0,37238690000.0,38952090000.0,16751655000.0
2073.0,23826092000.0,36606630000.0,31487654000.0,12371327000.0,37048870000.0,37605544000.0,16542744000.0
2074.0,23052660000.0,35435230000.0,30780578000.0,11956914000.0,36026565000.0,37009270000.0,16244189000.0
2075.0,22255884000.0,34827026000.0,29777430000.0,11419385000.0,35915354000.0,36125078000.0,15925174000.0
2076.0,21322529000.0,34264770000.0,29002850000.0,11034641000.0,35143870000.0,34982597000.0,15511325000.0
2077.0,20757220000.0,33363503000.0,27564745000.0,10551344000.0,34279014000.0,33896567000.0,15167807000.0
2078.0,19983587000.0,32219253000.0,26960742000.0,10260996000.0,33373354000.0,33232232000.0,14688246000.0
2079.0,19679498000.0,31584428000.0,26341160000.0,9759047000.0,32741240000.0,32644243000.0,14333915000.0
2080.0,19053593000.0,30929998000.0,25770035000.0,9459133000.0,32453060000.0,31801723000.0,14070343000.0
2081.0,18910503000.0,30243830000.0,24694462000.0,9091706000.0,31840965000.0,31377807000.0,13773447000.0
2082.0,18235527000.0,29202495000.0,24050436000.0,8860175000.0,31465443000.0,30525377000.0,13413219000.0
2083.0,17718643000.0,28505364000.0,23578487000.0,8714052000.0,31274226000.0,30165480000.0,13094177000.0
2084.0,17442654000.0,27465576000.0,22924286000.0,8483037000.0,30726496000.0,29658270000.0,12908998000.0
2085.0,17073066000.0,26321380000.0,22258342000.0,8197235700.0,29992989000.0,29332138000.0,12667538000.0
2086.0,16312770000.0,25664623000.0,21601042000.0,7915350000.0,29147853000.0,28477039000.0,12359020000.0
2087.0,15551128000.0,24934177000.0,21370444000.0,7579477500.0,28599263000.0,27654020000.0,11963924000.0
2088.0,15455335000.0,24077107000.0,20638888000.0,7309606400.0,27674241000.0,27477672000.0,11814231000.0
2089.0,15229011000.0,23491875000.0,20253456000.0,7079571000.0,27245190000.0,26780893000.0,11685620000.0
2090.0,14751362000.0,22856070000.0,19523207000.0,6963762700.0,26525790000.0,26341580000.0,11319691000.0
2091.0,14370333000.0,22357608000.0,18924829000.0,6679070000.0,26245054000.0,25655124000.0,10984614000.0
2092.0,13864034000.0,21958945000.0,18647353000.0,6522745000.0,25827398000.0,24465089000.0,10534232000.0
2093.0,13581106000.0,21373870000.0,18190934000.0,6342116000.0,25371738000.0,23610112000.0,10264581000.0
2094.0,13215022000.0,20851012000.0,17796258000.0,6154709500.0,24758292000.0,23421934000.0,10108243000.0
2095.0,12775946000.0,20094720000.0,17543340000.0,5996860400.0,24335700000.0,23245074000.0,9829878000.0
2096.0,12355111000.0,19580344000.0,17337280000.0,5827132000.0,24142828000.0,22792176000.0,9592901000.0
2097.0,11995740000.0,18812277000.0,16911686000.0,5712913000.0,23520315000.0,22442357000.0,9398707000.0
2098.0,11609202000.0,18020862000.0,16656862000.0,5568860000.0,23170447000.0,21784990000.0,9153861000.0
2099.0,11286157000.0,17432152000.0,16230108000.0,5478952400.0,23053850000.0,21349855000.0,8883618000.0
2100.0,10950455000.0,16937644000.0,15815948000.0,5364654600.0,22793798000.0,20583880000.0,8726370000.0
