time,EC-EARTH3-VEG,CESM2-WACCM,CESM2,INM-CM5-0,ACCESS-CM2,CANESM5,NORESM2-MM,MPI-ESM1-2-HR,IPSL-CM6A-LR,GFDL-ESM4,BCC-CSM2-MR,ACCESS-ESM1-5,CAMS-CSM1-0,EC-EARTH3,MRI-ESM2-0,FGOALS-F3-L,INM-CM4-8
2010.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0,4982503000000.0
2011.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0,4969600600000.0
2012.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0,4929508300000.0
2013.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0,4905386400000.0
2014.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0,4871476000000.0
2015.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0,4870035000000.0
2016.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0,4846093600000.0
2017.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0,4792803000000.0
2018.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0,4765307600000.0
2019.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0,4723266000000.0
2020.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0,4693323400000.0
2021.0,4655372300000.0,4671233600000.0,4670008300000.0,4660101000000.0,4644499000000.0,4676259400000.0,4674442000000.0,4685893700000.0,4678456700000.0,4657190000000.0,4660807600000.0,4655173600000.0,4671703000000.0,4668439000000.0,4664393700000.0,4634753600000.0,4652699000000.0
2022.0,4642624000000.0,4638851000000.0,4614420000000.0,4644093300000.0,4632958500000.0,4649142700000.0,4643998000000.0,4685362000000.0,4644594000000.0,4625595400000.0,4630945700000.0,4629761000000.0,4647576700000.0,4631655000000.0,4642835500000.0,4625165500000.0,4627936300000.0
2023.0,4608225000000.0,4581500000000.0,4564883300000.0,4610305000000.0,4605781500000.0,4612489000000.0,4615024700000.0,4666070000000.0,4638641000000.0,4611546000000.0,4604256300000.0,4614289000000.0,4644054500000.0,4581563000000.0,4617485000000.0,4600680700000.0,4623048400000.0
2024.0,4551006500000.0,4542881000000.0,4505640000000.0,4568493000000.0,4586922300000.0,4590535000000.0,4577489000000.0,4645029000000.0,4614922000000.0,4591580600000.0,4563092400000.0,4589216000000.0,4633678000000.0,4553374000000.0,4598528500000.0,4566498000000.0,4592524000000.0
2025.0,4535686000000.0,4530383600000.0,4487738600000.0,4543125000000.0,4540991000000.0,4575355000000.0,4555578300000.0,4610075000000.0,4577022700000.0,4592038300000.0,4536796000000.0,4557017400000.0,4602235000000.0,4535116000000.0,4556758000000.0,4531251000000.0,4570986600000.0
2026.0,4514032000000.0,4495673000000.0,4468576000000.0,4520626600000.0,4492222300000.0,4558076500000.0,4533280300000.0,4584938400000.0,4512922000000.0,4586761400000.0,4495638000000.0,4552190000000.0,4556138000000.0,4507685000000.0,4525687000000.0,4523448300000.0,4562602700000.0
2027.0,4486212400000.0,4487735400000.0,4428170500000.0,4492330000000.0,4445072000000.0,4537812000000.0,4474059000000.0,4554158500000.0,4486747700000.0,4565284000000.0,4463078000000.0,4517935000000.0,4534956000000.0,4483285000000.0,4500590000000.0,4486529500000.0,4525988000000.0
2028.0,4438424000000.0,4459160700000.0,4407858600000.0,4487010000000.0,4404471700000.0,4496363000000.0,4446139000000.0,4528379300000.0,4447765300000.0,4538490000000.0,4433517000000.0,4492156000000.0,4512568000000.0,4470161000000.0,4483882400000.0,4457215000000.0,4508454000000.0
2029.0,4394720200000.0,4425285000000.0,4407390400000.0,4455734000000.0,4374833400000.0,4474237000000.0,4403917500000.0,4486764400000.0,4430462700000.0,4503399000000.0,4399543400000.0,4470545000000.0,4476883000000.0,4427153400000.0,4455129000000.0,4440543000000.0,4496773000000.0
2030.0,4377172500000.0,4397525000000.0,4357035000000.0,4413718000000.0,4348387500000.0,4445474700000.0,4365267800000.0,4451991000000.0,4401499000000.0,4472588000000.0,4369333000000.0,4442108000000.0,4432232000000.0,4371965000000.0,4437003000000.0,4413031700000.0,4445517600000.0
2031.0,4341991700000.0,4371650000000.0,4295906000000.0,4396521000000.0,4302645200000.0,4409307700000.0,4330544000000.0,4430938000000.0,4368860700000.0,4456158000000.0,4325073200000.0,4421143500000.0,4411325700000.0,4362924700000.0,4404757400000.0,4380983800000.0,4416207000000.0
2032.0,4342025300000.0,4349990500000.0,4264028500000.0,4386710600000.0,4282720200000.0,4366545500000.0,4284979600000.0,4399279000000.0,4338894800000.0,4439109000000.0,4306285000000.0,4420946400000.0,4374085200000.0,4354546000000.0,4379489300000.0,4348741000000.0,4379272000000.0
2033.0,4321589300000.0,4307890000000.0,4230251000000.0,4360799800000.0,4269378400000.0,4301752600000.0,4246365000000.0,4361743000000.0,4287304800000.0,4421998600000.0,4286561000000.0,4413843300000.0,4354308300000.0,4330674200000.0,4342359500000.0,4304060300000.0,4347232300000.0
2034.0,4282914400000.0,4300301100000.0,4179492600000.0,4322581800000.0,4215111400000.0,4261764400000.0,4231873200000.0,4324845700000.0,4232967600000.0,4392472500000.0,4239198300000.0,4395876200000.0,4335311800000.0,4283716900000.0,4311908400000.0,4246180000000.0,4313745500000.0
2035.0,4253999700000.0,4251862400000.0,4151562500000.0,4277178200000.0,4174441300000.0,4210399400000.0,4210272800000.0,4284597000000.0,4200197800000.0,4333005200000.0,4192215200000.0,4357723300000.0,4329488300000.0,4235190900000.0,4255028000000.0,4204173500000.0,4298758400000.0
2036.0,4216342700000.0,4202662200000.0,4112309600000.0,4264591400000.0,4130278500000.0,4188213600000.0,4178280400000.0,4280389700000.0,4164976600000.0,4300826700000.0,4129565400000.0,4344310000000.0,4298019200000.0,4187955100000.0,4233514200000.0,4177514000000.0,4271538200000.0
2037.0,4185608000000.0,4156065600000.0,4064919700000.0,4257856000000.0,4107720000000.0,4153938000000.0,4158561000000.0,4235707500000.0,4121061000000.0,4277768000000.0,4109555700000.0,4329584000000.0,4274663200000.0,4161481200000.0,4220413000000.0,4142487800000.0,4251493000000.0
2038.0,4151024000000.0,4109889000000.0,4047070300000.0,4243718100000.0,4047871400000.0,4126352300000.0,4126783300000.0,4219534800000.0,4073164000000.0,4245607200000.0,4069133000000.0,4273959000000.0,4257724000000.0,4139863000000.0,4195969700000.0,4115881800000.0,4213812200000.0
2039.0,4122751800000.0,4081973000000.0,4001576800000.0,4208054200000.0,4012857000000.0,4095117000000.0,4086386700000.0,4199097000000.0,4031500300000.0,4212294400000.0,4026843500000.0,4232618700000.0,4241641000000.0,4104436300000.0,4187871200000.0,4082211500000.0,4186231000000.0
2040.0,4090041700000.0,4045948600000.0,3975883800000.0,4181289900000.0,3988009500000.0,4047603200000.0,4030655600000.0,4173368000000.0,3998046000000.0,4195788500000.0,4002285600000.0,4209933800000.0,4210404600000.0,4081956700000.0,4166664800000.0,4048282200000.0,4163806000000.0
2041.0,4063038500000.0,4017304400000.0,3940738700000.0,4164931800000.0,3950132300000.0,4020512200000.0,4025203300000.0,4147970000000.0,3974248500000.0,4182254300000.0,3953602900000.0,4198992200000.0,4176423000000.0,4033192700000.0,4139835700000.0,4043273100000.0,4128112600000.0
2042.0,4034631300000.0,3969468600000.0,3888791200000.0,4149177200000.0,3923150000000.0,3994710700000.0,3998937500000.0,4116801700000.0,3945620300000.0,4165323500000.0,3944013000000.0,4173598300000.0,4141898500000.0,4005151600000.0,4125047000000.0,4020518300000.0,4098624000000.0
2043.0,4019076700000.0,3929753300000.0,3867090600000.0,4134853700000.0,3892012000000.0,3986514500000.0,3959199600000.0,4106675000000.0,3906675400000.0,4150780500000.0,3925703100000.0,4148139700000.0,4124246500000.0,3995775500000.0,4102786600000.0,3982315200000.0,4076109000000.0
2044.0,3972235800000.0,3897267300000.0,3839358700000.0,4130594000000.0,3837994000000.0,3952591000000.0,3930359000000.0,4089097500000.0,3889363400000.0,4136435400000.0,3899891400000.0,4105109000000.0,4104973200000.0,3978021000000.0,4085642700000.0,3957786100000.0,4060826600000.0
2045.0,3932991500000.0,3876598000000.0,3828634600000.0,4125122000000.0,3814263000000.0,3891230000000.0,3887248000000.0,4076592400000.0,3873515000000.0,4103458800000.0,3869463300000.0,4075281700000.0,4089426200000.0,3962323000000.0,4067906000000.0,3919805400000.0,4043173300000.0
2046.0,3907246600000.0,3851846400000.0,3792781400000.0,4095096000000.0,3770466400000.0,3861902800000.0,3865259800000.0,4073797000000.0,3852324000000.0,4077844700000.0,3830564500000.0,4085016400000.0,4072804500000.0,3940740800000.0,4034123300000.0,3886575000000.0,4040867000000.0
2047.0,3878680800000.0,3838336000000.0,3752341000000.0,4061504200000.0,3751415600000.0,3811877600000.0,3850054100000.0,4057073000000.0,3828777200000.0,4061227600000.0,3798727400000.0,4054012400000.0,4056253700000.0,3924495700000.0,4011695800000.0,3870139600000.0,4019627000000.0
2048.0,3842969000000.0,3821493600000.0,3726262400000.0,4034231000000.0,3724331200000.0,3791963800000.0,3802261400000.0,4036084600000.0,3817110000000.0,4044731200000.0,3769594500000.0,4038071200000.0,4016000200000.0,3879697000000.0,3974719600000.0,3854801800000.0,4009621500000.0
2049.0,3804815000000.0,3807045500000.0,3693568900000.0,4006505000000.0,3690859000000.0,3770990200000.0,3775601000000.0,4020647000000.0,3788711100000.0,4028681000000.0,3711826100000.0,4006847400000.0,3982217400000.0,3843216000000.0,3969017700000.0,3807503200000.0,3987645400000.0
2050.0,3790053800000.0,3773338000000.0,3665157200000.0,3984971500000.0,3638884300000.0,3760213000000.0,3758826700000.0,4008295800000.0,3750139300000.0,4025326800000.0,3690545000000.0,3982452300000.0,3973568800000.0,3835109300000.0,3942228000000.0,3791845600000.0,3980666900000.0
2051.0,3756014400000.0,3743508600000.0,3613849300000.0,3972838000000.0,3618149800000.0,3723436000000.0,3745254200000.0,3959825400000.0,3737678200000.0,4002770300000.0,3637405500000.0,3946150600000.0,3963204700000.0,3817780000000.0,3928293000000.0,3778561000000.0,3967135500000.0
2052.0,3723042200000.0,3722915000000.0,3566380300000.0,3959636000000.0,3590622000000.0,3700545300000.0,3713173000000.0,3935149800000.0,3716189800000.0,3979620400000.0,3623366200000.0,3912666400000.0,3944586000000.0,3800232400000.0,3897910400000.0,3762932200000.0,3950238000000.0
2053.0,3703417000000.0,3684494700000.0,3542728300000.0,3952537200000.0,3563514500000.0,3658532500000.0,3702597600000.0,3929881400000.0,3700716500000.0,3952160300000.0,3577066800000.0,3897244800000.0,3927630000000.0,3774439500000.0,3876403800000.0,3742497800000.0,3949381300000.0
2054.0,3683678700000.0,3651082000000.0,3514684700000.0,3944179800000.0,3533921300000.0,3645913000000.0,3691018000000.0,3909468800000.0,3690157600000.0,3936724000000.0,3543831400000.0,3900022200000.0,3913024300000.0,3754964800000.0,3851158600000.0,3719506400000.0,3926575500000.0
2055.0,3655043600000.0,3610740800000.0,3485811000000.0,3936906600000.0,3501373500000.0,3619344400000.0,3666077800000.0,3898773900000.0,3687954000000.0,3920179200000.0,3517524500000.0,3895274500000.0,3922256000000.0,3720436800000.0,3837760000000.0,3683733700000.0,3901842000000.0
2056.0,3619974300000.0,3565148400000.0,3452938000000.0,3933844800000.0,3478570700000.0,3588722300000.0,3668971000000.0,3893010000000.0,3678202800000.0,3907261000000.0,3484593400000.0,3886422200000.0,3909489000000.0,3716903900000.0,3815324500000.0,3650981000000.0,3886866800000.0
2057.0,3603489400000.0,3538389800000.0,3439203500000.0,3906589700000.0,3445811300000.0,3549983400000.0,3647354000000.0,3888874500000.0,3662973500000.0,3898370700000.0,3463183000000.0,3864560100000.0,3893887500000.0,3685819400000.0,3794353800000.0,3632448700000.0,3871508800000.0
2058.0,3573119700000.0,3508586400000.0,3425854300000.0,3896153700000.0,3419262700000.0,3523000100000.0,3612436900000.0,3885482400000.0,3645303700000.0,3878063200000.0,3430001100000.0,3837399000000.0,3874747000000.0,3655396000000.0,3773798500000.0,3601012600000.0,3856505200000.0
2059.0,3551635700000.0,3459666700000.0,3398845300000.0,3880357000000.0,3376487600000.0,3490209000000.0,3575784400000.0,3871883400000.0,3622252800000.0,3875056400000.0,3404984000000.0,3807948800000.0,3862129800000.0,3623252100000.0,3760191000000.0,3598620600000.0,3828482600000.0
2060.0,3529323000000.0,3449553400000.0,3369256400000.0,3855769700000.0,3335111300000.0,3466739300000.0,3566012200000.0,3853622200000.0,3609496600000.0,3865348000000.0,3374747200000.0,3790091600000.0,3846344500000.0,3596343300000.0,3761177400000.0,3571932700000.0,3798447400000.0
2061.0,3501347000000.0,3412923300000.0,3322435600000.0,3845600000000.0,3313779300000.0,3445417600000.0,3542472200000.0,3829376200000.0,3588231500000.0,3853478000000.0,3347197200000.0,3789428400000.0,3834906400000.0,3576337300000.0,3750848600000.0,3545316000000.0,3793496600000.0
2062.0,3486840300000.0,3370767600000.0,3309454000000.0,3830301600000.0,3280547600000.0,3418048000000.0,3537040000000.0,3821839800000.0,3564275500000.0,3825197400000.0,3325869000000.0,3761618800000.0,3822966300000.0,3544697300000.0,3751198300000.0,3508357600000.0,3802575000000.0
2063.0,3462632800000.0,3348115800000.0,3291828700000.0,3806991200000.0,3251434700000.0,3393786000000.0,3512957000000.0,3789701500000.0,3547792000000.0,3796224200000.0,3299711000000.0,3718063800000.0,3795049300000.0,3511630700000.0,3754444000000.0,3475700000000.0,3796662700000.0
2064.0,3434512600000.0,3308907400000.0,3261356300000.0,3803203500000.0,3225510700000.0,3379407000000.0,3474894600000.0,3758915600000.0,3522409300000.0,3781135200000.0,3278725200000.0,3696538400000.0,3756665900000.0,3487435300000.0,3733178500000.0,3444672000000.0,3790048900000.0
2065.0,3402695400000.0,3278656200000.0,3238685000000.0,3802801000000.0,3192451000000.0,3365941300000.0,3442887400000.0,3750986800000.0,3501920400000.0,3766364100000.0,3253415400000.0,3688595500000.0,3740985500000.0,3474787100000.0,3711203000000.0,3430288500000.0,3790261500000.0
2066.0,3383747400000.0,3254286500000.0,3213235600000.0,3788320300000.0,3156528600000.0,3339475000000.0,3420464300000.0,3734960900000.0,3474725500000.0,3760599600000.0,3211364000000.0,3659349400000.0,3727400600000.0,3449055000000.0,3689553000000.0,3404719200000.0,3786132400000.0
2067.0,3378318100000.0,3224373800000.0,3208596000000.0,3788929200000.0,3118512000000.0,3306482300000.0,3408234500000.0,3715557500000.0,3477655000000.0,3756773600000.0,3183461300000.0,3654366500000.0,3728612300000.0,3423943500000.0,3667264500000.0,3359053700000.0,3778467000000.0
2068.0,3355571000000.0,3193719800000.0,3203568500000.0,3777037900000.0,3088972800000.0,3287129300000.0,3367845800000.0,3703247000000.0,3470930500000.0,3738275000000.0,3170711000000.0,3632573400000.0,3698564000000.0,3402567300000.0,3640803700000.0,3335057800000.0,3767197000000.0
2069.0,3328004300000.0,3167365400000.0,3170887800000.0,3770175000000.0,3061158500000.0,3243070000000.0,3342216000000.0,3687414500000.0,3456333800000.0,3723346000000.0,3142224200000.0,3611472400000.0,3701360600000.0,3389175400000.0,3628346600000.0,3323779400000.0,3758881200000.0
2070.0,3302580600000.0,3136817500000.0,3151776400000.0,3752395000000.0,3020082600000.0,3213424300000.0,3321245200000.0,3669206500000.0,3456594000000.0,3699802600000.0,3130702700000.0,3588008000000.0,3690924600000.0,3361558500000.0,3609588700000.0,3302760600000.0,3745191600000.0
2071.0,3287411000000.0,3120254400000.0,3134958900000.0,3738155400000.0,2992203400000.0,3187448200000.0,3302632200000.0,3662084800000.0,3432970200000.0,3700586200000.0,3114646400000.0,3553994700000.0,3669857000000.0,3336093000000.0,3610216800000.0,3289907000000.0,3732788200000.0
2072.0,3265180700000.0,3095546600000.0,3105056600000.0,3730172300000.0,2980862500000.0,3152262200000.0,3285327000000.0,3647824200000.0,3417222400000.0,3676647700000.0,3098001500000.0,3530010000000.0,3655763800000.0,3311134800000.0,3600698300000.0,3261910700000.0,3732706200000.0
2073.0,3240801600000.0,3046745300000.0,3084612800000.0,3715301600000.0,2948281400000.0,3133081600000.0,3274969700000.0,3642707100000.0,3385482500000.0,3662166000000.0,3072192200000.0,3506417400000.0,3643730600000.0,3290954000000.0,3570262000000.0,3225942800000.0,3723822000000.0
2074.0,3231966600000.0,3023372600000.0,3069330300000.0,3713153600000.0,2922177600000.0,3111797000000.0,3270143400000.0,3611670000000.0,3360422600000.0,3651324000000.0,3050027000000.0,3484741800000.0,3634870600000.0,3290619200000.0,3565355500000.0,3209495000000.0,3701936500000.0
2075.0,3204533700000.0,2992803700000.0,3055811300000.0,3692566700000.0,2904575700000.0,3079861700000.0,3266409000000.0,3600305600000.0,3343594600000.0,3644560800000.0,3025258400000.0,3473796200000.0,3623934000000.0,3266148000000.0,3536539600000.0,3184272300000.0,3692515300000.0
2076.0,3177494300000.0,2959337600000.0,3029098600000.0,3689647700000.0,2891489000000.0,3068234600000.0,3256400000000.0,3587149100000.0,3329553600000.0,3640273400000.0,3008352700000.0,3442461400000.0,3613323700000.0,3251013700000.0,3522439400000.0,3152364400000.0,3676990000000.0
2077.0,3167612600000.0,2927632800000.0,2994781000000.0,3679436100000.0,2858442800000.0,3038056000000.0,3245690000000.0,3581304000000.0,3312558500000.0,3630275000000.0,2989211000000.0,3428939200000.0,3586217200000.0,3222414800000.0,3507766200000.0,3136964500000.0,3681782000000.0
2078.0,3143687500000.0,2891734800000.0,2980868800000.0,3668973700000.0,2841117200000.0,3023392500000.0,3239664200000.0,3571661700000.0,3301417400000.0,3619155600000.0,2952557000000.0,3416822400000.0,3571953700000.0,3199120200000.0,3481586400000.0,3109827600000.0,3667919400000.0
2079.0,3132888200000.0,2881789000000.0,2959232200000.0,3662542300000.0,2823782100000.0,3008968800000.0,3212491600000.0,3533302400000.0,3274254000000.0,3569981000000.0,2933118000000.0,3392997400000.0,3548701300000.0,3167601000000.0,3470835600000.0,3085255000000.0,3662072500000.0
2080.0,3113221600000.0,2859092100000.0,2943665800000.0,3654157300000.0,2798115400000.0,2982001800000.0,3215223700000.0,3513550000000.0,3267652200000.0,3547247400000.0,2915418000000.0,3385536500000.0,3539828500000.0,3166656500000.0,3448208000000.0,3074216700000.0,3657164400000.0
2081.0,3104104500000.0,2824819400000.0,2921992000000.0,3640017800000.0,2779246800000.0,2974584400000.0,3196048400000.0,3481638800000.0,3241328500000.0,3534377500000.0,2896643500000.0,3377246500000.0,3530405200000.0,3144631200000.0,3444181300000.0,3055405200000.0,3664523300000.0
2082.0,3096919000000.0,2825119900000.0,2905918100000.0,3625472800000.0,2765403000000.0,2958033700000.0,3174114800000.0,3469388300000.0,3211395000000.0,3514811500000.0,2887796400000.0,3364009300000.0,3514253000000.0,3130469600000.0,3442219000000.0,3030810400000.0,3670403700000.0
2083.0,3081837500000.0,2813685000000.0,2889520300000.0,3621999300000.0,2749718600000.0,2950506200000.0,3149263000000.0,3455610000000.0,3195176000000.0,3495166500000.0,2858642000000.0,3350847600000.0,3511928000000.0,3119979000000.0,3441957500000.0,3024837700000.0,3659061000000.0
2084.0,3066349700000.0,2789158000000.0,2868177500000.0,3621965300000.0,2735268000000.0,2932413600000.0,3136354000000.0,3436544500000.0,3164217800000.0,3479669000000.0,2849634000000.0,3339941300000.0,3487598400000.0,3084300300000.0,3435012800000.0,3001544300000.0,3642506600000.0
2085.0,3052738000000.0,2738952000000.0,2869568700000.0,3620689000000.0,2718303500000.0,2912002200000.0,3125766300000.0,3431796800000.0,3148991200000.0,3485213400000.0,2831030200000.0,3336276800000.0,3461102700000.0,3068326800000.0,3417243600000.0,3001398600000.0,3632520500000.0
2086.0,3038902500000.0,2718995800000.0,2859529700000.0,3607541000000.0,2695215000000.0,2882654400000.0,3110947500000.0,3401870700000.0,3145613400000.0,3463411100000.0,2811824700000.0,3320279000000.0,3436472200000.0,3046049300000.0,3405707500000.0,2986781000000.0,3625252600000.0
2087.0,3009491500000.0,2684429300000.0,2854775400000.0,3608702400000.0,2677846300000.0,2857339700000.0,3093086000000.0,3397072200000.0,3144266300000.0,3447371000000.0,2804385300000.0,3292435800000.0,3437103200000.0,3032340500000.0,3356047000000.0,2971003000000.0,3624489700000.0
2088.0,2985040300000.0,2655618300000.0,2841116100000.0,3601805600000.0,2637618700000.0,2846302100000.0,3087077200000.0,3387493700000.0,3134413000000.0,3431218000000.0,2794380300000.0,3283779800000.0,3424234200000.0,2995083000000.0,3335599700000.0,2969810200000.0,3627251700000.0
2089.0,2935144000000.0,2635509000000.0,2826653100000.0,3572067200000.0,2610794300000.0,2840634000000.0,3088751000000.0,3375972200000.0,3100289800000.0,3432665300000.0,2779546400000.0,3269988000000.0,3417811000000.0,2975621400000.0,3319664200000.0,2966764700000.0,3602958000000.0
2090.0,2919897800000.0,2603113300000.0,2795446500000.0,3573577700000.0,2602712400000.0,2821185000000.0,3085018900000.0,3352829600000.0,3086514700000.0,3403644400000.0,2763689600000.0,3276479700000.0,3411379000000.0,2973679500000.0,3303793500000.0,2926934500000.0,3599702000000.0
2091.0,2904103600000.0,2590488100000.0,2773762200000.0,3564135500000.0,2570801000000.0,2792704400000.0,3067390000000.0,3356337000000.0,3072382700000.0,3384347000000.0,2762579600000.0,3272600500000.0,3400160000000.0,2946309000000.0,3281440700000.0,2917268200000.0,3587370000000.0
2092.0,2897997200000.0,2575882300000.0,2744510000000.0,3550193600000.0,2554733000000.0,2755826800000.0,3039268700000.0,3352502200000.0,3053547700000.0,3379886600000.0,2765244900000.0,3260898600000.0,3394844200000.0,2931826600000.0,3271911000000.0,2904175100000.0,3584237200000.0
2093.0,2874066000000.0,2551120700000.0,2729555000000.0,3548750000000.0,2545610000000.0,2754199200000.0,3032187100000.0,3340517200000.0,3037085800000.0,3384909000000.0,2764861900000.0,3262950100000.0,3371752200000.0,2924340600000.0,3247384000000.0,2887231500000.0,3577013000000.0
2094.0,2866138600000.0,2544572300000.0,2695262000000.0,3544249800000.0,2528040200000.0,2749502000000.0,3008060000000.0,3339555700000.0,3023584600000.0,3373076000000.0,2749299700000.0,3245129900000.0,3367374400000.0,2921210000000.0,3241525600000.0,2864599300000.0,3581247500000.0
2095.0,2855361800000.0,2525507000000.0,2657525400000.0,3540742800000.0,2506744700000.0,2745892300000.0,2979815000000.0,3328027100000.0,3020513000000.0,3378356200000.0,2744128000000.0,3229210000000.0,3352182400000.0,2917760500000.0,3238109600000.0,2856531800000.0,3570717000000.0
