time,CNRM-CM6-1,EC-EARTH3,CESM2-WACCM,IPSL-CM6A-LR,TAIESM1,GFDL-ESM4,CANESM5,MIROC6,UKESM1-0-LL,CNRM-ESM2-1,MPI-ESM1-2-HR,KACE-1-0-G,MRI-ESM2-0
2053.0,8492116500.0,5505136000.0,5349018600.0,5062196700.0,3881588700.0,8365274600.0,3627895600.0,7049788000.0,2414154800.0,8180614700.0,8208631300.0,1838141200.0,5605718500.0
2054.0,8200218000.0,5245629000.0,5469472300.0,4706372000.0,3626414000.0,7333177000.0,3376359200.0,6770928000.0,2292096800.0,7865870000.0,7946696700.0,1743909000.0,5404458000.0
2055.0,7962572300.0,5140282000.0,4891837000.0,4800811500.0,3345241000.0,7072117000.0,3176342500.0,6554738700.0,2120729000.0,7724587500.0,7678491000.0,1655486300.0,5223864300.0
2056.0,7733665300.0,4854797000.0,4452552700.0,4377774600.0,3129483800.0,6988087000.0,3025298000.0,6503620600.0,2007759400.0,7544669000.0,7564425700.0,1568109600.0,5344252000.0
2057.0,7502455000.0,4628767000.0,4226475300.0,4154631700.0,2857563000.0,6745236500.0,2887836400.0,6136728600.0,1856891800.0,9961013000.0,7288824000.0,1501043300.0,4952129000.0
2058.0,7218872300.0,4290658800.0,4042820400.0,4007592000.0,2646341400.0,6585919000.0,2704375600.0,6115442700.0,1722571000.0,7646101000.0,7031845000.0,1366156400.0,4696358000.0
2059.0,6973298000.0,3977218600.0,3846127000.0,3815532000.0,2450865700.0,6359105000.0,2595651300.0,5813886000.0,1571711400.0,7270369000.0,6640291300.0,1251973000.0,4542670000.0
2060.0,6740342300.0,3823417600.0,3666524200.0,3599203300.0,2306327300.0,6192188000.0,2424230700.0,5553468400.0,1373889700.0,6995963400.0,6522287600.0,1145542900.0,4443194000.0
2061.0,6452176400.0,3537943800.0,3475878700.0,3400638700.0,2119793000.0,5942123500.0,2321544200.0,5351527400.0,1280445200.0,6895770600.0,6498580000.0,1039584000.0,4449981000.0
2062.0,6162297000.0,3349715000.0,3296488700.0,3192421000.0,1972236900.0,5754802000.0,2190311400.0,5214675000.0,1177767600.0,6686754000.0,6195650600.0,894010100.0,4344779000.0
2063.0,7874694700.0,3148659000.0,3096828000.0,2985053000.0,1867929500.0,5604744000.0,2047114600.0,5085924400.0,1032095940.0,6405075500.0,5989765600.0,812577200.0,4134292000.0
2064.0,7195941400.0,2958725400.0,2918750000.0,2761213400.0,1760285300.0,5422503400.0,1916259000.0,4869129700.0,916741300.0,6175148000.0,5910347000.0,732377150.0,4183032300.0
2065.0,5726434000.0,2769272600.0,2746304000.0,2582210800.0,1608289300.0,5196756500.0,1817708900.0,4602974000.0,809338900.0,5905033000.0,5659009500.0,681453000.0,3930227500.0
2066.0,5611880000.0,2644324000.0,2625924600.0,2448572000.0,1515663500.0,5046539000.0,1690828400.0,4403470000.0,638836400.0,5679886000.0,5507065300.0,587136800.0,3805452500.0
2067.0,5278019600.0,2393149400.0,2492175600.0,2310187000.0,1408846600.0,4926073000.0,1524586900.0,4510748000.0,558522750.0,5529151500.0,5388546600.0,548618600.0,3714415600.0
2068.0,5072210400.0,2236565500.0,2304146700.0,2174468400.0,1253474400.0,4780127000.0,1581235000.0,4197322500.0,498109820.0,5345664500.0,5045838300.0,489159780.0,3619821600.0
2069.0,4910522400.0,2106238100.0,2355987000.0,2081812500.0,1099366300.0,4631062500.0,1306877000.0,4067624400.0,442961570.0,5263405600.0,4967509000.0,474573730.0,3518413600.0
2070.0,4840919600.0,1921672800.0,2006932900.0,1951897600.0,922464640.0,4495601000.0,1218980700.0,3838303200.0,372683230.0,5046153700.0,4818941000.0,445118620.0,3370156800.0
2071.0,4903351300.0,1773532700.0,1894576600.0,1972371200.0,769772200.0,4366266400.0,1092629600.0,3666340000.0,302555300.0,4838329000.0,4704306000.0,418091780.0,3250304000.0
2072.0,4552481000.0,1692976600.0,1769697500.0,1761489200.0,694315500.0,4334390300.0,994684540.0,3977620200.0,241599940.0,4704662000.0,4660577000.0,347342800.0,3120169700.0
2073.0,4498892000.0,1994063900.0,1621851900.0,1625930200.0,632213570.0,4092591000.0,909719550.0,3539735800.0,208457490.0,4499972600.0,4424601000.0,316136220.0,2969712400.0
2074.0,4275892000.0,1592884600.0,1418994200.0,1507339800.0,551208260.0,4013314000.0,829160800.0,3367531300.0,149531410.0,4339821000.0,4336153600.0,257505500.0,2852303600.0
2075.0,4108992800.0,1454183700.0,1211698300.0,1359868300.0,513208320.0,3855755800.0,767263900.0,3199079000.0,123150136.0,4201848800.0,4125051600.0,210606580.0,2710066400.0
2076.0,3852274000.0,1314646900.0,1130661800.0,1213189000.0,414572320.0,3750999300.0,690556860.0,3060285200.0,103490650.0,4102077000.0,4039065000.0,178166180.0,2773740500.0
2077.0,3684679000.0,1212780000.0,1033417200.0,1084004000.0,390645900.0,3616881000.0,581481800.0,2979475500.0,91733840.0,3923134700.0,3853101600.0,158412450.0,2520780300.0
2078.0,3538840600.0,1099586300.0,931469060.0,1008278340.0,331672600.0,3473479700.0,478861280.0,2883850200.0,81932310.0,3827245300.0,3694096400.0,177065010.0,2402066200.0
2079.0,3436831000.0,993590800.0,861349000.0,950237100.0,304591970.0,3307717600.0,436895700.0,2993760000.0,69300620.0,3567069700.0,3578858500.0,127261176.0,2337433000.0
2080.0,3304526600.0,932770600.0,801365800.0,854505150.0,228977000.0,3237317600.0,384589950.0,2704545000.0,63379770.0,3338148000.0,3418234600.0,116462320.0,2252947000.0
2081.0,3172327700.0,856176800.0,748280400.0,781589100.0,212882200.0,3097206500.0,354784320.0,2485638700.0,58988404.0,3225521200.0,3251628500.0,102875680.0,2105316600.0
2082.0,3002483200.0,766960060.0,652595840.0,694414200.0,187251860.0,2966179300.0,280699680.0,2390685200.0,53410812.0,3197298400.0,3113235500.0,96657736.0,2014741000.0
2083.0,2924393000.0,697748030.0,599637060.0,618313540.0,164377810.0,2859454500.0,246607070.0,2330863400.0,50827110.0,3004004000.0,2988678000.0,91407520.0,1805254100.0
2084.0,2782635500.0,664722370.0,539446300.0,550450300.0,150534270.0,2778089000.0,215282030.0,2346339800.0,48163520.0,2882769000.0,2885099800.0,88135336.0,1725946200.0
2085.0,2615239200.0,707631200.0,471429380.0,509663600.0,140167490.0,2660738800.0,164034380.0,2149727700.0,48598748.0,2723400700.0,2746530000.0,83294790.0,1655405400.0
2086.0,2453415400.0,589774700.0,415711330.0,441942750.0,111019864.0,2576554200.0,138528430.0,2009126000.0,38076716.0,2614580700.0,2649715700.0,80341630.0,1579925800.0
2087.0,2316852000.0,540984770.0,384629380.0,400059170.0,104154450.0,2488534000.0,126718380.0,1949904100.0,36767424.0,2530405000.0,2539611000.0,79418950.0,1472638100.0
2088.0,2187472400.0,504693820.0,346293280.0,329711420.0,96746080.0,2474388700.0,117300940.0,1810154800.0,34476330.0,2428052200.0,2450734800.0,73213496.0,1384876200.0
2089.0,2055970000.0,469700350.0,259101890.0,291056220.0,90493390.0,2361017600.0,110925790.0,1672256300.0,32860154.0,2306563000.0,2294163200.0,73336930.0,1339594100.0
2090.0,1903801000.0,447939840.0,255870800.0,259263460.0,88765350.0,2252354300.0,105192070.0,1886260400.0,29024624.0,2213667600.0,2198334700.0,68525840.0,1299639900.0
2091.0,1695886000.0,399621700.0,220763900.0,237670690.0,83419240.0,2167149800.0,83785560.0,1611004900.0,28505122.0,2120751400.0,2064240900.0,65607090.0,1194308500.0
2092.0,1596170400.0,377730460.0,204293230.0,230262450.0,81386360.0,2096387500.0,71438810.0,1491065300.0,27483368.0,1994921900.0,1923551000.0,63665784.0,1129766000.0
2093.0,1430940400.0,361939000.0,187917220.0,197076320.0,75440460.0,2005825400.0,61971236.0,1439441300.0,27185058.0,1831317000.0,1804701600.0,57591540.0,1026422340.0
2094.0,1353548800.0,316145150.0,172423460.0,150433740.0,72324680.0,1895999900.0,59231520.0,1383004300.0,26893742.0,1681825300.0,1677441700.0,54759708.0,984529000.0
2095.0,1302462600.0,260731090.0,160928260.0,124378720.0,63846476.0,1805206800.0,53620684.0,1336741900.0,24203574.0,1483065600.0,1553457700.0,54113640.0,925251260.0
2096.0,1197056300.0,229596640.0,123473496.0,116270020.0,61773532.0,1723309300.0,53106388.0,1241028200.0,23567560.0,1383429600.0,1475840900.0,148001070.0,893129150.0
2097.0,1135319000.0,210852780.0,121423460.0,102293840.0,60164400.0,1700977300.0,47361070.0,1189352800.0,22386622.0,1297419400.0,1392118900.0,52819600.0,834772740.0
2098.0,1065318500.0,187641490.0,115947816.0,91555640.0,57668704.0,1616916100.0,46450650.0,1160769800.0,20956450.0,1237228700.0,1320373400.0,51129536.0,803686400.0
2099.0,998157760.0,179833150.0,106881530.0,82067150.0,55765684.0,1518574700.0,43835036.0,1143584500.0,19485484.0,1169298600.0,1260163200.0,48997930.0,746807740.0
2100.0,905555700.0,172646270.0,111716890.0,75677890.0,53362812.0,1394291700.0,41929660.0,1134228900.0,19050198.0,1091961500.0,1217437800.0,47736010.0,713127360.0
