time,MPI-ESM-LR,GISS-E2-R,CCSM4,CANESM2,IPSL-CM5A-LR,CNRM-CM5,GFDL-CM3,CSIRO-MK3-6-0,GFDL-ESM2G,NORESM1-M
2039.0,47929710000.0,47952930000.0,46235136000.0,42304356000.0,43306010000.0,47788614000.0,37111103000.0,49021240000.0,54206240000.0,40961155000.0
2040.0,47256520000.0,48158605000.0,42424720000.0,41212130000.0,43691254000.0,44913830000.0,35439930000.0,47204220000.0,54678032000.0,38915680000.0
2041.0,46265586000.0,46309470000.0,41661395000.0,37677572000.0,41334485000.0,41909170000.0,35508160000.0,44560028000.0,51341566000.0,37714735000.0
2042.0,45131256000.0,44520026000.0,39648190000.0,34894795000.0,37587354000.0,41804665000.0,32673452000.0,42799423000.0,51266515000.0,35648483000.0
2043.0,42866455000.0,43635864000.0,37571424000.0,32818528000.0,37008953000.0,40624247000.0,30049186000.0,41397770000.0,51071975000.0,34199419000.0
2044.0,41370235000.0,41615850000.0,37084580000.0,29411072000.0,35621454000.0,38757876000.0,27595071000.0,38510707000.0,49402020000.0,31899996000.0
2045.0,37712003000.0,39997153000.0,35729930000.0,26044223000.0,33117790000.0,37853390000.0,24931066000.0,37781488000.0,44929350000.0,31230220000.0
2046.0,37045703000.0,37398364000.0,34689060000.0,24972489000.0,30982095000.0,37936350000.0,22789579000.0,35112636000.0,43029590000.0,29106964000.0
2047.0,35028357000.0,35632026000.0,33581056000.0,23251706000.0,30016820000.0,36440330000.0,21431824000.0,32782790000.0,41228280000.0,28683088000.0
2048.0,34316410000.0,34042663000.0,32016636000.0,22214070000.0,28090240000.0,36030620000.0,20394258000.0,30460273000.0,39480496000.0,27750126000.0
2049.0,33105600000.0,35271987000.0,31036783000.0,19952630000.0,26618530000.0,34900697000.0,19105921000.0,29277764000.0,37003620000.0,25565274000.0
2050.0,31203320000.0,34735006000.0,30465442000.0,18489453000.0,25530755000.0,34164460000.0,18178271000.0,27836367000.0,34999316000.0,23793110000.0
2051.0,30305696000.0,32895836000.0,29372880000.0,16899632000.0,23628327000.0,32100330000.0,16746819000.0,25936892000.0,34891470000.0,22843802000.0
2052.0,28569426000.0,32094160000.0,28274130000.0,15444976000.0,22945153000.0,30298876000.0,14841125000.0,24627204000.0,33197658000.0,22618806000.0
2053.0,28560994000.0,31176894000.0,26944674000.0,14321164000.0,21513409000.0,28585845000.0,13286106000.0,23527397000.0,32199563000.0,21756606000.0
2054.0,26360898000.0,29311800000.0,25383418000.0,12565850000.0,19914947000.0,27368253000.0,11398908000.0,20852554000.0,32138017000.0,21208180000.0
2055.0,23806798000.0,29297471000.0,24246092000.0,11567933000.0,19335560000.0,26304352000.0,9821552000.0,18816567000.0,31061877000.0,20284455000.0
2056.0,22435449000.0,29487104000.0,22801707000.0,11330788000.0,18457000000.0,25705759000.0,7845835300.0,17290172000.0,29579936000.0,19217967000.0
2057.0,21258520000.0,27320046000.0,21232847000.0,11309868000.0,16984594000.0,25054155000.0,7446734300.0,15229500000.0,28995963000.0,18061142000.0
2058.0,19338770000.0,26801717000.0,21226390000.0,10330206000.0,16070579000.0,25507230000.0,6659551000.0,13684225000.0,28300530000.0,16709126000.0
2059.0,18844047000.0,24784550000.0,19588692000.0,8950320000.0,15563334000.0,24969224000.0,6154520600.0,11547772000.0,27555443000.0,15558868000.0
2060.0,16888063000.0,23477930000.0,18256710000.0,8590978000.0,15506649000.0,24140134000.0,5901717000.0,10022097000.0,26920737000.0,14466862000.0
2061.0,15343581000.0,22789431000.0,16887891000.0,8375869400.0,14791588000.0,23107756000.0,5597226000.0,8941902000.0,25637427000.0,14274347000.0
2062.0,15318799000.0,21404078000.0,16087772000.0,8132656000.0,13856307000.0,23091403000.0,4998412300.0,7781431000.0,24844456000.0,13605392000.0
2063.0,15570301000.0,20402866000.0,15392331000.0,7441923000.0,13232982000.0,22342566000.0,4511366000.0,6451868000.0,23240806000.0,12884024000.0
2064.0,14550714000.0,20431350000.0,15105020000.0,6739578400.0,12582281000.0,21505163000.0,4030760200.0,5441992000.0,22867544000.0,12050541000.0
2065.0,13685212000.0,18530816000.0,14771302000.0,5733711400.0,11439136000.0,20288258000.0,3714262300.0,4489408500.0,21057024000.0,11382733000.0
2066.0,12457079000.0,17557359000.0,13023255000.0,5280187000.0,10710132000.0,18266006000.0,3008023600.0,4134207500.0,19861852000.0,10253826000.0
2067.0,11580449000.0,17330592000.0,12247503000.0,4769219000.0,9955992000.0,17861507000.0,2731703000.0,3594659300.0,19316603000.0,9637286000.0
2068.0,11190674000.0,16649346000.0,11144475000.0,4420612000.0,9437093000.0,17266350000.0,2394815200.0,2858067000.0,18841660000.0,9146185000.0
2069.0,10846915000.0,16081553000.0,10796069000.0,4220789800.0,8817505000.0,16156761000.0,2119395100.0,2431295700.0,17763283000.0,9068212000.0
2070.0,10301869000.0,15450450000.0,10284971000.0,3926225200.0,7969876000.0,14900808000.0,1853745700.0,2119608000.0,17290940000.0,9133971000.0
2071.0,9604124000.0,15160758000.0,9770238000.0,3466725600.0,7418460700.0,14248696000.0,1640495600.0,1983093500.0,16107069000.0,8725935000.0
2072.0,8964044000.0,14167428000.0,9740254000.0,3045208300.0,6875432400.0,13811665000.0,1395540500.0,1694580700.0,15364700000.0,8304119300.0
2073.0,8026728000.0,13768161000.0,9175691000.0,2675105800.0,6215952400.0,12931839000.0,1172030600.0,1567871100.0,15364173000.0,8171994000.0
2074.0,7617066000.0,13514703000.0,8859229000.0,2493459200.0,5722130400.0,12891224000.0,996336700.0,1346659600.0,14228040000.0,7554559000.0
2075.0,7959712300.0,13243506000.0,7955302400.0,2283841000.0,5081645000.0,12489288000.0,937287100.0,1236582700.0,14448933000.0,7153657000.0
2076.0,7543260000.0,12477211000.0,7470664700.0,2123128600.0,4760541700.0,11051574000.0,879900100.0,1085155000.0,14164561000.0,6606057000.0
2077.0,7051535400.0,12544276000.0,7002332700.0,1933405300.0,4546153500.0,10335680000.0,811546940.0,1037766200.0,14348216000.0,6289531400.0
2078.0,7014081500.0,12105015000.0,6792277500.0,1907806700.0,4102493200.0,10079607000.0,827085500.0,917339800.0,13651234000.0,5959226000.0
2079.0,6879150600.0,12010726000.0,6694271000.0,1755290100.0,3209768000.0,9352749000.0,721115000.0,908294000.0,12454339000.0,5701939700.0
2080.0,6629061600.0,11363984000.0,6499527000.0,1706754000.0,2811676400.0,8796829000.0,689920260.0,905960640.0,11724115000.0,5632455000.0
2081.0,6439756300.0,11383490000.0,6038587400.0,1535320400.0,2392336600.0,8036077000.0,599091500.0,781624960.0,11757968000.0,5236045000.0
2082.0,6171405000.0,10919008000.0,5771315700.0,1318340500.0,2154181600.0,7576437000.0,530736260.0,769018300.0,11202621000.0,4899472400.0
2083.0,5563447300.0,10771166000.0,5637021700.0,1194950700.0,1801376900.0,7346798000.0,467789380.0,737762240.0,10588160000.0,4710111700.0
2084.0,5222811000.0,10286031000.0,5472835600.0,1155087500.0,1513468000.0,6506320000.0,412948160.0,747506560.0,10066274000.0,4380075000.0
2085.0,4944323000.0,9999790000.0,4752153600.0,1041504450.0,1369163100.0,6305749500.0,373203140.0,680359940.0,9113054000.0,3971744500.0
2086.0,4277166300.0,10125209000.0,4317393400.0,1015477570.0,1390521600.0,5946775600.0,351348900.0,626062100.0,8999752000.0,3591555600.0
2087.0,3592725800.0,9883407000.0,4203164400.0,882789800.0,1319365000.0,5768252000.0,344920420.0,597134140.0,8574250500.0,3492719400.0
2088.0,3197112000.0,8852153000.0,3954331400.0,759345150.0,1295274400.0,5635145000.0,306481820.0,545129400.0,7646991000.0,3177429200.0
2089.0,2740452900.0,8325055000.0,3597577700.0,703260500.0,1238941800.0,5167054000.0,284631460.0,507884580.0,6864317000.0,3024808200.0
2090.0,2570073300.0,7867647500.0,3335320800.0,655271300.0,1137902700.0,5104613400.0,274976160.0,490329900.0,6297246000.0,2645930800.0
2091.0,2207125200.0,7610844000.0,3205133800.0,601605250.0,1101058600.0,4781149000.0,244491310.0,469777200.0,5986014700.0,2527721500.0
2092.0,2142581100.0,7207056000.0,2900019700.0,553991100.0,1010699260.0,4464640000.0,243244350.0,438712220.0,5437978600.0,2265251600.0
2093.0,1888036600.0,6626729000.0,2702894000.0,505919780.0,981226750.0,4087687400.0,200091890.0,411035780.0,5322757000.0,2102187900.0
2094.0,1797033700.0,6129885700.0,2331783400.0,406993570.0,928759550.0,3763333000.0,201057140.0,398337540.0,4746534000.0,1881766400.0
2095.0,1704170000.0,5966781400.0,2134575400.0,343284130.0,922781800.0,3698059000.0,180325360.0,351143500.0,4295185400.0,1782886900.0
2096.0,1681118300.0,5851630600.0,2041530400.0,322468260.0,825786100.0,3470690000.0,173572600.0,323135000.0,3925635600.0,1671127400.0
2097.0,1596854000.0,6017271300.0,1898702100.0,294313280.0,751595840.0,3307292700.0,168933310.0,307449600.0,3487630300.0,1637073500.0
2098.0,1474166300.0,5850280400.0,1814145500.0,263404460.0,732378500.0,3228238300.0,163254720.0,267600640.0,3109971500.0,1573589400.0
2099.0,1319299600.0,5874471000.0,1824209200.0,222235710.0,703415740.0,3045619000.0,157033950.0,228022930.0,2787415800.0,1447660900.0
2100.0,1306372500.0,5427678000.0,1793111600.0,210780350.0,668345200.0,2798104300.0,143081730.0,205608300.0,2486582500.0,1414735700.0
