time,GFDL-CM3,CESM1-CAM5,NORESM1-M,CSIRO-MK3-6-0,GFDL-ESM2G,GISS-E2-R,IPSL-CM5A-LR,CCSM4
2045.0,27568128000.0,58991630000.0,49640070000.0,39619670000.0,54251344000.0,47351165000.0,48637264000.0,47896970000.0
2046.0,26027745000.0,60882640000.0,50208092000.0,38933420000.0,53600883000.0,46802710000.0,48018657000.0,47171780000.0
2047.0,25177780000.0,59042116000.0,48270780000.0,37709083000.0,53372756000.0,45232180000.0,44464562000.0,45519098000.0
2048.0,24006896000.0,57222046000.0,47453053000.0,34101735000.0,51710476000.0,44776604000.0,42524390000.0,43257192000.0
2049.0,22776336000.0,55289623000.0,46544814000.0,33253868000.0,50729910000.0,44626170000.0,39635366000.0,40843750000.0
2050.0,22404528000.0,53755773000.0,46636080000.0,30981540000.0,50150687000.0,43757965000.0,39555953000.0,38161240000.0
2051.0,21985655000.0,53823582000.0,45685520000.0,30096386000.0,48996600000.0,43043197000.0,40405220000.0,37179820000.0
2052.0,21223012000.0,51686140000.0,42942304000.0,28388790000.0,48090624000.0,43217640000.0,38832340000.0,35880587000.0
2053.0,21341559000.0,50192343000.0,43671220000.0,27018400000.0,46499967000.0,43242750000.0,36388307000.0,36177637000.0
2054.0,19445880000.0,48831676000.0,44065150000.0,24801266000.0,44858340000.0,41099014000.0,35058780000.0,36616843000.0
2055.0,18578342000.0,47174427000.0,42223665000.0,24249338000.0,45444790000.0,40292225000.0,34879533000.0,34950558000.0
2056.0,18046930000.0,46406865000.0,40331026000.0,22917112000.0,43806556000.0,38626270000.0,33423897000.0,33286894000.0
2057.0,17711045000.0,45709922000.0,39957680000.0,21705760000.0,42282040000.0,36360393000.0,32038918000.0,32126239000.0
2058.0,16881135000.0,44426396000.0,37664256000.0,21242978000.0,41835975000.0,36127070000.0,30163300000.0,30918259000.0
2059.0,16518098000.0,42495120000.0,39287472000.0,20114733000.0,41819152000.0,35467610000.0,30111360000.0,30063850000.0
2060.0,16051296000.0,39346600000.0,36544078000.0,19664284000.0,40316944000.0,35026506000.0,29658087000.0,29198256000.0
2061.0,14944139000.0,37465055000.0,34835370000.0,19355333000.0,41076146000.0,34594720000.0,28849797000.0,27470877000.0
2062.0,15107901000.0,37333820000.0,34005336000.0,19347690000.0,40255720000.0,34062610000.0,27787796000.0,27197682000.0
2063.0,14068664000.0,36156710000.0,34290465000.0,18581594000.0,39978095000.0,33268556000.0,26642115000.0,26611073000.0
2064.0,13271173000.0,35659354000.0,34333430000.0,18221185000.0,40676780000.0,30223585000.0,26166790000.0,27136455000.0
2065.0,12674117000.0,35212050000.0,33899475000.0,17428716000.0,40556810000.0,30056794000.0,24229920000.0,26511768000.0
2066.0,12880972000.0,35829416000.0,32069138000.0,16966895000.0,38855234000.0,30666875000.0,23732003000.0,25121372000.0
2067.0,11856220000.0,34957443000.0,30327001000.0,16807135000.0,38446563000.0,30579579000.0,22579601000.0,24323205000.0
2068.0,10923716000.0,33083484000.0,30510012000.0,16545013000.0,38070505000.0,30994446000.0,21934137000.0,24475021000.0
2069.0,10411181000.0,31848493000.0,29384999000.0,16108223000.0,37587120000.0,30325422000.0,20301365000.0,23779183000.0
2070.0,9360549000.0,29967387000.0,26956180000.0,15278196000.0,37179236000.0,29215623000.0,19033903000.0,23005143000.0
2071.0,8455658000.0,27049552000.0,27813968000.0,14686809000.0,36283750000.0,29502028000.0,18975460000.0,22763903000.0
2072.0,8199408000.0,26288292000.0,26015621000.0,14025050000.0,36072240000.0,29867674000.0,17542017000.0,22374656000.0
2073.0,7414306300.0,25678094000.0,24172247000.0,13842225000.0,35202240000.0,29765167000.0,17565407000.0,22021060000.0
2074.0,6954457000.0,25582460000.0,22614299000.0,12855814000.0,34575163000.0,28901265000.0,17351770000.0,21535816000.0
2075.0,6090422000.0,24921310000.0,21873465000.0,11783448000.0,33944111000.0,28355144000.0,18069645000.0,21303171000.0
2076.0,5796085000.0,24790737000.0,21247666000.0,11306081000.0,31977870000.0,27771228000.0,16884872000.0,20101714000.0
2077.0,5464258600.0,23648874000.0,21859439000.0,10987058000.0,31120770000.0,27983157000.0,17170621000.0,18507162000.0
2078.0,5241934000.0,22691942000.0,20866243000.0,10872409000.0,30668997000.0,27020159000.0,16550919000.0,17908005000.0
2079.0,5014267400.0,21713865000.0,18878734000.0,10354299000.0,28784783000.0,26246337000.0,16504445000.0,16892843000.0
2080.0,4744886300.0,19727581000.0,18130323000.0,9854305000.0,26323603000.0,25743514000.0,15936216000.0,16181588000.0
2081.0,4182703000.0,18920133000.0,17023577000.0,8690209000.0,25120238000.0,23836707000.0,15988869000.0,15235348000.0
2082.0,3809502700.0,17453283000.0,16563547000.0,8034020400.0,22972385000.0,24014555000.0,15664473000.0,15108462000.0
2083.0,3828721000.0,16468668000.0,16078201000.0,7323393500.0,21445690000.0,24123974000.0,15506841000.0,14917788000.0
2084.0,3251156000.0,15735057000.0,16328501000.0,6799740000.0,21625377000.0,23913742000.0,15171573000.0,14631304000.0
2085.0,2963851000.0,13867306000.0,15435210000.0,6209268700.0,20912116000.0,23920196000.0,14157251000.0,15024810000.0
2086.0,2888725800.0,13160147000.0,15177870000.0,5317173000.0,19205495000.0,23852157000.0,14042560000.0,14495285000.0
2087.0,2707322600.0,12696099000.0,13968079000.0,4848916000.0,18949024000.0,22285724000.0,14079614000.0,14743811000.0
2088.0,2528178700.0,11406217000.0,13689506000.0,4760969000.0,16816119000.0,20629207000.0,13895605000.0,14301315000.0
2089.0,2510099000.0,10771178000.0,12747289000.0,4611473400.0,16501690000.0,20065614000.0,14357884000.0,13069929000.0
2090.0,2518859300.0,10487076000.0,12122556000.0,4285724000.0,15676592000.0,19371078000.0,12643730000.0,12265942000.0
2091.0,2396818200.0,9453697000.0,11252865000.0,3876816600.0,15336336000.0,18941166000.0,11897934000.0,11343326000.0
2092.0,2195696600.0,8632371000.0,10791684000.0,3731103500.0,15038812000.0,18628942000.0,10759670000.0,10897966000.0
2093.0,2199365600.0,8016794600.0,10393585000.0,3653712100.0,15099623000.0,17399333000.0,10303270000.0,10857550000.0
2094.0,2147308800.0,7774659000.0,9473420000.0,3445234200.0,15178765000.0,16670822000.0,10067898000.0,11062772000.0
2095.0,1894401800.0,7465819000.0,9416380000.0,3152762600.0,15094147000.0,16174724000.0,10045241000.0,10519776000.0
2096.0,1662471000.0,6889179600.0,9258022000.0,2769470200.0,14931091000.0,16037034000.0,9731803000.0,10430952000.0
2097.0,1658385700.0,6998357500.0,8942553000.0,2527780400.0,15225754000.0,16129875000.0,8920212000.0,10034972000.0
2098.0,1702994400.0,6764022000.0,8069917700.0,2343036200.0,15652199000.0,15321027000.0,8506847700.0,9718075000.0
2099.0,1534774100.0,6378505000.0,7582892000.0,2169699300.0,14305558000.0,15353354000.0,7967278000.0,9672962000.0
2100.0,1469504300.0,6666596000.0,7044290000.0,1881076600.0,13683994000.0,15377753000.0,7786005000.0,9253632000.0
