time,NORESM2-MM,CESM2-WACCM,CESM2,EC-EARTH3,INM-CM4-8,BCC-CSM2-MR,INM-CM5-0,MPI-ESM1-2-HR,MRI-ESM2-0,CAMS-CSM1-0,EC-EARTH3-VEG,FGOALS-F3-L,GFDL-ESM4
2024.0,13407485000.0,13569784000.0,13734718000.0,13368164000.0,13490395000.0,13477166000.0,13369017000.0,13450527000.0,13322507000.0,13606551000.0,13520862000.0,13359846000.0,13453212000.0
2025.0,13262778000.0,13234953000.0,13330975000.0,13219787000.0,13401634000.0,13350148000.0,13217657000.0,13310775000.0,13148728000.0,13342212000.0,13409458000.0,13264501000.0,13306136000.0
2026.0,13102453000.0,13065113000.0,13174420000.0,13093145000.0,13276654000.0,13220735000.0,13133439000.0,13258604000.0,13026108000.0,13172754000.0,13281229000.0,13133958000.0,13160447000.0
2027.0,12951602000.0,12924571000.0,13020422000.0,12936662000.0,13186867000.0,13075426000.0,12950772000.0,13112642000.0,12874166000.0,13017263000.0,13164057000.0,12900298000.0,12992861000.0
2028.0,12860697000.0,12726885000.0,12879419000.0,12795529000.0,13047092000.0,12971287000.0,12822162000.0,12993897000.0,12649354000.0,13059892000.0,13061935000.0,12706340000.0,12861798000.0
2029.0,12695546000.0,12640338000.0,12697162000.0,12619600000.0,12926905000.0,12846664000.0,12648749000.0,12900956000.0,12447442000.0,12983788000.0,12930741000.0,12531677000.0,12725258000.0
2030.0,12543147000.0,12507860000.0,12618416000.0,12443438000.0,12763070000.0,12704225000.0,12505643000.0,12728680000.0,12284414000.0,12799557000.0,12834975000.0,12341732000.0,12614863000.0
2031.0,12363656000.0,12275385000.0,12405135000.0,12263354000.0,12641030000.0,12531277000.0,12349045000.0,12668970000.0,12126488000.0,12846870000.0,12649639000.0,12279355000.0,12426241000.0
2032.0,12166002000.0,12166786000.0,12228100000.0,12068450000.0,12486937000.0,12451894000.0,12265074000.0,12576897000.0,11926620000.0,12629743000.0,12517168000.0,12026609000.0,12295921000.0
2033.0,11995134000.0,12015715000.0,12071266000.0,11868213000.0,12374833000.0,12218051000.0,12047895000.0,12409070000.0,11794557000.0,12522612000.0,12465441000.0,11858079000.0,12153833000.0
2034.0,11800478000.0,11797170000.0,11910594000.0,11696329000.0,12284147000.0,12043453000.0,11848704000.0,12305222000.0,11625919000.0,12343970000.0,12293607000.0,11625804000.0,12026036000.0
2035.0,11610616000.0,11756765000.0,11712981000.0,11503122000.0,12089125000.0,11885429000.0,11683216000.0,12161332000.0,11453275000.0,12270166000.0,12146595000.0,11492313000.0,11854713000.0
2036.0,11632004000.0,11544585000.0,11548657000.0,11320446000.0,12021252000.0,11720131000.0,11569222000.0,12161656000.0,11270013000.0,12118667000.0,12010761000.0,11291528000.0,11693384000.0
2037.0,11429690000.0,11401178000.0,11364488000.0,11110334000.0,11852148000.0,11598533000.0,11366459000.0,11897207000.0,11087704000.0,11994724000.0,11893596000.0,11047300000.0,11495088000.0
2038.0,11134179000.0,11286939000.0,11210847000.0,10924048000.0,11791049000.0,11427780000.0,11195459000.0,11716012000.0,10868563000.0,11961137000.0,11722594000.0,10805810000.0,11355084000.0
2039.0,10902599000.0,11097598000.0,11045197000.0,10725872000.0,11601912000.0,11262663000.0,11015528000.0,11551813000.0,10696140000.0,11781428000.0,11531478000.0,10599758000.0,11216386000.0
2040.0,10747761000.0,11042942000.0,10848302000.0,10516684000.0,11503603000.0,11053791000.0,10858300000.0,11549776000.0,10506474000.0,11648993000.0,11472652000.0,10479670000.0,11040268000.0
2041.0,10541964000.0,10845052000.0,10679524000.0,10295709000.0,11451161000.0,11026408000.0,10598695000.0,11325841000.0,10319136000.0,11585232000.0,11291567000.0,10174935000.0,10896671000.0
2042.0,10489744000.0,10653506000.0,10446893000.0,10094385000.0,11261162000.0,10800449000.0,10392972000.0,11204027000.0,10118197000.0,11580835000.0,11091148000.0,9896888000.0,10825477000.0
2043.0,10190544000.0,10473389000.0,10225975000.0,9875565000.0,11146599000.0,10683254000.0,10237043000.0,11123295000.0,9917855000.0,11288839000.0,10972886000.0,9657619000.0,10646659000.0
2044.0,9989575000.0,10215243000.0,10032155000.0,9639447000.0,10975045000.0,10567710000.0,10120177000.0,10976966000.0,9714718000.0,11142986000.0,10771161000.0,9407813000.0,10479389000.0
2045.0,9794238000.0,10000637000.0,9846042000.0,9437425000.0,10850329000.0,10412030000.0,10031375000.0,10795407000.0,9534471000.0,11016306000.0,10597932000.0,9224260000.0,10280344000.0
2046.0,9597821000.0,9815863000.0,9701036000.0,9232963000.0,10712411000.0,10192174000.0,9934958000.0,10641594000.0,9313753000.0,10969786000.0,10442413000.0,9073222000.0,10126440000.0
2047.0,9439867000.0,9605680000.0,9512794000.0,9064140000.0,10568342000.0,10082767000.0,9725783000.0,10481493000.0,9201320000.0,10816785000.0,10215727000.0,8988442000.0,9953606000.0
2048.0,9246263000.0,9411139000.0,9326829000.0,8888836000.0,10423905000.0,9899768000.0,9607421000.0,10340956000.0,8965787000.0,10619619000.0,10034337000.0,8609546000.0,9887376000.0
2049.0,9059677000.0,9294654000.0,9135819000.0,8688068000.0,10257827000.0,9728810000.0,9440866000.0,10190165000.0,8770000000.0,10491320000.0,9877466000.0,8472650000.0,9677584000.0
2050.0,8859105000.0,9066252000.0,8953920000.0,8491331600.0,10116858000.0,9532137000.0,9260789000.0,10050041000.0,8567105000.0,10305469000.0,9675568000.0,8404293600.0,9499751000.0
2051.0,8675274000.0,8851420000.0,8761432000.0,8307582000.0,9986000000.0,9376748000.0,9098335000.0,9895514000.0,8416307700.0,10137840000.0,9487476000.0,8118983000.0,9364369000.0
2052.0,8628149000.0,8804008000.0,8523165700.0,8113448000.0,9867056000.0,9225609000.0,8964448000.0,9739753000.0,8229675500.0,9970113000.0,9297956000.0,7893926000.0,9195075000.0
2053.0,8337540600.0,8505500000.0,8307874300.0,7913014300.0,9755740000.0,9145496000.0,8859230000.0,9583393000.0,8013608400.0,9841943000.0,9125544000.0,7686220000.0,9036495000.0
2054.0,8149670000.0,8302779400.0,8119490600.0,7744071000.0,9615775000.0,8944103000.0,8716749000.0,9419088000.0,7833853400.0,9700578000.0,8917667000.0,7512863000.0,8869705000.0
2055.0,7984355000.0,8119974400.0,7945512000.0,7564889000.0,9513959000.0,8726189000.0,8573662700.0,9221426000.0,7644199400.0,9574258000.0,8725761000.0,7320847400.0,8723979000.0
2056.0,7822137300.0,7945327000.0,7802059300.0,7388919000.0,9379168000.0,8600691000.0,8455886000.0,9055556000.0,7496045600.0,9429999000.0,8554280000.0,7150582000.0,8544938500.0
2057.0,7679472600.0,7806913500.0,7582841000.0,7151021600.0,9169122000.0,8404212700.0,8321195000.0,8856780000.0,7350670000.0,9265870000.0,8376363500.0,6960153000.0,8365098000.0
2058.0,7513340400.0,7608106500.0,7389016000.0,6954470000.0,8996569000.0,8214858000.0,8198411300.0,8633423000.0,7192723000.0,9304535000.0,8168807400.0,6813642000.0,8292364300.0
2059.0,7298306000.0,7422570500.0,7228336600.0,6792732700.0,8804176000.0,8054341600.0,8105713700.0,8437826000.0,7029968400.0,8982566000.0,8014636500.0,6605149700.0,8023744000.0
2060.0,7153272300.0,7256998000.0,7077422600.0,6625672700.0,8688334000.0,7821576000.0,7978632700.0,8205269000.0,6838277000.0,8809322000.0,7816688600.0,6647292000.0,7892452400.0
2061.0,6967132700.0,7091556000.0,6877488000.0,6446979600.0,8488293000.0,7630222300.0,7832280000.0,7966235000.0,6681798700.0,8848131000.0,7647252000.0,6352638500.0,7608729000.0
2062.0,6817402400.0,6940502500.0,6772479000.0,6320164000.0,8312750000.0,7438773000.0,7708124000.0,7813458400.0,6596770300.0,8732198000.0,7460075000.0,6196274700.0,7409780700.0
2063.0,6825038300.0,6778877400.0,6603985400.0,6138219000.0,8164054000.0,7278753000.0,7620643300.0,7594113500.0,6391341000.0,8529538000.0,7274383400.0,6089916000.0,7223835000.0
2064.0,6628145000.0,6551510000.0,6402219500.0,5966332400.0,8035754000.0,7098180000.0,7488597000.0,7401497600.0,6218594000.0,8361712600.0,7031026000.0,5891123000.0,7003737000.0
2065.0,6463487000.0,6345539000.0,6252853000.0,5823223000.0,7866922000.0,6896835000.0,7370717000.0,7193617000.0,6070449000.0,8138325500.0,6856858000.0,5724548600.0,6827950600.0
2066.0,6319631000.0,6139056000.0,6138607000.0,5731970000.0,7750940000.0,6667269600.0,7268287500.0,7102921000.0,5899431000.0,7981978000.0,6648355000.0,5595764700.0,6618479000.0
2067.0,6173507000.0,5991580700.0,5977600500.0,5606972000.0,7617405400.0,6486025000.0,7176802300.0,6884855300.0,5705727000.0,7971679000.0,6436050000.0,5484451000.0,6447767000.0
2068.0,6034697000.0,5923555300.0,5789183500.0,5432225300.0,7500108300.0,6306205700.0,7040922600.0,6746910000.0,5560158700.0,7760228000.0,6273568000.0,5346772500.0,6303043000.0
2069.0,5909483000.0,5712532500.0,5645474000.0,5303381500.0,7414089000.0,6090854000.0,6947608000.0,6556370000.0,5414849500.0,7673505300.0,6092023000.0,5286367000.0,6149619700.0
2070.0,5780420600.0,5543550000.0,5531706400.0,5170145300.0,7335949300.0,5917851600.0,6847833000.0,6352248000.0,5313654000.0,7527422500.0,5894260700.0,5171920400.0,6007502300.0
2071.0,5657683000.0,5399666000.0,5365921300.0,5059275300.0,7204137000.0,5709961700.0,6771306000.0,6181689300.0,5140399600.0,7388790000.0,5826298400.0,5003031000.0,5828898300.0
2072.0,5542866000.0,5279384600.0,5219705000.0,4902885000.0,7022674400.0,5613400000.0,6643542000.0,6033371000.0,5023673000.0,7224727000.0,5640490500.0,4882872000.0,5676934000.0
2073.0,5438657000.0,5141624300.0,5064452000.0,4740727000.0,6901115000.0,5486588400.0,6527572000.0,5875823000.0,4901657600.0,7111207400.0,5471700000.0,4937873000.0,5519007000.0
2074.0,5315710000.0,4966231000.0,4963107000.0,4608817700.0,6796601300.0,5286631400.0,6443136500.0,5751409700.0,4730771000.0,7037989400.0,5313658000.0,4711772000.0,5360097000.0
2075.0,5189689300.0,4855083000.0,4829149700.0,4497640400.0,6657931300.0,5118356000.0,6347283500.0,5591814000.0,4609903000.0,6927403000.0,5169264600.0,4621580000.0,5199235600.0
2076.0,5076689400.0,4742826000.0,4707885000.0,4393306600.0,6542769000.0,4962708000.0,6274667500.0,5482157000.0,4532126000.0,6814014000.0,4995712000.0,4493413000.0,5069864400.0
2077.0,4977634000.0,4607784000.0,4571860000.0,4279322000.0,6425366000.0,4815401000.0,6167387000.0,5329931000.0,4395941400.0,6693113300.0,4843659000.0,4395545600.0,5084019000.0
2078.0,4854151000.0,4554859000.0,4445599000.0,4159760400.0,6306948000.0,4655889000.0,6070539000.0,5236727300.0,4282015200.0,6590126600.0,4699757000.0,4320397300.0,4767924000.0
2079.0,4757850600.0,4408441000.0,4301250000.0,4080793600.0,6202986500.0,4511008000.0,5979941400.0,5098694000.0,4189756700.0,6544987600.0,4578340400.0,4265435000.0,4609063000.0
2080.0,4652092000.0,4295165000.0,4175316000.0,3969329400.0,6079772700.0,4387062000.0,5904013300.0,5000006700.0,4086382600.0,6383304700.0,4485966300.0,4128824600.0,4482568700.0
2081.0,4846264000.0,4180695600.0,4022358500.0,3854351400.0,5979220000.0,4361864000.0,5842739700.0,4903706600.0,3983687400.0,6284697000.0,4321204000.0,4046114800.0,4361965600.0
2082.0,4481065000.0,4173758700.0,3918992400.0,3752850000.0,5861432000.0,4190865700.0,5753713700.0,4792243000.0,3896927700.0,6156513000.0,4174376200.0,3934696000.0,4238722300.0
2083.0,4355924500.0,4015585300.0,3792362000.0,3679086600.0,5740953600.0,4065035500.0,5697234000.0,4738416000.0,3794549500.0,6157746000.0,4058558700.0,3838647000.0,4124869000.0
2084.0,4243832600.0,3913285400.0,3662544000.0,3612960300.0,5631218000.0,3988594400.0,5564814300.0,4640829400.0,3691420400.0,5973714400.0,3935369200.0,3733197300.0,4007163100.0
2085.0,4155865900.0,3842241300.0,3561035300.0,3504371000.0,5547843600.0,3850396200.0,5500988400.0,4543660000.0,3611257900.0,5867622400.0,3835950800.0,3645728800.0,3865529000.0
2086.0,4051425500.0,3745749500.0,3461529600.0,3437862000.0,5456944600.0,3723217200.0,5429037000.0,4441086000.0,3542701800.0,5762424300.0,3702057000.0,3727444200.0,3780478700.0
2087.0,3977034800.0,3677732600.0,3352528000.0,3340006000.0,5414141400.0,3592780300.0,5314650000.0,4324687400.0,3465106200.0,5651654000.0,3582561800.0,3541904400.0,3647457000.0
2088.0,3887271200.0,3573733000.0,3238654200.0,3262767400.0,5329876500.0,3498724000.0,5232117000.0,4231931600.0,3374135300.0,5521976000.0,3516935000.0,3466766300.0,3540968000.0
2089.0,3802674000.0,3504523500.0,3109219300.0,3186911500.0,5245060600.0,3399529200.0,5157887500.0,4173401900.0,3295183400.0,5415917000.0,3376245200.0,3393876700.0,3457555700.0
2090.0,3764872700.0,3424319500.0,2995135000.0,3098860000.0,5156908500.0,3349941000.0,5080530000.0,4166604500.0,3204430800.0,5805347000.0,3253870000.0,3264249300.0,3355705300.0
2091.0,3650452000.0,3346234600.0,2915905000.0,3050035000.0,5126818300.0,3252888300.0,4993492500.0,4063545900.0,3166267400.0,5240402000.0,3139072300.0,3198562800.0,3310011000.0
2092.0,3560851500.0,3297150500.0,2823596000.0,2983884300.0,5030294000.0,3157351200.0,4918040000.0,3980937200.0,3094426000.0,5087366000.0,2985523500.0,3248257000.0,3193942300.0
2093.0,3467520000.0,3168892700.0,2738215700.0,2908193500.0,4940711000.0,3078045700.0,4834332000.0,3910466000.0,3027977000.0,4951646000.0,2877457200.0,3189195500.0,3133702700.0
2094.0,3411614500.0,3093014300.0,2654962000.0,2840728800.0,4861353000.0,2992547600.0,4762012700.0,3834873000.0,2951683600.0,4837404000.0,2776920600.0,3064717300.0,3096298000.0
2095.0,3332828400.0,3012774700.0,2609472500.0,2771132000.0,4799580000.0,2913648600.0,4667600400.0,3773570000.0,2993697300.0,4743111700.0,2654813400.0,3009119000.0,3007424800.0
2096.0,3286087400.0,2954819000.0,2510110000.0,2695356400.0,4740281300.0,2823388400.0,4584631300.0,3704343800.0,2841159700.0,4634525000.0,2545292800.0,2989159200.0,2937403000.0
2097.0,3206406100.0,2871360800.0,2441444400.0,2623640600.0,4660793000.0,2762288600.0,4512981500.0,3688012800.0,2797506800.0,4690239000.0,2465133000.0,2902428400.0,2884087600.0
2098.0,3158681600.0,2801996800.0,2361650200.0,2540759300.0,4573047000.0,2684454400.0,4434841600.0,3587569400.0,2739419100.0,4470417000.0,2379322600.0,2862085600.0,2818590700.0
2099.0,3088433000.0,2747375000.0,2269000200.0,2472139000.0,4498726000.0,2638660400.0,4374127000.0,3512160500.0,2675776800.0,4378942000.0,2277002200.0,2863423200.0,2766320000.0
2100.0,3030185200.0,2666312000.0,2207586000.0,2396686000.0,4430572500.0,2531337700.0,4299658000.0,3453953500.0,2670028800.0,4267095000.0,2180003600.0,2758741200.0,2710240000.0
