time,GFDL-ESM4,CAMS-CSM1-0,MRI-ESM2-0,EC-EARTH3-VEG
2048.0,41024164000000.0,43032645000000.0,41900325000000.0,40756186000000.0
2049.0,40874380000000.0,43050520000000.0,41725840000000.0,40616880000000.0
2050.0,40786712000000.0,43047320000000.0,41722940000000.0,40513130000000.0
2051.0,40680374000000.0,43028492000000.0,41563166000000.0,40301950000000.0
2052.0,40605938000000.0,43060390000000.0,41457920000000.0,40100214000000.0
2053.0,40529120000000.0,43028845000000.0,41338892000000.0,39899510000000.0
2054.0,40453960000000.0,42983330000000.0,41109160000000.0,39801390000000.0
2055.0,40433976000000.0,42963506000000.0,40952420000000.0,39681120000000.0
2056.0,40323890000000.0,42791787000000.0,40804710000000.0,39482577000000.0
2057.0,40167063000000.0,42722497000000.0,40484307000000.0,39266270000000.0
2058.0,40085480000000.0,42620684000000.0,40352963000000.0,39062390000000.0
2059.0,39979653000000.0,42474070000000.0,40196104000000.0,38930523000000.0
2060.0,39939280000000.0,42336850000000.0,40106543000000.0,38746674000000.0
2061.0,39797120000000.0,42342800000000.0,39980520000000.0,38509025000000.0
2062.0,39671808000000.0,42325544000000.0,39814573000000.0,38462804000000.0
2063.0,39599246000000.0,42297190000000.0,39704860000000.0,38371787000000.0
2064.0,39565486000000.0,42242996000000.0,39598843000000.0,38304657000000.0
2065.0,39573340000000.0,42106517000000.0,39389405000000.0,38175200000000.0
2066.0,39470737000000.0,42062120000000.0,39302885000000.0,38057995000000.0
2067.0,39425854000000.0,42057700000000.0,39162506000000.0,37962920000000.0
2068.0,39398050000000.0,41983247000000.0,38996554000000.0,37693550000000.0
2069.0,39393226000000.0,41954264000000.0,38902750000000.0,37564006000000.0
2070.0,39323250000000.0,41930690000000.0,38714764000000.0,37463680000000.0
2071.0,39338230000000.0,41919870000000.0,38584208000000.0,37440470000000.0
2072.0,39311018000000.0,41930835000000.0,38418750000000.0,37363070000000.0
2073.0,39229548000000.0,41950305000000.0,38350100000000.0,37208233000000.0
2074.0,39156580000000.0,41886224000000.0,38264627000000.0,37068240000000.0
2075.0,39092330000000.0,41793340000000.0,38165096000000.0,37004020000000.0
2076.0,38911250000000.0,41685787000000.0,38115943000000.0,36960215000000.0
2077.0,38853155000000.0,41625680000000.0,38081180000000.0,36800827000000.0
2078.0,38836692000000.0,41509424000000.0,37946544000000.0,36764996000000.0
2079.0,38761518000000.0,41462750000000.0,37876205000000.0,36674490000000.0
2080.0,38832960000000.0,41445460000000.0,37731405000000.0,36555100000000.0
2081.0,38707646000000.0,41362334000000.0,37527470000000.0,36411060000000.0
2082.0,38592395000000.0,41277253000000.0,37239392000000.0,36348052000000.0
2083.0,38515200000000.0,41242784000000.0,37019340000000.0,36243816000000.0
2084.0,38475135000000.0,41169930000000.0,36865978000000.0,36124330000000.0
2085.0,38391950000000.0,41047787000000.0,36699028000000.0,36047230000000.0
2086.0,38340080000000.0,41004920000000.0,36608780000000.0,35963220000000.0
2087.0,38278340000000.0,40989654000000.0,36567860000000.0,35897567000000.0
2088.0,38181383000000.0,41042473000000.0,36511156000000.0,35858570000000.0
2089.0,38142732000000.0,41000047000000.0,36503280000000.0,35755760000000.0
2090.0,38131120000000.0,40960190000000.0,36346360000000.0,35679547000000.0
2091.0,38095693000000.0,40870317000000.0,36205924000000.0,35659950000000.0
2092.0,38085887000000.0,40822796000000.0,36062798000000.0,35628670000000.0
2093.0,38051263000000.0,40722737000000.0,35995525000000.0,35484324000000.0
2094.0,37943704000000.0,40632123000000.0,35787630000000.0,35451250000000.0
2095.0,37906714000000.0,40578780000000.0,35664653000000.0,35391554000000.0
2096.0,37849150000000.0,40521087000000.0,35479350000000.0,35282910000000.0
2097.0,37833660000000.0,40480356000000.0,35421180000000.0,35176883000000.0
2098.0,37754240000000.0,40491656000000.0,35241980000000.0,35080934000000.0
2099.0,37649660000000.0,40508236000000.0,35196963000000.0,34862803000000.0
2100.0,37578955000000.0,40474620000000.0,35170162000000.0,34780607000000.0
