time,CSIRO-MK3-6-0,NORESM1-M,CESM1-CAM5,MPI-ESM-LR
2046.0,646686058530.0,641446872160.0,635101852800.0,648086974600.0
2047.0,643012397600.0,639333470560.0,631090177540.0,645709737360.0
2048.0,640121330740.0,635278904570.0,627681166080.0,642919499100.0
2049.0,637134402900.0,631842440540.0,622767229680.0,640503340150.0
2050.0,635258157840.0,627396129100.0,618978877680.0,639245870600.0
2051.0,631301934920.0,624088276760.0,614067551920.0,635432327400.0
2052.0,628341572880.0,621383250100.0,609764632790.0,632635235860.0
2053.0,624947854040.0,616921878660.0,604769991010.0,629027555550.0
2054.0,621868605260.0,613540954920.0,600156634440.0,625906881450.0
2055.0,618745353070.0,610313852690.0,595227375120.0,623166104440.0
2056.0,614744503390.0,607049245450.0,590129876440.0,619922383460.0
2057.0,611188341190.0,603082573460.0,584372858540.0,616885909190.0
2058.0,608217796830.0,599520816500.0,580136475070.0,614363013910.0
2059.0,604472931660.0,596682264040.0,575597224480.0,612867047420.0
2060.0,601039646550.0,593067966450.0,570142978700.0,607547468210.0
2061.0,598330642030.0,590323784490.0,565861734250.0,604666592980.0
2062.0,593980970910.0,587014563580.0,560606121300.0,602190449260.0
2063.0,590200978410.0,583527975300.0,555559894290.0,600880525640.0
2064.0,587506141050.0,579742297160.0,550309561580.0,596656722760.0
2065.0,584877352750.0,576428464210.0,544895317260.0,593536338210.0
2066.0,581019339700.0,574602872540.0,540376583320.0,591000901780.0
2067.0,578685996600.0,570066649540.0,535492169420.0,588365117280.0
2068.0,574918428960.0,566887125510.0,529811694440.0,584956766610.0
2069.0,572067333770.0,563683983700.0,524472943630.0,582775193370.0
2070.0,568906651190.0,560010845450.0,519228886770.0,581978703620.0
2071.0,569879915990.0,557308918130.0,513495693600.0,578260288080.0
2072.0,563627957980.0,554928493330.0,509135793840.0,574549454800.0
2073.0,562536443040.0,550858433740.0,504399536130.0,571852876220.0
2074.0,558027365420.0,547777234660.0,499126672200.0,568727021800.0
2075.0,554870328830.0,545323954440.0,493678922370.0,565629784920.0
2076.0,552035345740.0,542046983820.0,488481214440.0,563476245330.0
2077.0,548974753670.0,539245873000.0,483798377390.0,562447956840.0
2078.0,546700948240.0,535138065020.0,479021572920.0,558056695150.0
2079.0,543336985910.0,532053316090.0,474378861000.0,555445063220.0
2080.0,540302665150.0,529156030240.0,469144714660.0,553584123760.0
2081.0,539119905870.0,525435687960.0,464197969750.0,550278393470.0
2082.0,536274145970.0,522021929920.0,458698653840.0,552466378190.0
2083.0,534103663400.0,518602924700.0,452601816830.0,546487668940.0
2084.0,530224414910.0,515500244110.0,447262687510.0,542640934680.0
2085.0,527457488460.0,512497577980.0,442235635400.0,540699715460.0
2086.0,525380381030.0,509061475690.0,438140272290.0,539195628540.0
2087.0,523298714160.0,506094858300.0,432335620520.0,537880474730.0
2088.0,519377744550.0,505347263320.0,427223321850.0,533147115160.0
2089.0,516463758210.0,501863407920.0,422627767460.0,530796315820.0
2090.0,513869699970.0,497370283090.0,417796374110.0,527922216740.0
2091.0,511226572680.0,493483140890.0,413007532300.0,527462633490.0
2092.0,508670576900.0,490139627750.0,408165844330.0,523799961910.0
2093.0,505699603530.0,487808263980.0,404613992700.0,522299462240.0
2094.0,503341219400.0,484517627910.0,400055042970.0,519333402120.0
2095.0,500555563610.0,481170329740.0,397702383650.0,517017834890.0
2096.0,499220164320.0,480068884780.0,392569197330.0,516253565740.0
2097.0,501697011080.0,476977370840.0,388566901560.0,512833233890.0
2098.0,497276798160.0,472750326100.0,384518883070.0,510549416360.0
2099.0,493038650720.0,469333120750.0,380083784760.0,509025341480.0
2100.0,490717806880.0,468303683200.0,375664929950.0,509265776020.0
2101.0,487704615710.0,465531276910.0,372102658590.0,505364240410.0
2102.0,484884259110.0,460700466950.0,369683821780.0,501598740100.0
2103.0,484910685720.0,457826832900.0,364863440830.0,500264532560.0
2104.0,481799172450.0,454284541740.0,361075186510.0,500636757030.0
2105.0,478844459200.0,451380330920.0,357031541480.0,496274768060.0
2106.0,476667478290.0,448729996940.0,352905064800.0,494646489570.0
2107.0,474414888280.0,445243012900.0,352685246470.0,491993222620.0
2108.0,474062734984.0,442507989610.0,346618824490.0,491506847440.0
2109.0,473541341640.0,440055333100.0,342468289220.0,488186928370.0
2110.0,468261846850.0,437300618360.0,338740245410.0,484473889190.0
2111.0,465522298000.0,434521192240.0,335910347140.0,482320917520.0
2112.0,462982578180.0,431432555930.0,331790532700.0,480740047640.0
2113.0,461072502330.0,428120763860.0,328374624140.0,477904341090.0
2114.0,458152628464.0,425486591710.0,324935861960.0,475674841990.0
2115.0,456625833928.0,423703195450.0,321958883040.0,474385381040.0
2116.0,452770169806.0,422335062960.0,317169863190.0,470895887040.0
2117.0,450147188666.0,418856450740.0,314488562440.0,469267929100.0
2118.0,448624560670.0,416059092020.0,312481401610.0,467996584180.0
2119.0,445844323600.0,412632348700.0,311208970630.0,465987589880.0
2120.0,443824047422.0,410521353420.0,305487122070.0,464215076880.0
2121.0,441141266658.0,406335540750.0,302475904110.0,462243305670.0
2122.0,441636064660.0,404263875250.0,298825829760.0,459302688460.0
2123.0,437296367450.0,403281189860.0,295198640290.0,456378154320.0
2124.0,437262599544.0,399782920620.0,291608359010.0,457966428200.0
2125.0,432577441818.0,397925872890.0,291028536980.0,453648910940.0
2126.0,430822589174.0,394719625900.0,288547649350.0,451097654620.0
2127.0,428606287064.0,391613079110.0,283308590480.0,449087376080.0
2128.0,427516987396.0,388637174180.0,279486506710.0,446561269990.0
2129.0,425226482280.0,392216058670.0,276446827836.0,445549685260.0
2130.0,423047363530.0,384695702000.0,273688257350.0,444622434420.0
2131.0,421699990402.0,381425481740.0,271521284190.0,442803011530.0
2132.0,418737309616.0,378395345970.0,268065098130.0,440559259330.0
2133.0,416063335660.0,375496555140.0,264722508500.0,438119166510.0
2134.0,414100612524.0,372975356740.0,262166556616.0,436017834870.0
2135.0,412829066260.0,370211070720.0,261940595960.0,436425812610.0
2136.0,410609500800.0,372495724450.0,255809506270.0,436936464250.0
2137.0,408943766190.0,365715699650.0,252442966686.0,432036781270.0
2138.0,405449654034.0,363499458440.0,249600640710.0,430220526750.0
2139.0,402522100710.0,362320013340.0,246896481078.0,429469366570.0
2140.0,401647945580.0,359223888480.0,244523574384.0,426448536110.0
2141.0,400907103258.0,357220344000.0,243059803486.0,424282960600.0
2142.0,397972701126.0,355208279900.0,239103922344.0,424811579150.0
2143.0,395064667946.0,353781764750.0,237998937202.0,420952339450.0
2144.0,393534749564.0,351427223790.0,234807687210.0,421705300180.0
2145.0,394820544896.0,348614975190.0,232263146166.0,418235319740.0
2146.0,391477307372.0,346674661880.0,229737360556.0,415632917540.0
2147.0,387312407034.0,348126739020.0,226730481772.0,413730640810.0
2148.0,384839673962.0,343807650320.0,223606377526.0,411443009580.0
2149.0,382627411584.0,342502842850.0,220982687776.0,409551751250.0
2150.0,380024911956.0,341399094660.0,218641289934.0,408111174120.0
2151.0,378072432810.0,338724895260.0,216691191838.0,405384159200.0
2152.0,375662643044.0,336727578200.0,214057090466.0,404188445620.0
2153.0,374482575318.0,333842890600.0,212304219604.0,403546352040.0
2154.0,376626380450.0,331471689750.0,209965036892.0,401033668030.0
2155.0,371898920504.0,329082810980.0,209878404864.0,398761578660.0
2156.0,368413591290.0,330066753560.0,204529495682.0,397741885800.0
2157.0,366463920698.0,326654451210.0,203285362500.0,396470465630.0
2158.0,365471520402.0,323999760920.0,199943020048.0,395961738090.0
2159.0,365454502918.0,323960463880.0,197601472708.0,392563967680.0
2160.0,362342561400.0,320816018410.0,196862308724.0,391162075870.0
2161.0,360926725018.0,318851976660.0,192847150866.0,388788883540.0
2162.0,357593938718.0,316719194930.0,191248012190.0,387498992800.0
2163.0,357233663808.0,315946203710.0,188553924788.0,385717375270.0
2164.0,355870689374.0,312895696730.0,185984981780.0,385179533800.0
2165.0,352244897206.0,312893796990.0,184135009145.0,382285350890.0
2166.0,350556772302.0,310964648060.0,184270985797.0,381239476720.0
2167.0,348656757292.0,310084673520.0,182722929777.0,379344114370.0
2168.0,348315511416.0,308331971170.0,179009872005.0,376930683080.0
2169.0,351076846000.0,305018368360.0,177033689835.0,377587023310.0
2170.0,343064019742.0,303635910830.0,174984369561.0,374232446940.0
2171.0,341275311356.0,304291316030.0,173837301865.0,373458917980.0
2172.0,339651368736.0,301452583990.0,171960522732.0,372457460980.0
2173.0,337934671026.0,299535412840.0,170205846445.5,369767232590.0
2174.0,336450277142.0,298722129650.0,167681612385.0,367423070160.0
2175.0,334932689820.0,296826598614.0,171222911597.5,366441714290.0
2176.0,333834258838.0,295818768760.0,164979530164.0,364356938120.0
2177.0,334208462052.0,293953433060.0,163210722356.0,362939448880.0
2178.0,330365744238.0,292747653700.0,160200452403.2,361438977360.0
2179.0,331634561348.0,290961218990.0,158368536214.0,361359866240.0
2180.0,331311298438.0,289615774670.0,155958650775.8,362712334820.0
2181.0,327247127618.0,288538978274.0,154312271548.5,361795274820.0
2182.0,325392226508.0,287011854210.0,152496287927.0,357462467580.0
2183.0,323211946654.0,286245688850.0,151819884928.8,355329545430.0
2184.0,321345327154.0,285050849410.0,149757463149.2,353445392150.0
2185.0,319368955264.0,284622897150.0,148411950363.2,353506580260.0
2186.0,319537451722.0,281837354420.0,147484801895.2,361259618670.0
2187.0,320828348680.0,282447828680.0,146561160720.2,351180896710.0
2188.0,319186636292.0,279547488030.0,145270248819.0,350055955330.0
2189.0,315554444226.0,277257208746.0,143704952046.8,348924887580.0
2190.0,311891654766.0,276132685674.0,142708038471.4,348531697860.0
2191.0,310289395812.0,275187174420.0,141179647492.9,345958450400.0
2192.0,309942678478.0,277261570698.0,139339063503.0,344353414690.0
2193.0,307947191542.0,272778669396.0,138712386831.9,342858739700.0
2194.0,305637293884.0,271055567406.0,136312857941.2,341384912106.0
2195.0,305966767026.0,269275032610.0,134818756781.1,342338710090.0
2196.0,304273361178.0,268718463536.0,133828346507.0,340295978490.0
2197.0,307734122826.0,270021177970.0,132270767476.4,338006053840.0
2198.0,301365225724.0,271837147432.0,131056878265.2,338008063550.0
2199.0,301181307726.0,267107356822.0,129916269871.2,337623851560.0
2200.0,297991252728.0,264521037160.0,128205024134.6,337989803180.0
2201.0,296002911150.0,263079886668.0,126966766418.6,335938283790.0
2202.0,294137803504.0,260333247434.0,126606828818.8,332874226800.0
2203.0,292747359668.0,258985001696.0,125004250908.3,332801254696.0
2204.0,291307977172.0,258106695340.0,124117066456.1,329673820810.0
2205.0,290732177124.0,257923468510.0,122709464744.2,328014114200.0
2206.0,289651046954.0,255611845144.0,121208101082.8,326562667780.0
2207.0,290026607396.0,254335605594.0,121376004550.8,325493211130.0
2208.0,287006545390.0,252587300092.0,119281090850.25,327364031434.0
2209.0,285330268754.0,251685301252.0,120426058985.4,326262543990.0
2210.0,284788832004.0,251466797732.0,117384921674.94,323556038090.0
2211.0,283067451962.0,250422274070.0,115978056674.8,328857660336.0
2212.0,282612251792.0,249805894414.0,114923354531.06,320707247150.0
2213.0,280293215236.0,247931039680.0,113602075826.75,320233831330.0
2214.0,280189271726.0,246759255854.0,112691232419.75,322882559400.0
2215.0,278676632600.0,245242685576.0,111827866072.8,319237692986.0
2216.0,275776025608.0,246286824880.0,110429293885.75,317438863730.0
2217.0,275450296782.0,243887525740.0,109154938507.9,320763293672.0
2218.0,273087588164.0,241831389028.0,108336806513.56,315853829280.0
2219.0,272784489234.0,241003690440.0,107279578757.56,314995571080.0
2220.0,270578751668.0,240672499404.0,106164963349.1,313733805140.0
2221.0,268942937074.0,238875835504.0,105672995416.9,315018487088.0
2222.0,270411358844.0,238845166990.0,104171900655.7,312407571630.0
2223.0,268326527854.0,238135240226.0,103022147562.6,309696587970.0
2224.0,265981078652.0,237059856526.0,102073828543.2,308267386092.0
2225.0,265862574476.0,235203812656.0,101452674443.25,312679581426.0
2226.0,263545400844.0,234425690904.0,100514692064.6,309308969694.0
2227.0,261550847954.0,233859496754.0,99476120641.0,308046541956.0
2228.0,260591394288.0,233595145430.0,99081406431.3,304695535402.0
2229.0,261663388220.0,232179900810.0,97921003031.5,305476455136.0
2230.0,263078469434.0,231827454118.0,96831115454.7,302556098090.0
2231.0,261023044696.0,230098559386.0,96112979856.9,302563067894.0
2232.0,257352329392.0,228858794576.0,98310768479.94,304079432380.0
2233.0,256393326048.0,229090689414.0,95045828278.25,301771740200.0
2234.0,255014990124.0,227361135072.0,93707563768.25,298890242238.0
2235.0,253403220476.0,226868418728.0,93398504488.44,298226450260.0
2236.0,253660811074.0,225420900752.0,92991141684.6,303751016696.0
2237.0,250600218172.0,224453799488.0,91301919730.56,297578983880.0
2238.0,249688959144.0,224599058900.0,90353308741.3,296121521234.0
2239.0,248500877036.0,224817628030.0,89997396039.0,295812756364.0
2240.0,248306804918.0,225729590596.0,89373181633.44,294810055516.0
2241.0,249709578390.0,221604009452.0,88284063342.5,299294056416.0
2242.0,249219824410.0,219871836022.0,87691591711.4,294611162080.0
2243.0,244840172922.0,219080464446.0,86951111357.8,290903855680.0
2244.0,243657048550.0,218733359022.0,86640732304.56,290616879162.0
2245.0,242155556360.0,218133693122.0,86291301158.8,291606257654.0
2246.0,241602157738.0,216921982282.0,84906247516.8,289229836184.0
2247.0,241740170676.0,215180215600.0,85283574504.0,286115160468.0
2248.0,245775158798.0,215073397720.0,84319824524.44,286659661762.0
2249.0,239244756052.0,213911143194.0,84300512765.44,284481061746.0
2250.0,237616187758.0,215067583216.0,82804817216.56,283275200284.0
2251.0,236650237576.0,211961932958.0,82529913244.3,283114464690.0
2252.0,235995833720.0,212412162914.0,83222168117.8,281857732716.0
2253.0,234689943548.0,211038312096.0,81181921011.0,284033738000.0
2254.0,234035473232.0,210768174602.0,80965862656.0,282763649044.0
2255.0,237329870516.0,209334223902.0,80548943533.6,285411935508.0
2256.0,232539672306.0,208122315030.0,80475105445.5,281788196530.0
2257.0,231945498030.0,211278443172.0,79094549446.7,277399097522.0
2258.0,230750282160.0,207089977860.0,79357859572.44,277543539780.0
2259.0,229855344494.0,206155162870.0,78363764902.9,275873994286.0
2260.0,236642164580.0,205239020077.0,78028202277.2,277480281542.0
2261.0,232222659994.0,204522604023.0,77780697750.1,273940157322.0
2262.0,228799263432.0,204019623832.0,77077781992.7,273132356598.0
2263.0,229939632916.0,203739745951.0,76684140109.8,272547808834.0
2264.0,226412848114.0,203552686416.0,76451622597.75,272490763090.0
2265.0,225140885006.0,204040228540.0,76125809325.1,271515635712.0
2266.0,225212384628.0,201454461212.0,75934022388.25,270725582884.0
2267.0,223426329660.0,199540928845.0,75187067223.25,270862704788.0
2268.0,224228522392.0,200335933628.0,75299442873.75,268225118442.0
2269.0,221870669270.0,198237254842.0,75375989089.2,267312599252.0
2270.0,220719530090.0,197503301765.0,75277306187.9,267902733098.0
2271.0,220658475094.0,197014944131.0,74293614850.4,266868329728.0
2272.0,219707055382.0,198581207847.0,74082242602.2,266549617994.0
2273.0,219434480250.0,195704548964.0,73527844531.25,265615725560.0
2274.0,217587479560.0,195232554263.0,73713034341.44,264015228344.0
2275.0,216487557220.0,196389993451.0,74516546132.56,266821073202.0
2276.0,215765613272.0,197435945942.0,73040142119.56,268117363756.0
2277.0,215435060816.0,193215293568.0,72636450019.5,263676818828.0
2278.0,214005541564.0,192423173145.0,72273599183.4,265273552804.0
2279.0,213889075820.0,192138836468.0,72047801648.9,262222904108.0
2280.0,215481309918.0,191769154194.0,71516549249.44,262211510170.0
2281.0,213504630296.0,193656941559.0,71420119604.1,260834133612.0
2282.0,211567356050.0,190509102585.0,72347354969.75,259433587296.0
2283.0,211211612666.0,190336279623.0,70724673279.44,262245242754.0
2284.0,210627833286.0,189434720034.0,71724883422.3,257649880418.0
2285.0,214752455532.0,188744153685.0,70159314816.1,257769776238.0
2286.0,209661993784.0,188008687016.0,70699077982.25,257178389226.0
2287.0,208499149392.0,189464751045.0,69550077893.8,257166021404.0
2288.0,208007089282.0,187950074394.0,70884994834.94,255766648770.0
2289.0,207147149282.0,186217042534.0,69617525506.56,254327525332.0
2290.0,207632012452.0,185011706227.0,68806912142.7,254797838992.0
2291.0,206394866824.0,184344958784.0,68928805117.0,254062402207.0
2292.0,208395062262.0,184083641212.0,70392318421.5,254438328064.0
2293.0,206306648439.0,185796892368.0,68497479919.75,253551463595.0
2294.0,205222713136.0,183093721558.0,72219498416.56,252895905906.0
2295.0,212610229218.0,184501295700.0,68386239280.56,251881457424.0
2296.0,204178482884.0,186959574201.0,67821942445.06,249204061052.0
2297.0,202438762586.0,183739791374.0,67619711857.25,250333126034.0
2298.0,201230049920.0,181846501804.0,67286680315.2,249627925504.0
2299.0,201404165087.0,180335242805.5,67244785044.25,249533052832.0
2300.0,199183659874.0,179403729350.0,66778210435.5,249083402279.0
