time,FGOALS-F3-L,INM-CM4-8,CAMS-CSM1-0,BCC-CSM2-MR,EC-EARTH3,MRI-ESM2-0,INM-CM5-0,CESM2,CMCC-CM2-SR5,MPI-ESM1-2-HR,NORESM2-MM,GFDL-ESM4,EC-EARTH3-VEG,CESM2-WACCM
2028.0,87096205000.0,86737370000.0,87148620000.0,86982164000.0,85841910000.0,86245474000.0,86126330000.0,86413240000.0,87162446000.0,86449380000.0,86755970000.0,86533410000.0,86685420000.0,86413705000.0
2029.0,86734120000.0,86304940000.0,87115580000.0,86824240000.0,85619950000.0,86052740000.0,86044010000.0,86548110000.0,86767750000.0,86254486000.0,86629880000.0,86370740000.0,86639120000.0,86192130000.0
2030.0,86852120000.0,86085370000.0,86714150000.0,88241136000.0,85447434000.0,85967070000.0,85848285000.0,86098846000.0,86614970000.0,86415884000.0,86823640000.0,86145830000.0,86673015000.0,85943886000.0
2031.0,86586335000.0,85903170000.0,86500340000.0,87037256000.0,85077220000.0,85870970000.0,85746220000.0,85882740000.0,87082120000.0,86145180000.0,86454530000.0,85919650000.0,85968150000.0,85846140000.0
2032.0,86800970000.0,85842420000.0,86321275000.0,86401210000.0,84854900000.0,85665270000.0,85711020000.0,85673630000.0,86546375000.0,86022400000.0,86105820000.0,85638060000.0,85581950000.0,85729350000.0
2033.0,86369970000.0,85475670000.0,86191390000.0,86138350000.0,84577510000.0,85295830000.0,84984920000.0,85546570000.0,86296880000.0,86086180000.0,85906640000.0,85818330000.0,85361850000.0,85366505000.0
2034.0,86521045000.0,85345170000.0,85759720000.0,86007610000.0,84287420000.0,85521340000.0,84818076000.0,85416630000.0,86186970000.0,85636080000.0,85832090000.0,85391294000.0,85082900000.0,85149780000.0
2035.0,86338590000.0,85042230000.0,85622130000.0,85918850000.0,83939060000.0,85140410000.0,84433950000.0,85053500000.0,86276150000.0,85394810000.0,85835440000.0,85181530000.0,84835750000.0,86524920000.0
2036.0,86560260000.0,84821100000.0,85416740000.0,85764880000.0,83513370000.0,84738280000.0,84251680000.0,85189050000.0,85857690000.0,85221270000.0,85480866000.0,84980540000.0,84566490000.0,85213200000.0
2037.0,86622520000.0,84703764000.0,85254775000.0,85666505000.0,83142980000.0,84494430000.0,83760910000.0,84800280000.0,85531976000.0,84943790000.0,85197820000.0,85350530000.0,84359400000.0,85035960000.0
2038.0,86093750000.0,84364540000.0,85146080000.0,85567290000.0,82777070000.0,84051180000.0,83295600000.0,85535070000.0,85244670000.0,84662290000.0,84982650000.0,85117890000.0,84173560000.0,84771790000.0
2039.0,86030800000.0,84282130000.0,85285070000.0,85559140000.0,82322830000.0,83810150000.0,83134410000.0,84599800000.0,85014544000.0,84524990000.0,84737870000.0,84258110000.0,83895930000.0,84374700000.0
2040.0,85717520000.0,84061460000.0,85026220000.0,85360110000.0,81930160000.0,83462280000.0,82909135000.0,84155590000.0,85049160000.0,84251350000.0,84415000000.0,84040170000.0,83577545000.0,84126380000.0
2041.0,85297770000.0,83877280000.0,84966110000.0,84978010000.0,81481470000.0,83150140000.0,82482050000.0,83907140000.0,84619210000.0,84034990000.0,84141260000.0,83751050000.0,83130760000.0,83951440000.0
2042.0,85141760000.0,83185934000.0,84545690000.0,84702170000.0,80982024000.0,82732670000.0,81988250000.0,83571400000.0,84288930000.0,83722870000.0,83983420000.0,83661010000.0,82795660000.0,83841110000.0
2043.0,84837515000.0,83048120000.0,84729400000.0,84778780000.0,80735140000.0,82333270000.0,81671900000.0,83567210000.0,84065560000.0,84207680000.0,83640890000.0,83193586000.0,82401730000.0,83770040000.0
2044.0,84589680000.0,82596850000.0,84369910000.0,84469130000.0,80124090000.0,82021120000.0,81244996000.0,83305630000.0,83499850000.0,83318110000.0,83283240000.0,83075830000.0,82239865000.0,83568980000.0
2045.0,84675550000.0,82264230000.0,84005970000.0,84145250000.0,79626360000.0,81635890000.0,81118690000.0,82903740000.0,83065410000.0,83106360000.0,83182520000.0,82900220000.0,81657370000.0,83435080000.0
2046.0,84477110000.0,81944870000.0,84423440000.0,84387700000.0,79122650000.0,81343990000.0,80616880000.0,82506310000.0,82633700000.0,82916190000.0,82736370000.0,82756580000.0,81291030000.0,82789650000.0
2047.0,84082620000.0,81596290000.0,84128200000.0,83803860000.0,78529356000.0,80813210000.0,80245326000.0,82995100000.0,82167300000.0,82511225000.0,82405520000.0,82459440000.0,80779720000.0,82697430000.0
2048.0,83704520000.0,81115290000.0,83702874000.0,83706480000.0,78081400000.0,80487310000.0,79728920000.0,82320630000.0,81753670000.0,82197890000.0,82001486000.0,81930550000.0,80490100000.0,82298510000.0
2049.0,83845956000.0,80704406000.0,83326190000.0,84218905000.0,77655850000.0,80138980000.0,79576050000.0,81782060000.0,81297630000.0,81869520000.0,81919070000.0,81892780000.0,79977540000.0,81803936000.0
2050.0,83208620000.0,80242790000.0,83046710000.0,83278750000.0,77104810000.0,79846900000.0,79081000000.0,81707250000.0,80732380000.0,82606060000.0,81342095000.0,82677160000.0,79420080000.0,81466606000.0
2051.0,82845450000.0,80515770000.0,83175260000.0,82930065000.0,76310350000.0,79293950000.0,78868270000.0,81393360000.0,80245630000.0,81904120000.0,80945840000.0,81374660000.0,78841450000.0,81095900000.0
2052.0,82614010000.0,79580955000.0,82914710000.0,82604940000.0,75682005000.0,78956800000.0,78404346000.0,80942190000.0,79588220000.0,81229400000.0,80557090000.0,80830620000.0,78408520000.0,80573830000.0
2053.0,82414010000.0,79147680000.0,83037480000.0,82728985000.0,75470140000.0,78840770000.0,77922540000.0,80628710000.0,78838465000.0,80742050000.0,80192635000.0,80490070000.0,77793665000.0,80276380000.0
2054.0,81993925000.0,78696000000.0,82678130000.0,82289650000.0,74670916000.0,78488710000.0,77689315000.0,80597140000.0,78131880000.0,80785630000.0,79860050000.0,80219300000.0,77311950000.0,79661870000.0
2055.0,81753980000.0,79114950000.0,82219155000.0,81896280000.0,73791680000.0,78003300000.0,77421920000.0,79921650000.0,77375300000.0,80400840000.0,79518660000.0,79768760000.0,76700540000.0,79481184000.0
2056.0,81407720000.0,78174100000.0,82041030000.0,81888260000.0,73110544000.0,77702470000.0,76794480000.0,79568400000.0,76704430000.0,79882580000.0,79240905000.0,79533860000.0,76120240000.0,79013495000.0
2057.0,81160225000.0,77606800000.0,81609300000.0,81703070000.0,72308890000.0,77409970000.0,76413590000.0,78920370000.0,76220890000.0,79689580000.0,78904140000.0,79762690000.0,75581140000.0,78374990000.0
2058.0,80831330000.0,77161054000.0,81331950000.0,82506450000.0,71692880000.0,76706220000.0,75917260000.0,78516730000.0,75407720000.0,79250650000.0,78672160000.0,79493570000.0,74998284000.0,77863570000.0
2059.0,80574310000.0,76682550000.0,81735840000.0,81832290000.0,70940640000.0,76213180000.0,75628870000.0,77976035000.0,74634430000.0,78839366000.0,78238150000.0,78924325000.0,74434830000.0,77228070000.0
2060.0,80357740000.0,76316730000.0,80908485000.0,81005200000.0,70223940000.0,75685200000.0,75167240000.0,77510370000.0,74049176000.0,78532125000.0,77785540000.0,78659080000.0,73808710000.0,76568800000.0
2061.0,80391350000.0,76075870000.0,80657490000.0,80796120000.0,69453140000.0,75679240000.0,74746135000.0,77940220000.0,73784390000.0,78295560000.0,77278740000.0,78167150000.0,73542164000.0,75946820000.0
2062.0,80169940000.0,75606130000.0,80416560000.0,80451350000.0,68676520000.0,74969870000.0,74896390000.0,76913385000.0,72959670000.0,78072740000.0,76994994000.0,77827710000.0,72875620000.0,75282280000.0
2063.0,79462610000.0,76699770000.0,80399030000.0,80236250000.0,67850994000.0,74443590000.0,74202770000.0,76137400000.0,72231846000.0,77548580000.0,76395120000.0,77476510000.0,72282640000.0,74772185000.0
2064.0,79419400000.0,75102160000.0,80483980000.0,80293020000.0,67138585000.0,73951620000.0,73623930000.0,75895734000.0,71646590000.0,77509796000.0,75940370000.0,76948865000.0,71888585000.0,74188980000.0
2065.0,78813270000.0,74636450000.0,80210480000.0,79963710000.0,66397876000.0,73470920000.0,73411570000.0,75260810000.0,70910470000.0,77978665000.0,75477740000.0,76764890000.0,71290320000.0,73702015000.0
2066.0,78318620000.0,74027960000.0,80156370000.0,79391285000.0,65646640000.0,72994250000.0,73129900000.0,74756620000.0,70021620000.0,76811985000.0,74918430000.0,76414720000.0,70723120000.0,73536730000.0
2067.0,78004460000.0,73620546000.0,79877930000.0,79017230000.0,64688038000.0,72608330000.0,72541390000.0,74155090000.0,69391260000.0,76548610000.0,74486200000.0,76532646000.0,70240575000.0,73496340000.0
2068.0,78015500000.0,73153640000.0,79249930000.0,78598110000.0,64084580000.0,72313364000.0,72251450000.0,73499510000.0,68538536000.0,76380316000.0,74060464000.0,75962900000.0,69614450000.0,72488810000.0
2069.0,77310330000.0,72616935000.0,79015720000.0,78387315000.0,63211170000.0,73564865000.0,72141360000.0,72740780000.0,67873395000.0,76058870000.0,73604270000.0,75290500000.0,68898380000.0,71931230000.0
2070.0,76985250000.0,72357350000.0,78667540000.0,78231675000.0,62358974000.0,71430636000.0,71734240000.0,72577240000.0,66797924000.0,75768500000.0,73109545000.0,75125260000.0,68171690000.0,71387320000.0
2071.0,76863440000.0,72094640000.0,78457040000.0,78138974000.0,61564170000.0,71286210000.0,71404320000.0,71950240000.0,65865888000.0,75299020000.0,72617830000.0,74752920000.0,67558343000.0,70727890000.0
2072.0,76500710000.0,71996645000.0,78220214000.0,78053590000.0,60999385000.0,70578400000.0,70886520000.0,71665610000.0,64908610000.0,74897570000.0,72386790000.0,74691260000.0,66995835000.0,70021670000.0
2073.0,75973550000.0,71307310000.0,77838130000.0,78322210000.0,60141770000.0,72086000000.0,70483410000.0,70876450000.0,64133538000.0,74624010000.0,71801900000.0,74218906000.0,66840236000.0,69623054000.0
2074.0,75523180000.0,71113720000.0,77457620000.0,77173360000.0,59307080000.0,69854224000.0,70271850000.0,70415730000.0,63197467000.0,74278050000.0,71342650000.0,75925050000.0,65912410000.0,68915060000.0
2075.0,75823300000.0,70568530000.0,77311620000.0,76973240000.0,58359153000.0,69400400000.0,69835030000.0,69658340000.0,62489130000.0,73875770000.0,71141600000.0,74279715000.0,65069970000.0,68812320000.0
2076.0,75279335000.0,70397300000.0,76978860000.0,76429660000.0,57589465000.0,69121080000.0,69343440000.0,69598050000.0,61796184000.0,73567840000.0,70547640000.0,73971640000.0,64243933000.0,67957620000.0
2077.0,76130030000.0,69970985000.0,76908510000.0,76030270000.0,56757723000.0,68470456000.0,68981230000.0,68840340000.0,61218644000.0,73381160000.0,70009500000.0,73328460000.0,63551234000.0,67524575000.0
2078.0,74433760000.0,69783520000.0,76454896000.0,75725955000.0,55866300000.0,67997643000.0,69397690000.0,68304510000.0,60037170000.0,72991090000.0,69588296000.0,74703560000.0,62733530000.0,66946960000.0
2079.0,74296440000.0,69164564000.0,76828100000.0,76079780000.0,55310737000.0,67432374000.0,68215906000.0,67493794000.0,59130850000.0,72620800000.0,69035700000.0,72759410000.0,61990820000.0,66408950000.0
2080.0,73712240000.0,68870690000.0,76052840000.0,75078080000.0,54343303000.0,66923475000.0,67756490000.0,67079483000.0,58369350000.0,73250430000.0,68477110000.0,72367770000.0,63460390000.0,65791377000.0
2081.0,73860610000.0,68338160000.0,75658764000.0,74649800000.0,53577770000.0,66485375000.0,70204555000.0,66388218000.0,57494460000.0,71962526000.0,67811844000.0,71914490000.0,60806832000.0,65373377000.0
2082.0,72985660000.0,67927425000.0,75361170000.0,74495295000.0,52738867000.0,65955467000.0,67684774000.0,65848550000.0,56532165000.0,71607430000.0,67463360000.0,71781260000.0,59877820000.0,64699470000.0
2083.0,72665950000.0,67953983000.0,75093690000.0,74201410000.0,52099040000.0,65482770000.0,66759913000.0,65060800000.0,55559053000.0,71204310000.0,68053975000.0,71434590000.0,59421503000.0,64203080000.0
2084.0,73147260000.0,67178640000.0,75811275000.0,73618730000.0,51152480000.0,65018356000.0,66196312000.0,65379590000.0,54746788000.0,70963290000.0,66742178000.0,70928720000.0,58486366000.0,63618613000.0
2085.0,72550120000.0,66676800000.0,75114150000.0,73141200000.0,50340487000.0,64430465000.0,65850340000.0,63843103000.0,53722833000.0,70867190000.0,65980707000.0,70525440000.0,57663803000.0,63176524000.0
2086.0,72126540000.0,66258014000.0,74475660000.0,72655640000.0,49410724000.0,68151472000.0,68237947000.0,63543644000.0,53093620000.0,70811650000.0,65538482000.0,70391460000.0,56873010000.0,62448824000.0
2087.0,71502720000.0,65794990000.0,74781426000.0,72192340000.0,48564960000.0,64367030000.0,65605698000.0,62369583000.0,52118680000.0,70885196000.0,64989843000.0,69995650000.0,56213234000.0,62056620000.0
2088.0,71086530000.0,65508100000.0,73883830000.0,72820410000.0,47565263000.0,64052390000.0,64901652000.0,61801083000.0,51200967000.0,69871120000.0,64500716000.0,69873295000.0,55536517000.0,61374595000.0
2089.0,70676160000.0,65029706000.0,73660160000.0,71882230000.0,46653440000.0,63281040000.0,64402770000.0,61136196000.0,50245755000.0,69524460000.0,63988724000.0,69188395000.0,54792490000.0,60557370000.0
2090.0,70172860000.0,64622550000.0,73476506000.0,72338630000.0,46174327000.0,62884127000.0,63794192000.0,60729876000.0,49144357000.0,69205360000.0,63587676000.0,68894700000.0,53936566000.0,59807146000.0
2091.0,69829580000.0,64375194000.0,73085030000.0,71057230000.0,45461205000.0,62173524000.0,64140677000.0,59927097000.0,48077890000.0,69169545000.0,62996627000.0,68416880000.0,53258230000.0,59076060000.0
2092.0,69318020000.0,63860834000.0,72724455000.0,71049590000.0,44747430000.0,61591577000.0,63347884000.0,59421598000.0,47011967000.0,68468257000.0,62488620000.0,68790280000.0,52374122000.0,58444340000.0
2093.0,68838290000.0,63371706000.0,72681060000.0,70184590000.0,43587500000.0,61318960000.0,62828580000.0,59006595000.0,45988446000.0,69966910000.0,61952635000.0,67863646000.0,51401232000.0,57976783000.0
2094.0,69564056000.0,64222294000.0,72079180000.0,69692640000.0,42692837000.0,61386310000.0,62564782000.0,58035210000.0,44816347000.0,68233433000.0,61290275000.0,67303748000.0,50649637000.0,57164374000.0
2095.0,68596780000.0,63472685000.0,71881050000.0,69359165000.0,41818150000.0,60270310000.0,62143074000.0,57668125000.0,43577344000.0,67576230000.0,60769456000.0,67039543000.0,49790296000.0,57264673000.0
2096.0,67643757000.0,63200383000.0,71564050000.0,68889440000.0,40784160000.0,60366512000.0,61890003000.0,57778586000.0,42745110000.0,67552625000.0,60635128000.0,66698740000.0,49315730000.0,56504152000.0
2097.0,67971633000.0,62073830000.0,71312770000.0,68513020000.0,39753400000.0,59438174000.0,61384114000.0,56656323000.0,41664913000.0,67284156000.0,59848905000.0,66289144000.0,48426410000.0,55808823000.0
2098.0,66905820000.0,61805160000.0,72033640000.0,68454187000.0,39024240000.0,58814685000.0,60908384000.0,55971100000.0,40692638000.0,66703778000.0,59319562000.0,66070190000.0,47449514000.0,55056736000.0
2099.0,66645975000.0,61237555000.0,71582196000.0,67687207000.0,38104420000.0,58722600000.0,60592870000.0,55351435000.0,39653683000.0,68845130000.0,58711917000.0,67086664000.0,46823340000.0,54606260000.0
2100.0,66170053000.0,63587086000.0,70663110000.0,67321490000.0,37672350000.0,58261406000.0,60304232000.0,54575223000.0,38587728000.0,67592204000.0,58262160000.0,65810470000.0,46049698000.0,53970387000.0
