time,CAMS-CSM1-0,MRI-ESM2-0,GFDL-ESM4,EC-EARTH3-VEG
2074.0,80387190000.0,73859875000.0,76347654000.0,74772234000.0
2075.0,80464980000.0,73891210000.0,77412740000.0,74548770000.0
2076.0,79843640000.0,73521390000.0,76187386000.0,74180620000.0
2077.0,80009960000.0,73475160000.0,75807120000.0,73804240000.0
2078.0,79781980000.0,73336730000.0,75559110000.0,73468750000.0
2079.0,79972240000.0,74789390000.0,75485600000.0,73047370000.0
2080.0,79579865000.0,73194320000.0,75265340000.0,72835070000.0
2081.0,80311300000.0,72339630000.0,75340260000.0,72425980000.0
2082.0,80226000000.0,72016450000.0,75772920000.0,72313580000.0
2083.0,79745580000.0,72212636000.0,76328290000.0,72102340000.0
2084.0,79202525000.0,71940840000.0,74840695000.0,71636590000.0
2085.0,78781960000.0,71431440000.0,75986720000.0,71863520000.0
2086.0,78666334000.0,71195580000.0,74445580000.0,71266160000.0
2087.0,78572000000.0,71864590000.0,78623210000.0,70695840000.0
2088.0,78323474000.0,71303270000.0,77191815000.0,70291740000.0
2089.0,78352120000.0,72185230000.0,75138280000.0,70753616000.0
2090.0,78666040000.0,71335820000.0,74304020000.0,69892230000.0
2091.0,78689620000.0,71563035000.0,74057320000.0,69306690000.0
2092.0,78146590000.0,70598270000.0,73671290000.0,69097430000.0
2093.0,79394546000.0,70105014000.0,73174010000.0,68646842000.0
2094.0,77733300000.0,69664770000.0,73042940000.0,68116080000.0
2095.0,77841320000.0,70871030000.0,72966950000.0,67700236000.0
2096.0,77575430000.0,70579134000.0,74553940000.0,67374280000.0
2097.0,77083230000.0,70204550000.0,72956560000.0,66904750000.0
2098.0,77046680000.0,69833950000.0,73895710000.0,67078205000.0
2099.0,76771060000.0,69362550000.0,73178150000.0,66802070000.0
2100.0,76573790000.0,69773470000.0,72544690000.0,65864890000.0
