time,BCC-CSM2-MR,MRI-ESM2-0,EC-EARTH3,INM-CM4-8,CAMS-CSM1-0,FGOALS-F3-L,CESM2-WACCM,GFDL-ESM4,NORESM2-MM,EC-EARTH3-VEG,MPI-ESM1-2-HR,CESM2,INM-CM5-0
2013.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0
2014.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0
2015.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0
2016.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0
2017.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0
2018.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0
2019.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0
2020.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0
2021.0,87457500000.0,87204660000.0,87409240000.0,87482016000.0,87752016000.0,88537710000.0,87507570000.0,87659820000.0,87456375000.0,88689656000.0,87468520000.0,87641400000.0,87505080000.0
2022.0,87598800000.0,87020490000.0,87345136000.0,87289455000.0,87479750000.0,87852560000.0,87604530000.0,87631230000.0,87208165000.0,87735940000.0,87527340000.0,87305500000.0,87468140000.0
2023.0,88023480000.0,86987580000.0,87118760000.0,87138960000.0,87247495000.0,88105574000.0,87340876000.0,87314880000.0,87265990000.0,87318360000.0,87243104000.0,87185240000.0,87501234000.0
2024.0,88852930000.0,87051450000.0,86914200000.0,87076840000.0,87333920000.0,87889215000.0,87095100000.0,87342660000.0,87442080000.0,87193790000.0,87141770000.0,87326835000.0,87233356000.0
2025.0,87396160000.0,88063885000.0,86712370000.0,87016870000.0,86983460000.0,87442120000.0,86982740000.0,87018020000.0,86954550000.0,87402100000.0,87349490000.0,86825030000.0,86974050000.0
2026.0,87362760000.0,86933210000.0,86507490000.0,87043530000.0,86916820000.0,87145450000.0,87100910000.0,86952485000.0,86862580000.0,87265540000.0,87149850000.0,87067690000.0,87236690000.0
2027.0,87782360000.0,86468980000.0,86307300000.0,86614710000.0,86775325000.0,86906490000.0,87603940000.0,86749010000.0,86854400000.0,86922560000.0,87412490000.0,86741540000.0,86992490000.0
2028.0,87050450000.0,86419160000.0,86276560000.0,86422480000.0,86723040000.0,86957340000.0,86839490000.0,86654990000.0,86766486000.0,86880690000.0,86738200000.0,86485220000.0,86684190000.0
2029.0,87073070000.0,86110240000.0,85825200000.0,86325430000.0,86540960000.0,86830590000.0,87193520000.0,87138300000.0,86492170000.0,86671080000.0,86457100000.0,86365570000.0,86454520000.0
2030.0,86849470000.0,86038500000.0,85506250000.0,86204900000.0,86496960000.0,87298300000.0,86837750000.0,86614114000.0,86851625000.0,86407130000.0,86569020000.0,86192440000.0,86199310000.0
2031.0,87515600000.0,85729985000.0,85200830000.0,86020960000.0,86210280000.0,86711755000.0,86518374000.0,86368700000.0,86486470000.0,86324765000.0,86185935000.0,85966190000.0,86167490000.0
2032.0,86686425000.0,86050530000.0,84873945000.0,85884625000.0,86332020000.0,86382790000.0,86421160000.0,86171540000.0,86477160000.0,86344780000.0,86223090000.0,85797585000.0,86038420000.0
2033.0,86393850000.0,85509320000.0,84720070000.0,85910020000.0,86959950000.0,87540500000.0,86311600000.0,85977825000.0,86018300000.0,85944540000.0,86158190000.0,85549630000.0,85611710000.0
2034.0,86216745000.0,85372230000.0,84345410000.0,85483560000.0,86193380000.0,86872965000.0,86047040000.0,85902280000.0,85887680000.0,85767610000.0,86170150000.0,85378425000.0,85326135000.0
2035.0,86101330000.0,85004350000.0,84033230000.0,85432164000.0,85941360000.0,86552510000.0,86288450000.0,85675780000.0,85552550000.0,85572450000.0,85656430000.0,85317780000.0,85103850000.0
2036.0,86082750000.0,84716170000.0,83637660000.0,85700270000.0,85864510000.0,86377095000.0,85924510000.0,85465780000.0,85348360000.0,85337930000.0,85442770000.0,85071830000.0,84664370000.0
2037.0,85763916000.0,84382474000.0,83274530000.0,85195580000.0,85486780000.0,86015650000.0,85696560000.0,85272110000.0,85192780000.0,85078140000.0,85283504000.0,84757920000.0,84394344000.0
2038.0,85563940000.0,84244550000.0,83042976000.0,84851420000.0,85149770000.0,85855770000.0,85647380000.0,84978500000.0,85239800000.0,84846210000.0,85067874000.0,84532970000.0,84478170000.0
2039.0,85438160000.0,84090410000.0,82525390000.0,84678720000.0,85103730000.0,85463980000.0,85541900000.0,84778410000.0,84770280000.0,84522030000.0,84788860000.0,84162940000.0,83867070000.0
2040.0,86851850000.0,83751540000.0,81971260000.0,84331530000.0,84723835000.0,85294285000.0,85287000000.0,84839270000.0,84545470000.0,84232905000.0,84667924000.0,84010920000.0,83462780000.0
2041.0,85436555000.0,84175180000.0,81498505000.0,84070510000.0,84459710000.0,84948070000.0,85020475000.0,84427596000.0,84196290000.0,84548166000.0,84662140000.0,83661430000.0,83108240000.0
2042.0,84937900000.0,83982975000.0,81180150000.0,83765210000.0,84551156000.0,84964180000.0,84703620000.0,84801315000.0,83985360000.0,83882000000.0,84396330000.0,83710110000.0,82560460000.0
2043.0,84831570000.0,83073210000.0,80480710000.0,83532550000.0,84177140000.0,84697694000.0,84447494000.0,84540690000.0,83799680000.0,83590775000.0,84039860000.0,83397706000.0,82055870000.0
2044.0,84458450000.0,82627410000.0,79861326000.0,83302695000.0,83940740000.0,84358580000.0,84473910000.0,84136140000.0,83535670000.0,83391590000.0,83823034000.0,83101975000.0,81702920000.0
2045.0,84461260000.0,82419910000.0,79397240000.0,83037050000.0,83798410000.0,84105920000.0,84247240000.0,84084770000.0,83694840000.0,82898950000.0,83711345000.0,82662900000.0,81502765000.0
2046.0,84058510000.0,82058040000.0,78851550000.0,83074380000.0,83494260000.0,84548850000.0,83883990000.0,83509035000.0,82960880000.0,82489780000.0,83369630000.0,82222080000.0,81124220000.0
2047.0,83859100000.0,81752040000.0,78280794000.0,82500270000.0,83153510000.0,83826750000.0,83569110000.0,83320790000.0,82828450000.0,82019430000.0,83277180000.0,81864110000.0,80601070000.0
2048.0,83706750000.0,81176930000.0,77681130000.0,82226340000.0,82972710000.0,84759030000.0,83309036000.0,82965594000.0,82415460000.0,81630405000.0,82947360000.0,81558350000.0,80270310000.0
2049.0,83250480000.0,80752796000.0,77078790000.0,81705870000.0,82587180000.0,83568370000.0,83125080000.0,83532500000.0,81938416000.0,81247240000.0,82618220000.0,81084000000.0,79811265000.0
2050.0,82826900000.0,80828785000.0,76345295000.0,81393290000.0,82472050000.0,82996610000.0,82639675000.0,82587360000.0,81593540000.0,80655090000.0,82295160000.0,80924010000.0,79443570000.0
2051.0,82592850000.0,80212280000.0,75712660000.0,81233210000.0,82455650000.0,82932580000.0,82251500000.0,82466900000.0,81373520000.0,80176865000.0,82041995000.0,80288400000.0,79207965000.0
2052.0,82764080000.0,79833014000.0,75000510000.0,80831310000.0,81809860000.0,82540940000.0,82147746000.0,82303480000.0,80829686000.0,79620630000.0,81664890000.0,79826300000.0,78711070000.0
2053.0,82030640000.0,79424010000.0,74266430000.0,80367320000.0,81979556000.0,82366366000.0,81708190000.0,81715770000.0,80445700000.0,79093010000.0,81270555000.0,79464186000.0,78415690000.0
2054.0,81749340000.0,78872370000.0,73474050000.0,79821890000.0,81326980000.0,82008965000.0,81402890000.0,81314010000.0,79950700000.0,78316510000.0,81043750000.0,78983520000.0,78015260000.0
2055.0,81251610000.0,78198760000.0,72553630000.0,79531410000.0,81491270000.0,81554980000.0,81202660000.0,81026450000.0,79518220000.0,77606650000.0,80799875000.0,78525090000.0,77698880000.0
2056.0,81475174000.0,77628240000.0,71759530000.0,79147790000.0,80865165000.0,81328680000.0,80743830000.0,81066530000.0,79336610000.0,77023560000.0,80218190000.0,78344320000.0,77340230000.0
2057.0,80928580000.0,77087980000.0,70810800000.0,78592460000.0,80518180000.0,81104400000.0,80284870000.0,80973775000.0,79036826000.0,76418130000.0,79951690000.0,77919060000.0,77020600000.0
2058.0,80200310000.0,76899344000.0,69912895000.0,78117060000.0,80246490000.0,80606170000.0,79743500000.0,80258950000.0,78442770000.0,75730850000.0,79405870000.0,77422870000.0,76699040000.0
2059.0,79984850000.0,76980494000.0,68978500000.0,77594640000.0,80184100000.0,80271450000.0,79653940000.0,79882780000.0,78017356000.0,74973045000.0,79295580000.0,76974280000.0,76154905000.0
2060.0,79451046000.0,76699010000.0,67887670000.0,77206840000.0,79738930000.0,80029470000.0,79139240000.0,79337415000.0,77608710000.0,74351624000.0,78623610000.0,76250410000.0,75882000000.0
2061.0,79033490000.0,75733090000.0,67099400000.0,76912470000.0,79553530000.0,79817160000.0,78620770000.0,78929470000.0,77354320000.0,73653860000.0,78281180000.0,75758740000.0,75586270000.0
2062.0,78525540000.0,75152590000.0,66059313000.0,76351210000.0,79128535000.0,79089670000.0,78251610000.0,79182320000.0,76793170000.0,72994430000.0,77968910000.0,75295650000.0,75203985000.0
2063.0,78106930000.0,74549530000.0,65026253000.0,75993285000.0,78805150000.0,78556260000.0,77802380000.0,78305800000.0,76231330000.0,72233640000.0,77545734000.0,74624150000.0,74841920000.0
2064.0,77708255000.0,73918030000.0,64244560000.0,75651460000.0,78494950000.0,78191900000.0,77877770000.0,77961700000.0,75763120000.0,71417184000.0,77161230000.0,74117000000.0,74400416000.0
2065.0,77236480000.0,73567820000.0,63888460000.0,75115800000.0,78441160000.0,77740670000.0,76947550000.0,77469230000.0,75307190000.0,70557780000.0,76725780000.0,73495520000.0,73962030000.0
2066.0,76809890000.0,73067170000.0,62571622000.0,74639630000.0,78175100000.0,77376900000.0,76525550000.0,77048570000.0,74869130000.0,69696280000.0,76340040000.0,73198910000.0,73419940000.0
2067.0,76269660000.0,72649744000.0,61509210000.0,74222880000.0,77803560000.0,77330510000.0,75914480000.0,76561510000.0,74024400000.0,68828200000.0,76044870000.0,72325360000.0,73015960000.0
2068.0,75903386000.0,71782440000.0,60669293000.0,73735670000.0,77414450000.0,76634830000.0,75244050000.0,76116350000.0,73489920000.0,67913350000.0,75830610000.0,71599610000.0,73015116000.0
2069.0,75374650000.0,71286310000.0,59672375000.0,73276840000.0,77225340000.0,76207030000.0,74794310000.0,75799716000.0,72941000000.0,66838606000.0,75286390000.0,71068410000.0,73102350000.0
2070.0,75098325000.0,70746210000.0,58703667000.0,72773394000.0,77617185000.0,76293660000.0,74102340000.0,75444290000.0,72195080000.0,65796160000.0,74725520000.0,70239450000.0,72441920000.0
2071.0,74376040000.0,70180620000.0,57769943000.0,72293140000.0,76868870000.0,75585540000.0,73506520000.0,76380100000.0,71815620000.0,64933364000.0,74247800000.0,69520940000.0,71998070000.0
2072.0,74092130000.0,69436695000.0,56840315000.0,71889930000.0,76472390000.0,74972020000.0,73050685000.0,75138376000.0,71073200000.0,63878517000.0,74072470000.0,68829480000.0,71547216000.0
2073.0,73414164000.0,68957100000.0,55917010000.0,71409640000.0,76321690000.0,75603250000.0,72434840000.0,75276050000.0,70500220000.0,63037043000.0,73642435000.0,68170727000.0,71009700000.0
2074.0,72835740000.0,68319715000.0,54905770000.0,70934020000.0,75997060000.0,74242515000.0,71847700000.0,74252390000.0,70404620000.0,61877228000.0,73298010000.0,67320304000.0,70455935000.0
2075.0,72328585000.0,67792540000.0,53889802000.0,70403570000.0,75660300000.0,73739350000.0,71197740000.0,73717100000.0,69361160000.0,61263987000.0,72708970000.0,66837987000.0,70107455000.0
2076.0,72144370000.0,66993410000.0,52857647000.0,69832470000.0,75315770000.0,73208760000.0,70362800000.0,76323740000.0,68750290000.0,60052960000.0,72271670000.0,65955193000.0,69702860000.0
2077.0,71290220000.0,66264490000.0,51913750000.0,69342270000.0,74931050000.0,72763220000.0,69756084000.0,73393530000.0,68235813000.0,59070345000.0,71882555000.0,65081192000.0,69169370000.0
2078.0,70752540000.0,65485423000.0,50865240000.0,68781460000.0,74662400000.0,72118436000.0,69091540000.0,73026896000.0,67578868000.0,57977455000.0,71573020000.0,64367006000.0,68708934000.0
2079.0,70178110000.0,64853260000.0,49412710000.0,68345102000.0,75556635000.0,71560266000.0,68447400000.0,72556560000.0,66870596000.0,56920228000.0,70991340000.0,63470580000.0,68295380000.0
2080.0,69589610000.0,64386703000.0,48022460000.0,67717050000.0,74355090000.0,70929620000.0,67765305000.0,72088080000.0,66273870000.0,55920665000.0,70465225000.0,62412490000.0,67975016000.0
2081.0,69216660000.0,63843893000.0,46840017000.0,67072692000.0,74057120000.0,70787380000.0,66862248000.0,71435740000.0,65582416000.0,54541156000.0,70037870000.0,61788500000.0,67600744000.0
2082.0,69334450000.0,62866860000.0,45734707000.0,66588725000.0,73640710000.0,70573425000.0,66193093000.0,70867340000.0,65014178000.0,53301584000.0,71423720000.0,60971557000.0,67008754000.0
2083.0,68394496000.0,62169944000.0,44827447000.0,66377794000.0,73377060000.0,69939720000.0,65306108000.0,70395060000.0,64128106000.0,51985048000.0,69469750000.0,60104212000.0,66566136000.0
2084.0,67821576000.0,61520548000.0,43625200000.0,65461674000.0,72961080000.0,69319480000.0,64517665000.0,70114280000.0,63549805000.0,50831876000.0,69081810000.0,59311043000.0,66157380000.0
2085.0,67013267000.0,60643287000.0,42514915000.0,64842576000.0,72722930000.0,68731330000.0,63663546000.0,69274630000.0,62718083000.0,49460974000.0,69122430000.0,58394800000.0,65674818000.0
2086.0,66744803000.0,59860255000.0,41217483000.0,64376373000.0,72311220000.0,68170547000.0,62656830000.0,70524810000.0,62003565000.0,48310060000.0,68614980000.0,57798620000.0,65153847000.0
2087.0,66150310000.0,58964963000.0,40075014000.0,63886160000.0,71991470000.0,67956916000.0,61667350000.0,68648444000.0,60984140000.0,47157380000.0,67971270000.0,56924262000.0,64463840000.0
2088.0,65419870000.0,58090734000.0,39026190000.0,63030830000.0,71794926000.0,67039154000.0,60831437000.0,68607250000.0,60209525000.0,46014420000.0,67702354000.0,55947130000.0,65602200000.0
2089.0,64876278000.0,57275343000.0,37824310000.0,62755377000.0,71426940000.0,66368120000.0,59993720000.0,68006945000.0,59632734000.0,44832640000.0,66974597000.0,55002448000.0,63819014000.0
2090.0,64295680000.0,56437430000.0,36307850000.0,62035250000.0,71483710000.0,65691130000.0,59026485000.0,67426124000.0,58837470000.0,43589090000.0,66577330000.0,54032940000.0,63397106000.0
2091.0,63929614000.0,55730550000.0,34908643000.0,61588760000.0,70911844000.0,66001460000.0,58154280000.0,66652393000.0,58076960000.0,42341335000.0,66594517000.0,52936786000.0,63003136000.0
2092.0,63051977000.0,55133426000.0,33954474000.0,61012627000.0,70680355000.0,64646720000.0,57290592000.0,66885894000.0,57240396000.0,41034846000.0,65766850000.0,52120380000.0,62270956000.0
2093.0,62899868000.0,54041070000.0,32516549000.0,60435603000.0,70250650000.0,63926080000.0,56720760000.0,65802840000.0,56514060000.0,40129413000.0,65419350000.0,51015620000.0,61882794000.0
2094.0,61795780000.0,53124300000.0,31048258000.0,59730706000.0,69882135000.0,63568175000.0,55566733000.0,65484830000.0,55859960000.0,38754865000.0,65024160000.0,50156814000.0,61294640000.0
2095.0,60824720000.0,52279700000.0,29818812000.0,59202134000.0,69477420000.0,62873817000.0,54788882000.0,64727520000.0,55059276000.0,37424652000.0,64809087000.0,49202786000.0,60817814000.0
2096.0,60473745000.0,51285893000.0,28663818000.0,58610692000.0,69102410000.0,61998555000.0,54011974000.0,64315380000.0,54255555000.0,36033552000.0,64047026000.0,48190685000.0,60430434000.0
2097.0,59744465000.0,50417170000.0,27432155000.0,58117865000.0,68741325000.0,61685117000.0,52999606000.0,63743970000.0,53702685000.0,34602344000.0,63612957000.0,47294587000.0,59993477000.0
2098.0,58764276000.0,49473620000.0,26466505000.0,59140010000.0,68400870000.0,60729934000.0,52273947000.0,63203910000.0,52703416000.0,33176084000.0,63108784000.0,46316573000.0,59510874000.0
2099.0,58265276000.0,48387817000.0,25129957000.0,57113970000.0,67921854000.0,60085740000.0,51411927000.0,62569160000.0,51880970000.0,31725570000.0,62582360000.0,45504467000.0,59275715000.0
2100.0,57299386000.0,47497556000.0,23837330000.0,56529977000.0,67488416000.0,59458710000.0,50806112000.0,61908742000.0,51185512000.0,30407082000.0,63186450000.0,44634817000.0,59739136000.0
