time,GFDL-ESM2G,MPI-ESM-LR,NORESM1-M,GFDL-CM3,CCSM4,CNRM-CM5,GISS-E2-R,CANESM2,CSIRO-MK3-6-0,IPSL-CM5A-LR
2044.0,32998940000.0,32818061000.0,32717066000.0,32763420000.0,33205731000.0,32385276000.0,33207812000.0,32949000000.0,33143941000.0,32119233000.0
2045.0,32950469000.0,32751372000.0,32610763000.0,32644086000.0,33176195000.0,32216394000.0,33178710000.0,32834280000.0,33097222000.0,31958522000.0
2046.0,32896221000.0,32694360000.0,32508072000.0,32568222000.0,33127473000.0,32015331000.0,33090820000.0,32757574000.0,33058650000.0,31694942000.0
2047.0,32865384000.0,32616497000.0,32333076000.0,32454892000.0,33047063000.0,31857390000.0,33045238000.0,32655278000.0,32983923000.0,31474039000.0
2048.0,32787603000.0,32513840000.0,32184760000.0,32311108000.0,32974553000.0,31673244000.0,32956594000.0,32530342000.0,32923728000.0,31233155000.0
2049.0,32740102000.0,32444619000.0,32037770000.0,32213620000.0,32926730000.0,31505213000.0,32908896000.0,32374753000.0,32867440000.0,30891338000.0
2050.0,32638170000.0,32281799000.0,31885079000.0,32099213000.0,32892720000.0,31235030000.0,32851771000.0,32290124000.0,32790936000.0,30584736000.0
2051.0,32490717000.0,32169638000.0,31763600000.0,32019310000.0,32806554000.0,31019766000.0,32775487000.0,32164313000.0,32699783000.0,30192091000.0
2052.0,32381620000.0,32088744000.0,31562385000.0,31854610000.0,32720755000.0,30663686000.0,32727224000.0,31998773000.0,32631718000.0,29803383000.0
2053.0,32258394000.0,31944036000.0,31468909000.0,31736650000.0,32664790000.0,30393885000.0,32688957000.0,31924095000.0,32509614000.0,29341241000.0
2054.0,32086321000.0,31841400000.0,31288273000.0,31583451000.0,32489722000.0,30130870000.0,32587540000.0,31791892000.0,32450890000.0,28759482000.0
2055.0,31989578000.0,31733029000.0,31079543000.0,31466820000.0,32411680000.0,29702760000.0,32494387000.0,31653143000.0,32393980000.0,28288000000.0
2056.0,31853654000.0,31572060000.0,30897060000.0,31356631000.0,32350015000.0,29448325000.0,32433860000.0,31512860000.0,32311374000.0,27844667000.0
2057.0,31689343000.0,31374969000.0,30711392000.0,31162470000.0,32261677000.0,29002815000.0,32346892000.0,31379667000.0,32242883000.0,27264348000.0
2058.0,31501175000.0,31241183000.0,30520533000.0,30994747000.0,32130738000.0,28670618000.0,32244306000.0,31232197000.0,32147472000.0,26616066000.0
2059.0,31368174000.0,31075017000.0,30380796000.0,30789435000.0,32026878000.0,28184893000.0,32130134000.0,31149689000.0,32100633000.0,25916662000.0
2060.0,31208760000.0,30953888000.0,30131487000.0,30559347000.0,31884503000.0,27681642000.0,32060428000.0,30972346000.0,31992218000.0,25227930000.0
2061.0,31051088000.0,30808179000.0,29826437000.0,30317853000.0,31809792000.0,27275153000.0,31917275000.0,30816969000.0,31869313000.0,24593177000.0
2062.0,30832091000.0,30635567000.0,29672763000.0,30025599000.0,31693758000.0,26835765000.0,31839461000.0,30661585000.0,31674495000.0,23982055000.0
2063.0,30556197000.0,30433640000.0,29344997000.0,29764092000.0,31552104000.0,26384339000.0,31677415000.0,30440317000.0,31594832000.0,23252097000.0
2064.0,30384919000.0,30277040000.0,29015968000.0,29414390000.0,31424768000.0,25916348000.0,31586722000.0,30257183000.0,31462742000.0,22460461000.0
2065.0,30118451000.0,30096544000.0,28758907000.0,29145700000.0,31294423000.0,25315697000.0,31498725000.0,29997290000.0,31317969000.0,21831408000.0
2066.0,29944160000.0,29893597000.0,28500808000.0,28929999000.0,31166474000.0,24865413000.0,31375356000.0,29726675000.0,31069952000.0,21289270000.0
2067.0,29751837000.0,29730103000.0,28308208000.0,28657670000.0,31009425000.0,24302348000.0,31289285000.0,29415324000.0,30928992000.0,20669442000.0
2068.0,29566796000.0,29535300000.0,28063850000.0,28415056000.0,30786270000.0,23767323000.0,31133917000.0,29101498000.0,30738800000.0,19886130000.0
2069.0,29339828000.0,29256837000.0,27772064000.0,28105726000.0,30524142000.0,23166345000.0,31041829000.0,28770420000.0,30515976000.0,19245961000.0
2070.0,29115673000.0,29028354000.0,27509551000.0,27853357000.0,30279444000.0,22731497000.0,30920170000.0,28510630000.0,30298302000.0,18657251000.0
2071.0,28860109000.0,28841447000.0,27197022000.0,27484785000.0,30103128000.0,22253031000.0,30706549000.0,28271921000.0,30106860000.0,17822218000.0
2072.0,28655411000.0,28649680000.0,26917716000.0,27188170000.0,29925018000.0,21725178000.0,30576850000.0,28046287000.0,29703043000.0,17160423000.0
2073.0,28414500000.0,28455907000.0,26572569000.0,26932212000.0,29743882000.0,21078140000.0,30466957000.0,27738077000.0,29414965000.0,16608258000.0
2074.0,28110710000.0,28196823000.0,26202102000.0,26666150000.0,29525983000.0,20513425000.0,30316964000.0,27407290000.0,29000096000.0,15978446000.0
2075.0,27847895000.0,27990921000.0,25804839000.0,26363353000.0,29208316000.0,19944298000.0,30152616000.0,27150090000.0,28641110000.0,15348523000.0
2076.0,27660478000.0,27746972000.0,25491690000.0,26071906000.0,28987850000.0,19399795000.0,29894322000.0,26754360000.0,28159394000.0,14769013000.0
2077.0,27386053000.0,27532184000.0,24979966000.0,25737808000.0,28716894000.0,18683867000.0,29716652000.0,26468192000.0,27827696000.0,14269832000.0
2078.0,27132385000.0,27269984000.0,24486162000.0,25485710000.0,28418710000.0,17898287000.0,29506255000.0,26144000000.0,27439643000.0,13763660000.0
2079.0,26805590000.0,26998430000.0,23955943000.0,25119787000.0,27977898000.0,16831130000.0,29281800000.0,25867500000.0,27000017000.0,13320047000.0
2080.0,26596166000.0,26779267000.0,23553060000.0,24723108000.0,27527655000.0,15961847000.0,29054267000.0,25556050000.0,26595826000.0,12810612000.0
2081.0,26387510000.0,26507581000.0,23277484000.0,24294545000.0,27071418000.0,14897639000.0,28808976000.0,25324260000.0,26131073000.0,12202769000.0
2082.0,26083625000.0,26309474000.0,22752567000.0,23823688000.0,26654185000.0,13995119000.0,28630718000.0,24999227000.0,25766180000.0,11693046000.0
2083.0,25789723000.0,26100232000.0,22204754000.0,23437058000.0,26209546000.0,12922037000.0,28408785000.0,24732527000.0,25253638000.0,11240191000.0
2084.0,25403863000.0,25809732000.0,21622690000.0,23043971000.0,25767727000.0,12021936000.0,28219824000.0,24311548000.0,24679404000.0,10802607000.0
2085.0,25062550000.0,25497573000.0,21142235000.0,22682049000.0,25370092000.0,11375761000.0,27902906000.0,24042453000.0,24261054000.0,10224860000.0
2086.0,24782019000.0,25217935000.0,20655480000.0,22332260000.0,25026853000.0,10651671000.0,27629550000.0,23675722000.0,23670446000.0,9549269000.0
2087.0,24319668000.0,24935719000.0,20149459000.0,21992567000.0,24387238000.0,9952555000.0,27380430000.0,23353706000.0,23144915000.0,8911185000.0
2088.0,23803918000.0,24658590000.0,19819004000.0,21621367000.0,23755848000.0,9238770000.0,27178056000.0,23041253000.0,22703577000.0,8621312000.0
2089.0,23453730000.0,24396650000.0,19309816000.0,21243447000.0,23189508000.0,8651141000.0,26987344000.0,22674387000.0,22262487000.0,8410451000.0
2090.0,22912383000.0,24119577000.0,18870010000.0,20858776000.0,22621977000.0,8128044000.0,26730656000.0,22330870000.0,21810230000.0,8139628000.0
2091.0,22178589000.0,23882908000.0,18300193000.0,20416328000.0,22095766000.0,7701210600.0,26563176000.0,21984913000.0,21284905000.0,7892363300.0
2092.0,21765503000.0,23585098000.0,17756390000.0,19996930000.0,21545011000.0,7238526000.0,26332074000.0,21678465000.0,20617533000.0,7508702700.0
2093.0,21314101000.0,23319507000.0,17186816000.0,19637844000.0,20906512000.0,6689198000.0,26100025000.0,21368232000.0,20150616000.0,7168324000.0
2094.0,20971630000.0,23031890000.0,16672433000.0,19175795000.0,20340670000.0,6321035000.0,25909760000.0,21060920000.0,19705674000.0,6748796000.0
2095.0,20547793000.0,22731823000.0,16102100000.0,18661999000.0,19880038000.0,5896512000.0,25751734000.0,20751796000.0,19186740000.0,6253930500.0
2096.0,20193645000.0,22400846000.0,15593537000.0,18168482000.0,19349168000.0,5569252400.0,25551004000.0,20403520000.0,18722329000.0,5896578600.0
2097.0,19701189000.0,22101137000.0,15166370000.0,17706297000.0,18829832000.0,5125855700.0,25338650000.0,20070343000.0,18264030000.0,5545303000.0
2098.0,19049366000.0,21809408000.0,14686621000.0,17281497000.0,18282699000.0,4749383700.0,25178216000.0,19670602000.0,17899680000.0,5230620700.0
2099.0,18395754000.0,21506615000.0,14085358000.0,16824325000.0,17608544000.0,4306734600.0,24972081000.0,19339442000.0,17481933000.0,4895573000.0
2100.0,17883010000.0,21214073000.0,13377960000.0,16307957000.0,16984558000.0,3890564000.0,24762835000.0,18945630000.0,16966457000.0,4600678400.0
