time,MRI-ESM2-0,CANESM5,CESM2-WACCM,IPSL-CM6A-LR,ACCESS-ESM1-5,ACCESS-CM2
2021.0,2052285700.0,2063351800.0,2061301800.0,2057722100.0,2039765800.0,2058229000.0
2022.0,2030930000.0,2033947300.0,2014042000.0,2017614800.0,1982551300.0,2021505300.0
2023.0,2010728000.0,2009600900.0,1955385000.0,1986496000.0,1946995200.0,1972727700.0
2024.0,1984583300.0,1970335700.0,1918518800.0,1952426000.0,1909513700.0,1931408100.0
2025.0,1945183900.0,1936320900.0,1869160100.0,1910961900.0,1865082500.0,1866336400.0
2026.0,1910527200.0,1911113500.0,1803416000.0,1871212700.0,1810116700.0,1794266400.0
2027.0,1874732500.0,1881374800.0,1756677500.0,1844810800.0,1766499300.0,1749015800.0
2028.0,1848598300.0,1851506800.0,1708781700.0,1819427000.0,1724270300.0,1675747300.0
2029.0,1807996900.0,1812722000.0,1645198000.0,1778654700.0,1679753600.0,1587057500.0
2030.0,1752361900.0,1776475100.0,1583447600.0,1740567300.0,1638372900.0,1496684800.0
2031.0,1711701800.0,1734788100.0,1512129900.0,1699491500.0,1591205600.0,1416889700.0
2032.0,1653769500.0,1678734000.0,1493882400.0,1656497500.0,1545016300.0,1348202400.0
2033.0,1597648400.0,1617897000.0,1455846300.0,1614173000.0,1494769000.0,1299557900.0
2034.0,1540905500.0,1556952800.0,1414635500.0,1553451000.0,1457262300.0,1249352800.0
2035.0,1466385000.0,1488488700.0,1362561400.0,1509046300.0,1413283500.0,1216807300.0
2036.0,1429487900.0,1408177000.0,1322399900.0,1460526600.0,1355042800.0,1170600800.0
2037.0,1387229200.0,1357774300.0,1275013800.0,1420233300.0,1302871300.0,1132160600.0
2038.0,1342879900.0,1310190500.0,1243400400.0,1351664300.0,1252026800.0,1090499300.0
2039.0,1307457200.0,1259311600.0,1194147200.0,1285357700.0,1193270000.0,1053069760.0
2040.0,1263259900.0,1208146600.0,1139968500.0,1237896200.0,1122653800.0,1026898050.0
2041.0,1217770900.0,1165878800.0,1090897900.0,1204100700.0,1092736300.0,992549400.0
2042.0,1193838600.0,1125551400.0,1017121700.0,1167039100.0,1055543600.0,971212160.0
2043.0,1163573900.0,1086013000.0,971484540.0,1126538900.0,1016089800.0,946216260.0
2044.0,1133584100.0,1054472450.0,921684000.0,1110796000.0,964997570.0,913297200.0
2045.0,1095686100.0,1029415900.0,874184450.0,1076679200.0,936610400.0,894483900.0
2046.0,1067835000.0,995583940.0,847133250.0,1051014100.0,927000700.0,870324800.0
2047.0,1051965600.0,953172540.0,817213060.0,1041796030.0,898371000.0,850720640.0
2048.0,1033062500.0,925262000.0,782727100.0,1014495500.0,920459200.0,825869800.0
2049.0,1009273800.0,908639940.0,751547650.0,990594600.0,903282100.0,796222140.0
2050.0,997612900.0,884846140.0,727426940.0,973325000.0,880879200.0,768863740.0
2051.0,980936900.0,863640900.0,703696830.0,964689500.0,850313340.0,753857100.0
2052.0,961455200.0,870093400.0,693801100.0,940444860.0,833226050.0,733651460.0
2053.0,957313100.0,849712500.0,670611600.0,930613400.0,819981630.0,708391500.0
2054.0,941350140.0,831561900.0,660495100.0,916291200.0,807901300.0,687620160.0
2055.0,934682300.0,815049500.0,650349440.0,906787140.0,792204740.0,666079040.0
2056.0,921251200.0,798226400.0,624000500.0,896451600.0,814623600.0,650087940.0
2057.0,907849860.0,780372400.0,618996900.0,878008200.0,807720800.0,630663700.0
2058.0,906452100.0,763917500.0,612306800.0,864019600.0,785041860.0,610134460.0
2059.0,895516160.0,752691140.0,595110000.0,848988000.0,769882100.0,587015000.0
2060.0,895845800.0,740430200.0,598054900.0,830171800.0,759670400.0,573129660.0
2061.0,893804300.0,730353400.0,591941300.0,826383360.0,753179140.0,559862000.0
2062.0,888336400.0,719500000.0,576620500.0,817363800.0,742157060.0,544532600.0
2063.0,907629300.0,705740400.0,580709100.0,803917630.0,733787970.0,534199170.0
2064.0,905401860.0,692341400.0,571748160.0,794653300.0,726941200.0,521498600.0
2065.0,893869000.0,678859900.0,564158500.0,783630340.0,717095300.0,511636450.0
2066.0,880582300.0,674208500.0,556827260.0,774752800.0,788479600.0,506010850.0
2067.0,869233400.0,663550340.0,557721900.0,765889600.0,718756100.0,503375740.0
2068.0,857613250.0,657686000.0,551325950.0,761789600.0,708404200.0,491324770.0
2069.0,842680450.0,653874300.0,545182600.0,757772350.0,709317400.0,482830800.0
2070.0,829801100.0,648934100.0,538665800.0,757154300.0,696594400.0,478328000.0
2071.0,820231550.0,638468800.0,544054140.0,746938240.0,689525200.0,476421800.0
2072.0,812880640.0,631002500.0,537156350.0,740157100.0,685649600.0,469855400.0
2073.0,806654340.0,631780400.0,533484450.0,751508100.0,684000960.0,475873380.0
2074.0,794399170.0,625577600.0,543062140.0,743865100.0,677404200.0,474753760.0
2075.0,783308800.0,619680100.0,530231040.0,744016450.0,667072800.0,474159780.0
2076.0,773159100.0,615722240.0,527525400.0,745780540.0,661985150.0,492567420.0
2077.0,776861600.0,615076740.0,526034000.0,736391900.0,657863900.0,492858530.0
2078.0,778288640.0,619247100.0,521501440.0,730821600.0,654851840.0,495193760.0
2079.0,768425600.0,615528300.0,569007170.0,735909700.0,646919400.0,492664060.0
2080.0,760253700.0,618500300.0,534152350.0,728750200.0,644212860.0,485162430.0
2081.0,754163500.0,620074800.0,524353860.0,725454300.0,638175040.0,490222530.0
2082.0,760872300.0,624497540.0,554875600.0,722093760.0,633744300.0,486823400.0
2083.0,772249600.0,618169150.0,553718900.0,718710800.0,628044860.0,479715680.0
2084.0,770867260.0,627873100.0,535501400.0,712650940.0,628538050.0,482060380.0
2085.0,761423000.0,616478460.0,525915680.0,706471360.0,623425300.0,475321150.0
2086.0,756681860.0,605999300.0,522379300.0,704745200.0,617990850.0,476629730.0
2087.0,755059260.0,595468400.0,517469540.0,715958500.0,608785540.0,474871140.0
2088.0,746156350.0,601704500.0,511168100.0,710047040.0,605931260.0,469733630.0
2089.0,741984400.0,645064450.0,508202780.0,700882240.0,635515800.0,467206800.0
2090.0,739346750.0,605126000.0,499902240.0,705076300.0,607184450.0,464740670.0
2091.0,737102000.0,592156800.0,501932060.0,715038660.0,607678850.0,460854700.0
2092.0,734073860.0,594166460.0,488987200.0,738714700.0,611758140.0,460650880.0
2093.0,742591550.0,623075800.0,484838240.0,745220350.0,609134100.0,456387460.0
2094.0,747258560.0,599694340.0,498071600.0,737124100.0,637792600.0,454780830.0
2095.0,741862600.0,606107500.0,489222370.0,737381570.0,651592200.0,454902080.0
2096.0,764558340.0,610625700.0,516925980.0,750602750.0,634663800.0,453482800.0
2097.0,752053250.0,604071300.0,502393180.0,781954600.0,625990700.0,453921150.0
2098.0,752890560.0,632234240.0,498032160.0,816663700.0,647660350.0,492174460.0
2099.0,776565000.0,668057860.0,502392670.0,781321300.0,632635800.0,484053760.0
2100.0,754655550.0,634011500.0,493714270.0,773521300.0,624803500.0,486476030.0
2101.0,756085250.0,623480060.0,489088480.0,772816830.0,622482750.0,483973920.0
2102.0,791839500.0,614605950.0,491392640.0,766224300.0,626979700.0,479965060.0
2103.0,774270000.0,644854400.0,483398430.0,759320640.0,629411100.0,476609180.0
2104.0,784535940.0,632115100.0,480960830.0,752323000.0,646446000.0,468629820.0
2105.0,803952900.0,645977340.0,478348060.0,779723300.0,649070660.0,484185600.0
2106.0,804239740.0,646477060.0,499693820.0,912190900.0,644332860.0,472269020.0
2107.0,797320600.0,649143200.0,483696260.0,819793860.0,651210750.0,469684130.0
2108.0,816644860.0,660119230.0,470817150.0,784867800.0,656108900.0,462055650.0
2109.0,811913860.0,668856100.0,468559140.0,781263740.0,650193660.0,460944930.0
2110.0,849704800.0,661215900.0,466761000.0,778906750.0,647192900.0,458636640.0
2111.0,875482940.0,695035000.0,463236480.0,778000060.0,637546940.0,460056640.0
2112.0,886125000.0,705548200.0,462354460.0,787318140.0,626334000.0,457432200.0
2113.0,877704960.0,703383740.0,460581440.0,778342850.0,619137700.0,454105250.0
2114.0,924198500.0,714381760.0,457473120.0,776618700.0,614678900.0,458219550.0
2115.0,906429250.0,706358660.0,472034940.0,802147100.0,600911740.0,453622270.0
2116.0,899539800.0,716966460.0,458212600.0,828979140.0,633372100.0,452105730.0
2117.0,989225500.0,786212300.0,463227300.0,807595800.0,607141500.0,450173220.0
2118.0,919605600.0,792636540.0,460438620.0,811486140.0,590414000.0,448262370.0
2119.0,900385900.0,762354750.0,457058020.0,818298700.0,623516860.0,444158180.0
2120.0,910354750.0,780520640.0,482224480.0,830735550.0,684336100.0,448430340.0
2121.0,916432300.0,763114700.0,458152930.0,836260860.0,713388800.0,445024670.0
2122.0,926591700.0,748133250.0,462299170.0,838259400.0,656118900.0,447812900.0
2123.0,931822660.0,751686900.0,454954400.0,856805200.0,643511700.0,454026460.0
2124.0,941743000.0,783058750.0,456330500.0,851778240.0,628993150.0,449686800.0
2125.0,942750400.0,760014460.0,464830750.0,850656960.0,621125400.0,447819780.0
2126.0,935496770.0,749625200.0,456826850.0,846080640.0,614934140.0,445746180.0
2127.0,925916500.0,743391940.0,470870200.0,865159700.0,609398700.0,443912260.0
2128.0,958213100.0,750515260.0,461569950.0,906603500.0,611345500.0,442433820.0
2129.0,997187840.0,838302600.0,491791940.0,880434400.0,602607300.0,457121600.0
2130.0,1000807360.0,766132000.0,486374850.0,873548500.0,601281200.0,456325700.0
2131.0,1004701060.0,752368400.0,483676580.0,868126300.0,617436800.0,447526800.0
2132.0,998114940.0,758811500.0,480928670.0,858596030.0,606426940.0,451875260.0
2133.0,986698700.0,780897500.0,473732860.0,843788540.0,600152400.0,447815100.0
2134.0,982976200.0,798191700.0,469577250.0,843533100.0,594970700.0,447501020.0
2135.0,979851100.0,784805060.0,475082200.0,844897150.0,639955400.0,450136540.0
2136.0,984679550.0,776166340.0,463499230.0,840871100.0,617178940.0,447964740.0
2137.0,971979400.0,779969100.0,458171780.0,844053100.0,630978050.0,447089920.0
2138.0,972452300.0,833564700.0,469300860.0,884071800.0,614472770.0,449432160.0
2139.0,966053400.0,798833500.0,461023840.0,881201700.0,716560000.0,450264130.0
2140.0,961318600.0,817725900.0,461026460.0,872003700.0,707372000.0,447799360.0
2141.0,965194750.0,846754240.0,495360800.0,857832300.0,672131840.0,447031360.0
2142.0,954501600.0,864576700.0,482125000.0,865230140.0,655670500.0,451561250.0
2143.0,946359040.0,851877250.0,475770100.0,876381250.0,675957400.0,472755940.0
2144.0,953788540.0,857727740.0,514309250.0,876809000.0,663092000.0,451734750.0
2145.0,959514430.0,839943900.0,487353150.0,935183170.0,657112100.0,450473860.0
2146.0,961775360.0,887822140.0,517982460.0,1002584060.0,651713340.0,453776540.0
2147.0,961635900.0,882567230.0,535949280.0,946793900.0,651659100.0,467760860.0
2148.0,974924860.0,870709500.0,507440260.0,918102140.0,660366000.0,453481400.0
2149.0,965329660.0,872486460.0,506120770.0,937175230.0,668553900.0,475421600.0
2150.0,1002490400.0,887324100.0,519122140.0,975818700.0,671497100.0,459588740.0
2151.0,1037449900.0,864145000.0,508016200.0,944671500.0,745967940.0,489739360.0
2152.0,1049420860.0,909063400.0,527460600.0,939253500.0,714353100.0,471240160.0
2153.0,1024353100.0,873560600.0,514286460.0,967663170.0,705953500.0,468783000.0
2154.0,1102506000.0,902426940.0,511838140.0,979415000.0,757517800.0,465507840.0
2155.0,1116717000.0,914603500.0,533183870.0,994261400.0,726606850.0,462824260.0
2156.0,1112998900.0,907516350.0,533903460.0,1026282300.0,734421300.0,459789100.0
2157.0,1089650300.0,899131900.0,512793120.0,1013260740.0,801906240.0,457957860.0
2158.0,1096339800.0,923776960.0,519175970.0,1000173200.0,746018050.0,453869730.0
2159.0,1081817500.0,930601540.0,510736800.0,991451100.0,732014340.0,459326530.0
2160.0,1072632300.0,911781200.0,508093800.0,980508000.0,742762700.0,493522100.0
2161.0,1066745900.0,905950400.0,504081470.0,978063040.0,748330750.0,478022620.0
2162.0,1058818100.0,962125440.0,511982000.0,1011643260.0,757345900.0,475146560.0
2163.0,1064706500.0,967897150.0,502179520.0,982232640.0,764409000.0,503160960.0
2164.0,1101409000.0,945591000.0,497864800.0,966445630.0,750335700.0,500424900.0
2165.0,1060336500.0,927694660.0,501369920.0,968929800.0,804067600.0,496578780.0
2166.0,1048098000.0,933842200.0,498196130.0,956223360.0,792146000.0,510006940.0
2167.0,1041764200.0,920774200.0,493183260.0,956823100.0,865259100.0,494988300.0
2168.0,1038638460.0,913265540.0,493869980.0,976448300.0,874298750.0,506496000.0
2169.0,1031226200.0,963264200.0,490878660.0,965700030.0,839999800.0,492279070.0
2170.0,1026571970.0,945352400.0,532275300.0,977153860.0,814599230.0,491271330.0
2171.0,1019611300.0,968149900.0,501480960.0,974761000.0,817671100.0,498688670.0
2172.0,1026182500.0,948824400.0,517307680.0,970785500.0,880496260.0,486619000.0
2173.0,1054121860.0,1069290050.0,505206300.0,978546700.0,836805760.0,516064450.0
2174.0,1041522800.0,991531260.0,500171460.0,998069570.0,815929100.0,495535230.0
2175.0,1027377540.0,955150300.0,496643360.0,975606100.0,809252300.0,483509860.0
2176.0,1057677760.0,953711700.0,494476500.0,976299700.0,811350140.0,478245630.0
2177.0,1029440960.0,1043992450.0,541774850.0,993010370.0,806358400.0,471579600.0
2178.0,1024330240.0,1010440100.0,513978900.0,995973570.0,802080800.0,482014800.0
2179.0,1072084800.0,987717950.0,499736320.0,1028113540.0,813157200.0,475089000.0
2180.0,1106786600.0,1016469100.0,536847500.0,1029282240.0,813180600.0,474870500.0
2181.0,1104615200.0,975919700.0,529456770.0,1026029630.0,813136260.0,481118880.0
2182.0,1060093950.0,975986800.0,517023840.0,1023382500.0,837473600.0,511157250.0
2183.0,1052556400.0,974013400.0,551136900.0,1086066400.0,817408000.0,492468770.0
2184.0,1069492300.0,969199600.0,526215600.0,1057119300.0,850807000.0,493754700.0
2185.0,1096597500.0,961275400.0,519093340.0,1049316860.0,824251400.0,494815040.0
2186.0,1069199600.0,974335170.0,538438200.0,1115571500.0,816141630.0,497396450.0
2187.0,1062392500.0,1039908350.0,527312220.0,1082435700.0,807882050.0,492570880.0
2188.0,1056952260.0,982230600.0,520139680.0,1112716200.0,801107460.0,496634900.0
2189.0,1080078000.0,977740400.0,541702500.0,1173294800.0,805460700.0,492869150.0
2190.0,1125761400.0,969559500.0,523011000.0,1099965800.0,832607200.0,493646980.0
2191.0,1112245400.0,990075200.0,516631460.0,1077584000.0,844844000.0,491100030.0
2192.0,1084724100.0,1045431550.0,515949980.0,1115892500.0,843856200.0,492660350.0
2193.0,1095893500.0,1001224770.0,510584540.0,1086423000.0,996057660.0,484161100.0
2194.0,1101761000.0,990571600.0,518822850.0,1069812740.0,931426000.0,490903500.0
2195.0,1101813000.0,1032919940.0,516471700.0,1106992900.0,885363400.0,496223260.0
2196.0,1093877900.0,998294660.0,504947140.0,1080196700.0,880610300.0,498612200.0
2197.0,1089491100.0,999263550.0,517175400.0,1051925000.0,892557800.0,483473380.0
2198.0,1082513300.0,1013459260.0,501884300.0,1033930940.0,874019900.0,478484300.0
2199.0,1079620700.0,1025915100.0,500100100.0,1043622600.0,858892800.0,485503260.0
2200.0,1097599900.0,1029249700.0,496118460.0,1022902300.0,847901500.0,484233400.0
2201.0,1080502300.0,1057734700.0,490947400.0,1038908860.0,840175740.0,494246370.0
2202.0,1107923200.0,1022978500.0,488899650.0,1015512260.0,846069300.0,497658200.0
2203.0,1075350700.0,997872500.0,493522200.0,999531900.0,880024900.0,519377500.0
2204.0,1070513800.0,991081400.0,482805570.0,1009255740.0,833711040.0,508148300.0
2205.0,1067383900.0,1032021060.0,501839940.0,996465660.0,822635700.0,502951500.0
2206.0,1086955900.0,1067537660.0,500061000.0,990869950.0,943504600.0,498900740.0
2207.0,1088907600.0,983715300.0,489824740.0,995767230.0,885330000.0,497446100.0
2208.0,1072449800.0,969572160.0,526423260.0,1115057700.0,886594100.0,508807140.0
2209.0,1072948350.0,967852000.0,506241500.0,1072911360.0,860670460.0,507414500.0
2210.0,1104452200.0,985576500.0,509102460.0,1099886000.0,843623200.0,500694050.0
2211.0,1087345300.0,974903700.0,501705470.0,1047168830.0,856012350.0,511326880.0
2212.0,1077365600.0,989896260.0,499682700.0,1031256450.0,835180400.0,496922500.0
2213.0,1080397800.0,1000313600.0,493356540.0,1033082900.0,818638700.0,495381660.0
2214.0,1135572100.0,1059944300.0,489039070.0,1029887500.0,810183230.0,491249340.0
2215.0,1086377100.0,1016936300.0,485884000.0,1024136900.0,843695600.0,490833900.0
2216.0,1080282100.0,998500300.0,514993800.0,1039708860.0,805886200.0,491732700.0
2217.0,1115678800.0,1000492160.0,491043170.0,1096969200.0,795501800.0,495711840.0
2218.0,1095528000.0,999299460.0,504124130.0,1036106300.0,796173060.0,491445470.0
2219.0,1083289200.0,1024663360.0,497420800.0,1071479230.0,782249000.0,516335420.0
2220.0,1115664900.0,1097668500.0,500804130.0,1145176700.0,783965400.0,522406430.0
2221.0,1106291100.0,1070020160.0,490716480.0,1137632900.0,807305900.0,513202270.0
2222.0,1124161400.0,1056738600.0,488498940.0,1144649500.0,827035460.0,516243840.0
2223.0,1168983700.0,1041363300.0,499085630.0,1135090200.0,819073540.0,504656000.0
2224.0,1164974100.0,1054239400.0,486614000.0,1112635300.0,810265800.0,542491900.0
2225.0,1154801800.0,1144157800.0,496235600.0,1110212400.0,796174400.0,520554140.0
2226.0,1142174200.0,1114796400.0,485008000.0,1107798000.0,787264640.0,504470370.0
2227.0,1135452900.0,1100293200.0,493485630.0,1102252400.0,799431230.0,510486750.0
2228.0,1129818400.0,1153300900.0,490399550.0,1091163900.0,814809860.0,502406600.0
2229.0,1119683300.0,1149853200.0,489102080.0,1082328000.0,811177150.0,495621540.0
2230.0,1119275500.0,1124452400.0,525265500.0,1080042000.0,792174200.0,496445500.0
2231.0,1110348300.0,1138969700.0,500205700.0,1081911300.0,800536300.0,494950370.0
2232.0,1135500800.0,1133218400.0,498307740.0,1084873700.0,815136800.0,491123400.0
2233.0,1122249200.0,1125706200.0,502186300.0,1092194200.0,920049400.0,487441800.0
2234.0,1128292700.0,1131587200.0,492595700.0,1067365060.0,862517400.0,511814900.0
2235.0,1126486000.0,1124050300.0,492371100.0,1059246700.0,850632300.0,489250460.0
2236.0,1128388400.0,1121767000.0,488628800.0,1092695000.0,891634300.0,494470240.0
2237.0,1120647700.0,1131684500.0,493327300.0,1069148860.0,858942340.0,501645820.0
2238.0,1121883500.0,1153844700.0,639091900.0,1057236100.0,840297500.0,490420540.0
2239.0,1118360000.0,1137382700.0,560086700.0,1048690940.0,833425340.0,529768670.0
2240.0,1112367600.0,1131459200.0,526533380.0,1043469500.0,822621400.0,529686400.0
2241.0,1115914800.0,1151902800.0,539969800.0,1033389060.0,806751740.0,514328350.0
2242.0,1107151500.0,1167188100.0,531401570.0,1028069760.0,799520830.0,506689340.0
2243.0,1103998300.0,1207808900.0,547119900.0,1021086460.0,804743040.0,506005100.0
2244.0,1095267300.0,1150742700.0,533928900.0,1018335600.0,806893630.0,519264300.0
2245.0,1089597800.0,1137637400.0,540973700.0,1025190300.0,799993600.0,503011870.0
2246.0,1083295400.0,1135197300.0,531635780.0,1012980300.0,782225540.0,507455550.0
2247.0,1076659000.0,1134660900.0,529210900.0,1007580540.0,780499400.0,501658600.0
2248.0,1073930000.0,1130064600.0,530142100.0,1011816300.0,820511360.0,541405250.0
2249.0,1083044100.0,1115104900.0,526135700.0,1027983200.0,813664100.0,507368420.0
2250.0,1068874750.0,1124834600.0,528009630.0,1084319000.0,842029630.0,501728960.0
2251.0,1062684800.0,1129495800.0,521325100.0,1077217900.0,817291460.0,521358940.0
2252.0,1055065900.0,1135176800.0,517245100.0,1045707840.0,812182660.0,495915140.0
2253.0,1047771500.0,1117072500.0,512239650.0,1053879100.0,830489860.0,494781730.0
2254.0,1045975700.0,1104841900.0,512705380.0,1090307800.0,822804200.0,493169920.0
2255.0,1040185600.0,1147113600.0,506347100.0,1056416600.0,807847940.0,489167800.0
2256.0,1033027500.0,1220886900.0,498521630.0,1048130560.0,801395650.0,485796500.0
2257.0,1036947840.0,1189461100.0,496064260.0,1145765400.0,795111900.0,500444260.0
2258.0,1024209660.0,1183461600.0,490904740.0,1106882300.0,791059700.0,484113800.0
2259.0,1040492540.0,1169473200.0,483498180.0,1143968600.0,786247940.0,487040260.0
2260.0,1024715200.0,1194765300.0,488354700.0,1284800000.0,778059800.0,480904860.0
2261.0,1015641660.0,1175269200.0,478917500.0,1198677100.0,770439400.0,480801280.0
2262.0,1036320800.0,1247618200.0,475680800.0,1283512600.0,767584900.0,482566700.0
2263.0,1047971100.0,1212278700.0,488136900.0,1270231300.0,770628900.0,476729440.0
2264.0,1047928200.0,1180547500.0,477687940.0,1261384400.0,784165700.0,501172540.0
2265.0,1051808960.0,1213824900.0,478024600.0,1232680700.0,772328770.0,536549120.0
2266.0,1056185800.0,1177020000.0,476971970.0,1221452500.0,768174700.0,513861500.0
2267.0,1052868000.0,1175611900.0,491940900.0,1221803900.0,780290750.0,494432830.0
2268.0,1045992100.0,1212215700.0,480437340.0,1261309700.0,793615600.0,491870750.0
2269.0,1043679700.0,1214110600.0,483023200.0,1249543300.0,811377800.0,487731140.0
2270.0,1034326000.0,1194951800.0,473021250.0,1253146200.0,808418700.0,481766270.0
2271.0,1030189950.0,1183390600.0,469116770.0,1271218700.0,789931400.0,477991970.0
2272.0,1021344450.0,1177604700.0,474803700.0,1244256100.0,778766400.0,477323900.0
2273.0,1006333400.0,1166517200.0,466856700.0,1293138200.0,806993900.0,475481600.0
2274.0,996373400.0,1173631500.0,465081470.0,1244136400.0,777282800.0,477381760.0
2275.0,1021868540.0,1309145100.0,464658140.0,1253509900.0,773962400.0,473616220.0
2276.0,1000450100.0,1327160200.0,463528400.0,1239272300.0,763615040.0,508287330.0
2277.0,986956800.0,1278130700.0,465491940.0,1221625500.0,788355900.0,506079580.0
2278.0,999275400.0,1235215000.0,458139360.0,1211958300.0,919324800.0,496629820.0
2279.0,1019092800.0,1224401400.0,462459000.0,1212781600.0,787925200.0,514393380.0
2280.0,998911040.0,1221934300.0,460745660.0,1218503400.0,783357400.0,503284000.0
2281.0,989306100.0,1206234900.0,455607650.0,1196788900.0,778553150.0,500764580.0
2282.0,1021349060.0,1203369300.0,454218370.0,1196534400.0,771817200.0,495099700.0
2283.0,1005903300.0,1194053800.0,462580260.0,1197473200.0,764119940.0,494069020.0
2284.0,996507600.0,1196194300.0,454619680.0,1178524300.0,760588160.0,487166180.0
2285.0,1063456300.0,1209393500.0,452959500.0,1196007800.0,762992200.0,480978750.0
2286.0,1031866100.0,1191291400.0,452142200.0,1289822500.0,767288300.0,512449570.0
2287.0,1027114430.0,1183339000.0,450162720.0,1196249000.0,786769000.0,479089600.0
2288.0,1029123460.0,1207642100.0,450608640.0,1186321800.0,770090600.0,503553820.0
2289.0,1022090100.0,1236710400.0,459408350.0,1191384800.0,765855170.0,487532960.0
2290.0,1019870100.0,1204895900.0,447957220.0,1192344400.0,758141950.0,479636480.0
2291.0,1021962800.0,1194278500.0,451420640.0,1222140800.0,762778500.0,474846500.0
2292.0,1032338900.0,1218864400.0,446748640.0,1250408700.0,756115800.0,480296930.0
2293.0,1021226200.0,1222781600.0,443897470.0,1214159400.0,767294300.0,474222500.0
2294.0,1012534140.0,1204707200.0,442214340.0,1205485800.0,758160400.0,471492130.0
2295.0,1015617400.0,1201035100.0,440286620.0,1221401600.0,752906800.0,470168540.0
2296.0,1009701060.0,1224425500.0,444599650.0,1214449000.0,777022200.0,469272350.0
2297.0,1002140540.0,1212581600.0,441702900.0,1219775100.0,822605600.0,468228200.0
2298.0,999527700.0,1233550100.0,449018270.0,1210710100.0,828723800.0,483202180.0
2299.0,1017119360.0,1259469800.0,437926180.0,1222234500.0,910641150.0,481238700.0
2300.0,1004695040.0,1226833200.0,435553380.0,1210459100.0,873670600.0,504306140.0
