time,CESM2-WACCM,MRI-ESM2-0,IPSL-CM6A-LR,CANESM5,ACCESS-ESM1-5,ACCESS-CM2
2035.0,9886461000.0,9784982000.0,9913789000.0,9684446000.0,9950944000.0,9886672000.0
2036.0,9869949000.0,9754706000.0,9898438000.0,9634609000.0,9935671000.0,9872290000.0
2037.0,9843393000.0,9712162000.0,9876516000.0,9571479000.0,9926878000.0,9853801000.0
2038.0,9814462000.0,9678516000.0,9858437000.0,9481035000.0,9925004000.0,9833971000.0
2039.0,9790577000.0,9634929000.0,9834882000.0,9404036000.0,9927110000.0,9813939000.0
2040.0,9758506000.0,9608115000.0,9807114000.0,9303207000.0,9903394000.0,9779529000.0
2041.0,9717189000.0,9546485000.0,9778137000.0,9222602000.0,9893293000.0,9733711000.0
2042.0,9687249000.0,9507010000.0,9762186000.0,9129515000.0,9867503000.0,9704014000.0
2043.0,9670638000.0,9446020000.0,9746771000.0,9040243000.0,9852026000.0,9666937000.0
2044.0,9640659000.0,9411655000.0,9733350000.0,8894071000.0,9832443000.0,9635351000.0
2045.0,9614139000.0,9341581000.0,9714403000.0,8750418000.0,9814873000.0,9605884000.0
2046.0,9579400000.0,9266344000.0,9699141000.0,8631169000.0,9803102000.0,9557023000.0
2047.0,9533484000.0,9201193000.0,9676293000.0,8499049500.0,9788848000.0,9523258000.0
2048.0,9492584000.0,9128140000.0,9641110000.0,8384621600.0,9775004000.0,9432908000.0
2049.0,9449659000.0,9092056000.0,9605628000.0,8253717000.0,9767991000.0,9379678000.0
2050.0,9410051000.0,8989677000.0,9583680000.0,8140023000.0,9762541000.0,9306135000.0
2051.0,9365422000.0,8907798000.0,9524479000.0,8024333300.0,9753806000.0,9240052000.0
2052.0,9313596000.0,8857260000.0,9505044000.0,7947570700.0,9750155000.0,9160788000.0
2053.0,9279661000.0,8776523000.0,9465112000.0,7839399000.0,9733774000.0,9103094000.0
2054.0,9244926000.0,8701317000.0,9422247000.0,7720424000.0,9723015000.0,9030230000.0
2055.0,9209828000.0,8665311000.0,9371972000.0,7610743300.0,9715901000.0,8981874000.0
2056.0,9171210000.0,8603658000.0,9334273000.0,7505603600.0,9717337000.0,8898732000.0
2057.0,9134766000.0,8525455400.0,9292842000.0,7379912000.0,9763719000.0,8806779000.0
2058.0,9086153000.0,8486993000.0,9262844000.0,7272417300.0,9758475000.0,8724874000.0
2059.0,9045195000.0,8430619600.0,9205119000.0,7090440700.0,9728104000.0,8666959000.0
2060.0,9013546000.0,8409621000.0,9170417000.0,6946470400.0,9712303000.0,8590504000.0
2061.0,8982350000.0,8344566300.0,9131320000.0,6815300600.0,9693149000.0,8522955000.0
2062.0,8914557000.0,8298732500.0,9050008000.0,6692788000.0,9718153000.0,8453479400.0
2063.0,8896573000.0,8265315300.0,8999139000.0,6574761000.0,9709948000.0,8399345000.0
2064.0,8867367000.0,8240047000.0,8943003000.0,6425792000.0,9735246000.0,8305992700.0
2065.0,8830996000.0,8206487600.0,8905178000.0,6306533400.0,9714913000.0,8228541400.0
2066.0,8789884000.0,8167354400.0,8859446000.0,6189015600.0,9707960000.0,8182454000.0
2067.0,8741128000.0,8136527400.0,8774456000.0,6033865000.0,9692350000.0,8104685000.0
2068.0,8702864000.0,8072940500.0,8719919000.0,5939427300.0,9660425000.0,8039848000.0
2069.0,8696575000.0,8012267000.0,8699394000.0,5827405000.0,9637557000.0,7979411000.0
2070.0,8695087000.0,7953502700.0,8655032000.0,5737891300.0,9617377000.0,7931498500.0
2071.0,8685358000.0,7932939300.0,8616961000.0,5649031000.0,9594871000.0,7866689000.0
2072.0,8642265000.0,7897419000.0,8557236000.0,5523880400.0,9544587000.0,7797586400.0
2073.0,8642218000.0,7867047400.0,8520500000.0,5449960400.0,9516697000.0,7740185600.0
2074.0,8598990000.0,7812268000.0,8510020000.0,5336906000.0,9512897000.0,7699363000.0
2075.0,8580865000.0,7767072300.0,8477568500.0,5275908600.0,9484553000.0,7660345300.0
2076.0,8565599700.0,7735869000.0,8421355000.0,5159946000.0,9472835000.0,7602519600.0
2077.0,8567370000.0,7717044000.0,8380244500.0,5092265500.0,9449396000.0,7536828400.0
2078.0,8532367400.0,7697573000.0,8311521300.0,4956299000.0,9406190000.0,7487964000.0
2079.0,8545959400.0,7655654400.0,8287603700.0,4863901000.0,9381415000.0,7402051000.0
2080.0,8519437000.0,7651325400.0,8242100000.0,4746757600.0,9377854000.0,7348079000.0
2081.0,8517589000.0,7592649000.0,8215800000.0,4638523400.0,9350516000.0,7311515000.0
2082.0,8639762000.0,7593365000.0,8148384300.0,4566544000.0,9313026000.0,7277738000.0
2083.0,8521284600.0,7563171000.0,8112500700.0,4464506400.0,9272765000.0,7187633700.0
2084.0,8461498000.0,7534419500.0,8077458000.0,4369819000.0,9270275000.0,7135794000.0
2085.0,8449181000.0,7519821000.0,8015432700.0,4277645000.0,9248427000.0,7085607000.0
2086.0,8442822700.0,7562854400.0,7987307000.0,4208327200.0,9233085000.0,7039319600.0
2087.0,8432450000.0,7497188400.0,7963717000.0,4138256400.0,9224651000.0,6979188700.0
2088.0,8442162000.0,7444826600.0,7911230500.0,4035665200.0,9201973000.0,6876573000.0
2089.0,8465961500.0,7435344000.0,7894536000.0,3963739000.0,9185960000.0,6844016000.0
2090.0,8438387700.0,7418401300.0,7852848000.0,3904801800.0,9179932000.0,6785245000.0
2091.0,8427737600.0,7409911300.0,7815913000.0,3815864300.0,9152712000.0,6743444500.0
2092.0,8407595500.0,7406641000.0,7734732000.0,3761284000.0,9137410000.0,6654102500.0
2093.0,8386906600.0,7414028300.0,7685649400.0,3684690400.0,9117752000.0,6585878500.0
2094.0,8396281300.0,7360016000.0,7649409500.0,3635971000.0,9113266000.0,6508514300.0
2095.0,8384776700.0,7340673500.0,7632563000.0,3611006500.0,9114082000.0,6409595400.0
2096.0,8383488500.0,7360837000.0,7603533300.0,3526923300.0,9103943000.0,6336903000.0
2097.0,8446906000.0,7343124000.0,7569046500.0,3426878700.0,9092187000.0,6280167400.0
2098.0,8390768000.0,7377559000.0,7553249300.0,3341106700.0,9093388000.0,6215875600.0
2099.0,8401187000.0,7325105700.0,7489448400.0,3260223000.0,9070235000.0,6168286700.0
2100.0,8368210000.0,7305108000.0,7468862000.0,3158606800.0,9050409000.0,6112217600.0
2101.0,8505038000.0,7334507500.0,7435671000.0,3074861300.0,9030808000.0,6076101000.0
2102.0,8419802000.0,7335874600.0,7391798300.0,2996416800.0,9016255000.0,6034843000.0
2103.0,8352784000.0,7369470000.0,7363546000.0,2942380000.0,9025294000.0,5963026000.0
2104.0,8346084000.0,7443563000.0,7333067300.0,2880636000.0,9001169000.0,5931628500.0
2105.0,8339875000.0,7335910000.0,7299053600.0,2844044000.0,8990907000.0,5881198600.0
2106.0,8330446300.0,7400300000.0,7259524600.0,2795271700.0,8983382000.0,5836017700.0
2107.0,8321517000.0,7326437000.0,7244299000.0,2726862300.0,8960287000.0,5793245000.0
2108.0,8331417000.0,7353327000.0,7223261000.0,2675052000.0,8957300000.0,5728312000.0
2109.0,8322639400.0,7361097000.0,7185571300.0,2624232700.0,8933819000.0,5666656000.0
2110.0,8310874600.0,7341977600.0,7149182500.0,2594430500.0,8927719000.0,5580439000.0
2111.0,8319747600.0,7379755500.0,7108463000.0,2527980500.0,8903399000.0,5524459500.0
2112.0,8306010000.0,7354277000.0,7090694700.0,2456489500.0,8870103000.0,5462225400.0
2113.0,8291945500.0,7353912300.0,7075349500.0,2396277800.0,8849900000.0,5391711000.0
2114.0,8286861000.0,7363076000.0,7054914000.0,2331200500.0,8824548000.0,5343627000.0
2115.0,8311263000.0,7576776000.0,7031219700.0,2295046400.0,8799970000.0,5287547400.0
2116.0,8299676700.0,7433922600.0,7001597000.0,2272716300.0,8794762000.0,5257262000.0
2117.0,8298843000.0,7510264000.0,6958145000.0,2202790100.0,8788469000.0,5187237000.0
2118.0,8308532700.0,7492025000.0,6913157000.0,2171118600.0,8770274000.0,5171792400.0
2119.0,8307425300.0,7461390000.0,6885893600.0,2111059500.0,8753418000.0,5127422500.0
2120.0,8301701600.0,7433727500.0,6838158300.0,2065185400.0,8737600000.0,5105873400.0
2121.0,8310537700.0,7443512000.0,6834072000.0,2011268500.0,8718675000.0,5041965000.0
2122.0,8298730500.0,7424635400.0,6787264000.0,1981013500.0,8683006000.0,4986854400.0
2123.0,8298107400.0,7450149400.0,6759651300.0,1957913300.0,8669913000.0,4944924700.0
2124.0,8296270300.0,7551768000.0,6741583400.0,1907150100.0,8638504000.0,4896713700.0
2125.0,8287397000.0,7533742600.0,6703116000.0,1884908900.0,8615770000.0,4829601300.0
2126.0,8293986300.0,8097532400.0,6685490000.0,1868473600.0,8601668000.0,4782895000.0
2127.0,8303281700.0,7661758000.0,6649013000.0,1818950700.0,8568437000.0,4720205300.0
2128.0,8308202500.0,7704768500.0,6616603000.0,1800254200.0,8565191000.0,4650082300.0
2129.0,8301089000.0,7623840000.0,6581066000.0,1772557300.0,8541266000.0,4637960000.0
2130.0,8300791000.0,7595505000.0,6575432000.0,1768413700.0,8537471500.0,4577122300.0
2131.0,8294510600.0,7801693000.0,6565150700.0,1716102900.0,8526916600.0,4538201600.0
2132.0,8519635000.0,7741044700.0,6516481500.0,1694066200.0,8493652000.0,4498100000.0
2133.0,8397819400.0,7642497500.0,6472433700.0,1653953900.0,8469972500.0,4481222700.0
2134.0,8348416000.0,8049939000.0,6453997600.0,1640596700.0,8458858500.0,4439329000.0
2135.0,8329485300.0,8091041000.0,6439739400.0,1615627500.0,8431200000.0,4425230000.0
2136.0,8326482400.0,8301563000.0,6416824000.0,1589174800.0,8415654000.0,4362708000.0
2137.0,8328067600.0,8171904000.0,6405254000.0,1581852400.0,8394370600.0,4337591000.0
2138.0,8462916000.0,8335226400.0,6387311000.0,1545978200.0,8362280400.0,4303761000.0
2139.0,8471566000.0,8341041700.0,6351289000.0,1530139400.0,8351832600.0,4290643200.0
2140.0,8432886000.0,8309409300.0,6318370300.0,1511693300.0,8349225000.0,4282045700.0
2141.0,8442751500.0,8259159600.0,6283230700.0,1469993500.0,8308082000.0,4208792600.0
2142.0,8455344000.0,8384581000.0,6278846500.0,1441580800.0,8295339500.0,4193798100.0
2143.0,8411915000.0,8355159000.0,6274976300.0,1426250900.0,8286650400.0,4184076500.0
2144.0,8406580700.0,8458956000.0,6247011300.0,1398150000.0,8266723300.0,4164620300.0
2145.0,8395220500.0,8349948400.0,6198528500.0,1361725800.0,8284747300.0,4129624800.0
2146.0,8393673700.0,8318890000.0,6186224600.0,1344783600.0,8268290000.0,4101936000.0
2147.0,8444892000.0,8369582600.0,6177821000.0,1326757400.0,8246737400.0,4077844000.0
2148.0,8525058600.0,8291409000.0,6167176000.0,1301104500.0,8244008000.0,4053849600.0
2149.0,8535845400.0,8315541500.0,6161479700.0,1270020200.0,8215902700.0,4002463000.0
2150.0,8512209400.0,8342188500.0,6152876500.0,1245360400.0,8209164300.0,3978955000.0
2151.0,8497099000.0,8307681300.0,6127932000.0,1229595800.0,8189527000.0,4000594400.0
2152.0,8506341400.0,8309587500.0,6100516000.0,1212822000.0,8171389000.0,3939579600.0
2153.0,8513450500.0,8426257000.0,6111255000.0,1185368400.0,8165958700.0,3919352800.0
2154.0,8501024000.0,8382106600.0,6067785700.0,1167637400.0,8195528000.0,3872425500.0
2155.0,8518970400.0,8772133000.0,6048968700.0,1130854300.0,8153105000.0,3865123300.0
2156.0,8513382400.0,8879001000.0,6019348500.0,1118669000.0,8152132600.0,3844441900.0
2157.0,8583496000.0,8675415000.0,6001137700.0,1087498600.0,8198452000.0,3795604000.0
2158.0,8577977000.0,8602428000.0,5993137700.0,1083532000.0,8151226400.0,3787651000.0
2159.0,8565722000.0,8510739500.0,6004622300.0,1061437500.0,8132278300.0,3787942700.0
2160.0,8555022000.0,8697354000.0,5980511000.0,1032486340.0,8128479000.0,3752882700.0
2161.0,8551301600.0,8628480000.0,5968711700.0,1023617540.0,8122744300.0,3745172500.0
2162.0,8566710000.0,8574718000.0,5953434000.0,1008667100.0,8112700400.0,3728996400.0
2163.0,8561934000.0,8563327000.0,5953276000.0,993738000.0,8091980300.0,3685325800.0
2164.0,8573090300.0,8647135000.0,5929812000.0,969022900.0,8077435000.0,3679718000.0
2165.0,8597511000.0,8602051000.0,5915496000.0,959468900.0,8133028000.0,3640130000.0
2166.0,8599047000.0,8912758000.0,5890431500.0,940900860.0,8077135400.0,3622092500.0
2167.0,8698094000.0,8904525000.0,5885764000.0,938360060.0,8067122700.0,3586138600.0
2168.0,8666929000.0,9099798000.0,5852553700.0,923175300.0,8067487000.0,3563752000.0
2169.0,8640585000.0,8883231000.0,5840213000.0,897962750.0,8056860700.0,3542499000.0
2170.0,8637076000.0,9026888000.0,5823003000.0,887224500.0,8047917600.0,3514746000.0
2171.0,8649449000.0,9701414000.0,5807186000.0,878140860.0,8062731300.0,3483455500.0
2172.0,8644495000.0,9151942000.0,5794844000.0,852438100.0,8040179700.0,3457837600.0
2173.0,8655797000.0,8979410000.0,5791287000.0,850282600.0,8036562000.0,3436834300.0
2174.0,8751427000.0,9112431000.0,5776727600.0,836013800.0,8034662400.0,3429356800.0
2175.0,8698930000.0,9372208000.0,5770373000.0,829268740.0,8024077300.0,3380941300.0
2176.0,8723429000.0,9659060000.0,5756760600.0,816028160.0,8009660400.0,3368300500.0
2177.0,8727544000.0,9290512000.0,5764395500.0,786908860.0,7991328300.0,3324477000.0
2178.0,8755603000.0,9270263000.0,5741725700.0,788697660.0,7984729600.0,3285307400.0
2179.0,8758888000.0,9449418000.0,5738747400.0,787771970.0,7962856400.0,3274528000.0
2180.0,8863974000.0,9271818000.0,5712691000.0,787744260.0,7948350000.0,3265194800.0
2181.0,8835864000.0,9250236000.0,5705604000.0,779615940.0,7938161700.0,3243055900.0
2182.0,8925378000.0,9256441000.0,5697644500.0,747365400.0,7914187000.0,3215964200.0
2183.0,8863819000.0,9454136000.0,5690511400.0,752925800.0,7912234500.0,3193675800.0
2184.0,8851586000.0,9319222000.0,5687521000.0,753932600.0,7891951000.0,3177170000.0
2185.0,8864261000.0,9344404000.0,5688397300.0,742910660.0,7886487600.0,3128977000.0
2186.0,8838655000.0,9402201000.0,5660319000.0,745650400.0,7864847000.0,3120589800.0
2187.0,8904898000.0,9466333000.0,5657793000.0,735176960.0,7860868000.0,3133143600.0
2188.0,8903826000.0,9378962000.0,5643791000.0,818470850.0,7844978000.0,3089599500.0
2189.0,8938521000.0,9403831000.0,5651242000.0,721008600.0,7836186600.0,3122401500.0
2190.0,9062097000.0,9613699000.0,5648876000.0,712122000.0,7821936600.0,3115554600.0
2191.0,9061380000.0,9440849000.0,5629468000.0,732699650.0,7803589000.0,3044174000.0
2192.0,9056191000.0,9521120000.0,5627911700.0,711955800.0,7792237600.0,3064416500.0
2193.0,9131315000.0,9539504000.0,5611612700.0,706630300.0,7777787400.0,3012368600.0
2194.0,9207949000.0,9746485000.0,5602381300.0,680425100.0,7761338000.0,2945703000.0
2195.0,9124924000.0,9878669000.0,5588889000.0,684129800.0,7754926600.0,2942078500.0
2196.0,9134247000.0,10087144000.0,5583735300.0,679218050.0,7760428000.0,2926641700.0
2197.0,9526399000.0,10089524000.0,5582184000.0,671848500.0,7825409500.0,2878246400.0
2198.0,9497862000.0,10010621000.0,5569673000.0,671359100.0,7781846500.0,2866677200.0
2199.0,9412758000.0,10041120000.0,5564486700.0,664464060.0,7744682000.0,2834461200.0
2200.0,9404844000.0,10294122000.0,5545722400.0,667213630.0,7711163400.0,2815723500.0
2201.0,9363725000.0,9972071000.0,5540199400.0,645055200.0,7707051000.0,2789798700.0
2202.0,9279883000.0,9897502000.0,5538072600.0,628919700.0,7695739400.0,2747337200.0
2203.0,9413359000.0,10026035000.0,5540595700.0,620511600.0,7691424000.0,2731039500.0
2204.0,9319416000.0,10041731000.0,5548951600.0,620430200.0,7666011600.0,2730007300.0
2205.0,9318331000.0,10014309000.0,5503226400.0,620550900.0,7646570500.0,2702307800.0
2206.0,9360675000.0,10011715000.0,5496069600.0,605335900.0,7638076400.0,2683955500.0
2207.0,9384090000.0,10454147000.0,5494833000.0,589097860.0,7626068500.0,2662803200.0
2208.0,9376688000.0,10221951000.0,5492773000.0,597657100.0,7618388500.0,2645165600.0
2209.0,9512209000.0,10385031000.0,5475803600.0,588613400.0,7594599400.0,2638062600.0
2210.0,9443389000.0,10502544000.0,5468200400.0,580382460.0,7586199000.0,2629272300.0
2211.0,9426386000.0,10256012000.0,5462876000.0,575144770.0,7577878500.0,2574534700.0
2212.0,9442702000.0,10253855000.0,5446062000.0,572997500.0,7568561700.0,2563749600.0
2213.0,9511182000.0,10304250000.0,5443268000.0,573326500.0,7562669600.0,2553124900.0
2214.0,9479686000.0,10538085000.0,5429187000.0,573861000.0,7539562500.0,2536093000.0
2215.0,9502844000.0,10276018000.0,5426280000.0,549959700.0,7527120400.0,2511331800.0
2216.0,9518913000.0,10962575000.0,5419072000.0,540011500.0,7526120000.0,2493798400.0
2217.0,9523907000.0,10521669000.0,5424939000.0,538629700.0,7554550000.0,2477007000.0
2218.0,9550100000.0,10350037000.0,5386841600.0,537839900.0,7588372500.0,2457673500.0
2219.0,9577769000.0,10342998000.0,5385971000.0,537445060.0,7526006000.0,2456462600.0
2220.0,9582265000.0,10403452000.0,5370166300.0,527811520.0,7504722400.0,2495889200.0
2221.0,9589563000.0,10341589000.0,5361922600.0,521305820.0,7497375000.0,2434493700.0
2222.0,9611403000.0,10674966000.0,5360432600.0,521159100.0,7482000400.0,2428257500.0
2223.0,9609465000.0,10939960000.0,5356064300.0,505044580.0,7477413400.0,2404118800.0
2224.0,9632981000.0,10760300000.0,5342231000.0,495765900.0,7481496600.0,2399857200.0
2225.0,9687570000.0,10657308000.0,5341585000.0,493076030.0,7457663500.0,2370998000.0
2226.0,9660036000.0,10455490000.0,5336967000.0,483556540.0,7450703400.0,2369999400.0
2227.0,9689422000.0,10454555000.0,5328312000.0,474255500.0,7444730400.0,2364425200.0
2228.0,9694080000.0,10466584000.0,5353734000.0,464530780.0,7436950000.0,2374602200.0
2229.0,9712997000.0,10730047000.0,5313371600.0,462088830.0,7435589600.0,2360149500.0
2230.0,9722748000.0,10508193000.0,5300537300.0,459616320.0,7427676700.0,2304170800.0
2231.0,9730464000.0,10522409000.0,5285098500.0,436819780.0,7443499500.0,2295948800.0
2232.0,9760675000.0,10530891000.0,5282393000.0,430124320.0,7410643500.0,2282460400.0
2233.0,9772231000.0,10523449000.0,5282401300.0,429632320.0,7537223700.0,2275722500.0
2234.0,9785894000.0,10537180000.0,5291566600.0,420774620.0,7527075000.0,2254737200.0
2235.0,9867266000.0,10534217000.0,5280815600.0,419256350.0,7559473700.0,2237687000.0
2236.0,9809424000.0,10536873000.0,5274896400.0,419105200.0,7488075300.0,2206867700.0
2237.0,9815551000.0,10559692000.0,5274140000.0,410256770.0,7441650000.0,2202881800.0
2238.0,9874206000.0,10909107000.0,5273491000.0,396828060.0,7413576000.0,2191386400.0
2239.0,9863665000.0,10890392000.0,5273066000.0,393342500.0,7515099000.0,2175497200.0
2240.0,9934370000.0,10899229000.0,5254960600.0,383647600.0,7416566300.0,2152060400.0
2241.0,9924657000.0,10787757000.0,5255779000.0,383438720.0,7538255000.0,2112339000.0
2242.0,9916462000.0,10756317000.0,5242014700.0,373528420.0,7404841500.0,2106020700.0
2243.0,10021635000.0,10705988000.0,5226103300.0,431614370.0,7399373300.0,2080118900.0
2244.0,9996280000.0,10724878000.0,5226663000.0,386249150.0,7390551600.0,2090673300.0
2245.0,9989492000.0,10705694000.0,5224335400.0,376208670.0,7381880000.0,2084076500.0
2246.0,9991284000.0,10708600000.0,5224016400.0,364580960.0,7362422300.0,2078574200.0
2247.0,9992091000.0,10722846000.0,5368614400.0,363243400.0,7357468700.0,2062248600.0
2248.0,10004806000.0,10731010000.0,5231928300.0,366657150.0,7345230300.0,2078136800.0
2249.0,10033918000.0,10744025000.0,5239686000.0,360314560.0,7337533400.0,2033420300.0
2250.0,10143303000.0,10748935000.0,5226958300.0,338846000.0,7354751000.0,2032622800.0
2251.0,10104263000.0,10971986000.0,5238367700.0,337460830.0,7316111400.0,2042485500.0
2252.0,10116485000.0,11280459000.0,5209367600.0,340148350.0,7309755400.0,1990817000.0
2253.0,10116664000.0,11192011000.0,5201122300.0,338586700.0,7309074000.0,1986563300.0
2254.0,10125965000.0,11046661000.0,5189810000.0,337544200.0,7308642000.0,1964935400.0
2255.0,10148230000.0,10940445000.0,5188172300.0,370267070.0,7558914000.0,1946353500.0
2256.0,10130905000.0,10926282000.0,5183125000.0,357343500.0,7476695000.0,1943313900.0
2257.0,10210326000.0,10917255000.0,5185937000.0,342465340.0,7390810600.0,1956841100.0
2258.0,10170468000.0,10916941000.0,5177893400.0,340878900.0,7371228000.0,1928068900.0
2259.0,10166034000.0,10957961000.0,5176061000.0,350604160.0,7353830000.0,1901089200.0
2260.0,10390728000.0,11150389000.0,5190309400.0,330902200.0,7349096400.0,1898282500.0
2261.0,10303320000.0,10982446000.0,5179496000.0,327574980.0,7303413000.0,1888457900.0
2262.0,10444307000.0,10972605000.0,5180331500.0,326370940.0,7301729300.0,1874581500.0
2263.0,10265992000.0,10986916000.0,5170923500.0,325440600.0,7306295300.0,1831791100.0
2264.0,10254166000.0,10994348000.0,5208161000.0,324660800.0,7302589000.0,1830014500.0
2265.0,10269427000.0,11001608000.0,5196258000.0,341361820.0,7301964000.0,1820101900.0
2266.0,10275071000.0,11134185000.0,5161249300.0,326553250.0,7285552600.0,1807553800.0
2267.0,10299716000.0,11162990000.0,5143447000.0,311667680.0,7281727500.0,1800192800.0
2268.0,10307252000.0,11065681000.0,5253366300.0,305858500.0,7262247000.0,1779373600.0
2269.0,10311798000.0,11080649000.0,5225556500.0,303605440.0,7273444400.0,1775532400.0
2270.0,10324760000.0,11083680000.0,5173542000.0,299529400.0,7326791000.0,1767617300.0
2271.0,10342532000.0,11100431000.0,5164421600.0,303577250.0,7277704700.0,1734239400.0
2272.0,10348425000.0,11112419000.0,5157761000.0,299318240.0,7298292000.0,1721958100.0
2273.0,10403537000.0,11178547000.0,5159190000.0,299399330.0,7265877500.0,1707097500.0
2274.0,10371500000.0,11135618000.0,5157076000.0,305601280.0,7262754000.0,1703215700.0
2275.0,10387611000.0,11149702000.0,5156562000.0,291991740.0,7253737000.0,1696206100.0
2276.0,10390523000.0,11301669000.0,5149620700.0,290260800.0,7247058400.0,1694050300.0
2277.0,10408217000.0,11187455000.0,5147609600.0,289387840.0,7226240000.0,1657924000.0
2278.0,10413439000.0,11201564000.0,5143429000.0,289438750.0,7241079300.0,1641855600.0
2279.0,10424456000.0,11218538000.0,5138022000.0,284956740.0,7362583600.0,1637599700.0
2280.0,10431648000.0,11246258000.0,5114020000.0,282998980.0,7233975300.0,1637718500.0
2281.0,10440211000.0,11245978000.0,5107015700.0,282941570.0,7218120000.0,1636027300.0
2282.0,10448560000.0,11290831000.0,5110271500.0,275337440.0,7216866000.0,1636147200.0
2283.0,10452450000.0,11290095000.0,5132260400.0,266957170.0,7210253000.0,1630150400.0
2284.0,10457363000.0,11314011000.0,5113366500.0,266817470.0,7199123000.0,1641578600.0
2285.0,10467797000.0,11360611000.0,5112134000.0,266648050.0,7198445600.0,1613327100.0
2286.0,10473919000.0,11431626000.0,5108018700.0,267907620.0,7197575700.0,1578457300.0
2287.0,10495713000.0,11379115000.0,5097598000.0,266453310.0,7209332700.0,1575461100.0
2288.0,10498410000.0,11390218000.0,5098908000.0,266085380.0,7207857000.0,1573788300.0
2289.0,10506218000.0,11397942000.0,5096870400.0,262212850.0,7193186300.0,1564446300.0
2290.0,10511676000.0,11393439000.0,5076615700.0,260671520.0,7209887000.0,1563434400.0
2291.0,10519282000.0,11411905000.0,5076164000.0,250999460.0,7200511500.0,1562806000.0
2292.0,10526352000.0,11431336000.0,5076340700.0,250329980.0,7188767000.0,1551694700.0
2293.0,10544511000.0,11455864000.0,5071207400.0,250044980.0,7268660700.0,1565558100.0
2294.0,10558058000.0,11469172000.0,5081889300.0,250085660.0,7242274300.0,1551259400.0
2295.0,10563694000.0,11488725000.0,5053079000.0,242957180.0,7189777400.0,1538461400.0
2296.0,10568408000.0,11497819000.0,5037672000.0,240736340.0,7188753400.0,1523765600.0
