time,MRI-ESM2-0,KACE-1-0-G,MPI-ESM1-2-HR,GFDL-ESM4,CANESM5,EC-EARTH3,CESM2-WACCM,TAIESM1,MIROC6,UKESM1-0-LL,CNRM-ESM2-1,IPSL-CM6A-LR,CNRM-CM6-1
2037.0,39360733000.0,39218510000.0,39695655000.0,39965508000.0,38493954000.0,37893902000.0,39637550000.0,39008395000.0,39251374000.0,39009137000.0,39851766000.0,39853494000.0,40052060000.0
2038.0,39617815000.0,39060150000.0,39602450000.0,39840580000.0,38423980000.0,37694677000.0,39640887000.0,38833422000.0,39398375000.0,38782440000.0,39342220000.0,39626850000.0,39887350000.0
2039.0,39268876000.0,38876770000.0,39569605000.0,39944260000.0,38181740000.0,37417624000.0,39504335000.0,38896947000.0,39234064000.0,38686126000.0,39228125000.0,39819340000.0,41192243000.0
2040.0,39560090000.0,38664008000.0,39541500000.0,39771353000.0,37923270000.0,37059326000.0,39426765000.0,38556574000.0,38986654000.0,38427320000.0,39127950000.0,39458320000.0,40831650000.0
2041.0,39110234000.0,38556120000.0,39430857000.0,39682413000.0,37721160000.0,36718367000.0,39247364000.0,38359060000.0,38834418000.0,38261330000.0,39253970000.0,39313840000.0,40371827000.0
2042.0,39007120000.0,38334680000.0,39426120000.0,39571603000.0,37450473000.0,36355334000.0,39159407000.0,38124065000.0,38673220000.0,37961114000.0,38953610000.0,39170875000.0,39840043000.0
2043.0,38860310000.0,38161863000.0,39394976000.0,39484334000.0,37301750000.0,36013048000.0,39077695000.0,37879054000.0,38555550000.0,37697073000.0,38865674000.0,39051993000.0,39816753000.0
2044.0,38686470000.0,38041350000.0,39245310000.0,39380470000.0,36931432000.0,35628966000.0,38993750000.0,37535320000.0,38384200000.0,37401633000.0,38671557000.0,38971785000.0,41058230000.0
2045.0,38646740000.0,37801255000.0,39484277000.0,39605666000.0,36475625000.0,35311673000.0,39105320000.0,37262990000.0,38360210000.0,37083770000.0,38466634000.0,38847853000.0,39956193000.0
2046.0,38600630000.0,37627466000.0,39186915000.0,39289400000.0,36177350000.0,36266540000.0,38722548000.0,36853715000.0,38182820000.0,36808266000.0,38427144000.0,38677365000.0,40678126000.0
2047.0,38375354000.0,37364208000.0,39072190000.0,39190380000.0,35825570000.0,34837120000.0,38662380000.0,36501720000.0,38076620000.0,36453850000.0,38373646000.0,38503950000.0,39943442000.0
2048.0,38052782000.0,37106080000.0,38956000000.0,39077860000.0,35498803000.0,34390974000.0,38457352000.0,36129810000.0,37910348000.0,36134730000.0,38178947000.0,38371760000.0,39818370000.0
2049.0,37857833000.0,36825540000.0,38931046000.0,39035050000.0,35377787000.0,33854478000.0,38305780000.0,35776123000.0,37714317000.0,35987050000.0,38209680000.0,38187910000.0,39626720000.0
2050.0,38080418000.0,36630315000.0,39148413000.0,38969565000.0,34980114000.0,33535547000.0,38082036000.0,35207782000.0,37447655000.0,35647780000.0,37966500000.0,37969043000.0,39474600000.0
2051.0,37637263000.0,36344290000.0,38849670000.0,38865048000.0,34457570000.0,33029458000.0,37898640000.0,34828358000.0,37157016000.0,35187245000.0,38251250000.0,37838213000.0,39595610000.0
2052.0,37918933000.0,36042270000.0,38745588000.0,38740914000.0,33913285000.0,32499565000.0,37714833000.0,34499620000.0,36946280000.0,34768920000.0,37798425000.0,37634300000.0,39269954000.0
2053.0,37464924000.0,35720487000.0,38451696000.0,38916547000.0,33488058000.0,31892724000.0,37580260000.0,34283184000.0,36691840000.0,34262252000.0,37635297000.0,37471486000.0,39142978000.0
2054.0,37310984000.0,35334800000.0,38315910000.0,38564835000.0,33316190000.0,31157627000.0,37514473000.0,33900520000.0,36601040000.0,33868712000.0,37502783000.0,37143593000.0,39055143000.0
2055.0,37062423000.0,35121414000.0,38354743000.0,38449760000.0,32649134000.0,30492324000.0,37368890000.0,33680728000.0,36305256000.0,33276310000.0,37307260000.0,36793537000.0,38899360000.0
2056.0,36786393000.0,34716234000.0,38289887000.0,38494212000.0,32354968000.0,29758249000.0,37094744000.0,33131864000.0,35948040000.0,32801958000.0,37038584000.0,36650287000.0,38965432000.0
2057.0,36500930000.0,34391904000.0,38072680000.0,38243594000.0,31900283000.0,29163969000.0,36810957000.0,32512866000.0,35725460000.0,32275050000.0,36774007000.0,36356560000.0,38759860000.0
2058.0,36462604000.0,34029756000.0,37935096000.0,38062030000.0,31541207000.0,28695353000.0,36490465000.0,31883528000.0,35416160000.0,31917620000.0,36584354000.0,36131488000.0,38687310000.0
2059.0,36183253000.0,33687341000.0,37815034000.0,37944156000.0,31081409000.0,28205816000.0,36522420000.0,31171250000.0,35215823000.0,31272569000.0,36397440000.0,36127388000.0,38682510000.0
2060.0,36068733000.0,33382277000.0,37699256000.0,37842653000.0,30955026000.0,27526054000.0,36182870000.0,30505253000.0,35061350000.0,30825520000.0,36136387000.0,35648967000.0,38756690000.0
2061.0,35589030000.0,33048530000.0,37537186000.0,37709545000.0,30287292000.0,27083071000.0,35968406000.0,29938969000.0,34682827000.0,30380616000.0,35985280000.0,35545730000.0,38447022000.0
2062.0,35251690000.0,32820054000.0,37818360000.0,37541323000.0,29638859000.0,26582995000.0,35862143000.0,29502753000.0,34308612000.0,29705011000.0,35785460000.0,35142850000.0,38382653000.0
2063.0,34997006000.0,32290860000.0,37813190000.0,37344040000.0,29191400000.0,25850230000.0,35559055000.0,28924588000.0,33961837000.0,29135780000.0,35730723000.0,34790285000.0,38259530000.0
2064.0,34650104000.0,31936879000.0,37296706000.0,37176545000.0,28521634000.0,25660582000.0,35290870000.0,28437344000.0,33618688000.0,28777417000.0,35339026000.0,34340350000.0,38031856000.0
2065.0,34311784000.0,31465945000.0,37110604000.0,37218157000.0,27992076000.0,25169232000.0,35169985000.0,27926086000.0,33241278000.0,28197196000.0,35300360000.0,33922451000.0,37878125000.0
2066.0,34278010000.0,31181924000.0,36945674000.0,36969120000.0,27419165000.0,24677145000.0,34983408000.0,27383622000.0,32836758000.0,27850162000.0,34843714000.0,33617768000.0,37747600000.0
2067.0,33939804000.0,30894530000.0,36782680000.0,36676145000.0,26887725000.0,24203000000.0,34758870000.0,26718196000.0,32410493000.0,27313600000.0,34562744000.0,33235065000.0,37576434000.0
2068.0,33552218000.0,30518653000.0,36919734000.0,36501856000.0,26318885000.0,23560753000.0,34461307000.0,26038600000.0,31945656000.0,26822588000.0,34904412000.0,32785037000.0,37391696000.0
2069.0,33208748000.0,30115353000.0,36705460000.0,36204753000.0,25874313000.0,23005045000.0,34306603000.0,25480403000.0,31470262000.0,26393203000.0,34208367000.0,32334455000.0,37322244000.0
2070.0,32889704000.0,29693133000.0,36368577000.0,36045193000.0,25287647000.0,22552900000.0,33896876000.0,25006795000.0,31032097000.0,25985362000.0,34022648000.0,31741172000.0,37162960000.0
2071.0,32600439000.0,29325281000.0,36145644000.0,35822887000.0,24825320000.0,22101300000.0,33542437000.0,24503409000.0,30665136000.0,25455852000.0,34492666000.0,31124492000.0,36959576000.0
2072.0,32242422000.0,28830440000.0,35984003000.0,35757855000.0,24319228000.0,21719095000.0,33248713000.0,23750433000.0,30311162000.0,24809044000.0,33759540000.0,30548089000.0,36733444000.0
2073.0,31886651000.0,28470569000.0,35701486000.0,35515250000.0,23741682000.0,21131643000.0,32911833000.0,23330343000.0,29904736000.0,24259512000.0,33343937000.0,30150769000.0,36636967000.0
2074.0,31394634000.0,27966510000.0,35478600000.0,35292550000.0,23259280000.0,20673497000.0,32720962000.0,22663813000.0,29426323000.0,23713708000.0,33172693000.0,29696217000.0,36482257000.0
2075.0,30965303000.0,27562263000.0,35320940000.0,35045120000.0,22798823000.0,20163992000.0,32230210000.0,22166678000.0,29043313000.0,23328877000.0,32840310000.0,29201207000.0,36237656000.0
2076.0,30632647000.0,27237464000.0,35150230000.0,34817774000.0,22282344000.0,19514409000.0,31634903000.0,21608081000.0,28600130000.0,22779988000.0,32532197000.0,28738933000.0,35954106000.0
2077.0,30254690000.0,26809610000.0,35150320000.0,34594730000.0,21874702000.0,18952362000.0,31270582000.0,21084522000.0,28038584000.0,22157560000.0,32068815000.0,28191220000.0,35887140000.0
2078.0,29765857000.0,26253986000.0,35149570000.0,34335885000.0,21367736000.0,18092966000.0,30875419000.0,20520167000.0,27530633000.0,21713232000.0,31763433000.0,27483498000.0,35545465000.0
2079.0,29365470000.0,25953706000.0,34702070000.0,34403004000.0,20995238000.0,17332847000.0,30574256000.0,19845143000.0,26869610000.0,21289781000.0,31363963000.0,26929783000.0,35292280000.0
2080.0,28962195000.0,25465110000.0,34472317000.0,33837126000.0,20354691000.0,16530162000.0,30205168000.0,19242890000.0,26324030000.0,20794835000.0,30948936000.0,26295802000.0,35060800000.0
2081.0,28662655000.0,24978719000.0,34371125000.0,33620363000.0,19885957000.0,15769144000.0,29759890000.0,18810282000.0,25742650000.0,20123142000.0,30636194000.0,25638690000.0,34677160000.0
2082.0,28931865000.0,24550212000.0,34310113000.0,33467730000.0,19302620000.0,15072244000.0,29370946000.0,18223376000.0,25182276000.0,19400870000.0,30136451000.0,24898017000.0,34400055000.0
2083.0,28294898000.0,24122993000.0,34117513000.0,33219705000.0,18731090000.0,14593385000.0,28850729000.0,17683941000.0,24776856000.0,18796573000.0,29743845000.0,24134744000.0,34084639000.0
2084.0,28062930000.0,23541670000.0,34090848000.0,32962288000.0,18048612000.0,14089086000.0,28483580000.0,17239170000.0,24312637000.0,18130997000.0,29384903000.0,23403026000.0,33769900000.0
2085.0,27489638000.0,23092074000.0,33867713000.0,32633868000.0,17523476000.0,13665597000.0,28362870000.0,16745340000.0,23794920000.0,17521834000.0,29010698000.0,22881032000.0,33447893000.0
2086.0,27032777000.0,22550393000.0,33689844000.0,32475509000.0,17047130000.0,13196696000.0,27699456000.0,16214673000.0,23234314000.0,16984546000.0,28684548000.0,22301463000.0,33064468000.0
2087.0,26564356000.0,21998576000.0,33509718000.0,32088857000.0,16427693000.0,12708022000.0,27149500000.0,15551093000.0,22653594000.0,16228806000.0,28040045000.0,21259452000.0,32488270000.0
2088.0,26147267000.0,21406925000.0,33682747000.0,31777550000.0,15936305000.0,12367221000.0,26755670000.0,14828911000.0,22195118000.0,15609653000.0,27574374000.0,20434772000.0,32067006000.0
2089.0,25738297000.0,21003393000.0,33295630000.0,31536290000.0,15396155000.0,11939248000.0,26209720000.0,14508652000.0,21615174000.0,14989097000.0,27065252000.0,19441140000.0,31521350000.0
2090.0,25311891000.0,20413660000.0,33027670000.0,31544869000.0,15010718000.0,11493563000.0,25829288000.0,13955219000.0,21149975000.0,14430302000.0,26614743000.0,18649540000.0,31117830000.0
2091.0,25261715000.0,20002525000.0,33382800000.0,31084680000.0,14567492000.0,11018489000.0,25540356000.0,13610808000.0,20593058000.0,14002450000.0,26018834000.0,17775670000.0,30618225000.0
2092.0,24872294000.0,19265870000.0,32880339000.0,30805418000.0,14020522000.0,10571236000.0,25033814000.0,13023285000.0,19987593000.0,13521637000.0,25672192000.0,17188698000.0,30092095000.0
2093.0,24343054000.0,18737775000.0,32483977000.0,30523634000.0,13533174000.0,10113184000.0,24591974000.0,12708718000.0,19399922000.0,12999517000.0,25321386000.0,16441250000.0,29618616000.0
2094.0,23933987000.0,18307715000.0,32386028000.0,30363716000.0,13070027000.0,9820486000.0,24102638000.0,12326772000.0,19071463000.0,12481286000.0,24726884000.0,15747929000.0,29247896000.0
2095.0,23660091000.0,17746973000.0,32368589000.0,29957749000.0,12691194000.0,9556646000.0,23751014000.0,11900952000.0,18731209000.0,11785879000.0,24190329000.0,15027183000.0,28805982000.0
2096.0,22994210000.0,17217055000.0,32244812000.0,29849831000.0,12116976000.0,9381226000.0,23297410000.0,11455777000.0,18119107000.0,11326363000.0,23617102000.0,14427009000.0,28160270000.0
2097.0,22587710000.0,16723912000.0,32493980000.0,29408543000.0,11622105000.0,8933876000.0,22799698000.0,11090024000.0,17612702000.0,10978134000.0,23096742000.0,13785428000.0,27668540000.0
2098.0,22125423000.0,16346991000.0,31749011000.0,29036567000.0,11331711000.0,8564252700.0,22255650000.0,10675523000.0,17097918000.0,10472107000.0,22624463000.0,13267864000.0,27165018000.0
2099.0,21653680000.0,15946086000.0,31447386000.0,28742040000.0,10825231000.0,8312601600.0,21731078000.0,10290685000.0,16625973000.0,10096664000.0,22142240000.0,12701712000.0,26479647000.0
2100.0,21316410000.0,15612715000.0,31191208000.0,28316396000.0,10425022000.0,7867992600.0,21539457000.0,9980189000.0,16137124000.0,9722938000.0,21773564000.0,12245797000.0,25987537000.0
