time,UKESM1-0-LL,IPSL-CM6A-LR,IITM-ESM,GFDL-ESM4,MPI-ESM1-2-HR,MRI-ESM2-0,KACE-1-0-G,TAIESM1,CESM2-WACCM
2018.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0
2019.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0
2020.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0
2021.0,40340850000.0,40419280000.0,40311120000.0,40327270000.0,40325620000.0,40448270000.0,40369205000.0,40418763000.0,40449760000.0
2022.0,40272250000.0,40383218000.0,40252604000.0,40306870000.0,40269554000.0,40364000000.0,40505913000.0,40550550000.0,40469914000.0
2023.0,40270650000.0,40252207000.0,40381980000.0,40283040000.0,40266410000.0,40503480000.0,40274276000.0,40270350000.0,40342020000.0
2024.0,40608207000.0,40213635000.0,40184254000.0,40405045000.0,40465700000.0,40382260000.0,40154190000.0,40187957000.0,40259940000.0
2025.0,40214864000.0,40136610000.0,40099144000.0,40466490000.0,40461824000.0,40197505000.0,40105730000.0,40248676000.0,40664420000.0
2026.0,40185340000.0,40259830000.0,40091310000.0,40227955000.0,40238870000.0,40176984000.0,40008626000.0,40087294000.0,40257225000.0
2027.0,40379210000.0,40042656000.0,40013623000.0,40119554000.0,40318710000.0,40097825000.0,39923573000.0,39976784000.0,40098540000.0
2028.0,40049553000.0,40327120000.0,39938015000.0,40068520000.0,40209080000.0,40167290000.0,39817196000.0,39897387000.0,40179347000.0
2029.0,40066114000.0,40159072000.0,39888224000.0,40060305000.0,40061764000.0,40195162000.0,39731920000.0,39837086000.0,39984706000.0
2030.0,40030147000.0,40020967000.0,39895490000.0,40092578000.0,39987896000.0,40054960000.0,39684055000.0,40317660000.0,39837260000.0
2031.0,39932450000.0,40153498000.0,39859573000.0,40116023000.0,40082735000.0,39857504000.0,39593124000.0,39702910000.0,39696190000.0
2032.0,39866290000.0,39826690000.0,39770575000.0,39919280000.0,39960880000.0,39755540000.0,39498936000.0,39589710000.0,39625023000.0
2033.0,39734055000.0,39721130000.0,39779865000.0,40055685000.0,39879463000.0,39628026000.0,39561777000.0,39430580000.0,39559660000.0
2034.0,39684160000.0,39590957000.0,39611453000.0,39851524000.0,40678523000.0,39707680000.0,39373332000.0,39307522000.0,39492694000.0
2035.0,39542186000.0,39530127000.0,39497794000.0,39764165000.0,40012005000.0,39605860000.0,39229403000.0,39152378000.0,39420600000.0
2036.0,39426814000.0,39428810000.0,39420950000.0,39856640000.0,39943328000.0,39453930000.0,39119217000.0,38935646000.0,39334640000.0
2037.0,39324275000.0,39294160000.0,39332876000.0,40398533000.0,39854637000.0,39297120000.0,38987346000.0,38766174000.0,39333680000.0
2038.0,39146380000.0,39148600000.0,39245214000.0,39659320000.0,39740660000.0,39077210000.0,38840750000.0,38554984000.0,39143970000.0
2039.0,38970110000.0,38980514000.0,39112580000.0,39560524000.0,39654420000.0,38969143000.0,38632346000.0,38292080000.0,39011766000.0
2040.0,38822940000.0,38873567000.0,38996586000.0,39502240000.0,39611847000.0,38941524000.0,38670880000.0,38143406000.0,38906556000.0
2041.0,38651510000.0,38952255000.0,38928330000.0,39367950000.0,39603483000.0,38867366000.0,38337982000.0,37758636000.0,38793093000.0
2042.0,38446694000.0,38606045000.0,38805606000.0,39287886000.0,39541470000.0,38665910000.0,38156247000.0,37420376000.0,38741220000.0
2043.0,38278164000.0,38483230000.0,38655365000.0,39222240000.0,39433384000.0,38564704000.0,37889528000.0,37152625000.0,38678160000.0
2044.0,38056583000.0,38356720000.0,38557155000.0,39056966000.0,39301130000.0,38401196000.0,37655170000.0,36819726000.0,38722146000.0
2045.0,37822673000.0,38104953000.0,38418645000.0,39170720000.0,39202075000.0,38219207000.0,37396190000.0,36619686000.0,38546740000.0
2046.0,37635002000.0,38091887000.0,38337070000.0,39064523000.0,39388406000.0,38055850000.0,37297996000.0,36097954000.0,38327767000.0
2047.0,37414957000.0,37943476000.0,38194960000.0,39061852000.0,39149650000.0,37828500000.0,37107190000.0,35507446000.0,38441230000.0
2048.0,37255143000.0,38379790000.0,38021490000.0,38771530000.0,39044370000.0,37562057000.0,36882272000.0,35052343000.0,38087200000.0
2049.0,36984734000.0,37699920000.0,37844275000.0,38628803000.0,39196406000.0,37409860000.0,36654084000.0,34752350000.0,37910876000.0
2050.0,36656177000.0,37477487000.0,37695988000.0,38552564000.0,38951064000.0,37220274000.0,36378817000.0,34182506000.0,37707174000.0
2051.0,36162466000.0,37311540000.0,37502964000.0,38562034000.0,38949196000.0,36971442000.0,36005413000.0,33805388000.0,37514000000.0
2052.0,35789890000.0,36993225000.0,37256364000.0,38534040000.0,38848168000.0,36697403000.0,35553170000.0,33045370000.0,37291620000.0
2053.0,35434185000.0,37095965000.0,37062160000.0,38349484000.0,38642872000.0,36711030000.0,35101192000.0,32515965000.0,37216055000.0
2054.0,35049378000.0,36602990000.0,36880646000.0,38209660000.0,38627360000.0,36416315000.0,34798576000.0,31943365000.0,36928803000.0
2055.0,34669986000.0,36888640000.0,36752654000.0,38099284000.0,38919295000.0,36094670000.0,34450490000.0,31599430000.0,36839617000.0
2056.0,34432967000.0,36121293000.0,36548555000.0,37869490000.0,38479282000.0,35825615000.0,34259423000.0,31111944000.0,36574745000.0
2057.0,33973537000.0,35768287000.0,36331397000.0,38235920000.0,38619156000.0,35499905000.0,33802449000.0,30587118000.0,36357034000.0
2058.0,33570224000.0,35508855000.0,36107325000.0,37777810000.0,38381460000.0,35094876000.0,33481440000.0,29939386000.0,36150970000.0
2059.0,33135430000.0,35233160000.0,35902610000.0,37600055000.0,38222578000.0,34873553000.0,33561965000.0,29519778000.0,35847070000.0
2060.0,32647207000.0,34901950000.0,35703124000.0,38102260000.0,38467244000.0,34634195000.0,33197480000.0,28873585000.0,35530736000.0
2061.0,32185805000.0,34581190000.0,35449962000.0,38112790000.0,38116700000.0,34300035000.0,32549194000.0,28338900000.0,35694035000.0
2062.0,31788868000.0,34304540000.0,35252250000.0,37531136000.0,37993267000.0,34038743000.0,32150567000.0,27796961000.0,35095110000.0
2063.0,31486489000.0,33857368000.0,35028255000.0,37300660000.0,37844693000.0,34275297000.0,31748141000.0,27317135000.0,34834792000.0
2064.0,31031517000.0,33606253000.0,34808648000.0,37113740000.0,37845787000.0,33558920000.0,31222358000.0,26891622000.0,34611126000.0
2065.0,30491576000.0,33260630000.0,34526605000.0,36997124000.0,37663937000.0,33209040000.0,30822939000.0,26458827000.0,34220065000.0
2066.0,29965693000.0,32893082000.0,34315557000.0,36804428000.0,37569510000.0,33390854000.0,30479522000.0,25818925000.0,34072460000.0
2067.0,29478568000.0,33176365000.0,34013639000.0,36662940000.0,37459083000.0,32860210000.0,30052213000.0,25208779000.0,34111263000.0
2068.0,29027187000.0,32964060000.0,33765564000.0,36419596000.0,37376004000.0,32736246000.0,29898721000.0,24775332000.0,33584646000.0
2069.0,28654220000.0,32195322000.0,33592790000.0,36395323000.0,37290450000.0,32338799000.0,29357244000.0,24288790000.0,33264544000.0
2070.0,28072796000.0,31758057000.0,33267430000.0,36176590000.0,37129810000.0,32087773000.0,28938113000.0,23832373000.0,32822411000.0
2071.0,27532544000.0,31307860000.0,33043750000.0,36003570000.0,36941115000.0,31900994000.0,28506313000.0,23321051000.0,32480326000.0
2072.0,27044057000.0,30808070000.0,32778744000.0,36553370000.0,36815847000.0,31460188000.0,28077332000.0,22681129000.0,32311538000.0
2073.0,26656956000.0,30372060000.0,32459022000.0,35771912000.0,36958070000.0,31231572000.0,27646003000.0,22254514000.0,32161909000.0
2074.0,26161359000.0,30025091000.0,32161980000.0,35571880000.0,36604890000.0,30941321000.0,27385289000.0,21693475000.0,31783530000.0
2075.0,25721004000.0,29521703000.0,31826030000.0,35383740000.0,36412800000.0,31045626000.0,26952129000.0,21324794000.0,31416070000.0
2076.0,25223942000.0,29069947000.0,31625626000.0,35320730000.0,36415205000.0,31102790000.0,26642800000.0,20814856000.0,31173569000.0
2077.0,24632758000.0,28516710000.0,31286903000.0,34988250000.0,36328770000.0,30205040000.0,26215324000.0,20219503000.0,30793353000.0
2078.0,24041187000.0,28161590000.0,30991317000.0,35060605000.0,36204770000.0,29800124000.0,25728387000.0,19756536000.0,30483450000.0
2079.0,23486437000.0,27583099000.0,30678977000.0,34716606000.0,36015243000.0,29482658000.0,25518710000.0,19139977000.0,30188511000.0
2080.0,22952378000.0,27185660000.0,30488975000.0,34616127000.0,36116865000.0,29094474000.0,24986642000.0,18845116000.0,29792543000.0
2081.0,22363668000.0,26663731000.0,30188915000.0,34361630000.0,35824337000.0,28859777000.0,24574493000.0,18345337000.0,29556275000.0
2082.0,21734126000.0,26179736000.0,29895027000.0,34307068000.0,35783295000.0,29385282000.0,24226820000.0,17847500000.0,29158136000.0
2083.0,21354877000.0,25985343000.0,29645881000.0,34130264000.0,35501478000.0,28306571000.0,23851506000.0,17161107000.0,28892340000.0
2084.0,20862142000.0,25330668000.0,29391196000.0,33997134000.0,35742626000.0,27921592000.0,23426757000.0,16711976000.0,28759347000.0
2085.0,20289378000.0,25212938000.0,29145444000.0,33677128000.0,35612373000.0,27448003000.0,22890285000.0,16233652000.0,28228162000.0
2086.0,19766230000.0,24452450000.0,29004663000.0,34924910000.0,35605172000.0,27562750000.0,22581342000.0,15574731000.0,27784034000.0
2087.0,19589400000.0,23869743000.0,28653175000.0,33493270000.0,35384005000.0,26873895000.0,22302794000.0,15041096000.0,29842979000.0
2088.0,18997604000.0,23605400000.0,28397527000.0,33277018000.0,35240452000.0,26567471000.0,22109227000.0,14629268000.0,27253969000.0
2089.0,18577430000.0,22984778000.0,28046530000.0,33325190000.0,35002930000.0,26307930000.0,21601214000.0,14355429000.0,26982451000.0
2090.0,18044103000.0,22741217000.0,27737836000.0,33078921000.0,34810860000.0,26084452000.0,21081895000.0,13995244000.0,26533400000.0
2091.0,17519139000.0,21881590000.0,27456741000.0,33156762000.0,34610594000.0,25633473000.0,20681316000.0,13616481000.0,26489577000.0
2092.0,17065377000.0,21200670000.0,27194660000.0,32562838000.0,34515180000.0,25300020000.0,20276986000.0,13241990000.0,25885862000.0
2093.0,16612156000.0,21018931000.0,26917745000.0,32413540000.0,34354817000.0,25259045000.0,20765827000.0,12867260000.0,25516972000.0
2094.0,15998883000.0,20389052000.0,26550026000.0,32215482000.0,34267220000.0,26706180000.0,19656342000.0,12634468000.0,25114900000.0
2095.0,15612684000.0,19934417000.0,26366083000.0,32067443000.0,33953436000.0,24847284000.0,19351288000.0,12288316000.0,24876732000.0
2096.0,15165087000.0,19440470000.0,26086390000.0,31785796000.0,33790857000.0,25780195000.0,18913843000.0,12009103000.0,24381854000.0
2097.0,14601002000.0,18895000000.0,25714727000.0,31429090000.0,33630950000.0,24295000000.0,18613148000.0,11710579000.0,24228155000.0
2098.0,14209454000.0,18407565000.0,25525647000.0,31207688000.0,33469710000.0,23993598000.0,18455200000.0,11270844000.0,23716432000.0
2099.0,13848901000.0,17763928000.0,25365553000.0,30914892000.0,33414902000.0,25012920000.0,17935196000.0,11035218000.0,23399307000.0
2100.0,13431539000.0,17190160000.0,25047790000.0,30773860000.0,33311599000.0,23796640000.0,17610338000.0,10684516000.0,23114447000.0
