time,CNRM-CM5,GFDL-CM3,CSIRO-MK3-6-0,CANESM2,IPSL-CM5A-LR,MPI-ESM-LR,GISS-E2-R,CCSM4,GFDL-ESM2G,NORESM1-M
2038.0,42554700000.0,52120396000.0,41610367000.0,35506745000.0,36030247000.0,47878840000.0,39661320000.0,45850493000.0,53540240000.0,41235104000.0
2039.0,41966430000.0,52050490000.0,41176613000.0,33652701000.0,34479763000.0,48222314000.0,38410360000.0,45269790000.0,52580370000.0,40273437000.0
2040.0,41273074000.0,51690700000.0,40094945000.0,32244736000.0,33180072000.0,49186386000.0,36907057000.0,44126863000.0,52756967000.0,40044028000.0
2041.0,39924640000.0,49831064000.0,38479237000.0,31641469000.0,31848352000.0,49677280000.0,36152173000.0,42045178000.0,51912364000.0,40327870000.0
2042.0,38675870000.0,49126584000.0,38096640000.0,31290638000.0,30945677000.0,48717165000.0,35552920000.0,40639226000.0,50301956000.0,39160893000.0
2043.0,38911967000.0,48525152000.0,37704212000.0,31067916000.0,30227600000.0,47745040000.0,34459886000.0,40316846000.0,50412077000.0,37926700000.0
2044.0,38472393000.0,47997280000.0,36066894000.0,30258305000.0,30590415000.0,47444930000.0,33588005000.0,39951122000.0,49211707000.0,37585100000.0
2045.0,38879687000.0,47926534000.0,35743920000.0,29565190000.0,31261553000.0,45912290000.0,32615110000.0,38636650000.0,47974600000.0,36552606000.0
2046.0,38754410000.0,47880640000.0,35637404000.0,28336564000.0,31298738000.0,44797340000.0,33915916000.0,38874526000.0,47116698000.0,34999108000.0
2047.0,38439080000.0,47230153000.0,35817173000.0,27248159000.0,31163490000.0,43407065000.0,33886398000.0,37272867000.0,46756205000.0,33412571000.0
2048.0,38059016000.0,47306633000.0,35823570000.0,26237536000.0,30181888000.0,40641880000.0,33955720000.0,36177960000.0,47453037000.0,32847862000.0
2049.0,37625700000.0,48122745000.0,34932250000.0,25915242000.0,29645031000.0,39432330000.0,33691415000.0,35209634000.0,45880156000.0,32864584000.0
2050.0,36633860000.0,47206875000.0,34571665000.0,25063820000.0,29439846000.0,37912932000.0,34143998000.0,34053435000.0,44967854000.0,32510714000.0
2051.0,36290544000.0,45492453000.0,34507026000.0,24869319000.0,29469070000.0,37234442000.0,33520243000.0,33344250000.0,44597610000.0,31887950000.0
2052.0,36576657000.0,45351084000.0,33850790000.0,24734394000.0,29002211000.0,37251810000.0,33357320000.0,32791466000.0,44522148000.0,31002644000.0
2053.0,35538928000.0,45319803000.0,34335142000.0,23529986000.0,28134124000.0,36122563000.0,31938240000.0,31470434000.0,44738100000.0,29638849000.0
2054.0,35379000000.0,44939900000.0,34427740000.0,22790720000.0,26747960000.0,35453104000.0,31996695000.0,30250975000.0,44876590000.0,29379430000.0
2055.0,34899520000.0,44419330000.0,34938810000.0,22554972000.0,24828672000.0,34997334000.0,31195834000.0,29877940000.0,45040180000.0,29101357000.0
2056.0,34375873000.0,45009390000.0,34935673000.0,22515790000.0,23747934000.0,33803096000.0,31335952000.0,29716724000.0,43680408000.0,28672754000.0
2057.0,33296744000.0,45164892000.0,34709537000.0,22095050000.0,23366853000.0,32326953000.0,31141750000.0,29347058000.0,42573963000.0,28569240000.0
2058.0,32653836000.0,44203970000.0,34309865000.0,21392351000.0,22344612000.0,31512457000.0,31283386000.0,28700322000.0,41569220000.0,27470825000.0
2059.0,31736250000.0,43146980000.0,32897688000.0,21161673000.0,21658450000.0,31579617000.0,31146705000.0,27766346000.0,40761307000.0,26170173000.0
2060.0,30795766000.0,41854652000.0,32111923000.0,20367997000.0,20983880000.0,30776703000.0,30193138000.0,27941755000.0,39788917000.0,26108168000.0
2061.0,30252663000.0,41366090000.0,32126820000.0,19922416000.0,19461128000.0,29368226000.0,30183188000.0,27191980000.0,39328485000.0,25576315000.0
2062.0,29154759000.0,42003360000.0,31077538000.0,19169790000.0,18126137000.0,29270182000.0,29514582000.0,26834330000.0,38063464000.0,24941930000.0
2063.0,27721370000.0,40536773000.0,30526206000.0,18880367000.0,17217464000.0,29309650000.0,29269530000.0,26682698000.0,37263150000.0,23986751000.0
2064.0,26474324000.0,40306057000.0,29928088000.0,18607192000.0,16801863000.0,29089044000.0,28398197000.0,25932503000.0,35853607000.0,23130098000.0
2065.0,25697968000.0,38727602000.0,28726100000.0,17795932000.0,16234476000.0,28875940000.0,28596632000.0,25094160000.0,36100768000.0,22857085000.0
2066.0,25689682000.0,36304170000.0,28209494000.0,17316993000.0,15858180000.0,27409486000.0,29053063000.0,24411046000.0,35984870000.0,23030219000.0
2067.0,25227790000.0,35808580000.0,27870542000.0,17219856000.0,15171541000.0,26662701000.0,29142323000.0,23876176000.0,35712820000.0,22935470000.0
2068.0,24847974000.0,34790887000.0,26514436000.0,17205086000.0,14286647000.0,24932954000.0,28487354000.0,22650630000.0,34853167000.0,22407242000.0
2069.0,23999169000.0,33372246000.0,25513861000.0,17088315000.0,13422541000.0,24648370000.0,28093837000.0,21713983000.0,35348615000.0,21915419000.0
2070.0,23508296000.0,32434242000.0,25268060000.0,16390122000.0,12439876000.0,24344396000.0,28512506000.0,21034084000.0,34554077000.0,21744882000.0
2071.0,22453250000.0,31534504000.0,24853820000.0,15869742000.0,12097855000.0,23089963000.0,27769393000.0,20726590000.0,33114681000.0,21466046000.0
2072.0,21583593000.0,30474744000.0,24601948000.0,14938574000.0,11740840000.0,21947877000.0,27563784000.0,19894807000.0,33160399000.0,20830855000.0
2073.0,21165586000.0,29039575000.0,24518693000.0,14528440000.0,11418051000.0,21309956000.0,27602880000.0,18687855000.0,32739080000.0,19919780000.0
2074.0,20345508000.0,27247810000.0,25002461000.0,14294992000.0,11248309000.0,21494602000.0,27557894000.0,18016322000.0,32480420000.0,18867923000.0
2075.0,19797324000.0,25909785000.0,24693883000.0,13906455000.0,11110769000.0,20347048000.0,28235944000.0,17141251000.0,31420686000.0,18227296000.0
2076.0,19078662000.0,24852578000.0,24026696000.0,13406334000.0,11088158000.0,19742796000.0,27624317000.0,16317298000.0,31200152000.0,18083650000.0
2077.0,18325514000.0,24016350000.0,22959636000.0,12603648000.0,10760102000.0,19664095000.0,26266507000.0,15372998000.0,30692602000.0,17694173000.0
2078.0,17956243000.0,22847820000.0,22311184000.0,11800759000.0,10179376000.0,19658030000.0,26085433000.0,14510748000.0,29534861000.0,17081832000.0
2079.0,17170194000.0,21321916000.0,22074915000.0,11293955000.0,9884052000.0,19571046000.0,25373348000.0,13723995000.0,28255152000.0,16534453000.0
2080.0,16592212000.0,20155230000.0,21984200000.0,10744188000.0,9287926000.0,18784510000.0,24372292000.0,13038230000.0,27921725000.0,16104963000.0
2081.0,15789545000.0,19308655000.0,21236425000.0,10232060000.0,8739740000.0,17793257000.0,23961645000.0,12716072000.0,28111219000.0,15609693000.0
2082.0,14763568000.0,18393655000.0,20679620000.0,9690423000.0,8223390700.0,16635158000.0,23760873000.0,12194101000.0,28079090000.0,15519660000.0
2083.0,13994077000.0,16934655000.0,20260016000.0,8927234000.0,7640562700.0,16573639000.0,23508939000.0,11736069000.0,28206526000.0,14927032000.0
2084.0,13625530000.0,16263349000.0,19906916000.0,8546965000.0,7266670000.0,15665892000.0,23312220000.0,10919183000.0,27894737000.0,14678008000.0
2085.0,13254290000.0,15139805000.0,19229596000.0,8022132000.0,7182501400.0,15194124000.0,22861474000.0,10584741000.0,27420440000.0,14724949000.0
2086.0,12736784000.0,14463401000.0,19014986000.0,7700320000.0,6578197500.0,14606484000.0,22341704000.0,9855251000.0,27135496000.0,14670568000.0
2087.0,12143001000.0,13948766000.0,19149185000.0,7576514600.0,5871417300.0,14152537000.0,21710189000.0,9406012000.0,27519021000.0,14230349000.0
2088.0,11861615000.0,13243064000.0,19141319000.0,7501780000.0,5308011000.0,14021610000.0,21363384000.0,8895346000.0,27190921000.0,14185317000.0
2089.0,11223939000.0,12702932000.0,19008922000.0,7199780400.0,4763122700.0,13748503000.0,21293136000.0,8547349500.0,27123765000.0,14677412000.0
2090.0,11079131000.0,12012037000.0,18512634000.0,6985884700.0,4189265700.0,12977393000.0,20394430000.0,8049369600.0,26733590000.0,14484492000.0
2091.0,10532302000.0,11544575000.0,18414650000.0,6718047700.0,3798224000.0,12643168000.0,20178733000.0,7538397000.0,26779355000.0,14392643000.0
2092.0,10316805000.0,11183240000.0,17443380000.0,6663808500.0,3360771600.0,12270290000.0,19594795000.0,7164944400.0,26426650000.0,13840495000.0
2093.0,9762559000.0,10604609000.0,17118403000.0,6578723000.0,3033437200.0,12034198000.0,19270097000.0,6842286000.0,26277784000.0,13902934000.0
2094.0,9503570000.0,10291494000.0,17018576000.0,6537396700.0,2795934700.0,11796196000.0,19173333000.0,6635188000.0,25745002000.0,13417607000.0
2095.0,9082674000.0,9766553000.0,16280173000.0,6264623000.0,2669354000.0,11289501000.0,18732253000.0,6477709300.0,25277330000.0,13219983000.0
2096.0,8452468700.0,9595469000.0,16054907000.0,6009601500.0,2629004000.0,10561382000.0,18750048000.0,6459863600.0,25119447000.0,13115123000.0
2097.0,7903414300.0,9079047000.0,15178913000.0,5959248400.0,2608372500.0,10291786000.0,18531250000.0,6234912000.0,24827408000.0,12805567000.0
2098.0,7490689500.0,8701344000.0,14652668000.0,5784035000.0,2731431700.0,9728158000.0,18028650000.0,6109791700.0,24412092000.0,12534237000.0
2099.0,7225253400.0,8401712000.0,13629856000.0,5599139000.0,2679560400.0,9205706000.0,17867147000.0,6021925000.0,24187904000.0,12167011000.0
2100.0,7093219000.0,7993949700.0,13043376000.0,5393429500.0,2685365200.0,8589333500.0,17282542000.0,5998561300.0,23609186000.0,11853870000.0
