time,NORESM1-M,GFDL-ESM2G,CCSM4,CESM1-CAM5,GFDL-CM3,CSIRO-MK3-6-0,GISS-E2-R,IPSL-CM5A-LR
2023.0,55674110000.0,56313328000.0,55851758000.0,51906703000.0,54481520000.0,56716734000.0,53774942000.0,53648925000.0
2024.0,54995427000.0,56058712000.0,55053240000.0,51875460000.0,52478760000.0,56360830000.0,54303695000.0,52834017000.0
2025.0,53888393000.0,57485400000.0,54122190000.0,51637130000.0,52844330000.0,56232050000.0,54273806000.0,52528970000.0
2026.0,52977775000.0,57362430000.0,52839203000.0,50432897000.0,52923950000.0,57972736000.0,53357904000.0,52552460000.0
2027.0,51806070000.0,56889094000.0,51799160000.0,51196620000.0,52884360000.0,57438564000.0,51952808000.0,51396520000.0
2028.0,50435502000.0,56416180000.0,51525673000.0,51038830000.0,53101314000.0,55123067000.0,51991704000.0,49400717000.0
2029.0,50336846000.0,57598456000.0,50471514000.0,50265944000.0,51890960000.0,53233710000.0,50771104000.0,48186690000.0
2030.0,50479395000.0,56870662000.0,49397682000.0,50029818000.0,51683130000.0,51226767000.0,49518830000.0,47991108000.0
2031.0,50374877000.0,57758212000.0,49260954000.0,50219377000.0,51134005000.0,49626284000.0,47885530000.0,46884495000.0
2032.0,49820918000.0,56770527000.0,47254356000.0,49873820000.0,50511077000.0,50350535000.0,48567190000.0,44943385000.0
2033.0,48440533000.0,55703814000.0,45693633000.0,49421664000.0,50977812000.0,48526300000.0,48347496000.0,45111304000.0
2034.0,47399133000.0,53295882000.0,44704027000.0,48426295000.0,51537580000.0,47261196000.0,47170666000.0,44964600000.0
2035.0,46429340000.0,52552830000.0,44688843000.0,47411100000.0,52461960000.0,46409847000.0,46449060000.0,45225020000.0
2036.0,45159748000.0,52222677000.0,44947240000.0,47746544000.0,52981620000.0,46372270000.0,45587087000.0,45980475000.0
2037.0,43507986000.0,51243340000.0,44089926000.0,47794786000.0,53373043000.0,46862467000.0,46027840000.0,45313690000.0
2038.0,42142750000.0,50349666000.0,43757924000.0,46752158000.0,52790840000.0,47263126000.0,45267710000.0,44254003000.0
2039.0,40592454000.0,50190393000.0,42808350000.0,46607733000.0,53079343000.0,47430910000.0,44314590000.0,43736293000.0
2040.0,39450575000.0,50181300000.0,42646220000.0,45730222000.0,54468526000.0,47503507000.0,42931487000.0,43660906000.0
2041.0,38739970000.0,50399180000.0,42164564000.0,46015270000.0,53476344000.0,45465500000.0,41650323000.0,43299897000.0
2042.0,37826540000.0,50914680000.0,40940036000.0,45218260000.0,53418280000.0,42975785000.0,40351166000.0,42299056000.0
2043.0,37828026000.0,50893190000.0,40295055000.0,44266627000.0,53726515000.0,41661570000.0,39968020000.0,42078515000.0
2044.0,37154394000.0,49340117000.0,39631987000.0,43580150000.0,53593813000.0,41030648000.0,40513320000.0,42431420000.0
2045.0,37015800000.0,49037095000.0,38830150000.0,43256537000.0,53041558000.0,40827020000.0,40371462000.0,43335060000.0
2046.0,35606913000.0,49175364000.0,38323640000.0,41316532000.0,51594310000.0,40693640000.0,39344787000.0,44553170000.0
2047.0,35442590000.0,48809996000.0,37032395000.0,39312376000.0,51667480000.0,40730395000.0,39116000000.0,45511496000.0
2048.0,36024650000.0,49185510000.0,37095150000.0,38520490000.0,51551465000.0,39944100000.0,39030580000.0,45036840000.0
2049.0,35511063000.0,49879140000.0,36579906000.0,38475575000.0,51132805000.0,38957050000.0,39633270000.0,43198296000.0
2050.0,34949054000.0,51241406000.0,35872854000.0,38604984000.0,50153497000.0,39431078000.0,39213957000.0,42967794000.0
2051.0,34616340000.0,50961646000.0,35137163000.0,37886915000.0,49751320000.0,39701890000.0,39254140000.0,42901340000.0
2052.0,34163309000.0,51048670000.0,34633155000.0,36622803000.0,48982530000.0,39650210000.0,39326570000.0,41821330000.0
2053.0,33900845000.0,50751947000.0,34256030000.0,36559053000.0,49538120000.0,39184044000.0,38985270000.0,42311170000.0
2054.0,33678285000.0,50886435000.0,34563125000.0,35254264000.0,50047820000.0,39220007000.0,39910810000.0,42764984000.0
2055.0,33970129000.0,50320142000.0,35469880000.0,35832590000.0,49691510000.0,38296470000.0,40046158000.0,40908198000.0
2056.0,33889348000.0,50378800000.0,35705990000.0,35952673000.0,48124215000.0,38820323000.0,39782687000.0,40058060000.0
2057.0,34177990000.0,49244240000.0,35745440000.0,34626870000.0,49248166000.0,38440542000.0,39405433000.0,39745870000.0
2058.0,33719587000.0,50014690000.0,35778953000.0,33685301000.0,47867510000.0,38639320000.0,39391834000.0,39498740000.0
2059.0,33845477000.0,48952330000.0,34854818000.0,33564670000.0,47732638000.0,37531865000.0,39178870000.0,40194888000.0
2060.0,33688218000.0,48221830000.0,35006020000.0,33828948000.0,48204767000.0,36746240000.0,38828044000.0,40672674000.0
2061.0,33531058000.0,49516024000.0,34908217000.0,32887660000.0,47352960000.0,36521943000.0,38322680000.0,40813613000.0
2062.0,33519940000.0,49299993000.0,34158455000.0,31522415000.0,47208436000.0,35957395000.0,37051990000.0,39584686000.0
2063.0,33038050000.0,47916737000.0,34441160000.0,30766060000.0,45179010000.0,34340150000.0,36328740000.0,39997112000.0
2064.0,33053948000.0,47506567000.0,33738654000.0,31060443000.0,44355056000.0,33181028000.0,35977660000.0,40360610000.0
2065.0,33248338000.0,48264660000.0,33881550000.0,30671330000.0,44264178000.0,33464920000.0,34931480000.0,39977750000.0
2066.0,33534532000.0,46926780000.0,33225736000.0,30047134000.0,43703600000.0,32308922000.0,33929450000.0,39774790000.0
2067.0,33255606000.0,47454753000.0,32790250000.0,29468580000.0,42492887000.0,31994855000.0,33894054000.0,40426988000.0
2068.0,32968694000.0,47020495000.0,32066400000.0,28604990000.0,40755610000.0,30617532000.0,33587860000.0,40061490000.0
2069.0,32672750000.0,46786270000.0,32274821000.0,28014885000.0,40579360000.0,29501870000.0,33255981000.0,40372855000.0
2070.0,32315445000.0,46710546000.0,31648307000.0,26788506000.0,39524803000.0,29181129000.0,32992442000.0,39843300000.0
2071.0,32055970000.0,46662830000.0,31240972000.0,25816440000.0,37620610000.0,28513642000.0,32296958000.0,39294034000.0
2072.0,31841882000.0,46185850000.0,30544456000.0,25342233000.0,36995730000.0,27975553000.0,32385753000.0,39136993000.0
2073.0,31690496000.0,45709380000.0,30814118000.0,24989118000.0,38093197000.0,28148947000.0,31233581000.0,37427937000.0
2074.0,31453733000.0,45259960000.0,30723590000.0,24105077000.0,36963000000.0,27589130000.0,30609586000.0,36717780000.0
2075.0,30866172000.0,45020058000.0,30509902000.0,22706055000.0,36043890000.0,26853704000.0,30171605000.0,35469685000.0
2076.0,30313617000.0,45545760000.0,29591341000.0,22216856000.0,34729923000.0,26723914000.0,29891500000.0,34434175000.0
2077.0,29739508000.0,45442003000.0,28879288000.0,20839875000.0,33682844000.0,26053777000.0,29876222000.0,32930943000.0
2078.0,29457232000.0,46577246000.0,28347804000.0,19958673000.0,32330828000.0,26051390000.0,30749028000.0,30600071000.0
2079.0,29072632000.0,47158700000.0,27982280000.0,18962317000.0,30979496000.0,25510273000.0,29647372000.0,29478070000.0
2080.0,28567050000.0,46364390000.0,26749454000.0,18330050000.0,30603096000.0,24784966000.0,29256802000.0,29174786000.0
2081.0,27962380000.0,45344113000.0,25734775000.0,17696918000.0,31153527000.0,24381958000.0,28483215000.0,28532042000.0
2082.0,27269442000.0,44230040000.0,24780624000.0,17276518000.0,29414402000.0,24820912000.0,28039719000.0,27895906000.0
2083.0,27240909000.0,43985457000.0,23567964000.0,16998512000.0,28710990000.0,25083806000.0,26876120000.0,27859128000.0
2084.0,27101151000.0,43933960000.0,22458935000.0,16643700000.0,28649032000.0,25010946000.0,26885510000.0,27087088000.0
2085.0,26908314000.0,43276210000.0,21431407000.0,15920585000.0,27624827000.0,24728797000.0,26111390000.0,26220298000.0
2086.0,26813422000.0,42579583000.0,20883120000.0,15274584000.0,26932000000.0,24612155000.0,26362796000.0,24874293000.0
2087.0,26363922000.0,42774995000.0,20063089000.0,14821597000.0,26141060000.0,24831525000.0,26612445000.0,24191100000.0
2088.0,25849440000.0,43275547000.0,19720577000.0,14654421000.0,25737875000.0,24399032000.0,25924962000.0,23901772000.0
2089.0,25423933000.0,42647370000.0,19498734000.0,14396188000.0,25607846000.0,24960168000.0,24942885000.0,23072838000.0
2090.0,25051814000.0,41845375000.0,18645617000.0,13829108000.0,25010366000.0,24949103000.0,24774440000.0,23081660000.0
2091.0,25087494000.0,41231868000.0,18148890000.0,13708926000.0,24362324000.0,24586308000.0,24611043000.0,22896976000.0
2092.0,24770425000.0,40487285000.0,17683915000.0,13615777000.0,24055173000.0,24154585000.0,25148484000.0,21558397000.0
2093.0,24753498000.0,40118580000.0,17190263000.0,13215822000.0,24165908000.0,23986512000.0,24593916000.0,21105310000.0
2094.0,24820335000.0,39665770000.0,16634660000.0,12919676000.0,23885122000.0,24102896000.0,23922575000.0,20573813000.0
2095.0,24759150000.0,40058960000.0,16288686000.0,12396816000.0,23488387000.0,23579650000.0,24318260000.0,20442624000.0
2096.0,24407280000.0,40900250000.0,15701523000.0,12009581000.0,23318997000.0,23402398000.0,24482382000.0,20151278000.0
2097.0,24208509000.0,41357386000.0,15774132000.0,11812046000.0,23596255000.0,23957630000.0,24552577000.0,19651840000.0
2098.0,23882355000.0,40703787000.0,15818748000.0,11440196000.0,23475260000.0,23198917000.0,24529650000.0,19712315000.0
2099.0,23611662000.0,40867270000.0,15411074000.0,11683876000.0,23562350000.0,22661528000.0,24403026000.0,20404005000.0
2100.0,23442938000.0,39645553000.0,15175074000.0,11512649000.0,23941716000.0,21993435000.0,24403694000.0,20016464000.0
