time,IPSL-CM6A-LR,MPI-ESM1-2-HR,MRI-ESM2-0,UKESM1-0-LL,GFDL-ESM4
2068.0,67189980000.0,76551680000.0,65756960000.0,47399297000.0,71169310000.0
2069.0,66747187000.0,76039550000.0,65071670000.0,46282224000.0,70587990000.0
2070.0,65710715000.0,75730370000.0,64406594000.0,44986884000.0,70031930000.0
2071.0,65129230000.0,75268210000.0,63550865000.0,43606940000.0,69787320000.0
2072.0,63791976000.0,74734550000.0,62596260000.0,42320077000.0,68944100000.0
2073.0,63467940000.0,74597220000.0,61927526000.0,40969090000.0,68522484000.0
2074.0,62245695000.0,74164120000.0,61040296000.0,39917460000.0,68065630000.0
2075.0,61401825000.0,73358460000.0,60286460000.0,38400963000.0,67398200000.0
2076.0,60597990000.0,72619920000.0,59480800000.0,37243048000.0,67130163000.0
2077.0,59418903000.0,71966450000.0,58320680000.0,35820660000.0,66470550000.0
2078.0,58571130000.0,71444150000.0,57741582000.0,34696008000.0,66059645000.0
2079.0,57623630000.0,71187290000.0,56566160000.0,33408823000.0,65289950000.0
2080.0,56825328000.0,70691275000.0,55577293000.0,32331050000.0,64677970000.0
2081.0,55653257000.0,69894950000.0,54604837000.0,31026890000.0,64014197000.0
2082.0,54307090000.0,69509640000.0,53669994000.0,29872003000.0,63403500000.0
2083.0,53263220000.0,68825416000.0,53257750000.0,28998806000.0,62990470000.0
2084.0,52280426000.0,68038440000.0,52296410000.0,27979962000.0,62043947000.0
2085.0,51486077000.0,68126794000.0,51420578000.0,27101135000.0,61475940000.0
2086.0,50525360000.0,66917740000.0,50454920000.0,25980144000.0,60782526000.0
2087.0,49336566000.0,67189862000.0,49500210000.0,25029128000.0,60630348000.0
2088.0,48236390000.0,65731105000.0,48620600000.0,24004364000.0,59812336000.0
2089.0,47259390000.0,65142063000.0,47483273000.0,22810739000.0,59880464000.0
2090.0,45983056000.0,66561590000.0,46445683000.0,21629602000.0,58691880000.0
2091.0,44539210000.0,64418240000.0,45429567000.0,20676895000.0,58449805000.0
2092.0,43278193000.0,63534203000.0,44578210000.0,19737856000.0,57757983000.0
2093.0,41964310000.0,63005516000.0,43474924000.0,18843277000.0,56685440000.0
2094.0,40910156000.0,62258400000.0,43596214000.0,17900247000.0,55887245000.0
2095.0,40011338000.0,62405825000.0,42076350000.0,16155079000.0,55433667000.0
2096.0,38838833000.0,62521176000.0,41131650000.0,15149836000.0,54743440000.0
2097.0,37742453000.0,61727580000.0,40023982000.0,13807550000.0,53986000000.0
2098.0,36499714000.0,60870595000.0,38928314000.0,13224240000.0,53214237000.0
2099.0,35303342000.0,60165313000.0,37851787000.0,12364644000.0,52656574000.0
2100.0,33809514000.0,59663970000.0,36977943000.0,10985436000.0,51924710000.0
