time,IPSL-CM6A-LR,MPI-ESM1-2-HR,MRI-ESM2-0,GFDL-ESM4,UKESM1-0-LL
2068.0,71458636000.0,75135830000.0,69700590000.0,73608880000.0,49746050000.0
2069.0,70605920000.0,74592190000.0,69189894000.0,73058630000.0,48595255000.0
2070.0,70331170000.0,74128020000.0,68867020000.0,72584210000.0,47652680000.0
2071.0,69216900000.0,73556090000.0,68022112000.0,72489110000.0,46347612000.0
2072.0,68460802000.0,73267940000.0,67093107000.0,71672226000.0,45221786000.0
2073.0,68433210000.0,72775110000.0,66690703000.0,71933510000.0,43967210000.0
2074.0,67350565000.0,72354620000.0,65953497000.0,70816784000.0,43039846000.0
2075.0,66687840000.0,71703280000.0,65582973000.0,70162090000.0,41862988000.0
2076.0,65966200000.0,71237710000.0,64526180000.0,71839330000.0,40796470000.0
2077.0,65199550000.0,70845840000.0,63805428000.0,69351910000.0,39783776000.0
2078.0,64480014000.0,70357630000.0,62922863000.0,69242356000.0,38711587000.0
2079.0,63928746000.0,69670445000.0,62234800000.0,68659966000.0,37657140000.0
2080.0,63049617000.0,69264810000.0,61816370000.0,67877552000.0,36708700000.0
2081.0,62241354000.0,68829480000.0,61736514000.0,67076250000.0,35955773000.0
2082.0,61230450000.0,70229460000.0,60111890000.0,66440774000.0,34924420000.0
2083.0,60238254000.0,68345430000.0,59246350000.0,65910596000.0,33854865000.0
2084.0,59480820000.0,67990213000.0,58543206000.0,65422873000.0,32883479000.0
2085.0,58719752000.0,67849953000.0,57520270000.0,64560190000.0,32217320000.0
2086.0,57825090000.0,67392193000.0,56722000000.0,64580706000.0,31189960000.0
2087.0,57071590000.0,66344112000.0,55644287000.0,63553114000.0,30848784000.0
2088.0,56248173000.0,66084372000.0,54631285000.0,63006876000.0,29401477000.0
2089.0,55028027000.0,65109983000.0,53719050000.0,62743306000.0,28498500000.0
2090.0,54162320000.0,64712126000.0,52794175000.0,62056452000.0,27542170000.0
2091.0,53174570000.0,64621113000.0,52895380000.0,61179440000.0,26977405000.0
2092.0,52261487000.0,63679680000.0,51844366000.0,60897116000.0,25977807000.0
2093.0,51185180000.0,63229776000.0,50314346000.0,60047580000.0,24907758000.0
2094.0,50256142000.0,62832746000.0,49476820000.0,59688042000.0,23956111000.0
2095.0,49416060000.0,62993920000.0,48615096000.0,58788920000.0,23127564000.0
2096.0,48374882000.0,61776294000.0,47759330000.0,58309276000.0,22380057000.0
2097.0,47284154000.0,61336570000.0,46894027000.0,57626382000.0,21475060000.0
2098.0,46114062000.0,60669927000.0,45833646000.0,56894464000.0,20938580000.0
2099.0,45091734000.0,60084396000.0,44820926000.0,56189944000.0,19851297000.0
2100.0,44146938000.0,60120244000.0,44332683000.0,55466620000.0,19048235000.0
