time,ACCESS-ESM1-5,CANESM5,ACCESS-CM2,IPSL-CM6A-LR,MRI-ESM2-0,CESM2-WACCM
2022.0,2636992800.0,2626649600.0,2630410000.0,2691444700.0,2655746600.0,2637588200.0
2023.0,2632250000.0,2598390300.0,2611302400.0,2635354400.0,2653624600.0,2628545800.0
2024.0,2622442000.0,2576960800.0,2599072000.0,2624800300.0,2626939400.0,2615677200.0
2025.0,2616888600.0,2555780000.0,2587049500.0,2607797500.0,2613248500.0,2601150000.0
2026.0,2599109000.0,2537813000.0,2565169000.0,2598001000.0,2590890200.0,2595239000.0
2027.0,2592390000.0,2515021300.0,2554019000.0,2576023300.0,2571471400.0,2588979700.0
2028.0,2642431500.0,2468289000.0,2528621600.0,2550789400.0,2559111700.0,2610156500.0
2029.0,2613913600.0,2425346000.0,2514854400.0,2528687600.0,2547858400.0,2557656800.0
2030.0,2562950400.0,2387595500.0,2487092500.0,2511843600.0,2518106000.0,2536987600.0
2031.0,2546612000.0,2320775000.0,2453832200.0,2490341400.0,2503999200.0,2549164800.0
2032.0,2542198300.0,2272383500.0,2424311000.0,2457223200.0,2483733000.0,2506415400.0
2033.0,2527630300.0,2242098200.0,2399736600.0,2436949000.0,2461264100.0,2481641000.0
2034.0,2516929800.0,2207747000.0,2362216400.0,2425718000.0,2435025400.0,2453696800.0
2035.0,2481167600.0,2151050000.0,2332792000.0,2384142600.0,2400349400.0,2438917600.0
2036.0,2454489600.0,2087302100.0,2303953000.0,2359488500.0,2378515200.0,2410505700.0
2037.0,2477653800.0,2026369900.0,2250278000.0,2329377500.0,2381388000.0,2382544400.0
2038.0,2441982700.0,1955201300.0,2232409300.0,2311473200.0,2326424600.0,2359931600.0
2039.0,2480888600.0,1894672400.0,2188590000.0,2255199000.0,2301920500.0,2342941400.0
2040.0,2390497300.0,1859616400.0,2145896200.0,2198134000.0,2270358300.0,2315635200.0
2041.0,2385498600.0,1794431500.0,2095237400.0,2150124500.0,2233146000.0,2285930200.0
2042.0,2360489000.0,1724339500.0,2035070700.0,2095168900.0,2186915000.0,2238876000.0
2043.0,2376164000.0,1679629600.0,2007171000.0,2040534800.0,2151030300.0,2196320300.0
2044.0,2314569500.0,1586220000.0,1977261700.0,1985694800.0,2093607200.0,2146840800.0
2045.0,2310946000.0,1511884500.0,1920612900.0,1930748900.0,2034357800.0,2120352400.0
2046.0,2278590700.0,1446196700.0,1893496700.0,1848802400.0,1982214800.0,2074001500.0
2047.0,2250677000.0,1397212000.0,1821070200.0,1762675100.0,1925501800.0,2038655200.0
2048.0,2219679500.0,1337052900.0,1766360000.0,1686514700.0,1858328600.0,1994917800.0
2049.0,2179084800.0,1283168800.0,1713253800.0,1624095400.0,1793161500.0,1941976000.0
2050.0,2115751000.0,1210168200.0,1647084300.0,1554416100.0,1736299500.0,1889957200.0
2051.0,2096024700.0,1151183700.0,1583110400.0,1478644700.0,1686277000.0,1844152600.0
2052.0,2050568700.0,1088497800.0,1530352300.0,1412341400.0,1623951400.0,1795005200.0
2053.0,1994085400.0,1048045950.0,1468352100.0,1349177200.0,1575581200.0,1754428000.0
2054.0,1949604000.0,993584700.0,1380480400.0,1294723800.0,1519638300.0,1678168700.0
2055.0,1900413200.0,954571200.0,1319810200.0,1234234400.0,1466990500.0,1613805400.0
2056.0,1833647900.0,899080600.0,1267972500.0,1169563300.0,1417239900.0,1685493000.0
2057.0,1789763100.0,866988700.0,1206772400.0,1116225000.0,1386477300.0,1529967400.0
2058.0,1735374200.0,820380700.0,1156586500.0,1061426900.0,1332152400.0,1475319700.0
2059.0,1709136400.0,781198600.0,1103813500.0,1012375360.0,1307090000.0,1448430000.0
2060.0,1630834200.0,742959600.0,1059280900.0,967462800.0,1252971800.0,1403780000.0
2061.0,1582976300.0,690719940.0,997867300.0,920970560.0,1213843300.0,1348538200.0
2062.0,1529923600.0,655679500.0,958394050.0,874901600.0,1191644200.0,1304697600.0
2063.0,1490530000.0,625788160.0,917873000.0,824295100.0,1159999000.0,1264263600.0
2064.0,1447158000.0,590463040.0,885714400.0,778467500.0,1125970400.0,1243249900.0
2065.0,1659627900.0,555047360.0,844062000.0,738444800.0,1090244900.0,1198507500.0
2066.0,1516868900.0,529898980.0,811031230.0,702350460.0,1066723000.0,1142505500.0
2067.0,1358983700.0,507476200.0,773077500.0,666420600.0,1038785100.0,1109320300.0
2068.0,1325518200.0,484274000.0,728911300.0,635405950.0,1314080900.0,1076987800.0
2069.0,1282975900.0,460128030.0,688557060.0,601482500.0,1006403000.0,1045766300.0
2070.0,1214936800.0,437584540.0,655221600.0,569426050.0,972198460.0,1030603200.0
2071.0,1148892400.0,409356830.0,614407700.0,544235500.0,947830400.0,987295170.0
2072.0,1127349900.0,392703650.0,577048260.0,510398050.0,915427400.0,969365440.0
2073.0,1096189700.0,369358100.0,546140800.0,478374430.0,886607500.0,921753700.0
2074.0,1060929100.0,351446600.0,518757980.0,457134600.0,866561400.0,888911900.0
2075.0,1011676160.0,324624160.0,491974880.0,431596320.0,840033300.0,860239360.0
2076.0,979862700.0,299671230.0,470026850.0,399915520.0,817999600.0,835650400.0
2077.0,940951230.0,282349980.0,444262530.0,375148260.0,799903740.0,804069700.0
2078.0,889067140.0,256839800.0,422419000.0,349006560.0,784329600.0,763194900.0
2079.0,847406000.0,240151580.0,400988960.0,312743040.0,763025600.0,742030000.0
2080.0,803475400.0,216755420.0,380529540.0,284962300.0,740296000.0,704977100.0
2081.0,772644700.0,200055060.0,360746880.0,260227700.0,721154900.0,677870100.0
2082.0,742621400.0,183062300.0,333262300.0,233675250.0,864354240.0,642148300.0
2083.0,722635700.0,166948030.0,315832000.0,211293570.0,704890100.0,611652500.0
2084.0,702073200.0,150512580.0,291603420.0,198202850.0,690593340.0,583328830.0
2085.0,678647300.0,124533976.0,268814940.0,180144000.0,681023200.0,552903200.0
2086.0,646490240.0,113278770.0,247651090.0,158010780.0,661130400.0,532962900.0
2087.0,617026500.0,105113260.0,223456370.0,144584350.0,642211500.0,503634370.0
2088.0,595451400.0,98610790.0,202044050.0,125450640.0,619570940.0,481069950.0
2089.0,557092500.0,91032050.0,190448140.0,105125150.0,592493250.0,467513150.0
2090.0,524983200.0,84907140.0,164793920.0,85207070.0,573771650.0,449540320.0
2091.0,499695800.0,77707630.0,145615120.0,75787930.0,558873300.0,427925000.0
2092.0,483935300.0,66395524.0,125728536.0,64111016.0,544136060.0,405602400.0
2093.0,458300960.0,55929744.0,108408750.0,54871024.0,531025440.0,376997540.0
2094.0,431969440.0,44698040.0,92823840.0,51445140.0,517725280.0,356120200.0
2095.0,411802700.0,33799908.0,81173896.0,47056836.0,504201100.0,339170340.0
2096.0,381081100.0,29009584.0,68431080.0,41301860.0,579779460.0,320928030.0
2097.0,361602000.0,26468998.0,61509720.0,36355304.0,487841060.0,304661380.0
2098.0,339376260.0,23177376.0,57316784.0,29320038.0,469806270.0,287234300.0
2099.0,319484260.0,19694838.0,49797120.0,22373986.0,462587360.0,269586880.0
2100.0,305931070.0,18713106.0,41929156.0,15219366.0,452092380.0,250052750.0
2101.0,288807420.0,16417054.0,38602692.0,9862296.0,444103600.0,231891540.0
2102.0,272106300.0,15656652.0,33438484.0,6472188.0,431452160.0,213461040.0
2103.0,254423580.0,14314523.0,25175240.0,3497415.8,421868300.0,191885010.0
2104.0,236930400.0,13054578.0,17130334.0,1405229.6,411827840.0,175168580.0
2105.0,226552960.0,12560229.0,11444563.0,753791.4,403980580.0,157860860.0
2106.0,214489810.0,12220076.0,5206608.5,615189.9,391903140.0,139906450.0
2107.0,195523440.0,11284590.0,1812098.2,583469.56,374121200.0,124466720.0
2108.0,179812930.0,10557716.0,1077176.4,570443.1,365669630.0,114288540.0
2109.0,169659790.0,10330757.0,635679.1,570347.9,346416200.0,98246260.0
2110.0,158911230.0,9185008.0,601085.1,565469.6,335478700.0,84810040.0
2111.0,147863410.0,8526308.0,599901.56,555907.0,321474900.0,77930140.0
2112.0,137433890.0,7945345.0,581160.0,478680.5,310953600.0,69021660.0
2113.0,128440900.0,7884967.0,567271.94,456124.25,295963070.0,61003980.0
2114.0,117606880.0,5690586.0,564929.06,434166.4,287043230.0,55344376.0
2115.0,108757820.0,4382222.0,563009.7,392492.7,276041280.0,44907980.0
2116.0,98978390.0,3184559.5,473797.38,391832.4,260591800.0,41396508.0
2117.0,88332570.0,2404040.5,450699.88,374282.6,251119100.0,36398384.0
2118.0,81728210.0,1385752.2,430546.8,374602.94,242929180.0,31223908.0
2119.0,74062590.0,743875.25,390402.62,373969.62,230541660.0,21276178.0
2120.0,63973910.0,658244.6,388808.8,355460.78,217597660.0,14291992.0
2121.0,57528044.0,546536.6,370935.44,355299.03,208126240.0,7311404.5
2122.0,52828776.0,458262.88,367782.56,347594.94,189762110.0,3529164.8
2123.0,43706520.0,457924.44,366800.72,347001.94,181678110.0,2134436.5
2124.0,37071588.0,448548.25,329277.6,346736.62,170463940.0,1673037.0
2125.0,31925060.0,420876.6,327806.5,347423.38,163060460.0,1245384.6
2126.0,27208496.0,421128.7,328226.5,348161.7,154260350.0,1005056.94
2127.0,23446570.0,420994.9,314058.8,335583.16,144566690.0,913940.25
2128.0,18906694.0,392018.16,312535.12,333235.3,138090540.0,809098.2
2129.0,16257839.0,391552.94,295087.25,319602.75,126856120.0,616337.06
2130.0,7752679.5,391624.9,294623.62,305687.6,116226610.0,537242.56
2131.0,3714199.8,390964.88,294604.3,305770.94,108830056.0,516356.8
2132.0,1669684.5,390987.53,295013.47,305601.12,99822930.0,501851.12
2133.0,845456.75,378237.3,276284.88,304239.0,93845740.0,484378.2
2134.0,745813.7,378323.72,275791.47,302639.2,84081704.0,465843.9
2135.0,682725.3,378700.25,264888.03,302730.38,75183010.0,464452.25
2136.0,639885.5,376474.03,265179.88,298914.16,68688850.0,460526.97
2137.0,625510.5,375079.2,265047.5,285924.06,62687290.0,440213.22
2138.0,598416.5,356168.47,264562.34,283818.0,54807650.0,431863.06
2139.0,546084.6,353608.5,263690.4,283520.6,46437404.0,417180.44
2140.0,523527.9,343708.97,263390.56,279525.78,39916204.0,413530.47
2141.0,502168.5,342064.97,239962.6,276776.8,37850304.0,412280.4
2142.0,465059.22,339704.75,238773.36,276874.28,32293198.0,384056.53
2143.0,445240.84,338612.56,238680.27,277260.34,30329484.0,382993.56
2144.0,437938.4,332449.78,223087.94,279550.12,27849030.0,381205.78
2145.0,432780.06,331321.2,222604.9,263121.7,26704352.0,378849.34
2146.0,415221.22,330168.8,221154.42,261602.62,23134894.0,376715.88
2147.0,414029.7,313093.72,219816.4,236164.69,19942596.0,376255.7
2148.0,414213.25,309448.3,216741.98,236562.86,16040400.0,369367.3
2149.0,412097.78,308491.34,215742.22,236850.31,12127110.0,355332.5
2150.0,411378.5,307815.94,214432.7,226597.84,9638368.0,353833.0
2151.0,395173.47,301837.44,205520.22,226580.6,6049075.0,331947.28
2152.0,382317.78,290749.97,202210.34,226261.61,4559291.0,318092.88
2153.0,382000.9,277434.75,201422.75,225563.14,4170524.8,317212.44
2154.0,381232.66,274181.94,198419.66,225585.92,3320097.0,317171.3
2155.0,379455.0,274387.47,195137.84,225769.08,2523225.5,316947.34
2156.0,378342.7,253963.58,194479.03,224854.69,1670434.4,316479.16
2157.0,378704.25,252731.62,194080.62,225837.7,1423137.8,316045.2
2158.0,372808.1,226739.61,193286.6,224418.66,1247981.5,313495.22
2159.0,373187.44,226369.77,193013.9,223502.17,1233276.4,313474.97
2160.0,360175.53,225427.08,193175.62,224424.95,1027687.8,313474.0
2161.0,361463.44,224288.3,192473.12,223420.6,871362.0,301283.03
2162.0,360149.7,225087.3,190732.4,223198.72,756845.75,300978.97
2163.0,360527.12,224858.69,189785.75,223369.22,755785.0,300844.03
2164.0,356883.7,225407.81,173577.97,223555.92,745217.6,299720.88
2165.0,357796.66,225582.56,163612.88,222452.86,743583.5,286645.7
2166.0,356420.5,224921.61,162114.0,220762.44,743280.75,286421.0
2167.0,342484.5,225520.25,160856.22,220837.8,740971.5,285876.4
2168.0,342418.12,228852.83,159956.0,220942.55,704560.56,284444.6
2169.0,342374.5,214920.64,159067.5,219953.52,705050.4,276517.75
2170.0,341064.53,214129.5,156687.5,218468.8,700906.1,276505.75
2171.0,341378.8,214339.25,153191.19,210369.78,699052.75,276528.97
2172.0,340866.66,212976.4,146378.16,211419.12,696102.4,265751.38
2173.0,340679.72,211514.56,141354.03,201697.22,694700.25,265330.84
2174.0,341267.34,210842.77,131793.23,200968.5,694763.7,264851.75
2175.0,339685.06,207987.02,123501.55,198022.66,696225.06,254522.33
2176.0,354937.2,211840.81,111443.49,191810.94,696289.4,254843.83
2177.0,343208.5,210941.89,111200.36,191690.69,694269.4,266063.06
2178.0,322013.44,207952.4,110849.66,192002.47,638349.6,265473.8
2179.0,343312.06,207075.69,110351.41,191058.03,610292.1,255301.81
2180.0,319759.0,206331.17,109035.55,180295.16,607479.4,254010.36
2181.0,320134.66,205717.0,107130.61,181104.94,577334.5,253373.27
2182.0,318895.6,204139.64,104737.2,181629.19,564717.44,253818.67
2183.0,319760.5,203384.75,104727.266,181253.03,562143.2,253417.36
2184.0,320019.66,195099.17,104709.234,164916.81,517964.44,252226.84
2185.0,315789.4,194146.23,104675.336,165428.47,517860.4,252024.9
2186.0,313693.1,192415.55,104729.12,165046.78,516737.4,251899.16
2187.0,314926.6,190278.28,104704.42,165190.16,507090.12,251552.77
2188.0,353535.8,186729.77,104717.75,164205.06,488228.34,252475.33
2189.0,316017.72,183413.97,104686.67,163467.1,479338.28,252808.73
2190.0,303006.6,179647.47,104720.28,161977.75,480563.7,253153.28
2191.0,328113.4,172377.66,104711.12,160379.0,469207.44,252085.58
2192.0,328461.53,165280.5,104704.1,158274.97,470687.0,250894.34
2193.0,303191.44,163923.61,104700.93,156846.47,464206.72,250115.6
2194.0,303359.7,161120.06,104756.82,154618.0,464712.75,249114.06
2195.0,302287.03,145847.83,104674.5,148067.19,445011.53,244540.36
2196.0,302203.7,144406.75,104690.64,143470.5,444711.62,231352.83
2197.0,302057.2,137544.03,104733.51,139688.03,444380.4,229661.67
2198.0,302686.06,137346.7,104654.914,130103.01,444183.4,226481.53
2199.0,302995.62,137099.73,104700.19,111788.48,443851.16,210748.81
2200.0,304123.25,132091.45,104736.76,111827.59,443534.12,203425.38
2201.0,325332.97,132268.42,104756.03,111752.24,444512.84,201675.31
2202.0,324917.5,132209.28,104698.055,111581.41,443694.28,200811.6
2203.0,328570.38,132177.22,104709.5,111484.83,444143.12,194439.0
2204.0,324398.75,132053.38,104683.97,111508.34,442673.72,194237.44
2205.0,328068.47,131748.25,104660.92,111591.29,433647.6,194433.97
2206.0,304091.88,131691.12,104682.63,111258.19,434208.62,195366.22
2207.0,303505.44,131522.66,104670.18,110898.97,435374.97,195934.16
2208.0,303210.9,116383.266,104688.836,110198.66,433844.22,195204.25
2209.0,307300.03,116689.414,104721.52,108858.336,435047.94,195754.6
2210.0,328235.0,116675.96,104684.23,106988.336,434847.4,194502.6
2211.0,303745.66,116400.29,104730.125,104689.02,434611.47,194277.0
2212.0,303820.8,116535.914,104687.03,104663.055,436079.3,193992.75
2213.0,303547.3,116484.914,104671.195,104696.695,419947.9,185356.03
2214.0,303098.97,116203.625,104708.266,104693.484,419697.97,185022.72
2215.0,302509.5,116333.87,104719.164,104718.516,419849.5,185385.12
2216.0,290766.28,116455.945,104655.94,104681.92,421440.66,184797.78
2217.0,291257.03,116619.086,104706.77,104708.86,419879.75,184211.97
2218.0,291456.03,116581.94,104669.13,104734.36,417981.22,168607.53
2219.0,292105.44,105258.75,104619.19,104787.75,417956.06,168566.22
2220.0,291851.6,105163.84,104686.54,104673.87,418670.53,168776.03
2221.0,292627.97,105058.17,104672.29,104741.62,418920.97,169120.84
2222.0,328498.03,104845.08,104729.85,104737.34,418424.0,168082.25
2223.0,328057.97,105062.91,104683.97,104698.87,418195.47,168045.5
2224.0,293119.25,105079.04,104701.85,104740.414,418509.03,168258.12
2225.0,292936.25,104742.74,104610.37,104728.08,418418.16,168370.62
2226.0,292263.06,104954.75,97232.02,104722.445,418726.72,168249.6
2227.0,313950.6,104686.86,97224.086,104724.47,418080.9,166679.6
2228.0,291835.4,104718.94,97222.36,104681.16,417122.12,166023.69
2229.0,293125.4,104879.74,85820.98,104678.63,417428.47,165941.44
2230.0,291957.4,104624.625,85853.08,104650.42,417005.44,166002.1
2231.0,292288.38,104224.52,85825.91,104717.086,416284.53,165416.56
2232.0,292038.06,104292.56,85857.914,104683.68,416186.06,164832.53
2233.0,292895.84,92011.82,85853.88,104712.95,404479.34,162805.47
2234.0,291492.97,91925.664,85835.37,104735.78,403943.6,161366.62
2235.0,292060.34,91152.47,85785.38,104650.875,404287.9,156148.62
2236.0,292296.22,89857.82,85795.086,104690.01,404021.06,155669.66
2237.0,292239.2,87606.28,85805.99,104704.8,403325.5,153452.06
2238.0,285167.84,85876.1,85860.24,104682.15,404001.38,147419.8
2239.0,285994.1,90299.89,85803.25,104687.734,404315.78,141988.38
2240.0,285880.66,85924.78,85822.086,104706.93,403716.78,141971.81
2241.0,285389.0,85888.87,85757.54,104681.305,403167.3,141278.5
2242.0,307348.47,85887.29,85829.82,104697.08,404242.88,140905.0
2243.0,285689.34,85927.51,82071.94,104678.16,404777.06,141298.3
2244.0,285682.56,85912.82,82128.97,104671.78,404853.66,141116.2
2245.0,284420.12,85879.96,82096.66,104670.01,404590.97,141238.56
2246.0,285093.6,85957.68,82105.375,104642.12,402489.22,141037.47
2247.0,285917.62,85873.79,82101.82,104687.31,400458.38,140720.72
2248.0,286306.4,85883.63,82142.94,104636.18,385922.94,139831.03
2249.0,285946.88,85859.805,82073.03,104696.33,384296.3,139679.97
2250.0,293171.34,85912.83,82110.09,104636.05,385061.78,138985.38
2251.0,286388.62,85890.95,82115.58,104638.35,402306.6,136906.92
2252.0,285318.62,85899.445,82116.64,93251.82,395528.06,135225.23
2253.0,285753.3,85895.01,82170.055,104725.47,385646.75,134293.19
2254.0,286126.97,85914.21,82105.28,93235.99,385094.5,134539.58
2255.0,285133.97,90290.13,82096.4,93238.195,394470.3,134802.45
2256.0,285109.47,85904.36,82104.14,93260.13,394669.78,134855.9
2257.0,283594.9,85909.24,82108.67,93276.77,386585.0,139586.44
2258.0,283209.12,85921.78,82088.5,93250.4,386814.47,139791.34
2259.0,283750.62,85896.46,82083.28,85809.766,384919.72,134739.83
2260.0,284152.0,85949.43,82148.08,85805.71,385835.53,134156.02
2261.0,282969.1,85887.99,82145.59,85838.6,386445.4,134436.42
2262.0,283501.62,85828.27,82123.68,85803.43,385876.47,134411.02
2263.0,283582.56,85886.07,82128.33,85846.33,381509.12,134982.3
2264.0,282807.22,85808.4,82103.79,85857.87,379991.44,134363.88
2265.0,283407.25,85837.32,82155.06,85843.555,381767.94,134456.53
2266.0,281569.03,85882.39,82121.84,85852.99,380462.47,134008.72
2267.0,281703.12,85851.26,82110.125,85796.15,385798.47,133239.55
2268.0,282340.47,85835.93,82093.58,85834.23,386220.3,133001.45
2269.0,281897.12,85734.37,82084.03,85849.89,385360.03,131679.69
2270.0,282527.3,85810.63,82130.445,85801.07,381642.62,130969.89
2271.0,282338.94,85813.58,82148.09,85836.516,380377.03,130808.35
2272.0,283313.0,85887.54,82121.04,85784.05,379196.44,129978.52
2273.0,282948.9,85869.95,82158.125,85865.445,381336.38,128500.22
2274.0,282957.1,85854.234,82167.164,85831.77,381208.56,127105.91
2275.0,325214.9,85805.2,82075.96,85812.05,380898.2,124681.484
2276.0,290929.25,85849.164,82101.61,85810.36,384903.84,126478.22
2277.0,291092.88,85915.34,82106.99,85809.49,379971.9,119809.19
2278.0,290850.44,85941.49,82173.0,85779.99,379745.16,116230.67
2279.0,285064.5,85863.805,82115.06,85819.914,378598.88,104760.21
2280.0,316254.75,85836.26,82177.31,85810.57,380041.38,104746.33
2281.0,292403.44,85933.07,82157.67,85853.73,393481.7,104761.32
2282.0,284520.03,85899.086,82164.555,85785.18,393978.47,104736.086
2283.0,285381.66,85885.67,82140.92,85851.445,395709.1,104741.39
2284.0,271291.12,85898.21,82147.195,85844.51,394091.47,104749.164
2285.0,271754.1,85913.23,82131.53,85823.29,402411.84,104725.12
2286.0,272355.97,85935.84,82128.25,85813.54,402712.1,104735.64
2287.0,294899.75,85884.96,82117.52,85776.305,402978.44,104740.74
2288.0,271938.47,85887.15,82140.15,85811.305,402982.72,104736.83
2289.0,271663.9,85739.88,82171.76,85824.055,390731.12,104712.14
2290.0,270882.84,85885.1,82171.08,85822.63,391530.66,104745.71
2291.0,270490.44,85885.86,82107.7,85799.76,391569.25,104768.21
2292.0,270855.72,85726.93,82167.79,82143.58,390151.88,104715.805
2293.0,269804.88,85835.97,82127.25,85855.516,385072.72,104683.5
2294.0,268949.88,85857.12,82098.28,85842.72,384746.03,104750.31
2295.0,269884.5,85860.23,82144.03,85868.71,384643.38,104711.516
2296.0,270303.97,85883.6,82131.055,85846.1,384872.44,104714.766
2297.0,268655.56,85826.6,82140.875,85843.37,385083.7,104760.92
2298.0,268124.03,85815.23,82174.734,97280.625,394061.06,104749.766
2299.0,268998.84,85853.31,82144.38,85827.664,404151.12,104741.805
2300.0,269343.9,85847.1,82155.32,85770.1,402964.56,104737.21
