time,ACCESS-CM2,CESM2-WACCM,ACCESS-ESM1-5,CANESM5,IPSL-CM6A-LR,MRI-ESM2-0
2150.0,13060355.0,14577049.0,44846172.0,3669073.0,15187768.0,59945464.0
2151.0,12932355.0,14300926.0,44761724.0,3631440.0,15070502.0,59579270.0
2152.0,12466339.0,13743174.0,44076396.0,3481996.5,15050967.0,59091750.0
2153.0,12466632.0,13142651.0,43680836.0,3310037.5,15044046.0,57925588.0
2154.0,12437735.0,13038171.0,43422732.0,3306432.0,14768585.0,57318300.0
2155.0,12010956.0,12714537.0,43412456.0,3291358.2,14468188.0,56215010.0
2156.0,11814839.0,12433955.0,42798840.0,3279390.5,14403003.0,55277040.0
2157.0,11437468.0,12391374.0,42549730.0,3276165.2,14198038.0,54956028.0
2158.0,11143433.0,12115946.0,42262424.0,3072741.0,14096281.0,54176580.0
2159.0,11119722.0,12067355.0,42147196.0,2864723.8,13666401.0,53810572.0
2160.0,7150132.5,11871513.0,41797532.0,2862689.0,13650856.0,43815904.0
2161.0,6928722.5,11454552.0,41732570.0,2669350.2,13272791.0,42661740.0
2162.0,6807244.0,11416012.0,41347770.0,2663440.8,13091860.0,41897772.0
2163.0,6678239.0,11387810.0,40244296.0,2662364.2,13012735.0,41631970.0
2164.0,6600353.5,7579600.5,38995884.0,2513868.0,12744551.0,40845824.0
2165.0,6509398.5,7425977.0,38029788.0,2512229.0,12752779.0,40277536.0
2166.0,6284484.5,7354107.5,37232196.0,1344302.6,12758111.0,39525800.0
2167.0,6026191.0,7346920.5,37203652.0,1244284.9,12518070.0,38801484.0
2168.0,6026592.5,7334749.0,36643940.0,1241595.9,12373786.0,38130824.0
2169.0,6030940.5,7148607.0,36538350.0,1238242.0,12338143.0,38152292.0
2170.0,5724644.0,7019376.5,27896890.0,1182552.0,12297036.0,37936936.0
2171.0,3695376.8,6943514.0,27676670.0,1178684.2,12246192.0,37832730.0
2172.0,3694103.0,7055840.5,27268822.0,1048344.75,11860233.0,36973372.0
2173.0,3439079.2,6791358.5,26622946.0,1047489.25,11676242.0,36831480.0
2174.0,3438308.8,6493313.0,25448928.0,1042165.8,11664762.0,36474444.0
2175.0,3388347.8,6385727.5,25252270.0,984368.3,11353651.0,27990554.0
2176.0,3146932.2,6312643.0,25167988.0,973539.8,11353161.0,27374238.0
2177.0,3149581.2,6306690.0,25121682.0,853619.5,11335983.0,27385724.0
2178.0,3121668.8,6294446.0,24885022.0,805906.06,11303117.0,27386246.0
2179.0,3178313.0,6126368.5,24781614.0,804404.1,11271525.0,26808602.0
2180.0,3099874.5,5997237.5,24760896.0,378480.4,11262837.0,25918700.0
2181.0,3100697.0,5721369.0,24690060.0,377356.2,11255206.0,25826886.0
2182.0,3056768.2,5666172.5,24343702.0,376886.8,7373575.0,25808596.0
2183.0,3052690.5,3636552.2,24230968.0,375827.56,7371348.0,25800680.0
2184.0,3051198.8,3431374.5,24256594.0,264599.94,7371828.5,25705804.0
2185.0,2885620.2,3422869.0,24230234.0,250805.34,7360971.5,25688734.0
2186.0,2886280.8,3416083.0,23892838.0,250037.25,7358005.0,25527904.0
2187.0,2943608.5,3370547.5,23164724.0,248545.61,7199490.5,25362656.0
2188.0,2894932.2,3167908.5,23011294.0,246442.16,7199388.0,25341070.0
2189.0,2890235.2,2978453.2,16623217.0,103358.96,7196490.0,25281110.0
2190.0,2885373.8,2985498.8,15784624.0,92990.08,7177787.0,24703928.0
2191.0,2881628.5,2940888.2,15769990.0,91278.64,7160562.5,24701068.0
2192.0,2876209.0,2938478.5,15678221.0,90616.69,6810677.0,24702892.0
2193.0,2879822.2,2907741.5,15670460.0,90250.14,6514725.5,24700212.0
2194.0,2875868.5,2904531.8,15360034.0,89523.17,6517052.0,24208474.0
2195.0,2868126.2,2885806.5,15362643.0,89015.72,6444888.0,24224658.0
2196.0,2866293.5,2885615.0,15092582.0,88271.08,6433535.5,24037646.0
2197.0,2862369.0,2880224.8,14201813.0,87101.76,6059561.0,24002362.0
2198.0,2857937.2,2878185.2,14075705.0,86133.45,6080264.5,23861058.0
2199.0,2852654.8,2862261.8,14054291.0,85094.43,6065592.0,23677990.0
2200.0,2666601.0,2861178.8,13903127.0,46842.633,5832681.5,23598792.0
2201.0,2662405.2,2757451.0,13953023.0,46842.633,5835832.0,23761520.0
2202.0,2607829.5,2709894.8,13692041.0,46842.633,5750237.5,23210886.0
2203.0,1439693.6,2709023.8,13094877.0,46842.633,5749288.5,23219756.0
2204.0,1240950.5,1540461.0,13014293.0,46842.633,5685823.5,23204342.0
2205.0,1105766.9,1540477.6,13641568.0,46842.633,5678470.0,23186962.0
2206.0,1110380.8,1537807.4,13055917.0,46842.633,5683749.0,23189074.0
2207.0,1060441.6,1538352.5,13031865.0,46842.633,3443542.0,23036776.0
2208.0,1052753.0,1350096.2,12904493.0,46842.633,3438366.2,22794110.0
2209.0,1051998.8,1349468.1,12823976.0,46842.633,3435224.5,22733208.0
2210.0,1108492.8,1348332.4,12800728.0,46842.633,3431300.5,22037386.0
2211.0,1055785.2,1349689.8,12760969.0,46842.633,3399201.2,21955880.0
2212.0,1055858.1,1350928.6,12713074.0,46842.633,3396035.2,21940686.0
2213.0,1059347.0,1348329.9,12646035.0,46842.633,3400182.5,21635970.0
2214.0,1055577.5,1349503.9,12640409.0,46842.633,3189247.0,21631436.0
2215.0,1054030.0,1254241.6,12671371.0,44408.047,3155230.0,21682264.0
2216.0,1050599.8,1253567.0,12644164.0,44408.047,3154692.0,21640220.0
2217.0,1041705.06,1248096.1,13005214.0,44408.047,3147068.5,21620022.0
2218.0,1042643.6,1195655.4,12555723.0,44408.047,3144028.2,21619460.0
2219.0,915270.44,1189435.9,12456280.0,44408.047,3126687.2,21596050.0
2220.0,914140.94,1188194.5,12434281.0,44005.832,3122983.5,15128771.0
2221.0,913321.3,1054724.0,12426060.0,44005.832,3124861.5,14833050.0
2222.0,853832.4,1050915.5,12343601.0,44005.832,3125385.8,14804799.0
2223.0,738681.0,1049482.6,12340548.0,44005.832,3118715.0,14650021.0
2224.0,736903.6,1051043.5,12342241.0,44005.832,3119031.8,14572922.0
2225.0,736001.5,988116.25,12338183.0,44005.832,2908995.2,14560760.0
2226.0,732769.9,986533.6,12316430.0,44005.832,2888269.5,14568329.0
2227.0,844703.9,983576.3,12077977.0,44005.832,2886296.0,14356070.0
2228.0,686851.9,983566.8,12076396.0,44005.832,2884104.2,13933545.0
2229.0,686511.9,982841.6,8259226.5,44005.832,2883505.5,13680332.0
2230.0,250902.14,982280.94,8133126.5,44005.832,2882116.8,13653720.0
2231.0,252047.83,980101.06,7750046.0,44005.832,2874827.8,13723211.0
2232.0,252981.75,978949.0,7717651.0,40438.22,2870529.8,12956637.0
2233.0,252500.03,977562.56,7744980.0,37536.23,2676965.0,12878531.0
2234.0,252873.86,929674.56,7716990.5,37536.23,2672413.0,12881552.0
2235.0,257583.45,809231.4,7717263.5,35768.78,2667212.8,12819957.0
2236.0,253515.77,808687.25,7717293.5,35768.78,2665569.8,12606524.0
2237.0,254935.9,798591.6,7717963.0,35768.78,2671750.0,12613743.0
2238.0,254516.97,797081.8,7648931.5,33532.426,2665137.2,12598307.0
2239.0,253037.56,796044.9,7361489.5,33532.426,2679318.2,12464042.0
2240.0,250796.19,793044.3,7357059.0,33532.426,2665479.8,12455225.0
2241.0,252053.89,256488.11,7067414.0,35299.875,2618903.2,12571677.0
2242.0,251588.34,256332.25,7057984.0,33532.426,2618935.5,12490151.0
2243.0,130392.6,256402.16,6999298.0,33532.426,1352850.0,12408057.0
2244.0,129616.34,255086.47,6978345.5,33532.426,1354213.9,12414229.0
2245.0,842908.6,254301.56,6972751.5,33532.426,1352129.0,12410696.0
2246.0,253434.66,234237.56,6966295.0,33532.426,1356338.9,12362344.0
2247.0,110472.06,233543.62,6741202.0,33532.426,1355925.5,12519316.0
2248.0,109814.586,227985.7,6737746.5,33532.426,2668914.8,12372397.0
2249.0,110037.23,227402.16,6735910.5,33532.426,1362576.5,12366562.0
2250.0,110778.68,217136.78,6628619.5,33532.426,1354443.1,12357984.0
2251.0,110684.836,216043.69,6561629.0,33532.426,1355421.8,12397019.0
2252.0,110837.734,213542.88,6564744.0,33532.426,1349204.9,12332367.0
2253.0,110106.08,212970.73,6458063.0,33532.426,1351094.1,12597274.0
2254.0,110202.75,213554.97,6443119.0,33532.426,1255761.9,12372782.0
2255.0,109750.03,91828.39,6446639.0,33532.426,1352437.0,12506965.0
2256.0,100301.445,91780.766,6442390.0,33532.426,1350352.0,12359967.0
2257.0,100017.64,91462.3,6659920.0,33532.426,1253460.8,12354863.0
2258.0,99824.61,91858.79,6385980.5,33532.426,1252686.4,12350803.0
2259.0,100049.06,94205.78,6372803.0,33532.426,1250783.6,13277763.0
2260.0,99992.58,94492.16,6212491.5,33532.426,1122947.5,12534430.0
2261.0,100327.25,94052.84,6215072.5,33532.426,1070303.6,12348525.0
2262.0,100901.16,229580.56,6206119.0,33532.426,1064487.5,12597986.0
2263.0,101184.01,94559.28,5947782.5,33532.426,1058689.4,12752063.0
2264.0,99793.9,225647.34,5953729.0,33532.426,1057490.8,12753205.0
2265.0,99868.484,246645.5,5875000.0,33532.426,1059914.8,13517508.0
2266.0,99653.9,95960.555,5873949.5,33532.426,1060847.6,12594843.0
2267.0,99792.25,100466.33,5868304.0,33532.426,1058994.2,12517314.0
2268.0,99520.33,96202.94,5861356.0,33532.426,1061414.9,12608320.0
2269.0,99643.11,95457.95,5866722.5,33532.426,1063030.2,12497603.0
2270.0,99123.086,92776.5,5865890.0,33532.426,1062784.6,13211387.0
2271.0,99350.42,92230.37,3837853.0,33532.426,1057908.1,12417555.0
2272.0,99837.39,92003.69,3713675.8,33532.426,1059337.0,12323071.0
2273.0,100283.45,213682.5,3714039.0,33532.426,1058788.9,12327116.0
2274.0,110390.94,91877.89,3710213.0,33532.426,1059205.5,12311191.0
2275.0,100686.23,91230.57,3703028.2,33532.426,1112836.6,12313573.0
2276.0,101037.2,91649.96,3707329.0,33532.426,1058917.9,12298060.0
2277.0,100345.55,91261.47,3556667.8,33532.426,1208252.0,12288920.0
2278.0,99672.8,91227.81,3559218.2,33532.426,1062571.9,12290323.0
2279.0,722824.4,91693.5,3558793.0,33532.426,1058785.5,12295375.0
2280.0,99825.266,92045.05,3557612.0,33532.426,1056127.1,12297564.0
2281.0,97926.484,91640.67,3555005.2,33532.426,1047668.6,12284159.0
2282.0,97481.33,90948.67,3553114.8,33532.426,1048714.4,12286833.0
2283.0,97093.31,90782.69,3498223.0,33532.426,1047666.7,12291604.0
2284.0,97205.75,90708.016,3552767.0,33532.426,1049924.5,12281353.0
2285.0,97220.11,90203.44,3491527.2,33532.426,1050433.8,12267584.0
2286.0,96532.97,90316.3,3492366.8,33532.426,932246.2,12189169.0
2287.0,96702.0,88883.95,3491378.8,33532.426,934027.4,12180845.0
2288.0,96574.15,88150.86,3491582.5,33532.426,935127.2,12214084.0
2289.0,96307.61,88044.11,3557380.2,33532.426,931069.4,12025278.0
2290.0,95765.5,86914.16,3489857.2,33532.426,930097.94,11940958.0
2291.0,105626.38,86652.39,3486948.8,33532.426,926827.1,11942319.0
2292.0,96471.984,86627.766,3480932.0,33532.426,870656.06,11947572.0
2293.0,94935.625,86050.67,3268004.2,33532.426,866463.4,11938923.0
2294.0,93787.586,86069.5,3223688.2,33532.426,866898.25,11993107.0
2295.0,93674.44,85581.42,3221003.0,33532.426,869334.75,11935265.0
2296.0,92515.41,85364.36,3216858.5,33532.426,868342.25,11856736.0
2297.0,91285.19,85320.34,3210424.8,33532.426,865795.1,7679035.5
2298.0,91130.914,85284.27,3208847.0,33532.426,862988.75,12109818.0
2299.0,91411.64,84393.85,3366747.0,33532.426,861387.0,7505571.5
2300.0,91232.875,46842.633,3213085.0,33532.426,851980.6,7512449.5
