time,UKESM1-0-LL,MPI-ESM1-2-HR,MRI-ESM2-0,IPSL-CM6A-LR,GFDL-ESM4
2075.0,121211820000.0,128560160000.0,126077346000.0,125046430000.0,128569380000.0
2076.0,120804970000.0,128528440000.0,126229800000.0,125056066000.0,128803406000.0
2077.0,120759090000.0,128113500000.0,125673250000.0,124772220000.0,128811890000.0
2078.0,120657240000.0,127858980000.0,125350870000.0,124458100000.0,128659200000.0
2079.0,120454540000.0,127872540000.0,124935170000.0,124439020000.0,128064140000.0
2080.0,119979310000.0,127512090000.0,124563020000.0,124210570000.0,128000170000.0
2081.0,119722930000.0,127425300000.0,124328440000.0,123747180000.0,128175960000.0
2082.0,119305510000.0,127262000000.0,123966610000.0,123353530000.0,128346300000.0
2083.0,119356090000.0,126894460000.0,123808720000.0,123143330000.0,127781170000.0
2084.0,119396205000.0,126450440000.0,123770000000.0,122790986000.0,127359530000.0
2085.0,118834280000.0,126506330000.0,123427890000.0,122509950000.0,127150590000.0
2086.0,118237640000.0,126615175000.0,123134800000.0,122467115000.0,126984100000.0
2087.0,117486666000.0,126403084000.0,122846770000.0,122309900000.0,126645700000.0
2088.0,117340740000.0,126670660000.0,122731460000.0,122044510000.0,126513660000.0
2089.0,116507530000.0,125841630000.0,122152075000.0,122022360000.0,126597850000.0
2090.0,116043970000.0,125803470000.0,121705546000.0,121990180000.0,126792450000.0
2091.0,115690070000.0,125549610000.0,121538210000.0,121534325000.0,126446460000.0
2092.0,115382390000.0,125273230000.0,121302024000.0,120699000000.0,126219050000.0
2093.0,114882080000.0,125436710000.0,121177660000.0,120577530000.0,126223260000.0
2094.0,114357570000.0,124824125000.0,120825970000.0,120708020000.0,126088520000.0
2095.0,114420380000.0,124613700000.0,120420710000.0,119945270000.0,125811065000.0
2096.0,113866590000.0,124977100000.0,120066105000.0,120138244000.0,125918930000.0
2097.0,113535110000.0,124372410000.0,119669990000.0,119491390000.0,126539700000.0
2098.0,113180940000.0,124171510000.0,119516590000.0,119241320000.0,125796710000.0
2099.0,112686750000.0,124342780000.0,118883210000.0,118785180000.0,125371286000.0
2100.0,112587580000.0,124542450000.0,118735980000.0,118318645000.0,125660710000.0
