time,CANESM5,IPSL-CM6A-LR,UKESM1-0-LL,CNRM-ESM2-1,MRI-ESM2-0
2024.0,1068491970.0,1081654300.0,1054177700.0,1087679000.0,1053839740.0
2025.0,1051294300.0,1064549060.0,1037187260.0,1069257540.0,1096024200.0
2026.0,1028140900.0,1045207360.0,1019622900.0,1123578400.0,1044745100.0
2027.0,1010017660.0,1054301600.0,992143040.0,1048727800.0,1016834200.0
2028.0,988335940.0,1046890500.0,975189200.0,1034647230.0,1096264600.0
2029.0,964676100.0,1021933700.0,953288900.0,1016350100.0,1030402050.0
2030.0,941902700.0,1038427970.0,916535360.0,988881860.0,996290900.0
2031.0,955288060.0,1006801660.0,876265150.0,987207300.0,981724500.0
2032.0,922992260.0,998770000.0,853223400.0,974858000.0,975754600.0
2033.0,901623360.0,991734100.0,831772540.0,1005293500.0,1036277400.0
2034.0,881234100.0,978486800.0,805127360.0,969316540.0,960840200.0
2035.0,863661200.0,1046920260.0,785803650.0,939979300.0,945804860.0
2036.0,851046660.0,972251900.0,758060860.0,965778500.0,959742000.0
2037.0,843619700.0,948432260.0,741068350.0,923013300.0,986221950.0
2038.0,818450100.0,927917400.0,744131260.0,899416700.0,956290900.0
2039.0,789930000.0,910678400.0,705808100.0,938550140.0,933405800.0
2040.0,769722800.0,891144600.0,679436800.0,901842500.0,918576000.0
2041.0,764411140.0,881974660.0,658007300.0,863989060.0,983689600.0
2042.0,755746900.0,867688640.0,630498400.0,892143400.0,911994200.0
2043.0,769253250.0,870071400.0,608925100.0,842330430.0,896516030.0
2044.0,740006400.0,860961540.0,609373100.0,838413440.0,885397950.0
2045.0,727912450.0,838367800.0,580410430.0,833374600.0,909845100.0
2046.0,734959900.0,864944300.0,561539400.0,821648060.0,912622400.0
2047.0,707003300.0,819803200.0,543620030.0,809470000.0,908195400.0
2048.0,687345660.0,791851260.0,525873760.0,808938200.0,883051400.0
2049.0,676862400.0,775530940.0,514251740.0,808814500.0,856477200.0
2050.0,663238000.0,847521150.0,504079000.0,785991400.0,847920800.0
2051.0,649317100.0,798554560.0,481510340.0,780253440.0,900093760.0
2052.0,629238500.0,741400500.0,470484380.0,799423100.0,835822850.0
2053.0,605609700.0,717493100.0,457820160.0,749909440.0,815812500.0
2054.0,585158200.0,696727550.0,439600960.0,734008200.0,808656700.0
2055.0,591151200.0,672648060.0,425623650.0,715845600.0,797628540.0
2056.0,567060160.0,653166850.0,409703230.0,716800700.0,784051300.0
2057.0,551640640.0,647009400.0,401036800.0,704372350.0,778893250.0
2058.0,542523000.0,659274600.0,385950820.0,692386370.0,761153900.0
2059.0,528683800.0,605357250.0,377044220.0,684789950.0,750463040.0
2060.0,516213570.0,584826000.0,364334720.0,659045900.0,741447040.0
2061.0,505127840.0,563409500.0,355927650.0,640170200.0,720725000.0
2062.0,493890980.0,542455700.0,341114500.0,628334340.0,702993400.0
2063.0,482993120.0,527723700.0,327144540.0,617747800.0,681441500.0
2064.0,479317400.0,519339070.0,317307460.0,597810700.0,669078300.0
2065.0,476655070.0,511348260.0,309214240.0,593532300.0,688511900.0
2066.0,465585820.0,497003840.0,302532350.0,571594600.0,634836800.0
2067.0,456171140.0,485372200.0,296701380.0,558691500.0,615962300.0
2068.0,446946080.0,476093900.0,284927200.0,545581060.0,606845800.0
2069.0,440258750.0,465709570.0,279589920.0,535875420.0,583095900.0
2070.0,436283000.0,453861200.0,273156930.0,533248580.0,573014140.0
2071.0,430444500.0,442566940.0,268847900.0,513457950.0,575147300.0
2072.0,422903330.0,436300500.0,263250860.0,501602660.0,560505300.0
2073.0,414027620.0,436340000.0,259692000.0,529153800.0,583720960.0
2074.0,406467140.0,425690880.0,281067360.0,507183230.0,551048260.0
2075.0,402476130.0,414151550.0,299297570.0,547330700.0,543722500.0
2076.0,397706980.0,399564580.0,262564380.0,529569380.0,545840300.0
2077.0,398464400.0,422364960.0,254816450.0,493670940.0,599705300.0
2078.0,387247000.0,405625400.0,248727790.0,571407500.0,547120060.0
2079.0,384654940.0,400800030.0,240064290.0,519273340.0,537157400.0
2080.0,386314940.0,410887000.0,236461840.0,480219400.0,532843300.0
2081.0,388169700.0,386815040.0,234224260.0,475165100.0,529330460.0
2082.0,383444960.0,524525800.0,229528290.0,462924580.0,651423300.0
2083.0,371135300.0,464624000.0,227026670.0,457438700.0,529904160.0
2084.0,369296200.0,411029200.0,226163970.0,453410430.0,520258500.0
2085.0,365558400.0,384939700.0,224748340.0,452309340.0,523961660.0
2086.0,364852160.0,383052400.0,228025280.0,447991520.0,518238180.0
2087.0,358903550.0,388801660.0,233409650.0,444190750.0,512523000.0
2088.0,355723360.0,378325100.0,221862400.0,446882240.0,509159040.0
2089.0,377841600.0,379104900.0,337429060.0,439888260.0,505333800.0
2090.0,356449920.0,379786500.0,272765950.0,438663500.0,499584900.0
2091.0,350684320.0,386916740.0,274751650.0,436199230.0,498083520.0
2092.0,350280300.0,455771500.0,292129570.0,427416300.0,495947900.0
2093.0,348205060.0,423371330.0,262898400.0,427012770.0,496025900.0
2094.0,346789020.0,397127200.0,256689580.0,532716000.0,490236770.0
2095.0,343503680.0,475089100.0,244138220.0,478818080.0,487942180.0
2096.0,343229440.0,387661820.0,371460540.0,437862560.0,485788320.0
2097.0,345776900.0,450244450.0,278260500.0,425285600.0,503328420.0
2098.0,340796600.0,394965760.0,258916660.0,423850850.0,482267100.0
2099.0,344032930.0,535084030.0,249939940.0,421469860.0,477884830.0
2100.0,336266720.0,451267300.0,253722260.0,417487580.0,477648030.0
