time,IPSL-CM6A-LR,UKESM1-0-LL,MRI-ESM2-0,KACE-1-0-G,TAIESM1,GFDL-ESM4,MPI-ESM1-2-HR,CESM2-WACCM,IITM-ESM
2027.0,76013920000.0,62792765000.0,64354255000.0,62565167000.0,74743914000.0,71592390000.0,70439970000.0,71772900000.0,85517025000.0
2028.0,73575040000.0,59357890000.0,61844890000.0,57425072000.0,73188730000.0,73096720000.0,68040544000.0,70779890000.0,83981210000.0
2029.0,72986840000.0,57413296000.0,58596807000.0,52635680000.0,72675010000.0,70882075000.0,66237026000.0,68651640000.0,82840500000.0
2030.0,69525860000.0,53670388000.0,55834886000.0,48347510000.0,71199570000.0,68129760000.0,64127850000.0,65924650000.0,81742130000.0
2031.0,66145940000.0,50580582000.0,53118013000.0,42456580000.0,69404180000.0,65862808000.0,63496688000.0,62991150000.0,80720910000.0
2032.0,62358508000.0,47247053000.0,52237700000.0,38429810000.0,66882400000.0,61963153000.0,62290500000.0,60894870000.0,79007240000.0
2033.0,58439120000.0,44537565000.0,49532625000.0,34575966000.0,65518424000.0,60545364000.0,57704800000.0,58256785000.0,75562380000.0
2034.0,57874113000.0,42105037000.0,47768535000.0,31317346000.0,63630365000.0,59831054000.0,56688234000.0,56871506000.0,73855660000.0
2035.0,54793753000.0,39076150000.0,46057157000.0,29932904000.0,61819010000.0,57582047000.0,55547875000.0,54513385000.0,74063815000.0
2036.0,54756876000.0,36698984000.0,44095234000.0,27092376000.0,59481800000.0,55078183000.0,55658880000.0,49793590000.0,72506655000.0
2037.0,52405846000.0,33137940000.0,41931430000.0,23851459000.0,58176510000.0,54309487000.0,55605450000.0,47278404000.0,74012490000.0
2038.0,50328460000.0,29930893000.0,40962585000.0,22187844000.0,57486283000.0,53416186000.0,56181780000.0,46219170000.0,72132444000.0
2039.0,47433867000.0,27068023000.0,39701336000.0,20347680000.0,54882130000.0,53184610000.0,53612100000.0,45216200000.0,72259674000.0
2040.0,46773490000.0,25042577000.0,38737592000.0,20340850000.0,52157100000.0,51390170000.0,52285944000.0,44216150000.0,73382060000.0
2041.0,43945153000.0,23314645000.0,36638950000.0,18127360000.0,51169386000.0,50383750000.0,49945290000.0,41735410000.0,72786760000.0
2042.0,41402430000.0,22225953000.0,34831340000.0,16828975000.0,49102800000.0,49467590000.0,49518887000.0,39837310000.0,72753940000.0
2043.0,40224293000.0,21004218000.0,33506804000.0,15834605000.0,48008053000.0,49281733000.0,46247360000.0,37578256000.0,73069360000.0
2044.0,38678856000.0,19672175000.0,32296847000.0,15247394000.0,47678270000.0,48981393000.0,46875337000.0,35270920000.0,73698100000.0
2045.0,36467260000.0,18918328000.0,31974347000.0,14155407000.0,47201180000.0,47297503000.0,43996025000.0,34628653000.0,72438440000.0
2046.0,35609743000.0,17949841000.0,30825034000.0,13558369000.0,45700973000.0,46086607000.0,43359146000.0,34087844000.0,71173415000.0
2047.0,34942964000.0,16105566000.0,29123344000.0,12574049000.0,43065635000.0,43461935000.0,41979160000.0,33021757000.0,70818190000.0
2048.0,33586954000.0,15503138000.0,27987757000.0,11704824000.0,41683476000.0,42676500000.0,42194160000.0,31523332000.0,71649780000.0
2049.0,32603384000.0,13810079000.0,27514837000.0,10642119000.0,42118713000.0,42748076000.0,41050526000.0,30314742000.0,70519390000.0
2050.0,29291598000.0,12148417000.0,26459250000.0,9196971000.0,40661574000.0,41937674000.0,38994543000.0,28515670000.0,69029945000.0
2051.0,26997883000.0,11849146000.0,24863093000.0,8741334000.0,39626797000.0,40287960000.0,37789710000.0,28369200000.0,69763580000.0
2052.0,25599940000.0,10664915000.0,24166345000.0,8092775000.0,38150100000.0,39415290000.0,37613208000.0,28996012000.0,67864994000.0
2053.0,24334227000.0,9955061000.0,23722752000.0,7234206700.0,36140320000.0,39465337000.0,35653853000.0,28553961000.0,67914506000.0
2054.0,23462224000.0,9568318000.0,22894709000.0,7004257000.0,35475137000.0,38277490000.0,35264980000.0,27815277000.0,68592185000.0
2055.0,22308768000.0,8843239000.0,21380450000.0,7028816400.0,33714313000.0,37677224000.0,35178246000.0,26111937000.0,68252856000.0
2056.0,21008320000.0,8569041000.0,20770470000.0,6645265400.0,32695180000.0,36902646000.0,35068600000.0,24592380000.0,68456124000.0
2057.0,19593392000.0,7688062500.0,20509411000.0,5737220000.0,31532007000.0,36338184000.0,33621387000.0,23706915000.0,68142410000.0
2058.0,18999534000.0,7492153000.0,20095304000.0,5517986300.0,30397764000.0,35831837000.0,32477235000.0,22921673000.0,68461187000.0
2059.0,17076363000.0,7092857300.0,19623100000.0,5484397000.0,27619684000.0,34865160000.0,31843760000.0,23449618000.0,68289060000.0
2060.0,15793991000.0,6655610000.0,18876946000.0,5095001600.0,25834633000.0,34289041000.0,31336160000.0,22803075000.0,67844588000.0
2061.0,15568889000.0,6483981000.0,17881470000.0,4935455000.0,24246694000.0,34147830000.0,30121017000.0,22313837000.0,67379380000.0
2062.0,14442282000.0,6001318400.0,18289779000.0,4867708000.0,23114476000.0,32966982000.0,29268306000.0,21010246000.0,66041460000.0
2063.0,13320496000.0,5769670000.0,18094998000.0,4807307300.0,21692406000.0,33126017000.0,28775866000.0,20140767000.0,69325730000.0
2064.0,11966962000.0,5556206000.0,17055366000.0,4539405000.0,20138940000.0,33428722000.0,27340438000.0,19317297000.0,66050220000.0
2065.0,10782507000.0,4932143600.0,16643323000.0,4515475500.0,18451503000.0,32109603000.0,25042465000.0,18496858000.0,65939534000.0
2066.0,10183821000.0,4692857300.0,16476357000.0,4240717800.0,16866187000.0,31178631000.0,23776506000.0,17197460000.0,65675800000.0
2067.0,9507599000.0,4542450700.0,15880545000.0,3834585600.0,15218645000.0,30691830000.0,23957252000.0,16644213000.0,64775303000.0
2068.0,9022596000.0,4143263000.0,15502993000.0,3683969500.0,14011153000.0,29927938000.0,22555562000.0,16599018000.0,62302822000.0
2069.0,8641670000.0,3750281000.0,14852590000.0,3347814000.0,13140956000.0,29512706000.0,21660680000.0,15949056000.0,61018423000.0
2070.0,8328549400.0,3642184000.0,15052965000.0,3050677800.0,13307964000.0,28758039000.0,19636634000.0,15011444000.0,61888004000.0
2071.0,7409652000.0,3304424200.0,14731931000.0,2953712000.0,13026120000.0,27937436000.0,19816995000.0,14458284000.0,61424980000.0
2072.0,6997405700.0,2991144700.0,14502150000.0,2630083600.0,12248372000.0,27591623000.0,19290532000.0,14459787000.0,59954640000.0
2073.0,6389778400.0,3056266000.0,13749573000.0,2652934700.0,11599055000.0,27264963000.0,18269313000.0,13931188000.0,59134673000.0
2074.0,6015657000.0,2993690000.0,13210489000.0,2626116900.0,10588147000.0,26832468000.0,18517789000.0,13247843000.0,60029300000.0
2075.0,5841699300.0,2819404000.0,13234210000.0,2477309400.0,10759475000.0,26663786000.0,18021372000.0,12572442000.0,58043597000.0
2076.0,5367315000.0,2540891400.0,13076033000.0,2463650300.0,10150554000.0,25743321000.0,18359499000.0,12166919000.0,56310403000.0
2077.0,4991990000.0,2393667000.0,12776901000.0,2407175400.0,9639520000.0,24931686000.0,18171021000.0,11165738000.0,55869678000.0
2078.0,4858042000.0,2212615200.0,13289820000.0,2418490600.0,9020323000.0,23741112000.0,18624410000.0,10538456000.0,53996933000.0
2079.0,4827946500.0,2067733100.0,12622448000.0,2340419600.0,8589490000.0,24459053000.0,17891697000.0,10146961000.0,53749400000.0
2080.0,4826882000.0,1904105500.0,12079783000.0,2504817000.0,8281180700.0,23475495000.0,17897902000.0,10191224000.0,54387530000.0
2081.0,4998670000.0,1839126400.0,12045537000.0,2618385000.0,7748983000.0,23155510000.0,17549259000.0,9572419000.0,54807196000.0
2082.0,5041643000.0,1648324700.0,12088864000.0,2595126300.0,7013013500.0,22447282000.0,17585328000.0,9285802000.0,52590797000.0
2083.0,4993124400.0,1643364100.0,11879109000.0,2507213300.0,6657916000.0,21980850000.0,17151417000.0,9617077000.0,51842520000.0
2084.0,4843809000.0,1652052200.0,11733183000.0,2400260600.0,6372249000.0,21336426000.0,16478622000.0,9306058000.0,50822967000.0
2085.0,4796828700.0,1546596100.0,11690429000.0,2419752400.0,6107097000.0,21166100000.0,16529314000.0,8887169000.0,50496934000.0
2086.0,4690206700.0,1563162400.0,11254928000.0,2327190500.0,5761669000.0,20831180000.0,15761296000.0,8596151000.0,48971735000.0
2087.0,4669336000.0,1528168200.0,10890515000.0,2322010400.0,5568430000.0,20089905000.0,14560309000.0,8277079000.0,47755950000.0
2088.0,4476035000.0,1522918700.0,10723091000.0,2207407900.0,5422722600.0,19629357000.0,14691734000.0,8066346000.0,48585175000.0
2089.0,4065218300.0,1429443300.0,10549381000.0,2181228300.0,5182085600.0,19240070000.0,14787115000.0,7627279000.0,50899090000.0
2090.0,4012080600.0,1448340200.0,10542111000.0,2155489800.0,4975518000.0,18912530000.0,14633570000.0,7350618000.0,49010848000.0
2091.0,3858420200.0,1404169300.0,10602251000.0,2106206000.0,5075697700.0,18854803000.0,14524026000.0,7258281500.0,49214996000.0
2092.0,3787151600.0,1359784300.0,10312516000.0,2093905900.0,4893892000.0,19481532000.0,14208663000.0,7349852000.0,49769000000.0
2093.0,3713966300.0,1294503000.0,10172924000.0,2199295000.0,4700844500.0,18337837000.0,14128142000.0,7136520000.0,47327863000.0
2094.0,3569586400.0,1323037700.0,10096003000.0,2195558100.0,4462370000.0,17697825000.0,13794717000.0,7028300300.0,45215207000.0
2095.0,3513402400.0,1249700400.0,10150799000.0,2138923900.0,4365225000.0,17460077000.0,13977899000.0,7274118700.0,45329433000.0
2096.0,3530356200.0,1163302700.0,10217903000.0,2087319800.0,4042822000.0,17081397000.0,12860476000.0,7024882000.0,45038090000.0
2097.0,3542038500.0,1141900800.0,10535545000.0,2046130400.0,3712470500.0,16447442000.0,12279365000.0,6913748500.0,43792368000.0
2098.0,3338617900.0,1064854600.0,10593522000.0,1982275700.0,3694560000.0,16078708000.0,12382104000.0,6797127000.0,42735698000.0
2099.0,3338651600.0,1015778600.0,10467085000.0,1977276900.0,3712007200.0,15286620000.0,12002939000.0,6483556000.0,42112900000.0
2100.0,3209325300.0,937459200.0,10080538000.0,1901871600.0,3839260000.0,15452839000.0,11535070000.0,6280211500.0,40510870000.0
