time,GFDL-ESM4,CNRM-CM6-1,MPI-ESM1-2-HR,CESM2-WACCM,EC-EARTH3,CANESM5,IPSL-CM6A-LR,UKESM1-0-LL,CNRM-ESM2-1,TAIESM1,MIROC6,MRI-ESM2-0,KACE-1-0-G
2046.0,43976733000.0,55990383000.0,45433696000.0,32949866000.0,18151643000.0,27771271000.0,26932038000.0,18854492000.0,40890413000.0,31104045000.0,45604524000.0,30260220000.0,10323920000.0
2047.0,43184005000.0,53172875000.0,43840205000.0,31236108000.0,17355192000.0,27683242000.0,25980443000.0,17241050000.0,39664710000.0,28965126000.0,42925974000.0,29590256000.0,9485083000.0
2048.0,41928143000.0,51167932000.0,41813856000.0,30051967000.0,16562219000.0,26786607000.0,24348527000.0,15428350000.0,39712133000.0,26268572000.0,41145954000.0,28025715000.0,9098492000.0
2049.0,39642857000.0,49050866000.0,41656780000.0,28717457000.0,15827289000.0,24776722000.0,23136653000.0,15307169000.0,38590628000.0,24336552000.0,39112820000.0,25944375000.0,8054848500.0
2050.0,38574735000.0,46246453000.0,39535980000.0,27786440000.0,15588517000.0,23394420000.0,23233036000.0,13489070000.0,37684617000.0,23336645000.0,37572178000.0,25458823000.0,7107652000.0
2051.0,37190795000.0,45027058000.0,36785190000.0,26160200000.0,15264432000.0,21987130000.0,22420890000.0,12152926000.0,35972220000.0,22789140000.0,35815952000.0,24041703000.0,6194781000.0
2052.0,36339740000.0,45180027000.0,35444466000.0,25648644000.0,13868271000.0,20279433000.0,22067270000.0,10916195000.0,36022206000.0,20413684000.0,34578903000.0,23551623000.0,5668031000.0
2053.0,33501020000.0,44116570000.0,33727640000.0,23556020000.0,12881169000.0,18348315000.0,20788365000.0,9748004000.0,34812686000.0,19750134000.0,32457896000.0,23022840000.0,5506146000.0
2054.0,32657920000.0,42682520000.0,32712077000.0,22563512000.0,11897072000.0,16433046000.0,19391439000.0,8783374000.0,33582815000.0,18297970000.0,30678690000.0,22633775000.0,5098755600.0
2055.0,31191914000.0,41446724000.0,31504906000.0,21049987000.0,11171440000.0,15589118000.0,17984737000.0,7819904500.0,32112908000.0,17648260000.0,30948133000.0,23061189000.0,4578696700.0
2056.0,30128775000.0,40093045000.0,30422047000.0,19570460000.0,11022129000.0,13657718000.0,17588318000.0,7148845600.0,31400983000.0,16282292000.0,30640417000.0,22900769000.0,4367545000.0
2057.0,27783127000.0,37017244000.0,30967760000.0,17994134000.0,10676043000.0,12461604000.0,16572890000.0,5835300000.0,31564090000.0,14831374000.0,30122670000.0,22135781000.0,4431752700.0
2058.0,27188850000.0,35307696000.0,29802994000.0,17502340000.0,9931356000.0,11134989000.0,15757411000.0,5451750000.0,31866063000.0,13645252000.0,29372973000.0,21113747000.0,4085172700.0
2059.0,26649713000.0,34347990000.0,29065753000.0,17344555000.0,9411131000.0,10099154000.0,15139552000.0,4983769000.0,31507077000.0,13602694000.0,28418658000.0,20820580000.0,3782672000.0
2060.0,25998805000.0,33092948000.0,28669653000.0,15917279000.0,8789754000.0,9378707000.0,13613810000.0,4304050700.0,29595840000.0,12952844000.0,28297984000.0,19356332000.0,3597254400.0
2061.0,25602730000.0,32245793000.0,28882990000.0,15223646000.0,7905882600.0,8803754000.0,13348123000.0,4070722000.0,28711287000.0,12575540000.0,26317600000.0,18831702000.0,3302209000.0
2062.0,24617468000.0,31899900000.0,26765122000.0,14132091000.0,7928509400.0,8504641000.0,13119010000.0,3878763500.0,27830591000.0,12174295000.0,24228102000.0,17812169000.0,3431271200.0
2063.0,23636005000.0,30971507000.0,24528546000.0,13156533000.0,7280057000.0,7443222500.0,11993756000.0,3750448400.0,27286528000.0,11257082000.0,22790300000.0,17571777000.0,3329176600.0
2064.0,23047832000.0,29789727000.0,22295759000.0,12306134000.0,6978508000.0,6710800000.0,10740067000.0,3306374000.0,26677390000.0,10659743000.0,21802715000.0,17312258000.0,3369139000.0
2065.0,22022308000.0,28044773000.0,21364724000.0,11638768000.0,6401259500.0,6351012000.0,9960695000.0,3292170500.0,25288554000.0,9879351000.0,20172378000.0,17085046000.0,3075899000.0
2066.0,21940680000.0,27325817000.0,21339482000.0,11473835000.0,6467802600.0,5785512000.0,9050164000.0,2901542000.0,24658991000.0,8597912000.0,18982758000.0,16807486000.0,2895825000.0
2067.0,20473217000.0,26761101000.0,19504708000.0,10891844000.0,5945010700.0,4977872000.0,8079967700.0,2694426400.0,22971980000.0,7619076000.0,17318531000.0,16265751000.0,2752425700.0
2068.0,19211792000.0,25126836000.0,18672153000.0,10151235000.0,5701616600.0,4748115000.0,8015749000.0,2453175600.0,22200134000.0,6621890000.0,15826300000.0,15932080000.0,2612003600.0
2069.0,18483420000.0,23489900000.0,18108727000.0,9942221000.0,5376318000.0,4647461400.0,7534249000.0,2146369300.0,20950172000.0,6184897000.0,15268461000.0,15249014000.0,2416444400.0
2070.0,17134136000.0,22930026000.0,17621807000.0,9320262000.0,4899655000.0,4269581600.0,7014454000.0,2074304100.0,20260592000.0,6010167300.0,14726036000.0,14466454000.0,2426081300.0
2071.0,15986909000.0,22189097000.0,17214388000.0,8973625000.0,4194680000.0,3915974400.0,6539221500.0,1935275000.0,19640652000.0,5625345000.0,13234847000.0,13743862000.0,2165292800.0
2072.0,16303748000.0,20971012000.0,16754417000.0,8711440000.0,3843820300.0,3672197000.0,6018984400.0,1823947900.0,18704237000.0,5474618000.0,11894588000.0,13193997000.0,1934279700.0
2073.0,15364257000.0,19780346000.0,16652363000.0,8644321000.0,3681323500.0,3649944000.0,5441032700.0,1588088300.0,18064304000.0,5273538600.0,12285566000.0,12533225000.0,1845553900.0
2074.0,13997635000.0,18395496000.0,14756161000.0,8208277000.0,3373244000.0,3406634000.0,5016184000.0,1409855000.0,17209410000.0,5041711000.0,12015815000.0,12409074000.0,1800234400.0
2075.0,13348868000.0,16882708000.0,13915901000.0,7983632400.0,3060474400.0,3208653800.0,4922657000.0,1268989000.0,16331949000.0,4705247000.0,11315752000.0,11839821000.0,1728289000.0
2076.0,12766614000.0,16007208000.0,13153282000.0,7473882000.0,2847730700.0,2840389400.0,4518636500.0,1289192200.0,15875883000.0,4415905000.0,10360266000.0,11283524000.0,1591834200.0
2077.0,12680371000.0,14500405000.0,12808082000.0,7233736700.0,2696175600.0,2640275200.0,4165121000.0,1147515800.0,15598141000.0,3927827200.0,10006097000.0,11164811000.0,1441403800.0
2078.0,12127278000.0,13960182000.0,12424543000.0,6973438500.0,2543696000.0,2324528000.0,3872577800.0,1055362370.0,15130487000.0,3498421500.0,9439526000.0,10334276000.0,1371774200.0
2079.0,11720182000.0,13829278000.0,12695565000.0,6675089400.0,2413951700.0,2131086300.0,3621007400.0,969057800.0,14400756000.0,3391307300.0,9299539000.0,9933892000.0,1343180900.0
2080.0,10765607000.0,12916850000.0,11985363000.0,5900868600.0,2154660600.0,2042790900.0,3181202000.0,887305100.0,13351686000.0,3271553800.0,9110235000.0,9828132000.0,1244023200.0
2081.0,10575505000.0,11970211000.0,11992455000.0,5709928400.0,2081538700.0,1941764600.0,2906200000.0,866067460.0,12583796000.0,3032064800.0,8555655700.0,9841561000.0,1109964300.0
2082.0,10435150000.0,11273317000.0,11848559000.0,5117612500.0,1979574400.0,1945210600.0,2789165000.0,782918100.0,12159426000.0,3076039700.0,8186192000.0,9861028000.0,1028504900.0
2083.0,9845916000.0,10858812000.0,11296960000.0,4663835600.0,1840437000.0,1847788300.0,2574963000.0,689843000.0,11342008000.0,2950908200.0,7966733000.0,9616819000.0,988582340.0
2084.0,9654716000.0,10036505000.0,10744382000.0,4297029600.0,1884860200.0,1759190100.0,2490146300.0,596855400.0,10541036000.0,2823955000.0,8105403400.0,9158345000.0,874284500.0
2085.0,9240566000.0,9309192000.0,10995530000.0,4088495000.0,1754691600.0,1697923700.0,2276251100.0,543993860.0,10222474000.0,2396823300.0,7685993000.0,8879376000.0,892730700.0
2086.0,8722216000.0,9008711000.0,9990256000.0,3853115600.0,1615067600.0,1555624000.0,2191238100.0,501469470.0,10263762000.0,2339700200.0,7443902500.0,8698200000.0,882854340.0
2087.0,8627766000.0,8101781000.0,9273734000.0,3597405400.0,1514569500.0,1441186600.0,2147612400.0,469553150.0,9390403000.0,1986002200.0,7057558500.0,8078046000.0,800998200.0
2088.0,8522044000.0,7761302000.0,8678647000.0,3530009000.0,1437221400.0,1395100300.0,2046181500.0,444657380.0,8962098000.0,1956348300.0,6554542000.0,7284576000.0,786351300.0
2089.0,8227320000.0,7243849700.0,8284412400.0,3342942700.0,1503624800.0,1348716400.0,1938963600.0,397865950.0,8703071000.0,1680557200.0,6572195300.0,6935625000.0,774227600.0
2090.0,7977749000.0,6780239000.0,8045361700.0,3285247000.0,1440674200.0,1235356000.0,1838216700.0,412575600.0,8399481000.0,1654517200.0,6070040600.0,6476130000.0,810237100.0
2091.0,7645145000.0,6076364000.0,7955415000.0,3072695000.0,1411105400.0,1233303300.0,1744412800.0,350708770.0,7739218000.0,1509784200.0,5751944000.0,6113623600.0,766898240.0
2092.0,7290124300.0,5606984700.0,7925161000.0,2840658200.0,1361923200.0,1199939800.0,1579317500.0,339164540.0,7256826400.0,1430925300.0,5651597300.0,5795223600.0,762586430.0
2093.0,7166825000.0,5338346000.0,7408546000.0,2533187000.0,1362617900.0,1164239400.0,1432705500.0,312704350.0,7103450000.0,1305033600.0,5422098000.0,5568068000.0,755147500.0
2094.0,6644250600.0,4776302000.0,6818412500.0,2264237600.0,1235452800.0,1077245800.0,1289079800.0,296090460.0,6635790000.0,1128227000.0,5217299000.0,5805460500.0,718673150.0
2095.0,6320417300.0,4980479000.0,6148234000.0,2103010700.0,1173781900.0,1031664500.0,1197567200.0,272168700.0,6597943000.0,993325500.0,5323351000.0,5368673300.0,682934700.0
2096.0,5896145400.0,4738795500.0,5893959700.0,1707919000.0,1067033200.0,1014921340.0,1046182340.0,235428320.0,6352687600.0,928737500.0,5327689000.0,5192176600.0,640125200.0
2097.0,5776987000.0,4353438000.0,5599153000.0,1596613200.0,871597060.0,984404400.0,974166850.0,214735220.0,5825433000.0,902247360.0,5150113000.0,4859111400.0,643880060.0
2098.0,5383590000.0,4106262000.0,5686563300.0,1466100700.0,789017300.0,990716160.0,892638900.0,183072700.0,5554785000.0,827188200.0,4998972000.0,4649780000.0,640342340.0
2099.0,5101442000.0,3886251800.0,5701436000.0,1237362000.0,780852540.0,954495360.0,856033800.0,173777230.0,5116587000.0,709666500.0,4780058600.0,4384093700.0,596312770.0
2100.0,4872593400.0,3550666500.0,5537777700.0,1124362900.0,743209500.0,883295300.0,782747600.0,160153860.0,4664737300.0,709375400.0,4636233700.0,4124401200.0,560608900.0
