time,IPSL-CM6A-LR,CESM2-WACCM,ACCESS-CM2,CANESM5,MRI-ESM2-0,ACCESS-ESM1-5
2074.0,2908927000000.0,2585169800000.0,2485937000000.0,2668361000000.0,3109718000000.0,3031345700000.0
2075.0,2891075800000.0,2554084500000.0,2467468000000.0,2635760000000.0,3080211000000.0,3019160700000.0
2076.0,2875979700000.0,2520107500000.0,2453222200000.0,2622958300000.0,3065089400000.0,2986926100000.0
2077.0,2857761800000.0,2488083000000.0,2419658900000.0,2592102000000.0,3048944000000.0,2972046300000.0
2078.0,2845324000000.0,2451816800000.0,2401178500000.0,2576363600000.0,3021752800000.0,2958935000000.0
2079.0,2817536000000.0,2440654500000.0,2383189000000.0,2561023100000.0,3009972800000.0,2934340000000.0
2080.0,2809791000000.0,2417571400000.0,2356965500000.0,2533395300000.0,2986371000000.0,2925869700000.0
2081.0,2782586700000.0,2382943000000.0,2337232700000.0,2524790700000.0,2980889800000.0,2916503800000.0
2082.0,2751806000000.0,2381929800000.0,2322429400000.0,2507425000000.0,2977400400000.0,2902316300000.0
2083.0,2734488800000.0,2369316200000.0,2305846400000.0,2498812400000.0,2975747500000.0,2888181700000.0
2084.0,2702717500000.0,2344330500000.0,2290700800000.0,2479550000000.0,2967650400000.0,2876303500000.0
2085.0,2686299400000.0,2294462800000.0,2272953400000.0,2458325000000.0,2948813300000.0,2871598500000.0
2086.0,2681729000000.0,2273950000000.0,2249222300000.0,2428303000000.0,2936094600000.0,2854870000000.0
2087.0,2679201000000.0,2239260300000.0,2231219800000.0,2402299400000.0,2886183200000.0,2826085000000.0
2088.0,2668203000000.0,2209961200000.0,2191173700000.0,2390230600000.0,2864731000000.0,2816113600000.0
2089.0,2633459600000.0,2189297000000.0,2163799600000.0,2383350900000.0,2847647500000.0,2801003400000.0
2090.0,2618661000000.0,2156630600000.0,2154891800000.0,2363084800000.0,2830833500000.0,2805814300000.0
2091.0,2603514600000.0,2142987400000.0,2122634400000.0,2333963500000.0,2807632800000.0,2800723700000.0
2092.0,2583781700000.0,2127784400000.0,2105685700000.0,2296822000000.0,2796821400000.0,2788014400000.0
2093.0,2566300400000.0,2102550600000.0,2095736700000.0,2294029200000.0,2771349000000.0,2788757600000.0
2094.0,2551661000000.0,2095110300000.0,2077353200000.0,2288070000000.0,2764286000000.0,2769921500000.0
2095.0,2547333000000.0,2075448300000.0,2055288300000.0,2283434100000.0,2759330000000.0,2753045200000.0
2096.0,2547833400000.0,2056422400000.0,2042031200000.0,2274860700000.0,2751015000000.0,2746638100000.0
2097.0,2528354800000.0,2028844600000.0,2022283500000.0,2251116000000.0,2737295300000.0,2742181000000.0
2098.0,2524567800000.0,2014198600000.0,2006720600000.0,2235141500000.0,2734752800000.0,2739876100000.0
2099.0,2513976200000.0,2004278000000.0,2002906600000.0,2227362300000.0,2729092800000.0,2738322100000.0
2100.0,2489026000000.0,1970671700000.0,1993389800000.0,2220180000000.0,2713889500000.0,2713288000000.0
2101.0,2462996500000.0,1953689000000.0,1982567500000.0,2173250000000.0,2709837800000.0,2702878700000.0
2102.0,2449540400000.0,1946628300000.0,1961551200000.0,2145619800000.0,2693128000000.0,2691079600000.0
2103.0,2422751600000.0,1922267000000.0,1944781700000.0,2130019600000.0,2674895600000.0,2679937400000.0
2104.0,2403937600000.0,1898288500000.0,1923411300000.0,2125449400000.0,2676451400000.0,2666873200000.0
2105.0,2408935800000.0,1878639900000.0,1912040500000.0,2124904800000.0,2677012700000.0,2671678300000.0
2106.0,2400368000000.0,1852905900000.0,1882948400000.0,2127419500000.0,2661487200000.0,2663014200000.0
2107.0,2387334000000.0,1838104400000.0,1863990200000.0,2115622300000.0,2642605200000.0,2663918900000.0
2108.0,2374076200000.0,1808489000000.0,1846464700000.0,2106733200000.0,2633711700000.0,2660408800000.0
2109.0,2367630300000.0,1789776800000.0,1818261700000.0,2083204100000.0,2640268800000.0,2649489100000.0
2110.0,2360105500000.0,1785122500000.0,1807814400000.0,2075350100000.0,2635740200000.0,2650866000000.0
2111.0,2348145200000.0,1770105200000.0,1804190700000.0,2069317300000.0,2638264100000.0,2629572000000.0
2112.0,2344657000000.0,1754791400000.0,1787810000000.0,2066012400000.0,2629146000000.0,2619240300000.0
2113.0,2335290700000.0,1738693300000.0,1766576400000.0,2056565200000.0,2617958000000.0,2612806800000.0
2114.0,2312814700000.0,1723581100000.0,1751186400000.0,2040061900000.0,2609795800000.0,2603380000000.0
2115.0,2303896300000.0,1729744000000.0,1742789800000.0,2027065600000.0,2598912000000.0,2591660700000.0
2116.0,2305784300000.0,1716920800000.0,1734018200000.0,2021606600000.0,2589130200000.0,2573026500000.0
2117.0,2302903800000.0,1696728700000.0,1722925000000.0,2009730900000.0,2568878300000.0,2567986500000.0
2118.0,2298043200000.0,1687790700000.0,1719668600000.0,2010064900000.0,2553326300000.0,2552334400000.0
2119.0,2291510300000.0,1663570100000.0,1712705600000.0,2001672600000.0,2529513700000.0,2555838000000.0
2120.0,2299457700000.0,1663819800000.0,1692714500000.0,1998806000000.0,2527085200000.0,2546234000000.0
2121.0,2292286000000.0,1649992800000.0,1687186000000.0,2000619400000.0,2531119600000.0,2533681000000.0
2122.0,2284414000000.0,1651044600000.0,1678180400000.0,1982974700000.0,2519891000000.0,2513013800000.0
2123.0,2287284800000.0,1629086800000.0,1665572000000.0,1978414000000.0,2504276800000.0,2497990600000.0
2124.0,2281892500000.0,1624047200000.0,1658867700000.0,1963371400000.0,2496788200000.0,2480283300000.0
2125.0,2260484200000.0,1613609300000.0,1645943000000.0,1956699300000.0,2496552000000.0,2452832600000.0
2126.0,2260457800000.0,1602226500000.0,1640913800000.0,1955776800000.0,2479568200000.0,2427636000000.0
2127.0,2262059700000.0,1586862600000.0,1632817900000.0,1939880500000.0,2462792500000.0,2448786700000.0
2128.0,2265201500000.0,1570479900000.0,1623559600000.0,1944958400000.0,2459974200000.0,2453085600000.0
2129.0,2244342000000.0,1569982600000.0,1615738600000.0,1942483200000.0,2457808000000.0,2447634900000.0
2130.0,2240287900000.0,1566356900000.0,1601892600000.0,1943120000000.0,2464360200000.0,2440299000000.0
2131.0,2232950000000.0,1561397200000.0,1595897200000.0,1927444000000.0,2467162200000.0,2439118600000.0
2132.0,2213305600000.0,1554032800000.0,1583327300000.0,1928219000000.0,2459994200000.0,2437017000000.0
2133.0,2200275000000.0,1536977700000.0,1579407600000.0,1933980100000.0,2459123600000.0,2412273200000.0
2134.0,2196598400000.0,1525457600000.0,1570011900000.0,1930357100000.0,2439463800000.0,2397711400000.0
2135.0,2196094200000.0,1523800300000.0,1557927200000.0,1923583700000.0,2438691000000.0,2396131700000.0
2136.0,2189312300000.0,1508259800000.0,1555646900000.0,1913948000000.0,2437047600000.0,2408855000000.0
2137.0,2184530800000.0,1497825500000.0,1548507000000.0,1912120700000.0,2422639400000.0,2411359000000.0
2138.0,2176813800000.0,1494270700000.0,1540987400000.0,1899628100000.0,2409843400000.0,2394423300000.0
2139.0,2167312900000.0,1494495400000.0,1539742800000.0,1893555000000.0,2399593800000.0,2401101000000.0
2140.0,2161568400000.0,1481918300000.0,1530984700000.0,1884092500000.0,2402842000000.0,2399984200000.0
2141.0,2150084500000.0,1482743200000.0,1521510300000.0,1875682400000.0,2395744500000.0,2395579000000.0
2142.0,2149656400000.0,1478311000000.0,1514305000000.0,1875026900000.0,2379404000000.0,2384284400000.0
2143.0,2143349000000.0,1468836100000.0,1505385000000.0,1879366800000.0,2372777500000.0,2372195300000.0
2144.0,2134422300000.0,1457553100000.0,1493600300000.0,1872067200000.0,2362774700000.0,2360913000000.0
2145.0,2142412600000.0,1446578900000.0,1489878300000.0,1874567900000.0,2363421000000.0,2361727600000.0
2146.0,2140843800000.0,1438316000000.0,1489579900000.0,1867918300000.0,2355429000000.0,2361025000000.0
2147.0,2131569800000.0,1442117300000.0,1483066400000.0,1863860200000.0,2367840000000.0,2364838800000.0
2148.0,2122121200000.0,1438021300000.0,1474185700000.0,1869157900000.0,2365936400000.0,2360659700000.0
2149.0,2106007000000.0,1437015600000.0,1465079000000.0,1872086600000.0,2361189500000.0,2354976400000.0
2150.0,2108162700000.0,1434755800000.0,1462233600000.0,1874762700000.0,2337791000000.0,2365017600000.0
2151.0,2106575700000.0,1421189000000.0,1450291800000.0,1870965900000.0,2341911700000.0,2358858700000.0
2152.0,2110442200000.0,1417358700000.0,1448837800000.0,1865446900000.0,2333428400000.0,2363081000000.0
2153.0,2103099400000.0,1410918300000.0,1449188400000.0,1866851500000.0,2326324000000.0,2356757100000.0
2154.0,2096665900000.0,1385384800000.0,1437666900000.0,1874406300000.0,2322989300000.0,2365439300000.0
2155.0,2099718500000.0,1382450700000.0,1436932500000.0,1867526200000.0,2326466400000.0,2356320400000.0
2156.0,2105979700000.0,1380734700000.0,1424156800000.0,1865600100000.0,2326808500000.0,2349744800000.0
2157.0,2102861200000.0,1365355400000.0,1421963800000.0,1871959700000.0,2331845000000.0,2344957200000.0
2158.0,2097619100000.0,1366994600000.0,1414892700000.0,1859002300000.0,2326996700000.0,2338231400000.0
2159.0,2089628100000.0,1363535200000.0,1416535600000.0,1847195000000.0,2323053500000.0,2340897000000.0
2160.0,2079082400000.0,1354869800000.0,1413142200000.0,1841941000000.0,2329192400000.0,2331802600000.0
2161.0,2085848400000.0,1336912400000.0,1402779000000.0,1842186000000.0,2304024000000.0,2316462000000.0
2162.0,2082804900000.0,1336141000000.0,1390826600000.0,1854165400000.0,2301158800000.0,2313244000000.0
2163.0,2075253300000.0,1332543500000.0,1387037300000.0,1858741500000.0,2297366800000.0,2283965500000.0
2164.0,2072482700000.0,1317710300000.0,1381846500000.0,1861183200000.0,2286795600000.0,2275833300000.0
2165.0,2072574300000.0,1309241500000.0,1378531300000.0,1856772800000.0,2292114800000.0,2273136300000.0
2166.0,2067022700000.0,1308021100000.0,1376445300000.0,1854724600000.0,2269065000000.0,2277087000000.0
2167.0,2076696000000.0,1309678000000.0,1378014200000.0,1849349400000.0,2263302300000.0,2279176000000.0
2168.0,2065374400000.0,1316341700000.0,1376131600000.0,1840276400000.0,2257167600000.0,2269169000000.0
2169.0,2046866000000.0,1318811100000.0,1370819900000.0,1847890000000.0,2250507000000.0,2261653400000.0
2170.0,2042994900000.0,1317237200000.0,1371034200000.0,1847549800000.0,2229172000000.0,2274676700000.0
2171.0,2035661000000.0,1299083400000.0,1367587200000.0,1852319000000.0,2216644000000.0,2273147000000.0
2172.0,2034743400000.0,1286957000000.0,1367685700000.0,1843292000000.0,2202468600000.0,2276265300000.0
2173.0,2033185000000.0,1274579800000.0,1363241100000.0,1840816700000.0,2200678400000.0,2274952500000.0
2174.0,2028383900000.0,1265556400000.0,1359773400000.0,1838264700000.0,2186151200000.0,2280702000000.0
2175.0,2026863100000.0,1253799400000.0,1345254000000.0,1832202800000.0,2182583800000.0,2273081300000.0
2176.0,2018990600000.0,1229723800000.0,1337035500000.0,1844848400000.0,2161514000000.0,2278751500000.0
2177.0,2024425800000.0,1226880200000.0,1336285000000.0,1845812700000.0,2138683700000.0,2265295600000.0
2178.0,2032605100000.0,1217405800000.0,1342341000000.0,1844637300000.0,2116794000000.0,2262965000000.0
2179.0,2043694700000.0,1203537400000.0,1340358000000.0,1837704700000.0,2099961800000.0,2252523200000.0
2180.0,2037559000000.0,1206916500000.0,1339301700000.0,1837631300000.0,2090374300000.0,2241880700000.0
2181.0,2043631200000.0,1209213600000.0,1341862300000.0,1831861600000.0,2091794000000.0,2243901800000.0
2182.0,2054289400000.0,1200758300000.0,1341262800000.0,1831192500000.0,2082451800000.0,2241253300000.0
2183.0,2057386200000.0,1201402200000.0,1338068400000.0,1826631300000.0,2075387900000.0,2244770300000.0
2184.0,2060029700000.0,1195569800000.0,1343299500000.0,1834652300000.0,2078007800000.0,2230001300000.0
2185.0,2064907800000.0,1193373700000.0,1342518900000.0,1831675800000.0,2064836500000.0,2230939500000.0
2186.0,2062153000000.0,1185731200000.0,1337665400000.0,1825071800000.0,2051656100000.0,2218131000000.0
2187.0,2056964800000.0,1183894600000.0,1334189000000.0,1831444800000.0,2038985900000.0,2210797000000.0
2188.0,2070286300000.0,1186302900000.0,1341394000000.0,1825309300000.0,2017174000000.0,2228368200000.0
2189.0,2073557900000.0,1181424700000.0,1335613300000.0,1816346200000.0,2003528200000.0,2232486200000.0
2190.0,2070827900000.0,1167129000000.0,1334173500000.0,1817796300000.0,2011343600000.0,2232366000000.0
2191.0,2067198400000.0,1138660900000.0,1336150600000.0,1822126000000.0,2007580700000.0,2236226700000.0
2192.0,2062919400000.0,1139677500000.0,1340404000000.0,1823397800000.0,1995800800000.0,2250144000000.0
2193.0,2055262000000.0,1138350600000.0,1328085200000.0,1827331500000.0,1992592600000.0,2254828000000.0
2194.0,2052145700000.0,1142931800000.0,1322794200000.0,1819162700000.0,1995363600000.0,2244522500000.0
2195.0,2037595600000.0,1132828400000.0,1318464700000.0,1822329900000.0,1984867600000.0,2237628000000.0
2196.0,2027157600000.0,1118448300000.0,1307859200000.0,1826643800000.0,1977004000000.0,2234925400000.0
2197.0,2017078800000.0,1111499900000.0,1304892100000.0,1821678900000.0,1981219600000.0,2231432000000.0
2198.0,2010354300000.0,1103569000000.0,1301832800000.0,1816919900000.0,1964627300000.0,2227652000000.0
2199.0,2003670900000.0,1093217350000.0,1302727900000.0,1802865000000.0,1949264800000.0,2217900200000.0
2200.0,2003618900000.0,1083724400000.0,1294095000000.0,1795720000000.0,1945209900000.0,2217243300000.0
2201.0,1996308500000.0,1080546950000.0,1283440200000.0,1801744800000.0,1942969300000.0,2205990800000.0
2202.0,1996698200000.0,1084252300000.0,1282502400000.0,1796496400000.0,1940366800000.0,2219294600000.0
2203.0,1980807100000.0,1083338900000.0,1282979900000.0,1783816000000.0,1936944000000.0,2220855100000.0
2204.0,1978741300000.0,1075500900000.0,1281964200000.0,1771385300000.0,1935923300000.0,2212909800000.0
2205.0,1985532000000.0,1073328160000.0,1281792900000.0,1769684300000.0,1927278100000.0,2218811000000.0
2206.0,1984274000000.0,1075794200000.0,1280378100000.0,1764680500000.0,1930691700000.0,2198976300000.0
2207.0,1982069700000.0,1068597600000.0,1285530600000.0,1769534100000.0,1928688300000.0,2193043800000.0
2208.0,1987924600000.0,1070951800000.0,1282800900000.0,1772443300000.0,1910418800000.0,2189918100000.0
2209.0,1992759400000.0,1066978800000.0,1287447400000.0,1775365100000.0,1909198800000.0,2178651400000.0
2210.0,1985808600000.0,1058247540000.0,1288655100000.0,1788240700000.0,1903649500000.0,2175897300000.0
2211.0,1977160700000.0,1042605300000.0,1285055700000.0,1787347500000.0,1890555700000.0,2171544000000.0
2212.0,1969779500000.0,1035355950000.0,1283311500000.0,1784994700000.0,1880725500000.0,2155851300000.0
2213.0,1960120700000.0,1030075800000.0,1287496000000.0,1788085800000.0,1878110000000.0,2147396400000.0
2214.0,1956785700000.0,1027852600000.0,1288896100000.0,1797701900000.0,1878315000000.0,2134741900000.0
2215.0,1962318600000.0,1014046100000.0,1281728200000.0,1802539400000.0,1877873400000.0,2128477700000.0
2216.0,1967125300000.0,1012973800000.0,1284676800000.0,1791448700000.0,1868429800000.0,2124600000000.0
2217.0,1965386500000.0,1014622300000.0,1285892700000.0,1796521100000.0,1860193100000.0,2125417500000.0
2218.0,1954857400000.0,1016132800000.0,1281853200000.0,1801297900000.0,1854795400000.0,2126226300000.0
2219.0,1967254400000.0,1015497300000.0,1284354300000.0,1804887700000.0,1855790000000.0,2133286800000.0
2220.0,1973659800000.0,1009986960000.0,1287093700000.0,1814685500000.0,1851133000000.0,2123352600000.0
2221.0,1982441600000.0,1005409200000.0,1283425300000.0,1821259200000.0,1852347000000.0,2131079300000.0
2222.0,1977074700000.0,1002021450000.0,1273835200000.0,1818928700000.0,1855109600000.0,2129490700000.0
2223.0,1979856600000.0,1007678300000.0,1268164900000.0,1808662800000.0,1848760500000.0,2134197900000.0
2224.0,1979598100000.0,994828350000.0,1268274700000.0,1810730200000.0,1844747300000.0,2130294600000.0
2225.0,1976812800000.0,993265600000.0,1267312400000.0,1813941700000.0,1842139600000.0,2130531500000.0
2226.0,1976821000000.0,984084200000.0,1272418100000.0,1809748700000.0,1837418500000.0,2128030600000.0
2227.0,1979153000000.0,978778600000.0,1269690100000.0,1805502500000.0,1836469700000.0,2126377000000.0
2228.0,1973845900000.0,976922150000.0,1262213400000.0,1802370300000.0,1834360200000.0,2113329800000.0
2229.0,1983544600000.0,968001850000.0,1259898000000.0,1799667200000.0,1829275700000.0,2122354800000.0
2230.0,1988587800000.0,966046500000.0,1261046900000.0,1793903700000.0,1828962700000.0,2106876400000.0
2231.0,2001883200000.0,957366300000.0,1265471800000.0,1797280600000.0,1837054800000.0,2086956400000.0
2232.0,1993656000000.0,948307100000.0,1264647800000.0,1784889900000.0,1840658000000.0,2093763000000.0
2233.0,1990871200000.0,946785800000.0,1261388300000.0,1778694900000.0,1848171400000.0,2098818800000.0
2234.0,1982688400000.0,947095400000.0,1258913300000.0,1771664300000.0,1847321300000.0,2098554900000.0
2235.0,1968557300000.0,947590500000.0,1262000800000.0,1772215500000.0,1846532400000.0,2090952000000.0
2236.0,1963504300000.0,944469250000.0,1265595700000.0,1773551000000.0,1845659200000.0,2090365200000.0
2237.0,1962551300000.0,936472200000.0,1270325400000.0,1773597200000.0,1837084300000.0,2082650000000.0
2238.0,1944270400000.0,942488600000.0,1273079300000.0,1771061200000.0,1828450200000.0,2063384700000.0
2239.0,1938790200000.0,938123850000.0,1267703200000.0,1775639300000.0,1815560200000.0,2065146200000.0
2240.0,1944052800000.0,931398000000.0,1261880600000.0,1788834300000.0,1812332000000.0,2060158100000.0
2241.0,1937265800000.0,929917800000.0,1254834600000.0,1795850100000.0,1808715000000.0,2054802900000.0
2242.0,1940773400000.0,927928900000.0,1246493700000.0,1801016400000.0,1807324300000.0,2058915700000.0
2243.0,1946772800000.0,927563840000.0,1246294800000.0,1802045100000.0,1805355500000.0,2055176700000.0
2244.0,1948182500000.0,912460600000.0,1247170800000.0,1812109700000.0,1803156500000.0,2059718100000.0
2245.0,1940793300000.0,912968250000.0,1247802400000.0,1813218000000.0,1801975100000.0,2053273200000.0
2246.0,1937074800000.0,909161900000.0,1247863800000.0,1807350900000.0,1799295100000.0,2059212000000.0
2247.0,1940053000000.0,910547400000.0,1246491400000.0,1804735100000.0,1792298500000.0,2058185500000.0
2248.0,1936706200000.0,914690600000.0,1245391500000.0,1812907300000.0,1790998100000.0,2054872000000.0
2249.0,1937051000000.0,906135500000.0,1249123100000.0,1813726100000.0,1778573900000.0,2065970100000.0
2250.0,1943381500000.0,899840400000.0,1248910500000.0,1819496700000.0,1773479300000.0,2075041500000.0
2251.0,1943663000000.0,900087300000.0,1252045400000.0,1818311700000.0,1767462300000.0,2066426800000.0
2252.0,1942601900000.0,901217600000.0,1246769200000.0,1807188800000.0,1751051900000.0,2073674100000.0
2253.0,1948670500000.0,899330300000.0,1250875800000.0,1805236000000.0,1738438300000.0,2075120400000.0
2254.0,1940216900000.0,892350500000.0,1245005300000.0,1806675500000.0,1728600000000.0,2062532200000.0
2255.0,1943527800000.0,888787600000.0,1241748000000.0,1801058900000.0,1719785800000.0,2052594200000.0
2256.0,1940278000000.0,888656760000.0,1235956800000.0,1796873100000.0,1720370900000.0,2044044000000.0
2257.0,1944310300000.0,890143050000.0,1231762600000.0,1804944500000.0,1708622900000.0,2022374100000.0
2258.0,1946315900000.0,884289770000.0,1228775500000.0,1792117800000.0,1696642000000.0,2013753200000.0
2259.0,1951478300000.0,867306500000.0,1228570600000.0,1780368500000.0,1689897800000.0,2014579900000.0
2260.0,1961322200000.0,870950200000.0,1229542300000.0,1783766800000.0,1685727200000.0,2012721700000.0
2261.0,1971859200000.0,860949900000.0,1225733700000.0,1777308500000.0,1686203300000.0,2018898300000.0
