time,GISS-E2-R,CCSM4,GFDL-CM3,NORESM1-M,CANESM2,CSIRO-MK3-6-0,GFDL-ESM2G,MPI-ESM-LR,IPSL-CM5A-LR,CNRM-CM5
2051.0,50951910000.0,50867100000.0,49436580000.0,49734710000.0,50046247000.0,50790314000.0,50419540000.0,50531484000.0,50516226000.0,49231307000.0
2052.0,50933105000.0,50808766000.0,49281370000.0,49626087000.0,49825047000.0,50749706000.0,50330673000.0,50434494000.0,50403983000.0,48890737000.0
2053.0,50898930000.0,50756035000.0,49114210000.0,49528943000.0,49705540000.0,50695496000.0,50216153000.0,50369982000.0,50289013000.0,48722850000.0
2054.0,50864214000.0,50701350000.0,48921180000.0,49407795000.0,49540100000.0,50630447000.0,50124108000.0,50278890000.0,50159610000.0,48505770000.0
2055.0,50830385000.0,50654560000.0,48753360000.0,49200070000.0,49408950000.0,50553980000.0,50040672000.0,50210630000.0,50022265000.0,48232714000.0
2056.0,50783785000.0,50622070000.0,48610870000.0,48973775000.0,49275260000.0,50497327000.0,49881825000.0,50083504000.0,49891940000.0,48080294000.0
2057.0,50706770000.0,50545725000.0,48407400000.0,48794810000.0,49137420000.0,50451403000.0,49794630000.0,49953346000.0,49740055000.0,47765190000.0
2058.0,50655638000.0,50480423000.0,48131910000.0,48636846000.0,49014743000.0,50395510000.0,49658315000.0,49858183000.0,49543030000.0,47530893000.0
2059.0,50609545000.0,50375225000.0,47930503000.0,48447607000.0,48829133000.0,50347196000.0,49502810000.0,49726325000.0,49367798000.0,47201710000.0
2060.0,50541457000.0,50285752000.0,47705317000.0,48289030000.0,48616505000.0,50257506000.0,49357810000.0,49599398000.0,49165963000.0,46836597000.0
2061.0,50472200000.0,50228980000.0,47479357000.0,48080826000.0,48495755000.0,50201854000.0,49211940000.0,49473130000.0,49035223000.0,46531140000.0
2062.0,50386477000.0,50136998000.0,47159636000.0,47861290000.0,48339313000.0,50122750000.0,49048410000.0,49361830000.0,48853795000.0,46077490000.0
2063.0,50302100000.0,50047214000.0,46873506000.0,47609364000.0,48036480000.0,50046337000.0,48879060000.0,49244110000.0,48698487000.0,45700334000.0
2064.0,50228480000.0,49977430000.0,46512450000.0,47436900000.0,47865938000.0,49947380000.0,48745000000.0,49115218000.0,48388560000.0,45345210000.0
2065.0,50170600000.0,49870737000.0,46160570000.0,47187866000.0,47652053000.0,49882290000.0,48587493000.0,48988905000.0,48187167000.0,44946584000.0
2066.0,50110296000.0,49761632000.0,45770265000.0,46955480000.0,47352670000.0,49772573000.0,48429486000.0,48889414000.0,47914120000.0,44611002000.0
2067.0,50013962000.0,49623780000.0,45481740000.0,46780543000.0,46998143000.0,49674318000.0,48308666000.0,48724087000.0,47622205000.0,44300624000.0
2068.0,49894140000.0,49579614000.0,45161222000.0,46571120000.0,46625320000.0,49581994000.0,48134205000.0,48575365000.0,47340724000.0,43960218000.0
2069.0,49864410000.0,49418530000.0,44880015000.0,46371020000.0,46306587000.0,49497180000.0,47986960000.0,48357890000.0,47085640000.0,43708363000.0
2070.0,49773950000.0,49301643000.0,44566045000.0,46293760000.0,46010986000.0,49413460000.0,47814046000.0,48182112000.0,46845360000.0,43396407000.0
2071.0,49641927000.0,49201750000.0,44232356000.0,46002094000.0,45662480000.0,49318540000.0,47602900000.0,48030610000.0,46555670000.0,43001328000.0
2072.0,49578000000.0,49128390000.0,43901792000.0,45781295000.0,45375685000.0,49242264000.0,47461667000.0,47902458000.0,46306603000.0,42551930000.0
2073.0,49489773000.0,49002287000.0,43529437000.0,45581820000.0,45130040000.0,49131295000.0,47337095000.0,47696957000.0,46035080000.0,42111832000.0
2074.0,49414062000.0,48881422000.0,43133100000.0,45354353000.0,44914352000.0,49007680000.0,47170220000.0,47563407000.0,45771260000.0,41792463000.0
2075.0,49317274000.0,48744910000.0,42701710000.0,45175804000.0,44678090000.0,48855446000.0,46982610000.0,47375684000.0,45490870000.0,41471267000.0
2076.0,49207276000.0,48621502000.0,42361614000.0,44983345000.0,44409220000.0,48734646000.0,46843253000.0,47208940000.0,45258800000.0,41050090000.0
2077.0,49132294000.0,48438637000.0,41880695000.0,44707670000.0,44098613000.0,48613196000.0,46660970000.0,47053324000.0,44986740000.0,40567710000.0
2078.0,49086850000.0,48251690000.0,41490473000.0,44385636000.0,43833120000.0,48478860000.0,46479380000.0,46850167000.0,44791042000.0,40054170000.0
2079.0,48934523000.0,47993917000.0,41065214000.0,44063850000.0,43498303000.0,48321910000.0,46255223000.0,46688620000.0,44603724000.0,39499465000.0
2080.0,48830120000.0,47695330000.0,40681505000.0,43812606000.0,43163537000.0,48182297000.0,46056268000.0,46436840000.0,44288815000.0,39013550000.0
2081.0,48722575000.0,47475397000.0,40241033000.0,43500552000.0,42848710000.0,48009360000.0,45868614000.0,46252646000.0,43990830000.0,38510764000.0
2082.0,48617062000.0,47226778000.0,39780516000.0,43270020000.0,42570666000.0,47907086000.0,45730144000.0,46038344000.0,43777634000.0,37927110000.0
2083.0,48522010000.0,46994485000.0,39315400000.0,42976354000.0,42279195000.0,47751800000.0,45457908000.0,45799838000.0,43522273000.0,37403740000.0
2084.0,48362713000.0,46710514000.0,38914847000.0,42675860000.0,41870440000.0,47624114000.0,45254795000.0,45520163000.0,43078510000.0,37069804000.0
2085.0,48231637000.0,46513200000.0,38510740000.0,42416054000.0,41537466000.0,47492810000.0,45040730000.0,45244363000.0,42727526000.0,36596070000.0
2086.0,48104075000.0,46239160000.0,38057968000.0,42147150000.0,41164284000.0,47302308000.0,44916118000.0,45089600000.0,42345697000.0,36149785000.0
2087.0,47991734000.0,46010098000.0,37628207000.0,41883754000.0,40827950000.0,47134020000.0,44644960000.0,44801524000.0,41945092000.0,35666784000.0
2088.0,47900955000.0,45770430000.0,37074010000.0,41595003000.0,40383427000.0,46989857000.0,44379550000.0,44578680000.0,41711700000.0,35325743000.0
2089.0,47815565000.0,45469938000.0,36657760000.0,41301406000.0,40013242000.0,46863590000.0,44122563000.0,44359220000.0,41473910000.0,34894123000.0
2090.0,47688434000.0,45119400000.0,36157880000.0,41062613000.0,39622537000.0,46548898000.0,43817190000.0,44161950000.0,41205330000.0,34573880000.0
2091.0,47549256000.0,44827623000.0,35579433000.0,40784660000.0,39214460000.0,46391378000.0,43382580000.0,43974062000.0,40934973000.0,34134004000.0
2092.0,47402443000.0,44528490000.0,35081978000.0,40520600000.0,38781050000.0,46232170000.0,43003163000.0,43699050000.0,40643060000.0,33670058000.0
2093.0,47291216000.0,44184543000.0,34572694000.0,40258523000.0,38230890000.0,46057165000.0,42704593000.0,43385620000.0,40381084000.0,33331036000.0
2094.0,47199453000.0,43877827000.0,34052070000.0,39990895000.0,37700477000.0,45908546000.0,42398384000.0,43165434000.0,40215370000.0,32953528000.0
2095.0,47062704000.0,43652970000.0,33461377000.0,39698670000.0,37237354000.0,45777500000.0,42171494000.0,42816995000.0,39976202000.0,32547287000.0
2096.0,46957710000.0,43339506000.0,32940163000.0,39402920000.0,36732604000.0,45615930000.0,41938924000.0,42521735000.0,39647134000.0,32069341000.0
2097.0,46828892000.0,43050000000.0,32433551000.0,39077507000.0,36184690000.0,45404426000.0,41652072000.0,42231720000.0,39307375000.0,31542614000.0
2098.0,46759300000.0,42717240000.0,31804566000.0,38764840000.0,35590574000.0,45220962000.0,41394553000.0,41972500000.0,38989400000.0,31048788000.0
2099.0,46614050000.0,42176720000.0,31294163000.0,38459410000.0,34973725000.0,44965552000.0,41110503000.0,41699127000.0,38712320000.0,30604124000.0
2100.0,46483554000.0,41830970000.0,30732562000.0,38143107000.0,34284100000.0,44756263000.0,40860080000.0,41392574000.0,38337360000.0,30110622000.0
