time,IPSL-CM6A-LR,ACCESS-ESM1-5,ACCESS-CM2,CANESM5,CESM2-WACCM,MRI-ESM2-0
2068.0,4231779600.0,4057927400.0,6135877600.0,7255246000.0,9340495000.0,8339220000.0
2069.0,3674047700.0,3915775700.0,6013912000.0,6522785000.0,8675619000.0,7613107700.0
2070.0,3219370200.0,4026718000.0,5208961500.0,5743535000.0,8059074600.0,7291918300.0
2071.0,3138266400.0,3787339300.0,4847110000.0,5476519000.0,7420963300.0,7086909400.0
2072.0,2870982400.0,3616994000.0,4388402700.0,4732989400.0,6404359000.0,6869023000.0
2073.0,2528440300.0,3212572200.0,3862650000.0,4127876900.0,5883538400.0,6793395700.0
2074.0,2159958500.0,3103149000.0,3657698600.0,3680884200.0,5268556000.0,6449731000.0
2075.0,1957588700.0,2796678000.0,3253379800.0,3471761400.0,4704937500.0,6151928300.0
2076.0,1855730200.0,2427563000.0,3045332500.0,2944782000.0,4054904800.0,5668814300.0
2077.0,1748533900.0,2267579000.0,2954212600.0,2663166700.0,3584881200.0,5529459700.0
2078.0,1521401300.0,2133253800.0,2818983000.0,2351230700.0,3415441000.0,5294542300.0
2079.0,1481128700.0,2097256000.0,2589376000.0,2169452300.0,3047106300.0,5131437000.0
2080.0,1291267100.0,1931612700.0,2427646700.0,2060901600.0,2796766200.0,5035135000.0
2081.0,1193008500.0,1790804200.0,2224696000.0,1910463400.0,2244530000.0,4664492500.0
2082.0,1127602000.0,1515141600.0,2010613200.0,1804751600.0,1976839600.0,4045228300.0
2083.0,1084285300.0,1345346600.0,1738125800.0,1560950500.0,1762420000.0,3648561700.0
2084.0,940324160.0,1170630400.0,1610822100.0,1512057500.0,1735290500.0,3440614700.0
2085.0,902939900.0,1097008600.0,1329309200.0,1364777700.0,1727165600.0,3233056800.0
2086.0,820528260.0,1094830500.0,1218088700.0,1270284800.0,1611039900.0,3036837000.0
2087.0,765232000.0,1050151800.0,1092421200.0,1171141200.0,1537034600.0,2711275300.0
2088.0,678533950.0,1002983100.0,974006500.0,1075700200.0,1398986100.0,2599836700.0
2089.0,584741000.0,939092800.0,829171600.0,994153340.0,1152581600.0,2551486500.0
2090.0,533356640.0,900652740.0,747087600.0,823463800.0,1103078300.0,2427940000.0
2091.0,471221060.0,832504800.0,705764700.0,726829400.0,1073416450.0,2255516000.0
2092.0,428097340.0,815950700.0,642434240.0,682203900.0,986383400.0,2091184900.0
2093.0,402260400.0,764104960.0,577320700.0,629281800.0,911359300.0,1952401500.0
2094.0,334568130.0,700285060.0,545655700.0,576831900.0,850311500.0,1922329000.0
2095.0,304574850.0,643780400.0,465590800.0,528668600.0,786420500.0,1895463200.0
2096.0,282654400.0,599891840.0,421681340.0,496579700.0,757050430.0,1700934900.0
2097.0,254302480.0,581824830.0,377084700.0,417019230.0,677731500.0,1615381500.0
2098.0,232207580.0,622206700.0,346030900.0,383543170.0,666684800.0,1520012300.0
2099.0,211786930.0,605719700.0,290481700.0,347690180.0,608000100.0,1465441700.0
2100.0,189286200.0,592702500.0,268343310.0,316839680.0,606875500.0,1342388000.0
2101.0,176592100.0,587439300.0,251258060.0,274206700.0,519993000.0,1264529300.0
2102.0,166821340.0,573494460.0,233065800.0,223619570.0,512789860.0,1172793500.0
2103.0,156376940.0,553388900.0,200543180.0,179465700.0,496632420.0,1197309200.0
2104.0,135600600.0,507427620.0,172588930.0,166917550.0,504582980.0,1118165600.0
2105.0,122970296.0,491179870.0,142364000.0,155264000.0,462657380.0,1060180860.0
2106.0,123314670.0,454675100.0,137085980.0,135709420.0,428350820.0,1036385900.0
2107.0,112837970.0,413087600.0,123308780.0,120903944.0,396165250.0,1008712200.0
2108.0,107896104.0,370714340.0,115299950.0,110782960.0,350489900.0,1008997500.0
2109.0,103502200.0,352424100.0,109638100.0,103533540.0,328699070.0,994984960.0
2110.0,99067920.0,340856540.0,98057860.0,94912984.0,324289150.0,925290800.0
2111.0,101886456.0,321599780.0,84597850.0,91033140.0,309965340.0,952452600.0
2112.0,100623290.0,294018430.0,70456984.0,86085464.0,279006000.0,939370940.0
2113.0,93767290.0,245735230.0,65861360.0,78713540.0,256130500.0,874604160.0
2114.0,86943290.0,226164500.0,53430388.0,75251110.0,246732000.0,835930560.0
2115.0,86473816.0,205406160.0,44550930.0,72036020.0,217701800.0,839254340.0
2116.0,82486420.0,182685650.0,39627960.0,65165940.0,204069890.0,831675000.0
2117.0,79411736.0,161828600.0,34481316.0,58174908.0,191596350.0,809317950.0
2118.0,76409896.0,125516136.0,28412860.0,50319976.0,176262270.0,762080200.0
2119.0,75626010.0,101334330.0,21694174.0,45809930.0,185616500.0,734767170.0
2120.0,70125070.0,104959020.0,19339858.0,42661730.0,191131790.0,705344600.0
2121.0,67237016.0,101670670.0,15530755.0,33903570.0,176506160.0,714767200.0
2122.0,57229450.0,101986250.0,12726129.0,33962300.0,155232720.0,685616900.0
2123.0,53474140.0,91463210.0,10416486.0,30322520.0,146688820.0,656312450.0
2124.0,47487800.0,86049304.0,8528993.0,23048468.0,135260510.0,649191550.0
2125.0,46399380.0,72760080.0,6658162.0,19981976.0,123215110.0,612591300.0
2126.0,40965024.0,70163410.0,4918260.5,17176920.0,110916020.0,564704060.0
2127.0,36656412.0,65657236.0,3976813.0,14209061.0,106487170.0,557065800.0
2128.0,35500892.0,67649384.0,3386702.0,11265300.0,102491050.0,589640200.0
2129.0,31999876.0,63916136.0,2635049.5,8123761.0,103039390.0,584923500.0
2130.0,27881464.0,52242584.0,1999676.6,6392885.5,87053496.0,570954100.0
2131.0,24997874.0,52284750.0,1427302.8,4313573.0,74487144.0,567062100.0
2132.0,21479908.0,53290630.0,936940.5,3743814.2,74608560.0,562568400.0
2133.0,21656524.0,55073990.0,580950.1,3290707.0,73215530.0,560107840.0
2134.0,19754148.0,50390970.0,447598.16,2568641.5,63086996.0,580025200.0
2135.0,16908228.0,47526736.0,348370.16,1924393.2,57297516.0,551961400.0
2136.0,14615856.0,48041330.0,276069.7,1691069.0,56707030.0,554949700.0
2137.0,11622908.0,48253660.0,216377.38,1489364.6,53924210.0,553922300.0
2138.0,9738768.0,45585490.0,180341.58,1220962.5,53639070.0,531746080.0
2139.0,6702274.0,47711024.0,95730.875,1116599.8,52658930.0,522277400.0
2140.0,4484063.0,47562576.0,49274.344,923523.9,49309852.0,501840480.0
2141.0,3448208.0,48127624.0,25070.953,767020.56,48512064.0,470984100.0
2142.0,2566494.8,52558090.0,25226.96,589499.6,47654030.0,456468930.0
2143.0,2309432.2,49932012.0,24876.979,362381.97,49466228.0,427636960.0
2144.0,1800159.5,47980308.0,24456.164,283124.38,43937400.0,397647600.0
2145.0,1504044.8,46525884.0,24700.889,226708.86,44666470.0,358237150.0
2146.0,1314974.4,45372016.0,25735.238,178877.89,41653532.0,332588540.0
2147.0,1147529.1,48659668.0,25506.734,126026.445,38743740.0,295283070.0
2148.0,955985.94,46684760.0,24203.041,73684.81,33984884.0,283006270.0
2149.0,712379.25,44994570.0,25483.508,35108.277,32510588.0,259406910.0
2150.0,462865.88,39618800.0,24808.768,23162.613,27587780.0,251751120.0
2151.0,371627.94,43064068.0,25368.318,21476.832,26930934.0,226994160.0
2152.0,249903.4,43177540.0,24199.402,18424.117,23170260.0,216546110.0
2153.0,199192.88,45994980.0,24412.834,13633.214,24064498.0,205997920.0
2154.0,133934.94,45770570.0,23507.977,7405.4253,23842890.0,191059600.0
2155.0,70315.61,43812990.0,22929.295,2800.7585,20174888.0,176598370.0
2156.0,41752.96,43560520.0,22832.469,0.0,21807718.0,159630960.0
2157.0,23098.215,45001810.0,22642.412,0.0,20293240.0,144549400.0
2158.0,21811.285,43139130.0,21448.242,0.0,16769223.0,135580510.0
2159.0,21655.281,37858550.0,20476.121,0.0,15365781.0,132022150.0
2160.0,18345.861,33599956.0,17447.209,0.0,12669920.0,126090184.0
2161.0,13571.464,32598182.0,12247.695,0.0,10380322.0,118272290.0
2162.0,6963.7134,29988552.0,6387.402,0.0,9153535.0,119807470.0
2163.0,3333.499,26046394.0,1051.3467,0.0,7691303.5,122639384.0
2164.0,0.0,21294764.0,0.0,0.0,7639270.5,123447304.0
2165.0,0.0,19813108.0,0.0,0.0,8020388.5,120840120.0
2166.0,0.0,16417358.0,0.0,0.0,5835397.5,118992100.0
2167.0,0.0,10889253.0,0.0,0.0,4206009.0,111845670.0
2168.0,0.0,8373699.5,0.0,0.0,3653293.2,108497944.0
2169.0,0.0,5993382.0,0.0,0.0,2745628.0,111205470.0
2170.0,0.0,6845540.5,0.0,0.0,1970392.6,109039740.0
2171.0,0.0,6294256.0,0.0,0.0,1656873.5,103812660.0
2172.0,0.0,6105683.0,0.0,0.0,1276899.8,100004870.0
2173.0,0.0,4302797.0,0.0,0.0,1033875.75,98305230.0
2174.0,0.0,3401974.0,0.0,0.0,701575.4,100590900.0
2175.0,0.0,3018739.5,0.0,0.0,373892.3,96805230.0
2176.0,0.0,2689207.0,0.0,0.0,178020.94,95399870.0
2177.0,0.0,1518118.4,0.0,0.0,115660.1,89028870.0
2178.0,0.0,1066045.8,0.0,0.0,63540.387,89238910.0
2179.0,0.0,731646.25,0.0,0.0,23364.463,90778584.0
2180.0,0.0,513704.16,0.0,0.0,23806.842,84959330.0
2181.0,0.0,316870.94,0.0,0.0,567403.25,83548400.0
2182.0,0.0,291190.12,0.0,0.0,25633.482,83717896.0
2183.0,0.0,265928.03,0.0,0.0,25379.568,84056744.0
2184.0,0.0,179033.31,0.0,0.0,23419.402,84759320.0
2185.0,0.0,142058.28,0.0,0.0,23273.37,77797300.0
2186.0,0.0,93681.96,0.0,0.0,25483.615,77647980.0
2187.0,0.0,104050.055,0.0,0.0,23790.074,80806330.0
2188.0,0.0,52087.715,0.0,0.0,24969.473,76816830.0
2189.0,0.0,40415.66,0.0,0.0,24320.96,85255450.0
2190.0,0.0,39424.54,0.0,0.0,24920.008,82217990.0
2191.0,0.0,37569.906,0.0,0.0,24284.707,76760770.0
2192.0,0.0,36986.81,0.0,0.0,23414.004,72077750.0
2193.0,0.0,35884.992,0.0,0.0,22033.889,74413260.0
2194.0,0.0,35646.27,0.0,0.0,21006.934,71796680.0
2195.0,0.0,105913.09,0.0,0.0,21075.45,74595310.0
2196.0,0.0,39377.277,0.0,0.0,18896.004,80617960.0
2197.0,0.0,39416.645,0.0,0.0,15872.096,77713224.0
2198.0,0.0,40667.05,0.0,0.0,9710.312,77934990.0
2199.0,0.0,38762.82,0.0,0.0,4917.729,79590530.0
2200.0,0.0,36713.215,0.0,0.0,0.0,84197530.0
2201.0,0.0,36866.56,0.0,0.0,0.0,82431860.0
2202.0,0.0,38217.44,0.0,0.0,0.0,80302610.0
2203.0,0.0,36258.285,0.0,0.0,0.0,79993060.0
2204.0,0.0,36007.38,0.0,0.0,0.0,77686830.0
2205.0,0.0,33352.3,0.0,0.0,0.0,73306350.0
2206.0,0.0,28627.137,0.0,0.0,0.0,73600850.0
2207.0,0.0,25486.438,0.0,0.0,0.0,70793640.0
2208.0,0.0,25343.133,0.0,0.0,0.0,72748584.0
2209.0,0.0,26615.975,0.0,0.0,0.0,74223900.0
2210.0,0.0,25824.164,0.0,0.0,0.0,72789660.0
2211.0,0.0,25466.605,0.0,0.0,0.0,76226980.0
2212.0,0.0,26088.58,0.0,0.0,0.0,76078450.0
2213.0,0.0,25378.598,0.0,0.0,0.0,83329180.0
2214.0,0.0,26021.025,0.0,0.0,0.0,83447176.0
2215.0,0.0,25672.553,0.0,0.0,0.0,80792040.0
2216.0,0.0,26517.576,0.0,0.0,0.0,77335810.0
2217.0,0.0,24955.79,0.0,0.0,0.0,78707450.0
2218.0,0.0,24623.969,0.0,0.0,0.0,83663576.0
2219.0,0.0,23404.717,0.0,0.0,0.0,86563896.0
2220.0,0.0,24121.293,0.0,0.0,0.0,83891270.0
2221.0,0.0,24362.707,0.0,0.0,0.0,86343810.0
2222.0,0.0,24047.893,0.0,0.0,0.0,91558910.0
2223.0,0.0,25050.803,0.0,0.0,0.0,85536700.0
2224.0,0.0,24976.979,0.0,0.0,0.0,84142650.0
2225.0,0.0,25649.941,0.0,0.0,0.0,82395230.0
2226.0,0.0,25158.66,0.0,0.0,0.0,79878910.0
2227.0,0.0,26055.547,0.0,0.0,0.0,81217016.0
2228.0,0.0,25718.701,0.0,0.0,0.0,79787690.0
2229.0,0.0,25081.719,0.0,0.0,0.0,80582520.0
2230.0,0.0,24929.033,0.0,0.0,0.0,85028424.0
2231.0,0.0,24434.512,0.0,0.0,0.0,92477180.0
2232.0,0.0,23997.867,0.0,0.0,0.0,87531940.0
2233.0,0.0,24127.51,0.0,0.0,0.0,83974470.0
2234.0,0.0,24255.781,0.0,0.0,0.0,81423950.0
2235.0,0.0,24935.17,0.0,0.0,0.0,81846130.0
2236.0,0.0,24479.447,0.0,0.0,0.0,80410980.0
2237.0,0.0,23316.754,0.0,0.0,0.0,81283570.0
2238.0,0.0,23085.18,0.0,0.0,0.0,82149016.0
2239.0,0.0,23886.523,0.0,0.0,0.0,79227680.0
2240.0,0.0,24211.254,0.0,0.0,0.0,79342910.0
2241.0,0.0,24674.926,0.0,0.0,0.0,80405250.0
2242.0,0.0,37991.61,0.0,0.0,0.0,75155900.0
2243.0,0.0,25449.041,0.0,0.0,0.0,76065860.0
2244.0,0.0,24977.094,0.0,0.0,0.0,78602450.0
2245.0,0.0,23035.488,0.0,0.0,0.0,76147010.0
2246.0,0.0,22048.893,0.0,0.0,0.0,74814770.0
2247.0,0.0,22805.781,0.0,0.0,0.0,71643050.0
2248.0,0.0,24507.012,0.0,0.0,0.0,73225870.0
2249.0,0.0,24989.646,0.0,0.0,0.0,74499040.0
2250.0,0.0,24697.074,0.0,0.0,0.0,66001492.0
2251.0,0.0,24538.822,0.0,0.0,0.0,59721132.0
2252.0,0.0,24672.72,0.0,0.0,0.0,56055750.0
2253.0,0.0,24254.254,0.0,0.0,0.0,56205470.0
2254.0,0.0,24458.87,0.0,0.0,0.0,57217576.0
2255.0,0.0,24425.148,0.0,0.0,0.0,52550496.0
2256.0,0.0,25086.17,0.0,0.0,0.0,53046240.0
2257.0,0.0,24588.492,0.0,0.0,0.0,53533650.0
2258.0,0.0,24632.324,0.0,0.0,0.0,58673544.0
2259.0,0.0,22851.414,0.0,0.0,0.0,59526670.0
2260.0,0.0,23117.72,0.0,0.0,0.0,59833744.0
2261.0,0.0,23990.361,0.0,0.0,0.0,59724904.0
2262.0,0.0,23663.465,0.0,0.0,0.0,59187004.0
2263.0,0.0,23788.146,0.0,0.0,0.0,61788016.0
2264.0,0.0,24259.035,0.0,0.0,0.0,61607744.0
2265.0,0.0,24576.89,0.0,0.0,0.0,63933796.0
2266.0,0.0,24927.037,0.0,0.0,0.0,65520920.0
2267.0,0.0,23430.883,0.0,0.0,0.0,61791988.0
2268.0,0.0,24508.887,0.0,0.0,0.0,63146296.0
2269.0,0.0,22632.873,0.0,0.0,0.0,62408110.0
2270.0,0.0,22823.11,0.0,0.0,0.0,61453400.0
2271.0,0.0,23660.365,0.0,0.0,0.0,59394820.0
2272.0,0.0,22776.938,0.0,0.0,0.0,57880908.0
2273.0,0.0,22398.754,0.0,0.0,0.0,56239588.0
2274.0,0.0,21949.455,0.0,0.0,0.0,55410100.0
2275.0,0.0,21800.287,0.0,0.0,0.0,56596504.0
2276.0,0.0,21923.645,0.0,0.0,0.0,57801390.0
2277.0,0.0,23542.816,0.0,0.0,0.0,61893090.0
2278.0,0.0,22625.777,0.0,0.0,0.0,61483160.0
2279.0,0.0,21658.938,0.0,0.0,0.0,62459116.0
2280.0,0.0,19498.5,0.0,0.0,0.0,62894710.0
2281.0,0.0,16925.879,0.0,0.0,0.0,60867384.0
2282.0,0.0,14020.126,0.0,0.0,0.0,59907020.0
2283.0,0.0,7578.67,0.0,0.0,0.0,60773630.0
2284.0,0.0,3833.778,0.0,0.0,0.0,58389224.0
2285.0,0.0,0.0,0.0,0.0,0.0,60543024.0
2286.0,0.0,0.0,0.0,0.0,0.0,58483030.0
2287.0,0.0,0.0,0.0,0.0,0.0,59763744.0
2288.0,0.0,0.0,0.0,0.0,0.0,60334860.0
2289.0,0.0,0.0,0.0,0.0,0.0,61701384.0
2290.0,0.0,0.0,0.0,0.0,0.0,60380784.0
2291.0,0.0,0.0,0.0,0.0,0.0,59925216.0
2292.0,0.0,0.0,0.0,0.0,0.0,62548004.0
2293.0,0.0,0.0,0.0,0.0,0.0,57888210.0
2294.0,0.0,0.0,0.0,0.0,0.0,56153788.0
2295.0,0.0,0.0,0.0,0.0,0.0,53614292.0
2296.0,0.0,0.0,0.0,0.0,0.0,52918850.0
2297.0,0.0,0.0,0.0,0.0,0.0,54189284.0
2298.0,0.0,0.0,0.0,0.0,0.0,52571450.0
2299.0,0.0,0.0,0.0,0.0,0.0,51434320.0
2300.0,0.0,0.0,0.0,0.0,0.0,56194776.0
