time,GFDL-CM3,CCSM4,CANESM2,GISS-E2-R,IPSL-CM5A-LR,CSIRO-MK3-6-0,CNRM-CM5,GFDL-ESM2G,MPI-ESM-LR,NORESM1-M
2023.0,104656990000.0,105301560000.0,104574700000.0,104588500000.0,104825496000.0,104858580000.0,104595890000.0,104604670000.0,104708874000.0,104635350000.0
2024.0,104591400000.0,104897675000.0,104607460000.0,104489990000.0,104646490000.0,104704870000.0,104554420000.0,104598340000.0,104683730000.0,104615030000.0
2025.0,104529190000.0,104762630000.0,104509825000.0,104476746000.0,104760250000.0,104637260000.0,104503730000.0,104509370000.0,104617000000.0,104566980000.0
2026.0,104477745000.0,104765350000.0,104724390000.0,104471000000.0,104576570000.0,104623830000.0,104626590000.0,104448850000.0,104836290000.0,104527995000.0
2027.0,104431350000.0,104639030000.0,104508210000.0,104397610000.0,104513724000.0,104556130000.0,104441120000.0,104399480000.0,104606710000.0,104469864000.0
2028.0,104375345000.0,104572500000.0,104437460000.0,104609490000.0,104500930000.0,104499480000.0,105010780000.0,104425820000.0,104517460000.0,104441380000.0
2029.0,104295520000.0,104535820000.0,104346960000.0,104787480000.0,104547795000.0,104457940000.0,104363880000.0,104329650000.0,104489570000.0,104384370000.0
2030.0,104222910000.0,104660080000.0,104286900000.0,104397880000.0,104589110000.0,104442350000.0,104295000000.0,104309220000.0,104558860000.0,104287180000.0
2031.0,104152465000.0,104625340000.0,104238170000.0,104358855000.0,104820200000.0,104382760000.0,104202540000.0,104241365000.0,104403740000.0,104239320000.0
2032.0,104091820000.0,104513360000.0,104228180000.0,104260260000.0,104481130000.0,104350610000.0,104119300000.0,104213380000.0,104337050000.0,104158360000.0
2033.0,104027090000.0,104411850000.0,104142545000.0,104325460000.0,104398004000.0,104295694000.0,104134740000.0,104154790000.0,104281130000.0,104110630000.0
2034.0,104034560000.0,104405780000.0,104067720000.0,104149730000.0,104372910000.0,104249670000.0,104024490000.0,104169366000.0,104217930000.0,104030740000.0
2035.0,103970830000.0,104299490000.0,104014230000.0,104209410000.0,104307610000.0,104193770000.0,104114970000.0,104061230000.0,104218090000.0,103994110000.0
2036.0,103893620000.0,104323370000.0,104007655000.0,104162810000.0,104219710000.0,104177260000.0,103876040000.0,104077400000.0,104242710000.0,103894660000.0
2037.0,103828865000.0,104206710000.0,103905214000.0,104041440000.0,104188420000.0,104372890000.0,103809080000.0,104006430000.0,104249950000.0,103833700000.0
2038.0,103721976000.0,104115240000.0,103857600000.0,103943184000.0,104113095000.0,104082190000.0,103696120000.0,103886135000.0,104012505000.0,103789710000.0
2039.0,103638516000.0,104159480000.0,103720620000.0,103883710000.0,104062200000.0,104023150000.0,103579790000.0,103997910000.0,103960410000.0,103692960000.0
2040.0,103544816000.0,104145035000.0,103625090000.0,103841190000.0,103961840000.0,104008740000.0,103467524000.0,103772280000.0,103890750000.0,103656640000.0
2041.0,103444360000.0,104064430000.0,103515600000.0,103744160000.0,103899455000.0,103878260000.0,103512630000.0,103644610000.0,103791690000.0,103570640000.0
2042.0,103324380000.0,103903410000.0,103374810000.0,103689140000.0,103817240000.0,103861290000.0,103285850000.0,103582420000.0,103996070000.0,103535300000.0
2043.0,103205980000.0,103837920000.0,103287710000.0,103595200000.0,103704620000.0,103734075000.0,103122354000.0,103550755000.0,103747355000.0,103395110000.0
2044.0,103039650000.0,103789584000.0,103191920000.0,103488270000.0,103624794000.0,103648440000.0,103018000000.0,103433920000.0,103562510000.0,103344580000.0
2045.0,102918430000.0,103692345000.0,103066390000.0,103294810000.0,103614070000.0,103512720000.0,102883640000.0,103341240000.0,103485300000.0,103192000000.0
2046.0,102714410000.0,103781980000.0,102832980000.0,103164560000.0,103623650000.0,103442240000.0,102816640000.0,103217450000.0,103378180000.0,103187130000.0
2047.0,102551210000.0,103524704000.0,102828030000.0,103045960000.0,103383270000.0,103406280000.0,102850300000.0,103083150000.0,103307460000.0,102961950000.0
2048.0,102337040000.0,103462940000.0,102548230000.0,102868720000.0,103301440000.0,103343600000.0,102510410000.0,102932270000.0,103221180000.0,102856565000.0
2049.0,102170070000.0,103348740000.0,102370935000.0,102668300000.0,103233510000.0,103331316000.0,103291250000.0,102843834000.0,103013655000.0,102743140000.0
2050.0,101941944000.0,103277674000.0,102257010000.0,102575540000.0,103100080000.0,103176410000.0,102456885000.0,102739804000.0,102881616000.0,102650225000.0
2051.0,101725045000.0,103177790000.0,102699250000.0,102530515000.0,102985250000.0,103116680000.0,102270750000.0,102594220000.0,102735250000.0,102530570000.0
2052.0,101440330000.0,103096110000.0,102506070000.0,102567060000.0,102797100000.0,103045590000.0,102089970000.0,102542790000.0,102642370000.0,102359310000.0
2053.0,101195320000.0,102986860000.0,102006374000.0,102423540000.0,102678970000.0,102957210000.0,101807620000.0,102785000000.0,102532784000.0,102184170000.0
2054.0,100984930000.0,102871640000.0,101943575000.0,102612530000.0,102535905000.0,102852550000.0,101637210000.0,102574105000.0,102363580000.0,102032050000.0
2055.0,100804215000.0,102773270000.0,101635340000.0,102216870000.0,102451670000.0,102785400000.0,101945880000.0,102640170000.0,102882990000.0,101951500000.0
2056.0,100488110000.0,102805770000.0,101294980000.0,101995150000.0,102332990000.0,102726670000.0,101322350000.0,102321504000.0,102252960000.0,101798355000.0
2057.0,100080230000.0,102598255000.0,101170480000.0,101921220000.0,102118650000.0,102626440000.0,101196740000.0,102142810000.0,102046810000.0,101595890000.0
2058.0,99678430000.0,102417780000.0,100940500000.0,101815700000.0,101914345000.0,102463455000.0,100832944000.0,101977735000.0,101907055000.0,101418610000.0
2059.0,99189370000.0,102320865000.0,100749435000.0,101857820000.0,101702060000.0,102322810000.0,100593930000.0,101857240000.0,101853050000.0,101329970000.0
2060.0,98794906000.0,102235900000.0,100430150000.0,101480470000.0,101469750000.0,102201640000.0,100292280000.0,101658020000.0,101707680000.0,101047110000.0
2061.0,98358140000.0,102111700000.0,100144060000.0,101262890000.0,101211546000.0,102075060000.0,100063420000.0,101545310000.0,101565720000.0,100910830000.0
2062.0,98197230000.0,102060065000.0,99952130000.0,101143060000.0,101105270000.0,101903370000.0,99625976000.0,101463770000.0,101332380000.0,100706260000.0
2063.0,97816830000.0,101889160000.0,99677405000.0,100938940000.0,100847140000.0,101814730000.0,99250830000.0,101304060000.0,101099720000.0,100493040000.0
2064.0,97246510000.0,101716750000.0,99440970000.0,100717250000.0,100464470000.0,101660110000.0,98900980000.0,101101450000.0,100926500000.0,100175940000.0
2065.0,96810160000.0,101503890000.0,99198770000.0,100526790000.0,100127060000.0,101559880000.0,98599030000.0,100957100000.0,100675990000.0,99893950000.0
2066.0,96374120000.0,101299130000.0,98858880000.0,100242420000.0,99933360000.0,101584570000.0,98238100000.0,100821740000.0,100454736000.0,99721880000.0
2067.0,95594010000.0,101164510000.0,99131730000.0,100001850000.0,100117490000.0,101308735000.0,98059895000.0,100605800000.0,100249600000.0,99399160000.0
2068.0,95128580000.0,101017090000.0,98410670000.0,99840610000.0,99528450000.0,101133950000.0,97850620000.0,101048560000.0,99979985000.0,99099650000.0
2069.0,94549434000.0,100841670000.0,97841110000.0,99499030000.0,99209030000.0,100921670000.0,97481335000.0,100476270000.0,99695980000.0,98741460000.0
2070.0,93987230000.0,100658740000.0,98313100000.0,99317720000.0,99012076000.0,100659140000.0,97105290000.0,100571685000.0,99549725000.0,98460880000.0
2071.0,93388820000.0,100427055000.0,97835170000.0,99181420000.0,98659115000.0,100440580000.0,96990340000.0,100238930000.0,99355025000.0,98065030000.0
2072.0,92704790000.0,100188740000.0,96845430000.0,99031745000.0,98267870000.0,100257620000.0,96548290000.0,100006175000.0,99013720000.0,97774140000.0
2073.0,92183945000.0,100025760000.0,96257606000.0,98875820000.0,97827996000.0,100058900000.0,96294440000.0,99845090000.0,98752240000.0,97396130000.0
2074.0,91867726000.0,99804406000.0,95813485000.0,98694060000.0,97424700000.0,99798280000.0,95846334000.0,99728600000.0,98539600000.0,96945670000.0
2075.0,90464100000.0,99549290000.0,95533605000.0,98758170000.0,97654640000.0,99763814000.0,95360680000.0,99515810000.0,98154470000.0,96568754000.0
2076.0,89781640000.0,99232560000.0,95129940000.0,98214560000.0,96808610000.0,99402470000.0,95035960000.0,99256420000.0,97873050000.0,96129480000.0
2077.0,89158255000.0,99114170000.0,94612120000.0,97809200000.0,96524640000.0,99124700000.0,94607610000.0,99046820000.0,97530210000.0,95690190000.0
2078.0,88464830000.0,98920550000.0,94189990000.0,97470620000.0,95970100000.0,99100170000.0,94245510000.0,98698780000.0,97278380000.0,95388000000.0
2079.0,87880974000.0,98706060000.0,93627210000.0,97107450000.0,95590420000.0,98636235000.0,93698785000.0,98589250000.0,96944095000.0,94994690000.0
2080.0,87064150000.0,98347640000.0,93151320000.0,96649765000.0,95104790000.0,98341904000.0,93249530000.0,98333490000.0,96615916000.0,94530860000.0
2081.0,86288460000.0,98113660000.0,92674580000.0,96459360000.0,95006910000.0,98207750000.0,92939590000.0,98123284000.0,96255990000.0,94153520000.0
2082.0,85546410000.0,97900230000.0,92135160000.0,95993930000.0,94744715000.0,97844216000.0,92459980000.0,97858920000.0,95937405000.0,93680100000.0
2083.0,84848130000.0,97770800000.0,91631380000.0,95770590000.0,94291700000.0,97599365000.0,92308005000.0,97721565000.0,95639180000.0,93272370000.0
2084.0,84176950000.0,97544180000.0,91012380000.0,95789860000.0,93891660000.0,97127170000.0,92792180000.0,97795190000.0,95263195000.0,92750990000.0
2085.0,83273105000.0,97236180000.0,90523795000.0,95111080000.0,93154370000.0,96718690000.0,91410810000.0,97351740000.0,94792550000.0,92443300000.0
2086.0,82692420000.0,97057660000.0,89965310000.0,95086264000.0,92660620000.0,96365870000.0,90796260000.0,97176715000.0,94473570000.0,91899870000.0
2087.0,82204310000.0,96632226000.0,89448830000.0,96522320000.0,92509390000.0,96062920000.0,90180270000.0,96959960000.0,94144184000.0,91522260000.0
2088.0,81516900000.0,96271830000.0,89610340000.0,95240360000.0,92189340000.0,95833040000.0,89754260000.0,96700570000.0,93631310000.0,90985070000.0
2089.0,80848716000.0,95926480000.0,88493490000.0,94867040000.0,91567700000.0,95499070000.0,89323370000.0,96448580000.0,93253060000.0,90402420000.0
2090.0,80094626000.0,95539350000.0,88378300000.0,93961175000.0,91106980000.0,94983000000.0,88776696000.0,96192864000.0,92848734000.0,89827795000.0
2091.0,79355280000.0,95006605000.0,87213430000.0,93637060000.0,90691035000.0,94406560000.0,88090960000.0,95933320000.0,92553030000.0,89316390000.0
2092.0,78654235000.0,94627260000.0,86606280000.0,93340205000.0,90084290000.0,93978970000.0,87461814000.0,95718640000.0,92108260000.0,88741450000.0
2093.0,78041285000.0,94363574000.0,85837234000.0,92847150000.0,89520860000.0,93564480000.0,87113300000.0,95376780000.0,91833156000.0,88298390000.0
2094.0,77197970000.0,93975870000.0,85268430000.0,92325536000.0,88852240000.0,93039700000.0,86271050000.0,95104250000.0,91427640000.0,87702544000.0
2095.0,76320980000.0,93598160000.0,83903005000.0,91757910000.0,87910466000.0,92729060000.0,85615100000.0,94871085000.0,90871325000.0,86568170000.0
2096.0,75487630000.0,93151690000.0,83303950000.0,91362440000.0,86988464000.0,92249010000.0,84963750000.0,94643020000.0,90325880000.0,86040210000.0
2097.0,74505450000.0,92878690000.0,82716066000.0,91376660000.0,86592530000.0,91756970000.0,84212110000.0,94318110000.0,89933726000.0,85477600000.0
2098.0,73633250000.0,92479320000.0,82100445000.0,90664850000.0,85670535000.0,91385080000.0,84243500000.0,94052050000.0,89562560000.0,84786970000.0
2099.0,72744660000.0,91998500000.0,81382950000.0,90475400000.0,84870140000.0,91384460000.0,83694035000.0,93750020000.0,89139480000.0,84256825000.0
2100.0,71771726000.0,91569955000.0,81265934000.0,89889780000.0,84539660000.0,90058640000.0,83071210000.0,93458400000.0,88706320000.0,83666030000.0
