time,CANESM2,MPI-ESM-LR,GFDL-ESM2G,GISS-E2-R,CNRM-CM5,CCSM4,IPSL-CM5A-LR,GFDL-CM3,NORESM1-M,CSIRO-MK3-6-0
2029.0,40069837000.0,40166818000.0,40372510000.0,40088020000.0,40364945000.0,40466338000.0,39915530000.0,39840834000.0,40011362000.0,40073732000.0
2030.0,40021467000.0,40131965000.0,40276054000.0,40038530000.0,40472570000.0,40290574000.0,39845016000.0,39731160000.0,39957135000.0,40016708000.0
2031.0,39965688000.0,40191058000.0,40225157000.0,40170344000.0,40335823000.0,40318054000.0,39761764000.0,39614644000.0,39937480000.0,39970943000.0
2032.0,39909114000.0,40047890000.0,40272310000.0,39956210000.0,40229980000.0,40179300000.0,39674520000.0,39496950000.0,39866225000.0,39924097000.0
2033.0,39849010000.0,39983227000.0,40307438000.0,39916110000.0,40220800000.0,40113310000.0,39590715000.0,39392567000.0,39818210000.0,39869374000.0
2034.0,39794975000.0,39974800000.0,40192848000.0,39855350000.0,40166396000.0,40094503000.0,39489890000.0,39274775000.0,39783735000.0,39818064000.0
2035.0,39743504000.0,39890493000.0,40195380000.0,39841456000.0,40108806000.0,40022870000.0,39425155000.0,39149625000.0,39668270000.0,39865950000.0
2036.0,39697660000.0,39843316000.0,40124625000.0,39767270000.0,40357480000.0,39988232000.0,39300043000.0,38978650000.0,39569514000.0,39736620000.0
2037.0,39665615000.0,39837004000.0,40141470000.0,39738343000.0,40184520000.0,39944600000.0,39180677000.0,38805760000.0,39486677000.0,39664857000.0
2038.0,39561730000.0,39748040000.0,40078580000.0,39903126000.0,40228870000.0,39882363000.0,39070390000.0,38645125000.0,39402557000.0,39776883000.0
2039.0,39531780000.0,39667745000.0,40006922000.0,39699165000.0,40176124000.0,39895118000.0,38931538000.0,38446310000.0,39328000000.0,39618810000.0
2040.0,39435235000.0,39598305000.0,39981015000.0,39583450000.0,39992115000.0,39786520000.0,38824130000.0,38183772000.0,39215428000.0,39530394000.0
2041.0,39420477000.0,39548660000.0,39916876000.0,39504454000.0,39946030000.0,39727010000.0,38665232000.0,37943726000.0,39112770000.0,39458566000.0
2042.0,39580013000.0,39549207000.0,39861617000.0,39406014000.0,39859530000.0,39699063000.0,38568060000.0,37663590000.0,38975103000.0,39380976000.0
2043.0,39324010000.0,39463250000.0,39820095000.0,39390240000.0,39823495000.0,39625204000.0,38453764000.0,37450550000.0,38858154000.0,39334253000.0
2044.0,39242000000.0,39388668000.0,39739183000.0,39298670000.0,39743533000.0,39565255000.0,38328470000.0,37170905000.0,38728090000.0,39257960000.0
2045.0,39130530000.0,39263175000.0,39697015000.0,39194673000.0,39669748000.0,39484060000.0,38146753000.0,36849710000.0,38582470000.0,39193756000.0
2046.0,39052026000.0,39204150000.0,39658254000.0,39253987000.0,39785630000.0,39460086000.0,37971243000.0,36517770000.0,38459200000.0,39112475000.0
2047.0,38963080000.0,39159812000.0,39687115000.0,39088214000.0,39630283000.0,39419535000.0,37812270000.0,36202030000.0,38338605000.0,39035326000.0
2048.0,38870036000.0,39059427000.0,39543276000.0,38961476000.0,39963173000.0,39346754000.0,37640490000.0,35838054000.0,38209524000.0,38992610000.0
2049.0,38829195000.0,39035556000.0,39502578000.0,39005520000.0,39716360000.0,39452123000.0,37492306000.0,35488993000.0,38094852000.0,38883300000.0
2050.0,38711640000.0,38916243000.0,39439360000.0,38827233000.0,39476064000.0,39396323000.0,37219475000.0,35108650000.0,37894360000.0,38818300000.0
2051.0,38616070000.0,38799130000.0,39391453000.0,38673150000.0,39579312000.0,39270840000.0,37052084000.0,34723013000.0,37716365000.0,38716498000.0
2052.0,38520234000.0,38714175000.0,39309460000.0,38762602000.0,39395357000.0,39170163000.0,36786192000.0,34402013000.0,37522600000.0,38609170000.0
2053.0,38420700000.0,38590730000.0,39304470000.0,38687126000.0,39282040000.0,39042410000.0,36574175000.0,33996358000.0,37442785000.0,38514954000.0
2054.0,38287487000.0,38476005000.0,39232066000.0,38614372000.0,39224650000.0,39013080000.0,36335202000.0,33544792000.0,37257486000.0,38410600000.0
2055.0,38167482000.0,38382670000.0,39222956000.0,38488920000.0,39144268000.0,38918435000.0,36138942000.0,33069638000.0,37048840000.0,38311030000.0
2056.0,38046830000.0,38268350000.0,39147710000.0,38367797000.0,39028314000.0,38967910000.0,35937174000.0,32660296000.0,36890444000.0,38244240000.0
2057.0,37919666000.0,38284980000.0,39042507000.0,38324576000.0,38988575000.0,38962280000.0,35722084000.0,32159037000.0,36732310000.0,38138630000.0
2058.0,37805756000.0,38167765000.0,38981726000.0,38146860000.0,38888243000.0,38850847000.0,35414010000.0,31774032000.0,36529760000.0,38050255000.0
2059.0,37668905000.0,38033030000.0,38868000000.0,38049790000.0,38762180000.0,38756557000.0,35195183000.0,31343254000.0,36326855000.0,37934735000.0
2060.0,37543297000.0,37919370000.0,38904967000.0,37903890000.0,38668890000.0,38623326000.0,34877490000.0,31001532000.0,36135653000.0,37797626000.0
2061.0,37447303000.0,37818175000.0,38750870000.0,37844783000.0,38547860000.0,38567640000.0,34674483000.0,30577280000.0,35900590000.0,37741790000.0
2062.0,37304164000.0,37671084000.0,38694020000.0,37749744000.0,38428840000.0,38501770000.0,34408850000.0,30146886000.0,35635212000.0,37591170000.0
2063.0,37191512000.0,37556994000.0,38567334000.0,37624726000.0,38319710000.0,38445507000.0,34189388000.0,29677160000.0,35388890000.0,37470634000.0
2064.0,37079806000.0,37412557000.0,38479847000.0,37558632000.0,38167196000.0,38306850000.0,33959743000.0,29206039000.0,35207225000.0,37370937000.0
2065.0,36911060000.0,37431100000.0,38411117000.0,37408408000.0,38047666000.0,38241853000.0,33689854000.0,28782360000.0,34955637000.0,37243474000.0
2066.0,36758086000.0,37216338000.0,38368535000.0,37252840000.0,37968355000.0,38142500000.0,33452022000.0,28366950000.0,34696200000.0,37116240000.0
2067.0,36633485000.0,37047345000.0,38659445000.0,37139513000.0,37829485000.0,38050180000.0,33127805000.0,27962610000.0,34485670000.0,36979650000.0
2068.0,36514554000.0,36912407000.0,38258650000.0,37147832000.0,37770564000.0,38078435000.0,32814911000.0,27505558000.0,34254471000.0,36903318000.0
2069.0,36379537000.0,36877840000.0,38193476000.0,37031430000.0,37660983000.0,37963810000.0,32572110000.0,27045180000.0,34087492000.0,36824230000.0
2070.0,36150006000.0,36721710000.0,38121890000.0,37091443000.0,37656363000.0,37833097000.0,32275816000.0,26661669000.0,33854992000.0,36692586000.0
2071.0,35944042000.0,36594393000.0,38073530000.0,37186073000.0,37441188000.0,37704770000.0,31914467000.0,26244102000.0,33610557000.0,36569797000.0
2072.0,35878440000.0,36416420000.0,38171990000.0,36865440000.0,37341480000.0,37574386000.0,31597110000.0,25840564000.0,33353196000.0,36424750000.0
2073.0,35670757000.0,36270453000.0,37959300000.0,36728054000.0,37177344000.0,37471425000.0,31289694000.0,25415508000.0,33133402000.0,36316996000.0
2074.0,35498440000.0,36124020000.0,37854966000.0,37952483000.0,37112185000.0,37353630000.0,31045749000.0,25008159000.0,33009938000.0,36169420000.0
2075.0,35312378000.0,35979686000.0,38040785000.0,37232222000.0,37049450000.0,37274395000.0,30775865000.0,24579870000.0,32738963000.0,36044620000.0
2076.0,35152810000.0,35944866000.0,37814055000.0,36893490000.0,36969580000.0,37120910000.0,30479086000.0,24160385000.0,32575470000.0,35908415000.0
2077.0,35005473000.0,35782304000.0,37701534000.0,36588642000.0,37019836000.0,37098295000.0,30258465000.0,23713382000.0,32372530000.0,35775460000.0
2078.0,34824696000.0,35668780000.0,37987144000.0,36387920000.0,36810228000.0,37008843000.0,29984868000.0,23304917000.0,32129853000.0,35593900000.0
2079.0,34635170000.0,35543663000.0,37600084000.0,36239733000.0,36619750000.0,36878553000.0,29746880000.0,22889466000.0,31862972000.0,35522757000.0
2080.0,34437450000.0,35357650000.0,37444133000.0,36260254000.0,36537690000.0,36749066000.0,29439998000.0,22549498000.0,31578552000.0,35378880000.0
2081.0,34223483000.0,35236938000.0,37337813000.0,36068897000.0,36490748000.0,36710797000.0,29185958000.0,22324924000.0,31306562000.0,35187920000.0
2082.0,34076576000.0,35211473000.0,37479838000.0,35891320000.0,36338050000.0,36560687000.0,28858395000.0,21905605000.0,31024499000.0,35037524000.0
2083.0,33876090000.0,35047285000.0,37208960000.0,35921195000.0,36192154000.0,36481860000.0,29141140000.0,21520665000.0,30771306000.0,34896600000.0
2084.0,33638224000.0,34848130000.0,37065806000.0,35860906000.0,36111323000.0,36335063000.0,28486158000.0,21199120000.0,30515712000.0,34709045000.0
2085.0,33420304000.0,34809690000.0,37044924000.0,35739443000.0,36010336000.0,36204982000.0,28199733000.0,20856200000.0,30431785000.0,34595828000.0
2086.0,33279900000.0,34537410000.0,36917390000.0,35613647000.0,36158050000.0,36117460000.0,27856468000.0,20340756000.0,30075255000.0,34480275000.0
2087.0,33044736000.0,34340766000.0,36871954000.0,35515736000.0,35837583000.0,35978300000.0,27768332000.0,19910357000.0,29795500000.0,34400477000.0
2088.0,32795670000.0,34236318000.0,37154775000.0,35472420000.0,35729350000.0,35876033000.0,27507690000.0,19611021000.0,29505843000.0,34201348000.0
2089.0,32597453000.0,34203505000.0,36917137000.0,35369710000.0,35562150000.0,35870670000.0,27284400000.0,19182703000.0,29337991000.0,34136392000.0
2090.0,32371808000.0,33977830000.0,36734034000.0,35251245000.0,35597460000.0,35649250000.0,26966995000.0,18859645000.0,28952715000.0,33972648000.0
2091.0,32188840000.0,33854145000.0,36628705000.0,35129012000.0,35389178000.0,35520197000.0,26872826000.0,18539952000.0,28661475000.0,33748728000.0
2092.0,31911549000.0,33739592000.0,36529450000.0,35037037000.0,35189055000.0,35624374000.0,26505300000.0,18162973000.0,28363856000.0,33862457000.0
2093.0,31658758000.0,33523448000.0,36384390000.0,34963480000.0,35086725000.0,35426970000.0,26361713000.0,17785977000.0,28103954000.0,33593285000.0
2094.0,31501689000.0,33411457000.0,36263215000.0,34769100000.0,34969375000.0,35212423000.0,26025740000.0,17696880000.0,27777587000.0,33381740000.0
2095.0,31297507000.0,33233620000.0,36150860000.0,34630234000.0,34792337000.0,35078110000.0,25776640000.0,17269633000.0,27512046000.0,33232898000.0
2096.0,31118424000.0,33128276000.0,36086235000.0,34503770000.0,34695995000.0,34976498000.0,25479465000.0,17091352000.0,27327695000.0,33112870000.0
2097.0,30920864000.0,33014266000.0,36013785000.0,34395623000.0,34589780000.0,34822360000.0,25351266000.0,16656658000.0,27055960000.0,32964577000.0
2098.0,30647372000.0,32948255000.0,35915166000.0,34357381000.0,34425420000.0,34711110000.0,25072308000.0,16361505000.0,26815100000.0,33236836000.0
2099.0,30440327000.0,32782025000.0,35818795000.0,34297390000.0,34533430000.0,34604986000.0,24818364000.0,16054547000.0,26613776000.0,32691915000.0
2100.0,30243893000.0,32630645000.0,35693420000.0,34202110000.0,34243330000.0,34432850000.0,24652660000.0,15705994000.0,26405680000.0,32500700000.0
