time,IPSL-CM6A-LR,UKESM1-0-LL,MRI-ESM2-0,KACE-1-0-G,TAIESM1,GFDL-ESM4,MPI-ESM1-2-HR,CESM2-WACCM,IITM-ESM
2020.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0
2021.0,1904410600.0,1893084500.0,1912467300.0,1880426000.0,1896308900.0,1921215900.0,1893632400.0,1896755800.0,1913188700.0
2022.0,1906176000.0,1846185300.0,1851450400.0,1915435800.0,1865400800.0,1879519700.0,1855138000.0,1888297300.0,1899567000.0
2023.0,1871362400.0,1800786300.0,1808453900.0,1829210100.0,1826021800.0,1843423000.0,1819941800.0,1896932700.0,2240545500.0
2024.0,2056371000.0,1793413400.0,1760521700.0,1792492500.0,1927391700.0,1798638000.0,1982094200.0,1828771100.0,1876922000.0
2025.0,1887170300.0,1731589400.0,1706567300.0,1731092200.0,1825276800.0,1773608700.0,1843962900.0,1791926400.0,1869055400.0
2026.0,1814114200.0,1680025600.0,1635695500.0,1656790700.0,1777116000.0,1741465200.0,1726636900.0,1745567000.0,1838022700.0
2027.0,1745130900.0,1590653400.0,1604700900.0,1589432700.0,1724024300.0,1683299100.0,1681798500.0,1703539600.0,1982484200.0
2028.0,1706756700.0,1527906400.0,1545641700.0,1504614100.0,1691636000.0,1849008900.0,1645976600.0,1677353200.0,1841156200.0
2029.0,1717593600.0,1482924000.0,1477966300.0,1412402700.0,1671908200.0,1655873200.0,1611314400.0,1631770000.0,1804497400.0
2030.0,1631643900.0,1406891300.0,1418033800.0,1326700900.0,1636904200.0,1595613000.0,1565611400.0,1579937700.0,1775999000.0
2031.0,1580960900.0,1344591400.0,1359739500.0,1213423500.0,1599097600.0,1558069900.0,1560599600.0,1526040700.0,1750932600.0
2032.0,1516107100.0,1277863300.0,1336494300.0,1124397400.0,1549678100.0,1487511000.0,1516127400.0,1482085500.0,1719692900.0
2033.0,1453834200.0,1217338000.0,1271904800.0,1037630400.0,1522358300.0,1463305700.0,1432012500.0,1434460400.0,1673543200.0
2034.0,1437185400.0,1162872000.0,1232635400.0,956630300.0,1487281000.0,1441353100.0,1412174600.0,1404095400.0,1641644300.0
2035.0,1372419500.0,1098362600.0,1188409700.0,922284800.0,1444740400.0,1390032000.0,1380073000.0,1355507300.0,1675241300.0
2036.0,1373489800.0,1043636800.0,1141892500.0,849615500.0,1406050000.0,1337807100.0,1424501200.0,1275993600.0,1604054800.0
2037.0,1307335700.0,968557600.0,1094864400.0,765677000.0,1378613200.0,1311561500.0,1395571700.0,1229445800.0,1769206400.0
2038.0,1267289200.0,904029500.0,1067615600.0,723660100.0,1359035100.0,1281849300.0,1445030900.0,1206149600.0,1588047600.0
2039.0,1212784100.0,844615040.0,1034880800.0,671736900.0,1310647000.0,1276118300.0,1301228700.0,1186433900.0,1584110600.0
2040.0,1195839700.0,796573100.0,1005439000.0,741669300.0,1268065800.0,1228536300.0,1267805800.0,1150411900.0,1693178600.0
2041.0,1142608300.0,748239700.0,961324400.0,606948700.0,1249258500.0,1204107800.0,1224633100.0,1100127600.0,1585479200.0
2042.0,1093026700.0,715930700.0,923189800.0,564017700.0,1204691700.0,1180671100.0,1210977500.0,1058334900.0,1564435300.0
2043.0,1072644350.0,680580740.0,892218500.0,538325440.0,1186645200.0,1170228900.0,1152219100.0,1015658940.0,1559397500.0
2044.0,1031909900.0,646647600.0,865699100.0,518381300.0,1176490900.0,1148325600.0,1237668100.0,967877500.0,1567185900.0
2045.0,986449300.0,624454700.0,858490900.0,480693760.0,1171498600.0,1110316700.0,1100373500.0,952186560.0,1510032500.0
2046.0,969673600.0,590437950.0,823428860.0,459377200.0,1125301500.0,1086916400.0,1081827100.0,962192060.0,1488165100.0
2047.0,956151360.0,544095400.0,790833200.0,434334530.0,1085845000.0,1048269630.0,1054308500.0,913431400.0,1476801300.0
2048.0,921226600.0,520676580.0,766636740.0,403729570.0,1054995500.0,1033262000.0,1102954400.0,880816060.0,1517625500.0
2049.0,895621300.0,479494750.0,752332540.0,378039300.0,1104416400.0,1031744400.0,1029157950.0,854231600.0,1457320000.0
2050.0,837310700.0,433438800.0,727243500.0,338541250.0,1023045900.0,1004445250.0,997849660.0,815961500.0,1438810100.0
2051.0,793355200.0,421250880.0,695395600.0,317088700.0,998380860.0,975382850.0,973841700.0,808510700.0,1518029300.0
2052.0,768750900.0,381389660.0,678242940.0,294719900.0,970109100.0,961439700.0,970652000.0,998504960.0,1415925800.0
2053.0,734509950.0,354925950.0,665351800.0,272201300.0,938958100.0,1042310400.0,927505700.0,812820200.0,1417609700.0
2054.0,712003300.0,342473200.0,641549300.0,262942420.0,921105860.0,937179600.0,914917600.0,763199500.0,1474283100.0
2055.0,676338600.0,320821020.0,617229200.0,263654260.0,883066500.0,920113600.0,941287360.0,729066050.0,1405737900.0
2056.0,651899800.0,313323780.0,601242430.0,248576110.0,862074000.0,903942850.0,907960800.0,697719900.0,1402959500.0
2057.0,626943940.0,282445380.0,589114750.0,224840980.0,839251600.0,888458600.0,875200700.0,676797500.0,1390574800.0
2058.0,612104000.0,276012130.0,571203800.0,212601650.0,816265700.0,900268400.0,851553200.0,658360600.0,1394134800.0
2059.0,572595200.0,263387230.0,556716540.0,204485440.0,772656260.0,861220860.0,837408600.0,746200770.0,1385586600.0
2060.0,538511170.0,252851460.0,539394560.0,194030100.0,739284700.0,846104200.0,820885440.0,640762800.0,1371252000.0
2061.0,518259040.0,242997340.0,519934340.0,189698610.0,713515140.0,842344060.0,800533200.0,620036300.0,1360720000.0
2062.0,489604740.0,224728180.0,559930940.0,184363180.0,688248200.0,819297700.0,784089500.0,591254600.0,1348474600.0
2063.0,458453730.0,213856540.0,506925500.0,179108060.0,657601540.0,821847230.0,776215000.0,571319550.0,2033677400.0
2064.0,424009660.0,199834300.0,481729570.0,173581070.0,625635200.0,848003140.0,747841700.0,553177540.0,1347912800.0
2065.0,398290460.0,186173570.0,472212030.0,170960620.0,593807200.0,795929900.0,714920700.0,536742820.0,1350715900.0
2066.0,374726880.0,180267120.0,461730750.0,164772720.0,559308100.0,778155260.0,696211300.0,510620060.0,1341147600.0
2067.0,356532000.0,175029180.0,447449920.0,147065200.0,520030050.0,762470700.0,747167300.0,497181920.0,1327630500.0
2068.0,340107200.0,160692770.0,438422560.0,142807360.0,486963840.0,748608600.0,672770750.0,494101340.0,1308580100.0
2069.0,326412640.0,152999250.0,422724830.0,134478750.0,460990460.0,742712100.0,650182660.0,476746080.0,1298621000.0
2070.0,312922050.0,147234080.0,441947000.0,129113430.0,480538500.0,724530300.0,616266700.0,455162600.0,1360972900.0
2071.0,289144130.0,139783330.0,410711580.0,123582490.0,446671970.0,706063040.0,639498300.0,445522200.0,1300857300.0
2072.0,273283800.0,132573620.0,403336220.0,108360850.0,417274880.0,696771840.0,596498400.0,443569700.0,1280225400.0
2073.0,254252130.0,130513600.0,392017860.0,110866660.0,396342660.0,684245300.0,573899000.0,430124300.0,1274581600.0
2074.0,237534380.0,126355550.0,383797000.0,104993220.0,372371650.0,673902100.0,622034050.0,413666300.0,1357003300.0
2075.0,229280180.0,113662120.0,383390000.0,101962984.0,373177120.0,666535400.0,551576700.0,399056670.0,1260201500.0
2076.0,215489900.0,106933730.0,374487900.0,100615060.0,344854370.0,657741300.0,635898560.0,389841500.0,1247485800.0
2077.0,199655150.0,99129810.0,368007700.0,98195880.0,326296200.0,645257150.0,535479100.0,367058180.0,1241996200.0
2078.0,189434200.0,94724056.0,508902270.0,98645210.0,314547330.0,628923260.0,605520800.0,352713630.0,1229216500.0
2079.0,188097010.0,83530870.0,360966080.0,87870720.0,298861280.0,726324300.0,518083200.0,340448930.0,1225730400.0
2080.0,182969400.0,79475340.0,347756640.0,129939650.0,291557000.0,615839800.0,514096100.0,351117540.0,1293928200.0
2081.0,218712240.0,77677790.0,349798050.0,124312470.0,277486700.0,608931600.0,502884600.0,326916770.0,1262709100.0
2082.0,190675090.0,72312650.0,350108300.0,94633030.0,257587090.0,594866400.0,504427140.0,314040220.0,1201675600.0
2083.0,177238270.0,71180700.0,338571420.0,86768770.0,247924620.0,584497340.0,486008600.0,366316000.0,1191889900.0
2084.0,170535860.0,70479576.0,330962720.0,83492020.0,237146750.0,576896640.0,469553630.0,307942940.0,1176430800.0
2085.0,168163360.0,60559710.0,332683600.0,83521940.0,225557070.0,568316800.0,470090270.0,293878460.0,1168214000.0
2086.0,165706910.0,68332150.0,323632800.0,81038936.0,217505420.0,556640900.0,439597340.0,286100400.0,1148495700.0
2087.0,161873660.0,57915756.0,317841020.0,79840400.0,209506610.0,542882400.0,422796300.0,277185380.0,1128362800.0
2088.0,150382980.0,56586444.0,313303740.0,74847060.0,197261380.0,531951040.0,440213280.0,266338900.0,1190068700.0
2089.0,143278670.0,53605920.0,308688860.0,74426010.0,192863730.0,523678460.0,419607400.0,257457330.0,1609864700.0
2090.0,139768030.0,54697244.0,305502050.0,72920690.0,190086190.0,517723400.0,412501020.0,249809280.0,1136808400.0
2091.0,134731340.0,50115204.0,304161630.0,72473880.0,197176600.0,512225440.0,405182300.0,244542080.0,1144102900.0
2092.0,132851930.0,49003944.0,298239580.0,71920450.0,181613920.0,596469500.0,398340900.0,253006450.0,1184296700.0
2093.0,125033730.0,46522910.0,296703600.0,107625660.0,175079180.0,497072900.0,396846900.0,239668110.0,1081400600.0
2094.0,122467416.0,48237456.0,293266660.0,75637870.0,169714770.0,486182720.0,386379780.0,234429120.0,1055786000.0
2095.0,121788536.0,44370572.0,293875040.0,70918900.0,158770300.0,478361660.0,395129300.0,261010200.0,1053456600.0
2096.0,128091820.0,42222490.0,290751360.0,70073830.0,152298880.0,471308000.0,368429300.0,229094050.0,1041153340.0
2097.0,118681860.0,41586736.0,349903900.0,65193468.0,145060980.0,458037900.0,361125950.0,225081010.0,1021432450.0
2098.0,113550940.0,38361652.0,295112540.0,64096324.0,149395020.0,452221600.0,364353300.0,216398340.0,1009122370.0
2099.0,112251704.0,35547292.0,281692300.0,62873890.0,143059760.0,435483070.0,349184700.0,206473860.0,998777600.0
2100.0,111228320.0,35135324.0,274192900.0,62121216.0,155189420.0,437352130.0,341823740.0,201963820.0,979761340.0
