time,CCSM4,GFDL-CM3,NORESM1-M,IPSL-CM5A-LR,GFDL-ESM2G,CESM1-CAM5,CSIRO-MK3-6-0,GISS-E2-R
2023.0,84388570000.0,84276270000.0,84000890000.0,84291710000.0,84414920000.0,85176520000.0,84381565000.0,84372410000.0
2024.0,84245860000.0,84267340000.0,83392270000.0,83924420000.0,84039200000.0,84241850000.0,84194050000.0,84164380000.0
2025.0,84023060000.0,83889160000.0,82854580000.0,83761380000.0,83567070000.0,83924230000.0,83872770000.0,83919400000.0
2026.0,83849675000.0,83675770000.0,82338440000.0,83428010000.0,83322135000.0,83827840000.0,83631080000.0,83846900000.0
2027.0,83615430000.0,83290640000.0,81722630000.0,83045500000.0,85164390000.0,83330490000.0,83233120000.0,83438576000.0
2028.0,83409280000.0,83121440000.0,81365200000.0,82743110000.0,84732800000.0,82881860000.0,83086460000.0,83075060000.0
2029.0,82977660000.0,82525890000.0,80842360000.0,82441950000.0,83333825000.0,82492080000.0,82751480000.0,82864010000.0
2030.0,82492110000.0,82054260000.0,80127220000.0,81974380000.0,82970270000.0,82112890000.0,82441310000.0,82463400000.0
2031.0,82386600000.0,81675600000.0,79593200000.0,81719840000.0,82325810000.0,82146420000.0,82219730000.0,82004340000.0
2032.0,81910380000.0,81092140000.0,78975435000.0,81178560000.0,81900650000.0,81295840000.0,81788490000.0,81696760000.0
2033.0,81746910000.0,80647750000.0,78645580000.0,80628590000.0,81528200000.0,80664970000.0,81511416000.0,81304810000.0
2034.0,81168360000.0,80124180000.0,77826020000.0,80091920000.0,81020900000.0,80248690000.0,82390240000.0,80972915000.0
2035.0,81579590000.0,79674000000.0,76976840000.0,79755630000.0,80526470000.0,79854680000.0,81913060000.0,80551756000.0
2036.0,80641820000.0,78810825000.0,76262880000.0,79229760000.0,79977640000.0,79726230000.0,82001240000.0,79891310000.0
2037.0,80182120000.0,78741120000.0,75791430000.0,78829000000.0,80265535000.0,79255814000.0,82473250000.0,80031410000.0
2038.0,81331500000.0,77887550000.0,75064580000.0,78234450000.0,79327170000.0,78700446000.0,80650620000.0,79435570000.0
2039.0,79695890000.0,77545170000.0,74392750000.0,77450740000.0,78851390000.0,78239820000.0,80160030000.0,79095054000.0
2040.0,79213400000.0,76848824000.0,73788770000.0,77028190000.0,78474670000.0,77579230000.0,79508450000.0,78520510000.0
2041.0,78855635000.0,76192240000.0,73509904000.0,76451910000.0,81120040000.0,76898260000.0,79161190000.0,78196840000.0
2042.0,78401800000.0,75529200000.0,72906090000.0,76145280000.0,78109385000.0,76984640000.0,79020670000.0,77761500000.0
2043.0,77946500000.0,74701324000.0,72096014000.0,75533800000.0,77308070000.0,76000750000.0,79441380000.0,77232200000.0
2044.0,77382790000.0,74527050000.0,71727910000.0,75219140000.0,76906760000.0,75390435000.0,78319075000.0,76608800000.0
2045.0,77918660000.0,73427100000.0,71427160000.0,74579730000.0,77445850000.0,74658185000.0,78039630000.0,76150500000.0
2046.0,76926370000.0,72927280000.0,70622670000.0,73921460000.0,76766470000.0,74277040000.0,77603170000.0,77451830000.0
2047.0,76261196000.0,72198390000.0,70676220000.0,73015850000.0,76024020000.0,73637440000.0,77021946000.0,75473215000.0
2048.0,75714675000.0,71709120000.0,69546180000.0,72384690000.0,75531060000.0,73381724000.0,76516190000.0,74920410000.0
2049.0,75184280000.0,70891910000.0,68815135000.0,72083096000.0,75375790000.0,72752150000.0,76091920000.0,74520840000.0
2050.0,74677805000.0,70309690000.0,68258886000.0,71466520000.0,74842320000.0,71724950000.0,75699460000.0,74059160000.0
2051.0,74241150000.0,69825160000.0,67571413000.0,70689956000.0,74320460000.0,70921600000.0,75110900000.0,73634260000.0
2052.0,73639710000.0,69178470000.0,67193758000.0,69917245000.0,73934440000.0,70381810000.0,74782155000.0,73252980000.0
2053.0,73392780000.0,68378220000.0,66067290000.0,69187480000.0,73490710000.0,69672580000.0,74360950000.0,72582170000.0
2054.0,73059880000.0,67533200000.0,65508684000.0,68349920000.0,73107660000.0,68976090000.0,73945610000.0,71971600000.0
2055.0,72598090000.0,66801558000.0,64870310000.0,67973935000.0,72861420000.0,68340060000.0,73596540000.0,71521570000.0
2056.0,72079710000.0,66301990000.0,64143573000.0,67433290000.0,72277060000.0,67581440000.0,73138586000.0,71160820000.0
2057.0,71637430000.0,66060390000.0,63265624000.0,66719970000.0,71895310000.0,67127386000.0,73348325000.0,70558080000.0
2058.0,71053840000.0,65321914000.0,62922174000.0,66203880000.0,71449990000.0,66386653000.0,72429404000.0,69786980000.0
2059.0,70612810000.0,64484667000.0,62082404000.0,65685930000.0,71050580000.0,65483928000.0,71957570000.0,69268590000.0
2060.0,70220970000.0,63834903000.0,61665178000.0,64649548000.0,70757510000.0,64679617000.0,71359110000.0,69030494000.0
2061.0,69905830000.0,63253910000.0,60770640000.0,64152110000.0,72701340000.0,64327148000.0,70836404000.0,68519550000.0
2062.0,69456690000.0,62656090000.0,60090690000.0,63546302000.0,70579760000.0,63447050000.0,70493130000.0,67744340000.0
2063.0,68839740000.0,61924780000.0,59716866000.0,62902346000.0,70094590000.0,62926200000.0,70172385000.0,67506835000.0
2064.0,68289010000.0,61331673000.0,59005866000.0,62174460000.0,70878175000.0,61888033000.0,69760760000.0,66865754000.0
2065.0,67756180000.0,60580397000.0,58468037000.0,61352927000.0,70883560000.0,61034890000.0,69806820000.0,66238456000.0
2066.0,67234558000.0,60182860000.0,57688150000.0,60902154000.0,69067590000.0,59978494000.0,69149310000.0,65684034000.0
2067.0,67842210000.0,59311080000.0,57030406000.0,60591596000.0,69245940000.0,59273535000.0,68701217000.0,65138856000.0
2068.0,66649588000.0,58667970000.0,56075120000.0,59745993000.0,68808990000.0,58638180000.0,68526810000.0,64574083000.0
2069.0,66103955000.0,58332897000.0,55323400000.0,59175640000.0,68175570000.0,57708737000.0,67676545000.0,63889260000.0
2070.0,65485990000.0,57615220000.0,54779146000.0,58680270000.0,67953148000.0,57097660000.0,67056740000.0,63209580000.0
2071.0,64717414000.0,57024490000.0,54026736000.0,58026988000.0,67664980000.0,56297947000.0,66624830000.0,62639730000.0
2072.0,64136905000.0,56642888000.0,53358854000.0,57364200000.0,68065120000.0,55380640000.0,66052140000.0,62222516000.0
2073.0,63567454000.0,55795510000.0,52718510000.0,56881610000.0,66909780000.0,54584580000.0,65351080000.0,62012658000.0
2074.0,62734807000.0,55134840000.0,51963113000.0,56204517000.0,66762820000.0,53914940000.0,64754440000.0,61415840000.0
2075.0,62001193000.0,54565100000.0,51478663000.0,56099380000.0,67733684000.0,53402580000.0,64339600000.0,62195175000.0
2076.0,61255164000.0,54052344000.0,50831060000.0,55282240000.0,66090270000.0,52568908000.0,63763034000.0,60717770000.0
2077.0,60702190000.0,53454710000.0,50010280000.0,54807294000.0,65517277000.0,51719782000.0,63387800000.0,60184210000.0
2078.0,60019800000.0,53122170000.0,49322852000.0,54382473000.0,65178907000.0,51011590000.0,62757073000.0,59919540000.0
2079.0,59271172000.0,53011067000.0,48754330000.0,53804515000.0,65699013000.0,50265453000.0,62100880000.0,59337810000.0
2080.0,58659120000.0,52153872000.0,48144613000.0,53122830000.0,64924210000.0,49673327000.0,61275170000.0,62544826000.0
2081.0,58175260000.0,51611496000.0,48478466000.0,52770810000.0,64382710000.0,48835092000.0,60669272000.0,58796507000.0
2082.0,57721455000.0,51125800000.0,47350202000.0,52081086000.0,64040382000.0,47814130000.0,60166038000.0,58502185000.0
2083.0,57150673000.0,50471264000.0,46726880000.0,51459230000.0,63758488000.0,47141057000.0,59885265000.0,58466726000.0
2084.0,56446267000.0,49970180000.0,45987390000.0,51112020000.0,64959033000.0,46476330000.0,59141680000.0,57812690000.0
2085.0,55872160000.0,49374896000.0,45138900000.0,50420957000.0,63362277000.0,46023967000.0,58444227000.0,58869020000.0
2086.0,55220765000.0,48890687000.0,44217713000.0,50053763000.0,62956438000.0,45130363000.0,57897595000.0,57994945000.0
2087.0,54290010000.0,48407085000.0,44023714000.0,49348547000.0,62574170000.0,44277146000.0,57156174000.0,57450578000.0
2088.0,53571140000.0,47867752000.0,43293950000.0,48716590000.0,62312194000.0,43428495000.0,56696650000.0,56642310000.0
2089.0,52921557000.0,47270220000.0,42605220000.0,48106950000.0,61888848000.0,42813600000.0,56117170000.0,56155468000.0
2090.0,52211880000.0,46787596000.0,42066403000.0,47516877000.0,61529424000.0,42112530000.0,55809940000.0,55714810000.0
2091.0,51370520000.0,46247977000.0,41182810000.0,46719350000.0,61259040000.0,41387155000.0,55221068000.0,58378410000.0
2092.0,50717800000.0,45624730000.0,40406004000.0,46006055000.0,60901820000.0,40791060000.0,54652002000.0,55687684000.0
2093.0,49916420000.0,45098880000.0,39263580000.0,45497405000.0,60607300000.0,40274047000.0,54174950000.0,55869673000.0
2094.0,49431224000.0,44563660000.0,38385130000.0,45120713000.0,61844590000.0,39590350000.0,53673800000.0,54755983000.0
2095.0,48719307000.0,44191605000.0,37332720000.0,44766210000.0,60198060000.0,38754160000.0,53225406000.0,54990266000.0
2096.0,47929065000.0,43722174000.0,36799635000.0,44136640000.0,59725760000.0,38047506000.0,52668473000.0,54656385000.0
2097.0,47827014000.0,43392670000.0,36185350000.0,43758182000.0,59214442000.0,37656777000.0,52202040000.0,55340597000.0
2098.0,46963368000.0,42839590000.0,35557470000.0,43305574000.0,58909123000.0,36896910000.0,51584532000.0,54023758000.0
2099.0,46411000000.0,42381120000.0,35032980000.0,42485580000.0,58633077000.0,36036272000.0,50802934000.0,54829818000.0
2100.0,45852107000.0,41782747000.0,34328723000.0,42081910000.0,58222280000.0,35390370000.0,50263618000.0,54394077000.0
