time,NORESM1-M,CSIRO-MK3-6-0,MPI-ESM-LR,CESM1-CAM5
2074.0,69620570000.0,78445420000.0,70991160000.0,58902350000.0
2075.0,69152560000.0,78198980000.0,70476080000.0,58411086000.0
2076.0,68847360000.0,77546940000.0,70061920000.0,57590034000.0
2077.0,68378997000.0,77167610000.0,69465210000.0,56979160000.0
2078.0,67792286000.0,76870250000.0,68957086000.0,56093168000.0
2079.0,67201397000.0,76589270000.0,68357493000.0,55405420000.0
2080.0,66959140000.0,76267090000.0,67797983000.0,54562275000.0
2081.0,66405405000.0,76407880000.0,67289887000.0,53607240000.0
2082.0,65915027000.0,76138080000.0,67697304000.0,52800176000.0
2083.0,65334600000.0,75689620000.0,66434970000.0,51970888000.0
2084.0,64833420000.0,75289936000.0,65829180000.0,51221328000.0
2085.0,64296567000.0,74934590000.0,65401012000.0,50526953000.0
2086.0,64006128000.0,74619700000.0,65605042000.0,50483655000.0
2087.0,63314280000.0,74255060000.0,67122060000.0,49145230000.0
2088.0,62901498000.0,73959980000.0,64305103000.0,48274354000.0
2089.0,62476653000.0,73643400000.0,64008030000.0,47465110000.0
2090.0,61942930000.0,73419090000.0,63370916000.0,46856600000.0
2091.0,61378253000.0,73208720000.0,63120980000.0,46162207000.0
2092.0,60839674000.0,72710760000.0,62479606000.0,45475510000.0
2093.0,60233155000.0,72368310000.0,62333346000.0,44844028000.0
2094.0,60243810000.0,71974020000.0,61636727000.0,44198244000.0
2095.0,59372650000.0,71911060000.0,61194150000.0,45298295000.0
2096.0,58875142000.0,71459030000.0,60798796000.0,43338280000.0
2097.0,58470570000.0,73012896000.0,60328470000.0,42705035000.0
2098.0,58049597000.0,72417880000.0,60415738000.0,42000020000.0
2099.0,57425113000.0,71244950000.0,60654825000.0,41141285000.0
2100.0,59170914000.0,70862200000.0,59452410000.0,40440960000.0
2101.0,58100900000.0,70376900000.0,58880197000.0,39810630000.0
2102.0,56981324000.0,69985510000.0,58421174000.0,39442383000.0
2103.0,55696730000.0,71226860000.0,57926337000.0,38880993000.0
2104.0,55147418000.0,69913534000.0,58029260000.0,38265147000.0
2105.0,54543140000.0,69319240000.0,57062150000.0,37771723000.0
2106.0,54127428000.0,69100265000.0,56883495000.0,37226830000.0
2107.0,53424267000.0,69111980000.0,56682893000.0,36652230000.0
2108.0,52980015000.0,69738500000.0,56662077000.0,36028550000.0
2109.0,52754395000.0,68778430000.0,55716655000.0,35398615000.0
2110.0,52150640000.0,68319040000.0,54910652000.0,34786400000.0
2111.0,51627260000.0,68096650000.0,54382000000.0,34430630000.0
2112.0,50948186000.0,67955050000.0,53902900000.0,33841318000.0
2113.0,50401624000.0,68039823000.0,53477515000.0,33299300000.0
2114.0,49725477000.0,67191520000.0,53108150000.0,32686834000.0
2115.0,49609810000.0,66980135000.0,52458830000.0,32140767000.0
2116.0,50347057000.0,66658030000.0,51994653000.0,31550726000.0
2117.0,49246474000.0,66461872000.0,51751002000.0,31135367000.0
2118.0,48082784000.0,66161504000.0,51363054000.0,31111105000.0
2119.0,47392076000.0,65936626000.0,50822226000.0,30747000000.0
2120.0,46941670000.0,65913217000.0,51195556000.0,30252446000.0
2121.0,46400926000.0,65199043000.0,50150584000.0,29782315000.0
2122.0,45899290000.0,65855664000.0,49628840000.0,29093315000.0
2123.0,45944816000.0,65226654000.0,49017330000.0,28481320000.0
2124.0,45703150000.0,65585672000.0,48592294000.0,27858067000.0
2125.0,45371208000.0,64777667000.0,48227377000.0,27564308000.0
2126.0,44321923000.0,64037016000.0,48019820000.0,26814102000.0
2127.0,43747602000.0,63954428000.0,47526500000.0,26201383000.0
2128.0,43376610000.0,63906360000.0,47193235000.0,25649318000.0
2129.0,48627007000.0,63359710000.0,47129640000.0,25073086000.0
2130.0,44096057000.0,63036610000.0,47277540000.0,24678472000.0
2131.0,42731890000.0,62752354000.0,46427664000.0,24833930000.0
2132.0,41668706000.0,62316840000.0,45998223000.0,24306330000.0
2133.0,41284490000.0,61999310000.0,45666017000.0,23768201000.0
2134.0,40922760000.0,61737767000.0,45089670000.0,23648606000.0
2135.0,40327848000.0,62260175000.0,44683026000.0,23062442000.0
2136.0,41998520000.0,61102318000.0,44393935000.0,22603192000.0
2137.0,39556796000.0,60713116000.0,44106666000.0,22381340000.0
2138.0,39038590000.0,60635754000.0,43741090000.0,22027530000.0
2139.0,38637183000.0,60065235000.0,43349640000.0,21642891000.0
2140.0,38127333000.0,59962175000.0,43338060000.0,21376238000.0
2141.0,37768778000.0,59767005000.0,42790097000.0,21365803000.0
2142.0,37290790000.0,59269430000.0,42315465000.0,20758751000.0
2143.0,36783227000.0,58992150000.0,41968780000.0,20534567000.0
2144.0,36208950000.0,59149337000.0,42438124000.0,20166030000.0
2145.0,35904553000.0,62451225000.0,42526523000.0,19885191000.0
2146.0,35566875000.0,60622200000.0,41306087000.0,19582278000.0
2147.0,35141747000.0,58925146000.0,41024504000.0,19619570000.0
2148.0,34846188000.0,58535186000.0,40666650000.0,19174443000.0
2149.0,34446390000.0,57845820000.0,40214360000.0,18916411000.0
2150.0,34037215000.0,57584296000.0,40233005000.0,18626940000.0
2151.0,33962742000.0,56996260000.0,39693170000.0,18483415000.0
2152.0,34040943000.0,56578250000.0,39352975000.0,18135880000.0
2153.0,33298282000.0,56413940000.0,39119716000.0,18410519000.0
2154.0,32799009000.0,57075750000.0,38726005000.0,17601427000.0
2155.0,32387770000.0,55961900000.0,38474410000.0,19857334000.0
2156.0,32088572000.0,55568270000.0,38222713000.0,17228970000.0
2157.0,31730514000.0,55563977000.0,37857083000.0,16598316000.0
2158.0,31446743000.0,55211905000.0,37386580000.0,16171757000.0
2159.0,32989678000.0,55017720000.0,37133898000.0,15561778000.0
2160.0,31073200000.0,55812850000.0,36892500000.0,16650947000.0
2161.0,30650413000.0,56106586000.0,36664790000.0,14884951000.0
2162.0,30335752000.0,54385660000.0,36190170000.0,14599599000.0
2163.0,30351220000.0,55042474000.0,36001444000.0,13884057000.0
2164.0,29724404000.0,55605820000.0,36507310000.0,13623788000.0
2165.0,29568100000.0,53944828000.0,35510567000.0,13355136000.0
2166.0,29472203000.0,54415643000.0,35181640000.0,13284944000.0
2167.0,29939968000.0,53765960000.0,35088732000.0,12980362000.0
2168.0,29428566000.0,54631220000.0,34737246000.0,12749203000.0
2169.0,28698143000.0,59259953000.0,34461440000.0,12673711000.0
2170.0,28398938000.0,53344660000.0,34214138000.0,12489576000.0
2171.0,28168552000.0,52828120000.0,34166243000.0,12223868000.0
2172.0,27872682000.0,52596707000.0,34028132000.0,12966615000.0
2173.0,27613696000.0,52140460000.0,34081220000.0,11930971000.0
2174.0,27369673000.0,51973767000.0,33378503000.0,11625506000.0
2175.0,27116927000.0,51657298000.0,33175904000.0,16540505000.0
2176.0,26966856000.0,52110606000.0,32958128000.0,12680478000.0
2177.0,26685331000.0,52304814000.0,32717844000.0,12182487000.0
2178.0,26445801000.0,51165307000.0,32363942000.0,10983510000.0
2179.0,26460062000.0,53171610000.0,32155271000.0,10590390000.0
2180.0,26020426000.0,54046876000.0,33584611000.0,10351470000.0
2181.0,25877967000.0,52033700000.0,31931810000.0,10228399000.0
2182.0,25555739000.0,51114705000.0,31529871000.0,10173432000.0
2183.0,26113432000.0,50477404000.0,31255680000.0,9912172000.0
2184.0,25349526000.0,50195304000.0,30961960000.0,9833381000.0
2185.0,26956366000.0,49877070000.0,32058180000.0,9756660000.0
2186.0,25180086000.0,50958740000.0,33409030000.0,9734122000.0
2187.0,24995279000.0,52941330000.0,30815790000.0,9757703000.0
2188.0,24453376000.0,53576737000.0,30330038000.0,9616466000.0
2189.0,24174723000.0,50655500000.0,30122041000.0,9855425000.0
2190.0,23910406000.0,49286484000.0,30715760000.0,9216888000.0
2191.0,23748120000.0,48955330000.0,29659838000.0,9490475000.0
2192.0,24323617000.0,48714070000.0,29528295000.0,9250436000.0
2193.0,23373898000.0,49138758000.0,29345270000.0,9483176000.0
2194.0,23133139000.0,48334910000.0,29029546000.0,8927731000.0
2195.0,22964052000.0,48788603000.0,29166060000.0,8821852000.0
2196.0,22728456000.0,48095162000.0,29113805000.0,8538430000.0
2197.0,23603577000.0,48207008000.0,28835654000.0,8460961000.0
2198.0,27824520000.0,47659180000.0,28526481000.0,8337993700.0
2199.0,23429763000.0,47291044000.0,29640217000.0,8467678000.0
2200.0,22239082000.0,47381602000.0,28189798000.0,8028261400.0
2201.0,22716580000.0,46997414000.0,28101556000.0,7815194000.0
2202.0,21783360000.0,46613800000.0,27898644000.0,8272263000.0
2203.0,21539987000.0,46412018000.0,28365728000.0,7693816000.0
2204.0,21521302000.0,46159130000.0,27505584000.0,7962008000.0
2205.0,21279625000.0,45823767000.0,27282973000.0,7413380600.0
2206.0,21082520000.0,45631960000.0,27103668000.0,7339448000.0
2207.0,20827537000.0,45386910000.0,26943207000.0,7199039500.0
2208.0,20674040000.0,45307750000.0,29189800000.0,7139889000.0
2209.0,20541284000.0,44968760000.0,28309287000.0,9754212000.0
2210.0,20327494000.0,45422715000.0,27132357000.0,7066222000.0
2211.0,20147120000.0,44874105000.0,32178502000.0,6947752000.0
2212.0,20271923000.0,45152890000.0,26636302000.0,6796477000.0
2213.0,19970238000.0,44264014000.0,26811249000.0,6788599300.0
2214.0,20136706000.0,44131713000.0,28867154000.0,6682725000.0
2215.0,19701944000.0,43860240000.0,27069469000.0,6517879000.0
2216.0,21358954000.0,43464925000.0,26159454000.0,6432350700.0
2217.0,19843127000.0,43913986000.0,29859449000.0,6341114000.0
2218.0,19368740000.0,43115524000.0,25968409000.0,6292912600.0
2219.0,19158573000.0,44064550000.0,25544223000.0,6178072600.0
2220.0,19523449000.0,42763710000.0,25273616000.0,6028623000.0
2221.0,18791723000.0,42419634000.0,27960228000.0,6444172300.0
2222.0,18699375000.0,42336174000.0,24971751000.0,5954930700.0
2223.0,19086442000.0,43213870000.0,24966656000.0,5796216000.0
2224.0,19982969000.0,42410185000.0,24850086000.0,5733775400.0
2225.0,18551245000.0,42662000000.0,25471422000.0,5958901000.0
2226.0,18428035000.0,41886163000.0,24920918000.0,5626654000.0
2227.0,18205913000.0,41472940000.0,26976795000.0,5505982500.0
2228.0,18389993000.0,41434296000.0,24924914000.0,5435731000.0
2229.0,19295803000.0,41337350000.0,24893778000.0,5332094000.0
2230.0,19215730000.0,42763096000.0,24253704000.0,5268163000.0
2231.0,18154303000.0,41701630000.0,24179200000.0,5192433700.0
2232.0,17618199000.0,41184637000.0,24714416000.0,5077481000.0
2233.0,18932662000.0,40697168000.0,24614121000.0,5023765500.0
2234.0,18209466000.0,40552567000.0,24130940000.0,4940493300.0
2235.0,18273442000.0,40491704000.0,24331190000.0,5134217000.0
2236.0,17215656000.0,41071157000.0,23603980000.0,4810965500.0
2237.0,16849873000.0,40022110000.0,23613704000.0,4695323600.0
2238.0,16954367000.0,39724060000.0,23496118000.0,4663929000.0
2239.0,18233940000.0,39887970000.0,23296209000.0,4612566000.0
2240.0,21283764000.0,39559946000.0,23215163000.0,4502146600.0
2241.0,17908044000.0,40155406000.0,26581414000.0,4401802000.0
2242.0,16653543000.0,40928370000.0,25410402000.0,4427746000.0
2243.0,16199803000.0,39151546000.0,23312292000.0,4337458000.0
2244.0,15976893000.0,39065764000.0,23232162000.0,4214416400.0
2245.0,16043860000.0,38536503000.0,22692432000.0,4777667000.0
2246.0,15628690000.0,38346715000.0,22298001000.0,4216853000.0
2247.0,15473378000.0,38398890000.0,21913156000.0,4663691300.0
2248.0,15529730000.0,39549104000.0,21819900000.0,4098474800.0
2249.0,15441156000.0,37912113000.0,21732598000.0,4962230300.0
2250.0,17271362000.0,37681890000.0,21608489000.0,4124616000.0
2251.0,15396782000.0,37494944000.0,21465582000.0,4034497500.0
2252.0,15242086000.0,37485210000.0,21025485000.0,3867181600.0
2253.0,15141667000.0,37205480000.0,21039560000.0,3767887000.0
2254.0,15509412000.0,37203700000.0,20919202000.0,4201780200.0
2255.0,15482325000.0,37522720000.0,20463084000.0,3765888000.0
2256.0,15042286000.0,36964295000.0,20330885000.0,3707485400.0
2257.0,16236064000.0,36552868000.0,20260522000.0,3630772000.0
2258.0,14852938000.0,36304314000.0,20166439000.0,4134773200.0
2259.0,14664160000.0,36523530000.0,20127597000.0,3525628000.0
2260.0,14622489000.0,44203667000.0,22067925000.0,3430623200.0
2261.0,14453271000.0,39362810000.0,20391014000.0,3430678500.0
2262.0,14375754000.0,37029770000.0,19951160000.0,3356023600.0
2263.0,14303262000.0,38556370000.0,19857773000.0,3341711600.0
2264.0,15670553000.0,36359463000.0,19765838000.0,3299694000.0
2265.0,14354245000.0,35707260000.0,19736453000.0,3403507500.0
2266.0,14133234000.0,35825947000.0,19663985000.0,3285706800.0
2267.0,14061939000.0,35216368000.0,19496833000.0,3191206700.0
2268.0,15181428000.0,35745140000.0,19350407000.0,3115146000.0
2269.0,13807540000.0,34871900000.0,19202968000.0,3277128000.0
2270.0,13671565000.0,34697500000.0,19133983000.0,3201236500.0
2271.0,13881084000.0,34532260000.0,19057394000.0,3162558500.0
2272.0,15304388000.0,34276442000.0,20014184000.0,3195423500.0
2273.0,13856658000.0,34210947000.0,18848092000.0,3049563000.0
2274.0,13563871000.0,33991057000.0,19230544000.0,3103535400.0
2275.0,13696261000.0,33761108000.0,18987528000.0,2983216400.0
2276.0,15749396000.0,33717602000.0,19498394000.0,2928866800.0
2277.0,13484976000.0,34088638000.0,19157508000.0,2895797200.0
2278.0,13274643000.0,33340772000.0,20703388000.0,2873149400.0
2279.0,12851547000.0,33258041000.0,19322556000.0,2919249000.0
2280.0,12780571000.0,33385656000.0,18514274000.0,2850673400.0
2281.0,13079707000.0,33085876000.0,18438160000.0,2775592400.0
2282.0,12607987000.0,32920980000.0,18100759000.0,3063939800.0
2283.0,12517807000.0,32718051000.0,20974130000.0,2718433300.0
2284.0,12384215000.0,32736710000.0,18230590000.0,3007341300.0
2285.0,12328890000.0,32673575000.0,19811295000.0,2723633200.0
2286.0,12427773000.0,32485347000.0,18479462000.0,2767725600.0
2287.0,14889714000.0,32300220000.0,17802033000.0,2680059000.0
2288.0,13458943000.0,32157614000.0,17803823000.0,4328197000.0
2289.0,12573060000.0,32184715000.0,17498630000.0,2672963300.0
2290.0,12156378000.0,32194875000.0,17347895000.0,2523922400.0
2291.0,12119072000.0,32775707000.0,17475891000.0,2824288800.0
2292.0,11969562000.0,35562607000.0,17530966000.0,2531779000.0
2293.0,14208447000.0,32964893000.0,17425177000.0,2562552600.0
2294.0,12519530000.0,32011140000.0,17037692000.0,2596698400.0
2295.0,11911642000.0,33053571000.0,17010495000.0,2441730300.0
2296.0,16631956000.0,32647221000.0,16692262000.0,2487939800.0
2297.0,12817254000.0,32119941000.0,16551056000.0,2493043200.0
2298.0,12801004000.0,31661337000.0,16698077000.0,2404082200.0
2299.0,11888976000.0,31307020000.0,16701756000.0,2412961300.0
2300.0,11854203000.0,30958805000.0,16390380000.0,2459163600.0
