time,MPI-ESM1-2-HR,EC-EARTH3,NORESM2-MM,INM-CM4-8,INM-CM5-0,ACCESS-CM2,CESM2,CAMS-CSM1-0,CESM2-WACCM,ACCESS-ESM1-5,EC-EARTH3-VEG,MRI-ESM2-0,IPSL-CM6A-LR,CANESM5,BCC-CSM2-MR,FGOALS-F3-L,GFDL-ESM4
2029.0,2117698700.0,1904715800.0,2102541300.0,2215198700.0,2134271000.0,2069583200.0,2122248100.0,2331684400.0,2106647200.0,2130086100.0,2050762000.0,2071867000.0,2210476800.0,2020327400.0,2274064400.0,2103720400.0,2174374400.0
2030.0,2114532100.0,1845236000.0,2048468000.0,2143030400.0,2112165500.0,2013931300.0,2110395500.0,2290979800.0,2088577700.0,2038985300.0,2001263100.0,2026117800.0,2153793000.0,1989680300.0,2137170000.0,2079243000.0,2121639600.0
2031.0,2091508400.0,1777649400.0,2087884400.0,2124946800.0,2059535100.0,2014246900.0,2083713800.0,2248078300.0,2037579000.0,2004823800.0,1948352000.0,2001955600.0,2130405800.0,1929726600.0,2132069900.0,2052290200.0,2097647100.0
2032.0,2036080900.0,1757764400.0,2055652000.0,2067713000.0,2049602600.0,1972149400.0,2030198800.0,2187635000.0,2003548200.0,1990362600.0,1928201700.0,1965627400.0,2106118100.0,1893145100.0,2102889200.0,2015874800.0,2089472000.0
2033.0,2071838600.0,1642964500.0,2027394000.0,2056497800.0,2041544200.0,1945288300.0,1991725300.0,2147391400.0,2005332600.0,1950207100.0,1879027000.0,1951694100.0,2040343300.0,1850521300.0,2071440800.0,2000599600.0,2045431600.0
2034.0,2038965100.0,1575559800.0,1961933000.0,2059437800.0,1991087500.0,1860675200.0,1943250400.0,2117580200.0,1938204200.0,1904499800.0,1848637700.0,1904987800.0,1995217800.0,1788724100.0,2028742400.0,1981931000.0,2046578800.0
2035.0,2000823000.0,1539620200.0,1908305700.0,2040963200.0,1929385900.0,1832941700.0,1897759600.0,2099270700.0,1925847400.0,1855370000.0,1933576100.0,1858956900.0,1948448400.0,1727386000.0,1990611200.0,1950985900.0,1959083800.0
2036.0,1966257000.0,1469127600.0,1943986600.0,2030736000.0,1923150600.0,1779231100.0,1877068200.0,2178417400.0,1858967000.0,1791068700.0,1798011000.0,1814951200.0,1909440500.0,1682204700.0,1951666800.0,1904169100.0,1928403200.0
2037.0,1934919800.0,1392591600.0,1900298800.0,1931521400.0,1865178000.0,1738360700.0,1821788200.0,2106048800.0,1879710600.0,1782089600.0,1746727400.0,1781816600.0,1900657300.0,1618788700.0,1934221800.0,1834523400.0,1924256600.0
2038.0,1890702500.0,1314991500.0,1821099900.0,1938493400.0,1814338300.0,1694768500.0,1753582500.0,2071565700.0,1796523800.0,1721264500.0,1705110800.0,1731456500.0,1863406200.0,1559720800.0,1894416600.0,1813885600.0,1863217000.0
2039.0,1855670000.0,1251130600.0,1843281200.0,1866060700.0,1765800600.0,1641348600.0,1760634100.0,2044317000.0,1755705200.0,1692863700.0,1670202600.0,1687347600.0,1822864900.0,1497057800.0,1873089200.0,1790799000.0,1834060000.0
2040.0,1849785200.0,1187177200.0,1780999000.0,1822763300.0,1724146700.0,1580607400.0,1679390800.0,2071475300.0,1703143000.0,1654488400.0,1703787500.0,1639843000.0,1778260200.0,1439142400.0,1838053800.0,1766579600.0,1781870600.0
2041.0,1798762500.0,1117687800.0,1719862100.0,1788155300.0,1685823600.0,1539191900.0,1647534500.0,1993582000.0,1671243000.0,1594710800.0,1678885000.0,1623598300.0,1749339800.0,1389967500.0,1809322200.0,1698103900.0,1741547600.0
2042.0,1746720800.0,1057350800.0,1677068200.0,1771946100.0,1657246800.0,1464249300.0,1581034100.0,2021899300.0,1615903000.0,1500464900.0,1565350000.0,1590896900.0,1704054500.0,1326499200.0,1823775600.0,1719012700.0,1690573600.0
2043.0,1718348300.0,999308900.0,1632929200.0,1724151000.0,1625186600.0,1404549200.0,1543918800.0,1961438600.0,1602822500.0,1444401900.0,1510359900.0,1525695000.0,1674447500.0,1313089700.0,1780901900.0,1629680000.0,1666258400.0
2044.0,1694805400.0,937524160.0,1596040000.0,1691068900.0,1593950200.0,1359611300.0,1494501200.0,1933560400.0,1580206700.0,1416095200.0,1489783600.0,1482929800.0,1620498800.0,1249973100.0,1728794400.0,1581172100.0,1683544000.0
2045.0,1667578500.0,880055360.0,1545207600.0,1642058200.0,1531139600.0,1313797800.0,1454457100.0,1925099500.0,1509554000.0,1338231600.0,1418845000.0,1432417000.0,1592862700.0,1197402000.0,1688962400.0,1540140300.0,1628430800.0
2046.0,1656462200.0,812271940.0,1539590300.0,1612131700.0,1501592600.0,1256684300.0,1399100200.0,1883975400.0,1470248100.0,1314880600.0,1375647100.0,1385710600.0,1523699500.0,1158090000.0,1681964900.0,1554720500.0,1544915600.0
2047.0,1637346000.0,773523700.0,1513014100.0,1569009900.0,1462766300.0,1227238800.0,1385137500.0,1875390500.0,1432671400.0,1290896400.0,1332618400.0,1358874200.0,1483960800.0,1132495400.0,1643675000.0,1469576800.0,1518888100.0
2048.0,1564534100.0,728021500.0,1437221000.0,1706446700.0,1431312500.0,1164694400.0,1322737300.0,1833055000.0,1430204800.0,1239908000.0,1293964200.0,1425797400.0,1435422700.0,1058660860.0,1624854800.0,1417443100.0,1458457300.0
2049.0,1522631800.0,690621600.0,1391323500.0,1557632800.0,1386932900.0,1156157000.0,1258163600.0,1981421600.0,1362867100.0,1249914100.0,1370324000.0,1324151800.0,1377617300.0,1011842700.0,1634612000.0,1382040300.0,1428940500.0
2050.0,1500950300.0,654013200.0,1354575000.0,1480109400.0,1380934400.0,1076416300.0,1225909500.0,2015442600.0,1323890600.0,1194700000.0,1247489500.0,1248039600.0,1345500300.0,959978000.0,1632960600.0,1360892400.0,1458686500.0
2051.0,1440622000.0,618859970.0,1313859600.0,1457241600.0,1321260500.0,1018258800.0,1187947500.0,1855000300.0,1284459100.0,1119637900.0,1264841700.0,1204883800.0,1305846800.0,919240770.0,1516386700.0,1323367200.0,1370568000.0
2052.0,1414638500.0,600485950.0,1272314200.0,1469145300.0,1300749300.0,969353900.0,1140731000.0,1745025800.0,1247685600.0,1073222340.0,1320500100.0,1188758000.0,1236139800.0,891319550.0,1479866000.0,1344926100.0,1326695800.0
2053.0,1539954600.0,579682700.0,1229098000.0,1387025400.0,1253252600.0,936135230.0,1114576000.0,1711466600.0,1224311300.0,1003835800.0,1195396400.0,1139867100.0,1225115500.0,840878340.0,1437760800.0,1278499700.0,1310037100.0
2054.0,1401628200.0,551318460.0,1188292200.0,1397102800.0,1316167400.0,892697540.0,1055267000.0,1704622700.0,1181865600.0,950570400.0,1137122300.0,1097817000.0,1165516900.0,795509060.0,1404971600.0,1289407400.0,1285885800.0
2055.0,1324157300.0,566236200.0,1191165300.0,1350406800.0,1220372400.0,870850300.0,1009212100.0,1713362600.0,1158374100.0,948285400.0,1108153000.0,1065295740.0,1139344000.0,769782660.0,1389646500.0,1218033000.0,1273892200.0
2056.0,1310277100.0,575083460.0,1135572000.0,1349251700.0,1190497500.0,809882800.0,964440200.0,1677326600.0,1115834200.0,895193860.0,1175304100.0,1025932400.0,1080521300.0,736889500.0,1373539800.0,1195747000.0,1301294500.0
2057.0,1288425100.0,516266430.0,1099441200.0,1312002200.0,1122288000.0,778739300.0,925563700.0,1624374100.0,1097008900.0,855453950.0,1039800900.0,1031893400.0,1053235140.0,703424300.0,1348368100.0,1133076400.0,1194002800.0
2058.0,1242275500.0,474859700.0,1107518600.0,1281692400.0,1092883800.0,749574200.0,886556740.0,1615450100.0,1055603300.0,818002700.0,987033900.0,969798460.0,1012852350.0,672484000.0,1345000100.0,1093618400.0,1277539700.0
2059.0,1193947000.0,555693100.0,1050148600.0,1232313300.0,1090785400.0,715441900.0,847601540.0,1605874400.0,1014850560.0,780806600.0,973212500.0,930555300.0,978004700.0,644540900.0,1297988000.0,1072859600.0,1145307400.0
2060.0,1169733800.0,457345120.0,1022256600.0,1235375900.0,1051003260.0,685452700.0,802684200.0,1570441000.0,976779200.0,782483460.0,988606460.0,895709900.0,970966700.0,622287400.0,1286786700.0,1047550700.0,1110033700.0
2061.0,1141027800.0,429994180.0,999886800.0,1179985200.0,1015332350.0,670693100.0,765914300.0,1556801900.0,940745600.0,761331260.0,903783200.0,856407100.0,906194700.0,597412350.0,1259065000.0,1023676000.0,1074408100.0
2062.0,1130259300.0,465043780.0,954763000.0,1149294600.0,975071940.0,640063700.0,743350000.0,1637833900.0,911798100.0,712503940.0,882113200.0,829084160.0,880886600.0,582783170.0,1215232900.0,1102342800.0,1049300100.0
2063.0,1161387600.0,417848800.0,929810300.0,1101455700.0,941553800.0,616946500.0,720713600.0,1536407900.0,875702400.0,680410240.0,871306200.0,790704400.0,849724900.0,556893300.0,1274870900.0,1060746300.0,1023293500.0
2064.0,1147774500.0,399550400.0,916800100.0,1131363100.0,918882200.0,579704700.0,691416100.0,1566269700.0,846168000.0,673239800.0,836744700.0,777877570.0,814852600.0,544132000.0,1195419000.0,999424300.0,995865300.0
2065.0,1094576900.0,398973800.0,886330240.0,1065625500.0,899819300.0,570862200.0,670227300.0,1772342500.0,822079040.0,649714560.0,807443840.0,753927500.0,785883200.0,530209900.0,1161856100.0,961944060.0,1052123300.0
2066.0,1132094200.0,385097280.0,862987000.0,1033516300.0,909760700.0,535428860.0,644113660.0,1478592100.0,846104770.0,629366200.0,786950850.0,727740500.0,773865700.0,518997220.0,1146488400.0,963568830.0,1017057340.0
2067.0,1142089100.0,343683040.0,837870600.0,1064846000.0,864811650.0,514810700.0,626717900.0,1482377700.0,795022300.0,604909700.0,761115700.0,712804350.0,738443600.0,497974370.0,1176527400.0,899409000.0,963962900.0
2068.0,1027422800.0,327291170.0,816573500.0,1030132200.0,876005000.0,516839780.0,601950900.0,1469374600.0,778851140.0,584868900.0,734118200.0,696145660.0,746810200.0,482506430.0,1099532700.0,873067900.0,925113100.0
2069.0,1013527230.0,322019900.0,785716900.0,977444300.0,822840960.0,519266940.0,591252860.0,1455278600.0,758827700.0,567954750.0,713716000.0,667076400.0,725948160.0,473708670.0,1057752000.0,843352400.0,974144400.0
2070.0,1113494100.0,312046500.0,756874700.0,977584500.0,865908350.0,473221300.0,566937540.0,1483066000.0,722632900.0,581726200.0,697530900.0,657150000.0,681948400.0,452773950.0,1068639400.0,826263100.0,906637440.0
2071.0,996800000.0,301168030.0,737324500.0,922329540.0,843558800.0,462754900.0,558123200.0,1423260000.0,696489800.0,547381570.0,691252350.0,638160200.0,663429300.0,451140260.0,997024640.0,810736450.0,882559170.0
2072.0,966164350.0,294257860.0,716087940.0,890370600.0,891391900.0,441833020.0,537433600.0,1411229300.0,682364100.0,517109800.0,672946560.0,647267650.0,639809340.0,426607460.0,1046950460.0,795612860.0,863519800.0
2073.0,1011167200.0,285119680.0,701153300.0,865444350.0,842647500.0,434073820.0,530909660.0,1351868900.0,659970600.0,535252580.0,719832960.0,750262200.0,622163400.0,417704600.0,992017200.0,788676030.0,929707840.0
2074.0,966348800.0,277735870.0,697140400.0,882557950.0,807355200.0,420273800.0,513415420.0,1332058200.0,677194940.0,511849660.0,658657540.0,673370800.0,594491460.0,400245540.0,1034550340.0,790915500.0,925315100.0
2075.0,938983550.0,273305020.0,681404800.0,849993660.0,779677250.0,385583460.0,505942430.0,1306291600.0,638915100.0,479010850.0,643318000.0,720955800.0,577085500.0,383411260.0,952278800.0,806956700.0,871728700.0
2076.0,1083417300.0,266552910.0,706652740.0,816468800.0,893302000.0,372378020.0,482169100.0,1308228700.0,622182300.0,503883230.0,626555650.0,656869300.0,568420350.0,377840200.0,925960770.0,768796540.0,854453200.0
2077.0,932943000.0,261974500.0,665378400.0,813847940.0,806543700.0,366543520.0,471982050.0,1288427400.0,638355700.0,460959200.0,598536640.0,636045100.0,589748400.0,366638500.0,904170100.0,760539650.0,861476600.0
2078.0,910108300.0,255675820.0,647423550.0,774540160.0,740046400.0,357204600.0,462431200.0,1265247000.0,599008830.0,452126000.0,643164100.0,600231800.0,539807600.0,364634430.0,887320770.0,742059840.0,865171300.0
2079.0,898558700.0,265176770.0,625947200.0,792029700.0,770230660.0,350475420.0,446670050.0,1271731500.0,572644860.0,430681150.0,574109600.0,596018300.0,523538900.0,361365950.0,913870700.0,744323460.0,851179500.0
2080.0,867781400.0,251901300.0,612951040.0,823828100.0,737320060.0,351477600.0,433041300.0,1297368000.0,612597600.0,422527900.0,563478300.0,573325760.0,511435500.0,356829470.0,879556540.0,801737000.0,845394940.0
2081.0,882442800.0,243970130.0,593219300.0,769999360.0,724313540.0,327744700.0,421711700.0,1246819000.0,556389000.0,406736060.0,543900700.0,557958100.0,497910560.0,342608220.0,887694300.0,723784500.0,834373400.0
2082.0,930012540.0,240978000.0,613651800.0,736479900.0,735588800.0,326594370.0,413808320.0,1231796600.0,589179840.0,513204860.0,522844740.0,581710660.0,487585900.0,337101340.0,880941300.0,721527040.0,837215000.0
2083.0,882310600.0,243154720.0,570493400.0,734206460.0,700343230.0,333313950.0,399934000.0,1210641400.0,558073660.0,396561250.0,502177470.0,624531200.0,477945380.0,332384960.0,849718850.0,695393150.0,804231900.0
2084.0,891754400.0,247581390.0,557206140.0,733432900.0,804270340.0,303618240.0,397337700.0,1270079900.0,539643260.0,386757220.0,506645020.0,559496960.0,464690100.0,328509570.0,826817800.0,793956540.0,773099970.0
2085.0,830248500.0,260903740.0,577550700.0,772578100.0,713499650.0,311601280.0,393583140.0,1273641500.0,519541380.0,382735940.0,479842100.0,526576030.0,452477500.0,316893800.0,811990000.0,709695170.0,750483200.0
2086.0,866114400.0,231380060.0,552224260.0,778757440.0,712488800.0,333600740.0,379397950.0,1200962600.0,530034300.0,450559700.0,470611780.0,537320200.0,445615940.0,307210300.0,803606000.0,686085300.0,738855700.0
2087.0,908574200.0,281306460.0,529583970.0,726421600.0,658421250.0,296665380.0,380744060.0,1225702000.0,499300350.0,377789540.0,462796380.0,582853800.0,433623360.0,304399260.0,789860400.0,688198900.0,831422850.0
2088.0,931545150.0,232555150.0,535940000.0,813704700.0,708349200.0,297549300.0,367673440.0,1224102000.0,515425900.0,386059170.0,453609200.0,531952060.0,427064500.0,300890530.0,777670700.0,681264300.0,792388500.0
2089.0,805067840.0,229742240.0,518273200.0,809336900.0,700484030.0,275142500.0,361454000.0,1205149600.0,485521120.0,394066080.0,438549540.0,525026900.0,421638300.0,317811070.0,773124100.0,710151230.0,712335040.0
2090.0,785484200.0,232080640.0,504181820.0,779283650.0,705666370.0,267478540.0,352789920.0,1202138800.0,475942430.0,426026080.0,426485700.0,517588300.0,409987650.0,292038600.0,786092100.0,749504600.0,692125060.0
2091.0,902481340.0,222381520.0,490103300.0,734168000.0,679325400.0,263581380.0,346513700.0,1180353900.0,466019140.0,375226940.0,465386340.0,506535070.0,402640450.0,294011940.0,822924700.0,698881100.0,703407400.0
2092.0,818899650.0,219897260.0,482773660.0,681168960.0,758530300.0,262330020.0,342222660.0,1231312500.0,468898500.0,344243070.0,425379600.0,548316400.0,400647070.0,291167360.0,840224600.0,640645440.0,704123700.0
2093.0,781455170.0,243301010.0,491949760.0,649780860.0,698415550.0,257020580.0,338328800.0,1206175400.0,454137060.0,350667460.0,411429060.0,492782140.0,397569570.0,298660000.0,757557950.0,629181200.0,684779500.0
2094.0,830424800.0,251201000.0,470600540.0,645697100.0,634546050.0,253208640.0,336240060.0,1372619400.0,445912770.0,338236800.0,417035070.0,631859500.0,389836030.0,282864200.0,759991550.0,625891200.0,664769400.0
2095.0,787914500.0,222492510.0,466290370.0,648844000.0,786262000.0,273155260.0,323806750.0,1384190100.0,437787500.0,343298780.0,399593500.0,661740540.0,411689540.0,277829300.0,727673000.0,616495740.0,663368640.0
2096.0,760113900.0,231114600.0,455790200.0,872192830.0,867970370.0,249134430.0,317743940.0,1222605600.0,436138980.0,333066720.0,391014300.0,699254700.0,427029660.0,287052100.0,734799600.0,594974800.0,648914500.0
2097.0,801044000.0,221623100.0,453448540.0,1191962600.0,683218200.0,239951460.0,311967550.0,1162336400.0,431199870.0,372379520.0,375303800.0,780151940.0,408057900.0,270688130.0,704511740.0,585816200.0,664794750.0
2098.0,718603140.0,224176620.0,459755780.0,829835800.0,754553500.0,240977300.0,326592480.0,1137195900.0,420548480.0,381643970.0,373337250.0,809763460.0,388331040.0,282123700.0,692271400.0,598213500.0,635321900.0
2099.0,777163400.0,243114260.0,483585120.0,735519100.0,679744300.0,235889580.0,301251140.0,1099256400.0,422966850.0,311312400.0,376024320.0,677724200.0,369962180.0,362644000.0,785567940.0,578867500.0,664839550.0
2100.0,727899650.0,410072540.0,437000200.0,690571100.0,653953500.0,251822270.0,298792350.0,1082355000.0,415607780.0,304045220.0,393848480.0,619644400.0,359628640.0,294630050.0,724006100.0,655961800.0,636748300.0
