time,NORESM1-M,GFDL-CM3,CCSM4,CESM1-CAM5,CSIRO-MK3-6-0,MPI-ESM-LR,GFDL-ESM2G,GISS-E2-R,CNRM-CM5,IPSL-CM5A-LR,CANESM2
2040.0,223588730000.0,171754340000.0,209986190000.0,196009230000.0,236590530000.0,197411420000.0,229971400000.0,231459320000.0,245316630000.0,215641780000.0,217245830000.0
2041.0,225181610000.0,166917320000.0,205374960000.0,191739220000.0,235934430000.0,196859770000.0,224256820000.0,229438730000.0,244861080000.0,211608800000.0,216945440000.0
2042.0,221821400000.0,162190750000.0,202421570000.0,186498970000.0,234563730000.0,193464300000.0,220132100000.0,224600870000.0,241005510000.0,206169830000.0,212481800000.0
2043.0,220712680000.0,158157080000.0,197815620000.0,181758460000.0,233765160000.0,190319130000.0,215269050000.0,223667750000.0,242170840000.0,202072640000.0,210865010000.0
2044.0,218595900000.0,153476250000.0,193735970000.0,180821460000.0,231594620000.0,187554200000.0,213697020000.0,221487240000.0,242038360000.0,199871560000.0,207911390000.0
2045.0,216225970000.0,148834630000.0,190162750000.0,176608890000.0,229758480000.0,184843420000.0,209271080000.0,217410220000.0,241700060000.0,197298340000.0,208321640000.0
2046.0,215271300000.0,143625980000.0,188338300000.0,171211740000.0,228584160000.0,180808400000.0,206175760000.0,215230050000.0,240750080000.0,190996270000.0,205491440000.0
2047.0,212617310000.0,139274270000.0,184521820000.0,166024790000.0,227389690000.0,173620790000.0,203644810000.0,212292470000.0,242032600000.0,187568440000.0,201639480000.0
2048.0,211074370000.0,135621616000.0,183289760000.0,164558420000.0,225762740000.0,172135070000.0,202212640000.0,208917150000.0,240467030000.0,184110270000.0,199034110000.0
2049.0,208706850000.0,133071150000.0,182632400000.0,160424620000.0,224911490000.0,167714570000.0,201741550000.0,207550710000.0,239812120000.0,180435170000.0,194645260000.0
2050.0,206851060000.0,128445970000.0,180554250000.0,156739780000.0,225079600000.0,165677630000.0,201949180000.0,206581480000.0,238920780000.0,177859510000.0,193341590000.0
2051.0,204498520000.0,124751634000.0,177715220000.0,153277530000.0,221593490000.0,162655760000.0,198821680000.0,204922320000.0,239452640000.0,173856800000.0,190647730000.0
2052.0,203626000000.0,120689566000.0,174750920000.0,147828110000.0,222105570000.0,157021030000.0,194945380000.0,205694170000.0,238339210000.0,166103810000.0,188868400000.0
2053.0,199131920000.0,118974280000.0,172797580000.0,144446870000.0,219446300000.0,153314280000.0,191754040000.0,206827420000.0,234427330000.0,161547500000.0,184788240000.0
2054.0,195712300000.0,113413320000.0,170457480000.0,140804300000.0,217580770000.0,149902850000.0,190050160000.0,205151420000.0,231200820000.0,158114350000.0,179712700000.0
2055.0,195913450000.0,109372830000.0,167954000000.0,137855900000.0,215828410000.0,146743590000.0,188373530000.0,202312650000.0,227274570000.0,154344440000.0,177254580000.0
2056.0,192777960000.0,105577310000.0,165505520000.0,133442510000.0,214783690000.0,143322100000.0,183456120000.0,199359460000.0,221379080000.0,150740580000.0,171814900000.0
2057.0,188264090000.0,102647170000.0,162348470000.0,131472370000.0,212241070000.0,141015580000.0,181553220000.0,195184620000.0,218274500000.0,145553650000.0,168904100000.0
2058.0,183849810000.0,100019044000.0,162240360000.0,127021875000.0,211435240000.0,139391710000.0,180998140000.0,194715350000.0,214853370000.0,141648970000.0,169032380000.0
2059.0,180235780000.0,97959500000.0,159755100000.0,123364800000.0,211612860000.0,139394990000.0,179735700000.0,195397760000.0,212085460000.0,138877390000.0,165539900000.0
2060.0,177792300000.0,95261155000.0,158590450000.0,121218180000.0,210884200000.0,137795490000.0,174853850000.0,195402420000.0,209372640000.0,137576870000.0,161988720000.0
2061.0,175554630000.0,93335994000.0,159052940000.0,117002980000.0,209358880000.0,134811255000.0,171239570000.0,192744900000.0,207518600000.0,132130775000.0,160941230000.0
2062.0,173253480000.0,91165420000.0,155670130000.0,114173370000.0,205345670000.0,132939825000.0,167637090000.0,192114640000.0,206642220000.0,126844730000.0,157555230000.0
2063.0,170761160000.0,89405320000.0,152275800000.0,109081310000.0,203492430000.0,130462106000.0,165372510000.0,189815540000.0,202829330000.0,123723270000.0,155071410000.0
2064.0,169013220000.0,88083320000.0,151784540000.0,107627780000.0,202599580000.0,129032650000.0,163903520000.0,188018260000.0,203742410000.0,120001090000.0,150233170000.0
2065.0,168466530000.0,85903530000.0,153721930000.0,105244475000.0,201610700000.0,127282676000.0,161750580000.0,185602110000.0,202080390000.0,116317660000.0,149719760000.0
2066.0,165329980000.0,84503290000.0,151731220000.0,101896300000.0,203074540000.0,125524206000.0,157805050000.0,186487880000.0,203485790000.0,112543850000.0,147672400000.0
2067.0,162221280000.0,82420750000.0,148533950000.0,100153540000.0,206380860000.0,123762565000.0,156384310000.0,188571090000.0,204816250000.0,108479990000.0,145029370000.0
2068.0,157995420000.0,79651620000.0,146701200000.0,98837996000.0,205817630000.0,120388240000.0,153716210000.0,191019550000.0,202263020000.0,104973630000.0,142527920000.0
2069.0,153519770000.0,77066310000.0,143965450000.0,96531570000.0,206228100000.0,118267650000.0,154951040000.0,185566130000.0,201781850000.0,103288590000.0,142789210000.0
2070.0,150938370000.0,74134520000.0,143984050000.0,94756280000.0,203522520000.0,116194640000.0,153209620000.0,183351890000.0,199242270000.0,99400850000.0,142292370000.0
2071.0,148938110000.0,71582790000.0,141021460000.0,93018790000.0,203971260000.0,115148730000.0,152356060000.0,180850100000.0,196047600000.0,96698060000.0,140346600000.0
2072.0,145839770000.0,69098060000.0,139550980000.0,91323750000.0,203253660000.0,115198575000.0,150509730000.0,181288730000.0,193928770000.0,94277935000.0,138058990000.0
2073.0,144060250000.0,66582057000.0,137667840000.0,88423416000.0,199852360000.0,113304550000.0,148568460000.0,180118600000.0,189839770000.0,92311945000.0,135721574000.0
2074.0,143018600000.0,64299045000.0,138210000000.0,85993824000.0,196653960000.0,114129480000.0,148360480000.0,178833820000.0,189757640000.0,90504860000.0,132285055000.0
2075.0,141497530000.0,62697153000.0,136208940000.0,84039890000.0,196228780000.0,111772950000.0,148207760000.0,178528200000.0,189667970000.0,88943700000.0,130592400000.0
2076.0,137989750000.0,60717076000.0,135584170000.0,82171310000.0,190869930000.0,110689110000.0,149157120000.0,178766140000.0,188883660000.0,86876460000.0,129347180000.0
2077.0,135829110000.0,58506310000.0,134350004000.0,81209156000.0,189245230000.0,109900040000.0,149053280000.0,176338500000.0,185054230000.0,85279785000.0,126397480000.0
2078.0,133773470000.0,57052630000.0,132299510000.0,78623030000.0,187664480000.0,108584124000.0,147686800000.0,175475920000.0,185078150000.0,84267040000.0,125499870000.0
2079.0,132598874000.0,55726477000.0,131003500000.0,76531390000.0,186043660000.0,107464080000.0,149214300000.0,176906240000.0,182298200000.0,82925430000.0,121168430000.0
2080.0,130684084000.0,54397320000.0,128685960000.0,74740150000.0,185959240000.0,104676630000.0,148770490000.0,176576770000.0,181826450000.0,81038100000.0,119348716000.0
2081.0,128264530000.0,52936060000.0,128298870000.0,73109060000.0,187015090000.0,102585860000.0,146532090000.0,175751970000.0,181830010000.0,79503426000.0,116950670000.0
2082.0,127354995000.0,51641905000.0,126645130000.0,71389120000.0,183719540000.0,101369160000.0,146119770000.0,174916780000.0,180152520000.0,77902200000.0,113832714000.0
2083.0,125540350000.0,51119710000.0,126242865000.0,70604890000.0,181760590000.0,100308780000.0,145001380000.0,173339340000.0,179351630000.0,76085820000.0,112925370000.0
2084.0,123601986000.0,49623680000.0,125631220000.0,69148080000.0,181340780000.0,98434200000.0,144724500000.0,171913070000.0,177197170000.0,74292896000.0,111864700000.0
2085.0,120414080000.0,48209620000.0,123757600000.0,67890414000.0,178923650000.0,96235950000.0,143405920000.0,169804090000.0,174572010000.0,72058790000.0,110588630000.0
2086.0,117600390000.0,46983080000.0,121570390000.0,66365415000.0,177675040000.0,96148240000.0,142978700000.0,169643100000.0,172749240000.0,70523840000.0,107676025000.0
2087.0,115813970000.0,45875294000.0,120051990000.0,65678033000.0,176112760000.0,94492210000.0,142923870000.0,169799930000.0,170592490000.0,68935066000.0,106247150000.0
2088.0,114277010000.0,44331295000.0,117876335000.0,64445624000.0,174412940000.0,95192070000.0,143097990000.0,170780790000.0,169966750000.0,68696044000.0,104432520000.0
2089.0,111217250000.0,42856870000.0,116984750000.0,65346630000.0,173656920000.0,95854890000.0,143401660000.0,169000760000.0,168500080000.0,66745370000.0,101807610000.0
2090.0,109253990000.0,41578940000.0,115598340000.0,64930170000.0,172431540000.0,93701800000.0,144030000000.0,167416000000.0,169159340000.0,65921913000.0,99428760000.0
2091.0,106298610000.0,40987595000.0,113601130000.0,63681376000.0,168145500000.0,92409030000.0,140272530000.0,165907550000.0,169840070000.0,63634035000.0,97624530000.0
2092.0,105155230000.0,40120960000.0,111785796000.0,62286082000.0,165811810000.0,91244950000.0,140203330000.0,165143410000.0,168070730000.0,62170570000.0,96460160000.0
2093.0,103284790000.0,38522000000.0,109444900000.0,60639412000.0,163566140000.0,90284210000.0,140049700000.0,163640120000.0,167224100000.0,60416540000.0,95016590000.0
2094.0,101000585000.0,37623640000.0,108781470000.0,59426080000.0,161792900000.0,87851840000.0,141786170000.0,163605610000.0,165759500000.0,58922580000.0,93303570000.0
2095.0,98611310000.0,36503980000.0,108106560000.0,57987805000.0,160661010000.0,86638410000.0,140918460000.0,164092510000.0,166111150000.0,58067710000.0,91629150000.0
2096.0,97553940000.0,34924790000.0,107174570000.0,57138430000.0,158314070000.0,85316930000.0,140307230000.0,160745230000.0,166860440000.0,56282817000.0,89274710000.0
2097.0,95204385000.0,33794097000.0,106531300000.0,56792060000.0,156978250000.0,84297420000.0,139583210000.0,161167020000.0,163845700000.0,54570310000.0,88197730000.0
2098.0,94646430000.0,33420718000.0,105135940000.0,54840033000.0,158467080000.0,84317390000.0,141491420000.0,160514180000.0,162418050000.0,53097628000.0,86180510000.0
2099.0,94121880000.0,32058218000.0,103265540000.0,53644420000.0,155986260000.0,83180790000.0,141444680000.0,159713130000.0,162606330000.0,52363900000.0,85315620000.0
2100.0,92290670000.0,30968290000.0,103010680000.0,52797470000.0,153164480000.0,82412430000.0,139983040000.0,160611830000.0,158954130000.0,51687596000.0,83761460000.0
