time,MRI-ESM2-0,CANESM5,IPSL-CM6A-LR,CNRM-ESM2-1,UKESM1-0-LL
2069.0,2631942000.0,1254642600.0,1782493400.0,4931870000.0,423253980.0
2070.0,2704669200.0,1149472900.0,1741038300.0,4777073000.0,353702700.0
2071.0,2530635000.0,1018151300.0,1663402400.0,4667305500.0,313062900.0
2072.0,2447535600.0,938262140.0,1539735400.0,4563365400.0,240097890.0
2073.0,2334126300.0,898074700.0,1456334100.0,4364763000.0,207623600.0
2074.0,2486191900.0,825944450.0,1304662000.0,4216722200.0,181429760.0
2075.0,2254283300.0,773929300.0,1232134100.0,4135371500.0,159657820.0
2076.0,2863332600.0,687128700.0,1394212200.0,3956704800.0,142036820.0
2077.0,2214238500.0,632408300.0,1141971100.0,3842595600.0,106651800.0
2078.0,2257396500.0,579154100.0,1093688200.0,3692540000.0,102555430.0
2079.0,2168715500.0,576040600.0,1041936640.0,3659760400.0,96686070.0
2080.0,2075074400.0,516354020.0,991631600.0,3452752000.0,92904730.0
2081.0,1948444000.0,505003300.0,919062460.0,3341766000.0,89184760.0
2082.0,1764027500.0,502780860.0,874257800.0,3183060200.0,85546840.0
2083.0,1811733400.0,477519900.0,812581300.0,3878581200.0,79728900.0
2084.0,2761848800.0,454492540.0,784536060.0,3265461200.0,77859256.0
2085.0,1783342800.0,504667460.0,773256200.0,2988360400.0,82842810.0
2086.0,1724937700.0,459913630.0,785991360.0,2865455900.0,75467384.0
2087.0,1611913200.0,404566300.0,710543700.0,3237507000.0,72263930.0
2088.0,1606708000.0,423955140.0,681552960.0,2758224100.0,70993390.0
2089.0,1531567600.0,338644160.0,1687510900.0,2678595800.0,71013910.0
2090.0,1948910600.0,424717760.0,718702200.0,2601815800.0,73562870.0
2091.0,1525797200.0,357311870.0,751695170.0,2628883000.0,77754270.0
2092.0,1542366200.0,392378560.0,663331100.0,2499936500.0,66887584.0
2093.0,2194179000.0,326189060.0,711438900.0,2484287700.0,65162580.0
2094.0,1756191400.0,371066300.0,579521150.0,2337116700.0,64566170.0
2095.0,1551545100.0,360402460.0,629845950.0,2272930600.0,63001036.0
2096.0,1367767700.0,584178050.0,568177540.0,2171695600.0,62687430.0
2097.0,1328218400.0,326933250.0,598607040.0,2100009600.0,62157676.0
2098.0,1308176400.0,317152450.0,567385900.0,1955097600.0,61649576.0
2099.0,1966680700.0,526454600.0,544198140.0,2057225200.0,106410460.0
2100.0,1669464300.0,420750600.0,573201400.0,2122769900.0,62315828.0
