time,MPI-ESM1-2-HR,IITM-ESM,KACE-1-0-G,MRI-ESM2-0,UKESM1-0-LL,CESM2-WACCM,IPSL-CM6A-LR,TAIESM1,GFDL-ESM4
2054.0,8241692000.0,10519537000.0,1980706300.0,5188962300.0,2504160300.0,4589562400.0,4811023000.0,3446684000.0,7001446000.0
2055.0,8142413000.0,10473114000.0,1856383100.0,4992913400.0,2277518600.0,4505998000.0,4610149000.0,3288975000.0,6662053400.0
2056.0,8038363600.0,10473233000.0,1747640000.0,4903548000.0,2178468600.0,4244137200.0,4461958700.0,3161595400.0,6415295000.0
2057.0,7948275700.0,10028305000.0,1670512400.0,4722914300.0,2042051600.0,4153973500.0,4387436500.0,2962702600.0,6189051400.0
2058.0,7723352600.0,9743760000.0,1558347400.0,4588684300.0,1923475000.0,3882353000.0,4126584000.0,2809040400.0,6107610000.0
2059.0,7474810400.0,9541707000.0,1409694600.0,4399051300.0,1816272500.0,3738970600.0,3942351000.0,2635061200.0,6122794000.0
2060.0,7313264000.0,9371763000.0,1302814500.0,4203797800.0,1669754200.0,3495339000.0,3771272700.0,2473675500.0,5949419500.0
2061.0,7410330600.0,9210270000.0,1230878200.0,4106559000.0,1543459300.0,3301131000.0,3601915100.0,2318299600.0,5768148000.0
2062.0,7061630500.0,9005352000.0,1189210000.0,3918414800.0,1452626000.0,3170284300.0,3408341000.0,2166129400.0,5525122000.0
2063.0,6839445500.0,8745652000.0,1129034800.0,4410025000.0,1375758500.0,3024594700.0,3210409500.0,2041494800.0,5359802400.0
2064.0,7308235300.0,8711406000.0,1023485300.0,3983459600.0,1271058200.0,2912128000.0,3033731600.0,1913175300.0,5236933000.0
2065.0,6702800000.0,8353189000.0,902200770.0,3664735500.0,1237504300.0,2760908000.0,2892058400.0,1851378000.0,5132138500.0
2066.0,6546385400.0,8060411000.0,834802240.0,3509398500.0,1095734500.0,2631993600.0,2809539800.0,1726957600.0,5142902300.0
2067.0,6416948700.0,7903785500.0,742202200.0,3401495800.0,1000215550.0,2486753000.0,2591965400.0,1646119200.0,5050674000.0
2068.0,6456413000.0,8187655700.0,638966100.0,3264552400.0,861495360.0,2374381000.0,2442109200.0,1546295000.0,4886978000.0
2069.0,6244124000.0,8040812500.0,610342800.0,3159201800.0,788736060.0,2270939600.0,2290214000.0,1476369700.0,4779665400.0
2070.0,6281801000.0,9067397000.0,545906400.0,3396458200.0,725756500.0,2197447200.0,2177330200.0,1426216000.0,5069853000.0
2071.0,5961872400.0,8419220000.0,554271940.0,2959683000.0,654368060.0,2145703700.0,2074321000.0,1272193400.0,4711994400.0
2072.0,5947029500.0,7653881000.0,499864160.0,2809897200.0,580698560.0,1997862400.0,1960832400.0,1104777100.0,4592789000.0
2073.0,5828361700.0,7431753700.0,465402100.0,2722872600.0,529108640.0,1853032400.0,1875940500.0,1049218000.0,4453711400.0
2074.0,5595110000.0,9853247000.0,408605470.0,2678429400.0,483784930.0,1822355500.0,1793513900.0,951418000.0,4345432000.0
2075.0,5518115300.0,8122018300.0,386578600.0,2549163300.0,430556350.0,1754904700.0,1700799100.0,808084350.0,4272811800.0
2076.0,5370423300.0,7219545600.0,356907140.0,2532270800.0,403106050.0,1701455100.0,1530252000.0,756323460.0,4467894000.0
2077.0,5207782400.0,6938202000.0,598791550.0,2379749600.0,355069280.0,1559090400.0,1427521700.0,699343360.0,4399959000.0
2078.0,5140997600.0,6897481000.0,383211650.0,2322647000.0,325584350.0,1518591100.0,1327688000.0,597862500.0,4039028200.0
2079.0,5023855600.0,6720883700.0,701083970.0,2456598800.0,290437820.0,1378410200.0,1248374300.0,581731600.0,3990449700.0
2080.0,4930320400.0,6512538000.0,318698750.0,2255154400.0,249423280.0,1357812600.0,1170751200.0,527876300.0,3853338600.0
2081.0,5016326000.0,6421655000.0,551781300.0,2149381000.0,195217360.0,1249904000.0,1105967200.0,490487200.0,3744003800.0
2082.0,4735635000.0,6070245400.0,308542400.0,1974282000.0,169699410.0,1149152400.0,1041431230.0,457389570.0,3726322400.0
2083.0,4594851000.0,5834203600.0,263586850.0,1920084000.0,146339220.0,1067581200.0,975529340.0,397203740.0,3669800400.0
2084.0,5080410000.0,5708712400.0,226202110.0,1830427500.0,144832140.0,1023924860.0,901908100.0,365984300.0,3511499800.0
2085.0,4507934000.0,5648169000.0,213200370.0,1783169500.0,137713230.0,903438700.0,835006660.0,341079070.0,3414616000.0
2086.0,4368101000.0,6485667300.0,200723540.0,1743387900.0,133376510.0,858026000.0,764271600.0,318759500.0,3351735000.0
2087.0,4213015300.0,5514087000.0,194460960.0,1665113700.0,112750170.0,830481700.0,709721500.0,254285980.0,3272106500.0
2088.0,4103676400.0,5337869000.0,186273570.0,1573922200.0,109491680.0,772618200.0,689975040.0,234437570.0,4138106000.0
2089.0,3962746400.0,5351191000.0,182057010.0,1537111800.0,92088630.0,741575550.0,648349900.0,211243940.0,3160309000.0
2090.0,3898337500.0,5219015700.0,176878740.0,1507262200.0,90427224.0,749654660.0,630222900.0,195324130.0,3127897900.0
2091.0,4230495500.0,6357585400.0,173234100.0,1523986300.0,82125740.0,652902100.0,561366000.0,186818690.0,3005551000.0
2092.0,3797148200.0,5677338000.0,169141710.0,1441295400.0,79748730.0,625087700.0,532834900.0,179708930.0,3115571200.0
2093.0,3680071000.0,5205964000.0,166000690.0,1408806800.0,80809160.0,609705800.0,488660480.0,175456350.0,2947698000.0
2094.0,3536810800.0,5641629700.0,162103260.0,1349707300.0,75597670.0,568206100.0,511489470.0,154591460.0,2890346800.0
2095.0,3464843800.0,5227930600.0,158224140.0,1273277300.0,73778670.0,544292700.0,461847680.0,147779460.0,2931795000.0
2096.0,3244842500.0,4899893000.0,137402450.0,1225858700.0,71561980.0,560627400.0,418050980.0,142457860.0,2849887200.0
2097.0,3313831700.0,4941795000.0,138347820.0,1208488300.0,67560100.0,517539870.0,398908580.0,125027290.0,2735959000.0
2098.0,3532364300.0,5510206000.0,134867410.0,1173995000.0,65273156.0,460252540.0,346155140.0,126233930.0,2631751400.0
2099.0,3068237300.0,4723308000.0,142540800.0,1163316400.0,63598076.0,466386140.0,351457000.0,110658080.0,2684238000.0
2100.0,3492841500.0,4696499700.0,132471690.0,1128385800.0,62970000.0,435789340.0,320250800.0,106380840.0,2690383400.0
